id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2810981031,74,43,1,9,17,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-05T17:10:40.734Z,2025-05-05T17:11:01Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706256523,286,0,5706257827,144,3,5706256521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981593,76,1,1,10,3,36g6ifzjliec1jqnbtf7yesme,1,72.8,23.1,2025-05-05T17:11:26.304Z,2025-05-05T20:21:40Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,1.0,,5706878021,224,,5706259985,152,,5706259987,56,Center,5706259983,155,,5706259991,141,58.5,5706259979,2,,5706260503,154,,5706260501,210,13,5706259993,212,5706259981,5,,5706259995,213,5706259989,140,5706878023,20,,,,30.5,0.91,90.6,,,,,,,,,,,,,,,,,,,
2810981601,77,13,1,10,7,36g6ifzjliec1jqnbtf7yesme,1,92.1,58.7,2025-05-05T17:11:30.103Z,2025-05-05T20:22:10Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706261279,328,,5706260537,231,52.0,5706260031,17,,5706260533,103,63.9,5706260255,24,,5706260531,102,47.6,5706260525,154,,5706260037,56,Center,5706260535,230,5706260521,74,,5706261269,15,5706260527,55,5706260523,29,,,,99.8,,76,,,,,,,,,,,,,,,,,,,
2810981639,78,5,1,10,7,36g6ifzjliec1jqnbtf7yesme,0,100.8,43.8,2025-05-05T17:11:30.533Z,2025-05-05T17:17:29Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706260311,233,93,5706260251,346,,5706260249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981615,93,5,1,10,7,aljua8crr0vkwit0j3m59jw9j,1,-0.8,56.2,2025-05-05T17:11:30.533Z,2025-05-05T17:17:28Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5706260103,56,Back,5706260105,346,,5706260291,233,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981795,96,1,1,10,27,aljua8crr0vkwit0j3m59jw9j,1,4.1,54.5,2025-05-05T17:11:50.069Z,2025-05-05T17:11:52Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5706261305,213,0.31,5706261303,212,9.3,5706261327,189,,5706261297,56,Back,5706261295,124,,5706261301,141,58.7,5706261299,140,12.5,5706261309,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981813,97,1,1,10,29,aljua8crr0vkwit0j3m59jw9j,1,12.5,58.7,2025-05-05T17:11:52.229Z,2025-05-05T17:11:53Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5706261413,141,33.6,5706261417,213,5.31,5706261415,212,20.6,5706261409,56,Back,5706261411,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981823,98,1,1,10,30,aljua8crr0vkwit0j3m59jw9j,1,23.5,33.6,2025-05-05T17:11:53.573Z,2025-05-05T17:11:54Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706261471,213,4.35,5706261463,56,Back,5706261469,212,16.2,5706261467,141,11.3,5706261465,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981835,99,1,1,10,31,aljua8crr0vkwit0j3m59jw9j,1,18.0,11.3,2025-05-05T17:11:54.261Z,2025-05-05T17:11:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706261531,56,Back,5706261539,213,2.23,5706261537,212,21.0,5706261535,141,35.7,5706261533,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981917,100,1,1,10,32,aljua8crr0vkwit0j3m59jw9j,1,5.8,35.5,2025-05-05T17:11:55.445Z,2025-05-05T17:12:02Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5706261973,213,0.98,5706261965,56,Back,5706261967,140,12.1,5706261969,141,50.1,5706261971,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981937,101,1,1,10,39,aljua8crr0vkwit0j3m59jw9j,1,16.0,49.9,2025-05-05T17:12:02.597Z,2025-05-05T17:12:05Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5706262121,140,65.9,5706262129,1,,5706262119,56,Left,5706262127,213,0.45,5706262117,155,,5706262125,212,58.1,5706262123,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981947,102,3,1,10,42,aljua8crr0vkwit0j3m59jw9j,0,80.8,87.4,2025-05-05T17:12:05.638Z,2025-05-05T20:22:38Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5706262167,56,Left,5706262253,233,79,5706880713,465,,5706262169,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981967,79,7,1,10,42,36g6ifzjliec1jqnbtf7yesme,0,19.2,12.6,2025-05-05T17:12:05.639Z,2025-05-05T20:22:41Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706262243,285,,5706880865,178,,5706880863,385,,5706262245,233,102,5706262241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981989,103,61,1,10,43,aljua8crr0vkwit0j3m59jw9j,1,79.1,90.3,2025-05-05T17:12:06.391Z,2025-05-05T17:12:13Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5706262363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982017,80,5,1,10,47,36g6ifzjliec1jqnbtf7yesme,1,10.0,-1.7,2025-05-05T17:12:10.192Z,2025-05-05T17:12:14Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706262501,233,104,5706262495,56,Back,5706262497,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982011,104,5,1,10,47,aljua8crr0vkwit0j3m59jw9j,0,90.0,101.7,2025-05-05T17:12:10.192Z,2025-05-05T17:17:29Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5706262521,233,80,5706262477,56,Left,5706262479,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982159,81,1,1,11,4,36g6ifzjliec1jqnbtf7yesme,1,19.9,0.0,2025-05-05T17:12:27.505Z,2025-05-05T17:12:31Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5706263367,212,19.5,5706263365,141,17.3,5706263361,56,Back,5706263363,140,34.3,5706263359,107,,5706263369,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982177,82,44,1,11,7,36g6ifzjliec1jqnbtf7yesme,1,35.4,13.7,2025-05-05T17:12:30.470Z,2025-05-05T17:38:41Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706263447,56,Back,5706263507,233,105,5706263451,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982155,105,44,1,11,7,aljua8crr0vkwit0j3m59jw9j,0,64.6,86.3,2025-05-05T17:12:30.471Z,2025-05-05T17:38:42Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706263341,56,Left,5706263523,233,82,5706263343,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982181,83,61,1,11,8,36g6ifzjliec1jqnbtf7yesme,1,34.3,17.3,2025-05-05T17:12:31.154Z,2025-05-05T21:08:00Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706263487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982197,106,43,1,11,10,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-05T17:12:33.542Z,2025-05-05T17:12:40Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5706263893,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982215,84,4,1,11,12,36g6ifzjliec1jqnbtf7yesme,1,25.6,26.6,2025-05-05T17:12:35.313Z,2025-05-05T17:12:48Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706263701,152,,5706264233,294,,5706263697,13,,5706263699,56,Back,5706263777,233,107,5706263705,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982227,107,4,1,11,12,aljua8crr0vkwit0j3m59jw9j,0,74.4,73.4,2025-05-05T17:12:35.314Z,2025-05-05T17:12:47Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5706264281,294,,5706263753,13,,5706263755,56,Center,5706263761,286,,5706263757,152,,5706263791,233,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982451,85,1,1,11,38,36g6ifzjliec1jqnbtf7yesme,1,24.0,22.8,2025-05-05T17:13:01.634Z,2025-05-05T17:13:02Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706264941,212,6.6,5706264937,140,20.0,5706264935,56,Back,5706264933,152,,5706264931,5,,5706264939,141,30.3,5706264943,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982523,86,1,1,11,39,36g6ifzjliec1jqnbtf7yesme,1,20.0,30.3,2025-05-05T17:13:02.594Z,2025-05-05T17:13:08Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706265347,141,16.2,5706265345,140,24.9,5706265351,213,5.20,5706265343,56,Back,5706265349,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982547,87,1,1,11,45,36g6ifzjliec1jqnbtf7yesme,1,27.7,15.6,2025-05-05T17:13:08.706Z,2025-05-05T17:13:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706265469,56,Center,5706265471,140,68.0,5706265479,1,,5706265475,212,43.6,5706265477,213,0.24,5706265609,155,,5706265473,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982551,88,61,1,11,46,36g6ifzjliec1jqnbtf7yesme,0,68.0,30.9,2025-05-05T17:13:09.051Z,2025-05-05T17:54:24Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5706265483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982567,109,1,1,11,47,aljua8crr0vkwit0j3m59jw9j,1,31.6,74.4,2025-05-05T17:13:10.311Z,2025-05-05T17:13:11Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5706265533,56,Back,5706265541,213,5.02,5706265537,141,64.8,5706265535,140,33.6,5706265539,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982597,110,1,1,11,48,aljua8crr0vkwit0j3m59jw9j,1,33.6,64.8,2025-05-05T17:13:10.983Z,2025-05-05T17:13:12Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706265699,213,4.60,5706265693,140,31.8,5706265691,56,Back,5706265697,212,16.6,5706265695,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982631,111,1,1,11,49,aljua8crr0vkwit0j3m59jw9j,1,31.8,40.6,2025-05-05T17:13:12.520Z,2025-05-05T17:13:14Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706265851,140,38.4,5706265857,213,0.31,5706265855,212,7.3,5706265853,141,43.9,5706265849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982661,112,1,1,11,51,aljua8crr0vkwit0j3m59jw9j,1,38.4,43.9,2025-05-05T17:13:14.087Z,2025-05-05T17:52:29Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5706265993,141,50.9,5706265995,212,4.8,5706265997,213,1.66,5706265991,140,38.0,5706265989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982673,89,83,1,11,53,36g6ifzjliec1jqnbtf7yesme,0,57.9,53.0,2025-05-05T17:13:16.083Z,2025-05-05T17:14:51Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5706271175,399,3361cs2j60yxzy9mir80byqc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982689,113,1,1,11,53,aljua8crr0vkwit0j3m59jw9j,0,44.4,49.1,2025-05-05T17:13:16.695Z,2025-05-05T17:13:19Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5706266141,141,64.8,5706266145,213,0.39,5706266137,56,Center,5706266139,140,69.1,5706266143,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982783,91,1,1,12,0,36g6ifzjliec1jqnbtf7yesme,1,25.5,33.7,2025-05-05T17:13:23.395Z,2025-05-05T17:13:27Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5706266695,140,31.5,5706266697,141,46.3,5706266699,212,10.6,5706266693,56,Back,5706266701,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982837,92,1,1,12,4,36g6ifzjliec1jqnbtf7yesme,1,32.3,43.1,2025-05-05T17:13:27.587Z,2025-05-05T17:13:33Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5706267021,141,93.0,5706267019,140,60.5,5706267025,213,0.85,5706267027,1,,5706267017,56,Left,5706267015,155,,5706267023,212,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982843,93,1,1,12,10,36g6ifzjliec1jqnbtf7yesme,0,74.1,94.4,2025-05-05T17:13:32.995Z,2025-05-05T20:24:28Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5706267073,212,4.7,5706267065,155,,5706886017,224,,5706886019,72,,5706267071,141,90.3,5706267179,233,114,5706267183,286,,5706267067,56,Left,5706267063,2,5706267075,213,5.65,5706267069,140,5706267177,236,,,,,,,77.7,,,,,,,,,,,,,,,,,,,,
2810982861,114,12,1,12,10,aljua8crr0vkwit0j3m59jw9j,1,21.5,17.3,2025-05-05T17:13:33.095Z,2025-05-05T17:13:35Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706267159,185,,5706267203,233,93,5706267161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982927,94,1,1,12,11,36g6ifzjliec1jqnbtf7yesme,1,75.1,91.5,2025-05-05T17:13:34.579Z,2025-05-05T17:14:06Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,1.0,,5706267555,213,0.06,5706267549,140,87.6,5706267553,212,13.2,5706267551,141,92.7,5706267545,3,,5706267547,56,Left,5706268967,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982933,95,15,1,12,17,36g6ifzjliec1jqnbtf7yesme,1,79.0,72.6,2025-05-05T17:13:40.660Z,2025-05-05T20:24:50Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706268983,103,19,5706269009,233,115,5706268991,230,98.5,5706268987,146,89.5,5706267575,22,,5706268989,147,59.4,5706268993,231,52.2,5706268869,82,,5706268981,102,5706268977,55,94,5706268865,20,5706268985,215,5706887061,80,,5706267579,56,46.3,,,5706267577,18,,5706268975,29,,Center,,,,,,,,,,,,
2810982951,115,10,1,12,17,aljua8crr0vkwit0j3m59jw9j,1,8.1,38.4,2025-05-05T17:13:40.760Z,2025-05-05T17:14:07Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706269017,233,95,5706267683,94,,5706267685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982999,96,1,1,12,22,36g6ifzjliec1jqnbtf7yesme,1,61.3,79.9,2025-05-05T17:13:45.299Z,2025-05-05T17:13:47Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5706267935,213,0.69,5706267921,3,,5706267933,212,17.6,5706267925,140,74.3,5706267927,141,96.3,5706267923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983051,97,1,1,12,24,36g6ifzjliec1jqnbtf7yesme,1,73.5,95.7,2025-05-05T17:13:47.219Z,2025-05-05T17:13:51Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5706268211,141,96.0,5706268209,140,88.3,5706268213,212,15.5,5706268207,56,Left,5706268215,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983085,98,1,1,12,28,36g6ifzjliec1jqnbtf7yesme,0,84.6,95.9,2025-05-05T17:13:51.027Z,2025-05-05T17:13:55Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706268461,213,5.90,5706268457,141,85.9,5706268455,140,100.0,5706268459,212,18.0,5706268453,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983065,116,56,1,12,30,aljua8crr0vkwit0j3m59jw9j,1,3.0,13.1,2025-05-05T17:13:52.793Z,2025-05-05T17:13:52Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706268345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983155,99,5,1,12,31,36g6ifzjliec1jqnbtf7yesme,0,100.6,86.2,2025-05-05T17:13:54.490Z,2025-05-05T17:17:29Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5706268839,346,,5706268895,233,117,5706268837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983115,117,5,1,12,31,aljua8crr0vkwit0j3m59jw9j,1,-0.6,13.8,2025-05-05T17:13:54.490Z,2025-05-05T17:17:29Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706268587,56,Back,5706268889,233,99,5706268589,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983209,118,1,1,12,44,aljua8crr0vkwit0j3m59jw9j,1,4.8,50.9,2025-05-05T17:14:07.497Z,2025-05-05T17:14:12Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5706269219,212,3.1,5706269211,124,,5706269213,56,Back,5706269223,213,0.33,5706269231,237,,5706269215,140,7.6,5706269217,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983229,119,1,1,12,49,aljua8crr0vkwit0j3m59jw9j,1,14.6,52.8,2025-05-05T17:14:12.361Z,2025-05-05T17:14:16Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5706269373,140,18.9,5706269379,213,1.36,5706269375,141,83.3,5706269377,212,21.2,5706269371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983259,120,1,1,12,53,aljua8crr0vkwit0j3m59jw9j,1,21.9,83.6,2025-05-05T17:14:16.169Z,2025-05-05T17:14:20Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5706269581,141,26.5,5706269577,56,Back,5706269587,1,,5706269585,213,4.73,5706269579,140,22.6,5706269583,212,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983267,121,1,1,12,57,aljua8crr0vkwit0j3m59jw9j,1,26.5,24.1,2025-05-05T17:14:20.329Z,2025-05-05T17:14:21Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706269623,140,34.2,5706269627,212,15.4,5706269625,141,4.9,5706269629,213,5.27,5706269621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983279,122,1,1,12,58,aljua8crr0vkwit0j3m59jw9j,1,34.2,4.9,2025-05-05T17:14:21.721Z,2025-05-05T17:14:23Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706269723,213,2.29,5706269717,140,26.8,5706269715,56,Back,5706269719,141,18.0,5706269721,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983303,123,1,1,13,0,aljua8crr0vkwit0j3m59jw9j,1,26.8,18.5,2025-05-05T17:14:23.530Z,2025-05-05T17:14:25Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706269865,141,34.9,5706269867,212,12.0,5706269861,56,Back,5706269863,140,22.5,5706269869,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983327,124,1,1,13,3,aljua8crr0vkwit0j3m59jw9j,1,26.9,44.8,2025-05-05T17:14:25.833Z,2025-05-05T17:14:28Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5706270011,56,Back,5706270019,213,1.47,5706270017,212,17.8,5706270015,141,70.8,5706270013,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983361,125,1,1,13,5,aljua8crr0vkwit0j3m59jw9j,1,31.6,76.6,2025-05-05T17:14:28.585Z,2025-05-05T17:14:31Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5706270193,212,15.5,5706270189,140,39.5,5706270195,213,1.01,5706270187,56,Back,5706270191,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983377,126,1,1,13,8,aljua8crr0vkwit0j3m59jw9j,1,39.4,96.5,2025-05-05T17:14:31.674Z,2025-05-05T17:14:34Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5706270299,140,24.8,5706270307,213,3.66,5706270305,212,17.7,5706270295,56,Back,5706270303,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983403,127,1,1,13,11,aljua8crr0vkwit0j3m59jw9j,1,24.8,83.5,2025-05-05T17:14:34.058Z,2025-05-05T17:14:37Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5706270469,141,63.4,5706270471,212,22.6,5706270473,213,3.79,5706270465,56,Back,5706270467,140,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983451,128,1,1,13,14,aljua8crr0vkwit0j3m59jw9j,1,7.7,61.5,2025-05-05T17:14:37.465Z,2025-05-05T17:14:42Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5706270719,140,15.5,5706270721,141,20.0,5706270723,212,29.4,5706270717,56,Back,5706270725,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983483,129,1,1,13,19,aljua8crr0vkwit0j3m59jw9j,0,15.3,17.3,2025-05-05T17:14:42.250Z,2025-05-05T17:14:45Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706270903,56,Right,5706270913,1,,5706270907,141,5.6,5706270905,140,52.7,5706270911,213,6.08,5706270909,212,40.1,5706270901,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983485,100,8,1,13,22,36g6ifzjliec1jqnbtf7yesme,1,43.4,95.3,2025-05-05T17:14:45.348Z,2025-05-05T20:26:33Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706270923,56,Back,5706892471,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983499,101,5,1,13,22,36g6ifzjliec1jqnbtf7yesme,0,57.9,102.0,2025-05-05T17:14:45.738Z,2025-05-05T17:17:30Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5706271005,347,,5706271003,56,Left,5706271125,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983517,130,5,1,13,22,aljua8crr0vkwit0j3m59jw9j,1,42.1,-2.0,2025-05-05T17:14:45.738Z,2025-05-05T17:17:29Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706271119,347,,5706271121,233,101,5706271117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983539,131,1,1,13,27,aljua8crr0vkwit0j3m59jw9j,1,39.6,0.0,2025-05-05T17:14:49.786Z,2025-05-05T17:14:53Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5706271221,141,10.7,5706271219,140,27.0,5706271225,213,2.56,5706271215,107,,5706271217,56,Back,5706271223,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983559,132,1,1,13,30,aljua8crr0vkwit0j3m59jw9j,1,26.3,27.9,2025-05-05T17:14:53.546Z,2025-05-05T17:14:56Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5706271281,141,62.3,5706271277,56,Back,5706271279,140,23.9,5706271283,212,23.5,5706271285,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983575,133,1,1,13,33,aljua8crr0vkwit0j3m59jw9j,1,25.0,66.3,2025-05-05T17:14:55.914Z,2025-05-05T17:14:59Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5706271369,212,19.8,5706271363,56,Back,5706271371,213,1.25,5706271367,141,93.9,5706271365,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810983597,134,1,1,13,36,aljua8crr0vkwit0j3m59jw9j,1,31.1,91.1,2025-05-05T17:14:58.889Z,2025-05-05T17:15:01Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5706271493,213,5.15,5706271487,140,34.2,5706271485,56,Back,5706271491,212,7.7,5706271489,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
