id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2731973251,219,83,1,24,5,ahnt9ejgwj58ul8auzdvi3czf,0,88.9,8.8,2024-10-06T18:24:36.746Z,2024-10-07T00:07:10Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5274693213,399,ayqy2vql1oumokqly9ahfrnx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973271,233,1,1,24,6,b3r6d8ydtmtjckam6pku9y400,1,3.9,97.2,2024-10-06T18:24:37.937Z,2024-10-07T00:07:14Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274693197,213,6.06,5274693189,56,Back,5274693193,141,93.6,5274693191,140,14.3,5274693195,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973335,234,1,1,24,10,b3r6d8ydtmtjckam6pku9y400,0,19.7,94.4,2024-10-06T18:24:41.720Z,2024-10-06T18:24:43Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5274693631,141,89.3,5274693635,212,9.4,5274693639,213,5.90,5274693629,140,28.0,5274693627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973349,220,8,1,24,11,ahnt9ejgwj58ul8auzdvi3czf,1,64.1,11.6,2024-10-06T18:24:43.179Z,2024-10-07T00:07:28Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274693717,56,Right,5276083367,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973405,235,83,1,24,14,b3r6d8ydtmtjckam6pku9y400,0,21.2,71.4,2024-10-06T18:24:45.928Z,2024-10-07T00:07:37Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274694387,399,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973439,222,1,1,24,15,ahnt9ejgwj58ul8auzdvi3czf,1,78.1,20.1,2024-10-06T18:24:47.682Z,2024-10-06T18:24:50Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274694233,213,5.40,5274694229,141,8.9,5274694225,56,Right,5274694227,140,84.1,5274694231,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973469,223,1,1,24,19,ahnt9ejgwj58ul8auzdvi3czf,1,85.2,8.9,2024-10-06T18:24:50.739Z,2024-10-06T18:24:52Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274694449,141,12.8,5274694451,212,13.0,5274694455,213,2.94,5274694441,56,Right,5274694445,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973531,224,1,1,24,20,ahnt9ejgwj58ul8auzdvi3czf,1,73.8,12.6,2024-10-06T18:24:52.578Z,2024-10-06T18:24:55Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5274694829,212,10.9,5274694825,140,72.2,5274694827,141,28.5,5274694823,56,Center,5274694831,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973573,225,1,1,24,23,ahnt9ejgwj58ul8auzdvi3czf,1,72.4,29.1,2024-10-06T18:24:55.635Z,2024-10-06T18:24:57Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5274695115,212,8.4,5274695119,213,4.54,5274695109,141,17.0,5274695095,56,Right,5274695103,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973639,226,1,1,24,26,ahnt9ejgwj58ul8auzdvi3czf,1,71.0,17.0,2024-10-06T18:24:57.794Z,2024-10-06T18:25:00Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5274695469,56,Right,5274695471,140,83.7,5274695475,212,15.6,5274695473,141,5.0,5274695477,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973665,227,1,1,24,28,ahnt9ejgwj58ul8auzdvi3czf,1,77.5,5.8,2024-10-06T18:25:00.323Z,2024-10-06T18:25:02Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274695625,140,63.8,5274695629,212,15.4,5274695631,213,2.78,5274695623,56,Right,5274695627,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973687,228,1,1,24,30,ahnt9ejgwj58ul8auzdvi3czf,1,63.8,14.0,2024-10-06T18:25:02.546Z,2024-10-06T18:25:04Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274695779,140,67.5,5274695785,213,1.12,5274695781,141,25.8,5274695777,56,Center,5274695783,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973747,229,1,1,24,33,ahnt9ejgwj58ul8auzdvi3czf,1,68.5,24.4,2024-10-06T18:25:05.018Z,2024-10-07T00:07:50Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274696143,56,Right,5274696147,141,4.7,5274696151,213,5.20,5274696149,212,15.1,5274696145,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973819,230,2,1,24,35,ahnt9ejgwj58ul8auzdvi3czf,1,75.5,4.9,2024-10-06T18:25:07.459Z,2024-10-07T00:07:59Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5274696553,7,avtms6bcr8i7qdacuv225evo5,5274696511,140,82.1,5274696515,141,23.9,5274696555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731973823,236,43,1,24,35,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-06T18:25:07.460Z,2024-10-07T00:08:13Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5276084863,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732225255,934,43,1,24,35,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-06T18:25:07.482Z,2024-10-07T00:08:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5276085411,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974203,237,1,1,24,54,b3r6d8ydtmtjckam6pku9y400,1,14.2,76.0,2024-10-06T18:25:26.464Z,2024-10-07T00:08:53Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274746015,189,,5274698761,141,35.7,5274698757,56,Back,5274698765,213,4.96,5274698753,5,,5274698763,212,28.3,5274698755,241,,5274698759,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974243,238,1,1,25,0,b3r6d8ydtmtjckam6pku9y400,1,23.2,33.6,2024-10-06T18:25:32.392Z,2024-10-06T18:25:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5274699019,212,9.7,5274699021,213,1.16,5274699013,56,Back,5274699017,141,46.6,5274699015,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974261,239,1,1,25,1,b3r6d8ydtmtjckam6pku9y400,1,27.2,47.8,2024-10-06T18:25:33.463Z,2024-10-06T18:25:35Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5274699141,212,13.5,5274699135,140,37.6,5274699137,141,59.4,5274699133,56,Back,5274699143,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974285,240,1,1,25,3,b3r6d8ydtmtjckam6pku9y400,1,37.7,59.3,2024-10-06T18:25:35.096Z,2024-10-06T18:25:35Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5274699285,141,53.1,5274699281,56,Back,5274699283,140,27.7,5274699287,212,11.3,5274699289,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974397,241,1,1,25,4,b3r6d8ydtmtjckam6pku9y400,1,28.0,53.0,2024-10-06T18:25:35.704Z,2024-10-06T18:25:43Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5274699951,213,1.59,5274699943,56,Back,5274699947,141,74.4,5274699949,212,14.6,5274699945,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974451,242,1,1,25,11,b3r6d8ydtmtjckam6pku9y400,1,43.1,83.3,2024-10-06T18:25:42.984Z,2024-10-06T18:25:45Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274700221,56,Back,5274700225,141,52.4,5274700229,213,4.44,5274700227,212,21.8,5274700223,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974485,243,1,1,25,14,b3r6d8ydtmtjckam6pku9y400,1,40.9,50.6,2024-10-06T18:25:45.879Z,2024-10-06T18:25:48Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5274700423,140,42.9,5274700427,212,16.7,5274700425,141,75.0,5274700421,56,Back,5274700429,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974543,244,1,1,25,16,b3r6d8ydtmtjckam6pku9y400,1,45.0,76.6,2024-10-06T18:25:48.136Z,2024-10-06T18:25:52Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274700815,140,61.6,5274700817,141,93.0,5274700821,212,20.7,5274700813,56,Left,5274700825,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974559,245,1,1,25,20,b3r6d8ydtmtjckam6pku9y400,1,63.1,83.0,2024-10-06T18:25:52.375Z,2024-10-06T18:25:54Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274700941,140,58.8,5274700945,212,14.7,5274700939,56,Center,5274700947,213,4.40,5274700943,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974591,246,1,1,25,21,b3r6d8ydtmtjckam6pku9y400,1,58.9,62.3,2024-10-06T18:25:52.944Z,2024-10-07T00:09:09Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5274701133,212,8.3,5274701129,140,66.7,5274701127,56,Center,5274701135,213,6.14,5274701131,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974641,247,1,1,25,23,b3r6d8ydtmtjckam6pku9y400,1,68.3,58.8,2024-10-06T18:25:55.215Z,2024-10-07T00:09:14Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,1.0,,5274701409,141,42.7,5274701411,212,11.3,5274701405,56,Center,5274703063,210,15,5274701413,213,4.96,5274701407,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974649,248,15,1,25,26,b3r6d8ydtmtjckam6pku9y400,1,72.8,40.9,2024-10-06T18:25:57.711Z,2024-10-07T00:09:25Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5274701431,18,,5274702535,20,,5274703101,103,6.3,5274703099,102,47.1,5274703103,215,,5274701429,22,,5274703093,29,,5276087197,80,,5274701433,56,Center,5274703095,55,5274703105,146,97.2,5274703107,147,49.5,5274703163,233,247,231,,,,,,,,,,,,,,,,,,,,,,,,
2731974683,231,10,1,25,26,ahnt9ejgwj58ul8auzdvi3czf,1,0.9,51.0,2024-10-06T18:25:57.811Z,2024-10-07T01:25:15Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5274702579,233,248,5274701667,56,Back,5276087307,376,,5274702449,174,,5274702451,179,,5274701665,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974691,249,1,1,25,29,b3r6d8ydtmtjckam6pku9y400,0,96.9,29.9,2024-10-06T18:26:00.927Z,2024-10-07T00:09:34Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5274701709,56,Center,5274701717,212,10.5,5274701723,213,1.56,5274701711,140,97.0,5274701715,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974757,232,8,1,25,30,ahnt9ejgwj58ul8auzdvi3czf,1,5.2,46.6,2024-10-06T18:26:01.771Z,2024-10-07T00:09:38Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274702067,56,Back,5274704353,14,,5276087657,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974721,250,15,1,25,31,b3r6d8ydtmtjckam6pku9y400,1,87.5,31.7,2024-10-06T18:26:03.687Z,2024-10-07T00:09:52Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5274704379,103,26.6,5274704371,81,,5274701855,22,,5274704381,328,,5274701857,63,,5274704397,233,233,5274703637,20,,5274704389,146,97.6,5274704391,147,46.2,5274701859,56,5274704375,102,47.7,5274704385,458,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2731974761,233,10,1,25,32,ahnt9ejgwj58ul8auzdvi3czf,1,1.8,51.6,2024-10-06T18:26:03.787Z,2024-10-07T00:09:54Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5274702093,182,,5274703697,233,250,5274702737,181,,5274702099,56,Back,5274705047,175,,5276088113,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974789,234,6,1,25,33,ahnt9ejgwj58ul8auzdvi3czf,0,3.5,63.0,2024-10-06T18:26:05.465Z,2024-10-07T00:09:56Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5274702225,56,Back,5274702287,233,251,5274702227,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731974737,251,6,1,25,33,b3r6d8ydtmtjckam6pku9y400,1,96.5,37.0,2024-10-06T18:26:05.465Z,2024-10-06T18:43:23Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5274702031,56,Center,5274702033,75,,5274702245,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975345,252,1,1,26,4,b3r6d8ydtmtjckam6pku9y400,0,99.7,0.5,2024-10-06T18:26:36.207Z,2024-10-07T00:10:18Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274705501,213,1.80,5276088533,72,,5274705497,212,33.5,5274705469,223,,5274705449,2,,5274705461,155,,5274705505,1,,5274705491,141,48.5,5274705477,56,Center,5274705453,6,5274705485,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975325,235,12,1,26,5,ahnt9ejgwj58ul8auzdvi3czf,1,3.6,52.8,2024-10-06T18:26:36.740Z,2024-10-07T00:10:17Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274940769,56,Back,5274940771,140,16.2,5274940775,212,13.7,5274940859,15,,5274940777,213,0.26,5274940773,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975335,236,12,1,26,7,ahnt9ejgwj58ul8auzdvi3czf,1,15.7,54.2,2024-10-06T18:26:38.965Z,2024-10-07T00:10:25Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274942197,140,31.2,5274942203,213,5.83,5274942199,141,42.5,5274942195,56,Back,5274942201,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975341,237,12,1,26,8,ahnt9ejgwj58ul8auzdvi3czf,1,21.6,48.3,2024-10-06T18:26:40.267Z,2024-10-07T00:10:28Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5274943191,141,58.3,5274943201,213,0.40,5274943187,56,Back,5274943197,212,17.4,5274943189,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975475,253,1,1,26,11,b3r6d8ydtmtjckam6pku9y400,1,64.9,28.3,2024-10-06T18:26:42.719Z,2024-10-07T00:10:34Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5274706285,140,60.6,5274706281,3,,5274706289,212,8.2,5274706291,213,4.13,5274706283,56,Right,5274706287,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975465,238,4,1,26,16,ahnt9ejgwj58ul8auzdvi3czf,1,40.2,88.9,2024-10-06T18:26:47.891Z,2024-10-06T18:43:21Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5274706359,56,Back,5274706355,13,,5274706533,233,254,5274706363,286,,5274706357,294,,5274706361,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975485,254,4,1,26,16,b3r6d8ydtmtjckam6pku9y400,0,59.8,11.1,2024-10-06T18:26:47.892Z,2024-10-06T18:43:22Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5274706551,233,238,5274706469,152,,5274706465,294,,5274706467,56,Right,5274706463,13,,5274706471,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975777,239,1,1,26,32,ahnt9ejgwj58ul8auzdvi3czf,1,39.7,79.9,2024-10-06T18:27:04.404Z,2024-10-06T18:27:05Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5274707919,5,,5274707931,213,3.60,5274707923,56,Back,5274707927,141,74.4,5274707925,140,32.4,5274707921,152,,5274707929,212,8.5,5274707943,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975809,240,1,1,26,34,ahnt9ejgwj58ul8auzdvi3czf,1,32.5,72.6,2024-10-06T18:27:05.923Z,2024-10-06T19:04:19Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5274708059,141,34.6,5274708055,56,Back,5274708063,213,4.64,5274708057,140,30.8,5274708061,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975841,241,1,1,26,36,ahnt9ejgwj58ul8auzdvi3czf,1,31.5,31.3,2024-10-06T18:27:07.815Z,2024-10-06T18:27:10Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274708359,140,32.7,5274708367,212,10.3,5274708363,141,46.3,5274708353,56,Back,5274708373,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975853,242,1,1,26,38,ahnt9ejgwj58ul8auzdvi3czf,1,32.7,46.3,2024-10-06T18:27:10.036Z,2024-10-06T19:04:48Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274708453,212,8.9,5274708455,213,4.52,5274708447,56,Back,5274708449,140,31.1,5274708451,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975909,243,1,1,26,39,ahnt9ejgwj58ul8auzdvi3czf,1,31.3,34.5,2024-10-06T18:27:11.188Z,2024-10-06T18:27:14Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274708791,213,1.60,5274708787,141,73.0,5274708783,56,Back,5274708785,140,30.6,5274708789,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975951,244,1,1,26,42,ahnt9ejgwj58ul8auzdvi3czf,1,33.3,74.5,2024-10-06T18:27:14.580Z,2024-10-06T18:27:16Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5274709035,56,Back,5274709041,212,10.7,5274709043,213,1.03,5274709039,141,88.0,5274709037,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975961,245,1,1,26,43,ahnt9ejgwj58ul8auzdvi3czf,1,39.6,94.8,2024-10-06T18:27:14.874Z,2024-10-07T00:10:59Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5274946531,213,0.04,5274946527,141,95.3,5274946523,56,Back,5274946525,140,47.4,5274946529,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975965,246,61,1,26,44,ahnt9ejgwj58ul8auzdvi3czf,0,45.7,95.1,2024-10-06T18:27:16.044Z,2024-10-06T19:04:46Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5274946967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731975975,256,1,1,26,46,b3r6d8ydtmtjckam6pku9y400,1,52.1,7.3,2024-10-06T18:27:18.382Z,2024-10-07T00:11:03Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5274709131,56,Center,5274709135,141,24.3,5274709139,213,1.00,5274709133,140,59.1,5274709137,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976015,257,1,1,26,47,b3r6d8ydtmtjckam6pku9y400,1,59.3,23.1,2024-10-06T18:27:19.390Z,2024-10-07T00:11:03Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5274709373,212,12.6,5274709375,213,5.32,5274709367,56,Right,5274709369,140,66.1,5274709371,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976027,258,1,1,26,50,b3r6d8ydtmtjckam6pku9y400,1,67.5,10.3,2024-10-06T18:27:22.102Z,2024-10-06T18:27:23Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5274709465,56,Right,5274709473,213,6.19,5274709469,141,8.5,5274709471,212,13.7,5274709467,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976035,259,1,1,26,51,b3r6d8ydtmtjckam6pku9y400,1,86.0,7.6,2024-10-06T18:27:23.302Z,2024-10-07T00:11:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,1.0,,5274709537,212,26.0,5274711847,154,,5274711845,210,15,5274709527,2,,5274709535,141,45.0,5274709533,140,91.0,5276090761,224,,5274709539,213,1.37,5276090763,20,,5274709531,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2731976075,260,15,1,26,52,b3r6d8ydtmtjckam6pku9y400,1,91.2,44.2,2024-10-06T18:27:24.217Z,2024-10-07T00:11:25Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5274709837,22,,5274711905,102,52.3,5274711911,146,92.0,5274711321,82,,5274711907,103,19,5274711913,147,44.9,5274711893,29,,5274709853,56,Center,5276091217,76,,5274711915,230,5274711895,154,,5274711901,55,259,5274711317,20,98.6,,5274711909,328,,5274711947,233,247,5274709839,17,,5274711917,231,48.7,,,,,,,,,,,,
2731976051,247,10,1,26,52,ahnt9ejgwj58ul8auzdvi3czf,1,8.3,56.9,2024-10-06T18:27:24.317Z,2024-10-07T01:25:16Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5274709643,56,Back,5274711993,233,260,5274709641,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976211,249,1,1,26,57,ahnt9ejgwj58ul8auzdvi3czf,1,11.4,81.0,2024-10-06T18:27:28.909Z,2024-10-07T00:11:43Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5274710593,212,60.7,5274710589,140,68.7,5274710597,1,,5274710587,56,Center,5274710595,213,6.15,5274710585,155,,5274710591,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976291,250,1,1,27,3,ahnt9ejgwj58ul8auzdvi3czf,1,76.6,66.4,2024-10-06T18:27:35.476Z,2024-10-07T00:11:51Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,1.0,5274711049,56,Center,5274718113,23,,5274711053,141,38.9,5274711057,213,5.19,5274711051,140,85.9,5274711055,212,21.1,5274718109,210,16,5274718111,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731976299,251,16,1,27,6,ahnt9ejgwj58ul8auzdvi3czf,1,84.9,39.5,2024-10-06T18:27:38.532Z,2024-10-07T00:12:49Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5274711105,17,,5274714973,375,27:05.787,5274718181,81,,5274714963,23,,5274718209,230,92.7,5274714965,20,,5274718199,214,,5274718187,55,250,5274714969,374,2024-10-06 19:27:37.489,5274718205,328,5274718211,231,44.4,5274718183,29,,5276094799,396,,44.0,5274718195,103,31.0,5276094797,395,94.2,5274718193,102,46.8,5274711109,56,Center,5274718185,154,,,,,,,,,,
2731977505,263,1,1,28,17,b3r6d8ydtmtjckam6pku9y400,1,50.1,49.9,2024-10-06T18:28:49.461Z,2024-10-06T18:36:15Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5274718451,213,2.39,5274718443,56,Back,5274718447,141,74.2,5274718445,140,33.4,5274718453,279,G,5274718449,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731977511,264,1,1,28,21,b3r6d8ydtmtjckam6pku9y400,1,34.3,77.3,2024-10-06T18:28:53.445Z,2024-10-06T18:28:54Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5274718493,140,41.2,5274718497,212,10.8,5274718499,213,0.83,5274718495,141,89.0,5274718491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
