id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2730060465,280,1,1,27,44,36g6ifzjliec1jqnbtf7yesme,1,57.5,38.3,2024-10-04T17:28:34.429Z,2024-10-04T17:28:35Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264370895,189,,5264370881,56,Center,5264370883,140,72.6,5264370877,5,,5264370889,213,5.66,5264370885,141,21.5,5264370887,212,19.5,5264370879,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060473,281,1,1,27,46,36g6ifzjliec1jqnbtf7yesme,1,88.0,4.9,2024-10-04T17:28:36.118Z,2024-10-04T19:23:12Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264370945,140,70.7,5264370951,213,2.84,5264370949,212,19.0,5264370947,141,13.3,5264370943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060477,282,1,1,27,47,36g6ifzjliec1jqnbtf7yesme,0,88.1,5.4,2024-10-04T17:28:37.245Z,2024-10-04T17:28:38Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264370955,56,Center,5264370961,212,14.5,5264370959,141,23.0,5264370957,140,95.9,5264370963,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060483,206,1,1,27,49,c165yjiny1qnmfdvefxvflnkc,1,7.8,92.3,2024-10-04T17:28:38.675Z,2024-10-04T17:28:40Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5264371015,212,10.0,5264371013,141,88.0,5264371011,140,16.9,5264371017,213,5.99,5264371009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060489,207,1,1,27,51,c165yjiny1qnmfdvefxvflnkc,1,13.8,85.1,2024-10-04T17:28:40.836Z,2024-10-04T17:28:42Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5264371047,140,7.8,5264371045,56,Back,5264371051,212,13.2,5264371049,141,68.1,5264371053,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060501,208,1,1,27,52,c165yjiny1qnmfdvefxvflnkc,0,7.8,68.1,2024-10-04T17:28:42.484Z,2024-10-04T17:28:45Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264371147,213,0.35,5264371139,56,Back,5264371149,1,,5264371145,212,38.3,5264371143,141,87.5,5264371137,157,,5264371141,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060521,283,1,1,27,55,36g6ifzjliec1jqnbtf7yesme,0,59.0,5.6,2024-10-04T17:28:45.437Z,2024-10-04T17:28:48Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264371269,140,77.2,5264371265,3,,5264371267,56,Center,5264371271,141,26.1,5264371273,212,23.7,5264371275,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060557,209,1,1,27,58,c165yjiny1qnmfdvefxvflnkc,0,25.3,75.1,2024-10-04T17:28:48.100Z,2024-10-04T17:28:51Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264371401,3,,5264371403,56,Back,5264371415,212,18.1,5264371419,213,0.00,5264371407,140,42.5,5264371411,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060553,284,44,1,28,0,36g6ifzjliec1jqnbtf7yesme,1,58.4,25.6,2024-10-04T17:28:50.141Z,2024-10-04T17:28:52Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264371395,286,,5264371445,233,210,5264371393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060561,210,44,1,28,0,c165yjiny1qnmfdvefxvflnkc,0,40.6,73.6,2024-10-04T17:28:50.142Z,2024-10-04T17:28:52Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5264371461,233,284,5264371439,285,,5264371437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060559,285,1,1,28,1,36g6ifzjliec1jqnbtf7yesme,0,61.4,27.8,2024-10-04T17:28:50.957Z,2024-10-04T17:28:51Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264371429,141,27.8,5264371425,56,Center,5264371433,213,0.00,5264371423,3,,5264371431,212,2.4,5264371427,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060563,211,61,1,28,1,c165yjiny1qnmfdvefxvflnkc,1,42.5,75.1,2024-10-04T17:28:51.567Z,2024-10-04T17:28:52Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5264371449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060597,286,1,1,28,2,36g6ifzjliec1jqnbtf7yesme,1,55.7,21.0,2024-10-04T17:28:52.301Z,2024-10-04T17:28:55Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264371637,212,17.8,5264371641,1,,5264371639,213,0.46,5264371635,141,32.6,5264371633,140,70.9,5264371629,157,,5264371631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060609,212,4,1,28,5,c165yjiny1qnmfdvefxvflnkc,1,29.6,68.4,2024-10-04T17:28:55.517Z,2024-10-04T17:29:05Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264371747,13,,5264371751,56,Back,5264371755,285,,5264371753,152,,5264371769,233,287,5264371749,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060599,287,4,1,28,5,36g6ifzjliec1jqnbtf7yesme,0,70.4,31.6,2024-10-04T17:28:55.518Z,2024-10-04T17:29:04Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5264371809,233,212,5264371679,56,Center,5264371677,13,,5264371685,286,,5264371903,294,,5264371681,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060713,213,1,1,28,20,c165yjiny1qnmfdvefxvflnkc,1,33.5,69.6,2024-10-04T17:29:10.308Z,2024-10-04T17:29:12Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5264372341,212,21.7,5264372337,140,36.1,5264372343,213,4.84,5264372339,141,37.9,5264372335,56,Back,5264372333,152,,5264372331,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060733,214,1,1,28,22,c165yjiny1qnmfdvefxvflnkc,1,42.4,36.6,2024-10-04T17:29:12.085Z,2024-10-04T17:29:14Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5264372503,212,10.8,5264372505,213,4.02,5264372495,56,Back,5264372499,140,35.8,5264372501,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060795,215,1,1,28,25,c165yjiny1qnmfdvefxvflnkc,1,33.7,24.9,2024-10-04T17:29:14.773Z,2024-10-04T17:29:25Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5264373013,56,Back,5264373021,212,24.2,5264373017,140,15.2,5264373019,141,46.1,5264373023,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060825,216,1,1,28,35,c165yjiny1qnmfdvefxvflnkc,0,18.1,37.7,2024-10-04T17:29:25.541Z,2024-10-04T17:29:30Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5264373225,157,,5264373229,140,63.3,5264373233,212,47.5,5264373227,56,Center,5264373235,213,0.00,5264373237,1,,5264373231,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060845,288,43,1,28,40,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-10-04T17:29:30.244Z,2024-10-04T17:30:16Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264373343,56,Back,5264373349,233,217,5264373345,285,0,5264375123,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060853,289,44,1,28,40,36g6ifzjliec1jqnbtf7yesme,1,37.2,63.1,2024-10-04T17:29:30.244Z,2024-10-04T19:14:11Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264375143,233,217,5264373389,56,Back,5264373391,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060831,217,44,1,28,40,c165yjiny1qnmfdvefxvflnkc,0,62.7,36.7,2024-10-04T17:29:30.245Z,2024-10-04T17:30:17Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5264373261,56,Center,5264373263,286,,5264375153,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060859,290,61,1,28,46,36g6ifzjliec1jqnbtf7yesme,1,37.5,63.7,2024-10-04T17:29:35.750Z,2024-10-04T19:14:10Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264373411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060873,291,1,1,28,47,36g6ifzjliec1jqnbtf7yesme,1,29.5,70.5,2024-10-04T17:29:37.214Z,2024-10-04T19:14:09Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264373497,213,3.68,5264373493,141,58.6,5264373495,212,15.7,5264373489,56,Back,5264373491,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060887,292,1,1,28,48,36g6ifzjliec1jqnbtf7yesme,1,14.5,57.3,2024-10-04T17:29:38.094Z,2024-10-04T17:29:40Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5264373577,141,49.1,5264373575,140,25.8,5264373579,212,13.1,5264373573,56,Back,5264373581,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060963,294,1,1,28,51,36g6ifzjliec1jqnbtf7yesme,1,29.0,46.5,2024-10-04T17:29:41.182Z,2024-10-04T17:29:52Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264374097,56,Left,5264374107,1,,5264374103,212,49.9,5264374099,140,65.7,5264374095,155,,5264374105,213,0.69,5264374101,141,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060987,295,1,1,29,2,36g6ifzjliec1jqnbtf7yesme,1,76.8,94.6,2024-10-04T17:29:52.222Z,2024-10-04T17:29:55Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5264374261,56,Center,5264374271,1,,5264374263,140,64.0,5264374269,213,4.34,5264374265,141,43.8,5264374267,212,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061001,296,1,1,29,6,36g6ifzjliec1jqnbtf7yesme,1,59.8,34.1,2024-10-04T17:29:55.598Z,2024-10-04T17:29:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264374341,56,Center,5264374343,140,72.3,5264374345,141,48.6,5264374349,213,0.64,5264374347,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061007,297,3,1,29,8,36g6ifzjliec1jqnbtf7yesme,0,71.4,48.7,2024-10-04T17:29:58.015Z,2024-10-04T17:30:01Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264374367,286,,5264374365,56,Center,5264374441,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061015,218,7,1,29,8,c165yjiny1qnmfdvefxvflnkc,0,28.6,51.3,2024-10-04T17:29:58.016Z,2024-10-04T19:11:00Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5264374397,56,Back,5264374399,285,,5264374407,233,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061039,298,1,1,29,10,36g6ifzjliec1jqnbtf7yesme,1,66.7,32.1,2024-10-04T17:29:59.878Z,2024-10-04T17:30:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264374543,56,Center,5264374549,212,6.2,5264374551,213,1.92,5264374545,140,64.7,5264374547,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061047,299,1,1,29,11,36g6ifzjliec1jqnbtf7yesme,1,64.4,36.4,2024-10-04T17:30:01.167Z,2024-10-04T17:30:03Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264374587,56,Right,5264374589,140,78.4,5264374591,141,8.6,5264374593,212,23.9,5264374595,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061071,300,1,1,29,14,36g6ifzjliec1jqnbtf7yesme,1,75.7,9.9,2024-10-04T17:30:03.823Z,2024-10-04T17:30:08Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264374743,140,59.9,5264374745,141,18.1,5264374749,213,2.82,5264374741,56,Right,5264374747,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061097,301,1,1,29,18,36g6ifzjliec1jqnbtf7yesme,1,59.3,15.3,2024-10-04T17:30:08.191Z,2024-10-04T17:30:11Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264374865,212,12.2,5264374863,141,22.1,5264374861,140,70.1,5264374867,213,0.39,5264374859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061103,302,4,1,29,21,36g6ifzjliec1jqnbtf7yesme,1,67.8,20.6,2024-10-04T17:30:11.231Z,2024-10-04T18:28:30Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264374979,233,219,5264374913,265,,5264374915,286,,5264374905,56,Right,5264374909,152,,5264374903,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061105,219,4,1,29,21,c165yjiny1qnmfdvefxvflnkc,0,32.2,79.4,2024-10-04T17:30:11.232Z,2024-10-04T18:28:30Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5264374975,265,,5264374973,152,,5264374971,56,Back,5264374977,285,,5264374969,13,,5264374995,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061251,303,1,1,29,45,36g6ifzjliec1jqnbtf7yesme,1,69.6,16.5,2024-10-04T17:30:35.183Z,2024-10-04T17:30:36Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264375851,140,62.6,5264375847,152,,5264375873,189,,5264375855,212,9.8,5264375853,141,26.1,5264375849,56,Center,5264375845,5,,5264375857,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061299,304,1,1,29,47,36g6ifzjliec1jqnbtf7yesme,1,60.8,28.7,2024-10-04T17:30:36.880Z,2024-10-04T17:30:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264376109,212,26.7,5264376105,140,53.6,5264376107,141,66.4,5264376103,56,Center,5264376111,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061295,220,83,1,29,51,c165yjiny1qnmfdvefxvflnkc,0,57.4,26.8,2024-10-04T17:30:41.110Z,2024-10-04T17:30:45Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5264376295,399,8vi3l756ez0e96k7muvg4ekbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061327,305,1,1,29,51,36g6ifzjliec1jqnbtf7yesme,1,44.6,76.1,2024-10-04T17:30:41.407Z,2024-10-04T17:30:44Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264376281,212,25.8,5264376277,140,23.3,5264376283,213,3.66,5264376275,56,Back,5264376279,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061389,306,1,1,29,59,36g6ifzjliec1jqnbtf7yesme,1,22.5,42.0,2024-10-04T17:30:49.136Z,2024-10-04T17:30:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5264376679,141,17.4,5264376675,56,Back,5264376683,213,4.72,5264376677,140,22.7,5264376681,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061411,307,1,1,30,7,36g6ifzjliec1jqnbtf7yesme,1,4.7,14.0,2024-10-04T17:30:57.105Z,2024-10-04T17:31:00Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5264376743,155,,5264376751,212,34.8,5264376745,56,Back,5264376749,141,63.4,5264376747,140,13.3,5264376753,213,1.31,5264376755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061421,308,1,1,30,11,36g6ifzjliec1jqnbtf7yesme,0,13.7,63.7,2024-10-04T17:31:00.688Z,2024-10-04T17:31:01Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264376807,141,73.0,5264376809,212,16.7,5264376805,140,28.4,5264376811,213,0.39,5264376803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061439,309,83,1,30,14,36g6ifzjliec1jqnbtf7yesme,0,24.7,69.6,2024-10-04T17:31:03.904Z,2024-10-04T17:31:14Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264377369,399,7rtrg77m3xozgfhu3p2ihfey2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061437,222,1,1,30,15,c165yjiny1qnmfdvefxvflnkc,0,88.0,20.7,2024-10-04T17:31:05.208Z,2024-10-04T17:31:05Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5264376937,56,Center,5264376939,140,88.8,5264376941,141,23.7,5264376935,155,,5264376933,2,,5264376945,213,1.18,5264376943,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061455,310,61,1,30,18,36g6ifzjliec1jqnbtf7yesme,1,16.7,71.0,2024-10-04T17:31:08.225Z,2024-10-04T17:31:08Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264377017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061465,223,6,1,30,19,c165yjiny1qnmfdvefxvflnkc,1,90.6,29.8,2024-10-04T17:31:08.984Z,2024-10-04T17:31:13Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5264377199,233,311,5264377181,56,Center,5264377183,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061467,311,6,1,30,19,36g6ifzjliec1jqnbtf7yesme,0,9.4,70.2,2024-10-04T17:31:08.984Z,2024-10-04T18:28:34Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5264377131,56,Back,5264377229,233,223,5264377133,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061779,224,1,1,31,2,c165yjiny1qnmfdvefxvflnkc,0,99.5,0.5,2024-10-04T17:31:51.705Z,2024-10-04T17:31:53Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5264378903,56,Center,5264378905,140,96.4,5264378909,212,26.1,5264378897,6,,5264378901,223,,5264378911,213,1.70,5264378907,141,38.6,5264378899,155,,5264378895,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061791,312,12,1,31,4,36g6ifzjliec1jqnbtf7yesme,1,4.8,64.0,2024-10-04T17:31:54.289Z,2024-10-04T17:31:55Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5264378953,212,17.6,5264378955,213,0.45,5264378957,15,,5264378951,141,75.2,5264378949,140,19.9,5264378945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061809,314,4,1,31,9,36g6ifzjliec1jqnbtf7yesme,1,23.7,73.8,2024-10-04T17:31:59.154Z,2024-10-04T17:32:10Z,4sgxth7onhb5mu29bgyupby3u,J. Adedeji,,,5264379131,152,,5264379241,233,225,5264379129,56,Back,5264379135,285,,5264379603,265,,5264379127,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061827,225,4,1,31,9,c165yjiny1qnmfdvefxvflnkc,0,76.3,26.2,2024-10-04T17:31:59.155Z,2024-10-04T17:32:10Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5264379227,286,,5264379249,233,314,5264379223,152,,5264379575,265,,5264379221,56,Center,5264379219,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061915,315,1,1,31,22,36g6ifzjliec1jqnbtf7yesme,1,30.8,66.4,2024-10-04T17:32:12.258Z,2024-10-04T17:32:14Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264379671,212,6.1,5264379673,213,4.70,5264379653,152,,5264379665,141,57.4,5264379649,5,,5264379661,140,30.7,5264379657,56,Back,5264379677,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061971,316,1,1,31,28,36g6ifzjliec1jqnbtf7yesme,1,33.6,40.4,2024-10-04T17:32:17.698Z,2024-10-04T17:32:22Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264380027,213,1.44,5264380019,56,Back,5264380021,140,36.4,5264380023,141,73.3,5264380025,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061987,317,1,1,31,32,36g6ifzjliec1jqnbtf7yesme,1,37.7,71.1,2024-10-04T17:32:22.146Z,2024-10-04T17:32:25Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5264380121,212,19.9,5264380117,140,31.5,5264380119,141,43.5,5264380115,56,Back,5264380123,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061997,318,1,1,31,35,36g6ifzjliec1jqnbtf7yesme,1,33.7,37.2,2024-10-04T17:32:25.266Z,2024-10-04T17:32:26Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5264380181,212,24.9,5264380183,213,5.74,5264380177,140,54.0,5264380175,56,Right,5264380179,141,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062027,319,1,1,31,36,36g6ifzjliec1jqnbtf7yesme,1,54.0,18.4,2024-10-04T17:32:26.402Z,2024-10-04T17:32:30Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264380363,141,4.3,5264380365,212,13.5,5264380361,140,63.0,5264380367,213,5.49,5264380359,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062037,320,1,1,31,41,36g6ifzjliec1jqnbtf7yesme,1,56.4,9.3,2024-10-04T17:32:30.722Z,2024-10-04T17:32:31Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5264380423,212,10.9,5264380425,213,3.16,5264380417,56,Back,5264380419,140,46.0,5264380421,141,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062067,321,1,1,31,41,36g6ifzjliec1jqnbtf7yesme,1,46.0,9.0,2024-10-04T17:32:31.363Z,2024-10-04T17:32:35Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5264380613,140,66.3,5264380619,213,0.00,5264380615,141,9.0,5264380617,212,21.3,5264380611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062069,322,61,1,31,46,36g6ifzjliec1jqnbtf7yesme,0,66.9,7.9,2024-10-04T17:32:35.699Z,2024-10-04T17:32:36Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264380623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062189,226,5,1,31,47,c165yjiny1qnmfdvefxvflnkc,1,28.3,101.2,2024-10-04T17:32:37.226Z,2024-10-04T19:00:10Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5264381253,56,Back,5264381255,347,,5264381261,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062083,323,5,1,31,47,36g6ifzjliec1jqnbtf7yesme,0,71.7,-1.2,2024-10-04T17:32:37.226Z,2024-10-04T19:00:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5264380711,56,Right,5264380713,347,,5264381289,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062203,227,1,1,31,58,c165yjiny1qnmfdvefxvflnkc,1,23.3,100.0,2024-10-04T17:32:47.899Z,2024-10-04T17:32:49Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5264381325,140,26.3,5264381329,212,6.1,5264381323,56,Back,5264381321,107,,5264381331,213,5.25,5264381327,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062211,228,1,1,31,59,c165yjiny1qnmfdvefxvflnkc,1,26.3,93.6,2024-10-04T17:32:48.618Z,2024-10-04T17:32:51Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5264381435,212,2.0,5264381433,141,96.2,5264381429,56,Back,5264381431,140,25.4,5264381437,213,2.06,5264381443,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062219,229,1,1,32,1,c165yjiny1qnmfdvefxvflnkc,1,26.3,96.3,2024-10-04T17:32:51.197Z,2024-10-04T17:32:52Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5264381501,213,3.66,5264381497,141,94.1,5264381495,140,23.8,5264381499,212,3.0,5264381493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062241,230,1,1,32,2,c165yjiny1qnmfdvefxvflnkc,1,23.8,94.1,2024-10-04T17:32:52.074Z,2024-10-04T17:32:54Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5264381603,213,4.54,5264381597,141,54.2,5264381595,140,19.4,5264381599,212,27.5,5264381593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730062263,231,1,1,32,4,c165yjiny1qnmfdvefxvflnkc,1,19.4,54.2,2024-10-04T17:32:53.946Z,2024-10-04T17:32:58Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5264381721,141,23.9,5264381719,140,22.6,5264381717,56,Back,5264381725,213,4.87,5264381723,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
