id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2705199839,228,1,1,19,12,5rz9enoyknpg8ji78za5b82p0,1,59.9,71.7,2024-08-02T17:21:27.189Z,2024-08-02T17:21:29Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5127865793,141,68.8,5127865789,56,Back,5127865797,213,3.29,5127865795,212,13.4,5127865791,140,47.3,5127865815,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705199863,229,2,1,19,15,5rz9enoyknpg8ji78za5b82p0,1,50.1,68.3,2024-08-02T17:21:29.610Z,2024-08-03T05:01:41Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127865933,141,86.3,5127865953,56,Left,5127865931,140,74.1,5127865949,7,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200001,167,1,1,19,39,aljua8crr0vkwit0j3m59jw9j,1,21.7,23.7,2024-08-02T17:21:53.982Z,2024-08-02T17:21:57Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5127866687,56,Back,5127866693,212,24.1,5127866683,5,,5127866689,140,8.4,5127866691,141,52.5,5127866695,213,2.19,5127866685,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200013,168,1,1,19,43,aljua8crr0vkwit0j3m59jw9j,1,8.4,52.5,2024-08-02T17:21:57.678Z,2024-08-02T17:22:02Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5127866763,155,,5127866771,212,29.5,5127866769,141,10.0,5127866767,140,13.8,5127866773,213,4.91,5127866765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200019,169,3,1,19,47,aljua8crr0vkwit0j3m59jw9j,1,24.2,7.8,2024-08-02T17:22:01.997Z,2024-08-03T05:02:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5127866795,285,,5127866793,56,Back,5127866813,233,230,5128732039,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200025,230,45,1,19,47,5rz9enoyknpg8ji78za5b82p0,0,75.8,92.2,2024-08-02T17:22:01.997Z,2024-08-02T17:25:17Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5127866809,56,Left,5127866817,233,169,5127866811,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200113,170,1,1,19,48,aljua8crr0vkwit0j3m59jw9j,1,20.8,5.8,2024-08-02T17:22:02.622Z,2024-08-02T17:22:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5127867211,140,68.0,5127867215,212,50.2,5127867209,56,Right,5127867217,213,0.16,5127867219,1,,5127867213,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200093,231,4,1,19,56,5rz9enoyknpg8ji78za5b82p0,1,43.8,94.9,2024-08-02T17:22:11.242Z,2024-08-02T17:24:54Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127867227,13,,5127867233,152,,5127867229,295,,5127867235,286,,5127867231,56,Back,5127867339,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200115,171,4,1,19,56,aljua8crr0vkwit0j3m59jw9j,0,56.2,5.1,2024-08-02T17:22:11.243Z,2024-08-02T17:22:26Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5127867321,285,,5127867791,295,,5127867317,152,,5127867313,13,,5127867315,56,Right,5127867375,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200239,232,1,1,20,9,5rz9enoyknpg8ji78za5b82p0,1,52.0,87.8,2024-08-02T17:22:23.848Z,2024-08-02T17:22:44Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127867865,152,,5127867873,212,22.0,5127867875,213,4.53,5127867871,141,56.0,5127867863,5,,5127867869,140,48.1,5127868351,189,,5127867867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200247,233,1,1,20,11,5rz9enoyknpg8ji78za5b82p0,1,48.1,56.0,2024-08-02T17:22:26.410Z,2024-08-02T17:22:45Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127867923,212,11.7,5127868399,189,,5127867919,140,51.2,5127867917,56,Center,5127867921,141,39.4,5127867925,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200255,234,1,1,20,12,5rz9enoyknpg8ji78za5b82p0,1,51.9,36.3,2024-08-02T17:22:27.238Z,2024-08-03T05:04:10Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127867967,56,Back,5127867969,140,43.0,5127867971,141,18.9,5127867975,213,4.04,5127867973,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200263,235,1,1,20,15,5rz9enoyknpg8ji78za5b82p0,1,43.0,18.9,2024-08-02T17:22:30.066Z,2024-08-02T17:22:31Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127868025,140,38.7,5127868031,213,2.09,5127868027,141,30.4,5127868029,212,9.0,5127868023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200281,236,1,1,20,17,5rz9enoyknpg8ji78za5b82p0,1,38.7,30.4,2024-08-02T17:22:31.659Z,2024-08-02T17:22:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127868151,140,44.5,5127868155,212,11.8,5127868149,56,Back,5127868153,141,15.5,5127868157,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200303,237,2,1,20,19,5rz9enoyknpg8ji78za5b82p0,1,41.7,9.0,2024-08-02T17:22:34.424Z,2024-08-03T05:05:26Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127868283,140,65.5,5127868287,141,7.0,5127868291,7,aswmi1pnkzkvkexp8ngief6j9,5127868295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200417,173,1,1,20,41,aljua8crr0vkwit0j3m59jw9j,1,35.7,81.1,2024-08-02T17:22:55.869Z,2024-08-02T17:23:00Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5127868943,212,17.3,5127868935,241,,5127868937,56,Back,5127868945,213,3.84,5127868933,5,,5127868941,141,64.8,5127868939,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200429,174,1,1,20,45,aljua8crr0vkwit0j3m59jw9j,0,19.1,58.5,2024-08-02T17:23:00.188Z,2024-08-03T05:06:36Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5127869017,141,35.4,5127869019,212,58.2,5128733161,157,,5127869013,56,Center,5127869021,213,6.01,5127869023,1,,5127869015,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200443,238,8,1,20,50,5rz9enoyknpg8ji78za5b82p0,1,37.0,62.1,2024-08-02T17:23:05.098Z,2024-08-03T05:06:46Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127869095,56,Back,5128733229,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200471,240,1,1,20,52,5rz9enoyknpg8ji78za5b82p0,1,39.9,44.6,2024-08-02T17:23:07.285Z,2024-08-02T17:23:09Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127869233,212,10.5,5127869227,56,Back,5127869229,140,36.0,5127869231,141,30.4,5127869235,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200507,241,1,1,20,54,5rz9enoyknpg8ji78za5b82p0,1,36.2,29.4,2024-08-02T17:23:09.112Z,2024-08-02T17:23:15Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127869463,213,5.72,5127869455,56,Right,5127869459,141,6.8,5127869461,212,28.8,5127869457,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200531,242,1,1,21,0,5rz9enoyknpg8ji78za5b82p0,1,66.2,4.4,2024-08-02T17:23:15.330Z,2024-08-02T17:23:18Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5127869605,141,3.5,5127869601,56,Right,5127869603,140,56.9,5127869609,213,3.20,5127869607,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200535,243,1,1,21,3,5rz9enoyknpg8ji78za5b82p0,1,58.4,6.4,2024-08-02T17:23:17.923Z,2024-08-02T17:23:19Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5127869649,213,1.73,5127869643,140,57.2,5127869647,212,7.7,5127869641,56,Right,5127869645,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200559,244,1,1,21,4,5rz9enoyknpg8ji78za5b82p0,1,57.2,17.4,2024-08-02T17:23:19.375Z,2024-08-02T17:23:24Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127869783,213,3.03,5127869777,140,47.1,5127869779,141,19.2,5127869775,56,Back,5127869781,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200563,245,1,1,21,9,5rz9enoyknpg8ji78za5b82p0,1,45.6,24.9,2024-08-02T17:23:23.890Z,2024-08-02T17:23:24Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127869815,140,36.6,5127869817,141,44.9,5127869813,56,Back,5127869819,212,16.6,5127869821,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200591,246,1,1,21,10,5rz9enoyknpg8ji78za5b82p0,1,36.5,45.5,2024-08-02T17:23:24.686Z,2024-08-02T17:23:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5127870025,140,46.4,5127870031,213,1.10,5127870027,141,75.3,5127870029,212,22.8,5127870023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200599,247,1,1,21,13,5rz9enoyknpg8ji78za5b82p0,0,59.9,88.6,2024-08-02T17:23:28.295Z,2024-08-02T17:23:29Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127870087,212,10.0,5127870083,140,69.2,5127870089,213,6.06,5127870085,141,85.3,5127870081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200633,176,1,1,21,17,aljua8crr0vkwit0j3m59jw9j,1,32.7,19.2,2024-08-02T17:23:32.365Z,2024-08-02T17:23:33Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127870263,141,38.0,5127870267,213,1.22,5127870259,56,Back,5127870261,140,37.2,5127870265,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200649,177,1,1,21,18,aljua8crr0vkwit0j3m59jw9j,1,39.2,37.7,2024-08-02T17:23:33.357Z,2024-08-02T17:23:35Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5127870375,212,21.5,5127870371,140,26.6,5127870369,56,Back,5127870373,141,12.8,5127870377,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200653,178,1,1,21,21,aljua8crr0vkwit0j3m59jw9j,0,25.0,5.0,2024-08-02T17:23:35.693Z,2024-08-02T17:23:37Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5127870401,213,6.17,5127870395,140,27.2,5127870413,286,,5127870397,141,4.6,5127870393,56,Back,5127870399,212,2.3,5127870409,233,248,5127870407,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200655,248,74,1,21,21,5rz9enoyknpg8ji78za5b82p0,1,70.5,98.1,2024-08-02T17:23:35.694Z,2024-08-02T17:25:13Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127870403,56,Left,5127870415,233,178,5127870405,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200681,179,5,1,21,22,aljua8crr0vkwit0j3m59jw9j,1,30.1,-2.0,2024-08-02T17:23:36.861Z,2024-08-02T17:25:06Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5127870563,233,249,5127870559,56,Back,5127870561,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200661,249,5,1,21,22,5rz9enoyknpg8ji78za5b82p0,0,69.9,102.0,2024-08-02T17:23:36.861Z,2024-08-02T17:25:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127870445,56,Left,5127870447,347,,5127870579,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200775,180,1,1,21,44,aljua8crr0vkwit0j3m59jw9j,1,46.2,0.0,2024-08-02T17:23:59.372Z,2024-08-02T17:24:00Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127871091,56,Back,5127871095,141,13.4,5127871093,140,37.3,5127871089,107,,5127871099,213,2.31,5127871097,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200785,181,1,1,21,46,aljua8crr0vkwit0j3m59jw9j,1,34.5,17.0,2024-08-02T17:24:00.668Z,2024-08-02T17:24:02Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5127871139,56,Back,5127871153,212,8.6,5127871147,141,7.7,5127871143,140,40.0,5127871155,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200789,182,1,1,21,47,aljua8crr0vkwit0j3m59jw9j,0,40.0,7.7,2024-08-02T17:24:02.029Z,2024-08-02T17:24:02Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127871181,213,0.58,5127871175,140,68.4,5127871171,155,,5127871179,212,35.6,5127871173,56,Center,5127871177,141,36.3,5127871183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200793,250,44,1,21,48,5rz9enoyknpg8ji78za5b82p0,1,32.6,62.3,2024-08-02T17:24:02.709Z,2024-08-02T17:25:21Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127871281,233,183,5127871201,285,,5127871199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200815,183,44,1,21,48,aljua8crr0vkwit0j3m59jw9j,0,67.4,37.7,2024-08-02T17:24:02.710Z,2024-08-02T17:25:21Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5127871301,233,250,5127871275,56,Center,5127871277,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200811,251,1,1,21,48,5rz9enoyknpg8ji78za5b82p0,1,34.6,59.9,2024-08-02T17:24:03.178Z,2024-08-02T17:24:05Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5127871263,141,95.7,5127871267,213,1.95,5127871259,56,Back,5127871261,140,25.4,5127871265,212,26.2,5127871257,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200821,252,1,1,21,50,5rz9enoyknpg8ji78za5b82p0,0,25.6,95.9,2024-08-02T17:24:05.224Z,2024-08-02T17:24:06Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127871331,212,7.4,5127871325,56,Back,5127871329,141,100.0,5127871323,3,,5127871327,140,31.7,5127871333,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200897,184,5,1,21,52,aljua8crr0vkwit0j3m59jw9j,1,71.5,-1.6,2024-08-02T17:24:06.568Z,2024-08-02T17:25:06Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,,5127871723,347,,5127871721,56,Right,5127871731,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200823,253,5,1,21,52,5rz9enoyknpg8ji78za5b82p0,0,28.5,101.6,2024-08-02T17:24:06.568Z,2024-08-02T17:25:07Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127871337,347,,5127871747,233,184,5127871335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705200899,185,27,1,22,7,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-02T17:24:21.966Z,2024-08-02T17:25:07Z,,,,,5127871727,53,1902oagnhlo7x9xpumxvg1t78,5127873043,233,254,5127871725,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201083,254,27,1,22,7,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-02T17:24:21.966Z,2024-08-02T17:25:07Z,,,,,5127873035,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201143,186,28,1,22,57,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-02T17:25:12.172Z,2024-08-02T17:54:38Z,,,,,5127927947,233,255,5127873219,55,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201223,255,28,1,22,57,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-02T17:25:12.172Z,2024-08-02T17:54:38Z,,,,,5127873573,55,254,5127927943,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705203547,267,40,1,23,11,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-02T17:25:26.316Z,2024-08-02T17:58:52Z,,,,,5127886701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5127886699,130,3,5127886693,30,"a6ham5hnwv62w3tynikyal68l, 3361cs2j60yxzy9mir80byqc5, bb2cldqy0vvcyrrcvj6j0d71l, 637840asun7f3wo16c5zkhi50, 6rd849oap6uh93wdwjk8590q1, 5jdkdvxssuc8gvzwwrq5bs76y, 5x8064b3yr7txk0czddfjtffu, 1902oagnhlo7x9xpumxvg1t78, 6gh4z3yubnpypzoakjom1rj3e, a8opuarwq9byw73nhfgvo9nca, 5j9d1plbsd5ic01r3ggziutwp, 33sxiwcjeqcop3ukuok86ujmd, 828b7y3phhpb62srvtrjhtgk4, 7foqorbwhgqjghtxa2nax6kgk, 5q4p56lg1vjsqo824aql0e1d6, 4qyfoq5fjiochtj89w426lm21, c7gwbtdqptxjtu3tn3xctvit, bh06w40pwo6dy3cjrw3r2i0ru, bdxcd38y99nrbv72uh2v4fhg4, adg5dfvzxjrzlz1n2jsfeyx3o",5127886697,59,"1, 22, 21, 31, 12, 26, 7, 8, 17, 10, 6, 5, 9, 11, 13, 14, 16, 18, 19, 25",5127886695,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5127886703,194,5j9d1plbsd5ic01r3ggziutwp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201297,187,1,1,23,17,aljua8crr0vkwit0j3m59jw9j,1,75.4,0.0,2024-08-02T17:25:31.948Z,2024-08-02T17:25:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127873959,107,,5127873965,141,11.7,5127873961,56,Right,5127873963,140,78.3,5127873969,213,1.25,5127873967,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201311,188,1,1,23,20,aljua8crr0vkwit0j3m59jw9j,1,80.5,12.5,2024-08-02T17:25:34.692Z,2024-08-02T17:26:12Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5127874051,213,4.77,5127874045,140,80.8,5127874047,141,5.0,5127874043,56,Right,5127874049,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201315,189,1,1,23,21,aljua8crr0vkwit0j3m59jw9j,0,80.8,5.0,2024-08-02T17:25:36.260Z,2024-08-02T17:26:13Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127874083,212,7.1,5127874077,56,Right,5127874085,213,1.41,5127874081,141,15.3,5127874079,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201343,256,1,1,23,22,5rz9enoyknpg8ji78za5b82p0,0,19.9,86.8,2024-08-02T17:25:36.987Z,2024-08-02T17:25:40Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127874231,213,0.21,5127874221,157,,5127874225,140,64.3,5127874229,212,47.6,5127874223,56,Left,5127874227,141,100.0,5127874233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201423,190,5,1,23,26,aljua8crr0vkwit0j3m59jw9j,1,27.8,-1.0,2024-08-02T17:25:40.720Z,2024-08-02T17:49:51Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127874609,347,,5127874629,233,257,5127874607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201347,257,5,1,23,26,5rz9enoyknpg8ji78za5b82p0,0,72.2,101.0,2024-08-02T17:25:40.720Z,2024-08-02T17:25:57Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127874241,347,,5127874239,56,Left,5127874627,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201465,191,1,1,23,42,aljua8crr0vkwit0j3m59jw9j,1,28.8,0.0,2024-08-02T17:25:56.876Z,2024-08-03T05:11:29Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127874845,56,Back,5127874851,212,24.1,5127874853,213,0.42,5127874849,141,13.7,5127874843,107,,5128734325,1,,5127874847,140,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201475,192,1,1,23,45,aljua8crr0vkwit0j3m59jw9j,1,48.9,14.0,2024-08-02T17:26:00.364Z,2024-08-02T17:26:02Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5127874927,212,17.4,5127874923,140,32.7,5127874921,56,Back,5127874925,141,8.9,5127874931,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201493,193,1,1,23,47,aljua8crr0vkwit0j3m59jw9j,0,31.2,7.9,2024-08-02T17:26:01.916Z,2024-08-02T17:26:03Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5127875019,141,3.8,5127875023,212,32.1,5127875007,155,,5127875027,213,6.20,5127875031,1,,5127875011,56,Right,5127875015,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201501,258,50,1,23,50,5rz9enoyknpg8ji78za5b82p0,1,30.0,95.8,2024-08-02T17:26:04.546Z,2024-08-02T17:26:09Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127875113,233,194,5127875069,285,,5127875067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201507,194,7,1,23,50,aljua8crr0vkwit0j3m59jw9j,1,70.0,4.2,2024-08-02T17:26:04.547Z,2024-08-03T05:11:58Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5128734445,385,,5127875095,167,,5127875101,233,258,5127875105,286,,5127875097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201535,195,5,1,23,50,aljua8crr0vkwit0j3m59jw9j,0,74.2,-1.2,2024-08-02T17:26:05.165Z,2024-08-02T17:49:51Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5127875247,347,,5127875257,233,259,5127875245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201519,259,5,1,23,50,5rz9enoyknpg8ji78za5b82p0,1,25.8,101.2,2024-08-02T17:26:05.165Z,2024-08-02T17:49:51Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5127875165,347,,5127875163,56,Back,5127875249,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201625,260,1,1,24,5,5rz9enoyknpg8ji78za5b82p0,1,25.2,100.0,2024-08-02T17:26:19.877Z,2024-08-02T17:26:22Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127875685,140,39.9,5127875681,107,,5127875693,213,6.09,5127875683,56,Back,5127875689,212,15.7,5127875687,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201639,196,83,1,24,6,aljua8crr0vkwit0j3m59jw9j,0,61.6,10.0,2024-08-02T17:26:21.364Z,2024-08-03T05:12:58Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5127875921,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201643,261,1,1,24,7,5rz9enoyknpg8ji78za5b82p0,1,40.7,96.3,2024-08-02T17:26:22.330Z,2024-08-02T17:26:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5127875779,141,96.6,5127875777,140,34.4,5127875783,213,3.11,5127875781,212,6.6,5127875775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201655,262,1,1,24,10,5rz9enoyknpg8ji78za5b82p0,1,34.4,96.5,2024-08-02T17:26:25.314Z,2024-08-02T17:26:27Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5127875847,140,34.4,5127875849,141,92.0,5127875853,213,4.71,5127875851,212,3.1,5127875845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201657,263,50,1,24,12,5rz9enoyknpg8ji78za5b82p0,1,36.4,89.4,2024-08-02T17:26:27.188Z,2024-08-02T17:26:30Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5127875859,286,,5127875857,56,Back,5127875899,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705201663,197,7,1,24,12,aljua8crr0vkwit0j3m59jw9j,0,63.6,10.6,2024-08-02T17:26:27.189Z,2024-08-03T05:13:37Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5128734841,385,,5127875893,233,263,5127875889,285,,5127875887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
