id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797366497,104,1,1,9,0,b3r6d8ydtmtjckam6pku9y400,1,30.8,92.4,2025-04-06T16:09:41.903Z,2025-04-06T19:59:34Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631207275,141,52.4,5631207279,213,4.55,5631207277,212,27.6,5631207271,56,Back,5631207273,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366687,105,1,1,9,4,b3r6d8ydtmtjckam6pku9y400,1,30.2,43.6,2025-04-06T16:09:46.727Z,2025-04-06T19:59:34Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631208365,140,26.9,5631208367,141,80.8,5631208369,212,25.5,5631208363,56,Back,5631208371,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366725,106,1,1,9,14,b3r6d8ydtmtjckam6pku9y400,1,34.2,56.6,2025-04-06T16:09:56.783Z,2025-04-06T19:59:33Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631208607,213,5.01,5631208601,140,40.6,5631208603,141,24.9,5631208599,56,Back,5631208605,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366755,107,1,1,9,16,b3r6d8ydtmtjckam6pku9y400,1,48.1,31.2,2025-04-06T16:09:58.632Z,2025-04-06T19:59:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5631208785,140,33.8,5631208787,141,44.3,5631208783,56,Back,5631208791,212,17.5,5631208795,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366825,108,1,1,9,18,b3r6d8ydtmtjckam6pku9y400,1,33.7,44.2,2025-04-06T16:10:00.167Z,2025-04-06T19:59:33Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5631209165,212,23.8,5631209159,56,Back,5631209161,140,35.0,5631209167,213,1.51,5631209163,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366925,109,1,1,9,22,b3r6d8ydtmtjckam6pku9y400,1,33.9,93.6,2025-04-06T16:10:04.872Z,2025-04-06T19:59:33Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631209687,213,4.29,5631209689,1,,5631209681,140,21.1,5631209683,141,49.3,5631209679,56,Back,5631209685,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797366989,110,1,1,9,28,b3r6d8ydtmtjckam6pku9y400,1,23.9,47.8,2025-04-06T16:10:10.720Z,2025-04-06T19:59:32Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631210081,212,65.5,5631210075,56,Right,5631210083,213,5.80,5631210085,1,,5631210077,140,79.2,5631210079,141,3.2,5631210073,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367075,111,1,1,9,33,b3r6d8ydtmtjckam6pku9y400,1,78.5,6.8,2025-04-06T16:10:14.928Z,2025-04-06T20:13:33Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,1.0,,5631212475,210,13,5631210485,141,16.8,5631210477,56,Right,5631210495,213,2.10,5631210481,140,74.7,5631210489,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367079,112,13,1,9,36,b3r6d8ydtmtjckam6pku9y400,1,85.8,26.8,2025-04-06T16:10:18.296Z,2025-04-06T20:13:34Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5631212489,29,,5631210531,63,,5631210529,22,,5631212505,231,47.5,5631210533,56,Center,5631212499,102,61.0,5631212485,77,,5631212495,55,111,5631210957,72,5631212503,230,98.5,5631212501,103,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367559,105,5,1,9,38,77tfx9me4aaqhzv78bmgsy9bg,1,-1.4,43.6,2025-04-06T16:10:19.925Z,2025-04-06T20:01:57Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631213187,346,,5631213243,233,113,5631213185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367149,113,5,1,9,38,b3r6d8ydtmtjckam6pku9y400,0,101.4,56.4,2025-04-06T16:10:19.925Z,2025-04-06T19:59:31Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5631213279,233,105,5631210939,346,,5631210937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367593,106,1,1,10,6,77tfx9me4aaqhzv78bmgsy9bg,0,4.9,50.3,2025-04-06T16:10:48.620Z,2025-04-06T20:01:57Z,9h6c9ue598hllcri39erjitqs,W. Lykke,,,5631213375,56,Right,5631213381,212,86.7,5631213387,74,,5631213383,213,5.87,5631213603,189,,5631213385,1,,5631213377,140,80.4,5631213379,141,0.0,5631213373,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367599,107,5,1,10,8,77tfx9me4aaqhzv78bmgsy9bg,0,77.8,-1.4,2025-04-06T16:10:50.500Z,2025-04-06T20:01:57Z,9h6c9ue598hllcri39erjitqs,W. Lykke,,,5631213401,347,,5631213399,56,Right,5631213769,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367657,114,5,1,10,8,b3r6d8ydtmtjckam6pku9y400,1,22.2,101.4,2025-04-06T16:10:50.500Z,2025-04-06T19:59:31Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5631213701,56,Back,5631213725,233,107,5631213703,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367761,115,1,1,10,15,b3r6d8ydtmtjckam6pku9y400,1,18.0,100.0,2025-04-06T16:10:57.025Z,2025-04-06T19:59:31Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631214225,212,23.8,5631214219,56,Back,5631214217,107,,5631214223,141,68.5,5631214221,140,10.8,5631214215,189,,5631214229,1,,5631214227,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367903,116,1,1,10,24,b3r6d8ydtmtjckam6pku9y400,0,22.6,54.5,2025-04-06T16:11:06.145Z,2025-04-06T20:13:56Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631215077,212,32.5,5631215085,1,,5631215073,141,83.6,5631215069,140,47.2,5631215081,213,0.65,5631215065,56,Back,5631215059,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367929,108,1,1,10,26,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,22.8,2025-04-06T16:11:08.853Z,2025-04-06T20:01:57Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5631215231,56,Center,5631215235,140,57.8,5631215239,212,4.8,5631215241,213,0.63,5631215237,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797367965,110,1,1,10,28,77tfx9me4aaqhzv78bmgsy9bg,1,57.8,26.5,2025-04-06T16:11:10.694Z,2025-04-06T20:01:56Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5631215439,213,4.43,5631215437,212,6.5,5631215431,56,Right,5631215433,140,56.1,5631215435,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368017,111,1,1,10,30,77tfx9me4aaqhzv78bmgsy9bg,1,56.5,14.9,2025-04-06T16:11:12.141Z,2025-04-06T20:01:56Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5631215667,141,23.1,5631215669,212,10.2,5631215663,56,Back,5631215671,213,2.56,5631215665,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368053,112,1,1,10,32,77tfx9me4aaqhzv78bmgsy9bg,1,51.7,25.9,2025-04-06T16:11:14.661Z,2025-04-06T20:01:55Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631215849,213,2.05,5631215847,212,19.0,5631215841,56,Back,5631215845,141,50.6,5631215843,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368115,113,1,1,10,34,77tfx9me4aaqhzv78bmgsy9bg,1,43.3,50.6,2025-04-06T16:11:16.613Z,2025-04-06T20:01:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631216261,212,17.3,5631216255,56,Back,5631216263,213,4.75,5631216257,140,44.0,5631216259,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368207,114,1,1,10,39,77tfx9me4aaqhzv78bmgsy9bg,1,44.4,25.5,2025-04-06T16:11:21.125Z,2025-04-06T20:01:55Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631216855,140,48.6,5631216861,213,1.33,5631216853,56,Back,5631216859,212,18.5,5631216857,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368253,115,1,1,10,46,77tfx9me4aaqhzv78bmgsy9bg,1,52.2,52.8,2025-04-06T16:11:28.062Z,2025-04-06T20:01:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631217061,141,32.8,5631217055,56,Center,5631217063,212,13.7,5631217057,140,53.6,5631217065,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368309,116,1,1,10,48,77tfx9me4aaqhzv78bmgsy9bg,1,54.2,32.4,2025-04-06T16:11:30.733Z,2025-04-06T20:01:54Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631217383,140,60.7,5631217385,141,37.6,5631217381,56,Center,5631217387,212,7.7,5631217389,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368335,117,1,1,10,51,77tfx9me4aaqhzv78bmgsy9bg,1,60.9,37.6,2025-04-06T16:11:33.630Z,2025-04-06T20:01:54Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631217571,56,Center,5631217577,212,5.7,5631217579,213,3.64,5631217573,140,56.1,5631217575,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368349,118,1,1,10,52,77tfx9me4aaqhzv78bmgsy9bg,1,56.1,33.6,2025-04-06T16:11:34.870Z,2025-04-06T20:01:54Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631217651,141,52.1,5631217655,213,1.79,5631217649,140,53.4,5631217653,212,12.9,5631217647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368365,119,1,1,10,53,77tfx9me4aaqhzv78bmgsy9bg,1,53.4,52.1,2025-04-06T16:11:34.910Z,2025-04-06T20:14:17Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631217761,141,28.5,5631217763,212,16.4,5631217765,213,4.92,5631217757,56,Center,5631217759,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368367,120,1,1,10,54,77tfx9me4aaqhzv78bmgsy9bg,1,56.6,28.5,2025-04-06T16:11:36.814Z,2025-04-06T20:01:53Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631217775,141,34.9,5631217773,140,60.1,5631217771,56,Center,5631217779,213,0.87,5631217777,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368461,121,1,1,10,55,77tfx9me4aaqhzv78bmgsy9bg,1,60.1,34.9,2025-04-06T16:11:37.421Z,2025-04-06T20:01:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631218229,212,6.2,5631218231,213,4.08,5631218227,141,27.6,5631218225,140,56.6,5631218223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368529,122,1,1,11,1,77tfx9me4aaqhzv78bmgsy9bg,1,59.9,26.8,2025-04-06T16:11:43.022Z,2025-04-06T20:01:53Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631218617,140,48.4,5631218619,141,50.0,5631218623,213,2.22,5631218615,56,Back,5631218621,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368537,123,1,1,11,5,77tfx9me4aaqhzv78bmgsy9bg,0,49.7,47.5,2025-04-06T16:11:47.206Z,2025-04-06T20:01:52Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631218679,140,69.9,5631218677,56,Center,5631218685,213,6.18,5631218681,141,44.3,5631218683,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368551,117,8,1,11,6,b3r6d8ydtmtjckam6pku9y400,1,34.3,54.6,2025-04-06T16:11:48.082Z,2025-04-06T20:14:34Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5631218767,56,Back,5632296863,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368621,124,50,1,11,9,77tfx9me4aaqhzv78bmgsy9bg,1,79.8,69.3,2025-04-06T16:11:51.873Z,2025-04-06T20:14:50Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631219131,56,Center,5631219629,233,118,5631219133,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368699,118,7,1,11,9,b3r6d8ydtmtjckam6pku9y400,1,20.2,30.7,2025-04-06T16:11:51.874Z,2025-04-06T20:14:50Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5632298055,178,,5631219541,56,Back,5631219539,167,,5631219601,233,124,5632298053,385,,5631219543,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368707,119,6,1,11,13,b3r6d8ydtmtjckam6pku9y400,0,13.3,18.4,2025-04-06T16:11:55.612Z,2025-04-06T20:15:51Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5631219839,73,,5631219837,56,Back,5631219919,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797368723,125,6,1,11,13,77tfx9me4aaqhzv78bmgsy9bg,1,86.7,81.6,2025-04-06T16:11:55.612Z,2025-04-06T20:15:08Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631219707,73,,5631219861,233,119,5631219705,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797369639,126,1,1,11,58,77tfx9me4aaqhzv78bmgsy9bg,0,99.5,99.5,2025-04-06T16:12:40.080Z,2025-04-06T20:15:40Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5631224391,155,,5631224403,213,4.58,5631224399,141,47.5,5631224397,140,94.9,5631224401,212,35.7,5631224389,6,,5631224393,224,,5631224387,2,,5631224395,56,5631224405,1,,5632301681,72,,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2797369671,121,4,1,12,2,b3r6d8ydtmtjckam6pku9y400,1,4.8,44.8,2025-04-06T16:12:44.044Z,2025-04-06T19:59:29Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631475329,295,,5631235905,152,,5631432071,233,128,5631224599,56,Back,5631235907,285,,5631235901,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797369719,128,4,1,12,2,77tfx9me4aaqhzv78bmgsy9bg,0,95.2,55.2,2025-04-06T16:12:44.045Z,2025-04-06T20:01:51Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631224997,56,Center,5631432091,233,121,5631225003,286,,5631224999,152,,5631224995,13,,5631695825,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797369631,120,43,1,12,2,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-06T16:12:44.509Z,2025-04-06T16:14:54Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631236503,144,44,5631224347,56,Back,5631224349,285,0,5631224537,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797369653,127,43,1,12,2,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-06T16:12:44.510Z,2025-04-06T16:15:18Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631224491,286,0,5631238621,144,44,5631224489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797369675,122,43,1,12,4,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-06T16:12:46.820Z,2025-04-06T16:13:44Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631230023,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797414263,419,1,1,12,28,b3r6d8ydtmtjckam6pku9y400,1,5.0,60.9,2025-04-06T16:13:09.892Z,2025-04-06T20:17:48Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631474653,5,,5631474657,56,Back,5631474659,140,4.5,5631474665,213,4.66,5632309917,189,,5631474663,212,10.1,5631474661,141,46.1,5631474655,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370119,123,43,1,12,28,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-06T16:13:09.916Z,2025-04-06T16:13:48Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631230523,144,1,5631227141,213,4.66,5631227135,140,4.4,5631227133,56,Back,5631227139,212,11.1,5631227137,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370153,124,1,1,12,29,b3r6d8ydtmtjckam6pku9y400,1,4.4,45.5,2025-04-06T16:13:11.181Z,2025-04-06T19:59:29Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5631227387,56,Back,5631227393,212,24.9,5631227389,140,8.2,5631227395,213,1.41,5631227391,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370199,125,1,1,12,30,b3r6d8ydtmtjckam6pku9y400,1,8.7,81.8,2025-04-06T16:13:12.589Z,2025-04-06T19:59:29Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5631227651,141,94.5,5631227655,213,1.17,5631227653,212,9.4,5631227649,140,12.2,5631227647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370221,126,1,1,12,33,b3r6d8ydtmtjckam6pku9y400,1,9.9,95.3,2025-04-06T16:13:15.381Z,2025-04-06T20:18:01Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5631227759,141,93.6,5631227757,140,30.8,5631227763,213,6.23,5631227755,56,Back,5631227761,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370223,127,61,1,12,35,b3r6d8ydtmtjckam6pku9y400,0,30.8,93.6,2025-04-06T16:13:17.109Z,2025-04-06T19:59:28Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5631227777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370247,128,5,1,12,36,b3r6d8ydtmtjckam6pku9y400,0,25.2,101.4,2025-04-06T16:13:18.341Z,2025-04-06T19:59:28Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5631227897,56,Back,5631227899,347,,5631228321,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370311,129,5,1,12,36,77tfx9me4aaqhzv78bmgsy9bg,1,74.8,-1.4,2025-04-06T16:13:18.341Z,2025-04-06T20:01:51Z,ayistjficdvpd0v10681qf578,V. Berthelsen,,,5631228239,56,Right,5631228301,233,128,5631228241,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370339,130,1,1,12,40,77tfx9me4aaqhzv78bmgsy9bg,1,72.8,0.0,2025-04-06T16:13:22.216Z,2025-04-06T20:01:51Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5631228391,56,Right,5631228403,213,2.17,5631228399,141,14.0,5631228401,212,13.0,5631228387,107,,5631228395,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370353,131,1,1,12,41,77tfx9me4aaqhzv78bmgsy9bg,1,64.9,15.0,2025-04-06T16:13:23.680Z,2025-04-06T20:01:50Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631228473,56,Back,5631228477,141,10.4,5631228479,212,17.2,5631228481,213,3.32,5631228475,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370379,132,1,1,12,42,77tfx9me4aaqhzv78bmgsy9bg,1,48.8,10.4,2025-04-06T16:13:24.528Z,2025-04-06T20:01:50Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631228663,56,Center,5631228671,213,1.44,5631228667,141,40.4,5631228669,212,20.6,5631228665,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370395,133,1,1,12,44,77tfx9me4aaqhzv78bmgsy9bg,1,51.6,40.6,2025-04-06T16:13:26.368Z,2025-04-06T20:01:50Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631228747,213,1.24,5631228739,56,Center,5631228745,212,7.4,5631228741,140,53.9,5631228743,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370437,134,1,1,12,45,77tfx9me4aaqhzv78bmgsy9bg,1,53.9,51.2,2025-04-06T16:13:27.345Z,2025-04-06T20:01:49Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5631228925,212,19.8,5631228919,56,Back,5631228923,141,24.4,5631228921,140,46.6,5631228927,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370457,135,1,1,12,47,77tfx9me4aaqhzv78bmgsy9bg,1,44.9,19.1,2025-04-06T16:13:29.240Z,2025-04-06T20:01:49Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631228995,56,Center,5631228997,140,56.0,5631229003,213,0.43,5631228999,141,27.0,5631229001,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370519,136,1,1,12,48,77tfx9me4aaqhzv78bmgsy9bg,1,56.0,27.0,2025-04-06T16:13:30.256Z,2025-04-06T20:18:17Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5631229333,140,44.5,5631229339,213,2.35,5631229337,212,17.2,5631229331,56,Back,5632311695,156,,5631229335,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370547,137,1,1,12,52,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,43.0,2025-04-06T16:13:34.745Z,2025-04-06T20:01:49Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631229503,212,28.8,5631229501,141,9.1,5631229505,213,5.35,5631229499,140,62.6,5631229497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370573,138,1,1,12,55,77tfx9me4aaqhzv78bmgsy9bg,1,62.8,8.2,2025-04-06T16:13:37.009Z,2025-04-06T20:01:48Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5631229613,213,0.91,5631229605,56,Right,5631229611,212,5.5,5631229609,141,14.6,5631229607,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370587,139,1,1,12,57,77tfx9me4aaqhzv78bmgsy9bg,1,66.3,15.0,2025-04-06T16:13:38.953Z,2025-04-06T20:01:48Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5631229689,56,Right,5631229693,141,12.0,5631229691,140,62.9,5631229695,212,4.1,5631229697,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370619,140,1,1,12,58,77tfx9me4aaqhzv78bmgsy9bg,1,61.4,14.3,2025-04-06T16:13:40.665Z,2025-04-06T20:01:48Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5631229863,212,16.3,5631229861,141,20.7,5631229865,213,2.87,5631229859,140,46.4,5631229857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370685,141,1,1,12,59,77tfx9me4aaqhzv78bmgsy9bg,1,46.4,20.7,2025-04-06T16:13:41.369Z,2025-04-06T20:01:47Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5631230229,140,48.9,5631230227,56,Back,5631230241,213,1.42,5631230237,212,17.5,5631230233,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370813,142,1,1,13,2,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,49.4,2025-04-06T16:13:44.721Z,2025-04-06T20:01:47Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5631230947,213,1.40,5631230945,212,14.5,5631230941,140,56.4,5631230939,56,Center,5631230943,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797370817,143,1,1,13,6,77tfx9me4aaqhzv78bmgsy9bg,0,57.5,70.5,2025-04-06T16:13:48.889Z,2025-04-06T20:18:33Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5631230965,155,,5631230969,56,Center,5631230973,140,58.2,5631230979,213,5.45,5631230977,212,1.1,5631230975,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
