id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2704183123,180,12,1,21,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.0,49.4,2024-07-28T12:24:19.445Z,2024-07-28T12:26:08Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5122144943,56,Back,5122144967,15,,5122144949,212,28.3,5122144951,213,0.10,5122144945,140,32.8,5122144947,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183229,240,1,1,21,5,cftj6g399tknheudaxsdpfdgb,1,68.6,37.0,2024-07-28T12:24:22.176Z,2024-07-28T12:24:37Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5122145519,1,,5122145513,141,44.2,5122145517,213,3.00,5122145509,56,Back,5122145511,140,35.7,5122145515,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183261,241,1,1,21,20,cftj6g399tknheudaxsdpfdgb,1,37.0,64.8,2024-07-28T12:24:37.041Z,2024-07-28T12:24:40Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122145701,213,4.84,5122145695,140,39.4,5122145697,141,35.4,5122145693,56,Back,5122145699,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183295,242,1,1,21,24,cftj6g399tknheudaxsdpfdgb,1,40.6,32.5,2024-07-28T12:24:40.528Z,2024-07-28T12:24:44Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122145953,212,27.3,5122145951,141,5.9,5122145949,140,60.1,5122145947,56,Right,5122145955,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183305,243,1,1,21,28,cftj6g399tknheudaxsdpfdgb,1,59.1,7.4,2024-07-28T12:24:44.784Z,2024-07-28T12:24:46Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122146013,141,20.1,5122146011,140,55.2,5122146009,56,Right,5122146015,212,9.6,5122146017,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183311,244,1,1,21,29,cftj6g399tknheudaxsdpfdgb,1,55.2,20.1,2024-07-28T12:24:46.017Z,2024-07-28T12:24:48Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5122146049,141,5.8,5122146051,212,10.7,5122146053,213,4.28,5122146045,56,Right,5122146047,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183353,245,1,1,21,31,cftj6g399tknheudaxsdpfdgb,1,50.9,5.8,2024-07-28T12:24:48.305Z,2024-07-28T12:24:53Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5122146245,56,Back,5122146247,140,28.9,5122146249,141,17.3,5122146253,213,2.82,5122146251,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183367,246,1,1,21,36,cftj6g399tknheudaxsdpfdgb,1,28.9,17.3,2024-07-28T12:24:53.233Z,2024-07-28T12:24:55Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122146355,140,22.8,5122146353,56,Back,5122146359,212,18.1,5122146361,213,1.93,5122146357,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183375,247,1,1,21,39,cftj6g399tknheudaxsdpfdgb,1,22.8,42.2,2024-07-28T12:24:55.585Z,2024-07-28T12:24:58Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5122146413,56,Back,5122146419,141,57.9,5122146423,212,12.4,5122146425,213,1.03,5122146415,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183399,248,1,1,21,43,cftj6g399tknheudaxsdpfdgb,1,31.5,60.5,2024-07-28T12:24:59.554Z,2024-07-28T12:25:01Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122146579,141,60.5,5122146577,140,39.4,5122146583,213,0.00,5122146581,212,8.3,5122146575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183403,249,1,1,21,45,cftj6g399tknheudaxsdpfdgb,1,39.4,60.5,2024-07-28T12:25:01.729Z,2024-07-28T12:25:02Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122146605,212,8.5,5122146601,140,31.3,5122146607,213,3.19,5122146599,56,Back,5122146603,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183425,250,1,1,21,46,cftj6g399tknheudaxsdpfdgb,1,31.3,59.9,2024-07-28T12:25:02.737Z,2024-07-28T12:25:06Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122146733,212,20.6,5122146731,141,29.8,5122146727,56,Back,5122146729,140,33.2,5122146735,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183437,251,1,1,21,49,cftj6g399tknheudaxsdpfdgb,0,35.8,27.7,2024-07-28T12:25:05.920Z,2024-07-28T12:25:07Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5122146795,56,Center,5122146797,140,61.0,5122146799,141,33.7,5122146803,213,0.15,5122146801,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183451,181,1,1,21,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.7,54.8,2024-07-28T12:25:08.365Z,2024-07-28T12:25:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122146899,141,29.2,5122146903,213,5.04,5122146901,212,18.4,5122146897,140,33.4,5122146895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183445,252,61,1,21,52,cftj6g399tknheudaxsdpfdgb,0,64.3,64.0,2024-07-28T12:25:08.945Z,2024-07-28T12:25:09Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122146861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183471,183,1,1,21,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.3,39.7,2024-07-28T12:25:12.245Z,2024-07-28T12:25:14Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122147055,56,Back,5122147057,140,28.1,5122147061,212,14.3,5122147059,141,59.7,5122147065,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183483,184,1,1,22,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,64.5,2024-07-28T12:25:16.805Z,2024-07-28T12:25:17Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122147159,141,66.9,5122147163,213,0.18,5122147161,212,9.1,5122147157,140,38.1,5122147155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183489,185,1,1,22,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.1,66.9,2024-07-28T12:25:17.717Z,2024-07-28T12:25:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5122147221,213,3.38,5122147219,212,6.5,5122147213,56,Back,5122147217,141,64.6,5122147215,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183529,186,1,1,22,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.6,56.0,2024-07-28T12:25:19.910Z,2024-07-28T12:25:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122147505,140,35.7,5122147513,212,7.7,5122147501,56,Back,5122147515,213,5.15,5122147509,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183571,187,1,1,22,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.4,30.7,2024-07-28T12:25:27.637Z,2024-07-28T12:25:32Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5122147765,56,Back,5122147767,140,38.8,5122147773,213,4.85,5122147771,212,10.8,5122147769,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183627,188,1,1,22,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.4,7.1,2024-07-28T12:25:32.341Z,2024-07-28T12:25:39Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122148107,212,13.1,5122148105,141,18.0,5122148109,213,0.60,5122148103,140,68.7,5122148101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183637,189,1,1,22,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.0,17.4,2024-07-28T12:25:39.461Z,2024-07-28T12:25:41Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122148165,140,58.2,5122148169,212,7.2,5122148163,56,Right,5122148171,213,3.26,5122148167,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183663,190,1,1,22,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.8,29.5,2024-07-28T12:25:41.333Z,2024-07-28T12:25:45Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5122148329,213,2.28,5122148323,140,50.5,5122148327,212,15.1,5122148321,56,Center,5122148325,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183689,191,1,1,22,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.5,44.2,2024-07-28T12:25:45.189Z,2024-07-28T12:25:49Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122148469,213,5.49,5122148463,140,78.3,5122148471,1,,5122148467,212,37.0,5122148461,56,Right,5122148459,155,,5122148465,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183713,192,1,1,22,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,83.9,8.2,2024-07-28T12:25:48.189Z,2024-07-28T12:31:20Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122148595,213,0.16,5122148587,56,Right,5122148589,140,90.6,5122148593,212,7.1,5122148591,141,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183687,253,8,1,22,32,cftj6g399tknheudaxsdpfdgb,1,12.0,87.5,2024-07-28T12:25:48.785Z,2024-07-28T12:25:48Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122148449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183715,193,6,1,22,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,97.7,14.8,2024-07-28T12:25:49.889Z,2024-07-28T12:26:24Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122149537,75,,5122149539,233,254,5122148601,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704183701,254,6,1,22,33,cftj6g399tknheudaxsdpfdgb,0,2.3,85.2,2024-07-28T12:25:49.889Z,2024-07-28T12:26:14Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122149557,233,193,5122148565,56,Back,5122148567,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184025,194,1,1,23,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.5,0.8,2024-07-28T12:26:35.381Z,2024-07-28T12:29:58Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5122150557,155,,5122150565,141,52.1,5122150569,213,1.99,5122150551,2,,5122150561,56,Center,5122150559,224,,5122150563,140,84.8,5122150555,6,,5122150571,1,,5122150567,212,38.1,,,,,,,,,,,,,,,,,,,,,,,,
2704184027,195,1,1,23,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,83.9,52.1,2024-07-28T12:26:41.765Z,2024-07-28T12:30:57Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5122157475,141,51.5,5122157471,3,,5122157477,212,12.3,5122150581,56,Center,5122157473,140,95.6,5122157479,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184035,256,43,1,23,25,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-28T12:26:41.865Z,2024-07-28T12:30:00Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5122157567,144,10,5122150633,182,0,5122150631,178,0,5122150985,233,195,5122150689,177,0,5122150635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184091,258,1,1,23,33,cftj6g399tknheudaxsdpfdgb,1,9.4,50.9,2024-07-28T12:26:49.425Z,2024-07-28T12:26:50Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5122150927,141,66.6,5122150923,56,Back,5122150929,212,11.2,5122150931,213,1.27,5122150925,140,12.6,5122150921,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184113,259,1,1,23,34,cftj6g399tknheudaxsdpfdgb,1,12.6,66.6,2024-07-28T12:26:50.705Z,2024-07-28T12:26:55Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122151167,213,1.08,5122151159,56,Back,5122151165,212,17.0,5122151163,141,88.7,5122151161,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184119,260,1,1,23,38,cftj6g399tknheudaxsdpfdgb,1,32.7,84.5,2024-07-28T12:26:55.249Z,2024-07-28T12:26:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122151233,212,12.1,5122151231,141,94.4,5122151227,56,Back,5122151235,213,0.59,5122151229,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184151,261,1,1,23,40,cftj6g399tknheudaxsdpfdgb,1,42.3,94.4,2024-07-28T12:26:56.721Z,2024-07-28T12:27:03Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122151449,212,12.0,5122151443,56,Left,5122151447,141,95.1,5122151451,213,0.04,5122151445,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184147,196,83,1,23,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,36.3,7.6,2024-07-28T12:27:00.709Z,2024-07-28T12:27:11Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122151683,399,195o7hchielt14ic49r3k06sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184173,262,1,1,23,47,cftj6g399tknheudaxsdpfdgb,1,39.7,87.4,2024-07-28T12:27:03.440Z,2024-07-28T12:27:08Z,195o7hchielt14ic49r3k06sq,Serginho,,,5122151603,140,33.0,5122151601,56,Back,5122151609,213,3.99,5122151607,212,10.7,5122151605,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184179,263,1,1,23,52,cftj6g399tknheudaxsdpfdgb,1,34.8,66.4,2024-07-28T12:27:08.833Z,2024-07-28T12:27:10Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122151643,141,83.6,5122151641,140,39.7,5122151639,56,Back,5122151645,212,12.8,5122151647,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184203,264,1,1,23,53,cftj6g399tknheudaxsdpfdgb,1,39.7,83.6,2024-07-28T12:27:10.113Z,2024-07-28T12:27:14Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122151783,141,75.3,5122151781,140,43.0,5122151779,56,Back,5122151787,213,5.26,5122151785,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184207,265,1,1,23,57,cftj6g399tknheudaxsdpfdgb,1,43.0,75.3,2024-07-28T12:27:14.001Z,2024-07-28T12:27:14Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122151803,56,Left,5122151811,212,18.2,5122151807,141,92.6,5122151813,213,0.70,5122151805,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184229,266,1,1,23,58,cftj6g399tknheudaxsdpfdgb,1,56.2,92.6,2024-07-28T12:27:14.769Z,2024-07-28T12:27:21Z,195o7hchielt14ic49r3k06sq,Serginho,,,5122151951,141,86.8,5122151953,212,8.3,5122151949,140,63.2,5122151955,213,5.79,5122151947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184215,197,83,1,24,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,23.4,25.2,2024-07-28T12:27:17.942Z,2024-07-28T12:27:26Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5122152109,399,9wgpudcet9m8doz9ezbjxzkrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184243,267,1,1,24,4,cftj6g399tknheudaxsdpfdgb,1,77.1,74.8,2024-07-28T12:27:21.346Z,2024-07-28T12:27:24Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122152073,213,0.38,5122152071,212,20.4,5122152067,140,95.1,5122152065,56,Left,5122152069,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184253,268,1,1,24,8,cftj6g399tknheudaxsdpfdgb,1,92.6,83.0,2024-07-28T12:27:24.450Z,2024-07-28T12:27:48Z,195o7hchielt14ic49r3k06sq,Serginho,1.0,,5122152125,141,70.9,5122152131,213,5.13,5122152875,210,15,5122152121,56,Center,5122152127,212,9.0,5122152877,154,,5122152123,140,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184259,269,15,1,24,10,cftj6g399tknheudaxsdpfdgb,1,93.9,68.7,2024-07-28T12:27:26.945Z,2024-07-28T12:27:49Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122152891,103,19,5122152883,154,,5122152161,56,Center,5122152893,328,,5122152881,29,,5122152895,146,94.9,5122152901,231,53.6,5122152885,55,268,5122152755,82,,5122152897,147,65.9,5122152879,78,,5122152159,64,5122152911,233,198,,5122152751,20,5122152889,102,50.8,5122152157,22,,5122152899,230,98.8,,,,
2704184267,198,10,1,24,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.1,34.1,2024-07-28T12:27:27.045Z,2024-07-28T12:27:49Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5122152923,233,269,5122152193,94,,5122152195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184287,199,12,1,24,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.9,36.7,2024-07-28T12:27:30.229Z,2024-07-28T12:28:42Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5122152349,140,37.8,5122152351,141,36.0,5122152353,212,28.2,5122152347,56,Back,5122152355,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184289,200,61,1,24,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.2,36.0,2024-07-28T12:27:31.540Z,2024-07-28T12:28:43Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5122152361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184343,270,1,1,24,16,cftj6g399tknheudaxsdpfdgb,1,61.8,63.4,2024-07-28T12:27:32.721Z,2024-07-28T12:27:43Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5122152729,213,3.58,5122152723,140,31.6,5122152727,212,35.0,5122152721,56,Back,5122152725,141,41.6,5122152731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184377,271,1,1,24,28,cftj6g399tknheudaxsdpfdgb,1,36.0,43.9,2024-07-28T12:27:44.809Z,2024-07-28T12:28:10Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5122153493,189,,5122152977,56,Center,5122152983,212,26.1,5122152981,141,61.7,5122152985,213,0.48,5122152979,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184381,272,1,1,24,33,cftj6g399tknheudaxsdpfdgb,1,59.1,62.0,2024-07-28T12:27:49.704Z,2024-07-28T12:36:00Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5122153019,140,44.7,5122153021,141,74.2,5122153025,213,2.64,5122153017,56,Back,5122153023,212,17.2,5122153503,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184397,273,1,1,24,36,cftj6g399tknheudaxsdpfdgb,1,44.7,74.2,2024-07-28T12:27:52.641Z,2024-07-28T12:27:55Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5122153121,141,64.0,5122153123,212,24.9,5122153119,140,67.5,5122153125,213,6.00,5122153117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184407,274,1,1,24,38,cftj6g399tknheudaxsdpfdgb,1,64.2,61.8,2024-07-28T12:27:55.265Z,2024-07-28T12:27:57Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5122153171,56,Center,5122153175,140,64.3,5122153179,212,11.6,5122153177,141,44.8,5122153181,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184411,201,83,1,24,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.5,41.6,2024-07-28T12:27:55.461Z,2024-07-28T12:31:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122160329,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184419,275,1,1,24,40,cftj6g399tknheudaxsdpfdgb,0,65.6,41.9,2024-07-28T12:27:57.169Z,2024-07-28T12:27:58Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5122153247,140,77.7,5122153245,56,Center,5122153253,213,5.49,5122153251,212,18.1,5122153249,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184429,202,1,1,24,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.9,75.7,2024-07-28T12:27:59.749Z,2024-07-28T12:28:01Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5122153327,212,17.8,5122153323,140,38.0,5122153329,213,5.96,5122153325,141,67.5,5122153321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184437,204,1,1,24,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.7,66.9,2024-07-28T12:28:01.285Z,2024-07-28T12:28:02Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5122153361,56,Back,5122153365,141,57.9,5122153363,140,37.5,5122153369,213,4.51,5122153367,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184447,205,1,1,24,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.5,57.9,2024-07-28T12:28:01.877Z,2024-07-28T12:28:05Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5122153443,212,10.9,5122153441,141,63.1,5122153439,140,47.3,5122153445,213,0.33,5122153437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184487,206,1,1,24,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.3,63.0,2024-07-28T12:28:04.965Z,2024-07-28T12:28:13Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5122153727,140,87.4,5122153733,213,5.39,5122153731,212,43.7,5122153725,56,Right,5122153729,141,12.9,5122153735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184493,207,1,1,24,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.4,20.4,2024-07-28T12:28:13.157Z,2024-07-28T12:28:14Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122153763,213,2.00,5122153747,2,,5122153761,212,3.8,5122153785,236,,5122153791,286,,5122153751,56,Center,5122153787,233,276,5122153757,141,25.5,5122153753,140,95.9,5122153749,155,,,,,,,,,,,,,,,,,,,,,,,,,
2704184489,276,12,1,24,56,cftj6g399tknheudaxsdpfdgb,1,2.4,75.1,2024-07-28T12:28:13.257Z,2024-07-28T12:28:14Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122153803,233,207,5122153739,185,,5122153741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184505,208,6,1,24,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,98.5,31.4,2024-07-28T12:28:14.337Z,2024-07-28T12:31:08Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5122153901,233,277,5122153891,75,,5122153889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184501,277,6,1,24,57,cftj6g399tknheudaxsdpfdgb,0,1.5,68.6,2024-07-28T12:28:14.337Z,2024-07-28T12:28:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5122153905,233,208,5122153841,73,,5122153839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184749,209,1,1,25,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.5,0.5,2024-07-28T12:28:50.468Z,2024-07-28T12:32:02Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5122155287,2,,5122155305,1,,5122155291,155,,5122155297,140,88.4,5122155293,224,,5122155295,56,Center,5122155289,6,,5122155301,212,32.1,5122155303,213,1.94,5122155299,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,
2704185845,218,61,1,25,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,84.2,49.4,2024-07-28T12:28:53.546Z,2024-07-28T12:58:10Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5122161719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704184747,278,43,1,25,37,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-28T12:28:54.033Z,2024-07-28T12:31:56Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5122161723,144,61,5122155281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
