id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2734801857,152,5,1,14,49,b3r6d8ydtmtjckam6pku9y400,0,55.2,-1.2,2024-10-18T17:16:57.838Z,2024-10-18T17:18:29Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290286537,233,141,5290285911,347,,5290285909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802027,142,1,1,14,58,c165yjiny1qnmfdvefxvflnkc,1,47.0,100.0,2024-10-18T17:17:07.172Z,2024-10-18T17:17:13Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290286881,56,Back,5290286885,141,90.8,5290286879,107,,5290286887,212,17.7,5290286883,140,31.6,5290286889,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802055,143,1,1,15,5,c165yjiny1qnmfdvefxvflnkc,1,31.6,90.8,2024-10-18T17:17:13.268Z,2024-10-18T17:17:15Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290287027,140,24.2,5290287031,212,20.0,5290287029,141,63.7,5290287025,56,Back,5290287033,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802075,144,1,1,15,6,c165yjiny1qnmfdvefxvflnkc,1,24.2,63.7,2024-10-18T17:17:15.132Z,2024-10-18T17:17:16Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290287143,212,9.3,5290287139,140,27.2,5290287145,213,1.23,5290287137,56,Back,5290287141,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802093,145,1,1,15,8,c165yjiny1qnmfdvefxvflnkc,1,29.2,76.6,2024-10-18T17:17:16.436Z,2024-10-18T17:17:18Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290287235,140,22.7,5290287233,56,Back,5290287241,213,4.10,5290287237,141,62.4,5290287239,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802157,146,1,1,15,9,c165yjiny1qnmfdvefxvflnkc,1,22.7,62.4,2024-10-18T17:17:17.996Z,2024-10-18T17:17:22Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290287601,213,4.12,5290287599,212,23.4,5290287597,141,33.9,5290287593,56,Back,5290287595,140,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802203,147,1,1,15,14,c165yjiny1qnmfdvefxvflnkc,0,10.7,30.0,2024-10-18T17:17:22.660Z,2024-10-18T17:17:26Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290287835,56,Center,5290287843,213,0.10,5290287839,141,38.6,5290287845,1,,5290287833,157,,5290287841,212,58.5,5290287837,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802205,154,61,1,15,18,b3r6d8ydtmtjckam6pku9y400,1,35.8,53.1,2024-10-18T17:17:26.413Z,2024-10-18T17:17:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290287847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802233,155,1,1,15,19,b3r6d8ydtmtjckam6pku9y400,1,32.1,60.6,2024-10-18T17:17:27.773Z,2024-10-18T17:17:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290287985,141,56.1,5290287981,56,Back,5290287989,213,5.31,5290287983,140,34.1,5290287987,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802223,148,43,1,15,19,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-18T17:17:27.964Z,2024-10-18T17:17:39Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290287907,56,Center,5290288693,144,45,5290287909,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802267,157,1,1,15,20,b3r6d8ydtmtjckam6pku9y400,0,34.2,56.4,2024-10-18T17:17:29.182Z,2024-10-18T17:17:31Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290288169,1,,5290288167,213,1.25,5290288161,140,44.1,5290288163,141,100.0,5290288165,212,32.5,5290288159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802497,149,5,1,15,22,c165yjiny1qnmfdvefxvflnkc,1,55.8,-1.6,2024-10-18T17:17:31.193Z,2024-10-18T17:18:30Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5290291821,233,158,5290289365,56,Right,5290289367,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802271,158,5,1,15,22,b3r6d8ydtmtjckam6pku9y400,0,44.2,101.6,2024-10-18T17:17:31.193Z,2024-10-18T17:25:24Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290288191,56,Back,5290291833,233,149,5290288193,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802511,150,1,1,15,42,c165yjiny1qnmfdvefxvflnkc,1,55.1,0.0,2024-10-18T17:17:50.347Z,2024-10-18T17:17:51Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5290289429,140,54.7,5290289435,213,1.62,5290289431,141,11.1,5290289427,56,Right,5290289433,212,8.5,5290289425,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802529,151,1,1,15,43,c165yjiny1qnmfdvefxvflnkc,1,54.7,11.1,2024-10-18T17:17:51.579Z,2024-10-18T17:17:53Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290289525,140,55.5,5290289531,213,4.99,5290289529,212,3.0,5290289527,141,6.8,5290289523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802543,152,1,1,15,45,c165yjiny1qnmfdvefxvflnkc,0,54.5,3.1,2024-10-18T17:17:53.380Z,2024-10-18T17:17:54Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5290289593,56,Right,5290289597,141,13.5,5290289599,212,9.0,5290289601,213,0.90,5290289595,140,59.8,5290289591,157,,5290289603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802563,159,1,1,15,46,b3r6d8ydtmtjckam6pku9y400,1,36.9,95.1,2024-10-18T17:17:54.782Z,2024-10-18T17:17:56Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290289751,3,,5290289757,141,93.2,5290289755,140,44.3,5290289753,56,Back,5290289761,213,6.12,5290289759,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802575,160,1,1,15,47,b3r6d8ydtmtjckam6pku9y400,1,44.5,93.0,2024-10-18T17:17:56.045Z,2024-10-18T17:17:57Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5290289863,156,,5290289825,212,4.3,5290289823,141,97.7,5290289819,56,Back,5290289827,213,2.30,5290289821,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802627,162,1,1,15,50,b3r6d8ydtmtjckam6pku9y400,1,38.0,96.0,2024-10-18T17:17:58.366Z,2024-10-18T17:18:00Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290290041,56,Back,5290290045,141,82.1,5290290047,212,11.2,5290290043,140,32.3,5290290049,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802657,163,1,1,15,51,b3r6d8ydtmtjckam6pku9y400,1,32.5,82.0,2024-10-18T17:18:00.093Z,2024-10-18T17:18:02Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290290227,56,Back,5290290233,141,97.2,5290290235,212,12.1,5290290237,213,2.12,5290290231,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802695,164,1,1,15,54,b3r6d8ydtmtjckam6pku9y400,1,25.2,94.8,2024-10-18T17:18:02.398Z,2024-10-18T17:18:05Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290290435,140,28.7,5290290439,212,31.5,5290290437,141,48.8,5290290441,213,4.83,5290290433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802715,165,1,1,15,57,b3r6d8ydtmtjckam6pku9y400,1,26.1,39.4,2024-10-18T17:18:05.374Z,2024-10-18T17:18:07Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290290547,212,17.6,5290290543,140,30.1,5290290549,213,4.95,5290290541,56,Back,5290290545,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802771,166,1,1,15,58,b3r6d8ydtmtjckam6pku9y400,1,29.9,11.1,2024-10-18T17:18:07.181Z,2024-10-18T17:18:11Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290290873,213,0.70,5290290865,56,Back,5290290871,212,19.7,5290290869,141,29.7,5290290867,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802777,167,61,1,16,2,b3r6d8ydtmtjckam6pku9y400,0,43.9,22.1,2024-10-18T17:18:10.990Z,2024-10-18T17:18:11Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290290899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802843,154,1,1,16,8,c165yjiny1qnmfdvefxvflnkc,0,80.2,88.0,2024-10-18T17:18:17.171Z,2024-10-18T17:18:17Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5290291189,141,83.5,5290291191,212,3.8,5290291193,213,4.09,5290291185,56,Left,5290291187,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802841,168,8,1,16,9,b3r6d8ydtmtjckam6pku9y400,1,13.4,16.1,2024-10-18T17:18:17.565Z,2024-10-18T17:18:17Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290291183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802877,155,1,1,16,11,c165yjiny1qnmfdvefxvflnkc,1,75.8,85.3,2024-10-18T17:18:19.404Z,2024-10-18T17:18:25Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290291397,140,78.2,5290291405,213,5.00,5290291393,56,Center,5290291401,141,72.6,5290291579,2,,5290291403,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802881,156,61,1,16,12,c165yjiny1qnmfdvefxvflnkc,1,78.2,72.6,2024-10-18T17:18:20.828Z,2024-10-18T17:18:21Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290291411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802901,157,5,1,16,13,c165yjiny1qnmfdvefxvflnkc,0,101.6,69.7,2024-10-18T17:18:21.582Z,2024-10-18T17:25:24Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290291467,346,,5290291893,233,169,5290291465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734802983,169,5,1,16,13,b3r6d8ydtmtjckam6pku9y400,1,-1.6,30.3,2024-10-18T17:18:21.582Z,2024-10-18T17:18:31Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290291877,233,157,5290291875,56,Back,5290291881,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803037,170,1,1,16,26,b3r6d8ydtmtjckam6pku9y400,1,5.2,48.7,2024-10-18T17:18:34.637Z,2024-10-18T17:18:36Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5290292133,56,Back,5290292139,141,78.4,5290292155,237,,5290292135,140,22.6,5290292143,212,27.2,5290292147,213,0.84,5290292131,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803061,171,1,1,16,28,b3r6d8ydtmtjckam6pku9y400,1,31.8,81.7,2024-10-18T17:18:36.734Z,2024-10-18T17:18:39Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290292269,213,0.77,5290292267,212,16.6,5290292261,56,Back,5290292265,141,98.7,5290292263,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803081,172,1,1,16,30,b3r6d8ydtmtjckam6pku9y400,1,43.3,97.1,2024-10-18T17:18:39.117Z,2024-10-18T17:18:40Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290292339,213,5.64,5290292333,140,52.0,5290292337,212,11.4,5290292335,141,87.1,5290292331,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803085,173,1,1,16,32,b3r6d8ydtmtjckam6pku9y400,1,51.1,87.1,2024-10-18T17:18:40.317Z,2024-10-18T17:18:41Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290292371,140,40.9,5290292369,56,Back,5290292389,156,,5290292375,212,10.8,5290292377,213,3.02,5290292373,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803163,174,1,1,16,36,b3r6d8ydtmtjckam6pku9y400,1,41.5,71.1,2024-10-18T17:18:45.149Z,2024-10-18T17:18:49Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5290292859,213,2.73,5290292847,56,Back,5290292855,212,2.5,5290292851,141,72.6,5290292849,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803185,175,1,1,16,41,b3r6d8ydtmtjckam6pku9y400,1,44.8,64.6,2024-10-18T17:18:49.709Z,2024-10-18T17:18:52Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290292995,141,45.2,5290292991,56,Back,5290292999,213,4.79,5290292993,140,45.8,5290292997,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803221,176,1,1,16,43,b3r6d8ydtmtjckam6pku9y400,1,44.9,36.4,2024-10-18T17:18:51.965Z,2024-10-18T17:18:56Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290293191,140,53.9,5290293197,213,5.84,5290293189,56,Center,5290293193,141,29.8,5290293195,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803231,177,1,1,16,47,b3r6d8ydtmtjckam6pku9y400,1,54.0,11.1,2024-10-18T17:18:55.981Z,2024-10-18T17:18:57Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290293257,56,Right,5290293263,212,5.3,5290293259,140,55.7,5290293261,141,3.7,5290293265,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803247,178,1,1,16,48,b3r6d8ydtmtjckam6pku9y400,1,55.3,3.2,2024-10-18T17:18:57.245Z,2024-10-18T17:18:58Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290293365,212,15.8,5290293363,141,12.9,5290293359,56,Back,5290293367,213,2.71,5290293361,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803305,179,1,1,16,50,b3r6d8ydtmtjckam6pku9y400,1,41.6,12.9,2024-10-18T17:18:58.765Z,2024-10-18T17:19:05Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290293687,140,31.5,5290293689,141,54.8,5290293693,213,1.93,5290293685,56,Back,5290293691,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803331,180,1,1,16,57,b3r6d8ydtmtjckam6pku9y400,1,25.7,41.2,2024-10-18T17:19:05.326Z,2024-10-18T17:19:09Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290293847,212,15.1,5290293843,140,24.8,5290293849,213,4.65,5290293841,56,Back,5290293845,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803379,181,1,1,17,1,b3r6d8ydtmtjckam6pku9y400,1,24.1,15.8,2024-10-18T17:19:09.294Z,2024-10-18T17:19:14Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290294091,141,11.6,5290294095,213,6.17,5290294089,140,47.8,5290294093,212,25.0,5290294087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803383,182,4,1,17,5,b3r6d8ydtmtjckam6pku9y400,1,44.3,12.4,2024-10-18T17:19:14.125Z,2024-10-18T18:06:06Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290294315,233,158,5290294199,13,,5290294205,152,,5290294203,56,Back,5290294201,295,,5290294207,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803397,158,4,1,17,5,c165yjiny1qnmfdvefxvflnkc,0,55.7,87.6,2024-10-18T17:19:14.126Z,2024-10-18T18:06:06Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290294295,56,Left,5290294291,295,,5290294297,152,,5290294343,233,182,5290294287,13,,5290294299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803537,183,1,1,17,13,b3r6d8ydtmtjckam6pku9y400,1,44.4,8.8,2024-10-18T17:19:21.533Z,2024-10-18T17:19:29Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290294955,152,,5290294961,141,29.2,5290294965,213,2.15,5290294957,56,Back,5290294953,5,,5290294959,140,35.7,5290294963,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803549,184,1,1,17,21,b3r6d8ydtmtjckam6pku9y400,1,33.5,38.5,2024-10-18T17:19:29.566Z,2024-10-18T17:19:39Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290295047,140,45.4,5290295053,213,5.32,5290295517,189,,5290295049,141,12.3,5290295045,56,Back,5290295051,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803551,185,1,1,17,22,b3r6d8ydtmtjckam6pku9y400,0,54.0,8.8,2024-10-18T17:19:31.021Z,2024-10-18T17:19:31Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290295057,56,Right,5290295063,212,12.3,5290295059,140,65.7,5290295067,213,0.02,5290295061,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803557,159,61,1,17,23,c165yjiny1qnmfdvefxvflnkc,0,31.1,89.1,2024-10-18T17:19:31.804Z,2024-10-18T17:19:31Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5290295093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803575,186,50,1,17,24,b3r6d8ydtmtjckam6pku9y400,1,65.2,4.2,2024-10-18T17:19:33.069Z,2024-10-18T17:19:36Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290295177,56,Right,5290295259,233,160,5290295179,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803587,160,7,1,17,24,c165yjiny1qnmfdvefxvflnkc,0,34.8,95.8,2024-10-18T17:19:33.070Z,2024-10-18T17:19:36Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5290295231,56,Back,5290295233,285,,5290295239,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803611,187,50,1,17,27,b3r6d8ydtmtjckam6pku9y400,1,76.4,3.4,2024-10-18T17:19:36.029Z,2024-10-18T17:19:40Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290295395,56,Right,5290295397,286,,5290295477,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803625,161,7,1,17,27,c165yjiny1qnmfdvefxvflnkc,1,23.6,96.6,2024-10-18T17:19:36.030Z,2024-10-18T17:19:40Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290295453,56,Back,5290295455,285,,5290295451,167,,5290295457,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803653,162,5,1,17,28,c165yjiny1qnmfdvefxvflnkc,0,27.0,101.8,2024-10-18T17:19:36.629Z,2024-10-18T17:25:24Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290295595,56,Back,5290295597,347,,5290295651,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803635,188,5,1,17,28,b3r6d8ydtmtjckam6pku9y400,1,73.0,-1.8,2024-10-18T17:19:36.629Z,2024-10-18T17:25:24Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5290295509,56,Right,5290295613,233,162,5290295511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803673,189,1,1,17,32,b3r6d8ydtmtjckam6pku9y400,0,68.5,0.0,2024-10-18T17:19:40.382Z,2024-10-18T17:19:42Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290295707,213,0.62,5290295703,141,17.6,5290295709,1,,5290295701,140,85.6,5290295705,212,22.1,5290295699,56,Right,5290295697,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803683,163,12,1,17,33,c165yjiny1qnmfdvefxvflnkc,1,11.9,85.9,2024-10-18T17:19:42.123Z,2024-10-18T17:19:43Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5290295755,213,0.48,5290295777,15,,5290295751,141,97.7,5290295753,212,17.4,5290295749,140,26.6,5290295747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803701,190,1,1,17,35,b3r6d8ydtmtjckam6pku9y400,1,69.8,6.7,2024-10-18T17:19:43.901Z,2024-10-18T17:20:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5290295875,212,5.6,5290295869,56,Right,5290298341,155,,5290295871,140,68.4,5290295873,141,14.6,5290295877,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803723,191,1,1,17,36,b3r6d8ydtmtjckam6pku9y400,1,68.5,14.1,2024-10-18T17:19:44.797Z,2024-10-18T17:19:47Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290295999,56,Right,5290296007,213,3.05,5290296003,141,16.2,5290296001,140,53.9,5290296005,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803753,192,1,1,17,39,b3r6d8ydtmtjckam6pku9y400,1,53.2,26.4,2024-10-18T17:19:47.565Z,2024-10-18T17:19:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290296165,212,20.6,5290296163,141,53.3,5290296159,56,Back,5290296167,213,2.05,5290296161,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803813,193,1,1,17,42,b3r6d8ydtmtjckam6pku9y400,1,40.9,60.3,2024-10-18T17:19:50.493Z,2024-10-18T17:19:55Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290296447,140,45.8,5290296459,213,0.93,5290296443,56,Back,5290296455,212,8.6,5290296451,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803863,194,1,1,17,46,b3r6d8ydtmtjckam6pku9y400,1,54.0,55.2,2024-10-18T17:19:55.006Z,2024-10-18T17:20:49Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5290296699,56,Center,5290296703,140,58.3,5290296707,141,30.6,5290296711,213,4.98,5290296709,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803887,195,1,1,17,50,b3r6d8ydtmtjckam6pku9y400,1,58.7,26.5,2024-10-18T17:19:58.749Z,2024-10-18T17:20:00Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,,5290296843,141,12.3,5290296847,213,4.87,5290296839,56,Right,5290296845,212,9.8,5290296841,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803925,196,1,1,17,52,b3r6d8ydtmtjckam6pku9y400,1,59.3,15.2,2024-10-18T17:20:00.653Z,2024-10-18T17:20:03Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5290297085,212,13.3,5290297079,56,Center,5290297083,141,33.3,5290297081,140,54.6,5290297087,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803939,197,1,1,17,55,b3r6d8ydtmtjckam6pku9y400,1,55.8,35.5,2024-10-18T17:20:03.341Z,2024-10-18T17:20:04Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5290297149,56,Center,5290297157,213,1.80,5290297151,140,52.3,5290297153,141,59.1,5290297155,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734803969,198,1,1,17,56,b3r6d8ydtmtjckam6pku9y400,1,52.3,59.3,2024-10-18T17:20:04.366Z,2024-10-18T17:20:07Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5290297359,213,1.20,5290297347,56,Center,5290297355,212,10.6,5290297349,140,56.0,5290297351,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
