id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2737162155,204,1,1,19,21,5rz9enoyknpg8ji78za5b82p0,1,63.8,2.1,2024-10-21T17:21:14.673Z,2024-10-21T17:21:18Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303036101,140,54.3,5303036105,212,10.0,5303036107,213,3.16,5303036103,141,1.9,5303036099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162181,205,1,1,19,24,5rz9enoyknpg8ji78za5b82p0,1,54.3,1.9,2024-10-21T17:21:18.225Z,2024-10-21T17:21:21Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303036283,141,33.9,5303036287,213,1.99,5303036279,56,Back,5303036285,212,23.8,5303036281,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162207,206,1,1,19,27,5rz9enoyknpg8ji78za5b82p0,1,46.4,38.3,2024-10-21T17:21:21.026Z,2024-10-21T17:21:25Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303036433,140,59.2,5303036437,212,26.9,5303036431,56,Center,5303036439,213,1.05,5303036435,141,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162229,207,1,1,19,31,5rz9enoyknpg8ji78za5b82p0,1,62.2,78.4,2024-10-21T17:21:24.913Z,2024-10-21T17:21:28Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303036567,141,94.4,5303036563,56,Left,5303036569,212,19.9,5303036571,213,0.58,5303036565,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162239,208,1,1,19,35,5rz9enoyknpg8ji78za5b82p0,0,81.8,94.0,2024-10-21T17:21:28.290Z,2024-10-21T20:56:17Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303036603,2,,5303036607,56,Center,5303684785,224,,5303036615,213,5.22,5303036617,1,,5303036613,212,32.9,5303036609,140,97.1,5303684787,72,,5303036605,155,5303036611,141,,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,
2737162273,181,52,1,19,39,9qsmopgutr7ut5g6workk8w4i,1,5.2,47.3,2024-10-21T17:21:32.902Z,2024-10-21T20:56:22Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303684807,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162375,182,1,1,19,55,9qsmopgutr7ut5g6workk8w4i,0,14.1,46.0,2024-10-21T17:21:48.423Z,2024-10-21T17:21:49Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303037387,141,64.2,5303037383,56,Center,5303037393,1,,5303037389,212,53.1,5303037381,199,,5303037391,213,0.24,5303037385,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162397,209,1,1,19,58,5rz9enoyknpg8ji78za5b82p0,1,37.9,35.2,2024-10-21T17:21:51.704Z,2024-10-21T20:56:58Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303685193,212,28.1,5303685191,141,54.2,5303037527,56,Back,5303685189,140,14.1,5303685195,213,2.66,5303685001,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162435,211,1,1,20,2,5rz9enoyknpg8ji78za5b82p0,0,10.2,51.1,2024-10-21T17:21:55.442Z,2024-10-21T17:21:57Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303037785,212,46.3,5303037789,1,,5303037779,56,Back,5303037781,140,45.0,5303037777,155,,5303037787,213,5.62,5303037783,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162469,183,1,1,20,6,9qsmopgutr7ut5g6workk8w4i,0,60.7,90.5,2024-10-21T17:22:00.102Z,2024-10-21T17:22:00Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303037963,212,14.9,5303037957,56,Left,5303037959,140,74.8,5303037961,141,88.6,5303037965,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162503,212,1,1,20,8,5rz9enoyknpg8ji78za5b82p0,1,28.2,2.8,2024-10-21T17:22:02.145Z,2024-10-21T17:22:04Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303038173,212,14.7,5303038167,56,Back,5303038171,141,1.5,5303038175,213,6.22,5303038169,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162507,213,50,1,20,11,5rz9enoyknpg8ji78za5b82p0,1,38.4,1.6,2024-10-21T17:22:04.242Z,2024-10-21T17:22:09Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303038191,56,Back,5303038193,286,,5303038277,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162525,184,7,1,20,11,9qsmopgutr7ut5g6workk8w4i,0,61.6,98.4,2024-10-21T17:22:04.243Z,2024-10-21T20:57:19Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303038253,56,Left,5303685427,385,,5303038269,285,,5303038265,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162537,214,4,1,20,15,5rz9enoyknpg8ji78za5b82p0,1,33.8,3.3,2024-10-21T17:22:08.385Z,2024-10-21T17:29:32Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303038373,56,Back,5303038377,265,,5303041897,233,185,5303038371,13,,5303038375,152,,5303062009,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162583,185,4,1,20,15,9qsmopgutr7ut5g6workk8w4i,0,66.2,96.7,2024-10-21T17:22:08.386Z,2024-10-21T17:29:32Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5303038639,56,Left,5303041927,285,,5303041923,233,214,5303038643,265,,5303038637,13,,5303038641,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162635,215,1,1,20,23,5rz9enoyknpg8ji78za5b82p0,1,38.4,2.7,2024-10-21T17:22:16.545Z,2024-10-21T17:24:09Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303038921,141,75.7,5303038911,155,,5303038915,152,,5303038925,213,0.96,5303038927,1,,5303038923,212,60.6,5303038917,56,Center,5303038913,196,,5303038909,5,5303038931,189,5303038919,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162683,216,1,1,20,28,5rz9enoyknpg8ji78za5b82p0,0,77.7,80.7,2024-10-21T17:22:21.490Z,2024-10-21T17:22:25Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303039195,212,28.0,5303039189,56,Center,5303039191,140,97.0,5303039187,155,,5303039193,141,52.2,5303039197,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162715,186,52,1,20,32,9qsmopgutr7ut5g6workk8w4i,1,2.5,49.6,2024-10-21T17:22:25.446Z,2024-10-21T20:57:50Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303685793,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162795,187,1,1,20,36,9qsmopgutr7ut5g6workk8w4i,1,12.5,44.6,2024-10-21T17:22:29.862Z,2024-10-21T17:22:33Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303039835,213,5.43,5303039827,56,Back,5303039825,123,,5303039831,141,31.6,5303039829,140,19.8,5303039833,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162821,188,1,1,20,40,9qsmopgutr7ut5g6workk8w4i,1,19.5,32.4,2024-10-21T17:22:33.430Z,2024-10-21T17:22:37Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5303039969,213,1.53,5303039967,212,25.5,5303039963,140,20.4,5303039965,141,69.9,5303039961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162891,189,1,1,20,43,9qsmopgutr7ut5g6workk8w4i,1,24.1,70.5,2024-10-21T17:22:36.902Z,2024-10-21T17:22:42Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303040295,140,23.2,5303040299,212,32.5,5303040301,213,4.68,5303040297,141,22.7,5303040303,1,,5303040293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162917,190,1,1,20,48,9qsmopgutr7ut5g6workk8w4i,1,26.9,30.1,2024-10-21T17:22:42.134Z,2024-10-21T17:22:45Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303040451,141,45.2,5303040449,140,26.3,5303040453,212,10.3,5303040455,213,1.63,5303040447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162931,191,1,1,20,51,9qsmopgutr7ut5g6workk8w4i,1,22.2,43.9,2024-10-21T17:22:45.126Z,2024-10-21T17:22:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303040511,56,Back,5303040515,141,57.8,5303040513,140,14.9,5303040517,212,12.2,5303040519,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162933,192,1,1,20,53,9qsmopgutr7ut5g6workk8w4i,1,14.9,57.8,2024-10-21T17:22:46.741Z,2024-10-21T17:22:48Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303040533,56,Back,5303040537,141,47.9,5303040541,213,5.85,5303040539,212,16.2,5303040535,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162951,193,1,1,20,54,9qsmopgutr7ut5g6workk8w4i,1,26.3,48.7,2024-10-21T17:22:48.037Z,2024-10-21T17:22:50Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,5303040613,212,18.5,5303040609,140,12.1,5303040611,141,32.5,5303040607,56,Back,5303040615,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162969,194,1,1,20,57,9qsmopgutr7ut5g6workk8w4i,1,7.0,21.8,2024-10-21T17:22:50.598Z,2024-10-21T17:22:53Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303040725,213,5.36,5303040719,140,12.9,5303040721,141,9.8,5303040717,56,Back,5303040723,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737162987,195,1,1,21,0,9qsmopgutr7ut5g6workk8w4i,1,18.2,10.7,2024-10-21T17:22:53.669Z,2024-10-21T17:22:56Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303040843,140,23.9,5303040847,212,19.4,5303040841,56,Back,5303040849,213,1.26,5303040845,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163067,196,1,1,21,3,9qsmopgutr7ut5g6workk8w4i,1,31.2,36.0,2024-10-21T17:22:56.391Z,2024-10-21T17:23:04Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,5303041245,213,0.76,5303041235,155,,5303041239,140,69.8,5303041241,141,92.4,5303041247,1,,5303041243,212,55.8,5303041237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163079,197,1,1,21,11,9qsmopgutr7ut5g6workk8w4i,0,90.8,76.1,2024-10-21T17:23:04.566Z,2024-10-21T20:58:18Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303041303,213,5.01,5303041293,56,Center,5303041297,141,48.2,5303686111,72,,5303041291,155,,5303686109,224,,5303041289,2,,5303041299,212,19.8,5303041295,140,,,,,,,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,
2737163095,217,12,1,21,13,5rz9enoyknpg8ji78za5b82p0,1,3.0,52.2,2024-10-21T17:23:06.513Z,2024-10-21T17:23:08Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303041379,213,4.20,5303041415,167,,5303041375,141,40.8,5303041373,140,0.0,5303041377,212,8.9,5303041371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163093,198,6,1,21,14,9qsmopgutr7ut5g6workk8w4i,1,100.0,59.2,2024-10-21T17:23:07.509Z,2024-10-21T17:23:10Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303041513,233,218,5303041419,73,,5303041417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163101,218,6,1,21,14,5rz9enoyknpg8ji78za5b82p0,0,0.0,40.8,2024-10-21T17:23:07.509Z,2024-10-21T20:58:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303041507,73,,5303041527,233,198,5303041505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163435,199,1,1,21,50,9qsmopgutr7ut5g6workk8w4i,1,99.5,99.5,2024-10-21T17:23:44.214Z,2024-10-21T17:23:46Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303043291,141,78.5,5303043293,212,24.0,5303043287,56,Center,5303043285,6,,5303043295,213,3.78,5303043289,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163441,200,1,1,21,52,9qsmopgutr7ut5g6workk8w4i,1,83.6,78.1,2024-10-21T17:23:45.766Z,2024-10-21T17:23:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303043317,141,86.5,5303043313,56,Left,5303043321,213,0.91,5303043319,212,7.2,5303043315,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163477,201,1,1,21,53,9qsmopgutr7ut5g6workk8w4i,0,87.8,86.5,2024-10-21T17:23:47.157Z,2024-10-21T20:58:40Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303686255,20,,5303043533,155,,5303043543,213,5.15,5303043537,140,100.0,5303043541,212,32.8,5303043531,2,,5303043539,141,42.7,5303043535,56,Center,5303043545,1,5303686253,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163481,202,5,1,21,56,9qsmopgutr7ut5g6workk8w4i,0,101.0,42.0,2024-10-21T17:23:49.264Z,2024-10-21T17:51:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303043553,346,,5303044601,233,219,5303043551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163657,219,5,1,21,56,5rz9enoyknpg8ji78za5b82p0,1,-1.0,58.0,2024-10-21T17:23:49.264Z,2024-10-21T17:51:13Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303044543,346,,5303044579,233,202,5303044541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163689,220,1,1,22,15,5rz9enoyknpg8ji78za5b82p0,1,3.4,41.9,2024-10-21T17:24:08.993Z,2024-10-21T17:24:33Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5303044711,124,,5303044721,212,44.7,5303044999,189,,5303044717,140,37.9,5303044723,213,5.66,5303044725,1,,5303044715,56,Back,5303044729,74,,5303044719,141,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
2737163695,221,50,1,22,17,5rz9enoyknpg8ji78za5b82p0,1,34.6,6.6,2024-10-21T17:24:10.860Z,2024-10-21T21:48:50Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303728733,233,204,5303045381,286,,5303044745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163791,204,7,1,22,17,9qsmopgutr7ut5g6workk8w4i,0,65.4,93.4,2024-10-21T17:24:10.861Z,2024-10-21T20:59:32Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303686331,385,,5303045241,56,Left,5303045721,233,221,5303045725,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163833,223,61,1,22,20,5rz9enoyknpg8ji78za5b82p0,1,37.9,3.4,2024-10-21T17:24:13.985Z,2024-10-21T20:59:34Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303045495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163699,203,4,1,22,20,9qsmopgutr7ut5g6workk8w4i,1,66.1,96.0,2024-10-21T17:24:14.085Z,2024-10-21T17:29:33Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5303044869,295,,5303046399,233,222,5303044875,286,,5303044871,56,Left,5303044867,13,,5303044873,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163703,222,4,1,22,20,5rz9enoyknpg8ji78za5b82p0,0,33.9,4.0,2024-10-21T17:24:14.086Z,2024-10-21T17:29:33Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5303046419,233,203,5303044903,13,,5303044907,56,Back,5303044909,152,,5303044911,285,,5303044905,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163863,205,1,1,22,34,9qsmopgutr7ut5g6workk8w4i,1,63.3,89.6,2024-10-21T17:24:27.652Z,2024-10-21T17:24:53Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5303047071,5,,5303045639,56,Back,5303045649,1,,5303045635,155,,5303045645,212,47.2,5303047073,152,,5303045643,141,27.1,5303045647,213,4.26,5303045637,196,5303047119,189,5303045641,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163881,206,1,1,22,36,9qsmopgutr7ut5g6workk8w4i,1,41.0,26.8,2024-10-21T17:24:29.766Z,2024-10-21T17:24:32Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5303045783,213,2.12,5303045779,141,47.2,5303045777,140,32.9,5303045775,56,Back,5303045781,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163893,207,1,1,22,38,9qsmopgutr7ut5g6workk8w4i,1,31.2,49.1,2024-10-21T17:24:32.021Z,2024-10-21T17:24:33Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303045883,56,Back,5303045889,140,25.0,5303045905,213,2.09,5303045895,141,65.8,5303045901,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163929,208,1,1,22,39,9qsmopgutr7ut5g6workk8w4i,1,23.1,66.9,2024-10-21T17:24:33.141Z,2024-10-21T17:24:35Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5303046075,157,,5303046085,213,5.65,5303046079,140,68.2,5303046081,141,15.3,5303046087,1,,5303046083,212,58.9,5303046077,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163943,209,44,1,22,42,9qsmopgutr7ut5g6workk8w4i,1,63.5,15.6,2024-10-21T17:24:35.440Z,2024-10-21T17:48:29Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5303046121,286,,5303046137,233,224,5303046119,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163925,224,44,1,22,42,5rz9enoyknpg8ji78za5b82p0,0,36.5,84.4,2024-10-21T17:24:35.441Z,2024-10-21T17:48:29Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303046043,56,Back,5303046159,233,209,5303046045,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163963,210,1,1,22,42,9qsmopgutr7ut5g6workk8w4i,0,66.1,18.6,2024-10-21T17:24:35.501Z,2024-10-21T21:00:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5303046225,56,Center,5303046231,212,11.1,5303046229,141,28.8,5303046227,140,74.3,5303046223,3,,5303046233,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737163979,225,61,1,22,44,5rz9enoyknpg8ji78za5b82p0,1,26.7,67.3,2024-10-21T17:24:38.162Z,2024-10-21T17:24:38Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303046271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164027,226,12,1,22,46,5rz9enoyknpg8ji78za5b82p0,1,19.5,64.2,2024-10-21T17:24:39.488Z,2024-10-21T17:24:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5303046575,56,Back,5303046581,212,24.0,5303046579,141,97.9,5303046583,213,1.27,5303046577,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164029,227,61,1,22,49,5rz9enoyknpg8ji78za5b82p0,0,26.2,97.9,2024-10-21T17:24:42.753Z,2024-10-21T17:24:43Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303046591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164035,211,61,1,22,49,9qsmopgutr7ut5g6workk8w4i,0,74.3,13.2,2024-10-21T17:24:43.166Z,2024-10-21T17:50:39Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5303046609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164049,228,1,1,22,50,5rz9enoyknpg8ji78za5b82p0,1,26.0,95.3,2024-10-21T17:24:43.809Z,2024-10-21T17:24:45Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303046681,140,43.4,5303046687,213,5.71,5303046683,141,77.9,5303046677,3,,5303046685,212,21.8,5303046679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164063,229,1,1,22,52,5rz9enoyknpg8ji78za5b82p0,1,43.4,77.9,2024-10-21T17:24:45.825Z,2024-10-21T21:00:24Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5303046761,212,11.6,5303046757,140,34.4,5303046763,213,3.76,5303046755,56,Back,5303686799,156,,5303046759,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164087,231,1,1,22,53,5rz9enoyknpg8ji78za5b82p0,1,34.4,68.1,2024-10-21T17:24:46.928Z,2024-10-21T17:24:48Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5303046851,56,Back,5303046857,212,17.0,5303046853,140,48.9,5303046855,141,56.9,5303046859,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164125,232,1,1,22,54,5rz9enoyknpg8ji78za5b82p0,1,48.9,56.9,2024-10-21T17:24:48.160Z,2024-10-21T17:24:51Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303047053,212,11.2,5303047049,140,46.3,5303047051,141,41.0,5303047047,56,Back,5303047055,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164143,233,1,1,22,58,5rz9enoyknpg8ji78za5b82p0,1,58.4,33.0,2024-10-21T17:24:51.409Z,2024-10-21T17:24:54Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303047199,213,5.99,5303047201,1,,5303047195,141,18.1,5303047197,212,35.3,5303047193,140,90.6,5303047191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164159,234,1,1,23,1,5rz9enoyknpg8ji78za5b82p0,0,91.0,18.9,2024-10-21T17:24:54.576Z,2024-10-21T21:00:40Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5303047315,213,1.40,5303047303,2,,5303047307,56,Center,5303686875,20,,5303686873,224,,5303047311,141,48.3,5303047305,155,,5303047313,212,20.3,5303047309,140,,,,,,,,,,,94.2,,,,,,,,,,,,,,,,,,,,,,,,,
2737164173,212,12,1,23,3,9qsmopgutr7ut5g6workk8w4i,1,6.0,55.5,2024-10-21T17:24:56.548Z,2024-10-21T17:24:57Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5303047371,56,Back,5303047423,15,,5303047375,141,46.6,5303047377,212,13.3,5303047373,140,17.3,5303047379,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164193,235,1,1,23,5,5rz9enoyknpg8ji78za5b82p0,1,82.3,54.2,2024-10-21T17:24:58.608Z,2024-10-21T17:32:36Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5303072491,155,,5303072497,212,10.2,5303072493,140,91.9,5303047511,56,Center,5303072495,141,51.9,5303072499,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164287,236,2,1,23,6,5rz9enoyknpg8ji78za5b82p0,1,90.5,55.0,2024-10-21T17:24:59.904Z,2024-10-21T21:01:54Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5303048035,140,94.6,5303048031,56,Center,5303048669,7,3uytpqx0e0jr6zgbfl1znsm7e,5303048037,141,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737164223,213,43,1,23,8,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-10-21T17:25:01.525Z,2024-10-21T17:50:36Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5303047687,141,52.7,5303047683,56,Back,5303047691,213,2.70,5303047689,212,2.7,5303128837,144,12,5303047685,140,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
