id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2818885983,96,1,1,8,47,59as3grjvj19voay31j3yfgni,1,39.3,21.2,2025-05-25T15:09:57.253Z,2025-05-25T15:09:58Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750052323,213,4.26,5750052313,3,,5750052321,212,6.5,5750052315,56,Back,5750052317,140,36.6,5750052319,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886071,98,1,1,8,49,59as3grjvj19voay31j3yfgni,1,38.0,14.8,2025-05-25T15:09:58.784Z,2025-05-25T18:12:59Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750052769,140,13.0,5750052767,56,Back,5750052773,212,35.8,5750052775,213,2.39,5750052771,141,50.6,5750052777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886147,99,1,1,8,53,59as3grjvj19voay31j3yfgni,1,13.0,50.7,2025-05-25T15:10:03.294Z,2025-05-25T18:13:03Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750053199,140,23.2,5750053197,56,Back,5750053205,213,0.94,5750984109,189,,5750053201,141,72.3,5750053203,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886165,100,1,1,8,58,59as3grjvj19voay31j3yfgni,1,25.1,71.4,2025-05-25T15:10:08.418Z,2025-05-25T15:10:09Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750053293,56,Back,5750053301,213,5.62,5750053297,141,54.3,5750053295,140,39.4,5750053299,212,19.0,5750053339,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886221,101,1,1,9,1,59as3grjvj19voay31j3yfgni,1,44.0,49.1,2025-05-25T15:10:11.257Z,2025-05-25T15:10:13Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750053619,140,43.6,5750053617,56,Back,5750053625,213,1.60,5750053621,141,71.1,5750053623,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886271,102,1,1,9,3,59as3grjvj19voay31j3yfgni,1,44.0,71.5,2025-05-25T15:10:13.433Z,2025-05-25T15:10:17Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750053903,212,12.0,5750053897,56,Back,5750053905,213,5.05,5750053899,140,47.8,5750053901,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886299,103,1,1,9,7,59as3grjvj19voay31j3yfgni,1,47.2,47.9,2025-05-25T15:10:17.214Z,2025-05-25T15:10:20Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750054141,213,5.21,5750054135,140,63.0,5750054145,1,,5750054137,141,3.2,5750054131,155,,5750054139,212,34.6,5750054133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886369,104,1,1,9,10,59as3grjvj19voay31j3yfgni,1,65.3,4.0,2025-05-25T15:10:19.967Z,2025-05-25T15:10:24Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750054509,141,14.9,5750054513,213,2.16,5750054507,140,60.6,5750054511,212,8.9,5750054505,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886437,105,1,1,9,14,59as3grjvj19voay31j3yfgni,1,66.6,33.6,2025-05-25T15:10:23.982Z,2025-05-25T15:10:27Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5750054871,213,1.58,5750054863,140,66.5,5750054867,141,48.4,5750054869,212,10.1,5750054859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886501,106,1,1,9,17,59as3grjvj19voay31j3yfgni,1,67.6,57.3,2025-05-25T15:10:27.445Z,2025-05-25T15:10:31Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750055229,213,1.14,5750055225,141,91.4,5750055227,212,25.5,5750055221,56,Left,5750055223,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886589,107,1,1,9,21,59as3grjvj19voay31j3yfgni,1,75.6,83.3,2025-05-25T15:10:31.161Z,2025-05-25T15:10:36Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5750055755,140,67.5,5750055761,213,4.12,5750055757,141,64.6,5750055759,212,15.3,5750055753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886787,108,1,1,9,26,59as3grjvj19voay31j3yfgni,1,70.9,79.1,2025-05-25T15:10:36.004Z,2025-05-25T15:10:45Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750056839,56,Left,5750056843,141,92.7,5750056845,212,14.6,5750056841,140,81.7,5750056847,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886767,89,83,1,9,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,34.7,38.0,2025-05-25T15:10:45Z,2025-05-25T15:10:47Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5750056997,399,e64kcio0848bpw39eedbjyd5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886815,109,1,1,9,35,59as3grjvj19voay31j3yfgni,1,76.4,50.9,2025-05-25T15:10:45.616Z,2025-05-25T15:10:46Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750056983,141,42.1,5750056979,56,Center,5750056987,213,4.14,5750056981,140,72.7,5750056985,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886883,110,1,1,9,39,59as3grjvj19voay31j3yfgni,1,73.1,34.9,2025-05-25T15:10:49.040Z,2025-05-25T18:13:28Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750057341,212,20.7,5750057335,56,Right,5750057337,140,85.7,5750057343,213,5.40,5750057339,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886893,111,1,1,9,40,59as3grjvj19voay31j3yfgni,0,86.4,12.5,2025-05-25T15:10:50.539Z,2025-05-25T18:13:34Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750057403,155,,5750057413,213,1.36,5750986551,20,,5750057409,141,51.0,5750057401,2,,5750057407,140,91.7,5750986549,224,,5750057405,56,Center,5750057411,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886901,90,44,1,9,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.0,48.8,2025-05-25T15:10:51.554Z,2025-05-25T15:10:55Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5750057531,56,Back,5750057535,233,112,5750057533,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886899,112,44,1,9,41,59as3grjvj19voay31j3yfgni,0,93.0,51.2,2025-05-25T15:10:51.555Z,2025-05-25T15:12:41Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5750057453,286,,5750057447,56,Center,5750057555,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886957,91,12,1,9,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.2,50.3,2025-05-25T15:10:52.551Z,2025-05-25T15:10:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5750057869,15,,5750057853,213,0.30,5750057849,141,54.3,5750057845,56,Back,5750057847,140,15.7,5750057851,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886939,113,44,1,9,44,59as3grjvj19voay31j3yfgni,1,83.3,44.3,2025-05-25T15:10:54.664Z,2025-05-25T17:04:06Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750057749,56,Center,5750058773,233,92,5750057751,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886971,92,44,1,9,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,16.7,55.7,2025-05-25T15:10:54.665Z,2025-05-25T17:04:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5750058777,233,113,5750057923,285,,5750057921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886951,114,1,1,9,45,59as3grjvj19voay31j3yfgni,0,81.7,43.3,2025-05-25T15:10:54.883Z,2025-05-25T15:10:56Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750057813,140,79.5,5750057819,213,3.98,5750057809,3,,5750057817,212,3.5,5750057811,56,Center,5750057815,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818886975,93,12,1,9,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,20.5,54.2,2025-05-25T15:10:57.313Z,2025-05-25T18:13:56Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5750057945,141,50.6,5750057941,56,Back,5750057947,212,25.2,5750057949,213,6.19,5750057943,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887051,115,1,1,9,48,59as3grjvj19voay31j3yfgni,1,51.8,48.4,2025-05-25T15:10:58.479Z,2025-05-25T15:11:01Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750058345,141,46.9,5750058347,212,7.4,5750058341,56,Center,5750058339,3,,5750058343,140,58.8,5750058349,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887153,116,1,1,9,51,59as3grjvj19voay31j3yfgni,1,56.3,47.8,2025-05-25T15:11:01.370Z,2025-05-25T15:11:08Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5750058981,212,22.8,5750058975,56,Back,5750058977,140,47.1,5750058983,213,2.01,5750058979,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887207,117,1,1,9,58,59as3grjvj19voay31j3yfgni,1,71.1,94.5,2025-05-25T15:11:08.043Z,2025-05-25T15:11:11Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750059253,213,3.49,5750059249,141,88.4,5750059245,56,Left,5750059251,212,12.3,5750059247,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887253,118,1,1,10,1,59as3grjvj19voay31j3yfgni,1,60.1,88.4,2025-05-25T15:11:10.983Z,2025-05-25T15:11:13Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5750059533,213,4.69,5750059527,140,59.6,5750059525,56,Center,5750059531,212,23.8,5750059529,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887311,119,1,1,10,3,59as3grjvj19voay31j3yfgni,1,59.5,50.1,2025-05-25T15:11:13.092Z,2025-05-25T15:11:16Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750059853,212,12.2,5750059855,213,4.53,5750059851,141,32.5,5750059847,56,Center,5750059849,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887383,120,1,1,10,6,59as3grjvj19voay31j3yfgni,1,57.7,28.8,2025-05-25T15:11:16.269Z,2025-05-25T15:11:20Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750060271,212,14.4,5750060263,56,Right,5750060269,141,9.7,5750060267,140,63.6,5750060273,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887423,121,1,1,10,10,59as3grjvj19voay31j3yfgni,1,63.7,16.7,2025-05-25T15:11:19.878Z,2025-05-25T15:11:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750060509,140,65.4,5750060513,212,10.6,5750060507,56,Center,5750060517,213,1.40,5750060511,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887465,122,1,1,10,11,59as3grjvj19voay31j3yfgni,1,65.4,31.8,2025-05-25T15:11:21.645Z,2025-05-25T15:11:23Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750060727,212,15.2,5750060721,56,Center,5750060725,141,53.9,5750060729,213,1.72,5750060723,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887537,123,1,1,10,14,59as3grjvj19voay31j3yfgni,1,63.5,54.5,2025-05-25T15:11:23.785Z,2025-05-25T15:11:27Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5750061147,141,91.1,5750061151,213,0.92,5750061145,140,81.7,5750061149,212,31.4,5750061143,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887611,124,1,1,10,17,59as3grjvj19voay31j3yfgni,1,86.1,88.9,2025-05-25T15:11:27.694Z,2025-05-25T15:11:32Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5750061595,213,5.44,5750061591,141,74.4,5750061589,140,94.5,5750061593,212,13.2,5750061587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887621,125,1,1,10,22,59as3grjvj19voay31j3yfgni,0,93.1,77.3,2025-05-25T15:11:32.115Z,2025-05-25T18:14:24Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5750061663,2,,5750061671,141,58.5,5750061675,213,5.31,5750061667,56,Center,5750061673,212,15.4,5750989929,72,,5750061669,140,100.0,5750989927,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887815,94,5,1,10,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.1,40.5,2025-05-25T15:11:32.281Z,2025-05-25T17:03:13Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5750062779,346,,5750062825,233,126,5750062777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887731,126,5,1,10,22,59as3grjvj19voay31j3yfgni,0,101.1,59.5,2025-05-25T15:11:32.281Z,2025-05-25T17:03:13Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5750062867,233,94,5750062315,346,,5750062313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818887973,95,1,1,10,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.8,60.5,2025-05-25T15:11:53.946Z,2025-05-25T15:11:55Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750063797,140,3.9,5750063795,56,Back,5750063799,141,56.0,5750063801,212,3.1,5750063807,237,,5750063803,213,4.75,5750063793,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888035,96,1,1,10,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,7.8,55.8,2025-05-25T15:11:55.610Z,2025-05-25T15:11:58Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5750064099,141,80.0,5750064095,140,46.5,5750064115,1,,5750064105,212,43.8,5750064111,213,0.38,5750064089,56,Back,5750064085,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888051,127,61,1,10,49,59as3grjvj19voay31j3yfgni,1,52.5,13.1,2025-05-25T15:11:58.858Z,2025-05-25T15:17:08Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750064197,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888195,97,1,1,10,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.0,75.3,2025-05-25T15:12:01.562Z,2025-05-25T16:04:35Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5750064963,213,4.81,5750064953,56,Center,5750064961,212,22.2,5750064957,140,82.0,5750064959,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819054325,799,3,1,10,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.2,45.4,2025-05-25T15:12:03.401Z,2025-05-25T18:16:00Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5750996485,233,895,5750996477,56,Center,5750996481,286,,5750996483,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819054315,895,45,1,10,53,59as3grjvj19voay31j3yfgni,0,19.8,54.6,2025-05-25T15:12:03.401Z,2025-05-25T18:16:01Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5750996527,233,799,5750996431,56,Back,5750996433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888203,98,2,1,10,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,84.5,47.7,2025-05-25T15:12:04.450Z,2025-05-25T18:16:09Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5750302279,141,47.7,5750997417,297,,5750064995,56,Center,5750302277,140,96.4,5750303143,7,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888229,128,43,1,10,55,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-05-25T15:12:05.550Z,2025-05-25T16:03:23Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750065143,173,0,5750065149,56,Back,5750067037,233,98,5750065147,182,0,5750296725,144,10,5750065281,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888257,129,1,1,10,59,59as3grjvj19voay31j3yfgni,0,8.1,58.9,2025-05-25T15:12:09.671Z,2025-05-25T16:09:46Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750297013,141,93.6,5750331645,189,,5750331255,152,,5750331253,5,,5750297019,1,,5750297015,212,61.6,5750065375,56,Left,5750297017,213,0.39,5750297011,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888281,99,43,1,10,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-25T15:12:09.674Z,2025-05-25T15:12:44Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5750065439,56,Center,5750065443,346,0,5750068367,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888289,100,43,1,11,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-25T15:12:09.842Z,2025-05-25T16:03:35Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5750065629,56,Center,5750297457,144,6,5750068885,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888611,101,43,1,11,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-25T15:12:19.722Z,2025-05-25T16:05:45Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5750067379,6,0,5750067391,213,2.06,5750309129,144,1,5750067961,189,0,5750067389,212,8.5,5750067385,140,95.8,5750067387,141,11.3,5750067381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888625,102,61,1,11,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.3,3.1,2025-05-25T15:12:25.341Z,2025-05-25T16:06:00Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5750067415,56,Back,5750067445,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888873,104,5,1,11,18,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.5,-1.7,2025-05-25T15:12:28.187Z,2025-05-25T17:03:13Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5750068867,56,Back,5750078203,233,130,5750068869,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818888713,130,5,1,11,18,59as3grjvj19voay31j3yfgni,1,73.5,101.7,2025-05-25T15:12:28.187Z,2025-05-25T17:03:13Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5750067923,347,,5750078167,233,104,5750067921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889149,131,1,1,11,53,59as3grjvj19voay31j3yfgni,0,82.2,100.0,2025-05-25T15:13:02.797Z,2025-05-25T15:13:08Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750070505,1,,5750070499,141,63.6,5750070501,212,26.3,5750070497,140,87.7,5750070495,56,Center,5750070493,107,,5750070503,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889289,106,44,1,11,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.2,38.0,2025-05-25T15:13:07.196Z,2025-05-25T15:13:17Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5750071273,233,132,5750071241,56,Back,5750071243,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889159,132,44,1,11,57,59as3grjvj19voay31j3yfgni,0,87.8,62.0,2025-05-25T15:13:07.197Z,2025-05-25T15:13:18Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5750070559,56,Center,5750071319,233,106,5750070561,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889153,105,12,1,11,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.5,42.7,2025-05-25T15:13:07.513Z,2025-05-25T15:13:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5750070525,56,Back,5750070531,212,21.5,5750070527,140,31.8,5750070569,15,,5750070533,213,6.16,5750070529,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889201,133,1,1,11,59,59as3grjvj19voay31j3yfgni,1,71.6,62.4,2025-05-25T15:13:09.357Z,2025-05-25T15:14:29Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5750070749,56,Left,5750070753,141,89.0,5750070755,212,22.7,5750070751,140,84.6,5750070757,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889301,134,1,1,12,0,59as3grjvj19voay31j3yfgni,1,86.8,84.8,2025-05-25T15:13:10.444Z,2025-05-25T18:17:57Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,1.0,5750071337,140,88.2,5751005767,72,,5750075793,160,,5750075789,210,16,5750075791,154,,5750071331,2,,5750071335,56,Center,5750071341,212,28.4,5750071339,141,43.1,5750071333,155,,5750071343,213,4.76,5751005763,224,,,,,,,,,,,,,,,,,,,,,,,,,
2818889307,135,16,1,12,2,59as3grjvj19voay31j3yfgni,1,90.1,39.7,2025-05-25T15:13:12.460Z,2025-05-25T18:19:07Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750071355,56,Center,5751011931,396,50.7,5751011929,395,1.0,5750072765,160,,5750071353,17,,5751011927,108,,5750072767,72,,5750075827,102,53.6,5750075837,328,,5750075817,29,,5750075843,230,98.6,5750072775,374,2025-05-25 16:13:11.708,5750072779,375,12:02.011,5750075819,154,,5750075821,55,134,5750075815,76,,5750075845,231,48.2,5750075831,103,4.4,,,,,,
2818890707,111,1,1,13,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,50.1,50.1,2025-05-25T15:14:14.990Z,2025-05-25T15:16:15Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5750079475,279,G,5750079471,212,17.4,5750079469,141,42.8,5750084147,189,,5750079465,56,Back,5750079467,140,34.2,5750079473,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890265,107,1,1,13,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.1,21.3,2025-05-25T15:14:17.981Z,2025-05-25T15:16:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5750076843,140,83.0,5750076849,213,6.17,5750076839,155,,5750076851,1,,5750076841,56,Right,5750076847,212,48.5,5750076845,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890279,108,1,1,13,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,83.1,12.8,2025-05-25T15:14:19.708Z,2025-05-25T15:14:21Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5750076983,140,95.3,5750076979,168,,5750076977,3,,5750076989,213,5.62,5750076981,56,Right,5750076987,212,16.3,5750076985,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890287,109,5,1,13,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,95.0,-1.8,2025-05-25T15:14:21.215Z,2025-05-25T15:14:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5750077029,56,Right,5750077245,233,136,5750077031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890313,136,5,1,13,11,59as3grjvj19voay31j3yfgni,1,5.0,101.8,2025-05-25T15:14:21.215Z,2025-05-25T17:03:14Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5750077217,233,109,5750077197,347,,5750077195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890535,137,1,1,13,25,59as3grjvj19voay31j3yfgni,0,5.5,100.0,2025-05-25T15:14:35.588Z,2025-05-25T15:14:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5750078459,213,6.06,5750078449,107,,5750078457,212,34.3,5750078451,56,Back,5750078461,1,,5750078455,141,90.2,5750078453,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
