id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2720118961,175,61,1,19,30,59as3grjvj19voay31j3yfgni,0,10.3,90.9,2024-09-14T16:20:28.751Z,2024-09-14T16:20:29Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209920649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720118971,204,50,1,19,31,b3r6d8ydtmtjckam6pku9y400,1,83.8,9.0,2024-09-14T16:20:29.502Z,2024-09-14T16:20:35Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209920697,286,,5209920917,233,176,5209920695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119003,176,7,1,19,31,59as3grjvj19voay31j3yfgni,1,16.2,91.0,2024-09-14T16:20:29.503Z,2024-09-14T19:18:58Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209920875,233,204,5209920869,285,,5209920867,56,Back,5210860653,385,,5209920865,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119053,177,5,1,19,31,59as3grjvj19voay31j3yfgni,0,14.7,101.6,2024-09-14T16:20:30.335Z,2024-09-14T16:34:49Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209921185,347,,5209921217,233,205,5209921183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119031,205,5,1,19,31,b3r6d8ydtmtjckam6pku9y400,1,85.3,-1.6,2024-09-14T16:20:30.335Z,2024-09-14T16:34:48Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209921023,347,,5209921189,233,177,5209921021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119069,206,1,1,19,34,b3r6d8ydtmtjckam6pku9y400,0,82.6,0.0,2024-09-14T16:20:33.334Z,2024-09-14T16:22:59Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209921293,212,22.1,5209921287,56,Center,5209921295,213,0.99,5209921297,1,,5209921285,107,,5209921291,141,25.2,5209921289,140,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119073,207,43,1,19,37,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-14T16:20:35.677Z,2024-09-14T16:22:11Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5209921457,233,178,5209921307,56,Center,5209921309,286,0,5209930171,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119081,178,8,1,19,37,59as3grjvj19voay31j3yfgni,1,5.4,75.2,2024-09-14T16:20:35.678Z,2024-09-14T19:19:14Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209921353,56,Back,5210861799,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119179,180,1,1,19,41,59as3grjvj19voay31j3yfgni,0,3.5,93.9,2024-09-14T16:20:39.999Z,2024-09-14T16:20:43Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209922003,141,84.8,5209922005,212,37.1,5209922009,1,,5209922007,213,6.12,5209921999,56,Back,5209922001,140,38.3,5209921995,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119203,208,44,1,19,43,b3r6d8ydtmtjckam6pku9y400,1,58.4,18.0,2024-09-14T16:20:42.134Z,2024-09-14T21:01:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209922097,286,,5210877985,233,181,5209922095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119193,181,44,1,19,43,59as3grjvj19voay31j3yfgni,0,41.6,82.0,2024-09-14T16:20:42.135Z,2024-09-14T16:21:49Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5209922063,56,Back,5209922067,285,,5209928221,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119297,209,1,1,19,44,b3r6d8ydtmtjckam6pku9y400,0,53.7,22.2,2024-09-14T16:20:43.111Z,2024-09-14T21:01:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209922535,56,Center,5209922533,3,,5209922541,212,6.1,5209922537,140,59.5,5209922539,141,21.2,5209922543,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121431,199,61,1,19,45,59as3grjvj19voay31j3yfgni,1,36.8,79.4,2024-09-14T16:20:44.047Z,2024-09-14T16:22:55Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5209933703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119303,210,43,1,19,46,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-14T16:20:45.039Z,2024-09-14T16:21:35Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5209922565,141,6.2,5209922571,1,0,5209922563,140,60.7,5209922567,212,14.2,5209922559,157,0,5209926907,144,1,5209922569,213,5.53,5209922561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720122493,210,1,1,19,47,59as3grjvj19voay31j3yfgni,1,40.0,77.3,2024-09-14T16:20:46.156Z,2024-09-14T16:23:57Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5209939037,157,,5209939049,213,1.04,5209939041,140,46.9,5209939053,1,,5209939043,141,95.3,5209939045,212,14.2,5209939039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119313,182,61,1,19,49,59as3grjvj19voay31j3yfgni,0,53.7,97.3,2024-09-14T16:20:47.463Z,2024-09-14T16:24:03Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5209922611,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119341,211,43,1,19,50,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-09-14T16:20:48.464Z,2024-09-14T16:21:31Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209922719,56,Back,5209922735,233,182,5209922721,285,0,5209926535,144,7,5209922717,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119577,183,5,1,19,51,59as3grjvj19voay31j3yfgni,0,61.8,101.8,2024-09-14T16:20:49.696Z,2024-09-14T16:34:49Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5209923869,347,,5209923907,233,212,5209923867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119389,212,5,1,19,51,b3r6d8ydtmtjckam6pku9y400,1,38.2,-1.8,2024-09-14T16:20:49.696Z,2024-09-14T16:34:49Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209922971,347,,5209922969,56,Back,5209923897,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119655,213,1,1,20,8,b3r6d8ydtmtjckam6pku9y400,1,35.0,0.0,2024-09-14T16:21:07.047Z,2024-09-14T16:21:08Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209924173,140,39.2,5209924175,141,14.9,5209924179,213,1.20,5209924177,212,12.2,5209924169,107,,5209924171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119673,214,1,1,20,9,b3r6d8ydtmtjckam6pku9y400,0,39.2,14.9,2024-09-14T16:21:07.919Z,2024-09-14T16:21:08Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209924253,140,58.4,5209924255,141,12.8,5209924259,213,6.21,5209924257,212,20.2,5209924251,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119679,184,8,1,20,10,59as3grjvj19voay31j3yfgni,1,35.7,81.2,2024-09-14T16:21:08.799Z,2024-09-14T19:20:40Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209924283,56,Back,5210867679,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119775,186,1,1,20,11,59as3grjvj19voay31j3yfgni,0,40.4,80.9,2024-09-14T16:21:10.320Z,2024-09-14T16:21:12Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209924741,212,14.4,5209924735,56,Back,5209924739,141,100.0,5209924737,140,41.1,5209924743,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720119777,187,5,1,20,14,59as3grjvj19voay31j3yfgni,0,43.5,102.0,2024-09-14T16:21:12.647Z,2024-09-14T16:34:50Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209924749,347,,5209928359,233,215,5209924747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120401,215,5,1,20,14,b3r6d8ydtmtjckam6pku9y400,1,56.5,-2.0,2024-09-14T16:21:12.647Z,2024-09-14T16:34:49Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209928293,56,Right,5209928295,347,,5209928355,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120435,216,1,1,20,52,b3r6d8ydtmtjckam6pku9y400,0,61.2,0.0,2024-09-14T16:21:50.440Z,2024-09-14T16:21:55Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5209928527,56,Center,5209928533,212,20.0,5209928535,213,1.12,5209928525,107,,5209928531,141,24.4,5209928529,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120443,188,4,1,20,54,59as3grjvj19voay31j3yfgni,1,25.0,77.4,2024-09-14T16:21:52.768Z,2024-09-14T16:35:20Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5209928713,233,217,5209928659,56,Back,5209928667,285,,5209928657,294,,5209928655,13,,5209928663,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120447,217,4,1,20,54,b3r6d8ydtmtjckam6pku9y400,0,75.0,22.6,2024-09-14T16:21:52.769Z,2024-09-14T16:35:20Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5209928677,56,Center,5209928675,294,,5209928681,286,,5209928673,13,,5209928757,233,188,5209928679,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120655,189,1,1,21,7,59as3grjvj19voay31j3yfgni,1,20.3,82.1,2024-09-14T16:22:06.290Z,2024-09-14T19:21:25Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5209929819,212,15.6,5209929811,152,,5210871015,189,,5209929813,56,Back,5209929809,5,,5209929815,140,14.7,5209929817,141,60.9,5209929821,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120673,190,1,1,21,8,59as3grjvj19voay31j3yfgni,1,14.7,60.9,2024-09-14T16:22:07.090Z,2024-09-14T19:21:26Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5210871131,189,,5209929897,141,83.6,5209929903,213,1.34,5209929889,56,Back,5209929893,140,18.1,5209929901,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120699,191,1,1,21,10,59as3grjvj19voay31j3yfgni,1,19.3,83.0,2024-09-14T16:22:08.466Z,2024-09-14T16:22:09Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5209930025,56,Back,5209930035,212,14.4,5209930037,213,0.20,5209930029,140,32.7,5209930031,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120709,192,1,1,21,11,59as3grjvj19voay31j3yfgni,0,32.7,87.2,2024-09-14T16:22:09.825Z,2024-09-14T19:21:55Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5209930093,213,3.69,5209930089,141,84.4,5209930087,140,29.7,5210873197,156,,5209930085,56,Back,5209930091,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120743,218,61,1,21,11,b3r6d8ydtmtjckam6pku9y400,1,68.2,19.7,2024-09-14T16:22:10.132Z,2024-09-14T16:25:06Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209944719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120761,193,1,1,21,13,59as3grjvj19voay31j3yfgni,1,26.5,92.6,2024-09-14T16:22:11.425Z,2024-09-14T16:22:13Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209930355,213,4.70,5209930347,56,Back,5209930353,212,7.0,5209930351,141,82.3,5209930349,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120769,194,61,1,21,13,59as3grjvj19voay31j3yfgni,0,25.4,86.3,2024-09-14T16:22:12.090Z,2024-09-14T19:21:45Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209930373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120835,195,45,1,21,14,59as3grjvj19voay31j3yfgni,0,27.2,87.8,2024-09-14T16:22:12.817Z,2024-09-14T19:21:46Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209930659,56,Back,5209930713,233,219,5209930661,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120797,219,3,1,21,14,b3r6d8ydtmtjckam6pku9y400,1,72.8,12.2,2024-09-14T16:22:12.817Z,2024-09-14T19:22:04Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209930689,233,195,5209930495,56,Right,5209930499,286,,5210873871,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120865,221,1,1,21,15,b3r6d8ydtmtjckam6pku9y400,1,70.8,14.3,2024-09-14T16:22:14.345Z,2024-09-14T16:22:16Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209930801,56,Right,5209930803,140,74.9,5209930813,213,0.63,5209930809,212,5.3,5209930805,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120897,196,45,1,21,19,59as3grjvj19voay31j3yfgni,0,25.4,82.8,2024-09-14T16:22:18.073Z,2024-09-14T16:44:28Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209931021,233,222,5209930969,56,Back,5209930971,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120893,222,3,1,21,19,b3r6d8ydtmtjckam6pku9y400,1,74.6,17.2,2024-09-14T16:22:18.073Z,2024-09-14T19:22:08Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209930947,286,,5209930983,233,196,5209930943,56,Right,5210874205,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120911,223,1,1,21,20,b3r6d8ydtmtjckam6pku9y400,1,72.4,15.9,2024-09-14T16:22:18.546Z,2024-09-14T16:22:20Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209931107,141,8.0,5209931111,212,7.2,5209931105,140,76.9,5209931103,56,Right,5209931115,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120939,224,1,1,21,22,b3r6d8ydtmtjckam6pku9y400,1,69.9,25.5,2024-09-14T16:22:20.458Z,2024-09-14T16:22:21Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209931259,141,30.7,5209931261,212,9.3,5209931255,56,Center,5209931263,213,0.39,5209931257,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720120971,225,1,1,21,23,b3r6d8ydtmtjckam6pku9y400,1,78.1,30.7,2024-09-14T16:22:21.601Z,2024-09-14T16:22:23Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5209931417,212,11.1,5209931415,141,15.0,5209931413,140,81.0,5209931411,56,Right,5209931419,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121143,226,1,1,21,24,b3r6d8ydtmtjckam6pku9y400,1,84.9,15.9,2024-09-14T16:22:23.266Z,2024-09-14T19:22:22Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5209932289,213,1.43,5209932277,2,,5210875119,20,,5209932281,56,Center,5209932291,1,,5209932285,141,77.2,5209932283,140,90.5,5210875387,345,,5210875117,224,5209932287,212,42.1,5209932279,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720294315,793,83,1,21,34,59as3grjvj19voay31j3yfgni,1,14.3,29.1,2024-09-14T16:22:32.631Z,2024-09-14T19:22:38Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5210876973,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121133,197,83,1,21,35,59as3grjvj19voay31j3yfgni,0,13.3,34.5,2024-09-14T16:22:33.491Z,2024-09-14T16:22:35Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5209932397,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121147,227,61,1,21,35,b3r6d8ydtmtjckam6pku9y400,0,83.2,66.6,2024-09-14T16:22:34.201Z,2024-09-14T16:22:34Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5209932305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121181,198,4,1,21,38,59as3grjvj19voay31j3yfgni,1,19.3,34.3,2024-09-14T16:22:36.833Z,2024-09-14T16:57:24Z,,,,,5209932591,10,,5209932593,56,Back,5209932601,285,,5209932599,152,,5209932705,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121187,228,4,1,21,38,b3r6d8ydtmtjckam6pku9y400,0,80.7,65.7,2024-09-14T16:22:36.834Z,2024-09-14T16:35:20Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5209932673,10,,5209932739,233,198,5209932675,56,Center,5209932677,152,,5209932679,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121649,200,1,1,22,3,59as3grjvj19voay31j3yfgni,1,21.2,30.9,2024-09-14T16:23:02.251Z,2024-09-14T16:57:29Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5209934865,212,11.2,5209934835,5,,5209934853,140,12.4,5209934839,152,,5209934859,141,40.1,5209934847,56,Back,5209934869,213,2.55,5210113903,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121687,201,1,1,22,6,59as3grjvj19voay31j3yfgni,0,11.4,41.5,2024-09-14T16:23:04.579Z,2024-09-14T19:23:32Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5209935053,141,37.7,5209935047,157,,5209935055,212,52.6,5209935059,1,,5209935057,213,6.23,5209935049,56,Center,5210880645,189,,5209935051,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121683,229,44,1,22,8,b3r6d8ydtmtjckam6pku9y400,1,36.6,62.3,2024-09-14T16:23:06.443Z,2024-09-14T21:01:33Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209935039,285,,5209935375,233,202,5209935037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121695,202,44,1,22,8,59as3grjvj19voay31j3yfgni,0,63.4,37.7,2024-09-14T16:23:06.444Z,2024-09-14T18:14:36Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5209935093,286,,5209935091,56,Center,5209935385,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121729,230,1,1,22,8,b3r6d8ydtmtjckam6pku9y400,0,33.5,62.3,2024-09-14T16:23:06.787Z,2024-09-14T21:01:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5209935291,140,51.1,5209935287,3,,5209935289,56,Center,5209935297,213,6.11,5209935295,212,18.8,5209935293,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121775,203,1,1,22,10,59as3grjvj19voay31j3yfgni,1,51.7,43.3,2024-09-14T16:23:08.563Z,2024-09-14T16:23:11Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5209935509,56,Center,5209935513,141,39.7,5209935521,213,6.08,5209935511,140,63.0,5209935517,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121793,204,3,1,22,12,59as3grjvj19voay31j3yfgni,1,67.5,47.7,2024-09-14T16:23:11.332Z,2024-09-14T19:24:45Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5209935623,56,Center,5209935625,286,,5210885737,464,,5209935659,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121797,231,45,1,22,12,b3r6d8ydtmtjckam6pku9y400,0,32.5,52.3,2024-09-14T16:23:11.332Z,2024-09-14T16:44:28Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5209935665,233,204,5209935641,56,Back,5209935645,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121851,232,83,1,22,13,b3r6d8ydtmtjckam6pku9y400,0,29.8,38.8,2024-09-14T16:23:11.579Z,2024-09-14T16:41:03Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5209938229,399,djlyi0ad4x1p0k4thn8n0axw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121849,205,43,1,22,14,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-14T16:23:12.579Z,2024-09-14T16:23:24Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5209936671,144,3,5209935845,233,232,5209935805,286,0,5209935803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121859,206,61,1,22,16,59as3grjvj19voay31j3yfgni,1,68.0,63.9,2024-09-14T16:23:14.436Z,2024-09-14T16:23:14Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5209935833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121939,207,1,1,22,18,59as3grjvj19voay31j3yfgni,0,71.0,70.0,2024-09-14T16:23:16.387Z,2024-09-14T16:23:19Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5209936213,141,34.3,5209936209,56,Center,5209936205,155,,5209936219,1,,5209936215,212,32.4,5209936217,213,5.44,5209936211,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121977,233,12,1,22,21,b3r6d8ydtmtjckam6pku9y400,1,8.2,64.5,2024-09-14T16:23:20.012Z,2024-09-14T16:41:05Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5209936363,212,9.1,5209936371,15,,5209936355,56,Back,5209936365,213,0.78,5209936359,140,14.4,5209936361,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720121991,234,1,1,22,23,b3r6d8ydtmtjckam6pku9y400,1,14.4,73.9,2024-09-14T16:23:21.763Z,2024-09-14T19:25:49Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5209936501,213,2.12,5209936499,212,12.3,5209936497,141,89.3,5209936495,140,8.3,5209936493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720122089,235,1,1,22,24,b3r6d8ydtmtjckam6pku9y400,1,8.3,89.3,2024-09-14T16:23:22.523Z,2024-09-14T16:41:08Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5209937059,56,Center,5209937069,1,,5209937061,140,57.7,5209937063,141,68.5,5209937065,212,53.8,5209937067,213,6.02,5209937057,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720122101,236,1,1,22,29,b3r6d8ydtmtjckam6pku9y400,1,57.7,68.5,2024-09-14T16:23:27.947Z,2024-09-14T16:23:28Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5209937129,140,51.2,5209937131,141,67.5,5209937135,213,3.24,5209937183,156,,5209937133,212,6.9,5209937127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720122161,238,1,1,22,31,b3r6d8ydtmtjckam6pku9y400,1,58.4,60.5,2024-09-14T16:23:29.963Z,2024-09-14T16:23:30Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5209937331,56,Center,5209937339,213,3.38,5209937337,212,2.6,5209937333,140,56.0,5209937335,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
