id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/16/value,qualifier/17/value,qualifier/18/value
2802173929,169,1,1,19,7,5rz9enoyknpg8ji78za5b82p0,0,66.3,4.3,2025-04-17T14:21:02.871Z,2025-04-17T14:21:06Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657819381,56,Center,5657819391,1,,5657819387,212,38.8,5657819389,213,0.38,5657819383,140,100.0,5657819385,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802173997,170,5,1,19,10,5rz9enoyknpg8ji78za5b82p0,0,101.1,25.7,2025-04-17T14:21:05.785Z,2025-04-17T14:26:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657819837,233,185,5657819805,346,,5657819803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174001,185,5,1,19,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.1,74.3,2025-04-17T14:21:05.785Z,2025-04-17T14:26:54Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5657819831,346,,5657819833,233,170,5657819829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174007,186,1,1,19,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.4,56.5,2025-04-17T14:21:26.016Z,2025-04-17T14:21:28Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657819881,237,,5657819869,56,Back,5657819873,141,49.8,5657819877,213,4.40,5657819875,212,4.8,5657819867,124,,5657819871,140,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174025,187,1,1,19,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.9,47.0,2025-04-17T14:21:28.440Z,2025-04-17T14:21:34Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5657820009,56,Center,5657820013,141,35.2,5657820019,1,,5657820011,140,60.6,5657820007,157,,5657820017,213,6.14,5657820015,212,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174023,171,44,1,19,38,5rz9enoyknpg8ji78za5b82p0,1,37.2,62.2,2025-04-17T14:21:33.304Z,2025-04-17T14:53:18Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657820585,233,190,5657820005,285,,5657820003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174071,190,44,1,19,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.8,37.8,2025-04-17T14:21:33.305Z,2025-04-17T14:53:18Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5657820279,56,Center,5657820591,233,171,5657820281,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174027,172,12,1,19,38,5rz9enoyknpg8ji78za5b82p0,1,42.3,57.8,2025-04-17T14:21:33.607Z,2025-04-17T14:21:51Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5657820457,15,,5657820031,212,23.2,5657820027,140,58.8,5657820033,213,5.56,5657820029,141,35.1,5657820025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174039,188,1,1,19,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.6,69.4,2025-04-17T14:21:35.128Z,2025-04-17T14:21:36Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5657820093,141,89.3,5657820091,140,52.6,5657820089,56,Left,5657820097,213,1.02,5657820095,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174053,189,1,1,19,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.7,90.2,2025-04-17T14:21:36.808Z,2025-04-17T14:21:40Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5657820161,212,17.7,5657820163,213,6.08,5657820157,140,72.2,5657820155,56,Left,5657820159,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174065,173,12,1,19,45,5rz9enoyknpg8ji78za5b82p0,1,21.8,18.8,2025-04-17T14:21:40.456Z,2025-04-17T14:21:43Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657820255,213,6.11,5657820253,212,47.1,5657820249,140,66.0,5657820247,56,Right,5657820251,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174095,191,1,1,19,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.4,76.7,2025-04-17T14:21:46.055Z,2025-04-17T14:21:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657820413,141,29.8,5657820409,56,Back,5657820417,213,4.78,5657820415,212,32.0,5657820411,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174113,192,1,1,19,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.1,24.5,2025-04-17T14:21:50.920Z,2025-04-17T14:21:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657820521,56,Right,5657820527,212,13.4,5657820525,141,6.0,5657820529,213,5.07,5657820523,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174125,193,1,1,19,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.7,4.3,2025-04-17T14:21:53.688Z,2025-04-17T14:21:57Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657820641,213,2.65,5657820639,212,17.1,5657820633,56,Right,5657820635,140,54.4,5657820637,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174145,194,1,1,20,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.7,14.9,2025-04-17T14:21:57.672Z,2025-04-17T14:22:00Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657820729,212,16.8,5657820723,56,Right,5657820731,213,5.92,5657820725,140,70.7,5657820727,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174153,195,1,1,20,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.3,5.5,2025-04-17T14:22:00.824Z,2025-04-17T14:22:03Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657820781,212,4.3,5657820779,141,4.8,5657820777,140,77.4,5657820775,56,Right,5657820783,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174159,196,1,1,20,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.3,4.8,2025-04-17T14:22:03.224Z,2025-04-17T14:22:04Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5657820801,56,Right,5657820805,141,9.0,5657820809,213,2.96,5657820803,140,61.4,5657820807,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174189,197,1,1,20,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.4,9.0,2025-04-17T14:22:04.776Z,2025-04-17T14:22:09Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657820963,56,Right,5657820969,212,7.7,5657820971,213,2.32,5657820965,140,56.4,5657820967,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174199,198,1,1,20,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.6,18.3,2025-04-17T14:22:09Z,2025-04-17T14:22:11Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657821035,140,86.6,5657821039,212,27.8,5657821033,56,Center,5657821037,141,31.6,5657821031,155,,5657821041,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174201,174,44,1,20,15,5rz9enoyknpg8ji78za5b82p0,1,15.2,64.2,2025-04-17T14:22:11.006Z,2025-04-17T14:53:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657821051,56,Back,5657822057,233,200,5657821053,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174357,200,44,1,20,15,9w3sjm5ml4sjr2v81oxzdrt8v,0,84.8,35.8,2025-04-17T14:22:11.007Z,2025-04-17T14:53:19Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5657822061,233,174,5657821889,56,Center,5657821891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174205,175,8,1,20,16,5rz9enoyknpg8ji78za5b82p0,1,15.5,62.4,2025-04-17T14:22:11.881Z,2025-04-17T17:42:31Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5658055665,14,,5657821085,56,Back,5657821087,15,,5658055833,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174211,176,43,1,20,18,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-17T14:22:13.176Z,2025-04-17T17:42:39Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5658056021,144,1,5657821111,56,Back,5657821115,141,51.2,5657821117,212,5.8,5657821109,3,0,5657821113,140,9.4,5657821119,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174213,177,52,1,20,18,5rz9enoyknpg8ji78za5b82p0,1,9.4,51.2,2025-04-17T14:22:14.040Z,2025-04-17T17:42:46Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5658056119,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174245,178,1,1,20,22,5rz9enoyknpg8ji78za5b82p0,1,12.9,48.7,2025-04-17T14:22:17.352Z,2025-04-17T14:22:19Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5657821295,123,,5657821301,141,17.7,5657821297,56,Back,5657821305,213,5.19,5657821299,140,23.2,5657821303,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174255,179,1,1,20,24,5rz9enoyknpg8ji78za5b82p0,1,23.2,17.7,2025-04-17T14:22:19.833Z,2025-04-17T14:22:21Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657821369,213,2.33,5657821365,141,36.1,5657821363,140,11.8,5657821367,212,17.3,5657821361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174259,180,1,1,20,26,5rz9enoyknpg8ji78za5b82p0,1,11.5,37.0,2025-04-17T14:22:21.512Z,2025-04-17T14:22:22Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657821389,213,2.50,5657821383,140,3.2,5657821385,141,46.6,5657821387,212,10.9,5657821381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174299,181,1,1,20,27,5rz9enoyknpg8ji78za5b82p0,1,3.7,48.5,2025-04-17T14:22:22.792Z,2025-04-17T14:22:28Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5657821571,56,Back,5657821577,212,26.9,5657821579,213,1.19,5657821573,140,13.3,5657821575,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174323,182,1,1,20,33,5rz9enoyknpg8ji78za5b82p0,1,19.1,92.3,2025-04-17T14:22:28.297Z,2025-04-17T14:22:30Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5657821695,56,Back,5657821697,140,40.7,5657821703,213,5.25,5657821699,141,36.7,5657821693,155,,5657821701,212,44.1,5657821705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174327,183,44,1,20,35,5rz9enoyknpg8ji78za5b82p0,1,39.0,34.9,2025-04-17T14:22:30.664Z,2025-04-17T14:53:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657821765,233,199,5657821723,56,Back,5657821725,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174333,199,44,1,20,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,61.0,65.1,2025-04-17T14:22:30.665Z,2025-04-17T14:53:19Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5657821749,286,,5657821783,233,183,5657821747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174347,184,1,1,20,35,5rz9enoyknpg8ji78za5b82p0,1,40.7,36.7,2025-04-17T14:22:30.744Z,2025-04-17T14:22:36Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657821841,3,,5657821845,56,Back,5657821847,140,45.5,5657821851,212,12.9,5657821853,213,5.11,5657821843,168,,5657821849,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174359,185,1,1,20,41,5rz9enoyknpg8ji78za5b82p0,1,59.4,23.3,2025-04-17T14:22:36.664Z,2025-04-17T14:22:38Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5657821901,213,1.49,5657821897,141,36.0,5657821895,140,60.1,5657821899,212,8.7,5657821893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174389,186,1,1,20,43,5rz9enoyknpg8ji78za5b82p0,1,62.9,31.0,2025-04-17T14:22:38.343Z,2025-04-17T14:22:44Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5657822069,141,10.7,5657822073,213,5.32,5657822065,56,Right,5657822067,140,72.1,5657822071,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174403,187,1,1,20,48,5rz9enoyknpg8ji78za5b82p0,1,70.1,23.9,2025-04-17T14:22:43.608Z,2025-04-17T14:22:47Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5657822123,212,5.8,5657822125,213,2.06,5657822119,140,67.5,5657822117,56,Center,5657822121,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174405,188,1,1,20,52,5rz9enoyknpg8ji78za5b82p0,1,71.5,49.6,2025-04-17T14:22:47.176Z,2025-04-17T14:22:48Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5657822141,141,52.8,5657822145,213,0.37,5657822143,212,6.0,5657822139,140,76.8,5657822137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174411,189,1,1,20,53,5rz9enoyknpg8ji78za5b82p0,1,74.8,46.3,2025-04-17T14:22:48.632Z,2025-04-17T14:22:51Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5657822171,56,Center,5657822177,212,12.6,5657822179,213,4.72,5657822173,140,74.9,5657822175,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174421,190,1,1,20,56,5rz9enoyknpg8ji78za5b82p0,1,76.4,24.9,2025-04-17T14:22:51.257Z,2025-04-17T17:43:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,1.0,,5657822253,213,0.96,5657822597,210,13,5658056745,224,,5657822251,212,24.6,5658056747,20,,5657822243,155,,5657822249,141,54.5,5657822241,2,,5657822247,140,89.8,5657822245,56,5657822601,154,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174423,191,13,1,20,57,5rz9enoyknpg8ji78za5b82p0,1,89.8,54.5,2025-04-17T14:22:52.944Z,2025-04-17T14:23:11Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5657822623,55,190,5657822629,103,6.9,5657822359,15,,5657822259,17,,5657822627,102,60.5,5657822621,154,,5657822257,22,,5657822619,29,,5657822363,328,,5657822631,230,5657822617,73,98.5,5657822261,56,Center,5657822633,231,,,51.3,,,,,,,,,,,,,,,,,,,,,,,,,
2802174435,192,5,1,20,59,5rz9enoyknpg8ji78za5b82p0,0,101.3,64.8,2025-04-17T14:22:54.745Z,2025-04-17T14:26:55Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5657822355,346,,5657822353,56,Center,5657822875,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174513,201,5,1,20,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.3,35.2,2025-04-17T14:22:54.745Z,2025-04-17T14:26:54Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5657822869,233,192,5657822863,346,,5657822861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174529,202,1,1,21,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.3,49.7,2025-04-17T14:23:16.776Z,2025-04-17T14:51:30Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5657822981,212,19.8,5657822979,141,77.5,5657822973,124,,5657822989,74,,5657822983,213,1.26,5657822977,140,10.0,5657823233,189,,5657822975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802178071,311,1,1,21,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.7,82.4,2025-04-17T14:23:17.142Z,2025-04-17T14:51:29Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657843807,1,,5657843805,213,5.78,5657843799,140,48.9,5657843801,141,50.2,5657843803,212,45.7,5657843885,157,,5657843797,56,Back,5657843917,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174531,203,50,1,21,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.0,48.3,2025-04-17T14:23:21.319Z,2025-04-17T14:43:37Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5657822991,56,Back,5657822999,233,193,5657822993,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174525,193,7,1,21,26,5rz9enoyknpg8ji78za5b82p0,0,53.0,51.7,2025-04-17T14:23:21.320Z,2025-04-17T17:43:35Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657822995,233,203,5657822955,285,,5657822953,56,Center,5658057069,178,,5658057067,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174535,194,43,1,21,27,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-17T14:23:22.481Z,2025-04-17T14:23:27Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657823113,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174541,204,4,1,21,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.7,48.3,2025-04-17T14:23:24.440Z,2025-04-17T14:33:10Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5657823085,295,,5657823087,56,Back,5657823093,233,195,5657823089,152,,5657823083,13,,5657823091,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174537,195,4,1,21,29,5rz9enoyknpg8ji78za5b82p0,0,52.3,51.7,2025-04-17T14:23:24.441Z,2025-04-17T14:33:10Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5657823053,285,,5657823049,56,Center,5657823135,233,204,5657823045,13,,5657823047,295,,5657823051,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174583,205,1,1,21,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.1,52.4,2025-04-17T14:23:33.496Z,2025-04-17T14:23:34Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5657823297,140,47.2,5657823305,213,3.79,5657823289,152,,5657823299,141,43.1,5657823293,56,Back,5657823303,212,10.4,5657823287,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174589,206,1,1,21,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.2,43.1,2025-04-17T14:23:34.584Z,2025-04-17T14:23:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657823343,141,30.3,5657823345,212,8.8,5657823347,213,4.87,5657823339,56,Back,5657823341,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174591,207,1,1,21,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.6,30.3,2025-04-17T14:23:36.072Z,2025-04-17T14:23:37Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657823359,141,40.8,5657823363,213,1.87,5657823361,212,7.5,5657823355,56,Back,5657823357,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174601,208,1,1,21,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.7,40.7,2025-04-17T14:23:37.048Z,2025-04-17T14:23:39Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657823443,141,27.1,5657823439,56,Back,5657823445,212,9.7,5657823447,213,5.03,5657823441,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174609,209,1,1,21,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.5,26.3,2025-04-17T14:23:39.448Z,2025-04-17T14:23:43Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657823491,213,2.09,5657823489,212,13.9,5657823483,56,Back,5657823485,140,46.9,5657823487,141,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174613,210,1,1,21,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.5,42.9,2025-04-17T14:23:43.016Z,2025-04-17T14:23:46Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657823513,212,17.1,5657823515,213,5.46,5657823511,141,24.4,5657823507,56,Center,5657823509,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174621,211,1,1,21,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.2,17.4,2025-04-17T14:23:46.136Z,2025-04-17T14:23:48Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657823571,56,Right,5657823575,141,5.1,5657823579,213,5.70,5657823573,140,73.4,5657823577,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174647,212,1,1,21,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.5,4.9,2025-04-17T14:23:48.199Z,2025-04-17T14:23:53Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657823707,56,Right,5657823709,140,59.3,5657823711,141,9.9,5657823713,212,15.3,5657823715,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174665,213,1,1,21,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.0,9.5,2025-04-17T14:23:53.752Z,2025-04-17T14:23:56Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657823819,140,71.1,5657823817,56,Right,5657823825,213,5.52,5657823823,212,4.5,5657823821,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174675,214,1,1,22,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.0,4.9,2025-04-17T14:23:55.959Z,2025-04-17T14:23:58Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5657823863,213,2.71,5657823859,141,22.7,5657823861,212,28.9,5657823857,140,45.0,5657823855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174705,215,1,1,22,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.7,28.0,2025-04-17T14:23:58.744Z,2025-04-17T14:24:03Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657823995,141,69.3,5657823997,212,29.3,5657824001,213,1.28,5657823991,140,53.6,5657823989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174715,216,1,1,22,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.7,61.5,2025-04-17T14:24:03.784Z,2025-04-17T14:24:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5657824059,212,9.5,5657824053,56,Center,5657824055,140,51.7,5657824057,141,47.9,5657824061,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174727,217,1,1,22,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.9,47.7,2025-04-17T14:24:05.544Z,2025-04-17T14:24:08Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5657824137,212,18.4,5657824139,213,4.97,5657824135,141,21.5,5657824133,140,56.4,5657824131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802174737,218,1,1,22,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.3,20.3,2025-04-17T14:24:08.743Z,2025-04-17T14:24:11Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5657824211,213,1.11,5657824207,141,50.3,5657824209,212,22.8,5657824203,56,Center,5657824205,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
