id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2800600849,203,1,1,18,9,ahnt9ejgwj58ul8auzdvi3czf,1,35.5,13.9,2025-04-13T12:18:17.189Z,2025-04-13T12:18:18Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649027691,140,48.9,5649027693,141,12.4,5649027689,56,Back,5649027699,213,6.21,5649027695,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600867,204,1,1,18,10,ahnt9ejgwj58ul8auzdvi3czf,1,47.5,12.4,2025-04-13T12:18:18.326Z,2025-04-13T12:18:19Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5649027793,141,14.9,5649027789,56,Back,5649027797,213,3.03,5649027795,212,15.9,5649027829,156,,5649027791,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600895,205,1,1,18,12,ahnt9ejgwj58ul8auzdvi3czf,1,31.4,15.1,2025-04-13T12:18:20.358Z,2025-04-13T12:18:22Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649027977,140,33.0,5649027979,141,28.6,5649027981,212,9.3,5649027975,56,Back,5649027983,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600925,206,1,1,18,14,ahnt9ejgwj58ul8auzdvi3czf,1,31.6,36.1,2025-04-13T12:18:21.926Z,2025-04-13T12:18:23Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649028107,140,45.1,5649028117,213,0.45,5649028115,212,15.7,5649028103,56,Back,5649028111,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600945,207,1,1,18,15,ahnt9ejgwj58ul8auzdvi3czf,1,45.1,44.5,2025-04-13T12:18:23.590Z,2025-04-13T12:18:24Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5649028207,213,3.64,5649028205,212,16.6,5649028201,140,31.2,5649028203,141,32.8,5649028199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600959,208,1,1,18,16,ahnt9ejgwj58ul8auzdvi3czf,1,31.2,32.8,2025-04-13T12:18:24.693Z,2025-04-13T12:18:26Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649028305,212,14.9,5649028307,213,5.34,5649028299,56,Back,5649028303,141,15.1,5649028301,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600999,209,1,1,18,18,ahnt9ejgwj58ul8auzdvi3czf,1,38.7,15.5,2025-04-13T12:18:26.165Z,2025-04-13T12:18:28Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5649028483,212,15.9,5649028467,56,Back,5649028479,141,28.1,5649028473,140,25.9,5649028489,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601017,210,1,1,18,20,ahnt9ejgwj58ul8auzdvi3czf,1,25.9,28.1,2025-04-13T12:18:28.502Z,2025-04-13T12:18:29Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649028599,56,Back,5649028603,141,30.7,5649028601,140,36.7,5649028605,212,11.5,5649028607,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601029,211,1,1,18,22,ahnt9ejgwj58ul8auzdvi3czf,1,36.7,30.5,2025-04-13T12:18:29.813Z,2025-04-13T12:18:30Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649028695,156,,5649028653,56,Back,5649028655,140,25.7,5649028657,141,21.7,5649028661,212,13.0,5649028665,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601131,212,1,1,18,24,ahnt9ejgwj58ul8auzdvi3czf,1,25.7,26.0,2025-04-13T12:18:32.022Z,2025-04-13T12:18:35Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649029153,56,Back,5649029157,141,10.9,5649029161,213,5.52,5649029159,212,14.9,5649029155,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601175,213,1,1,18,27,ahnt9ejgwj58ul8auzdvi3czf,1,26.2,8.6,2025-04-13T12:18:35.223Z,2025-04-13T12:18:37Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649029365,140,31.6,5649029367,141,22.4,5649029369,212,11.0,5649029363,56,Back,5649029371,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601297,214,1,1,18,29,ahnt9ejgwj58ul8auzdvi3czf,1,31.6,22.4,2025-04-13T12:18:37.142Z,2025-04-13T12:18:43Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649030011,1,,5649029997,157,,5649029999,56,Right,5649030003,141,14.8,5649030001,140,85.8,5649030005,212,57.1,5649030007,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601321,215,1,1,18,36,ahnt9ejgwj58ul8auzdvi3czf,0,91.5,16.1,2025-04-13T12:18:43.832Z,2025-04-13T16:10:33Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5650379627,386,,5649030113,213,2.12,5649030101,2,,5649030105,56,Center,5649030107,140,85.0,5649030109,141,32.6,5649030103,155,,5649030111,212,13.1,5650379631,20,,5650379623,225,,,,,,,,,,,,,,,,,,,,,,,,,
2800601409,193,50,1,18,39,cftj6g399tknheudaxsdpfdgb,1,14.2,70.1,2025-04-13T12:18:47.638Z,2025-04-13T16:10:47Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649206899,233,216,5649030587,56,Back,5649030589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601371,216,7,1,18,39,ahnt9ejgwj58ul8auzdvi3czf,0,85.8,29.9,2025-04-13T12:18:47.639Z,2025-04-13T16:10:46Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5650380665,178,,5649030397,286,,5649030395,56,Center,5649206677,233,193,5650380663,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601473,194,1,1,18,42,cftj6g399tknheudaxsdpfdgb,1,23.5,93.8,2025-04-13T12:18:50.591Z,2025-04-13T16:11:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649030983,56,Back,5649030985,140,45.3,5649030987,141,76.7,5649030989,212,25.7,5649030991,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800853145,913,83,1,18,43,ahnt9ejgwj58ul8auzdvi3czf,1,55.6,21.9,2025-04-13T12:18:51.552Z,2025-04-13T16:11:44Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5650385265,399,akxcr1xe62dyl5jmh3ataq13o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601557,195,1,1,18,45,cftj6g399tknheudaxsdpfdgb,1,46.4,77.5,2025-04-13T12:18:52.821Z,2025-04-13T12:18:58Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649031503,212,15.3,5649031495,56,Left,5649031507,213,0.62,5649031499,141,90.6,5649031497,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601573,196,1,1,18,51,cftj6g399tknheudaxsdpfdgb,0,85.6,71.7,2025-04-13T12:18:58.725Z,2025-04-13T12:18:59Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5649031623,212,5.9,5649031621,141,63.1,5649031619,140,85.0,5649031625,213,4.61,5649031617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601621,217,12,1,18,51,ahnt9ejgwj58ul8auzdvi3czf,1,12.6,31.0,2025-04-13T12:18:59.495Z,2025-04-13T16:12:27Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5649031903,56,Back,5649031911,141,21.7,5649031919,213,3.55,5649031907,140,0.0,5649031915,212,15.8,5649031987,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601585,197,6,1,18,52,cftj6g399tknheudaxsdpfdgb,1,95.5,72.6,2025-04-13T12:19:00.438Z,2025-04-13T12:37:15Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5649032101,233,218,5649031743,73,,5649031741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601629,218,6,1,18,52,ahnt9ejgwj58ul8auzdvi3czf,0,4.5,27.4,2025-04-13T12:19:00.438Z,2025-04-13T16:13:02Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5649032141,233,197,5649032075,56,Back,5649032077,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602463,198,1,1,19,51,cftj6g399tknheudaxsdpfdgb,0,99.5,99.5,2025-04-13T12:19:58.744Z,2025-04-13T16:12:36Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649036341,140,92.2,5649036347,213,4.49,5649036349,1,,5649036333,6,,5649036345,212,34.3,5649036337,223,,5649036339,56,Center,5649036343,141,50.4,5649036335,155,,5649036331,2,,5650389307,20,,,,,,,,,,,,,,,,,,,,,,
2800854739,914,44,1,19,51,ahnt9ejgwj58ul8auzdvi3czf,1,8.2,50.7,2025-04-13T12:19:59.628Z,2025-04-13T16:13:28Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5650393747,56,Back,5650393753,233,856,5650393751,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800854733,856,44,1,19,51,cftj6g399tknheudaxsdpfdgb,0,91.8,49.3,2025-04-13T12:19:59.629Z,2025-04-13T16:13:28Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5650393733,286,,5650393763,233,914,5650393731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602503,219,12,1,19,53,ahnt9ejgwj58ul8auzdvi3czf,1,9.1,50.1,2025-04-13T12:20:01.552Z,2025-04-13T16:13:38Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649036551,56,Back,5649036565,15,,5649036553,140,26.8,5649036559,213,0.32,5649036557,212,19.6,5649036555,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602555,199,1,1,19,55,cftj6g399tknheudaxsdpfdgb,1,74.1,39.3,2025-04-13T12:20:03.688Z,2025-04-13T16:13:47Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649036743,56,Center,5649036751,213,0.84,5649036741,3,,5649036745,140,82.9,5649036749,212,13.8,5649036747,141,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602641,200,1,1,19,58,cftj6g399tknheudaxsdpfdgb,1,82.2,53.6,2025-04-13T12:20:05.992Z,2025-04-13T16:13:56Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5649037153,141,91.2,5649037151,140,90.1,5650396011,155,,5649037157,213,1.26,5649037155,212,26.9,5649037149,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602675,201,1,1,20,3,cftj6g399tknheudaxsdpfdgb,1,92.9,87.1,2025-04-13T12:20:10.872Z,2025-04-13T16:14:03Z,195o7hchielt14ic49r3k06sq,Serginho,1.0,,5649037385,141,50.1,5650396541,224,,5649037389,213,4.67,5649037951,154,,5649037387,212,25.2,5649037949,210,13,5649037381,56,Center,5650396543,72,,5649037383,140,92.0,5649037379,155,,5649037377,2,,,,,,,,,,,,,,,,,,,,,,
2800602679,202,13,1,20,5,cftj6g399tknheudaxsdpfdgb,1,92.4,49.7,2025-04-13T12:20:13.448Z,2025-04-13T16:14:25Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649038545,214,,5649038003,103,58.3,5649038011,231,50.2,5649037993,29,,5649037725,25,,5649037403,56,Center,5650398499,85,,5649037737,328,,5649037731,15,,5649037401,17,,5649037995,154,5649038001,102,50.9,5649037997,55,201,5649038007,230,,,,,,,,,98.6,,,,,
2800602733,203,5,1,20,7,cftj6g399tknheudaxsdpfdgb,0,100.9,56.4,2025-04-13T12:20:14.889Z,2025-04-13T12:37:10Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649039337,233,220,5649037705,56,Center,5649037707,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602993,220,5,1,20,7,ahnt9ejgwj58ul8auzdvi3czf,1,-0.9,43.6,2025-04-13T12:20:14.889Z,2025-04-13T12:37:10Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649039305,233,203,5649039263,346,,5649039261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603029,221,1,1,20,33,ahnt9ejgwj58ul8auzdvi3czf,1,3.6,49.7,2025-04-13T12:20:41.530Z,2025-04-13T12:20:43Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649039451,237,,5649039433,124,,5649039445,212,16.0,5649039447,213,5.28,5649039435,56,Back,5649039443,141,29.8,5649039439,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603041,222,1,1,20,35,ahnt9ejgwj58ul8auzdvi3czf,1,11.7,32.8,2025-04-13T12:20:43.514Z,2025-04-13T12:20:44Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649039517,141,56.0,5649039525,213,1.60,5649039509,56,Back,5649039513,140,11.3,5649039521,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603073,223,1,1,20,36,ahnt9ejgwj58ul8auzdvi3czf,1,11.3,56.0,2025-04-13T12:20:44.714Z,2025-04-13T16:14:59Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649039701,140,16.1,5649039697,56,Back,5649039707,212,5.5,5649039709,213,0.40,5649039705,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603115,224,1,1,20,38,ahnt9ejgwj58ul8auzdvi3czf,1,15.8,58.7,2025-04-13T12:20:46.714Z,2025-04-13T12:20:48Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649039859,213,4.19,5649039857,212,14.7,5649039855,141,40.0,5649039851,56,Back,5649039853,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603171,225,1,1,20,40,ahnt9ejgwj58ul8auzdvi3czf,1,10.5,38.3,2025-04-13T12:20:48.618Z,2025-04-13T12:20:51Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649040149,213,5.43,5649040147,212,26.4,5649040145,141,9.1,5649040141,56,Back,5649040143,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603225,226,1,1,20,44,ahnt9ejgwj58ul8auzdvi3czf,1,24.9,8.8,2025-04-13T12:20:51.770Z,2025-04-13T12:20:54Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649040427,213,2.07,5649040419,56,Back,5649040425,212,15.4,5649040421,140,17.8,5649040423,141,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603241,227,1,1,20,46,ahnt9ejgwj58ul8auzdvi3czf,1,18.3,25.7,2025-04-13T12:20:54.394Z,2025-04-13T12:20:55Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649040535,212,19.4,5649040523,140,36.8,5649040539,213,6.25,5649040529,141,24.8,5649040519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603287,228,1,1,20,47,ahnt9ejgwj58ul8auzdvi3czf,1,34.8,21.5,2025-04-13T12:20:55.354Z,2025-04-13T12:20:57Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5649040733,140,19.8,5649040731,56,Back,5649040739,213,2.82,5649040737,212,16.6,5649040735,141,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603415,229,1,1,20,49,ahnt9ejgwj58ul8auzdvi3czf,1,19.9,29.3,2025-04-13T12:20:57.562Z,2025-04-13T12:21:03Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649041387,212,37.0,5649041397,1,,5649041371,140,29.7,5649041393,213,1.29,5649041365,56,Back,5649041379,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603467,230,1,1,20,55,ahnt9ejgwj58ul8auzdvi3czf,1,28.2,76.1,2025-04-13T12:21:03.707Z,2025-04-13T12:21:06Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5649041631,56,Back,5649041639,213,4.05,5649041637,212,17.5,5649041635,141,55.8,5649041633,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603547,231,1,1,20,58,ahnt9ejgwj58ul8auzdvi3czf,1,17.7,55.8,2025-04-13T12:21:06.506Z,2025-04-13T12:21:11Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649042053,141,37.0,5649042055,212,13.7,5649042049,56,Back,5649042057,213,5.08,5649042051,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603589,232,1,1,21,3,ahnt9ejgwj58ul8auzdvi3czf,1,22.7,41.5,2025-04-13T12:21:11.259Z,2025-04-13T12:21:14Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649042331,56,Back,5649042337,212,25.2,5649042339,213,5.04,5649042335,141,6.4,5649042333,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603631,233,1,1,21,6,ahnt9ejgwj58ul8auzdvi3czf,1,29.6,17.3,2025-04-13T12:21:13.739Z,2025-04-13T12:21:16Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5649042535,140,21.9,5649042537,141,31.7,5649042539,212,12.7,5649042541,213,2.26,5649042533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603655,234,1,1,21,8,ahnt9ejgwj58ul8auzdvi3czf,1,20.3,35.6,2025-04-13T12:21:16.395Z,2025-04-13T12:21:18Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5649042683,213,1.61,5649042675,56,Back,5649042681,212,28.0,5649042679,141,76.7,5649042677,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603691,235,1,1,21,11,ahnt9ejgwj58ul8auzdvi3czf,0,19.2,76.7,2025-04-13T12:21:18.779Z,2025-04-13T12:21:22Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5649042855,56,Back,5649042863,213,0.68,5649042857,140,37.7,5649042861,212,25.0,5649042859,141,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603679,204,8,1,21,13,cftj6g399tknheudaxsdpfdgb,1,67.6,8.2,2025-04-13T12:21:21.036Z,2025-04-13T16:15:26Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649042809,56,Right,5650404317,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603747,236,1,1,21,16,ahnt9ejgwj58ul8auzdvi3czf,1,10.2,95.4,2025-04-13T12:21:24.075Z,2025-04-13T12:21:26Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5649043173,212,21.4,5649043171,141,64.7,5649043167,56,Back,5649043169,140,5.9,5649043175,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603809,237,1,1,21,18,ahnt9ejgwj58ul8auzdvi3czf,0,5.7,65.0,2025-04-13T12:21:26.251Z,2025-04-13T12:21:29Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649043475,141,94.8,5649043481,213,1.93,5649043467,56,Back,5649043479,212,21.7,5649043471,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603847,205,6,1,21,21,cftj6g399tknheudaxsdpfdgb,1,93.4,4.8,2025-04-13T12:21:29.111Z,2025-04-13T16:15:52Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5649043861,75,,5649043859,56,Right,5649043869,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603815,238,6,1,21,21,ahnt9ejgwj58ul8auzdvi3czf,0,6.6,95.2,2025-04-13T12:21:29.111Z,2025-04-13T16:16:11Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5649043713,73,,5649043891,233,205,5649043707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604257,206,1,1,21,53,cftj6g399tknheudaxsdpfdgb,0,99.5,0.5,2025-04-13T12:22:00.908Z,2025-04-13T16:15:57Z,195o7hchielt14ic49r3k06sq,Serginho,,,5649046063,1,,5649046043,6,,5649046055,141,52.7,5649046049,56,Center,5649046047,224,,5649046061,213,1.83,5649046059,212,36.7,5649046045,155,,5649046041,2,,5649046051,140,90.5,5650407043,20,,,,,,,,,,,,,,,,,,,,,,
2800636289,475,44,1,21,54,ahnt9ejgwj58ul8auzdvi3czf,1,8.1,59.7,2025-04-13T12:22:02.723Z,2025-04-13T16:16:19Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649210833,233,436,5649210797,56,Back,5649210799,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636023,436,44,1,21,55,cftj6g399tknheudaxsdpfdgb,0,91.9,40.3,2025-04-13T12:22:02.724Z,2025-04-13T16:16:19Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5649209515,286,,5649210875,233,475,5649209513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604303,239,12,1,21,56,ahnt9ejgwj58ul8auzdvi3czf,1,8.1,59.3,2025-04-13T12:22:04.653Z,2025-04-13T16:16:25Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5649048129,140,40.6,5649048127,56,Back,5649048131,141,73.4,5649048135,212,35.4,5649048255,15,,5649048139,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604389,207,1,1,21,59,cftj6g399tknheudaxsdpfdgb,1,62.7,27.6,2025-04-13T12:22:06.907Z,2025-04-13T16:16:31Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5649046741,140,27.6,5649046759,1,,5649046747,212,43.0,5649046743,141,60.3,5649046739,56,Back,5649046753,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604431,208,1,1,22,4,cftj6g399tknheudaxsdpfdgb,1,29.3,61.1,2025-04-13T12:22:12.171Z,2025-04-13T12:22:14Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5649047025,140,45.6,5649047029,212,25.4,5649047027,141,88.7,5649047031,213,0.83,5649047023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604449,209,1,1,22,6,cftj6g399tknheudaxsdpfdgb,0,49.5,92.3,2025-04-13T12:22:14.716Z,2025-04-13T12:22:15Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5649047123,140,63.8,5649047129,213,5.74,5649047127,212,17.5,5649047125,141,79.1,5649047119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604463,240,8,1,22,7,ahnt9ejgwj58ul8auzdvi3czf,1,36.3,30.9,2025-04-13T12:22:15.428Z,2025-04-13T16:17:22Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5649047211,56,Back,5650410969,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604477,210,61,1,22,8,cftj6g399tknheudaxsdpfdgb,1,60.7,67.5,2025-04-13T12:22:15.852Z,2025-04-13T16:17:19Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5649047265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800858269,857,3,1,22,8,cftj6g399tknheudaxsdpfdgb,0,63.1,68.3,2025-04-13T12:22:16.512Z,2025-04-13T16:17:17Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5650412585,465,,5650412587,467,bplpqy3ierwlm12d1f3prue7e,5650412583,286,,5650412581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604491,211,4,1,22,12,cftj6g399tknheudaxsdpfdgb,1,62.0,64.0,2025-04-13T12:22:19.756Z,2025-04-13T12:51:28Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649047607,233,241,5649047411,56,Center,5649047415,265,,5649047417,286,,5649047413,152,,5649047409,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604519,241,4,1,22,12,ahnt9ejgwj58ul8auzdvi3czf,0,38.0,36.0,2025-04-13T12:22:19.757Z,2025-04-13T12:37:16Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5649047553,152,,5649047621,233,211,5649047551,56,Back,5649047555,265,,5649047549,13,,5649047557,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800636843,437,1,1,22,25,cftj6g399tknheudaxsdpfdgb,1,59.7,63.0,2025-04-13T12:22:32.724Z,2025-04-13T16:17:52Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5649213463,213,3.95,5649213453,152,,5649213553,189,,5649213455,56,Center,5649213461,212,13.3,5649213457,140,50.9,5649213459,141,48.9,5649213451,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800858643,858,1,1,22,26,cftj6g399tknheudaxsdpfdgb,1,51.8,47.6,2025-04-13T12:22:34.623Z,2025-04-13T16:17:53Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5650414803,56,Center,5650414811,213,1.50,5650414807,141,56.8,5650414809,212,6.3,5650414897,189,,5650414805,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
