id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/16/value
2814179035,218,1,1,23,20,c165yjiny1qnmfdvefxvflnkc,0,7.6,15.9,2025-05-12T17:23:45.373Z,2025-05-12T17:23:46Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5723914259,157,,5723914269,213,0.05,5723914271,1,,5723914263,140,45.8,5723914265,141,19.1,5723914267,212,40.2,5723914261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179065,207,1,1,23,22,anga7587r1zv4ey71ge9zxol3,1,56.6,72.1,2025-05-12T17:23:47.476Z,2025-05-12T17:23:48Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723914391,212,10.1,5723914387,140,65.1,5723914385,56,Center,5723914393,213,5.79,5723914389,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179095,208,1,1,23,23,anga7587r1zv4ey71ge9zxol3,1,65.1,65.0,2025-05-12T17:23:48.580Z,2025-05-12T17:23:50Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5723914579,212,6.4,5723914569,56,Center,5723914581,213,1.04,5723914577,141,73.1,5723914573,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179103,209,61,1,23,25,anga7587r1zv4ey71ge9zxol3,0,68.2,73.1,2025-05-12T17:23:50.203Z,2025-05-12T20:58:22Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723914629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179123,219,1,1,23,25,c165yjiny1qnmfdvefxvflnkc,0,36.3,36.0,2025-05-12T17:23:51.076Z,2025-05-12T17:23:53Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723914729,213,0.03,5723914723,140,57.8,5723914727,212,22.6,5723914725,141,37.1,5723914721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179175,210,12,1,23,28,anga7587r1zv4ey71ge9zxol3,1,36.7,66.7,2025-05-12T17:23:53.492Z,2025-05-12T17:23:56Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723914979,140,12.8,5723915009,167,,5723914983,212,52.6,5723914985,213,4.22,5723914981,141,0.0,5723914977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179181,211,5,1,23,30,anga7587r1zv4ey71ge9zxol3,0,16.8,-1.4,2025-05-12T17:23:55.950Z,2025-05-12T17:24:08Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723915443,233,220,5723915001,347,,5723914999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179251,220,5,1,23,30,c165yjiny1qnmfdvefxvflnkc,1,83.2,101.4,2025-05-12T17:23:55.950Z,2025-05-12T17:57:28Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5723915399,233,211,5723915393,56,Left,5723915395,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179637,221,1,1,24,14,c165yjiny1qnmfdvefxvflnkc,0,82.8,100.0,2025-05-12T17:24:40.046Z,2025-05-12T17:24:42Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723917473,140,91.6,5723917475,141,62.6,5723917477,212,28.3,5723917471,56,Center,5723917481,1,,5723917469,107,,5723917479,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179663,212,12,1,24,18,anga7587r1zv4ey71ge9zxol3,1,8.2,42.9,2025-05-12T17:24:43.558Z,2025-05-12T17:24:44Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5723917599,141,36.5,5723917629,15,,5723917601,212,8.5,5723917603,213,5.74,5723917595,56,Back,5723917597,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179707,222,1,1,24,20,c165yjiny1qnmfdvefxvflnkc,0,90.5,62.9,2025-05-12T17:24:46.047Z,2025-05-12T20:59:32Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5723917833,141,30.4,5723917837,213,4.37,5723917831,140,83.0,5723917835,212,23.5,5723917829,56,Center,5723917827,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179701,213,61,1,24,21,anga7587r1zv4ey71ge9zxol3,0,12.4,62.5,2025-05-12T17:24:47.005Z,2025-05-12T17:26:00Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5723917785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179733,223,1,1,24,24,c165yjiny1qnmfdvefxvflnkc,1,82.4,31.0,2025-05-12T17:24:49.462Z,2025-05-12T17:24:50Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5723917967,56,Center,5723917969,140,74.7,5723917973,212,8.1,5723917975,213,3.22,5723917971,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179793,224,1,1,24,25,c165yjiny1qnmfdvefxvflnkc,1,75.1,25.4,2025-05-12T17:24:50.559Z,2025-05-12T20:59:46Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,1.0,,5723918283,212,26.3,5723918273,2,,5723918277,56,Center,5724557155,20,,5723919595,210,13,5723918281,141,58.3,5723918285,213,1.02,5723918279,140,88.3,5723918275,155,,5724557153,224,,5723919597,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179809,225,44,1,24,26,c165yjiny1qnmfdvefxvflnkc,1,89.6,58.0,2025-05-12T17:24:51.276Z,2025-05-12T21:00:13Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5723918431,233,214,5723918403,286,,5723918401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179761,214,44,1,24,26,anga7587r1zv4ey71ge9zxol3,0,10.4,42.0,2025-05-12T17:24:51.277Z,2025-05-12T21:00:15Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5723918145,56,Back,5723918147,285,,5723918451,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179811,226,13,1,24,26,c165yjiny1qnmfdvefxvflnkc,1,89.3,58.3,2025-05-12T17:24:51.526Z,2025-05-12T21:00:26Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5724558281,74,,5723919405,15,,5723919617,55,224,5723919613,29,,5723919409,328,,5723919625,230,98.5,5723919621,102,45.5,5723918419,56,Center,5723918417,17,,5723919403,160,,5723919615,154,,5723919627,231,50.2,5723919623,103,,,,,,,,,,,,,,,,,,,,61.1,
2814180009,215,5,1,24,27,anga7587r1zv4ey71ge9zxol3,1,-1.4,62.6,2025-05-12T17:24:52.254Z,2025-05-12T21:00:18Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5723919537,56,Back,5723919539,346,,5723919565,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814179981,227,5,1,24,27,c165yjiny1qnmfdvefxvflnkc,0,101.4,37.4,2025-05-12T17:24:52.254Z,2025-05-12T21:00:18Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5723919381,346,,5723919589,233,215,5723919379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180123,216,1,1,25,0,anga7587r1zv4ey71ge9zxol3,1,4.8,39.0,2025-05-12T17:25:25.726Z,2025-05-12T17:25:30Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5723920187,1,,5723920181,141,4.6,5723920185,213,5.90,5723920179,140,59.9,5723920191,74,,5723920183,212,62.4,5723920175,124,,5723920177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180129,217,44,1,25,5,anga7587r1zv4ey71ge9zxol3,1,58.5,4.3,2025-05-12T17:25:30.478Z,2025-05-12T17:56:07Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5723920209,56,Right,5723920313,233,228,5723920211,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180159,228,44,1,25,5,c165yjiny1qnmfdvefxvflnkc,0,41.5,95.7,2025-05-12T17:25:30.479Z,2025-05-12T17:56:07Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723920307,285,,5723920305,56,Back,5723920327,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180143,218,1,1,25,5,anga7587r1zv4ey71ge9zxol3,0,59.9,4.6,2025-05-12T17:25:30.815Z,2025-05-12T17:25:31Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5723920261,3,,5723920265,56,Right,5723920267,140,70.1,5723920263,168,,5723920269,141,0.0,5723920273,213,5.90,5723920271,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180153,219,5,1,25,6,anga7587r1zv4ey71ge9zxol3,0,66.0,-1.5,2025-05-12T17:25:31.302Z,2025-05-12T17:57:29Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5723920295,347,,5723920757,233,229,5723920293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180253,229,5,1,25,6,c165yjiny1qnmfdvefxvflnkc,1,34.0,101.5,2025-05-12T17:25:31.302Z,2025-05-12T17:57:29Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723920753,233,219,5723920749,56,Back,5723920751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180279,230,1,1,25,15,c165yjiny1qnmfdvefxvflnkc,1,43.9,100.0,2025-05-12T17:25:40.503Z,2025-05-12T21:15:13Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723921019,212,27.4,5723921023,1,,5723921021,213,5.81,5723921013,56,Left,5723921017,141,83.8,5723921011,107,,5723921015,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180283,231,61,1,25,19,c165yjiny1qnmfdvefxvflnkc,0,66.5,85.9,2025-05-12T17:25:44.200Z,2025-05-12T17:25:44Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5723921037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180309,220,1,1,25,19,anga7587r1zv4ey71ge9zxol3,0,25.1,25.4,2025-05-12T17:25:45.063Z,2025-05-12T21:15:20Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723921163,140,44.4,5723921165,141,20.0,5723921167,212,20.6,5723921161,56,Back,5723921171,1,,5723921159,157,,5723921169,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180331,221,4,1,25,20,anga7587r1zv4ey71ge9zxol3,1,45.0,19.2,2025-05-12T17:25:46.023Z,2025-05-12T21:15:24Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5723921371,233,232,5723921359,294,,5723921363,152,,5723921357,13,,5723921361,56,Back,5723921365,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180327,232,4,1,25,20,c165yjiny1qnmfdvefxvflnkc,0,55.0,80.8,2025-05-12T17:25:46.024Z,2025-05-12T21:15:23Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5723921355,285,,5723921405,233,221,5723921351,56,Left,5723921353,152,,5723921349,294,,5723921347,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180801,222,1,1,26,4,anga7587r1zv4ey71ge9zxol3,0,45.0,21.9,2025-05-12T17:26:29.809Z,2025-05-12T17:26:33Z,8ynqwlysks0dvn46ja7zq5vit,A. Andersson,,,5723923971,1,,5723923969,213,6.20,5723923959,152,,5723923965,141,16.6,5723923967,212,45.7,5723923961,56,Right,5723923963,140,88.4,5723923957,155,,5723923955,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180807,233,12,1,26,8,c165yjiny1qnmfdvefxvflnkc,1,17.1,86.2,2025-05-12T17:26:33.240Z,2025-05-12T17:26:36Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5723923997,212,14.0,5723923991,56,Back,5723923995,141,89.7,5723923993,140,30.2,5723923999,213,0.17,5723924001,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180839,234,1,1,26,10,c165yjiny1qnmfdvefxvflnkc,0,28.5,88.7,2025-05-12T17:26:35.913Z,2025-05-12T17:26:37Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5723924159,141,67.2,5723924155,56,Back,5723924157,140,36.2,5723924163,213,5.22,5723924153,157,,5723924165,1,,5723924161,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180853,223,1,1,26,11,anga7587r1zv4ey71ge9zxol3,0,70.0,33.5,2025-05-12T17:26:36.792Z,2025-05-12T17:26:38Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723924235,213,4.87,5723924229,141,14.5,5723924233,212,13.1,5723924221,3,,5723924225,140,72.0,5723924223,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180889,235,1,1,26,14,c165yjiny1qnmfdvefxvflnkc,1,31.0,78.4,2025-05-12T17:26:39.144Z,2025-05-12T17:26:41Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5723924409,140,30.5,5723924415,213,4.64,5723924411,141,67.8,5723924413,212,7.2,5723924407,56,Back,5723924405,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180899,236,1,1,26,16,c165yjiny1qnmfdvefxvflnkc,0,30.5,67.0,2025-05-12T17:26:41.184Z,2025-05-12T17:26:41Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723924443,140,34.7,5723924445,141,53.7,5723924447,212,10.1,5723924441,56,Back,5723924439,3,,5723924449,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180933,224,1,1,26,18,anga7587r1zv4ey71ge9zxol3,0,66.9,40.8,2025-05-12T17:26:43.329Z,2025-05-12T17:26:44Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5723924657,141,43.5,5723924663,1,,5723924651,157,,5723924655,140,91.9,5723924661,213,0.07,5723924653,56,Center,5723924659,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181107,238,1,1,26,32,c165yjiny1qnmfdvefxvflnkc,0,13.2,45.1,2025-05-12T17:26:57.602Z,2025-05-12T17:27:02Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5723925719,213,6.26,5723925709,155,,5723925721,1,,5723925715,141,43.6,5723925711,56,Center,5723925717,212,39.8,5723925713,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181195,229,44,1,26,35,anga7587r1zv4ey71ge9zxol3,1,43.0,55.8,2025-05-12T17:27:00.337Z,2025-05-12T17:27:14Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723926357,285,,5723926355,56,Back,5723926359,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181113,239,44,1,26,35,c165yjiny1qnmfdvefxvflnkc,0,57.0,44.2,2025-05-12T17:27:00.338Z,2025-05-12T17:27:39Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5723926391,233,229,5723925741,286,,5723925739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181111,225,61,1,26,35,anga7587r1zv4ey71ge9zxol3,1,44.9,59.2,2025-05-12T17:27:01.100Z,2025-05-12T21:54:32Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5723925737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181139,226,1,1,26,37,anga7587r1zv4ey71ge9zxol3,1,33.1,60.7,2025-05-12T17:27:03.089Z,2025-05-12T17:27:05Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723925923,212,25.8,5723925921,141,55.0,5723925925,213,3.29,5723925917,56,Back,5723925919,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181165,228,1,1,26,40,anga7587r1zv4ey71ge9zxol3,0,8.8,55.0,2025-05-12T17:27:05.554Z,2025-05-12T17:27:07Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5723926139,141,85.9,5723926143,213,0.79,5723926137,140,28.8,5723926135,56,Back,5723926141,212,29.7,5723926133,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181201,240,8,1,26,45,c165yjiny1qnmfdvefxvflnkc,1,63.8,13.5,2025-05-12T17:27:10.257Z,2025-05-12T21:16:39Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5723926373,56,Right,5724579457,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181289,242,1,1,26,49,c165yjiny1qnmfdvefxvflnkc,0,82.6,10.4,2025-05-12T17:27:14.481Z,2025-05-12T21:16:51Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5723926941,1,,5724579637,223,,5723926927,155,,5723926939,213,1.23,5723926925,2,,5723926933,140,96.3,5724579639,72,,5723926931,56,Center,5723926935,141,70.9,5723926937,212,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181285,230,52,1,26,54,anga7587r1zv4ey71ge9zxol3,1,2.8,28.1,2025-05-12T17:27:19.722Z,2025-05-12T21:16:58Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5724579753,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181649,232,1,1,27,25,anga7587r1zv4ey71ge9zxol3,0,26.1,19.8,2025-05-12T17:27:50.803Z,2025-05-12T17:27:55Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5723929083,157,,5723929097,212,42.7,5723929095,141,26.1,5723929091,56,Center,5723929087,198,,5723929093,140,66.6,5723929101,1,,5723929099,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181653,243,8,1,27,29,c165yjiny1qnmfdvefxvflnkc,1,17.4,71.5,2025-05-12T17:27:54.914Z,2025-05-12T21:17:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5723929117,56,Back,5724579911,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181675,233,61,1,27,31,anga7587r1zv4ey71ge9zxol3,1,66.0,27.9,2025-05-12T17:27:56.547Z,2025-05-12T21:17:23Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5723929241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181687,234,1,1,27,32,anga7587r1zv4ey71ge9zxol3,1,68.9,23.3,2025-05-12T17:27:57.347Z,2025-05-12T21:17:32Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5723929299,213,0.53,5724580183,155,,5723929291,56,Center,5723929295,141,30.3,5723929297,212,9.4,5723929293,140,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181719,235,1,1,27,33,anga7587r1zv4ey71ge9zxol3,1,76.2,32.6,2025-05-12T17:27:58.275Z,2025-05-12T17:28:01Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5723929481,212,16.6,5723929483,213,4.57,5723929479,141,8.4,5723929477,140,74.0,5723929475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181731,236,1,1,27,36,anga7587r1zv4ey71ge9zxol3,0,79.0,6.7,2025-05-12T17:28:01.619Z,2025-05-12T21:17:42Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5723929551,212,35.8,5723929555,1,,5723929553,213,1.19,5723929549,141,55.6,5723929543,155,,5724580393,20,,5723929545,56,Center,5723929547,140,91.7,5723929541,2,,5724580391,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181741,244,12,1,27,37,c165yjiny1qnmfdvefxvflnkc,1,8.1,50.0,2025-05-12T17:28:02.715Z,2025-05-12T17:28:07Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5723929599,141,37.3,5723929631,15,,5723929595,56,Back,5723929597,140,11.9,5723929603,213,5.15,5723929601,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181779,237,1,1,27,38,anga7587r1zv4ey71ge9zxol3,1,85.1,67.7,2025-05-12T17:28:03.635Z,2025-05-12T21:18:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5723929839,212,11.0,5723929841,213,3.99,5723929833,56,Center,5723929835,140,78.2,5723929837,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181783,238,61,1,27,39,anga7587r1zv4ey71ge9zxol3,0,77.1,55.8,2025-05-12T17:28:04.403Z,2025-05-12T21:18:02Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5723929861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181825,245,3,1,27,41,c165yjiny1qnmfdvefxvflnkc,0,23.3,42.4,2025-05-12T17:28:06.144Z,2025-05-12T21:50:24Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5723930049,56,Back,5724611391,233,1041,5724580999,465,,5724580823,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814295873,1041,7,1,27,41,anga7587r1zv4ey71ge9zxol3,1,76.7,57.6,2025-05-12T17:28:06.145Z,2025-05-12T21:50:24Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5724580951,384,,5724580949,286,,5724580953,389,,5724611387,233,245,5724580947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181811,239,1,1,27,42,anga7587r1zv4ey71ge9zxol3,1,76.1,76.5,2025-05-12T17:28:07.771Z,2025-05-12T17:28:09Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5723930009,140,65.8,5723930011,141,75.3,5723930015,213,3.22,5723930007,56,Center,5723930013,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181833,240,1,1,27,44,anga7587r1zv4ey71ge9zxol3,1,67.1,76.5,2025-05-12T17:28:09.203Z,2025-05-12T17:28:10Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5723930119,140,75.4,5723930117,56,Center,5723930125,213,0.01,5723930121,141,76.6,5723930123,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181847,241,1,1,27,45,anga7587r1zv4ey71ge9zxol3,1,75.4,76.6,2025-05-12T17:28:10.323Z,2025-05-12T21:18:41Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5723930191,140,77.6,5723930197,212,11.5,5723930193,141,60.0,5723930187,56,Center,5723930199,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814295971,1042,1,1,27,45,anga7587r1zv4ey71ge9zxol3,0,75.2,56.2,2025-05-12T17:28:10.712Z,2025-05-12T21:50:32Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5724581777,140,75.8,5724581781,212,1.3,5724611459,233,246,5724581783,213,1.07,5724581779,141,57.9,5724581577,56,Center,5724581843,286,,5724581841,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181877,246,74,1,27,45,c165yjiny1qnmfdvefxvflnkc,1,21.7,40.7,2025-05-12T17:28:10.713Z,2025-05-12T21:50:32Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5724611477,233,1042,5724581445,285,,5723930343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814181971,248,1,1,27,52,c165yjiny1qnmfdvefxvflnkc,1,34.6,51.2,2025-05-12T17:28:17.787Z,2025-05-12T17:28:26Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723930907,213,1.44,5723930905,212,15.8,5723930901,140,36.6,5723930903,141,74.2,5723930899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814182015,249,1,1,28,1,c165yjiny1qnmfdvefxvflnkc,1,70.7,81.2,2025-05-12T17:28:26.851Z,2025-05-12T17:28:30Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5723931119,141,72.3,5723931117,140,68.2,5723931115,56,Center,5723931121,212,6.6,5723931123,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814182023,250,1,1,28,5,c165yjiny1qnmfdvefxvflnkc,1,70.2,70.9,2025-05-12T17:28:30.635Z,2025-05-12T17:28:32Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5723931161,141,79.0,5723931165,213,1.55,5723931157,56,Left,5723931163,212,5.5,5723931159,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
