id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/17/value
2710573115,152,1,1,11,34,9qsmopgutr7ut5g6workk8w4i,1,57.8,48.4,2024-08-18T16:14:07.262Z,2024-08-18T16:14:09Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5157466711,140,66.0,5157466713,141,46.4,5157466717,213,6.13,5157466715,212,8.7,5157466709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573153,153,1,1,11,36,9qsmopgutr7ut5g6workk8w4i,1,66.0,46.3,2024-08-18T16:14:09.102Z,2024-08-18T16:14:10Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157466905,212,7.8,5157466909,213,4.64,5157466901,141,34.9,5157466897,140,65.5,5157466895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573205,154,1,1,11,37,9qsmopgutr7ut5g6workk8w4i,1,65.5,34.9,2024-08-18T16:14:10.510Z,2024-08-18T16:14:12Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157467175,141,4.9,5157467167,56,Right,5157467171,140,77.0,5157467179,212,23.7,5157467183,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573235,155,1,1,11,39,9qsmopgutr7ut5g6workk8w4i,1,77.4,4.7,2024-08-18T16:14:12.862Z,2024-08-18T18:52:09Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,1.0,,5157467383,212,26.9,5158215751,20,,5157467379,140,86.7,5157472843,154,,5157467371,2,,5157472841,210,15,5157467377,56,Center,5158215749,224,,5157467381,141,41.5,5157467385,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573277,156,15,1,11,42,9qsmopgutr7ut5g6workk8w4i,1,85.0,46.6,2024-08-18T16:14:15.535Z,2024-08-18T18:52:27Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5157472875,154,,5157472877,55,155,5157472925,233,72,5157472887,146,85.9,5157472885,328,,5157472891,230,98.0,5157472889,147,46.6,5157472883,103,11.1,5157472065,82,,5157467563,56,Center,5157472873,29,,5157467561,17,,5157472881,102,46.9,5157472061,20,,5157472895,231,48.7,5157467559,22,5158217363,80,,,,,,,,,,,,,
2710573301,72,10,1,11,42,36g6ifzjliec1jqnbtf7yesme,1,11.5,57.2,2024-08-18T16:14:15.635Z,2024-08-18T16:14:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157467669,94,,5157472961,233,156,5157467671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573445,73,12,1,11,44,36g6ifzjliec1jqnbtf7yesme,1,15.0,53.5,2024-08-18T16:14:17.489Z,2024-08-18T16:14:22Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157468441,212,8.3,5157468437,140,22.9,5157468435,56,Back,5157468443,213,0.02,5157468439,141,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573461,157,1,1,11,45,9qsmopgutr7ut5g6workk8w4i,1,77.4,50.9,2024-08-18T16:14:18.478Z,2024-08-18T16:15:25Z,etz3rjq7chhaomst5u28nnff9,D. Wass,1.0,,5157468513,212,4.8,5157468507,56,Center,5157468511,141,46.1,5157475785,210,15,5157468509,140,80.7,5157468515,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573475,158,15,1,11,47,9qsmopgutr7ut5g6workk8w4i,1,81.6,46.8,2024-08-18T16:14:20.038Z,2024-08-18T18:52:52Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157475151,72,,5157475855,147,46.9,5157475155,82,,5157475857,230,97.1,5157475841,29,,5158219511,77,,5157475847,102,54.6,5157468585,18,,5157475849,103,20.8,5157468589,56,Center,5157475889,233,74,5157475843,55,157,5157468583,22,,5157475853,146,83.0,5157475859,231,48.4,,,,,,,,,,,,,,,,,
2710573451,74,10,1,11,47,36g6ifzjliec1jqnbtf7yesme,1,16.6,53.6,2024-08-18T16:14:20.138Z,2024-08-18T18:52:53Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157468473,56,Back,5157475917,233,158,5157468471,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573529,75,6,1,11,50,36g6ifzjliec1jqnbtf7yesme,0,16.4,53.6,2024-08-18T16:14:23.086Z,2024-08-18T18:53:05Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157468967,56,Back,5157469039,233,159,5157468969,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710573487,159,6,1,11,50,9qsmopgutr7ut5g6workk8w4i,1,83.6,46.4,2024-08-18T16:14:23.086Z,2024-08-18T16:24:45Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157468693,56,Center,5157469031,233,75,5157468695,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710574381,160,1,1,12,27,9qsmopgutr7ut5g6workk8w4i,0,99.5,99.5,2024-08-18T16:15:00.078Z,2024-08-18T18:53:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157473561,2,,5157473571,140,91.7,5157473567,223,,5157473575,212,33.3,5157473565,155,,5157473577,213,4.46,5157473569,56,Center,5157473573,141,52.1,5157473563,6,,5157473579,1,,5158220393,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710574405,76,12,1,12,30,36g6ifzjliec1jqnbtf7yesme,1,9.0,46.0,2024-08-18T16:15:03.744Z,2024-08-18T16:15:07Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157473703,15,,5157473689,141,83.1,5157473691,212,27.4,5157473685,56,Back,5157473687,140,0.0,5157473693,213,1.97,5157473755,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710574419,77,6,1,12,33,36g6ifzjliec1jqnbtf7yesme,0,2.4,69.9,2024-08-18T16:15:06.510Z,2024-08-18T18:53:21Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157473981,233,161,5157473877,73,,5157473875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710574413,161,6,1,12,33,9qsmopgutr7ut5g6workk8w4i,1,97.6,30.1,2024-08-18T16:15:06.510Z,2024-08-18T16:24:46Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157473923,233,77,5157473827,75,,5157473825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575077,162,1,1,13,2,9qsmopgutr7ut5g6workk8w4i,0,99.5,0.5,2024-08-18T16:15:35.150Z,2024-08-18T18:53:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157477415,56,Center,5157477423,213,1.70,5157477409,6,,5157477417,140,95.7,5158222535,20,,5157477411,155,,5157477421,212,31.8,5157477413,224,,5157477407,2,,5157477419,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575105,78,12,1,13,4,36g6ifzjliec1jqnbtf7yesme,1,2.3,63.0,2024-08-18T16:15:37.216Z,2024-08-18T16:15:39Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5157477693,15,,5157477611,141,75.6,5157477607,56,Back,5157477613,212,21.0,5157477615,213,0.42,5157477609,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575189,163,1,1,13,6,9qsmopgutr7ut5g6workk8w4i,1,80.5,28.6,2024-08-18T16:15:39.390Z,2024-08-18T16:15:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157478053,140,85.1,5157478061,213,5.07,5157478051,56,Right,5157478055,141,9.5,5157478057,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575211,164,1,1,13,9,9qsmopgutr7ut5g6workk8w4i,1,84.9,9.4,2024-08-18T16:15:42.734Z,2024-08-18T16:15:43Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157478197,212,5.0,5157478195,141,16.7,5157478191,56,Right,5157478199,213,1.74,5157478193,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575241,165,1,1,13,10,9qsmopgutr7ut5g6workk8w4i,1,84.1,16.7,2024-08-18T16:15:43.421Z,2024-08-18T16:15:44Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157478369,213,5.45,5157478363,140,89.7,5157478367,212,8.8,5157478365,141,7.1,5157478361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575309,166,1,1,13,11,9qsmopgutr7ut5g6workk8w4i,1,89.8,7.4,2024-08-18T16:15:44.606Z,2024-08-18T16:15:48Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157478711,140,86.7,5157478707,56,Center,5157478713,141,22.8,5157478717,213,1.87,5157478715,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575323,167,1,1,13,14,9qsmopgutr7ut5g6workk8w4i,1,80.9,25.6,2024-08-18T16:15:47.854Z,2024-08-18T16:15:48Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157478747,140,75.9,5157478745,56,Center,5157478753,213,2.59,5157478749,141,30.4,5157478751,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575359,168,1,1,13,15,9qsmopgutr7ut5g6workk8w4i,1,75.9,30.4,2024-08-18T16:15:48.462Z,2024-08-18T16:15:50Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157478945,141,21.8,5157478937,56,Center,5157478941,140,70.5,5157478949,212,8.1,5157478953,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575415,169,1,1,13,17,9qsmopgutr7ut5g6workk8w4i,1,70.6,22.1,2024-08-18T16:15:50.254Z,2024-08-18T16:15:53Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157479301,140,69.0,5157479303,141,38.8,5157479299,56,Center,5157479307,213,1.72,5157479305,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575591,170,1,1,13,20,9qsmopgutr7ut5g6workk8w4i,1,68.7,39.4,2024-08-18T16:15:52.990Z,2024-08-18T16:16:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157480247,56,Center,5157480259,212,19.2,5157480265,213,1.36,5157480255,141,67.0,5157480249,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575647,171,1,1,13,27,9qsmopgutr7ut5g6workk8w4i,1,74.5,85.3,2024-08-18T16:16:00.206Z,2024-08-18T16:16:02Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5157480587,141,84.2,5157480583,140,64.9,5157480595,213,3.22,5157480577,56,Left,5157480591,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575705,172,1,1,13,29,9qsmopgutr7ut5g6workk8w4i,1,65.1,83.0,2024-08-18T16:16:02.686Z,2024-08-18T16:16:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5157480879,141,5.0,5157480873,196,,5157480881,212,54.4,5157480885,1,,5157480883,213,4.94,5157480871,155,,5157480877,140,76.7,5157480875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575729,173,1,1,13,32,9qsmopgutr7ut5g6workk8w4i,0,76.7,5.0,2024-08-18T16:16:05.661Z,2024-08-18T16:16:06Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157481017,140,74.1,5157481023,213,2.03,5157481009,3,,5157481021,212,6.2,5157481019,141,13.2,5157481013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710705759,752,3,1,13,34,36g6ifzjliec1jqnbtf7yesme,0,29.5,84.7,2024-08-18T16:16:07.409Z,2024-08-18T18:54:01Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5158225837,56,Back,5158225843,464,,5158225839,285,,5158225845,467,hsobzlp177f9755mpsi7szmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575771,79,4,1,13,36,36g6ifzjliec1jqnbtf7yesme,1,29.0,87.8,2024-08-18T16:16:08.925Z,2024-08-18T16:17:04Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157487953,152,,5157481253,56,Back,5157481255,285,,5157487949,13,,5157487957,265,,5157487965,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575777,174,4,1,13,36,9qsmopgutr7ut5g6workk8w4i,0,71.0,12.2,2024-08-18T16:16:08.926Z,2024-08-18T16:17:05Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157484727,152,,5157484733,265,,5157487995,233,79,5157484725,13,,5157481271,56,Right,5157481273,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710575843,175,43,1,13,36,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-18T16:16:09.806Z,2024-08-18T16:16:38Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5157481671,347,0,5157484889,144,5,5157483235,233,80,5157481669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576119,80,43,1,13,37,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-18T16:16:10.783Z,2024-08-18T16:16:59Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5157483161,347,0,5157487265,144,5,5157483159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576341,81,1,1,14,0,36g6ifzjliec1jqnbtf7yesme,1,34.9,96.2,2024-08-18T16:16:32.976Z,2024-08-18T16:17:41Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157492695,152,,5157484373,212,19.8,5157484369,141,76.6,5157492691,5,,5157484361,56,Back,5157484365,140,21.0,5157484375,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576499,82,1,1,14,1,36g6ifzjliec1jqnbtf7yesme,1,21.0,75.6,2024-08-18T16:16:34.272Z,2024-08-18T16:16:41Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5157485201,140,18.2,5157485203,141,50.4,5157485199,56,Back,5157485207,213,4.54,5157485205,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576617,83,1,1,14,8,36g6ifzjliec1jqnbtf7yesme,1,23.8,31.9,2024-08-18T16:16:41.280Z,2024-08-18T16:16:45Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157485799,140,8.9,5157485803,212,18.3,5157485805,213,2.60,5157485797,56,Back,5157485801,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576671,84,1,1,14,12,36g6ifzjliec1jqnbtf7yesme,1,10.3,48.9,2024-08-18T16:16:45.696Z,2024-08-18T16:16:49Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5157486149,212,21.4,5157486151,213,5.34,5157486143,56,Back,5157486147,141,23.5,5157486145,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576735,85,1,1,14,16,36g6ifzjliec1jqnbtf7yesme,1,24.7,21.1,2024-08-18T16:16:49.152Z,2024-08-18T16:16:51Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5157486483,140,65.7,5157486489,213,6.08,5157486491,1,,5157486479,155,,5157486481,56,Right,5157486485,141,7.9,5157486487,212,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576823,86,1,1,14,18,36g6ifzjliec1jqnbtf7yesme,1,67.8,7.5,2024-08-18T16:16:51.775Z,2024-08-18T16:16:56Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5157486953,140,62.5,5157486963,213,2.23,5157486947,3,,5157486961,212,9.1,5157486951,56,Right,5157486957,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576831,87,1,1,14,23,36g6ifzjliec1jqnbtf7yesme,0,68.5,11.1,2024-08-18T16:16:56.640Z,2024-08-18T16:16:57Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157487081,286,,5157487003,140,65.4,5157487073,236,,5157487009,213,2.80,5157487001,56,Right,5157487075,233,176,5157487005,141,12.8,5157487007,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576847,176,74,1,14,23,9qsmopgutr7ut5g6workk8w4i,1,31.1,86.6,2024-08-18T16:16:56.641Z,2024-08-18T16:24:40Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157487057,56,Back,5157487083,233,87,5157487059,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577003,88,5,1,14,24,36g6ifzjliec1jqnbtf7yesme,1,67.0,-1.8,2024-08-18T16:16:57.423Z,2024-08-18T16:24:25Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157488059,233,177,5157487945,56,Right,5157487947,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710576875,177,5,1,14,24,9qsmopgutr7ut5g6workk8w4i,0,33.0,101.8,2024-08-18T16:16:57.423Z,2024-08-18T16:24:25Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157487205,56,Back,5157487213,347,,5157488091,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577057,89,1,1,14,32,36g6ifzjliec1jqnbtf7yesme,1,76.8,0.0,2024-08-18T16:17:05.871Z,2024-08-18T16:17:06Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157488235,56,Right,5157488243,213,2.19,5157488237,140,72.2,5157488233,107,,5157488239,141,8.0,5157488241,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577075,90,1,1,14,33,36g6ifzjliec1jqnbtf7yesme,1,72.2,8.0,2024-08-18T16:17:06.543Z,2024-08-18T16:17:07Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157488363,141,1.7,5157488369,212,4.3,5157488371,213,4.83,5157488351,56,Right,5157488357,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577115,91,1,1,14,34,36g6ifzjliec1jqnbtf7yesme,1,72.7,1.7000000000000002,2024-08-18T16:17:07.440Z,2024-08-18T16:17:09Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157488577,141,10.3,5157488573,140,72.2,5157488583,213,1.66,5157488579,212,5.9,5157488571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577123,92,61,1,14,36,36g6ifzjliec1jqnbtf7yesme,1,74.6,10.1,2024-08-18T16:17:09.408Z,2024-08-18T16:17:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5157488613,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577191,93,1,1,14,38,36g6ifzjliec1jqnbtf7yesme,1,88.5,12.5,2024-08-18T16:17:11.167Z,2024-08-18T16:17:13Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5157489023,212,9.9,5157489017,56,Right,5157489021,141,14.9,5157489025,213,0.17,5157489019,140,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577249,94,1,1,14,40,36g6ifzjliec1jqnbtf7yesme,1,97.8,14.9,2024-08-18T16:17:13.056Z,2024-08-18T18:54:57Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,1.0,,5157491709,154,,5158230623,225,,5157489371,141,44.0,5157489367,140,85.9,5157489357,2,,5157489375,212,23.4,5157489363,56,Center,5157489379,213,2.13,5158230627,20,,5158230625,386,,5157491707,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577289,95,13,1,14,43,36g6ifzjliec1jqnbtf7yesme,1,85.3,45.3,2024-08-18T16:17:16.591Z,2024-08-18T18:55:15Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5158232293,85,,5157489579,56,Center,5157491773,230,99.0,5157491769,103,50,5157491759,154,,5157489945,20,,5157491761,55,94,5157491771,328,,5157491775,231,48.4,5157491757,29,,5157491765,102,52.1,5157489577,17,,5157489575,22,,,,,,,,,,,,,,,,,,,,,,,,
2710577303,96,5,1,14,44,36g6ifzjliec1jqnbtf7yesme,0,101.1,40.7,2024-08-18T16:17:17.021Z,2024-08-18T16:24:26Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5157489661,346,,5157489659,56,Center,5157493389,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577929,178,5,1,14,44,9qsmopgutr7ut5g6workk8w4i,1,-1.1,59.3,2024-08-18T16:17:17.021Z,2024-08-18T16:24:26Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5157493357,233,96,5157493261,56,Back,5157493263,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577965,179,1,1,15,12,9qsmopgutr7ut5g6workk8w4i,1,3.2,50.0,2024-08-18T16:17:45.325Z,2024-08-18T19:02:17Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5158267893,189,,5157493487,237,,5157493473,141,74.1,5157493481,1,,5157493469,56,Back,5157493477,213,0.51,5157493467,124,,5157493475,212,33.7,5157493471,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710577995,180,1,1,15,13,9qsmopgutr7ut5g6workk8w4i,1,31.1,74.1,2024-08-18T16:17:46.157Z,2024-08-18T19:02:18Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157493645,213,0.81,5157493639,140,42.8,5157493641,141,92.9,5158267993,189,,5157493643,212,17.7,5157493637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578043,181,1,1,15,14,9qsmopgutr7ut5g6workk8w4i,1,52.2,92.3,2024-08-18T16:17:47.773Z,2024-08-18T16:17:50Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5157493977,141,74.2,5157493975,140,44.7,5157493979,212,14.6,5157493981,213,4.14,5157493973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578059,182,1,1,15,17,9qsmopgutr7ut5g6workk8w4i,1,44.5,73.8,2024-08-18T16:17:50.061Z,2024-08-18T16:17:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157494077,140,45.6,5157494075,56,Back,5157494079,141,65.5,5157494083,213,4.91,5157494081,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578117,183,1,1,15,18,9qsmopgutr7ut5g6workk8w4i,1,45.6,65.8,2024-08-18T16:17:51.133Z,2024-08-18T16:17:54Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5157494435,213,1.69,5157494429,140,44.9,5157494431,141,74.7,5157494433,212,6.1,5157494427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578179,184,1,1,15,21,9qsmopgutr7ut5g6workk8w4i,1,44.9,74.7,2024-08-18T16:17:53.917Z,2024-08-18T16:17:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157494747,56,Center,5157494755,213,6.08,5157494753,212,12.8,5157494749,140,56.8,5157494751,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578263,185,1,1,15,23,9qsmopgutr7ut5g6workk8w4i,1,56.8,70.9,2024-08-18T16:17:56.781Z,2024-08-18T16:18:00Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5157495209,140,43.0,5157495215,213,3.03,5157495213,212,14.6,5157495211,141,73.2,5157495205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578305,186,1,1,15,27,9qsmopgutr7ut5g6workk8w4i,1,43.5,71.5,2024-08-18T16:18:00.637Z,2024-08-18T16:18:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5157495479,212,22.8,5157495481,213,0.31,5157495473,56,Left,5157495477,141,81.8,5157495475,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578417,187,1,1,15,29,9qsmopgutr7ut5g6workk8w4i,1,64.3,82.9,2024-08-18T16:18:02.893Z,2024-08-18T16:18:08Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5157496101,212,7.5,5157496097,140,65.2,5157496095,56,Left,5157496103,213,1.44,5157496099,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710578425,188,3,1,15,35,9qsmopgutr7ut5g6workk8w4i,0,84.8,82.2,2024-08-18T16:18:08.333Z,2024-08-18T19:02:43Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5157496169,56,Left,5157496171,286,,5157496299,233,97,5158270239,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
