id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value,qualifier/20/value
2708137411,250,1,1,25,36,aljua8crr0vkwit0j3m59jw9j,1,42.9,91.1,2024-08-11T16:27:43.785Z,2024-08-11T16:27:50Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143954351,140,70.8,5143954353,141,94.4,5143954357,213,0.08,5143954349,56,Left,5143954355,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137443,251,1,1,25,43,aljua8crr0vkwit0j3m59jw9j,1,78.3,85.1,2024-08-11T16:27:50.089Z,2024-08-11T16:37:05Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143954483,141,69.0,5143954485,212,22.6,5143954475,56,Center,5143954489,213,5.78,5143954479,140,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137491,252,1,1,25,44,aljua8crr0vkwit0j3m59jw9j,0,97.4,68.7,2024-08-11T16:27:51.336Z,2024-08-11T16:37:07Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5143954685,212,9.6,5143954679,56,Center,5143954687,213,3.99,5143954683,141,58.1,5143954681,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708145131,330,43,1,25,45,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:27:52.374Z,2024-08-11T19:15:38Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5144595269,144,61,5143997419,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137469,253,8,1,25,46,b3r6d8ydtmtjckam6pku9y400,1,9.7,42.2,2024-08-11T16:27:53.635Z,2024-08-11T19:14:49Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5143954597,56,Back,5144591643,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137507,254,43,1,25,48,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-11T16:27:55.507Z,2024-08-11T16:37:06Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5143954727,56,Back,5143997229,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137559,253,1,1,25,49,aljua8crr0vkwit0j3m59jw9j,1,91.7,24.1,2024-08-11T16:27:56.601Z,2024-08-11T16:31:19Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,1.0,,5143954983,140,83.4,5143954981,56,Center,5143968635,210,15,5143954989,213,2.27,5143954987,212,13.5,5143954985,141,39.2,5143968637,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137565,254,15,1,25,51,aljua8crr0vkwit0j3m59jw9j,1,81.5,40.9,2024-08-11T16:27:58.655Z,2024-08-11T19:15:13Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143968693,103,6.9,5143968341,20,,5144593571,18,,5143968697,146,87.3,5143968345,82,,5143968683,29,,5143968687,55,253,5143968733,233,255,5143968691,102,54.3,5143968699,147,5144593573,76,5143968695,328,5143954995,22,,5143968705,231,47.1,5143968685,154,5143954999,56,Center,5143968701,230,99.0,45.1,,,,,,,,,,,,,,
2708137553,255,10,1,25,51,b3r6d8ydtmtjckam6pku9y400,1,12.5,58.5,2024-08-11T16:27:58.755Z,2024-08-11T17:01:27Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5143954973,94,,5143968741,233,254,5143954975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137595,255,1,1,25,54,aljua8crr0vkwit0j3m59jw9j,0,82.4,34.3,2024-08-11T16:28:01.482Z,2024-08-11T16:28:01Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5143955143,140,82.7,5143955141,56,Center,5143955139,3,,5143955149,213,0.82,5143955145,141,34.8,5143955147,212,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137593,256,61,1,25,54,b3r6d8ydtmtjckam6pku9y400,1,21.2,68.5,2024-08-11T16:28:01.651Z,2024-08-11T17:01:31Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5143955135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708162051,481,61,1,25,55,b3r6d8ydtmtjckam6pku9y400,0,23.2,76.7,2024-08-11T16:28:01.939Z,2024-08-11T17:01:42Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5144093813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137635,256,1,1,25,56,aljua8crr0vkwit0j3m59jw9j,1,80.8,25.2,2024-08-11T16:28:03.753Z,2024-08-11T16:28:05Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143955335,212,11.7,5143955337,213,5.58,5143955333,141,14.1,5143955329,56,Right,5143955331,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137647,257,1,1,25,57,aljua8crr0vkwit0j3m59jw9j,0,88.8,9.4,2024-08-11T16:28:04.687Z,2024-08-11T19:15:46Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5143955389,212,4.0,5143955387,141,15.2,5144595881,20,,5143955383,56,Right,5143955381,155,,5143955385,140,89.2,5143955457,286,,5143955379,2,,5144595879,224,,5143955451,236,5143955453,233,5143955391,213,,,,,,,,,,,,,,,,1.46,,257,,,,,,,,,,,
2708137633,257,12,1,25,57,b3r6d8ydtmtjckam6pku9y400,1,12.5,84.8,2024-08-11T16:28:04.787Z,2024-08-11T17:01:46Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5143955325,185,,5143955327,56,Back,5143955431,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137709,258,1,1,26,2,aljua8crr0vkwit0j3m59jw9j,1,75.3,12.3,2024-08-11T16:28:09.417Z,2024-08-11T16:28:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143955751,56,Right,5143955753,140,69.9,5143955757,212,6.7,5143955755,141,17.6,5143955759,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137733,259,1,1,26,3,aljua8crr0vkwit0j3m59jw9j,1,69.7,16.4,2024-08-11T16:28:10.810Z,2024-08-11T16:28:12Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5143955901,56,Right,5143955903,140,71.0,5143955907,212,6.9,5143955905,141,6.5,5143955909,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137769,260,1,1,26,5,aljua8crr0vkwit0j3m59jw9j,1,72.3,7.1,2024-08-11T16:28:12.618Z,2024-08-11T16:28:16Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143956129,140,67.6,5143956131,141,14.4,5143956127,56,Right,5143956133,212,7.0,5143956135,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137821,261,1,1,26,9,aljua8crr0vkwit0j3m59jw9j,1,66.7,27.4,2024-08-11T16:28:16.234Z,2024-08-11T16:28:19Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5143956415,56,Center,5143956421,212,20.1,5143956423,213,2.42,5143956417,140,52.3,5143956419,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137847,262,1,1,26,12,aljua8crr0vkwit0j3m59jw9j,1,46.8,45.4,2024-08-11T16:28:19.866Z,2024-08-11T16:28:46Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5143956579,140,58.3,5143956577,56,Center,5143956583,212,14.5,5143956581,141,33.7,5143956585,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137919,263,1,1,26,14,aljua8crr0vkwit0j3m59jw9j,0,58.1,34.2,2024-08-11T16:28:21.738Z,2024-08-11T16:30:42Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5143957063,212,20.1,5143957061,141,34.3,5143957065,213,0.00,5143957059,140,77.2,5143957057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708139505,280,8,1,26,16,b3r6d8ydtmtjckam6pku9y400,1,28.5,67.9,2024-08-11T16:28:23.034Z,2024-08-11T19:16:28Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5144598667,385,,5143966513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708251957,947,61,1,26,16,b3r6d8ydtmtjckam6pku9y400,1,27.1,71.2,2024-08-11T16:28:23.218Z,2024-08-11T19:16:25Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5144598463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137945,258,12,1,26,17,b3r6d8ydtmtjckam6pku9y400,1,29.1,66.0,2024-08-11T16:28:24.548Z,2024-08-11T19:16:34Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143957189,212,12.9,5143957185,140,35.0,5143957187,141,82.7,5143957183,56,Back,5143957191,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137925,264,43,1,26,18,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:28:25.777Z,2024-08-11T16:30:43Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5143957095,56,Center,5143966093,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137941,265,43,1,26,20,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:28:27.019Z,2024-08-11T16:30:44Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5143966207,144,61,5143957175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137987,266,1,1,26,22,aljua8crr0vkwit0j3m59jw9j,0,68.6,24.1,2024-08-11T16:28:29.082Z,2024-08-11T19:16:45Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143957439,1,,5143957437,213,0.76,5144599877,224,,5143957433,141,71.7,5143957427,155,,5144599879,20,,5143957431,140,100.0,5143957429,56,Center,5143957435,212,46.9,5143957425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138095,259,5,1,26,22,b3r6d8ydtmtjckam6pku9y400,1,-0.8,30.9,2024-08-11T16:28:29.477Z,2024-08-11T17:05:21Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143957997,233,267,5143957995,346,,5143957993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708137995,267,5,1,26,22,aljua8crr0vkwit0j3m59jw9j,0,100.8,69.1,2024-08-11T16:28:29.477Z,2024-08-11T17:05:21Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143957467,56,Center,5143957469,346,,5143958017,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138103,260,1,1,26,33,b3r6d8ydtmtjckam6pku9y400,1,5.2,42.8,2024-08-11T16:28:40.004Z,2024-08-11T16:28:41Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5143958055,213,1.35,5143958045,124,,5143958059,237,,5143958047,56,Back,5143958049,140,9.3,5143958053,212,19.4,5143958051,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138141,261,1,1,26,34,b3r6d8ydtmtjckam6pku9y400,1,9.3,70.6,2024-08-11T16:28:40.964Z,2024-08-11T16:28:44Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5143958267,212,17.9,5143958265,141,59.7,5143958269,213,5.86,5143958261,56,Back,5143958263,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138223,262,1,1,26,37,b3r6d8ydtmtjckam6pku9y400,1,30.8,46.4,2024-08-11T16:28:44.676Z,2024-08-11T16:28:54Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5143958795,141,9.5,5143958805,213,4.90,5143958801,212,25.5,5143958791,56,Back,5143958793,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138237,263,1,1,26,47,b3r6d8ydtmtjckam6pku9y400,0,43.8,14.3,2024-08-11T16:28:54.852Z,2024-08-11T16:28:55Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5143958863,155,,5143958873,213,6.20,5143958871,212,13.9,5143958869,141,12.6,5143958865,56,Right,5143958867,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138313,268,61,1,26,51,aljua8crr0vkwit0j3m59jw9j,1,44.1,87.2,2024-08-11T16:28:58.028Z,2024-08-11T19:17:10Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143959267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138339,270,1,1,26,52,aljua8crr0vkwit0j3m59jw9j,1,35.9,70.7,2024-08-11T16:28:59.548Z,2024-08-11T16:30:07Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5143959385,141,75.2,5143959387,212,5.9,5143959389,213,0.55,5143959381,56,Back,5143959383,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138973,272,61,1,26,52,aljua8crr0vkwit0j3m59jw9j,0,40.4,83.2,2024-08-11T16:28:59.853Z,2024-08-11T16:30:01Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5143962993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138353,265,1,1,26,53,b3r6d8ydtmtjckam6pku9y400,1,61.6,10.4,2024-08-11T16:29:00.757Z,2024-08-11T17:02:12Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5143959485,140,71.1,5143959489,212,10.9,5143959487,141,16.7,5143959491,213,0.41,5143959483,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138381,266,1,1,26,55,b3r6d8ydtmtjckam6pku9y400,1,71.6,28.2,2024-08-11T16:29:02.885Z,2024-08-11T16:29:05Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5143959651,212,15.9,5143959653,213,1.99,5143959645,56,Center,5143959649,141,49.6,5143959647,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138399,267,1,1,26,58,b3r6d8ydtmtjckam6pku9y400,1,65.5,47.0,2024-08-11T16:29:05.237Z,2024-08-11T16:29:07Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5143959733,213,5.01,5143959727,140,67.7,5143959731,212,7.8,5143959725,56,Center,5143959729,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138421,268,1,1,27,0,b3r6d8ydtmtjckam6pku9y400,1,67.7,36.0,2024-08-11T16:29:07.125Z,2024-08-11T16:29:08Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5143959875,141,50.1,5143959871,56,Center,5143959873,140,57.5,5143959877,212,14.4,5143959879,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138451,269,1,1,27,1,b3r6d8ydtmtjckam6pku9y400,1,60.0,57.9,2024-08-11T16:29:08.469Z,2024-08-11T19:18:01Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143960033,56,Center,5143960037,141,72.8,5143960039,212,12.4,5143960035,140,66.8,5143960041,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708253525,948,1,1,27,3,b3r6d8ydtmtjckam6pku9y400,1,70.1,83.0,2024-08-11T16:29:10.142Z,2024-08-11T19:18:01Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5144606953,212,9.6,5144606951,141,94.2,5144606947,56,Left,5144606949,140,75.7,5144606955,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138517,270,1,1,27,6,b3r6d8ydtmtjckam6pku9y400,1,73.8,85.9,2024-08-11T16:29:13.621Z,2024-08-11T16:29:19Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5143960405,56,Left,5143960411,212,11.7,5143960413,213,0.64,5143960407,140,82.7,5143960409,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138555,271,1,1,27,11,b3r6d8ydtmtjckam6pku9y400,1,77.0,88.7,2024-08-11T16:29:18.934Z,2024-08-11T16:29:21Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5143960561,56,Center,5143960563,140,64.3,5143960567,212,15.2,5143960569,213,3.64,5143960565,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708253849,916,83,1,27,14,aljua8crr0vkwit0j3m59jw9j,1,32.7,19.0,2024-08-11T16:29:20.942Z,2024-08-11T19:18:23Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5144608615,399,rq6npjy37kolscu8lrj4r2dx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138585,272,1,1,27,14,b3r6d8ydtmtjckam6pku9y400,1,64.8,84.2,2024-08-11T16:29:20.998Z,2024-08-11T16:29:24Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143960789,140,67.7,5143960795,213,1.28,5143960787,56,Left,5143960791,141,99.0,5143960793,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138607,273,1,1,27,17,b3r6d8ydtmtjckam6pku9y400,1,68.6,98.0,2024-08-11T16:29:24.790Z,2024-08-11T16:29:27Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5143960927,141,86.6,5143960925,140,65.8,5143960931,213,4.35,5143960929,212,8.3,5143960923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138663,274,1,1,27,20,b3r6d8ydtmtjckam6pku9y400,1,65.4,81.8,2024-08-11T16:29:27.686Z,2024-08-11T16:29:31Z,rq6npjy37kolscu8lrj4r2dx,R. Falk,,,5143961211,1,,5143961201,56,Center,5143961203,140,67.7,5143961207,212,41.0,5143961199,196,,5143961205,141,21.6,5143961209,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138715,275,1,1,27,24,b3r6d8ydtmtjckam6pku9y400,1,67.8,19.8,2024-08-11T16:29:31.014Z,2024-08-11T16:29:37Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5143961523,140,76.2,5143961521,56,Right,5143961529,213,5.38,5143961527,212,14.2,5143961525,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138753,276,1,1,27,30,b3r6d8ydtmtjckam6pku9y400,1,80.3,6.1,2024-08-11T16:29:37.030Z,2024-08-11T16:29:39Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5143961803,212,11.8,5143961793,56,Right,5143961801,141,8.6,5143961797,140,69.2,5143961805,213,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138775,277,1,1,27,32,b3r6d8ydtmtjckam6pku9y400,0,76.2,7.6,2024-08-11T16:29:39.334Z,2024-08-11T19:18:34Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5143961935,56,Center,5143961943,212,33.9,5143961947,213,1.03,5143961949,1,,5143961939,141,50.4,5143961937,140,92.8,5143961933,155,,5144609629,20,,5143961931,2,,5144609627,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138793,271,4,1,27,36,aljua8crr0vkwit0j3m59jw9j,1,6.4,49.0,2024-08-11T16:29:43.196Z,2024-08-11T16:29:54Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5143962145,56,Back,5143962873,294,,5143962737,233,278,5143962147,152,,5143962143,13,,5143962151,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138811,278,4,1,27,36,b3r6d8ydtmtjckam6pku9y400,0,93.6,51.0,2024-08-11T16:29:43.197Z,2024-08-11T16:29:54Z,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,5143962741,233,271,5143962719,56,Center,5143962717,294,,5143962723,286,,5143962721,152,,5143962715,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708138947,279,27,1,27,46,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-11T16:29:53.657Z,2024-08-11T17:05:33Z,,,,,5144106345,233,301,5143963281,53,euur9yvhgrieu4kl0vdkh244q,5143963279,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708141251,301,27,1,27,46,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:29:53.657Z,2024-08-11T17:05:33Z,,,,,5143975929,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708139893,281,28,1,29,8,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-11T16:31:15.132Z,2024-08-11T17:05:34Z,,,,,5143968311,55,279,5144106355,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708141465,302,28,1,29,8,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-11T16:31:15.132Z,2024-08-11T17:05:34Z,,,,,5143977115,233,281,5143977081,55,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140001,273,1,1,29,14,aljua8crr0vkwit0j3m59jw9j,1,7.1,51.2,2024-08-11T16:31:21.103Z,2024-08-11T16:31:23Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5143968939,5,,5143968955,212,25.0,5143968951,141,74.1,5143968943,152,,5143968947,56,Back,5143968949,140,25.7,5143968957,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140053,274,1,1,29,16,aljua8crr0vkwit0j3m59jw9j,1,26.3,75.7,2024-08-11T16:31:23.727Z,2024-08-11T16:31:27Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5143969291,56,Back,5143969293,140,36.4,5143969297,212,11.7,5143969299,213,0.44,5143969295,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140089,275,1,1,29,20,aljua8crr0vkwit0j3m59jw9j,1,39.7,82.7,2024-08-11T16:31:27.823Z,2024-08-11T16:31:29Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5143969511,141,61.4,5143969513,212,14.5,5143969507,56,Back,5143969509,140,40.1,5143969515,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140111,276,1,1,29,22,aljua8crr0vkwit0j3m59jw9j,1,40.9,61.1,2024-08-11T16:31:29.712Z,2024-08-11T16:31:31Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5143969623,212,12.8,5143969621,141,45.4,5143969619,140,47.7,5143969625,213,5.30,5143969617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140123,277,1,1,29,24,aljua8crr0vkwit0j3m59jw9j,1,52.5,41.5,2024-08-11T16:31:31.440Z,2024-08-11T16:31:32Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5143969683,140,44.9,5143969681,56,Back,5143969685,141,25.5,5143969689,213,4.08,5143969687,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140173,278,1,1,29,25,aljua8crr0vkwit0j3m59jw9j,1,44.9,25.9,2024-08-11T16:31:32.559Z,2024-08-11T16:31:36Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5143969983,141,60.3,5143969981,140,44.8,5143969979,56,Back,5143969987,213,1.58,5143969985,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140207,279,1,1,29,29,aljua8crr0vkwit0j3m59jw9j,1,48.2,67.3,2024-08-11T16:31:36.640Z,2024-08-11T16:31:39Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5143970221,56,Left,5143970223,140,64.6,5143970233,213,0.85,5143970227,141,96.0,5143970229,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708140261,280,1,1,29,32,aljua8crr0vkwit0j3m59jw9j,1,66.5,96.5,2024-08-11T16:31:38.961Z,2024-08-11T16:31:42Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,,5143970479,213,3.73,5143970477,212,32.4,5143970473,140,40.8,5143970481,1,,5143970471,56,Back,5143970475,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
