id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2728182955,91,50,1,10,46,c165yjiny1qnmfdvefxvflnkc,1,56.2,18.2,2024-09-29T16:11:17.436Z,2024-09-29T16:39:31Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5253987639,56,Right,5253987641,286,,5253987903,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728182975,128,7,1,10,46,b3r6d8ydtmtjckam6pku9y400,0,43.8,81.8,2024-09-29T16:11:17.437Z,2024-09-29T16:39:30Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5253987841,233,91,5253987765,285,,5253987761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183061,93,1,1,10,47,c165yjiny1qnmfdvefxvflnkc,1,56.8,20.2,2024-09-29T16:11:18.092Z,2024-09-29T16:11:22Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5253988257,141,16.3,5253988253,56,Back,5253988259,212,14.8,5253988261,213,3.32,5253988255,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183113,94,1,1,10,49,c165yjiny1qnmfdvefxvflnkc,1,40.4,31.0,2024-09-29T16:11:20.491Z,2024-09-29T16:11:24Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5253988573,140,28.3,5253988587,213,2.40,5253988575,141,48.1,5253988567,56,Back,5253988581,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183141,95,1,1,10,52,c165yjiny1qnmfdvefxvflnkc,1,28.8,53.0,2024-09-29T16:11:23.964Z,2024-09-29T16:11:26Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5253988779,212,15.1,5253988777,141,72.8,5253988771,140,35.4,5253988769,56,Back,5253988781,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183233,96,1,1,10,55,c165yjiny1qnmfdvefxvflnkc,1,41.2,82.7,2024-09-29T16:11:26.364Z,2024-09-29T16:11:31Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5253989343,140,41.7,5253989349,213,4.91,5253989347,212,2.6,5253989341,56,Back,5253989345,141,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183245,97,1,1,10,58,c165yjiny1qnmfdvefxvflnkc,0,44.5,80.1,2024-09-29T16:11:29.924Z,2024-09-29T16:37:30Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5253989407,140,73.3,5253989409,141,91.2,5253989411,212,31.2,5253989413,213,0.24,5253989405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183283,130,1,1,11,0,b3r6d8ydtmtjckam6pku9y400,1,15.5,4.3,2024-09-29T16:11:31.403Z,2024-09-29T16:11:34Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253989661,212,21.6,5253989665,213,2.07,5253989655,56,Back,5253989657,140,5.7,5253989659,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183387,131,1,1,11,3,b3r6d8ydtmtjckam6pku9y400,0,8.1,27.4,2024-09-29T16:11:34.540Z,2024-09-29T16:11:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5253990105,56,Center,5253990119,1,,5253990117,213,6.21,5253990111,141,21.9,5253990103,157,,5253990109,140,56.4,5253990115,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183519,99,1,1,11,7,c165yjiny1qnmfdvefxvflnkc,0,46.1,74.3,2024-09-29T16:11:39.005Z,2024-09-29T16:11:41Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5253990565,140,73.4,5253990563,56,Center,5253990561,155,,5253990569,212,28.8,5253990571,213,0.08,5253990567,141,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183585,132,1,1,11,10,b3r6d8ydtmtjckam6pku9y400,1,25.2,16.5,2024-09-29T16:11:41.948Z,2024-09-29T16:11:43Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253990967,56,Back,5253990971,141,11.1,5253990969,140,32.6,5253990973,212,8.6,5253990965,3,,5253990975,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183721,134,61,1,11,17,b3r6d8ydtmtjckam6pku9y400,0,68.0,21.2,2024-09-29T16:11:48.364Z,2024-09-29T16:11:48Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5253991729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183847,101,43,1,11,22,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-09-29T16:11:53.549Z,2024-09-29T16:11:58Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5253992451,285,0,5253992445,56,Back,5253993065,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183889,102,1,1,11,23,c165yjiny1qnmfdvefxvflnkc,1,29.1,85.7,2024-09-29T16:11:54.349Z,2024-09-29T16:11:55Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5253992685,140,37.6,5253992689,212,10.7,5253992683,56,Back,5253992691,213,0.59,5253992687,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183915,103,1,1,11,24,c165yjiny1qnmfdvefxvflnkc,0,37.6,94.4,2024-09-29T16:11:55.772Z,2024-09-29T16:11:57Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5253992805,156,,5253992789,56,Back,5253992791,140,32.3,5253992795,212,7.3,5253992797,213,2.44,5253992793,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728183933,104,5,1,11,25,c165yjiny1qnmfdvefxvflnkc,0,33.4,101.4,2024-09-29T16:11:56.635Z,2024-09-29T16:25:23Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5253992873,56,Back,5253995905,233,135,5253992875,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184415,135,5,1,11,25,b3r6d8ydtmtjckam6pku9y400,1,66.6,-1.4,2024-09-29T16:11:56.635Z,2024-09-29T16:25:23Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5253995809,56,Right,5253995811,347,,5253995849,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184451,136,1,1,11,50,b3r6d8ydtmtjckam6pku9y400,1,63.9,0.0,2024-09-29T16:12:21.580Z,2024-09-29T16:12:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5253996077,140,53.1,5253996083,212,18.1,5253996071,107,,5253996085,213,2.25,5253996073,56,Right,5253996081,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184455,137,61,1,11,51,b3r6d8ydtmtjckam6pku9y400,1,53.1,18.8,2024-09-29T16:12:22.903Z,2024-09-29T16:12:23Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253996107,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184527,138,1,1,11,53,b3r6d8ydtmtjckam6pku9y400,1,55.1,66.6,2024-09-29T16:12:25.020Z,2024-09-29T16:12:36Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5253996473,213,4.66,5253996465,56,Center,5253996471,212,23.0,5253996467,140,53.9,5253996469,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184591,139,1,1,11,55,b3r6d8ydtmtjckam6pku9y400,1,54.6,30.7,2024-09-29T16:12:26.284Z,2024-09-29T16:12:28Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5253996831,212,13.7,5253996825,56,Center,5253996827,140,62.3,5253996829,141,47.0,5253996833,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184651,140,1,1,11,57,b3r6d8ydtmtjckam6pku9y400,1,54.6,42.7,2024-09-29T16:12:28.700Z,2024-09-29T16:12:32Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5253997171,213,1.92,5253997167,141,56.1,5253997169,212,9.7,5253997163,56,Center,5253997165,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184753,141,1,1,12,1,b3r6d8ydtmtjckam6pku9y400,1,57.5,65.2,2024-09-29T16:12:32.061Z,2024-09-29T16:12:36Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5253997745,141,95.0,5253997741,56,Left,5253997743,140,62.7,5253997749,213,1.31,5253997747,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184779,142,1,1,12,6,b3r6d8ydtmtjckam6pku9y400,1,62.7,92.1,2024-09-29T16:12:37.340Z,2024-09-29T16:12:38Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5253997857,213,4.45,5253997851,140,59.1,5253997849,56,Center,5253997853,141,71.5,5253997855,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184861,143,1,1,12,7,b3r6d8ydtmtjckam6pku9y400,1,59.9,72.9,2024-09-29T16:12:38.317Z,2024-09-29T16:12:43Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5253998293,141,93.0,5253998295,212,14.5,5253998297,213,1.22,5253998289,56,Left,5253998291,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184879,144,4,1,12,12,b3r6d8ydtmtjckam6pku9y400,1,68.8,90.7,2024-09-29T16:12:43.069Z,2024-09-29T16:39:24Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5253998493,265,,5253998727,233,105,5253998489,56,Left,5253998491,152,,5253998495,286,,5253998487,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728184889,105,4,1,12,12,c165yjiny1qnmfdvefxvflnkc,0,31.2,9.3,2024-09-29T16:12:43.070Z,2024-09-29T16:39:24Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5253998657,285,,5253998651,56,Back,5253998649,13,,5253998809,233,144,5253998653,152,,5253998655,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728185843,145,1,1,12,52,b3r6d8ydtmtjckam6pku9y400,0,65.4,96.3,2024-09-29T16:13:23.246Z,2024-09-29T16:13:29Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5254003531,141,47.6,5254003521,155,,5254003517,2,,5254003519,5,,5254003537,213,5.41,5254003525,56,Center,5254003539,1,,5254003523,152,,5254004131,233,106,5254003535,212,43.2,5254003529,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,
2728185905,146,15,1,12,55,b3r6d8ydtmtjckam6pku9y400,1,77.4,44.8,2024-09-29T16:13:26.124Z,2024-09-29T16:15:12Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5254004957,24,,5254004959,20,,5254005275,231,48.6,5254016653,146,80.2,5254005249,102,51.8,5254005267,458,,5254016655,147,45.7,5254003965,18,,5254016647,275,,5254005253,103,19,5254016651,82,,5254016649,138,5254016681,233,111,5254016645,76,5254005271,230,92.5,5254005257,215,5254003967,56,Center,,,,,,,,,
2728187021,111,10,1,12,55,c165yjiny1qnmfdvefxvflnkc,1,19.8,54.3,2024-09-29T16:13:26.224Z,2024-09-29T16:15:12Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5254010205,94,,5254010207,56,Back,5254016695,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728185933,106,41,1,12,56,c165yjiny1qnmfdvefxvflnkc,0,6.8,48.4,2024-09-29T16:13:27.934Z,2024-09-29T16:13:29Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5254004113,213,0.35,5254004109,141,62.0,5254004107,140,30.6,5254004111,212,26.6,5254004159,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728185997,147,1,1,12,59,b3r6d8ydtmtjckam6pku9y400,1,90.4,62.7,2024-09-29T16:13:30.446Z,2024-09-29T16:13:32Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5254004485,3,,5254004503,213,3.91,5254004495,140,86.4,5254004497,141,56.7,5254004499,212,5.9,5254004489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186055,148,1,1,13,0,b3r6d8ydtmtjckam6pku9y400,0,86.2,56.7,2024-09-29T16:13:31.823Z,2024-09-29T16:13:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5254004773,56,Center,5254004777,140,89.7,5254004783,212,11.3,5254004785,213,5.04,5254004781,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186111,108,1,1,13,3,c165yjiny1qnmfdvefxvflnkc,1,13.1,58.8,2024-09-29T16:13:34.607Z,2024-09-29T16:13:36Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5254005069,140,8.8,5254005071,141,83.4,5254005075,213,1.83,5254005067,56,Back,5254005073,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186119,109,1,1,13,5,c165yjiny1qnmfdvefxvflnkc,0,8.7,84.0,2024-09-29T16:13:36.703Z,2024-09-29T16:13:41Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5254005113,140,11.4,5254005119,213,0.56,5254005117,212,3.3,5254005585,236,,5254005115,141,86.6,5254005111,56,Back,5254005587,233,149,5254005591,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186195,149,74,1,13,5,b3r6d8ydtmtjckam6pku9y400,1,86.5,2.5,2024-09-29T16:13:36.704Z,2024-09-29T16:39:27Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5254005625,233,109,5254005573,56,Right,5254005577,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186189,110,5,1,13,9,c165yjiny1qnmfdvefxvflnkc,1,14.7,101.2,2024-09-29T16:13:40.239Z,2024-09-29T16:25:23Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5254005541,56,Back,5254005701,233,150,5254005543,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728186203,150,5,1,13,9,b3r6d8ydtmtjckam6pku9y400,0,85.3,-1.2,2024-09-29T16:13:40.239Z,2024-09-29T16:25:24Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5254005605,347,,5254005753,233,110,5254005603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187281,112,1,1,14,0,c165yjiny1qnmfdvefxvflnkc,1,14.3,100.0,2024-09-29T16:14:31.090Z,2024-09-29T16:14:41Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5254011635,212,17.3,5254011629,140,29.8,5254011637,213,5.94,5254011625,56,Back,5254011631,141,91.5,5254012593,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187291,113,61,1,14,2,c165yjiny1qnmfdvefxvflnkc,1,29.8,91.5,2024-09-29T16:14:33.392Z,2024-09-29T16:14:33Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5254011707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187341,114,3,1,14,4,c165yjiny1qnmfdvefxvflnkc,0,28.2,90.5,2024-09-29T16:14:35.199Z,2024-09-29T16:39:31Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5254011957,285,,5254012111,233,151,5254011955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187337,151,7,1,14,4,b3r6d8ydtmtjckam6pku9y400,1,71.8,9.5,2024-09-29T16:14:35.200Z,2024-09-29T16:39:31Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5254011945,286,,5254011941,167,,5254011995,233,114,5254011943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187441,115,5,1,14,5,c165yjiny1qnmfdvefxvflnkc,1,28.4,101.2,2024-09-29T16:14:36.064Z,2024-09-29T16:25:24Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5254012565,347,,5254012561,56,Back,5254012639,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187355,152,5,1,14,5,b3r6d8ydtmtjckam6pku9y400,0,71.6,-1.2,2024-09-29T16:14:36.064Z,2024-09-29T16:25:24Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5254012023,56,Right,5254012655,233,115,5254012025,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187579,116,1,1,14,13,c165yjiny1qnmfdvefxvflnkc,1,25.4,100.0,2024-09-29T16:14:44.832Z,2024-09-29T16:14:46Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5254013261,141,89.0,5254013259,140,45.8,5254013269,1,,5254013257,56,Back,5254013255,107,,5254013265,213,5.91,5254013263,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187593,117,1,1,14,15,c165yjiny1qnmfdvefxvflnkc,0,45.9,88.8,2024-09-29T16:14:46.848Z,2024-09-29T16:14:48Z,22760086vtvx2xulry32q21hw,E. Yeboah,,,5254013371,212,20.7,5254013367,140,63.8,5254013369,141,75.9,5254013361,3,,5254013363,168,,5254013373,213,5.85,5254013365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187651,153,1,1,14,18,b3r6d8ydtmtjckam6pku9y400,0,36.8,21.6,2024-09-29T16:14:49.840Z,2024-09-29T16:14:50Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5254013707,56,Back,5254013709,140,46.6,5254013715,213,5.53,5254013713,212,14.2,5254013711,141,7.3,5254013705,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187703,118,1,1,14,20,c165yjiny1qnmfdvefxvflnkc,0,58.5,90.3,2024-09-29T16:14:51.488Z,2024-09-29T16:14:51Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5254013957,141,79.8,5254013959,212,11.7,5254013953,56,Left,5254013961,213,5.63,5254013951,155,,5254013955,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187739,154,4,1,14,21,b3r6d8ydtmtjckam6pku9y400,1,33.2,21.0,2024-09-29T16:14:52.897Z,2024-09-29T16:15:00Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5254014533,233,119,5254014507,152,,5254014537,285,,5254014509,265,,5254014499,13,,5254014501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728187767,119,4,1,14,21,c165yjiny1qnmfdvefxvflnkc,0,66.8,79.0,2024-09-29T16:14:52.898Z,2024-09-29T16:52:18Z,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,5254014479,152,,5254014483,265,,5254014475,56,Left,5254014471,13,,5254014679,233,154,5254014485,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188781,155,1,1,15,2,b3r6d8ydtmtjckam6pku9y400,1,36.0,22.7,2024-09-29T16:15:33.394Z,2024-09-29T16:15:35Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5254020065,140,35.2,5254020063,56,Back,5254020075,1,,5254020061,152,,5254020057,5,,5254020069,212,34.0,5254020067,141,72.7,5254020071,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188813,156,1,1,15,4,b3r6d8ydtmtjckam6pku9y400,1,35.2,72.7,2024-09-29T16:15:35.618Z,2024-09-29T16:15:36Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5254020199,56,Back,5254020207,212,8.0,5254020201,140,40.4,5254020211,213,5.47,5254020203,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188829,157,1,1,15,5,b3r6d8ydtmtjckam6pku9y400,1,40.4,64.2,2024-09-29T16:15:36.401Z,2024-09-29T16:15:37Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5254020297,213,2.40,5254020289,56,Back,5254020291,140,32.0,5254020293,141,76.1,5254020295,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188877,158,1,1,15,6,b3r6d8ydtmtjckam6pku9y400,1,32.0,76.1,2024-09-29T16:15:37.105Z,2024-09-29T16:15:39Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5254020509,212,24.3,5254020507,141,40.7,5254020503,56,Back,5254020511,213,4.57,5254020505,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188907,159,1,1,15,8,b3r6d8ydtmtjckam6pku9y400,1,28.5,40.6,2024-09-29T16:15:39.041Z,2024-09-29T16:15:40Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5254020673,141,24.1,5254020675,212,12.5,5254020677,213,5.17,5254020669,56,Back,5254020671,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728188987,160,1,1,15,9,b3r6d8ydtmtjckam6pku9y400,1,34.0,23.7,2024-09-29T16:15:40.601Z,2024-09-29T16:15:45Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5254021141,213,1.89,5254021135,141,39.5,5254021129,56,Back,5254021139,212,11.3,5254021131,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189007,161,1,1,15,14,b3r6d8ydtmtjckam6pku9y400,1,34.9,36.9,2024-09-29T16:15:45.505Z,2024-09-29T16:15:47Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5254021261,141,35.2,5254021265,213,6.18,5254021257,56,Back,5254021263,212,11.4,5254021259,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189053,162,1,1,15,16,b3r6d8ydtmtjckam6pku9y400,1,41.6,41.8,2024-09-29T16:15:47.457Z,2024-09-29T16:15:50Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5254021553,56,Back,5254021559,141,75.9,5254021557,140,40.5,5254021561,212,23.2,5254021565,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189099,163,1,1,15,18,b3r6d8ydtmtjckam6pku9y400,1,41.6,78.8,2024-09-29T16:15:49.890Z,2024-09-29T16:15:52Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5254021855,140,58.7,5254021853,56,Left,5254021861,213,0.59,5254021857,141,96.3,5254021859,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189141,164,1,1,15,21,b3r6d8ydtmtjckam6pku9y400,1,54.5,94.8,2024-09-29T16:15:52.593Z,2024-09-29T16:15:54Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5254022069,141,67.3,5254022071,212,21.3,5254022067,140,44.8,5254022065,56,Back,5254022073,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189177,165,1,1,15,23,b3r6d8ydtmtjckam6pku9y400,0,44.8,67.3,2024-09-29T16:15:54.401Z,2024-09-29T16:15:56Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5254022335,56,Center,5254022345,213,0.23,5254022341,212,14.9,5254022339,141,72.4,5254022337,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189209,121,4,1,15,26,c165yjiny1qnmfdvefxvflnkc,1,40.2,22.8,2024-09-29T16:15:57.890Z,2024-09-29T16:16:03Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5254022611,286,,5254022597,56,Back,5254022593,13,,5254022607,265,,5254022601,152,,5254022655,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189215,166,4,1,15,26,b3r6d8ydtmtjckam6pku9y400,0,59.8,77.2,2024-09-29T16:15:57.891Z,2024-09-29T16:39:25Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5254022565,13,,5254022573,285,,5254022569,152,,5254022737,233,121,5254022567,56,Center,5254022571,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189355,122,1,1,15,30,c165yjiny1qnmfdvefxvflnkc,1,36.4,15.1,2024-09-29T16:16:01.298Z,2024-09-29T16:16:04Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5254023315,152,,5254023325,213,2.32,5254023323,212,16.3,5254023313,5,,5254023321,141,32.6,5254023319,140,25.8,5254023317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728189381,123,1,1,15,31,c165yjiny1qnmfdvefxvflnkc,1,26.6,33.7,2024-09-29T16:16:02.898Z,2024-09-29T16:16:05Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5254023473,213,1.75,5254023465,56,Back,5254023467,140,23.8,5254023471,212,16.6,5254023469,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
