id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2803988879,152,1,1,23,21,aljua8crr0vkwit0j3m59jw9j,0,3.8,49.9,2025-04-20T15:26:57.676Z,2025-04-20T15:27:01Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5667697087,141,27.0,5667697093,1,,5667697097,74,,5667697083,56,Center,5667697091,213,6.06,5667697089,212,69.7,5667697085,140,68.5,5667697081,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803988891,204,44,1,23,23,36g6ifzjliec1jqnbtf7yesme,1,32.6,69.1,2025-04-20T15:27:00.042Z,2025-04-20T20:50:41Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667697141,56,Back,5667697143,285,,5667697181,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803988885,153,44,1,23,23,aljua8crr0vkwit0j3m59jw9j,0,67.4,30.9,2025-04-20T15:27:00.043Z,2025-04-20T20:50:41Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5667697127,286,,5667697185,233,204,5667697125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803988913,205,12,1,23,24,36g6ifzjliec1jqnbtf7yesme,1,34.3,62.7,2025-04-20T15:27:00.718Z,2025-04-20T15:27:02Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667697283,15,,5667697259,140,36.8,5667697257,56,Back,5667697261,141,83.6,5667697263,212,14.5,5667697265,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803988975,207,1,1,23,28,36g6ifzjliec1jqnbtf7yesme,1,38.4,86.3,2025-04-20T15:27:04.889Z,2025-04-20T15:27:08Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667697545,56,Back,5667697551,212,17.6,5667697553,213,3.12,5667697547,140,21.6,5667697549,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803988959,154,43,1,23,29,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-20T15:27:06.364Z,2025-04-20T19:42:10Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5668556277,144,83,5667697759,399,8vi3l756ez0e96k7muvg4ekbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989023,208,1,1,23,31,36g6ifzjliec1jqnbtf7yesme,1,21.6,86.9,2025-04-20T15:27:07.935Z,2025-04-20T15:27:09Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667697751,213,4.05,5667697745,140,7.2,5667697749,212,24.6,5667697743,56,Back,5667697747,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989079,209,1,1,23,34,36g6ifzjliec1jqnbtf7yesme,0,9.1,69.3,2025-04-20T15:27:11.466Z,2025-04-20T15:27:16Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667698085,56,Back,5667698089,141,71.4,5667698091,212,33.8,5667698095,1,,5667698083,157,,5667698093,213,0.04,5667698087,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989075,155,44,1,23,38,aljua8crr0vkwit0j3m59jw9j,1,58.9,25.8,2025-04-20T15:27:14.523Z,2025-04-20T20:50:42Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667698149,233,210,5667698069,286,,5667698067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989081,210,44,1,23,38,36g6ifzjliec1jqnbtf7yesme,0,41.1,74.2,2025-04-20T15:27:14.524Z,2025-04-20T20:50:42Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5667698107,285,,5667698105,56,Back,5667698167,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989101,156,1,1,23,38,aljua8crr0vkwit0j3m59jw9j,1,59.2,21.0,2025-04-20T15:27:15.276Z,2025-04-20T15:27:18Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667698247,212,18.3,5667698231,3,,5667698235,56,Center,5667698237,140,74.7,5667698251,213,0.47,5667698241,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989111,157,50,1,23,41,aljua8crr0vkwit0j3m59jw9j,1,71.3,40.6,2025-04-20T15:27:17.948Z,2025-04-20T17:00:40Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5667698295,56,Center,5667698297,286,,5667698589,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989145,211,7,1,23,41,36g6ifzjliec1jqnbtf7yesme,1,28.7,59.4,2025-04-20T15:27:17.949Z,2025-04-20T19:42:26Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5667698527,285,,5667698525,56,Back,5668557115,178,,5668557113,383,,5667698555,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989189,212,1,1,23,47,36g6ifzjliec1jqnbtf7yesme,1,41.5,28.8,2025-04-20T15:27:23.573Z,2025-04-20T15:27:26Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5667698787,140,35.6,5667698789,141,53.4,5667698791,212,17.8,5667698793,213,1.93,5667698785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989203,213,1,1,23,50,36g6ifzjliec1jqnbtf7yesme,1,39.1,63.3,2025-04-20T15:27:26.568Z,2025-04-20T15:27:28Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667698865,140,43.3,5667698869,212,18.0,5667698871,213,1.32,5667698863,56,Back,5667698867,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989243,214,1,1,23,52,36g6ifzjliec1jqnbtf7yesme,1,45.1,88.3,2025-04-20T15:27:28.520Z,2025-04-20T15:27:32Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667699115,213,0.19,5667699111,141,93.9,5667699109,140,63.8,5667699113,212,20.0,5667699107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989275,158,45,1,23,55,aljua8crr0vkwit0j3m59jw9j,0,30.3,11.5,2025-04-20T15:27:31.910Z,2025-04-20T17:00:46Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5667699333,56,Back,5667699335,285,,5667699369,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989273,215,3,1,23,55,36g6ifzjliec1jqnbtf7yesme,1,69.7,88.5,2025-04-20T15:27:31.910Z,2025-04-20T19:42:41Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667699365,233,158,5667699297,286,,5668558077,464,,5667699295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989309,216,1,1,23,57,36g6ifzjliec1jqnbtf7yesme,1,70.9,79.4,2025-04-20T15:27:34.347Z,2025-04-20T15:27:38Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667699523,56,Left,5667699527,141,89.0,5667699531,213,0.98,5667699525,140,75.1,5667699529,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989321,217,1,1,24,2,36g6ifzjliec1jqnbtf7yesme,0,74.1,87.8,2025-04-20T15:27:38.674Z,2025-04-20T15:27:39Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5667699599,213,5.07,5667699591,56,Center,5667699601,1,,5667699589,155,,5667699595,141,34.5,5667699597,212,38.7,5667699593,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989339,159,12,1,24,3,aljua8crr0vkwit0j3m59jw9j,1,9.7,69.0,2025-04-20T15:27:40.188Z,2025-04-20T15:27:41Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5667699677,56,Back,5667699681,141,74.5,5667699709,15,,5667699685,213,0.23,5667699683,212,16.1,5667699679,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804146337,705,50,1,24,8,aljua8crr0vkwit0j3m59jw9j,1,41.7,85.8,2025-04-20T15:27:45.470Z,2025-04-20T20:50:35Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5668559913,56,Back,5668559915,286,,5668777101,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989427,218,7,1,24,8,36g6ifzjliec1jqnbtf7yesme,0,58.3,14.2,2025-04-20T15:27:45.471Z,2025-04-20T20:50:35Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5668777097,233,705,5668560023,385,,5668559719,56,Right,5668560025,178,,5668559721,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989449,161,50,1,24,13,aljua8crr0vkwit0j3m59jw9j,1,44.0,82.2,2025-04-20T15:27:49.554Z,2025-04-20T17:00:40Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5667700291,286,,5667700499,233,219,5667700289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989473,219,7,1,24,13,36g6ifzjliec1jqnbtf7yesme,1,56.0,17.8,2025-04-20T15:27:49.555Z,2025-04-20T19:43:27Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5668560481,383,,5667700393,56,Right,5667700477,233,161,5667700395,285,,5668560483,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804146517,878,1,1,24,14,36g6ifzjliec1jqnbtf7yesme,0,57.6,21.3,2025-04-20T15:27:50.569Z,2025-04-20T19:43:35Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5668560985,56,Back,5668560989,141,11.0,5668560993,213,3.54,5668560991,212,18.2,5668560987,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989481,162,1,1,24,16,aljua8crr0vkwit0j3m59jw9j,0,60.5,78.2,2025-04-20T15:27:52.699Z,2025-04-20T15:27:53Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5667700433,56,Center,5667700435,140,66.3,5667700441,213,5.37,5667700439,212,10.0,5667700437,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989493,221,1,1,24,16,36g6ifzjliec1jqnbtf7yesme,1,35.9,23.1,2025-04-20T15:27:53.163Z,2025-04-20T15:27:54Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667700533,213,1.98,5667700527,140,29.8,5667700525,56,Back,5667700531,212,16.1,5667700529,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989545,222,1,1,24,22,36g6ifzjliec1jqnbtf7yesme,1,35.4,68.1,2025-04-20T15:27:59.006Z,2025-04-20T15:28:01Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667700839,213,6.26,5667700835,141,67.8,5667700831,56,Back,5667700837,212,8.0,5667700833,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989597,223,1,1,24,24,36g6ifzjliec1jqnbtf7yesme,1,41.2,65.1,2025-04-20T15:28:01.333Z,2025-04-20T15:28:07Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5667701119,140,36.5,5667701125,213,4.46,5667701123,212,20.0,5667701121,141,36.6,5667701117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989677,224,1,1,24,30,36g6ifzjliec1jqnbtf7yesme,1,43.2,27.7,2025-04-20T15:28:07.113Z,2025-04-20T15:28:14Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667701597,140,32.2,5667701599,141,59.0,5667701595,56,Back,5667701603,213,2.07,5667701601,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989715,225,1,1,24,37,36g6ifzjliec1jqnbtf7yesme,1,40.5,61.4,2025-04-20T15:28:14.018Z,2025-04-20T15:28:16Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667701713,213,0.83,5667701707,140,59.9,5667701711,212,30.1,5667701705,56,Left,5667701709,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989751,226,1,1,24,39,36g6ifzjliec1jqnbtf7yesme,1,60.9,93.0,2025-04-20T15:28:16.174Z,2025-04-20T15:28:19Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667701905,212,7.6,5667701899,56,Left,5667701903,141,92.0,5667701901,140,68.1,5667701907,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989757,227,1,1,24,42,36g6ifzjliec1jqnbtf7yesme,0,68.1,92.0,2025-04-20T15:28:19.470Z,2025-04-20T19:43:50Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5667701927,140,65.6,5667701933,213,4.26,5668561895,156,,5667701929,141,84.1,5667701925,56,Left,5667701931,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989761,163,1,1,24,43,aljua8crr0vkwit0j3m59jw9j,0,38.4,12.3,2025-04-20T15:28:20.378Z,2025-04-20T15:28:20Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667701957,140,52.0,5667701967,213,0.07,5667701961,141,13.7,5667701965,212,14.3,5667701955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989781,228,1,1,24,44,36g6ifzjliec1jqnbtf7yesme,1,58.0,86.9,2025-04-20T15:28:20.704Z,2025-04-20T15:28:22Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5667702069,141,81.4,5667702067,140,34.2,5667702071,212,25.3,5667702073,213,3.29,5667702065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989827,229,1,1,24,45,36g6ifzjliec1jqnbtf7yesme,1,34.5,82.0,2025-04-20T15:28:22.266Z,2025-04-20T15:28:25Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667702287,56,Back,5667702293,141,50.4,5667702295,212,22.3,5667702289,140,40.2,5667702299,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989919,230,1,1,24,49,36g6ifzjliec1jqnbtf7yesme,1,44.2,43.7,2025-04-20T15:28:25.656Z,2025-04-20T15:28:32Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5667702801,213,0.63,5667702799,212,48.2,5667702795,140,81.2,5667702791,155,,5667702797,141,85.6,5667702803,1,,5667702793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989925,231,1,1,24,55,36g6ifzjliec1jqnbtf7yesme,0,95.4,81.4,2025-04-20T15:28:32.482Z,2025-04-20T19:44:15Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5667703209,2,,5667702857,141,78.7,5668563661,224,,5667702853,56,Center,5667702859,212,1.8,5668563663,72,,5667702861,213,4.71,5667702855,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989929,164,61,1,24,56,aljua8crr0vkwit0j3m59jw9j,1,7.5,23.6,2025-04-20T15:28:33.372Z,2025-04-20T15:30:52Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5667702877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989961,165,12,1,24,59,aljua8crr0vkwit0j3m59jw9j,1,7.6,39.2,2025-04-20T15:28:35.563Z,2025-04-20T19:44:22Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5667703029,56,Back,5667703037,213,5.02,5667703033,141,26.1,5667703031,140,10.3,5667703035,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803989963,166,43,1,25,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-20T15:28:36.619Z,2025-04-20T19:44:26Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5668564397,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990015,167,12,1,25,1,aljua8crr0vkwit0j3m59jw9j,1,9.9,26.4,2025-04-20T15:28:38.251Z,2025-04-20T19:44:27Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667703295,141,3.8,5667703303,213,6.00,5667703291,56,Right,5667703293,140,60.2,5667703299,212,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990049,232,1,1,25,4,36g6ifzjliec1jqnbtf7yesme,1,37.0,86.9,2025-04-20T15:28:41.261Z,2025-04-20T16:07:26Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667703507,212,8.8,5667703503,140,31.3,5667703509,213,3.96,5667703501,56,Back,5667703505,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990057,233,59,1,25,5,36g6ifzjliec1jqnbtf7yesme,1,25.3,74.1,2025-04-20T15:28:42.151Z,2025-04-20T16:07:25Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667703549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990063,234,12,1,25,6,36g6ifzjliec1jqnbtf7yesme,1,25.3,74.1,2025-04-20T15:28:42.885Z,2025-04-20T16:07:29Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667703587,213,0.97,5667703607,167,,5667703579,56,Back,5667703583,141,100.0,5667703585,212,22.3,5667703581,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990181,168,5,1,25,6,aljua8crr0vkwit0j3m59jw9j,1,66.4,-1.0,2025-04-20T15:28:43.067Z,2025-04-20T16:06:05Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667704203,56,Right,5667704247,233,235,5667704205,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990065,235,5,1,25,6,36g6ifzjliec1jqnbtf7yesme,0,33.6,101.0,2025-04-20T15:28:43.067Z,2025-04-20T16:06:05Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5667703593,56,Back,5667704255,233,168,5667703595,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990239,169,1,1,25,30,aljua8crr0vkwit0j3m59jw9j,1,69.6,0.0,2025-04-20T15:29:07.451Z,2025-04-20T15:42:43Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5667704547,212,5.8,5667704539,107,,5667704543,140,69.7,5667704549,213,1.55,5667704541,56,Right,5667743893,189,,5667704545,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990251,170,1,1,25,31,aljua8crr0vkwit0j3m59jw9j,1,69.7,6.5,2025-04-20T15:29:08.123Z,2025-04-20T15:29:09Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5667704611,213,4.10,5667704605,140,68.0,5667704609,212,3.1,5667704603,56,Right,5667704607,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990277,171,1,1,25,32,aljua8crr0vkwit0j3m59jw9j,1,68.0,2.8,2025-04-20T15:29:09.147Z,2025-04-20T15:29:12Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5667704773,213,3.13,5667704771,212,29.4,5667704765,56,Back,5667704769,141,3.2,5667704767,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990299,172,1,1,25,35,aljua8crr0vkwit0j3m59jw9j,1,40.0,3.2,2025-04-20T15:29:12.155Z,2025-04-20T15:29:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667704909,56,Back,5667704911,140,24.2,5667704915,212,27.1,5667704917,213,2.23,5667704913,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990321,173,1,1,25,37,aljua8crr0vkwit0j3m59jw9j,1,24.2,34.8,2025-04-20T15:29:13.866Z,2025-04-20T15:29:16Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5667705049,140,28.7,5667705047,56,Back,5667705053,212,22.4,5667705051,141,67.0,5667705055,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990395,174,1,1,25,42,aljua8crr0vkwit0j3m59jw9j,1,29.6,67.9,2025-04-20T15:29:19.450Z,2025-04-20T15:29:23Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5667705449,141,53.1,5667705447,140,27.1,5667705453,213,4.46,5667705451,212,10.4,5667705445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990405,175,1,1,25,46,aljua8crr0vkwit0j3m59jw9j,1,29.8,60.9,2025-04-20T15:29:23.371Z,2025-04-20T15:29:24Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5667705487,212,12.1,5667705489,213,2.17,5667705485,141,75.6,5667705483,140,23.3,5667705481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990425,176,1,1,25,48,aljua8crr0vkwit0j3m59jw9j,1,23.3,75.6,2025-04-20T15:29:24.522Z,2025-04-20T15:29:27Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5667705619,213,4.06,5667705617,212,18.3,5667705611,56,Back,5667705613,140,12.7,5667705615,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990479,177,1,1,25,51,aljua8crr0vkwit0j3m59jw9j,1,13.4,54.8,2025-04-20T15:29:27.754Z,2025-04-20T15:29:33Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5667705969,213,5.17,5667705967,212,26.2,5667705963,140,24.5,5667705961,56,Back,5667705965,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990535,178,1,1,25,56,aljua8crr0vkwit0j3m59jw9j,1,34.0,21.8,2025-04-20T15:29:33.355Z,2025-04-20T15:29:39Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5667706339,212,19.8,5667706335,140,29.4,5667706337,141,50.1,5667706341,213,1.82,5667706333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990545,179,1,1,26,3,aljua8crr0vkwit0j3m59jw9j,1,29.4,50.1,2025-04-20T15:29:39.579Z,2025-04-20T15:29:40Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5667706389,213,1.28,5667706387,212,16.2,5667706381,56,Back,5667706383,140,33.8,5667706385,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990577,180,1,1,26,3,aljua8crr0vkwit0j3m59jw9j,1,33.8,72.9,2025-04-20T15:29:40.378Z,2025-04-20T15:29:44Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5667706599,56,Back,5667706607,213,4.45,5667706603,141,51.6,5667706601,140,30.1,5667706605,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990629,181,1,1,26,7,aljua8crr0vkwit0j3m59jw9j,1,32.2,53.9,2025-04-20T15:29:44.059Z,2025-04-20T15:29:48Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5667706883,56,Back,5667706887,141,77.9,5667706885,140,33.7,5667706891,213,1.47,5667706889,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990725,182,1,1,26,11,aljua8crr0vkwit0j3m59jw9j,1,39.1,72.3,2025-04-20T15:29:48.298Z,2025-04-20T15:29:55Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5667707423,212,11.9,5667707419,141,60.8,5667707415,56,Back,5667707427,213,3.86,5667707417,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990737,183,1,1,26,19,aljua8crr0vkwit0j3m59jw9j,0,35.7,76.7,2025-04-20T15:29:55.546Z,2025-04-20T15:29:56Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5667707469,140,85.2,5667707477,1,,5667707467,56,Left,5667707475,213,0.08,5667707471,141,82.7,5667707473,212,52.1,5667707465,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803990755,236,61,1,26,22,36g6ifzjliec1jqnbtf7yesme,0,9.6,4.6,2025-04-20T15:29:58.657Z,2025-04-20T15:29:58Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5667707565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
