id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2818183493,210,1,1,21,18,ahnt9ejgwj58ul8auzdvi3czf,1,55.6,74.8,2025-05-24T13:21:20.716Z,2025-05-24T13:21:24Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746158163,213,4.16,5746158159,141,51.8,5746158155,56,Back,5746158161,212,18.3,5746158157,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183529,211,1,1,21,21,ahnt9ejgwj58ul8auzdvi3czf,1,46.8,43.0,2025-05-24T13:21:24.476Z,2025-05-24T13:21:27Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746158351,140,49.1,5746158349,56,Back,5746158357,213,4.82,5746158353,141,9.1,5746158355,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183555,212,1,1,21,24,ahnt9ejgwj58ul8auzdvi3czf,0,49.3,8.9,2025-05-24T13:21:27.308Z,2025-05-24T13:21:29Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746158515,140,57.2,5746158519,212,8.4,5746158517,141,7.0,5746158513,56,Right,5746158521,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183537,231,61,1,21,25,cftj6g399tknheudaxsdpfdgb,1,45.8,92.4,2025-05-24T13:21:28.366Z,2025-05-24T13:21:33Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746158411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183579,213,61,1,21,27,ahnt9ejgwj58ul8auzdvi3czf,0,65.9,2.0,2025-05-24T13:21:30.189Z,2025-05-24T13:56:08Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746158631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183585,214,5,1,21,28,ahnt9ejgwj58ul8auzdvi3czf,0,66.6,-1.4,2025-05-24T13:21:31.031Z,2025-05-24T13:35:02Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746158671,347,,5746158717,233,232,5746158669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183593,232,5,1,21,28,cftj6g399tknheudaxsdpfdgb,1,33.4,101.4,2025-05-24T13:21:31.031Z,2025-05-24T13:35:01Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746158689,347,,5746158693,233,214,5746158687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183711,233,1,1,21,41,cftj6g399tknheudaxsdpfdgb,1,37.2,100.0,2025-05-24T13:21:44.022Z,2025-05-24T18:37:40Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746159263,140,46.3,5746159265,141,68.5,5746159269,213,5.12,5746159261,56,Back,5746159271,1,,5746159257,107,,5746159267,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183759,234,1,1,21,44,cftj6g399tknheudaxsdpfdgb,1,47.2,65.8,2025-05-24T13:21:46.624Z,2025-05-24T18:37:48Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5746159457,140,39.5,5746159461,212,25.8,5746159455,56,Back,5746159459,141,29.7,5746159463,213,4.39,5746159453,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183793,235,1,1,21,49,cftj6g399tknheudaxsdpfdgb,1,42.0,20.7,2025-05-24T13:21:51.583Z,2025-05-24T18:37:59Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746159647,213,5.68,5746159637,140,57.8,5746159643,212,20.1,5746159635,56,Right,5746159639,141,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183817,236,1,1,21,52,cftj6g399tknheudaxsdpfdgb,1,62.0,11.3,2025-05-24T13:21:54.839Z,2025-05-24T13:21:57Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746159781,141,36.0,5746159777,56,Center,5746159783,212,18.0,5746159785,213,1.94,5746159779,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183853,237,1,1,21,54,cftj6g399tknheudaxsdpfdgb,1,52.3,33.8,2025-05-24T13:21:57.063Z,2025-05-24T18:38:08Z,wnin2353js3p5rh4d7e2ymwa,M. Søndergaard,,,5746159955,141,48.9,5746159959,213,0.57,5746159953,140,67.5,5746159957,212,19.0,5746159951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183873,215,83,1,21,56,ahnt9ejgwj58ul8auzdvi3czf,0,35.6,53.8,2025-05-24T13:21:58.822Z,2025-05-24T21:50:25Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5746160355,399,vrzye4jqrafujmjw3wakjpxw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183881,238,50,1,21,57,cftj6g399tknheudaxsdpfdgb,1,64.6,42.6,2025-05-24T13:22:00.189Z,2025-05-24T18:39:05Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5747515045,286,,5746160087,56,Center,5747517085,233,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818425791,981,7,1,21,57,ahnt9ejgwj58ul8auzdvi3czf,0,35.4,57.4,2025-05-24T13:22:00.190Z,2025-05-24T18:39:04Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5747516875,56,Back,5747517061,233,238,5747516879,385,,5747516877,285,,5747516881,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818426207,982,83,1,22,2,ahnt9ejgwj58ul8auzdvi3czf,1,14.7,26.2,2025-05-24T13:22:04.767Z,2025-05-24T18:41:00Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5747519239,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183921,216,43,1,22,2,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-05-24T13:22:04.903Z,2025-05-24T18:40:33Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5747523723,144,45,5746160311,285,0,5746160309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183907,239,43,1,22,2,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-05-24T13:22:04.903Z,2025-05-24T18:40:31Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746160317,233,216,5746160233,286,0,5746160231,56,Center,5747523633,144,3,5747518127,464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818427465,983,83,1,22,3,ahnt9ejgwj58ul8auzdvi3czf,1,12.1,34.0,2025-05-24T13:22:05.972Z,2025-05-24T18:41:09Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5747526323,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183931,240,43,1,22,3,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-05-24T13:22:06.223Z,2025-05-24T13:24:33Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5746160381,286,0,5746168657,144,3,5746160379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183933,241,61,1,22,4,cftj6g399tknheudaxsdpfdgb,1,90.5,61.7,2025-05-24T13:22:06.794Z,2025-05-24T18:39:42Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,1.0,5746160385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183947,242,16,1,22,6,cftj6g399tknheudaxsdpfdgb,1,87.5,57.3,2025-05-24T13:22:09.039Z,2025-05-24T18:40:15Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5746161745,72,,5746160469,56,Center,5746161749,374,2025-05-24 14:22:08.197,5746162637,77,,5746160463,22,,5746162661,231,50.7,5746161753,375,22:05.639,5746162653,102,53.6,5746162659,230,5746162655,103,31.6,97.5,5746162641,29,5747522549,395,2.7,5747522551,396,,50.4,5746160467,17,5746165007,214,,5746162647,55,241,,5746162657,328,,,,,,,,,,,,,,
2818184399,217,1,1,22,52,ahnt9ejgwj58ul8auzdvi3czf,1,50.3,50.0,2025-05-24T13:22:54.991Z,2025-05-24T18:41:40Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5746162979,213,3.11,5746162975,141,50.4,5746162973,140,41.4,5746162977,212,9.3,5746277793,189,,5746162981,279,G,5746162971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184411,218,1,1,22,55,ahnt9ejgwj58ul8auzdvi3czf,1,42.7,49.1,2025-05-24T13:22:57.575Z,2025-05-24T18:41:48Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746163055,140,55.0,5746163059,212,13.2,5746277811,189,,5746163053,56,Center,5746163057,141,53.4,5746163061,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184427,219,1,1,22,57,ahnt9ejgwj58ul8auzdvi3czf,1,54.0,50.5,2025-05-24T13:23:00.159Z,2025-05-24T18:41:57Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5746163145,213,1.91,5746163137,56,Back,5746163143,212,16.0,5746163139,140,48.9,5746163141,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184445,220,1,1,22,58,ahnt9ejgwj58ul8auzdvi3czf,1,48.0,74.0,2025-05-24T13:23:01.455Z,2025-05-24T18:42:04Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746163229,56,Back,5746163235,212,11.2,5746163233,141,58.1,5746163237,213,4.47,5746163231,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184447,221,43,1,23,2,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-05-24T13:23:04.903Z,2025-05-24T13:23:19Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746163241,56,Back,5746164079,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184479,222,1,1,23,3,ahnt9ejgwj58ul8auzdvi3czf,1,44.2,56.0,2025-05-24T13:23:06.039Z,2025-05-24T13:23:08Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746163427,141,65.1,5746163429,212,12.5,5746163425,140,54.5,5746163431,213,0.52,5746163423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184487,223,1,1,23,4,ahnt9ejgwj58ul8auzdvi3czf,1,54.1,58.3,2025-05-24T13:23:06.639Z,2025-05-24T18:42:22Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746163447,140,46.1,5746163441,56,Back,5746163455,212,8.4,5746163451,141,58.7,5746163457,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184537,224,1,1,23,5,ahnt9ejgwj58ul8auzdvi3czf,1,46.1,58.7,2025-05-24T13:23:08.127Z,2025-05-24T18:42:27Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746163729,141,98.0,5746163725,56,Left,5746163727,140,59.3,5746163731,212,30.1,5746163733,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184545,225,1,1,23,9,ahnt9ejgwj58ul8auzdvi3czf,1,57.7,95.7,2025-05-24T13:23:11.943Z,2025-05-24T18:42:38Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746163783,56,Back,5746163791,213,3.97,5746163789,212,14.4,5746163785,140,48.4,5746163787,141,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184557,226,1,1,23,11,ahnt9ejgwj58ul8auzdvi3czf,1,52.3,84.2,2025-05-24T13:23:14.111Z,2025-05-24T13:23:15Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746163841,56,Left,5746163843,140,50.5,5746163847,212,10.0,5746163849,213,1.76,5746163845,141,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184613,227,1,1,23,12,ahnt9ejgwj58ul8auzdvi3czf,1,48.4,97.5,2025-05-24T13:23:15.527Z,2025-05-24T13:23:21Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746164151,1,,5746164147,213,3.86,5746164133,56,Back,5746164137,140,21.7,5746164143,212,37.4,5746164141,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184643,228,1,1,23,19,ahnt9ejgwj58ul8auzdvi3czf,1,17.9,56.3,2025-05-24T13:23:22.295Z,2025-05-24T13:23:24Z,d8nahz092xxj6muqc24hocp3o,A. Andrésen,,,5746164317,212,17.4,5746164313,141,30.9,5746164309,140,20.1,5746164321,213,4.85,5746164307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184709,229,1,1,23,21,ahnt9ejgwj58ul8auzdvi3czf,1,20.1,30.9,2025-05-24T13:23:24.287Z,2025-05-24T13:23:29Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746164705,140,6.2,5746164709,212,20.9,5746164711,213,2.35,5746164707,141,52.8,5746164703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184767,230,1,1,23,27,ahnt9ejgwj58ul8auzdvi3czf,1,8.7,54.5,2025-05-24T13:23:29.607Z,2025-05-24T13:23:34Z,d8nahz092xxj6muqc24hocp3o,A. Andrésen,,,5746165057,213,4.89,5746165049,56,Back,5746165051,140,12.6,5746165055,212,23.5,5746165053,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184839,231,1,1,23,31,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,18.0,2025-05-24T13:23:33.888Z,2025-05-24T13:23:40Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5746165405,56,Back,5746165409,141,3.7,5746165413,213,5.84,5746165411,212,22.6,5746165407,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184871,232,1,1,23,38,ahnt9ejgwj58ul8auzdvi3czf,1,70.1,23.6,2025-05-24T13:23:40.664Z,2025-05-24T13:23:43Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746165553,56,Right,5746165555,140,88.0,5746165559,212,19.9,5746165561,213,5.95,5746165557,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184873,233,61,1,23,39,ahnt9ejgwj58ul8auzdvi3czf,0,87.8,14.0,2025-05-24T13:23:42Z,2025-05-24T18:43:07Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5746165573,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185015,243,12,1,23,40,cftj6g399tknheudaxsdpfdgb,1,20.7,85.7,2025-05-24T13:23:43.122Z,2025-05-24T13:23:54Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5746166387,56,Back,5746166391,141,91.7,5746166389,140,25.1,5746166393,212,6.2,5746166395,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184961,234,1,1,23,44,ahnt9ejgwj58ul8auzdvi3czf,1,79.2,10.6,2025-05-24T13:23:46.920Z,2025-05-24T13:23:49Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746166017,140,70.8,5746166023,213,2.12,5746166019,141,31.8,5746166015,56,Center,5746166021,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185027,235,1,1,23,46,ahnt9ejgwj58ul8auzdvi3czf,1,74.5,34.0,2025-05-24T13:23:49.280Z,2025-05-24T13:23:54Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746166435,141,79.1,5746166429,56,Left,5746166425,155,,5746166443,1,,5746166433,140,86.6,5746166441,213,1.18,5746166437,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185019,244,83,1,23,51,cftj6g399tknheudaxsdpfdgb,0,26.4,24.7,2025-05-24T13:23:54.050Z,2025-05-24T13:23:56Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746166537,399,7h39w16zvj1lbfb0rqr7kvt1x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185033,236,1,1,23,52,ahnt9ejgwj58ul8auzdvi3czf,1,79.7,77.2,2025-05-24T13:23:54.656Z,2025-05-24T13:23:55Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5746166487,213,3.83,5746166481,140,73.3,5746166479,56,Center,5746166485,212,8.7,5746166483,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185077,237,1,1,23,53,ahnt9ejgwj58ul8auzdvi3czf,1,73.3,69.1,2025-05-24T13:23:55.816Z,2025-05-24T13:23:59Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5746166723,140,72.0,5746166729,213,4.56,5746166725,141,56.4,5746166721,56,Center,5746166727,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185091,238,1,1,23,57,ahnt9ejgwj58ul8auzdvi3czf,0,72.5,55.8,2025-05-24T13:23:59.657Z,2025-05-24T13:24:01Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5746166831,140,82.2,5746166833,141,42.7,5746166837,213,5.56,5746166829,56,Center,5746166835,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185097,245,8,1,23,58,cftj6g399tknheudaxsdpfdgb,1,19.5,56.4,2025-05-24T13:24:01.491Z,2025-05-24T18:43:46Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5747536423,385,,5746166859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185133,239,44,1,23,59,ahnt9ejgwj58ul8auzdvi3czf,1,80.1,47.4,2025-05-24T13:24:02.554Z,2025-05-24T18:43:50Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746167063,233,246,5746167043,286,,5746167041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185115,246,44,1,23,59,cftj6g399tknheudaxsdpfdgb,0,19.9,52.6,2025-05-24T13:24:02.555Z,2025-05-24T18:43:53Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746166957,56,Back,5746166959,285,,5746167057,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818251387,979,1,1,24,0,ahnt9ejgwj58ul8auzdvi3czf,1,79.5,48.7,2025-05-24T13:24:02.558Z,2025-05-24T18:43:57Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5746533695,3,,5746533703,212,11.6,5746533699,140,70.7,5746533697,56,Center,5746533701,141,59.0,5746533705,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185125,247,43,1,24,1,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-05-24T13:24:03.987Z,2025-05-24T13:25:43Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5746167025,15,0,5746166999,213,5.91,5746166995,141,43.9,5746166993,140,36.9,5746166997,212,13.7,5746172177,144,12,5746166991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818429831,984,1,1,24,2,ahnt9ejgwj58ul8auzdvi3czf,0,71.5,47.6,2025-05-24T13:24:05.268Z,2025-05-24T18:44:37Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5747539855,141,53.0,5747539859,213,0.93,5747539853,140,74.1,5747539857,212,4.6,5747539851,56,Center,5747539849,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818429957,893,12,1,24,3,cftj6g399tknheudaxsdpfdgb,1,25.9,47.0,2025-05-24T13:24:06.438Z,2025-05-24T18:44:53Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5747540599,140,30.9,5747540603,212,10.8,5747540597,56,Back,5747540601,141,33.1,5747540605,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185157,240,1,1,24,4,ahnt9ejgwj58ul8auzdvi3czf,1,69.1,66.3,2025-05-24T13:24:06.649Z,2025-05-24T13:24:08Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5746167145,141,80.5,5746167149,213,1.67,5746167147,212,9.7,5746167143,140,68.2,5746167141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185165,241,1,1,24,5,ahnt9ejgwj58ul8auzdvi3czf,1,68.2,80.5,2025-05-24T13:24:08.048Z,2025-05-24T13:24:09Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746167201,56,Center,5746167207,212,7.4,5746167203,140,74.5,5746167205,141,75.6,5746167209,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185187,242,1,1,24,6,ahnt9ejgwj58ul8auzdvi3czf,1,74.5,75.6,2025-05-24T13:24:08.633Z,2025-05-24T13:56:15Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5746167311,56,Left,5746167317,212,18.0,5746167313,140,90.6,5746167315,141,84.5,5746167319,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185195,243,1,1,24,7,ahnt9ejgwj58ul8auzdvi3czf,0,90.3,86.7,2025-05-24T13:24:10.433Z,2025-05-24T18:45:18Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5746167367,213,4.66,5747541735,224,,5746167365,212,6.4,5746167359,56,Center,5746167355,2,,5747541737,72,,5746167361,140,90.0,5746167363,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185191,248,61,1,24,8,cftj6g399tknheudaxsdpfdgb,1,8.7,27.4,2025-05-24T13:24:11.126Z,2025-05-24T18:45:23Z,dacr7r8nr09ke3o8dhqmdrklw,H. Bidstrup,,,5746167337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185961,257,43,1,24,8,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-05-24T13:24:11.333Z,2025-05-24T18:45:30Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5746171633,56,Back,5746171635,140,36.1,5746171639,212,7.7,5747542399,144,12,5746171641,213,5.96,5746171637,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185247,244,1,1,24,14,ahnt9ejgwj58ul8auzdvi3czf,1,73.8,97.5,2025-05-24T13:24:17.097Z,2025-05-24T18:45:44Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746167683,213,4.55,5746167679,141,82.4,5746167675,56,Left,5746167681,212,10.4,5746167677,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185295,245,1,1,24,15,ahnt9ejgwj58ul8auzdvi3czf,1,69.2,80.8,2025-05-24T13:24:18.289Z,2025-05-24T13:24:22Z,alqg6ch3anqkq9613hu6m1d04,F. Carlsen,,,5746167921,212,15.5,5746167919,141,98.1,5746167915,56,Left,5746167923,213,2.28,5746167917,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185339,246,1,1,24,19,ahnt9ejgwj58ul8auzdvi3czf,1,66.8,97.7,2025-05-24T13:24:21.633Z,2025-05-24T18:45:57Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5746168173,140,58.0,5746168171,56,Center,5746168175,141,76.3,5746168179,213,4.15,5746168177,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185349,247,1,1,24,22,ahnt9ejgwj58ul8auzdvi3czf,1,55.7,77.1,2025-05-24T13:24:25.329Z,2025-05-24T18:46:06Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5746168221,56,Center,5746168227,212,10.6,5746168223,140,65.8,5746168229,213,6.27,5746168225,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
