id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2731675255,132,1,1,14,41,cftj6g399tknheudaxsdpfdgb,1,38.8,91.0,2024-10-06T14:15:18.761Z,2024-10-06T14:15:20Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273059283,213,3.17,5273059277,212,20.6,5273059269,140,19.2,5273059273,141,90.1,5273059267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675333,133,1,1,14,42,cftj6g399tknheudaxsdpfdgb,1,18.1,90.1,2024-10-06T14:15:19.993Z,2024-10-06T14:15:23Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273059727,212,21.5,5273059723,141,68.9,5273059729,213,3.88,5273059717,56,Back,5273059721,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675445,134,1,1,14,45,cftj6g399tknheudaxsdpfdgb,0,2.4,80.3,2024-10-06T14:15:23.097Z,2024-10-06T14:15:27Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5273060401,212,57.6,5273060399,141,91.6,5273060393,157,,5273060403,213,0.13,5273060405,1,,5273060395,56,Left,5273060397,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675479,119,1,1,14,49,5rz9enoyknpg8ji78za5b82p0,0,39.0,7.4,2024-10-06T14:15:27.102Z,2024-10-06T14:15:28Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273060569,140,57.5,5273060575,141,14.9,5273060581,213,0.26,5273060579,212,20.1,5273060559,3,,5273060563,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675579,135,1,1,14,50,cftj6g399tknheudaxsdpfdgb,1,39.9,84.9,2024-10-06T14:15:27.586Z,2024-10-06T17:48:22Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5273061203,212,15.3,5273061199,140,53.8,5273061201,141,91.8,5273061205,213,0.31,5273061195,3,,5273061197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675583,136,50,1,14,52,cftj6g399tknheudaxsdpfdgb,1,51.8,93.2,2024-10-06T14:15:29.609Z,2024-10-06T17:48:24Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273061229,56,Left,5273061853,233,120,5273061231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675691,120,7,1,14,52,5rz9enoyknpg8ji78za5b82p0,0,48.2,6.8,2024-10-06T14:15:29.610Z,2024-10-06T17:48:29Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273061765,285,,5274458231,385,,5273061763,56,Back,5273061829,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675589,137,61,1,14,53,cftj6g399tknheudaxsdpfdgb,1,53.9,91.9,2024-10-06T14:15:30.267Z,2024-10-06T17:48:27Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273061249,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675749,121,5,1,14,57,5rz9enoyknpg8ji78za5b82p0,1,52.2,-1.4,2024-10-06T14:15:34.475Z,2024-10-06T15:29:22Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273062121,233,138,5273062077,347,,5273062075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675647,138,5,1,14,57,cftj6g399tknheudaxsdpfdgb,0,47.8,101.4,2024-10-06T14:15:34.475Z,2024-10-06T15:29:22Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273061573,56,Back,5273062147,233,121,5273061575,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675875,122,1,1,15,1,5rz9enoyknpg8ji78za5b82p0,1,53.0,0.0,2024-10-06T14:15:38.390Z,2024-10-06T14:15:44Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5273062797,1,,5273062785,56,Back,5273062787,140,33.2,5273062793,213,2.79,5273062789,141,10.6,5273062783,107,,5273062791,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675937,123,1,1,15,6,5rz9enoyknpg8ji78za5b82p0,1,37.5,23.2,2024-10-06T14:15:44.158Z,2024-10-06T14:15:46Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273063123,56,Back,5273063129,212,22.0,5273063125,140,32.3,5273063127,141,54.6,5273063131,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731675977,124,1,1,15,8,5rz9enoyknpg8ji78za5b82p0,1,32.3,52.2,2024-10-06T14:15:46.046Z,2024-10-06T14:15:47Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273063329,213,0.55,5273063321,56,Back,5273063327,212,8.5,5273063325,141,58.7,5273063323,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676029,125,1,1,15,10,5rz9enoyknpg8ji78za5b82p0,1,39.2,58.7,2024-10-06T14:15:47.343Z,2024-10-06T17:48:48Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273063643,140,32.9,5274460313,156,,5273063645,141,45.1,5273063647,212,11.4,5273063641,56,Back,5273063649,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676049,126,1,1,15,12,5rz9enoyknpg8ji78za5b82p0,0,34.4,44.8,2024-10-06T14:15:50.087Z,2024-10-06T17:48:52Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5274461057,155,,5273063761,212,23.8,5273063755,56,Back,5273063757,140,45.5,5273063759,141,75.3,5273063763,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676127,139,61,1,15,16,cftj6g399tknheudaxsdpfdgb,1,54.0,22.4,2024-10-06T14:15:53.945Z,2024-10-06T14:15:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5273064185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676221,127,5,1,15,17,5rz9enoyknpg8ji78za5b82p0,1,43.9,101.3,2024-10-06T14:15:54.399Z,2024-10-06T15:29:23Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5273064693,347,,5273064725,233,140,5273064689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676171,140,5,1,15,17,cftj6g399tknheudaxsdpfdgb,0,56.1,-1.3,2024-10-06T14:15:54.399Z,2024-10-06T15:29:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5273064761,233,127,5273064427,56,Right,5273064429,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676275,128,1,1,15,20,5rz9enoyknpg8ji78za5b82p0,1,52.8,100.0,2024-10-06T14:15:57.663Z,2024-10-06T17:49:10Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5273064991,213,3.36,5273064983,56,Back,5273064989,212,24.1,5274463781,1,,5273064981,107,,5273064987,141,94.5,5273064985,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676327,129,1,1,15,22,5rz9enoyknpg8ji78za5b82p0,1,30.5,94.5,2024-10-06T14:16:00.111Z,2024-10-06T14:16:02Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5273065271,141,71.0,5273065269,140,20.6,5273065273,212,19.1,5273065267,56,Back,5273065275,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676439,130,1,1,15,25,5rz9enoyknpg8ji78za5b82p0,1,20.6,71.0,2024-10-06T14:16:02.719Z,2024-10-06T14:16:06Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5273065847,56,Back,5273065851,141,47.6,5273065853,212,24.0,5273065849,140,3.5,5273065857,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676499,131,1,1,15,29,5rz9enoyknpg8ji78za5b82p0,0,7.1,39.1,2024-10-06T14:16:06.448Z,2024-10-06T14:16:09Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5273066191,1,,5273066183,140,53.5,5273066189,213,6.04,5273066181,56,Right,5273066187,212,50.2,5273066185,141,21.1,5273066179,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676611,141,1,1,15,34,cftj6g399tknheudaxsdpfdgb,0,45.2,75.5,2024-10-06T14:16:11.305Z,2024-10-06T14:16:14Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273066745,141,79.9,5273066751,213,0.06,5273066749,212,46.7,5273066753,1,,5273066741,140,89.6,5273066737,56,Left,5273066735,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676675,132,1,1,15,38,5rz9enoyknpg8ji78za5b82p0,0,13.9,8.5,2024-10-06T14:16:16.137Z,2024-10-06T14:16:16Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5273067089,3,,5273067097,140,21.7,5273067093,56,Back,5273067101,212,8.5,5273067099,141,4.9,5273067103,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676755,142,1,1,15,41,cftj6g399tknheudaxsdpfdgb,1,84.8,90.1,2024-10-06T14:16:18.906Z,2024-10-06T17:49:37Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273067521,212,16.4,5273067513,56,Left,5273067511,3,,5273067517,141,83.2,5273067515,140,69.8,5273067525,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676781,144,1,1,15,43,cftj6g399tknheudaxsdpfdgb,1,69.8,83.2,2024-10-06T14:16:20.762Z,2024-10-06T17:49:51Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273067651,212,9.2,5273067647,140,64.5,5273067645,56,Center,5273067653,213,4.06,5273067649,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676855,145,1,1,15,44,cftj6g399tknheudaxsdpfdgb,1,64.5,72.4,2024-10-06T14:16:21.595Z,2024-10-06T17:50:01Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273068055,212,15.7,5273068049,140,73.9,5273068059,213,0.89,5273068047,56,Left,5273068051,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676975,146,1,1,15,47,cftj6g399tknheudaxsdpfdgb,1,77.1,93.5,2024-10-06T14:16:25.018Z,2024-10-06T14:16:29Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273068751,56,Left,5273068759,213,3.69,5273068753,140,63.8,5273068755,141,81.0,5273068757,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731676991,147,1,1,15,52,cftj6g399tknheudaxsdpfdgb,1,63.8,81.0,2024-10-06T14:16:29.850Z,2024-10-06T14:16:30Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5273068863,140,59.6,5273068861,56,Left,5273068869,213,2.06,5273068867,212,9.4,5273068865,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677033,148,1,1,15,53,cftj6g399tknheudaxsdpfdgb,1,59.5,97.7,2024-10-06T14:16:30.697Z,2024-10-06T17:50:16Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273069071,140,40.7,5273069073,141,77.5,5273069069,56,Back,5273069075,212,24.0,5273069077,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677061,149,1,1,15,54,cftj6g399tknheudaxsdpfdgb,1,42.6,74.9,2024-10-06T14:16:32.041Z,2024-10-06T14:16:33Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273069241,213,4.79,5273069233,141,33.8,5273069231,140,44.8,5273069235,212,28.0,5273069229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677137,150,1,1,15,56,cftj6g399tknheudaxsdpfdgb,1,44.8,33.8,2024-10-06T14:16:33.242Z,2024-10-06T14:16:36Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273069651,56,Back,5273069659,141,62.8,5273069663,213,1.89,5273069661,212,20.8,5273069655,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677205,151,1,1,15,58,cftj6g399tknheudaxsdpfdgb,1,37.5,64.8,2024-10-06T14:16:35.994Z,2024-10-06T14:16:38Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273070025,141,62.4,5273070027,212,6.8,5273070023,140,43.8,5273070029,213,6.04,5273070021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677297,152,1,1,16,1,cftj6g399tknheudaxsdpfdgb,1,43.8,62.4,2024-10-06T14:16:38.378Z,2024-10-06T14:16:42Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5273070521,141,49.4,5273070529,213,4.71,5273070519,140,43.8,5273070517,56,Back,5273070525,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677307,153,1,1,16,4,cftj6g399tknheudaxsdpfdgb,1,43.8,49.4,2024-10-06T14:16:41.722Z,2024-10-06T14:16:42Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273070645,213,1.34,5273070637,56,Back,5273070643,212,7.7,5273070639,140,45.5,5273070641,141,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677345,154,1,1,16,5,cftj6g399tknheudaxsdpfdgb,1,45.5,60.4,2024-10-06T14:16:42.346Z,2024-10-06T14:16:44Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5273070839,56,Back,5273070843,141,83.9,5273070847,213,1.83,5273070845,212,16.5,5273070841,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677393,155,1,1,16,6,cftj6g399tknheudaxsdpfdgb,1,41.7,82.0,2024-10-06T14:16:43.978Z,2024-10-06T17:50:34Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273071115,212,20.1,5273071107,140,59.0,5273071111,141,94.8,5273071119,213,0.45,5273071103,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677439,156,1,1,16,8,cftj6g399tknheudaxsdpfdgb,1,56.5,89.2,2024-10-06T14:16:45.562Z,2024-10-06T14:16:47Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273071391,212,8.7,5273071387,140,48.2,5273071385,56,Back,5273071393,213,3.14,5273071389,141,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677541,157,1,1,16,10,cftj6g399tknheudaxsdpfdgb,1,44.2,88.0,2024-10-06T14:16:47.674Z,2024-10-06T14:16:52Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273071907,213,4.61,5273071897,140,40.7,5273071911,1,,5273071893,56,Back,5273071903,212,37.6,5273071901,141,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677627,158,1,1,16,15,cftj6g399tknheudaxsdpfdgb,1,43.8,30.5,2024-10-06T14:16:52.362Z,2024-10-06T14:16:55Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273072417,212,22.3,5273072415,141,35.2,5273072407,56,Center,5273072413,140,64.8,5273072419,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677661,159,1,1,16,18,cftj6g399tknheudaxsdpfdgb,1,62.3,26.2,2024-10-06T14:16:55.642Z,2024-10-06T14:16:58Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5273072611,140,71.6,5273072617,213,5.58,5273072615,212,12.8,5273072613,141,14.0,5273072609,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677683,160,1,1,16,20,cftj6g399tknheudaxsdpfdgb,1,67.5,11.0,2024-10-06T14:16:58.042Z,2024-10-06T14:16:59Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5273072767,141,23.2,5273072765,140,63.1,5273072771,213,2.08,5273072763,56,Center,5273072769,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677703,161,1,1,16,22,cftj6g399tknheudaxsdpfdgb,1,59.5,25.0,2024-10-06T14:16:59.402Z,2024-10-06T14:17:00Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5273072929,212,10.2,5273072923,56,Right,5273072931,213,4.20,5273072927,141,11.9,5273072925,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677759,162,1,1,16,23,cftj6g399tknheudaxsdpfdgb,1,54.7,11.9,2024-10-06T14:17:00.410Z,2024-10-06T14:17:02Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5273073169,140,43.7,5273073173,141,27.0,5273073179,213,2.41,5273073177,212,15.5,5273073167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677831,163,1,1,16,24,cftj6g399tknheudaxsdpfdgb,1,43.5,29.9,2024-10-06T14:17:02.170Z,2024-10-06T14:17:05Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273073549,212,24.8,5273073551,213,1.77,5273073543,56,Back,5273073547,141,65.7,5273073545,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731677973,164,1,1,16,28,cftj6g399tknheudaxsdpfdgb,1,38.0,70.3,2024-10-06T14:17:05.339Z,2024-10-06T14:17:11Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273074215,141,89.8,5273074217,212,14.2,5273074213,140,42.8,5273074211,56,Back,5273074219,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678049,165,1,1,16,34,cftj6g399tknheudaxsdpfdgb,1,40.9,94.8,2024-10-06T14:17:11.802Z,2024-10-06T14:17:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273074655,140,33.1,5273074657,141,61.0,5273074661,213,4.37,5273074653,56,Back,5273074659,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678095,166,1,1,16,37,cftj6g399tknheudaxsdpfdgb,1,35.8,55.9,2024-10-06T14:17:15.195Z,2024-10-06T14:17:18Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273074865,56,Back,5273074867,140,39.5,5273074871,212,21.1,5273074869,141,25.4,5273074873,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678203,167,1,1,16,41,cftj6g399tknheudaxsdpfdgb,1,40.9,26.1,2024-10-06T14:17:18.523Z,2024-10-06T14:17:23Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273075515,1,,5273075505,56,Center,5273075507,140,77.3,5273075513,213,0.15,5273075509,141,34.6,5273075501,155,,5273075511,212,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678207,168,61,1,16,44,cftj6g399tknheudaxsdpfdgb,0,77.3,34.6,2024-10-06T14:17:22.226Z,2024-10-06T16:19:13Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5273075525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678217,133,1,1,16,45,5rz9enoyknpg8ji78za5b82p0,1,24.7,72.9,2024-10-06T14:17:22.409Z,2024-10-06T14:17:24Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5273075573,56,Back,5273075579,212,10.4,5273075571,3,,5273075577,141,64.5,5273075575,140,33.0,5273075581,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678347,134,1,1,16,46,5rz9enoyknpg8ji78za5b82p0,1,30.9,66.2,2024-10-06T14:17:24.217Z,2024-10-06T14:17:29Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5273076197,141,63.3,5273076195,140,41.6,5273076201,213,6.11,5273076191,3,,5273076199,212,11.4,5273076193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678359,135,50,1,16,50,5rz9enoyknpg8ji78za5b82p0,1,38.2,60.0,2024-10-06T14:17:27.354Z,2024-10-06T15:39:16Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5273624463,286,,5273076263,56,Back,5273624533,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678355,169,7,1,16,50,cftj6g399tknheudaxsdpfdgb,1,61.8,40.0,2024-10-06T14:17:27.355Z,2024-10-06T17:51:30Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5273624507,233,135,5273076235,56,Center,5273076237,285,,5274483799,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678429,170,1,1,16,52,cftj6g399tknheudaxsdpfdgb,1,62.5,42.3,2024-10-06T14:17:29.306Z,2024-10-06T17:52:25Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5273076619,141,62.2,5274490791,156,,5273076623,213,1.97,5273076621,212,14.7,5273076615,56,Center,5273076617,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678513,171,1,1,16,54,cftj6g399tknheudaxsdpfdgb,1,62.3,67.1,2024-10-06T14:17:31.962Z,2024-10-06T14:17:36Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273077143,213,1.64,5273077139,141,89.8,5273077133,56,Left,5273077137,140,61.3,5273077141,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678537,172,1,1,16,59,cftj6g399tknheudaxsdpfdgb,1,67.5,72.1,2024-10-06T14:17:36.794Z,2024-10-06T14:17:37Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273077271,212,11.4,5273077269,141,69.7,5273077267,140,56.8,5273077265,56,Center,5273077277,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678601,173,1,1,17,0,cftj6g399tknheudaxsdpfdgb,1,56.8,69.7,2024-10-06T14:17:37.659Z,2024-10-06T14:17:40Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273077591,140,71.4,5273077589,56,Left,5273077593,141,91.2,5273077595,212,21.2,5273077597,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678683,174,1,1,17,3,cftj6g399tknheudaxsdpfdgb,1,73.4,86.0,2024-10-06T14:17:40.507Z,2024-10-06T14:17:43Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5273078067,56,Center,5273078081,213,4.40,5273078071,140,67.9,5273078075,141,60.1,5273078077,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731939895,831,61,1,17,4,cftj6g399tknheudaxsdpfdgb,0,72.7,71.5,2024-10-06T14:17:41.828Z,2024-10-06T17:54:56Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5274505083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731940499,798,3,1,17,5,5rz9enoyknpg8ji78za5b82p0,0,29.4,36.6,2024-10-06T14:17:42.567Z,2024-10-06T19:18:36Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5274508359,465,,5275027815,233,175,5274508355,56,Back,5274508357,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678697,175,7,1,17,5,cftj6g399tknheudaxsdpfdgb,1,70.6,63.4,2024-10-06T14:17:42.568Z,2024-10-06T19:18:36Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273078151,286,,5274510155,383,,5275027805,233,798,5273078149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678737,136,43,1,17,6,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-10-06T14:17:43.404Z,2024-10-06T17:54:43Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5274507601,144,7,5273078351,233,175,5273078331,56,Back,5273078333,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678831,176,1,1,17,9,cftj6g399tknheudaxsdpfdgb,1,70.0,66.9,2024-10-06T14:17:46.923Z,2024-10-06T14:17:48Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5273078799,213,4.34,5273078791,140,68.2,5273078787,56,Center,5273078795,141,59.8,5273078797,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678901,177,1,1,17,10,cftj6g399tknheudaxsdpfdgb,1,67.8,59.1,2024-10-06T14:17:48.059Z,2024-10-06T14:17:49Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5273079091,141,52.6,5273079093,212,12.0,5273079089,140,57.2,5273079087,56,Center,5273079095,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731678959,178,1,1,17,12,cftj6g399tknheudaxsdpfdgb,1,57.2,52.6,2024-10-06T14:17:49.898Z,2024-10-06T14:17:52Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5273079481,213,5.12,5273079475,140,65.0,5273079477,141,24.7,5273079479,212,20.7,5273079473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731679065,179,1,1,17,15,cftj6g399tknheudaxsdpfdgb,1,63.5,24.8,2024-10-06T14:17:52.538Z,2024-10-06T14:17:56Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5273080019,212,7.8,5273080013,56,Center,5273080021,213,0.58,5273080015,140,69.7,5273080017,141,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
