id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2804630015,189,1,1,23,45,5rz9enoyknpg8ji78za5b82p0,1,56.4,45.2,2025-04-21T16:26:59.071Z,2025-04-21T16:27:03Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671197963,140,45.1,5671197961,56,Back,5671197967,212,33.3,5671197971,1,,5671197969,213,1.94,5671197965,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630033,190,1,1,23,50,5rz9enoyknpg8ji78za5b82p0,1,44.5,92.9,2025-04-21T16:27:03.517Z,2025-04-21T16:27:07Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671198067,140,25.9,5671198065,56,Back,5671198073,213,3.59,5671198069,141,79.0,5671198071,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630069,191,1,1,23,54,5rz9enoyknpg8ji78za5b82p0,1,26.9,79.6,2025-04-21T16:27:07.291Z,2025-04-21T16:27:10Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671198197,212,29.6,5671198195,141,39.4,5671198191,56,Back,5671198193,140,16.2,5671198199,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630111,192,1,1,23,57,5rz9enoyknpg8ji78za5b82p0,1,16.3,39.4,2025-04-21T16:27:10.299Z,2025-04-21T16:27:14Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5671198435,213,5.27,5671198427,141,23.7,5671198419,56,Back,5671198423,140,22.6,5671198431,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630153,193,1,1,24,0,5rz9enoyknpg8ji78za5b82p0,1,22.8,23.7,2025-04-21T16:27:13.832Z,2025-04-21T16:27:18Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671198659,140,25.2,5671198665,213,1.47,5671198657,56,Back,5671198661,141,60.0,5671198663,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630183,194,1,1,24,4,5rz9enoyknpg8ji78za5b82p0,1,25.6,60.6,2025-04-21T16:27:18.023Z,2025-04-21T16:27:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671198859,141,82.9,5671198855,56,Back,5671198861,212,17.1,5671198863,213,1.09,5671198857,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630215,195,1,1,24,8,5rz9enoyknpg8ji78za5b82p0,1,38.5,80.8,2025-04-21T16:27:21.829Z,2025-04-21T16:27:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671199029,213,4.63,5671199025,141,54.2,5671199023,140,37.0,5671199021,56,Back,5671199027,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630235,196,1,1,24,11,5rz9enoyknpg8ji78za5b82p0,1,38.3,54.3,2025-04-21T16:27:24.980Z,2025-04-21T16:27:27Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671199143,212,15.3,5671199139,141,31.8,5671199135,56,Back,5671199137,140,38.6,5671199147,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630261,197,1,1,24,13,5rz9enoyknpg8ji78za5b82p0,1,38.4,29.2,2025-04-21T16:27:27.203Z,2025-04-21T16:27:29Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671199289,140,46.8,5671199293,141,5.2,5671199299,213,5.21,5671199285,56,Back,5671199297,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630273,198,1,1,24,16,5rz9enoyknpg8ji78za5b82p0,0,45.8,4.4,2025-04-21T16:27:29.618Z,2025-04-21T16:27:31Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5671199369,213,0.10,5671199363,140,63.1,5671199361,56,Right,5671199365,141,7.0,5671199367,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630399,233,1,1,24,20,b3r6d8ydtmtjckam6pku9y400,1,40.5,92.1,2025-04-21T16:27:33.533Z,2025-04-21T16:27:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671199917,141,88.9,5671199915,140,57.0,5671199921,213,6.16,5671199919,212,17.5,5671199913,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630417,234,1,1,24,28,b3r6d8ydtmtjckam6pku9y400,1,94.7,78.5,2025-04-21T16:27:42.188Z,2025-04-21T16:27:45Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5671200059,212,9.3,5671200053,56,Left,5671200055,140,87.0,5671200057,141,85.4,5671200061,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630427,235,1,1,24,32,b3r6d8ydtmtjckam6pku9y400,1,82.6,86.9,2025-04-21T16:27:45.837Z,2025-04-21T16:27:48Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671200117,140,72.5,5671200115,56,Left,5671200123,213,3.55,5671200121,212,11.5,5671200119,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630433,236,1,1,24,35,b3r6d8ydtmtjckam6pku9y400,1,72.5,80.2,2025-04-21T16:27:48.540Z,2025-04-21T16:27:50Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671200149,141,66.4,5671200145,56,Center,5671200147,140,73.0,5671200151,212,9.4,5671200153,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630453,237,1,1,24,36,b3r6d8ydtmtjckam6pku9y400,1,73.0,66.4,2025-04-21T16:27:50.188Z,2025-04-21T16:27:52Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671200257,213,1.84,5671200249,56,Left,5671200255,212,9.8,5671200251,140,70.5,5671200253,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630467,238,1,1,24,39,b3r6d8ydtmtjckam6pku9y400,1,70.5,80.3,2025-04-21T16:27:52.748Z,2025-04-21T16:27:55Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671200347,56,Center,5671200351,141,66.3,5671200353,212,20.2,5671200349,140,53.5,5671200355,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630497,239,1,1,24,42,b3r6d8ydtmtjckam6pku9y400,1,53.5,66.3,2025-04-21T16:27:55.308Z,2025-04-21T16:27:58Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671200521,140,61.6,5671200523,141,66.1,5671200527,213,6.27,5671200519,56,Center,5671200525,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630509,240,1,1,24,44,b3r6d8ydtmtjckam6pku9y400,1,59.4,69.7,2025-04-21T16:27:58.124Z,2025-04-21T16:28:00Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671200593,141,88.6,5671200589,56,Left,5671200591,140,58.7,5671200595,212,12.9,5671200597,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630533,241,1,1,24,47,b3r6d8ydtmtjckam6pku9y400,1,61.4,88.1,2025-04-21T16:28:00.364Z,2025-04-21T16:28:04Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671200723,141,80.0,5671200721,140,55.7,5671200719,56,Left,5671200725,212,8.1,5671200727,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630565,242,1,1,24,50,b3r6d8ydtmtjckam6pku9y400,1,58.4,78.4,2025-04-21T16:28:04.204Z,2025-04-21T16:28:06Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671200803,212,11.2,5671200801,141,87.7,5671200799,140,67.2,5671200797,56,Left,5671200805,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630577,243,1,1,24,53,b3r6d8ydtmtjckam6pku9y400,1,69.2,88.1,2025-04-21T16:28:06.413Z,2025-04-21T16:28:09Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671200877,212,8.3,5671200873,140,69.4,5671200871,56,Center,5671200875,141,75.9,5671200879,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630593,244,1,1,24,56,b3r6d8ydtmtjckam6pku9y400,1,69.8,70.5,2025-04-21T16:28:09.388Z,2025-04-21T16:28:13Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671200989,213,4.64,5671200985,141,33.4,5671200981,56,Center,5671200983,140,68.0,5671200987,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630607,245,1,1,24,59,b3r6d8ydtmtjckam6pku9y400,1,67.9,33.4,2025-04-21T16:28:12.764Z,2025-04-21T16:28:15Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5671201093,212,16.0,5671201089,140,59.8,5671201091,141,53.3,5671201095,213,2.13,5671201087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630615,246,1,1,25,1,b3r6d8ydtmtjckam6pku9y400,1,59.6,53.4,2025-04-21T16:28:15.229Z,2025-04-21T16:28:17Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671201163,140,66.2,5671201161,56,Center,5671201167,212,10.1,5671201169,213,0.81,5671201165,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630629,247,1,1,25,4,b3r6d8ydtmtjckam6pku9y400,1,67.7,69.0,2025-04-21T16:28:17.660Z,2025-04-21T16:28:19Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671201233,141,90.2,5671201231,140,72.1,5671201229,56,Left,5671201235,212,15.1,5671201237,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630639,248,1,1,25,6,b3r6d8ydtmtjckam6pku9y400,1,71.9,90.2,2025-04-21T16:28:19.436Z,2025-04-21T16:28:21Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671201303,56,Center,5671201309,212,10.0,5671201311,213,4.15,5671201305,140,66.8,5671201307,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630661,249,1,1,25,8,b3r6d8ydtmtjckam6pku9y400,1,66.5,74.5,2025-04-21T16:28:21.277Z,2025-04-21T16:28:25Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671201441,213,3.96,5671201429,56,Center,5671201431,140,54.4,5671201433,141,54.6,5671201437,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630689,250,1,1,25,12,b3r6d8ydtmtjckam6pku9y400,1,54.4,54.6,2025-04-21T16:28:25.309Z,2025-04-21T16:34:04Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5671201611,212,34.1,5671201607,141,57.2,5671201601,56,Center,5671201605,140,86.8,5671201619,1,,5671201615,213,0.05,5671201599,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630695,251,61,1,25,14,b3r6d8ydtmtjckam6pku9y400,0,86.8,57.2,2025-04-21T16:28:27.516Z,2025-04-21T16:34:12Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5671201645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630775,199,5,1,25,15,5rz9enoyknpg8ji78za5b82p0,1,-1.4,38.2,2025-04-21T16:28:28.984Z,2025-04-21T16:30:41Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5671202173,346,,5671202171,56,Back,5671207785,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630779,252,5,1,25,15,b3r6d8ydtmtjckam6pku9y400,0,101.4,61.8,2025-04-21T16:28:28.984Z,2025-04-21T16:32:28Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5671202193,346,,5671202191,56,Center,5671207803,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630789,200,1,1,25,27,5rz9enoyknpg8ji78za5b82p0,1,4.4,49.3,2025-04-21T16:28:40.931Z,2025-04-21T16:30:34Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5671202257,140,10.6,5671202253,124,,5671207463,189,,5671202261,212,18.1,5671202263,213,1.20,5671202255,56,Back,5671202267,237,,5671202259,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630801,201,1,1,25,28,5rz9enoyknpg8ji78za5b82p0,1,10.6,74.2,2025-04-21T16:28:42.179Z,2025-04-21T16:28:43Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671202319,212,20.4,5671202313,56,Back,5671202315,140,24.6,5671202317,141,95.0,5671202321,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630813,202,1,1,25,29,5rz9enoyknpg8ji78za5b82p0,1,24.6,95.0,2025-04-21T16:28:43.170Z,2025-04-21T16:28:44Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671202371,56,Back,5671202381,213,4.80,5671202379,212,8.3,5671202375,140,25.3,5671202377,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630839,203,1,1,25,30,5rz9enoyknpg8ji78za5b82p0,1,25.3,82.9,2025-04-21T16:28:44.098Z,2025-04-21T16:28:47Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671202529,141,87.5,5671202531,212,13.3,5671202533,213,0.24,5671202525,56,Back,5671202527,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630843,204,4,1,25,33,5rz9enoyknpg8ji78za5b82p0,1,37.3,83.3,2025-04-21T16:28:46.705Z,2025-04-21T16:32:29Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671203099,152,,5671203339,233,253,5671203095,13,,5671203335,286,,5671202555,56,Back,5671203097,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630857,253,4,1,25,33,b3r6d8ydtmtjckam6pku9y400,0,62.7,16.7,2025-04-21T16:28:46.706Z,2025-04-21T16:32:30Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671203343,233,204,5671202737,285,,5671203317,295,,5671202729,13,,5671202731,56,Right,5671202733,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630929,205,1,1,25,49,5rz9enoyknpg8ji78za5b82p0,1,34.6,68.4,2025-04-21T16:29:03.241Z,2025-04-21T16:34:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671203183,212,10.3,5671203181,141,69.7,5671203177,56,Back,5671203179,140,44.4,5671207241,152,,5671203185,213,0.09,5671207239,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630953,206,1,1,25,50,5rz9enoyknpg8ji78za5b82p0,1,44.7,69.9,2025-04-21T16:29:04.105Z,2025-04-21T16:29:07Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671203329,212,8.3,5671203323,56,Back,5671203331,213,3.22,5671203325,140,36.8,5671203327,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804630983,207,1,1,25,54,5rz9enoyknpg8ji78za5b82p0,1,38.7,69.3,2025-04-21T16:29:07.927Z,2025-04-21T16:29:11Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671203477,213,0.66,5671203475,212,28.3,5671203469,56,Left,5671203471,140,60.0,5671203473,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631007,208,1,1,25,57,5rz9enoyknpg8ji78za5b82p0,1,62.4,94.5,2025-04-21T16:29:10.790Z,2025-04-21T16:29:12Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671203569,56,Center,5671203571,140,58.1,5671203573,141,76.9,5671203577,213,4.35,5671203575,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631021,209,1,1,25,59,5rz9enoyknpg8ji78za5b82p0,1,58.3,81.1,2025-04-21T16:29:12.309Z,2025-04-21T16:29:14Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671203643,56,Left,5671203649,212,7.8,5671203651,213,1.58,5671203647,141,92.6,5671203645,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631093,210,1,1,26,0,5rz9enoyknpg8ji78za5b82p0,1,58.2,92.6,2025-04-21T16:29:13.828Z,2025-04-21T16:29:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671203953,141,74.7,5671203951,140,53.5,5671203955,212,13.1,5671203949,56,Center,5671203957,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631109,211,1,1,26,5,5rz9enoyknpg8ji78za5b82p0,1,52.5,62.7,2025-04-21T16:29:18.419Z,2025-04-21T16:29:20Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671204035,56,Left,5671204039,141,85.6,5671204041,212,15.8,5671204043,213,1.38,5671204037,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631149,212,1,1,26,7,5rz9enoyknpg8ji78za5b82p0,1,55.3,85.6,2025-04-21T16:29:20.530Z,2025-04-21T16:29:23Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671204241,212,9.4,5671204243,213,5.12,5671204239,141,72.9,5671204235,56,Center,5671204237,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631153,213,50,1,26,9,5rz9enoyknpg8ji78za5b82p0,1,61.8,73.2,2025-04-21T16:29:22.818Z,2025-04-21T16:29:28Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671204261,56,Center,5671204263,286,,5671204359,233,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631161,254,7,1,26,9,b3r6d8ydtmtjckam6pku9y400,0,38.2,26.8,2025-04-21T16:29:22.819Z,2025-04-21T19:58:42Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5671204311,285,,5671800783,385,,5671800787,178,,5671204339,233,213,5671204309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631177,214,1,1,26,11,5rz9enoyknpg8ji78za5b82p0,1,67.0,71.1,2025-04-21T16:29:24.368Z,2025-04-21T16:29:26Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671204427,56,Center,5671204435,212,11.6,5671204437,213,5.70,5671204433,141,61.7,5671204431,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631185,215,1,1,26,12,5rz9enoyknpg8ji78za5b82p0,0,76.2,61.7,2025-04-21T16:29:25.696Z,2025-04-21T19:58:48Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5671204475,212,9.2,5671801051,156,,5671204477,213,3.89,5671204473,141,52.5,5671204471,140,69.8,5671204469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631233,255,1,1,26,14,b3r6d8ydtmtjckam6pku9y400,1,28.8,46.4,2025-04-21T16:29:27.884Z,2025-04-21T16:29:32Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5671204721,56,Back,5671204727,141,61.2,5671204729,212,13.7,5671204731,213,2.31,5671204725,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631267,257,1,1,26,19,b3r6d8ydtmtjckam6pku9y400,1,24.0,57.9,2025-04-21T16:29:32.844Z,2025-04-21T16:29:34Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5671204851,212,8.4,5671204853,213,5.02,5671204845,56,Back,5671204847,140,26.4,5671204849,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631273,258,1,1,26,21,b3r6d8ydtmtjckam6pku9y400,0,26.4,46.1,2025-04-21T16:29:34.731Z,2025-04-21T16:29:36Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5671204875,155,,5671204897,286,,5671204885,213,5.93,5671204879,140,28.7,5671204893,233,216,5671204891,236,,5671204877,56,Back,5671204881,141,44.8,5671204883,212,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,
2804631271,216,74,1,26,21,5rz9enoyknpg8ji78za5b82p0,1,68.4,64.8,2025-04-21T16:29:34.732Z,2025-04-21T16:29:35Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5671204869,56,Center,5671204871,285,,5671204901,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631287,217,1,1,26,22,5rz9enoyknpg8ji78za5b82p0,1,60.7,62.7,2025-04-21T16:29:35.979Z,2025-04-21T16:29:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671204987,141,76.0,5671204981,3,,5671204983,56,Center,5671204985,140,66.0,5671204991,213,1.02,5671204989,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631331,219,1,1,26,24,5rz9enoyknpg8ji78za5b82p0,1,66.0,77.5,2025-04-21T16:29:37.611Z,2025-04-21T16:29:41Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5671205271,212,24.6,5671205269,141,77.0,5671205273,213,3.16,5671205265,56,Back,5671205267,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631343,220,1,1,26,28,5rz9enoyknpg8ji78za5b82p0,1,42.6,77.0,2025-04-21T16:29:41.449Z,2025-04-21T16:29:43Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5671205323,141,67.9,5671205321,140,51.7,5671205319,56,Center,5671205327,213,5.71,5671205331,189,,5671205325,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631357,221,1,1,26,30,5rz9enoyknpg8ji78za5b82p0,1,51.8,67.8,2025-04-21T16:29:43.464Z,2025-04-21T16:29:46Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671205387,141,57.3,5671205385,140,44.5,5671205383,56,Back,5671205389,212,10.5,5671205391,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631373,222,1,1,26,32,5rz9enoyknpg8ji78za5b82p0,1,52.1,49.3,2025-04-21T16:29:46.007Z,2025-04-21T16:29:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5671205477,212,24.1,5671205471,140,56.0,5671205467,56,Right,5671205475,141,14.4,5671205479,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631413,223,1,1,26,34,5rz9enoyknpg8ji78za5b82p0,1,56.0,13.5,2025-04-21T16:29:48.006Z,2025-04-21T16:29:51Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671205593,213,1.38,5671205591,212,9.2,5671205589,141,26.8,5671205587,140,57.7,5671205585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631417,224,1,1,26,37,5rz9enoyknpg8ji78za5b82p0,1,57.7,25.6,2025-04-21T16:29:50.725Z,2025-04-21T16:29:52Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5671205627,213,4.67,5671205619,56,Right,5671205625,212,13.0,5671205621,140,57.2,5671205623,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631437,225,1,1,26,38,5rz9enoyknpg8ji78za5b82p0,1,57.2,6.5,2025-04-21T16:29:51.732Z,2025-04-21T16:29:54Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671205717,140,49.2,5671205719,141,23.0,5671205721,212,14.0,5671205723,213,2.21,5671205715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631463,226,1,1,26,40,5rz9enoyknpg8ji78za5b82p0,1,50.1,24.0,2025-04-21T16:29:53.891Z,2025-04-21T16:29:57Z,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,,,5671205781,140,57.2,5671205779,56,Center,5671205783,141,36.7,5671205787,213,0.86,5671205785,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631489,227,1,1,26,43,5rz9enoyknpg8ji78za5b82p0,1,61.8,37.7,2025-04-21T16:29:56.770Z,2025-04-21T16:30:00Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5671205935,155,,5671205943,212,24.0,5671205941,141,11.9,5671205939,140,77.4,5671205945,213,5.46,5671205937,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804631559,228,1,1,26,47,5rz9enoyknpg8ji78za5b82p0,1,80.3,13.2,2025-04-21T16:30:00.401Z,2025-04-21T19:59:32Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5671206371,56,Left,5671206373,140,95.1,5671802641,224,,5671802643,20,,5671206367,2,,5671206375,141,86.3,5671206727,345,,5671206379,213,1.27,5671206377,212,5671206369,155,,5671206381,1,,,,,,,,,,,,,,,,,52.1,,,,,,,,,,,
