id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2708498139,208,1,1,28,31,cftj6g399tknheudaxsdpfdgb,1,65.2,75.7,2024-08-12T17:28:40.066Z,2024-08-12T17:28:41Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5145959335,141,84.1,5145959339,213,0.91,5145959331,56,Left,5145959337,212,7.2,5145959333,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498147,209,1,1,28,32,cftj6g399tknheudaxsdpfdgb,1,69.4,84.1,2024-08-12T17:28:41.250Z,2024-08-12T17:28:42Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5145959357,56,Center,5145959363,212,11.1,5145959361,141,73.0,5145959359,140,61.6,5145959365,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498161,210,1,1,28,33,cftj6g399tknheudaxsdpfdgb,1,61.6,73.0,2024-08-12T17:28:42.322Z,2024-08-12T17:28:45Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5145959439,56,Left,5145959447,213,1.84,5145959443,141,93.2,5145959441,140,58.0,5145959445,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498183,211,1,1,28,36,cftj6g399tknheudaxsdpfdgb,1,51.3,90.6,2024-08-12T17:28:45.297Z,2024-08-12T17:28:49Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5145959555,212,22.4,5145959553,141,77.9,5145959557,213,3.54,5145959551,140,31.6,5145959549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498191,212,1,1,28,40,cftj6g399tknheudaxsdpfdgb,0,34.1,74.4,2024-08-12T17:28:49.442Z,2024-08-12T17:28:54Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5145959599,157,,5145959611,1,,5145959603,140,87.2,5145959605,141,86.0,5145959607,212,56.3,5145959601,56,Left,5145959609,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498723,258,1,1,28,50,36g6ifzjliec1jqnbtf7yesme,1,14.4,16.4,2024-08-12T17:28:59.515Z,2024-08-12T17:31:15Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5145962689,140,21.3,5145962699,213,0.74,5145962691,141,26.2,5145962687,56,Back,5145962695,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498231,229,1,1,28,55,36g6ifzjliec1jqnbtf7yesme,1,21.5,24.7,2024-08-12T17:29:03.883Z,2024-08-12T17:29:07Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145959817,141,51.3,5145959813,56,Back,5145959815,140,29.1,5145959821,213,1.16,5145959819,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498243,230,1,1,28,59,36g6ifzjliec1jqnbtf7yesme,1,29.9,52.8,2024-08-12T17:29:07.612Z,2024-08-12T17:29:14Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5145959927,56,Back,5145959929,140,26.1,5145959931,141,30.1,5145959935,213,4.46,5145959933,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498253,231,1,1,29,5,36g6ifzjliec1jqnbtf7yesme,1,29.3,27.0,2024-08-12T17:29:14.011Z,2024-08-12T17:29:16Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145959971,56,Back,5145959977,212,26.6,5145959973,140,27.2,5145959975,141,66.0,5145959979,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498257,232,1,1,29,7,36g6ifzjliec1jqnbtf7yesme,1,28.5,64.6,2024-08-12T17:29:16.219Z,2024-08-12T17:29:17Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5145959985,140,41.2,5145959983,56,Back,5145959989,212,13.4,5145959987,141,66.9,5145959991,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498263,233,1,1,29,8,36g6ifzjliec1jqnbtf7yesme,1,41.2,66.9,2024-08-12T17:29:17.131Z,2024-08-12T17:29:23Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5145960039,56,Left,5145960047,213,0.71,5145960043,141,89.1,5145960041,140,57.9,5145960045,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498271,234,1,1,29,15,36g6ifzjliec1jqnbtf7yesme,1,62.8,70.6,2024-08-12T17:29:23.547Z,2024-08-12T17:29:27Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145960089,56,Center,5145960095,212,20.5,5145960097,213,4.32,5145960093,141,42.8,5145960091,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498279,235,1,1,29,18,36g6ifzjliec1jqnbtf7yesme,1,58.4,34.3,2024-08-12T17:29:26.971Z,2024-08-12T17:29:30Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145960139,213,1.37,5145960135,141,50.3,5145960131,56,Center,5145960133,140,60.5,5145960137,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498283,236,1,1,29,21,36g6ifzjliec1jqnbtf7yesme,1,61.7,62.9,2024-08-12T17:29:30.091Z,2024-08-12T17:29:32Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5145960161,140,65.7,5145960167,213,1.28,5145960163,141,83.6,5145960165,212,14.7,5145960159,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498289,237,1,1,29,24,36g6ifzjliec1jqnbtf7yesme,1,66.1,83.9,2024-08-12T17:29:32.619Z,2024-08-12T17:29:35Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145960197,141,91.4,5145960199,212,5.4,5145960201,213,1.23,5145960193,56,Left,5145960195,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498307,238,1,1,29,27,36g6ifzjliec1jqnbtf7yesme,1,67.7,86.0,2024-08-12T17:29:35.882Z,2024-08-12T17:29:38Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5145960321,56,Center,5145960327,212,8.1,5145960323,140,62.7,5145960325,141,76.9,5145960329,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498319,239,1,1,29,30,36g6ifzjliec1jqnbtf7yesme,1,61.8,66.3,2024-08-12T17:29:38.683Z,2024-08-12T17:29:43Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5145960395,56,Center,5145960399,141,31.8,5145960403,213,4.56,5145960397,140,58.3,5145960401,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498339,240,1,1,29,34,36g6ifzjliec1jqnbtf7yesme,1,61.5,20.1,2024-08-12T17:29:43.067Z,2024-08-12T17:29:46Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145960523,212,14.5,5145960521,141,40.4,5145960519,140,57.2,5145960525,213,1.89,5145960517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498351,241,1,1,29,37,36g6ifzjliec1jqnbtf7yesme,1,61.5,47.6,2024-08-12T17:29:46.506Z,2024-08-12T17:29:48Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5145960591,140,65.1,5145960593,141,74.1,5145960597,213,1.36,5145960589,56,Center,5145960595,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498353,242,1,1,29,40,36g6ifzjliec1jqnbtf7yesme,0,68.2,79.4,2024-08-12T17:29:48.715Z,2024-08-12T17:29:49Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145960601,56,Center,5145960637,233,214,5145960607,212,1.4,5145960609,213,5.25,5145960603,140,68.9,5145960641,286,,5145960635,236,,5145960605,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498359,214,74,1,29,40,cftj6g399tknheudaxsdpfdgb,1,23.3,20.6,2024-08-12T17:29:48.716Z,2024-08-12T17:38:32Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5145960649,233,242,5145960629,285,,5145960627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498363,243,61,1,29,42,36g6ifzjliec1jqnbtf7yesme,0,68.2,66.4,2024-08-12T17:29:51.355Z,2024-08-12T17:29:51Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5145960665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498373,215,43,1,29,45,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-12T17:29:54.274Z,2024-08-12T20:48:10Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5146383373,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498379,216,1,1,29,45,cftj6g399tknheudaxsdpfdgb,0,26.9,28.0,2024-08-12T17:29:54.530Z,2024-08-12T17:29:55Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5145960747,140,54.3,5145960745,56,Center,5145960751,212,29.7,5145960749,141,38.9,5145960753,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498383,244,43,1,29,47,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-08-12T17:29:56.266Z,2024-08-12T20:48:12Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5146383389,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498405,245,1,1,29,52,36g6ifzjliec1jqnbtf7yesme,1,40.2,55.1,2024-08-12T17:30:01.435Z,2024-08-12T20:48:19Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145960887,213,1.03,5145960879,56,Left,5145960883,141,88.4,5145960881,140,53.2,5145960885,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498409,246,61,1,29,55,36g6ifzjliec1jqnbtf7yesme,1,53.2,88.4,2024-08-12T17:30:03.575Z,2024-08-12T17:30:04Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145960927,189,,5145960895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498433,247,1,1,30,2,36g6ifzjliec1jqnbtf7yesme,1,52.1,77.0,2024-08-12T17:30:10.827Z,2024-08-12T17:30:11Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5145961075,213,0.77,5145961067,56,Left,5145961073,212,15.1,5145961071,141,92.4,5145961069,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498441,248,1,1,30,3,36g6ifzjliec1jqnbtf7yesme,0,62.4,92.4,2024-08-12T17:30:11.835Z,2024-08-12T17:30:12Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145961105,213,5.73,5145961097,56,Left,5145961103,212,15.5,5145961099,140,75.0,5145961101,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498447,217,1,1,30,4,cftj6g399tknheudaxsdpfdgb,1,24.7,18.8,2024-08-12T17:30:12.994Z,2024-08-12T17:30:14Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5145961121,56,Back,5145961127,212,6.7,5145961123,140,30.0,5145961125,141,13.2,5145961129,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498445,249,83,1,30,5,36g6ifzjliec1jqnbtf7yesme,0,75.0,80.5,2024-08-12T17:30:14.315Z,2024-08-12T17:30:15Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145961137,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498473,250,83,1,30,8,36g6ifzjliec1jqnbtf7yesme,0,65.5,93.2,2024-08-12T17:30:16.658Z,2024-08-12T17:32:06Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145963641,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498471,219,61,1,30,8,cftj6g399tknheudaxsdpfdgb,0,31.5,5.3,2024-08-12T17:30:17.473Z,2024-08-12T17:30:17Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5145961253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498477,220,5,1,30,9,cftj6g399tknheudaxsdpfdgb,0,36.5,-1.6,2024-08-12T17:30:18.145Z,2024-08-12T17:38:28Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5145961275,347,,5145961407,233,251,5145961273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498501,251,5,1,30,9,36g6ifzjliec1jqnbtf7yesme,1,63.5,101.6,2024-08-12T17:30:18.145Z,2024-08-12T17:38:27Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145961399,56,Left,5145961403,233,220,5145961401,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498523,252,1,1,30,21,36g6ifzjliec1jqnbtf7yesme,1,61.2,100.0,2024-08-12T17:30:29.691Z,2024-08-12T17:32:04Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5145961511,140,44.1,5145961517,213,4.12,5145963563,189,,5145961519,1,,5145961507,107,,5145961513,141,63.1,5145961509,56,Back,5145961515,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498537,253,1,1,30,22,36g6ifzjliec1jqnbtf7yesme,1,44.1,63.1,2024-08-12T17:30:30.634Z,2024-08-12T17:30:33Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5145961581,140,51.9,5145961587,213,5.22,5145961583,141,41.3,5145961579,56,Center,5145961585,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498545,254,1,1,30,24,36g6ifzjliec1jqnbtf7yesme,0,51.9,41.3,2024-08-12T17:30:33.451Z,2024-08-12T17:30:34Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5145961635,56,Right,5145961641,141,9.4,5145961645,212,26.7,5145961649,213,5.34,5145961637,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498547,223,8,1,30,26,cftj6g399tknheudaxsdpfdgb,1,29.9,89.1,2024-08-12T17:30:34.705Z,2024-08-12T20:48:52Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5145961667,56,Back,5146384367,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498569,225,1,1,30,31,cftj6g399tknheudaxsdpfdgb,0,71.2,68.5,2024-08-12T17:30:39.889Z,2024-08-12T17:30:41Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5145961759,213,5.47,5145961755,141,49.1,5145961753,140,83.1,5145961757,212,18.2,5145961751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498585,226,43,1,30,35,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-12T17:30:44.273Z,2024-08-12T17:30:46Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5145961887,144,45,5145961857,56,Center,5145961859,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498605,256,1,1,30,35,36g6ifzjliec1jqnbtf7yesme,1,12.2,47.9,2024-08-12T17:30:44.507Z,2024-08-12T17:30:50Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5145961963,56,Back,5145961973,1,,5145961965,140,39.9,5145961961,155,,5145961967,141,12.0,5145961969,212,38.0,5145961971,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498607,257,50,1,30,42,36g6ifzjliec1jqnbtf7yesme,1,50.2,15.6,2024-08-12T17:30:50.843Z,2024-08-12T17:38:33Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5145961979,286,,5145961977,56,Right,5145962043,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498615,227,7,1,30,42,cftj6g399tknheudaxsdpfdgb,1,49.8,84.4,2024-08-12T17:30:50.844Z,2024-08-12T20:49:16Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5145962025,285,,5145962023,56,Back,5145962027,233,257,5146385003,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498623,228,1,1,30,43,cftj6g399tknheudaxsdpfdgb,1,42.4,83.6,2024-08-12T17:30:52.241Z,2024-08-12T17:30:54Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5145962073,56,Back,5145962075,140,43.8,5145962077,141,72.4,5145962079,212,7.8,5145962081,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498631,230,1,1,30,45,cftj6g399tknheudaxsdpfdgb,1,43.9,72.4,2024-08-12T17:30:54.065Z,2024-08-12T17:30:54Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5145962113,213,0.75,5145962107,140,53.0,5145962111,212,13.0,5145962105,56,Left,5145962109,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498633,231,1,1,30,46,cftj6g399tknheudaxsdpfdgb,1,53.0,85.4,2024-08-12T17:30:54.785Z,2024-08-12T17:30:55Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5145962117,56,Center,5145962125,213,4.61,5145962121,141,73.6,5145962119,140,52.2,5145962123,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498657,232,1,1,30,47,cftj6g399tknheudaxsdpfdgb,1,52.2,73.5,2024-08-12T17:30:55.569Z,2024-08-12T17:31:01Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5145962275,212,23.3,5145962273,141,90.8,5145962277,213,0.53,5145962269,56,Left,5145962271,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498675,233,1,1,30,52,cftj6g399tknheudaxsdpfdgb,0,91.2,82.1,2024-08-12T17:31:00.849Z,2024-08-12T20:49:31Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5145962409,155,,5145962421,1,,5145962415,141,0.0,5145962407,2,,5146385405,224,,5145962413,140,90.3,5146385407,72,,5145962419,213,4.70,5145962411,56,5145962417,212,56.8,,,,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,
2708498677,234,5,1,30,56,cftj6g399tknheudaxsdpfdgb,0,88.9,-1.6,2024-08-12T17:31:04.751Z,2024-08-12T17:55:57Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5145962423,56,Right,5145972409,233,259,5145962425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498787,259,5,1,30,56,36g6ifzjliec1jqnbtf7yesme,1,11.1,101.6,2024-08-12T17:31:04.751Z,2024-08-12T17:55:56Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5145962955,56,Back,5145962957,347,,5145972403,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498809,260,1,1,31,19,36g6ifzjliec1jqnbtf7yesme,1,17.4,100.0,2024-08-12T17:31:28.506Z,2024-08-12T17:31:30Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145963049,107,,5145963053,56,Back,5145963067,213,5.37,5145963063,212,9.3,5145963057,140,22.8,5145963059,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498793,235,83,1,31,20,cftj6g399tknheudaxsdpfdgb,0,73.7,5.6,2024-08-12T17:31:29.296Z,2024-08-12T17:31:31Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5145963083,399,5hw5sfiqhzg7mnghdp52f7fqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498813,261,3,1,31,21,36g6ifzjliec1jqnbtf7yesme,0,24.8,92.4,2024-08-12T17:31:30.331Z,2024-08-12T20:49:57Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5145963079,56,Back,5145963081,285,,5145963099,233,236,5146385937,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498817,236,7,1,31,21,cftj6g399tknheudaxsdpfdgb,0,75.2,7.6,2024-08-12T17:31:30.332Z,2024-08-12T20:50:00Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5145963093,233,261,5145963091,286,,5145963089,56,Right,5146385997,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498821,262,1,1,31,22,36g6ifzjliec1jqnbtf7yesme,1,24.8,91.7,2024-08-12T17:31:31.322Z,2024-08-12T17:31:32Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5145963109,141,91.7,5145963105,56,Back,5145963107,140,19.8,5145963111,212,5.2,5145963113,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498833,263,1,1,31,24,36g6ifzjliec1jqnbtf7yesme,0,19.5,90.9,2024-08-12T17:31:32.842Z,2024-08-12T20:50:16Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5145963167,212,40.5,5145963161,56,Back,5145963171,1,,5145963169,213,5.44,5145963163,140,45.0,5145963165,141,46.3,5145963159,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498837,237,8,1,31,27,cftj6g399tknheudaxsdpfdgb,1,55.5,50.7,2024-08-12T17:31:36.480Z,2024-08-12T20:50:24Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5145963179,56,Center,5146386457,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498865,264,1,1,31,32,36g6ifzjliec1jqnbtf7yesme,1,59.0,77.2,2024-08-12T17:31:41.130Z,2024-08-12T17:31:44Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5145963289,56,Left,5145963295,212,14.3,5145963297,213,0.48,5145963293,141,86.9,5145963291,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498869,265,1,1,31,36,36g6ifzjliec1jqnbtf7yesme,0,88.5,78.9,2024-08-12T17:31:44.762Z,2024-08-12T20:50:36Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5145963333,286,,5145963319,212,1.8,5146386773,386,,5145963329,233,238,5145963321,213,4.59,5145963315,140,88.3,5145963309,2,,5145963317,141,76.3,5146386775,72,5145963313,56,Center,5146386771,225,5145963327,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498871,238,12,1,31,36,cftj6g399tknheudaxsdpfdgb,1,11.7,22.2,2024-08-12T17:31:44.862Z,2024-08-12T17:31:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5145963325,56,Back,5145963323,185,,5145963335,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498879,239,6,1,31,37,cftj6g399tknheudaxsdpfdgb,0,9.5,21.5,2024-08-12T17:31:46.410Z,2024-08-12T20:50:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5145963365,73,,5145963371,233,266,5145963363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498875,266,6,1,31,37,36g6ifzjliec1jqnbtf7yesme,1,90.5,78.5,2024-08-12T17:31:46.410Z,2024-08-12T17:38:29Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5145963367,233,239,5145963353,73,,5145963351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498957,267,1,1,32,9,36g6ifzjliec1jqnbtf7yesme,0,99.5,99.5,2024-08-12T17:32:17.786Z,2024-08-12T20:50:43Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5145963859,223,,5145963865,141,50.6,5145963869,213,4.61,5145963855,6,,5145963871,1,,5146386911,20,,5145963861,56,Center,5145963857,155,,5145963863,140,5145963965,233,241,5145963853,2,5145963867,212,33.4,,,96.4,,,,,,,,,,,,,,,,,,,,,,,
2708498967,240,44,1,32,10,cftj6g399tknheudaxsdpfdgb,1,3.5,49.7,2024-08-12T17:32:18.713Z,2024-08-12T20:50:58Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5145963899,56,Back,5145963901,285,,5145963913,233,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708498959,268,44,1,32,10,36g6ifzjliec1jqnbtf7yesme,0,96.5,50.3,2024-08-12T17:32:18.714Z,2024-08-12T20:51:00Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5145963875,56,Center,5145963933,233,240,5145963877,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
