id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2786071603,153,1,1,17,0,36g6ifzjliec1jqnbtf7yesme,0,97.1,24.4,2025-03-09T13:18:33.037Z,2025-03-09T13:42:17Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5569232805,213,1.61,5569232793,56,Center,5569232803,212,13.1,5569232801,141,43.6,5569232797,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786071617,154,43,1,17,2,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-09T13:18:34.822Z,2025-03-09T13:42:16Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5569337141,144,61,5569232839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786091479,344,12,1,17,3,59as3grjvj19voay31j3yfgni,1,2.4,51.0,2025-03-09T13:18:36.229Z,2025-03-09T13:43:02Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5569341267,56,Back,5569341273,212,4.5,5569341271,141,57.6,5569341269,140,2.1,5569341275,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786071585,125,61,1,17,4,59as3grjvj19voay31j3yfgni,1,1.8,57.3,2025-03-09T13:18:36.871Z,2025-03-09T13:18:37Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569232735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786071611,126,6,1,17,5,59as3grjvj19voay31j3yfgni,0,1.0,57.6,2025-03-09T13:18:37.838Z,2025-03-09T21:03:57Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569232827,56,Back,5569232829,73,,5569233017,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786071627,155,6,1,17,5,36g6ifzjliec1jqnbtf7yesme,1,99.0,42.4,2025-03-09T13:18:37.838Z,2025-03-09T13:42:27Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5569232951,75,,5569232981,233,126,5569232949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072143,157,1,1,17,36,36g6ifzjliec1jqnbtf7yesme,1,99.6,0.5,2025-03-09T13:19:08.879Z,2025-03-09T21:04:01Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,1.0,,5571405927,387,,5569235605,213,1.67,5569236863,210,15,5571405929,20,,5571405925,225,,5569235597,56,Center,5569235603,212,44.0,5569236865,154,,5569235607,1,5569235593,155,5569235589,2,,5569235601,141,5569235599,140,5569235591,6,,,,64.8,,,,,,95.3,,,,,,,,,,,,
2786072153,158,44,1,17,39,36g6ifzjliec1jqnbtf7yesme,1,95.4,65.0,2025-03-09T13:19:12.302Z,2025-03-09T15:04:57Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569236397,233,130,5569235651,56,Center,5569235653,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072245,130,44,1,17,39,59as3grjvj19voay31j3yfgni,0,4.6,35.0,2025-03-09T13:19:12.303Z,2025-03-09T13:19:22Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569236409,233,158,5569236127,285,,5569236125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072157,159,15,1,17,39,36g6ifzjliec1jqnbtf7yesme,1,95.3,64.8,2025-03-09T13:19:12.330Z,2025-03-09T21:04:34Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569236179,25,,5569236181,15,,5569235671,56,Center,5569236185,328,,5569236957,77,,5569236961,154,,5569237537,233,131,5569236973,147,54.7,5569236969,103,5569236959,29,5569235669,65,,5569236963,55,5569236971,146,5569236967,102,54.4,,27.2,157,,,,,,99.3,,,,,,,,,,,,
2786072349,131,10,1,17,40,59as3grjvj19voay31j3yfgni,1,0.4,46.6,2025-03-09T13:19:12.430Z,2025-03-09T21:05:19Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5571409669,378,,5569237561,233,159,5569236703,182,,5571409667,181,,5569236707,56,Back,5569237171,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072205,128,12,1,17,42,59as3grjvj19voay31j3yfgni,1,1.3,39.1,2025-03-09T13:19:14.814Z,2025-03-09T13:19:16Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5569235877,140,0.0,5569235889,212,2.4,5569235891,213,4.04,5569235959,167,,5569235871,56,Back,5569235883,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072217,129,6,1,17,42,59as3grjvj19voay31j3yfgni,0,1.7,36.0,2025-03-09T13:19:15.156Z,2025-03-09T21:05:33Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5569236083,233,160,5569236023,73,,5569236021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072197,160,6,1,17,42,36g6ifzjliec1jqnbtf7yesme,1,98.3,64.0,2025-03-09T13:19:15.156Z,2025-03-09T13:29:29Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569235933,73,,5569236031,233,129,5569235929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072635,161,1,1,18,10,36g6ifzjliec1jqnbtf7yesme,1,99.5,99.5,2025-03-09T13:19:43.199Z,2025-03-09T21:05:41Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5569238387,213,4.43,5569238379,56,Right,5569238383,141,18.6,5569238371,2,,5569238377,223,,5571410495,20,,5569238389,1,,5569238381,140,84.5,5569238373,6,5569238385,212,5571410653,345,,5569238375,155,,,,,,57.2,,,,,,,,,,,,,,,,,,,,
2786072651,162,50,1,18,16,36g6ifzjliec1jqnbtf7yesme,1,91.4,16.0,2025-03-09T13:19:49.167Z,2025-03-09T22:10:12Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5569238413,56,Right,5571645895,233,132,5569238525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072669,132,7,1,18,16,59as3grjvj19voay31j3yfgni,1,8.6,84.0,2025-03-09T13:19:49.168Z,2025-03-09T22:10:12Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5571411579,385,,5571411577,167,,5571645873,233,162,5569238515,56,Back,5571411389,285,,5571411581,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072683,133,6,1,18,17,59as3grjvj19voay31j3yfgni,0,2.4,90.1,2025-03-09T13:19:50.176Z,2025-03-09T21:06:15Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5569238591,73,,5569238589,56,Back,5569238617,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786072663,163,6,1,18,17,36g6ifzjliec1jqnbtf7yesme,1,97.6,9.9,2025-03-09T13:19:50.176Z,2025-03-09T13:29:29Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5569238563,75,,5569238561,56,Right,5569238595,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073063,164,1,1,18,50,36g6ifzjliec1jqnbtf7yesme,1,99.5,0.5,2025-03-09T13:20:23.344Z,2025-03-09T21:06:17Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5569240685,6,,5569240695,141,66.0,5569240701,1,,5569240687,155,,5569240697,212,45.6,5569240683,2,,5569240693,140,90.1,5569240699,213,1.79,5571412519,20,5569240689,224,5569240691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073071,165,1,1,18,52,36g6ifzjliec1jqnbtf7yesme,0,90.1,66.0,2025-03-09T13:20:25.376Z,2025-03-09T13:20:25Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5569240741,141,51.5,5569240739,140,94.4,5569240743,212,10.8,5569240737,56,Center,5569240735,3,,5569240745,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073087,134,12,1,18,54,59as3grjvj19voay31j3yfgni,1,7.6,49.9,2025-03-09T13:20:26.510Z,2025-03-09T13:20:31Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569240873,15,,5569240841,56,Back,5569240855,213,6.19,5569240851,212,17.2,5569240843,140,23.9,5569240847,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073191,166,1,1,18,56,36g6ifzjliec1jqnbtf7yesme,0,70.2,57.2,2025-03-09T13:20:28.736Z,2025-03-09T21:06:31Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5569241415,213,1.63,5569241417,1,,5569241403,157,,5569241413,212,10.3,5569241407,56,Center,5569241411,141,72.3,5569241409,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786465651,928,44,1,18,57,59as3grjvj19voay31j3yfgni,1,26.3,29.7,2025-03-09T13:20:29.660Z,2025-03-09T21:06:48Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5571414023,233,871,5571414017,56,Back,5571414021,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786465649,871,44,1,18,57,36g6ifzjliec1jqnbtf7yesme,0,73.7,70.3,2025-03-09T13:20:29.661Z,2025-03-09T21:06:47Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5571414007,286,,5571414005,56,Center,5571414031,233,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073177,135,1,1,18,57,59as3grjvj19voay31j3yfgni,0,32.5,25.2,2025-03-09T13:20:30.294Z,2025-03-09T21:06:51Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5569241317,3,,5569241321,140,45.5,5569241323,141,37.0,5569241319,56,Back,5569241325,212,15.8,5569241327,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073213,167,1,1,19,1,36g6ifzjliec1jqnbtf7yesme,0,54.8,65.8,2025-03-09T13:20:34.337Z,2025-03-09T21:06:58Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5569241533,141,63.0,5569241535,212,18.9,5569241537,213,6.18,5569241527,3,,5569241531,140,72.7,5569241529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073245,136,1,1,19,2,59as3grjvj19voay31j3yfgni,0,32.8,34.2,2025-03-09T13:20:34.686Z,2025-03-09T13:20:37Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569241681,213,0.28,5569241683,1,,5569241671,157,,5569241673,56,Center,5569241677,141,49.3,5569241679,212,36.5,5569241675,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073279,168,1,1,19,5,36g6ifzjliec1jqnbtf7yesme,1,36.7,52.2,2025-03-09T13:20:38.224Z,2025-03-09T14:05:47Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569241849,140,25.2,5569241861,213,3.15,5569241855,141,52.1,5569241843,3,,5569241845,56,Back,5569241859,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073289,169,12,1,19,6,36g6ifzjliec1jqnbtf7yesme,1,25.2,52.1,2025-03-09T13:20:39.168Z,2025-03-09T21:07:06Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5569241933,213,0.30,5569241931,212,39.9,5569241927,140,61.5,5569241925,56,Center,5569241929,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073313,170,61,1,19,9,36g6ifzjliec1jqnbtf7yesme,1,43.1,61.2,2025-03-09T13:20:41.776Z,2025-03-09T13:20:41Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5569242047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073369,171,1,1,19,12,36g6ifzjliec1jqnbtf7yesme,0,35.3,55.1,2025-03-09T13:20:44.480Z,2025-03-09T14:05:59Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5569242375,141,100.0,5569242377,212,41.1,5569242373,140,60.5,5569242369,157,,5569242381,1,,5569242379,213,0.87,5569242371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073411,137,5,1,19,13,59as3grjvj19voay31j3yfgni,1,41.3,-1.6,2025-03-09T13:20:45.662Z,2025-03-09T13:29:26Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569242543,56,Back,5569242545,347,,5569242561,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073371,172,5,1,19,13,36g6ifzjliec1jqnbtf7yesme,0,58.7,101.6,2025-03-09T13:20:45.662Z,2025-03-09T13:20:50Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569242385,347,,5569242593,233,137,5569242383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073553,138,1,1,19,23,59as3grjvj19voay31j3yfgni,1,52.7,0.0,2025-03-09T13:20:55.533Z,2025-03-09T13:20:59Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5569243341,56,Back,5569243343,140,31.2,5569243351,1,,5569243349,213,2.89,5569243345,141,6.8,5569243339,107,,5569243347,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073609,139,1,1,19,26,59as3grjvj19voay31j3yfgni,1,31.2,6.8,2025-03-09T13:20:59.101Z,2025-03-09T13:21:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569243673,140,14.0,5569243671,56,Back,5569243675,141,43.3,5569243679,213,2.20,5569243677,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073639,140,1,1,19,30,59as3grjvj19voay31j3yfgni,1,15.0,44.2,2025-03-09T13:21:02.749Z,2025-03-09T13:21:05Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5569243835,141,62.1,5569243833,140,19.2,5569243839,212,12.9,5569243841,213,1.22,5569243831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073707,141,1,1,19,32,59as3grjvj19voay31j3yfgni,1,19.2,62.1,2025-03-09T13:21:04.925Z,2025-03-09T13:21:09Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569244253,56,Back,5569244255,140,21.4,5569244259,212,22.6,5569244257,141,95.1,5569244261,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073717,142,1,1,19,36,59as3grjvj19voay31j3yfgni,0,23.2,98.4,2025-03-09T13:21:09.165Z,2025-03-09T13:21:10Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5569244301,140,43.5,5569244303,141,64.0,5569244309,1,,5569244305,212,31.6,5569244299,56,Back,5569244297,157,,5569244307,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073727,173,2,1,19,38,36g6ifzjliec1jqnbtf7yesme,1,54.4,33.6,2025-03-09T13:21:10.512Z,2025-03-09T13:21:15Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5569244359,140,69.2,5569244361,141,22.1,5569244623,56,Center,5569244621,7,5lz41celw55rz3zh8pohclw5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073743,143,55,1,19,38,59as3grjvj19voay31j3yfgni,1,26.6,44.6,2025-03-09T13:21:10.513Z,2025-03-09T14:10:34Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569462007,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786073921,144,1,1,19,52,59as3grjvj19voay31j3yfgni,1,30.1,76.6,2025-03-09T13:21:24.445Z,2025-03-09T21:09:50Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5569245361,140,29.5,5569245357,241,,5569245355,5,,5571425215,189,,5569245363,141,43.1,5569245359,56,Back,5569245365,212,22.8,5569245367,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074079,145,1,1,20,4,59as3grjvj19voay31j3yfgni,1,32.7,34.2,2025-03-09T13:21:37.181Z,2025-03-09T21:09:49Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569246231,213,5.86,5569246229,212,10.8,5569246223,56,Back,5569246227,141,27.6,5571425117,189,,5569246225,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074101,146,1,1,20,5,59as3grjvj19voay31j3yfgni,1,42.1,27.6,2025-03-09T13:21:38.173Z,2025-03-09T21:09:51Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5569246343,141,3.5,5571425309,189,,5569246345,212,16.5,5569246347,213,4.62,5569246341,140,40.6,5569246339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074119,147,1,1,20,6,59as3grjvj19voay31j3yfgni,1,40.6,3.5,2025-03-09T13:21:39.166Z,2025-03-09T13:21:40Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5569246451,140,54.0,5569246453,141,4.3,5569246455,212,14.1,5569246449,56,Right,5569246457,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074125,148,1,1,20,7,59as3grjvj19voay31j3yfgni,1,54.0,4.3,2025-03-09T13:21:40.237Z,2025-03-09T21:09:57Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5569246487,140,50.4,5569246485,56,Right,5571425693,156,,5569246495,213,2.22,5569246489,141,11.7,5569246491,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074129,149,1,1,20,8,59as3grjvj19voay31j3yfgni,0,50.4,11.7,2025-03-09T13:21:41.021Z,2025-03-09T13:21:41Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569246513,141,9.8,5569246509,140,58.4,5569246505,56,Right,5569246515,212,8.5,5569246517,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074151,174,1,1,20,10,36g6ifzjliec1jqnbtf7yesme,1,40.2,89.7,2025-03-09T13:21:42.961Z,2025-03-09T13:21:44Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5569246649,141,79.1,5569246653,213,5.44,5569246647,140,46.3,5569246645,56,Back,5569246651,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074157,175,61,1,20,11,36g6ifzjliec1jqnbtf7yesme,0,46.3,79.1,2025-03-09T13:21:43.970Z,2025-03-09T13:22:17Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5569246673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074191,150,61,1,20,12,59as3grjvj19voay31j3yfgni,1,53.1,23.7,2025-03-09T13:21:44.925Z,2025-03-09T21:10:25Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5569246821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074249,151,1,1,20,14,59as3grjvj19voay31j3yfgni,1,57.5,35.5,2025-03-09T13:21:46.845Z,2025-03-09T13:21:50Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5569247141,213,1.27,5569247133,56,Center,5569247135,140,64.0,5569247139,212,22.8,5569247137,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074275,152,1,1,20,18,59as3grjvj19voay31j3yfgni,1,73.5,68.7,2025-03-09T13:21:50.413Z,2025-03-09T13:21:52Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5569247301,212,6.4,5569247299,141,59.9,5569247303,213,4.34,5569247295,56,Center,5569247297,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074323,153,1,1,20,19,59as3grjvj19voay31j3yfgni,1,72.6,60.9,2025-03-09T13:21:52.220Z,2025-03-09T13:21:54Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5569247547,140,83.1,5569247545,56,Center,5569247551,212,13.0,5569247549,141,71.1,5569247553,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074345,154,1,1,20,22,59as3grjvj19voay31j3yfgni,1,87.2,80.2,2025-03-09T13:21:54.733Z,2025-03-09T13:21:56Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5569247659,141,85.0,5569247655,56,Left,5569247663,213,2.64,5569247657,140,81.5,5569247661,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074387,155,1,1,20,23,59as3grjvj19voay31j3yfgni,1,81.5,85.1,2025-03-09T13:21:56.125Z,2025-03-09T13:21:58Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5569247917,140,73.9,5569247921,212,9.7,5569247923,213,3.75,5569247915,56,Center,5569247919,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074427,156,1,1,20,26,59as3grjvj19voay31j3yfgni,1,73.5,75.9,2025-03-09T13:21:58.397Z,2025-03-09T13:22:01Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5569248155,212,5.1,5569248157,213,4.84,5569248149,56,Center,5569248153,141,68.4,5569248151,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074439,157,1,1,20,27,59as3grjvj19voay31j3yfgni,1,77.9,59.1,2025-03-09T13:21:59.645Z,2025-03-09T21:11:07Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5569248195,141,53.1,5569248199,212,9.6,5569248203,213,5.85,5569248187,56,Center,5569248191,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074445,176,43,1,20,28,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-09T13:22:00.850Z,2025-03-09T21:11:09Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5569248249,56,Back,5571430407,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786468585,929,1,1,20,28,59as3grjvj19voay31j3yfgni,1,82.3,50.1,2025-03-09T13:22:01.283Z,2025-03-09T21:11:16Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5571430821,213,2.38,5571430819,212,4.3,5571430809,156,,5571430813,56,Center,5571430817,141,54.5,5571430815,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074479,158,1,1,20,29,59as3grjvj19voay31j3yfgni,1,86.2,53.1,2025-03-09T13:22:02.269Z,2025-03-09T21:11:24Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5569248441,141,57.2,5569248443,212,4.4,5569248437,56,Center,5569248439,140,83.0,5569248445,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074487,159,3,1,20,32,59as3grjvj19voay31j3yfgni,0,87.2,50.3,2025-03-09T13:22:04.561Z,2025-03-09T22:10:13Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5571431819,465,,5571645903,233,177,5569248473,286,,5569248471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074471,177,7,1,20,32,36g6ifzjliec1jqnbtf7yesme,0,12.8,49.7,2025-03-09T13:22:04.562Z,2025-03-09T22:10:12Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5569248399,56,Back,5569248401,285,,5571645899,233,159,5571432081,178,,5571432077,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074513,160,61,1,20,34,59as3grjvj19voay31j3yfgni,0,86.2,47.8,2025-03-09T13:22:06.814Z,2025-03-09T13:22:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5569248605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074521,178,43,1,20,35,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-09T13:22:07.602Z,2025-03-09T21:11:44Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5571432631,144,61,5569248655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074563,179,12,1,20,36,36g6ifzjliec1jqnbtf7yesme,1,13.6,51.2,2025-03-09T13:22:08.786Z,2025-03-09T21:11:46Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5569248895,141,82.7,5569248899,213,0.41,5569248897,212,53.3,5569248893,140,60.1,5569248891,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074719,161,1,1,20,43,59as3grjvj19voay31j3yfgni,1,42.8,19.5,2025-03-09T13:22:15.837Z,2025-03-09T15:13:43Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5569249741,213,1.79,5569249733,56,Back,5569249737,141,50.6,5569249739,212,21.6,5569249735,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
