id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2813671397,855,1,1,20,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.3,18.5,2025-05-11T14:20:51.404Z,2025-05-11T16:17:24Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5721117247,141,12.6,5721117249,212,7.0,5721117241,56,Back,5721117251,213,5.68,5721117243,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813938205,868,3,1,20,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,39.6,11.3,2025-05-11T14:20:52.467Z,2025-05-11T22:31:07Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5722589493,467,3l3v5wj4c7vtqqwu05b526590,5722589489,286,,5722589487,56,Back,5722589491,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576477,151,43,1,20,6,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-05-11T14:20:52.848Z,2025-05-11T14:20:58Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720599891,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576595,194,4,1,20,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.6,17.2,2025-05-11T14:20:54.863Z,2025-05-11T16:17:49Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720600241,13,,5720600249,286,,5720600243,56,Back,5720611855,233,152,5720600245,152,,5720600247,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576507,152,4,1,20,8,5rz9enoyknpg8ji78za5b82p0,0,58.4,82.8,2025-05-11T14:20:54.864Z,2025-05-11T14:24:47Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5720599785,285,,5720599779,56,Left,5720599781,152,,5720611867,233,194,5720599783,265,,5720599777,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576587,193,43,1,20,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-11T14:20:56.050Z,2025-05-11T16:17:45Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720600159,141,10.1,5720600163,213,5.62,5720600161,212,7.1,5720600155,56,Back,5720600157,140,41.1,5721067269,5,0,5721067271,152,0,5721119675,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576661,195,1,1,20,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.2,11.6,2025-05-11T14:21:02.890Z,2025-05-11T16:17:48Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5720600521,213,2.03,5721119829,152,,5720600515,140,37.5,5720600517,141,29.5,5721119827,5,,5720600513,56,Back,5720600519,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576849,196,1,1,20,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.9,34.9,2025-05-11T14:21:17.267Z,2025-05-11T14:21:23Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720601439,141,59.9,5720601437,140,42.0,5720601441,212,17.5,5720601435,56,Back,5720601443,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576889,197,1,1,20,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.9,56.9,2025-05-11T14:21:22.930Z,2025-05-11T14:21:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720601611,140,42.6,5720601613,141,28.2,5720601609,56,Back,5720601617,213,4.91,5720601615,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576895,198,1,1,20,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,52.5,26.8,2025-05-11T14:21:26.576Z,2025-05-11T16:18:25Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720601645,213,1.04,5720601639,140,65.5,5720601641,141,60.9,5720601637,56,Center,5720601643,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576915,153,1,1,20,41,5rz9enoyknpg8ji78za5b82p0,0,34.8,52.4,2025-05-11T14:21:27.855Z,2025-05-11T14:21:28Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5720601717,56,Back,5720601723,212,12.4,5720601719,140,45.7,5720601721,141,45.5,5720601725,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813672809,856,1,1,20,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.6,57.6,2025-05-11T14:21:28.404Z,2025-05-12T00:43:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5722591993,236,,5722838213,233,796,5721124945,213,4.84,5721124939,140,53.8,5721124943,212,1.7,5721124941,141,55.1,5721124937,56,Center,5722591995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813938689,796,74,1,20,42,5rz9enoyknpg8ji78za5b82p0,1,46.8,43.8,2025-05-11T14:21:28.405Z,2025-05-12T00:43:09Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5722591835,285,,5722591833,56,Back,5722838229,233,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576975,200,4,1,20,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.2,57.3,2025-05-11T14:21:31.998Z,2025-05-11T16:18:50Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5720602081,152,,5720602083,265,,5720602077,13,,5720602085,286,,5720603401,233,154,5720602079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576945,154,4,1,20,45,5rz9enoyknpg8ji78za5b82p0,0,34.8,42.7,2025-05-11T14:21:31.999Z,2025-05-11T14:23:58Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720603395,285,,5720603385,13,,5720603413,233,200,5720603393,265,,5720603389,56,Back,5720603391,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813576973,199,43,1,20,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-05-11T14:21:32.130Z,2025-05-11T14:22:13Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720602061,212,15.5,5720602063,213,0.01,5720602059,141,59.0,5720604837,144,1,5720602057,140,66.3,5720602055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813673379,857,1,1,21,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.9,66.9,2025-05-11T14:22:01.404Z,2025-05-11T16:19:12Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5721128153,213,3.56,5721128143,152,,5721128149,141,56.7,5721128141,5,,5721128151,212,17.1,5721128147,140,46.0,5721128145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813673561,858,1,1,21,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.8,55.8,2025-05-11T14:22:03.404Z,2025-05-11T16:19:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5721129143,212,16.4,5721129137,56,Back,5721129141,141,31.8,5721129139,140,48.0,5721129145,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813673741,859,1,1,21,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.8,31.9,2025-05-11T14:22:05.404Z,2025-05-11T16:19:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5721130111,213,5.19,5721130107,141,6.7,5721130105,140,55.3,5721130103,56,Right,5721130109,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813673967,860,1,1,21,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.9,6.1,2025-05-11T14:22:07.404Z,2025-05-11T16:19:48Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5721131311,141,19.4,5721131307,56,Back,5721131313,212,16.3,5721131309,140,43.0,5721131315,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577557,201,1,1,21,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.0,24.3,2025-05-11T14:22:16.340Z,2025-05-11T16:19:59Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720605237,213,2.47,5720605221,56,Back,5720605229,141,43.7,5720605225,140,25.1,5720605233,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577619,202,1,1,21,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.1,43.7,2025-05-11T14:22:18.954Z,2025-05-11T14:22:24Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5720605545,212,19.3,5720605547,213,1.04,5720605539,56,Back,5720605541,140,34.4,5720605543,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577651,203,1,1,21,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.1,70.9,2025-05-11T14:22:24.573Z,2025-05-11T14:22:28Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720605673,140,54.4,5720605681,213,0.01,5720605677,212,18.2,5720605675,141,71.2,5720605671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577655,204,4,1,21,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.7,77.6,2025-05-11T14:22:28.071Z,2025-05-11T22:32:51Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,,5720611947,233,155,5720605799,13,,5720605803,56,Center,5720605809,286,,5722594017,265,,5720605805,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577723,155,4,1,21,41,5rz9enoyknpg8ji78za5b82p0,0,48.3,22.4,2025-05-11T14:22:28.072Z,2025-05-11T22:32:49Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720606299,285,,5720606291,13,,5720606297,152,,5720606295,56,Back,5722593969,265,,5720611981,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813577993,205,1,1,22,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.9,82.9,2025-05-11T14:22:51.946Z,2025-05-11T14:22:53Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720607623,140,39.9,5720607617,5,,5720607621,56,Back,5720607629,213,4.52,5720607619,152,,5720607625,141,34.3,5720607627,212,33.6,5720607631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578009,206,1,1,22,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.9,34.3,2025-05-11T14:22:53.010Z,2025-05-11T14:22:54Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720607737,212,18.5,5720607735,141,60.9,5720607731,56,Back,5720607739,213,1.79,5720607733,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578031,207,1,1,22,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.9,60.9,2025-05-11T14:22:54.170Z,2025-05-11T14:22:56Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720607869,212,15.4,5720607871,213,1.14,5720607863,56,Back,5720607865,140,42.1,5720607867,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578045,208,1,1,22,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.6,86.3,2025-05-11T14:22:56.643Z,2025-05-11T14:22:57Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720607955,212,11.1,5720607957,213,0.64,5720607953,141,96.0,5720607951,140,68.1,5720607949,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578057,209,1,1,22,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,68.1,96.0,2025-05-11T14:22:57.613Z,2025-05-11T14:22:58Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720608039,140,71.9,5720608045,213,5.27,5720608037,56,Left,5720608041,141,86.5,5720608043,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578067,156,8,1,22,12,5rz9enoyknpg8ji78za5b82p0,1,25.3,13.7,2025-05-11T14:22:59.343Z,2025-05-11T22:33:05Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720608117,56,Back,5722594423,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578171,210,1,1,22,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,95.1,94.4,2025-05-11T14:23:03.717Z,2025-05-11T14:23:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5720608597,141,95.4,5720608595,140,87.2,5720608593,56,Left,5720608601,213,3.06,5720608599,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578195,211,1,1,22,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.1,72.3,2025-05-11T14:23:07.725Z,2025-05-11T14:23:32Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,1.0,,5720608693,140,77.7,5720608691,56,Center,5720608699,213,4.76,5720608697,212,12.1,5720610123,210,15,5720608695,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578213,157,45,1,22,23,5rz9enoyknpg8ji78za5b82p0,0,21.2,46.0,2025-05-11T14:23:10.137Z,2025-05-11T14:36:25Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5720608859,233,212,5720608787,56,Back,5720608789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578207,212,3,1,22,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.8,54.0,2025-05-11T14:23:10.137Z,2025-05-11T22:33:22Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720608827,233,157,5720608757,56,Center,5722594943,465,,5720608759,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578219,213,15,1,22,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.2,49.9,2025-05-11T14:23:11.203Z,2025-05-11T22:33:34Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720610141,103,6.9,5720610135,55,211,5720610151,231,49.8,5720610143,215,,5720609759,20,,5720608807,56,Center,5720609765,82,,5720610145,146,88.1,5720610133,29,5720610149,230,5720608803,22,,,5722595423,76,5720608805,18,,98.6,,5720610211,233,5720610139,102,53.6,5720610147,147,,,,,,,,,158,51.3,,,,,,,
2813578233,158,10,1,22,24,5rz9enoyknpg8ji78za5b82p0,1,11.8,50.4,2025-05-11T14:23:11.303Z,2025-05-11T14:23:34Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720608913,56,Back,5720610245,233,213,5720608911,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578241,159,6,1,22,26,5rz9enoyknpg8ji78za5b82p0,0,13.0,51.1,2025-05-11T14:23:12.409Z,2025-05-11T22:33:59Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720609021,233,214,5720608981,73,,5720608979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578237,214,6,1,22,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,87.0,48.9,2025-05-11T14:23:12.409Z,2025-05-11T14:24:02Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5720609003,233,159,5720608939,75,,5720608937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813578847,215,1,1,23,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.5,0.5,2025-05-11T14:23:58.474Z,2025-05-11T22:34:13Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,1.0,5720612395,56,Center,5720612397,140,95.7,5722596209,20,,5720612405,1,,5720616039,25,,5720612389,6,,5720616035,210,16,5720616037,154,,5720612401,212,5720612387,2,5720612403,213,1.69,34.6,5720612399,141,5720612391,155,,,51.0,5720612393,224,,,,,,,,,,,,,,,,,,,,,,
2813578849,216,16,1,23,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.0,49.3,2025-05-11T14:23:59.629Z,2025-05-11T22:35:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720614831,25,,5720616113,328,,5720614833,72,,5720616107,102,52.6,5720616097,76,,5720616111,214,,5722599797,395,0.3,5720616283,17,,5720612413,56,5722599799,396,5720616103,55,215,Center,5720614837,374,5720614841,375,23:12.783,51.4,2025-05-11 15:23:59.187,5720616117,231,5720616115,230,99.9,5720616101,154,5720616109,103,5720616099,29,,,,,48.2,,7.0,,,,,,
2813579487,160,1,1,24,21,5rz9enoyknpg8ji78za5b82p0,1,49.8,49.7,2025-05-11T14:25:07.503Z,2025-05-11T14:25:13Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5720616151,140,25.2,5720616373,189,,5720616159,279,G,5720616149,56,Back,5720616153,141,50.7,5720616155,212,25.8,5720616157,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579523,161,1,1,24,22,5rz9enoyknpg8ji78za5b82p0,0,26.4,47.5,2025-05-11T14:25:09.279Z,2025-05-11T14:25:14Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720616341,141,0.0,5720616435,189,,5720616337,56,Right,5720616335,157,,5720616343,212,62.2,5720616339,140,76.3,5720616347,1,,5720616345,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579525,162,5,1,24,25,5rz9enoyknpg8ji78za5b82p0,0,75.4,-1.8,2025-05-11T14:25:11.883Z,2025-05-11T14:30:34Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720616351,347,,5720616349,56,Right,5720616463,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579539,217,5,1,24,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.6,101.8,2025-05-11T14:25:11.883Z,2025-05-11T14:30:34Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720616397,347,,5720616395,56,Back,5720616411,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579627,218,1,1,24,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,25.6,100.0,2025-05-11T14:25:20.327Z,2025-05-11T14:25:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720616931,213,6.08,5720616927,141,96.3,5720616925,140,40.4,5720616923,56,Back,5720616921,107,,5720616929,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579647,163,61,1,24,35,5rz9enoyknpg8ji78za5b82p0,0,60.1,9.5,2025-05-11T14:25:21.951Z,2025-05-11T22:35:51Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720617027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579661,164,5,1,24,36,5rz9enoyknpg8ji78za5b82p0,0,61.0,-1.8,2025-05-11T14:25:22.721Z,2025-05-11T14:30:35Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5720617073,56,Right,5720617137,233,219,5720617079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579641,219,5,1,24,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.0,101.8,2025-05-11T14:25:22.721Z,2025-05-11T14:30:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720617009,347,,5720617105,233,164,5720617007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579767,220,1,1,24,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.1,100.0,2025-05-11T14:25:29.155Z,2025-05-11T14:25:32Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5720617713,213,3.75,5720617711,212,24.3,5720617705,56,Back,5720617707,140,24.1,5720617703,107,,5720617709,141,81.1,5720617715,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579801,221,1,1,24,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.7,72.3,2025-05-11T14:25:32.757Z,2025-05-11T14:25:35Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720617901,140,23.8,5720617907,213,4.67,5720617899,56,Back,5720617905,212,20.3,5720617903,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579821,222,1,1,24,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.4,40.6,2025-05-11T14:25:35.706Z,2025-05-11T14:25:37Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720617995,56,Back,5720617997,140,25.9,5720617999,141,64.9,5720618001,212,16.6,5720618003,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579879,223,1,1,24,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.2,65.8,2025-05-11T14:25:37.771Z,2025-05-11T14:25:42Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720618273,141,80.6,5720618269,56,Back,5720618271,140,31.8,5720618275,212,11.7,5720618277,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579903,224,1,1,24,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.1,81.8,2025-05-11T14:25:42.129Z,2025-05-11T14:25:45Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5720618423,141,56.3,5720618417,56,Back,5720618419,140,32.3,5720618427,213,4.27,5720618425,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813579939,225,1,1,24,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.2,42.4,2025-05-11T14:25:44.964Z,2025-05-11T14:25:47Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720618613,212,14.8,5720618599,56,Back,5720618609,141,22.7,5720618605,140,39.3,5720618617,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580011,226,1,1,25,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.1,24.3,2025-05-11T14:25:47.546Z,2025-05-11T14:25:52Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720618957,213,1.97,5720618955,212,11.2,5720618953,141,39.5,5720618951,140,35.0,5720618949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580085,227,1,1,25,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.9,39.7,2025-05-11T14:25:52.070Z,2025-05-11T14:25:57Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5720619277,212,15.4,5720619275,141,17.6,5720619271,56,Back,5720619279,213,4.95,5720619273,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580125,228,1,1,25,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.6,6.8,2025-05-11T14:25:57.829Z,2025-05-11T14:27:09Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5720619473,56,Right,5720619479,212,58.5,5720619471,155,,5720619481,213,0.09,5720619483,1,,5720619475,140,94.1,5720619477,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580163,165,1,1,25,15,5rz9enoyknpg8ji78za5b82p0,1,6.4,81.4,2025-05-11T14:26:01.534Z,2025-05-11T14:26:04Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5720619647,212,17.4,5720619645,141,56.4,5720619649,213,4.51,5720619641,56,Back,5720619643,140,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580201,167,1,1,25,17,5rz9enoyknpg8ji78za5b82p0,0,3.0,56.3,2025-05-11T14:26:04.271Z,2025-05-11T14:26:07Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5720619823,212,40.9,5720619817,56,Back,5720619815,157,,5720619821,141,63.4,5720619819,140,41.7,5720619827,1,,5720619825,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580215,229,1,1,25,21,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.6,42.4,2025-05-11T14:26:08.223Z,2025-05-11T14:26:09Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5720619913,141,39.1,5720619907,3,,5720619911,140,67.0,5720619917,213,5.96,5720619915,212,7.1,5720619909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813580243,168,1,1,25,23,5rz9enoyknpg8ji78za5b82p0,1,29.5,58.7,2025-05-11T14:26:09.822Z,2025-05-11T14:26:11Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5720620021,140,31.8,5720620025,212,5.3,5720620027,213,5.19,5720620023,141,51.8,5720620019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
