id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2703658159,174,1,1,16,35,59as3grjvj19voay31j3yfgni,1,57.0,71.4,2024-07-27T14:17:15.099Z,2024-07-27T14:17:19Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119302279,212,45.6,5119302275,140,76.7,5119302277,141,11.6,5119302283,1,,5119302273,56,Right,5119302281,213,5.18,5119302271,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658183,175,1,1,16,39,59as3grjvj19voay31j3yfgni,0,76.9,25.6,2024-07-27T14:17:19.819Z,2024-07-27T14:17:21Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119302369,212,20.6,5119302367,141,46.1,5119302365,140,91.3,5119302371,213,0.74,5119302363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658217,195,12,1,16,42,77tfx9me4aaqhzv78bmgsy9bg,1,10.0,58.3,2024-07-27T14:17:21.854Z,2024-07-27T14:17:25Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119302573,212,37.9,5119302571,141,80.7,5119302567,56,Back,5119302569,140,43.0,5119302575,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658249,176,1,1,16,49,59as3grjvj19voay31j3yfgni,1,50.5,16.7,2024-07-27T14:17:29.275Z,2024-07-27T17:09:29Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5119302801,212,9.7,5119768517,189,,5119302799,141,24.7,5119302803,213,0.59,5119302795,56,Center,5119302797,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658259,177,1,1,16,49,59as3grjvj19voay31j3yfgni,1,58.2,24.7,2024-07-27T14:17:29.804Z,2024-07-27T14:17:31Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5119302843,140,66.0,5119302841,56,Center,5119302849,213,0.76,5119302845,141,36.1,5119302847,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658281,178,1,1,16,51,59as3grjvj19voay31j3yfgni,1,66.0,36.1,2024-07-27T14:17:30.891Z,2024-07-27T14:17:33Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5119302943,213,3.62,5119302941,212,11.7,5119302937,140,56.1,5119302939,141,28.2,5119302935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658305,179,1,1,16,53,59as3grjvj19voay31j3yfgni,1,55.1,33.0,2024-07-27T14:17:33.242Z,2024-07-27T14:17:37Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5119303033,141,76.6,5119303035,212,29.7,5119303037,213,1.62,5119303029,56,Center,5119303031,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658329,180,1,1,16,57,59as3grjvj19voay31j3yfgni,1,53.7,76.6,2024-07-27T14:17:36.923Z,2024-07-27T14:17:40Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119303169,56,Left,5119303173,141,93.8,5119303175,212,13.4,5119303177,213,1.06,5119303171,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658349,181,1,1,17,0,59as3grjvj19voay31j3yfgni,1,63.1,95.5,2024-07-27T14:17:40.683Z,2024-07-27T17:09:44Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5119303301,56,Left,5119303317,213,3.40,5119303313,212,12.4,5119303305,140,51.7,5119303309,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658389,182,1,1,17,3,59as3grjvj19voay31j3yfgni,1,43.0,88.0,2024-07-27T14:17:42.906Z,2024-07-27T14:17:46Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119303549,212,16.0,5119303545,140,38.7,5119303547,141,65.4,5119303543,56,Back,5119303551,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658485,183,1,1,17,6,59as3grjvj19voay31j3yfgni,1,42.8,64.3,2024-07-27T14:17:46.539Z,2024-07-27T14:17:54Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119303981,56,Right,5119303987,212,58.9,5119303985,141,10.9,5119303989,213,5.62,5119303979,155,,5119303983,140,87.0,5119303991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658505,184,1,1,17,14,59as3grjvj19voay31j3yfgni,1,90.9,20.7,2024-07-27T14:17:54.667Z,2024-07-27T14:17:56Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5119304099,56,Center,5119304103,141,39.1,5119304101,140,92.3,5119304105,212,12.6,5119304107,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658519,185,1,1,17,16,59as3grjvj19voay31j3yfgni,1,92.3,39.1,2024-07-27T14:17:56.523Z,2024-07-27T14:18:08Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,1.0,5119304193,213,2.24,5119304187,140,90.1,5119304189,141,43.4,5119304185,56,Center,5119304649,210,13,5119304651,154,,5119304395,195,,5119304191,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658527,186,13,1,17,17,59as3grjvj19voay31j3yfgni,1,90.1,41.3,2024-07-27T14:17:57.667Z,2024-07-27T17:10:21Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119304683,55,185,5119770785,214,,5119304237,56,Center,5119304681,154,,5119304689,103,8.3,5119304695,231,47.7,5119304235,17,,5119304691,328,,5119305421,72,,5119304233,22,,5119304693,230,98.5,5119304679,29,,5119304675,73,,5119304687,102,68.7,,,,,,,,,,,
2703658529,187,5,1,17,18,59as3grjvj19voay31j3yfgni,0,100.8,67.0,2024-07-27T14:17:58.598Z,2024-07-27T14:24:55Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119304267,233,196,5119304249,346,,5119304247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658511,196,5,1,17,18,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,33.0,2024-07-27T14:17:58.598Z,2024-07-27T14:24:32Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5119304251,233,187,5119304147,346,,5119304145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658707,197,1,1,17,40,77tfx9me4aaqhzv78bmgsy9bg,1,4.9,50.8,2024-07-27T14:18:20.701Z,2024-07-27T14:18:23Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119305303,140,12.4,5119305301,56,Back,5119305299,124,,5119305307,212,9.6,5119305305,141,59.0,5119305309,213,0.62,5119305357,189,,5119305313,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658731,198,1,1,17,42,77tfx9me4aaqhzv78bmgsy9bg,1,12.4,59.0,2024-07-27T14:18:22.718Z,2024-07-27T14:18:24Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119305431,140,21.1,5119305447,189,,5119305437,213,0.55,5119305435,212,10.7,5119305429,56,Back,5119305433,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658745,199,1,1,17,45,77tfx9me4aaqhzv78bmgsy9bg,1,21.1,67.3,2024-07-27T14:18:24.878Z,2024-07-27T14:18:26Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119305523,213,4.64,5119305517,140,20.6,5119305519,141,56.1,5119305515,56,Back,5119305521,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658767,200,1,1,17,46,77tfx9me4aaqhzv78bmgsy9bg,1,21.8,55.3,2024-07-27T14:18:26.174Z,2024-07-27T14:18:28Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119305693,212,14.1,5119305689,140,31.2,5119305687,56,Back,5119305695,213,5.49,5119305691,141,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658783,201,1,1,17,48,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,40.5,2024-07-27T14:18:28.574Z,2024-07-27T14:18:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119305781,141,54.4,5119305779,140,23.8,5119305777,56,Back,5119305785,213,2.26,5119305783,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658799,202,1,1,17,50,77tfx9me4aaqhzv78bmgsy9bg,1,24.1,54.1,2024-07-27T14:18:30.813Z,2024-07-27T14:18:32Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119305863,140,31.7,5119305861,56,Back,5119305869,213,6.17,5119305867,212,8.0,5119305865,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658815,203,1,1,17,52,77tfx9me4aaqhzv78bmgsy9bg,1,31.7,52.8,2024-07-27T14:18:32.334Z,2024-07-27T14:18:33Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119305937,212,14.6,5119305939,213,4.35,5119305935,141,32.7,5119305931,56,Back,5119305933,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658835,204,1,1,17,54,77tfx9me4aaqhzv78bmgsy9bg,1,26.7,32.7,2024-07-27T14:18:33.886Z,2024-07-27T14:18:36Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119306027,141,51.1,5119306025,140,25.3,5119306029,212,12.6,5119306031,213,1.69,5119306023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658847,205,1,1,17,56,77tfx9me4aaqhzv78bmgsy9bg,1,25.3,48.6,2024-07-27T14:18:36.733Z,2024-07-27T14:18:39Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119306105,56,Back,5119306109,141,26.3,5119306107,140,30.6,5119306113,213,5.06,5119306111,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658857,206,1,1,17,59,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,25.0,2024-07-27T14:18:39.293Z,2024-07-27T14:18:40Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119306153,56,Back,5119306161,213,4.91,5119306155,140,33.9,5119306159,212,14.3,5119306157,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658877,207,1,1,18,0,77tfx9me4aaqhzv78bmgsy9bg,1,33.8,5.4,2024-07-27T14:18:40.541Z,2024-07-27T14:18:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5119306269,213,1.31,5119306267,212,9.1,5119306265,141,18.3,5119306261,56,Back,5119306263,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658885,208,1,1,18,2,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,18.6,2024-07-27T14:18:41.886Z,2024-07-27T14:18:43Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119306297,141,4.5,5119306299,212,10.0,5119306295,140,38.8,5119306301,213,5.01,5119306293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658891,188,43,1,18,2,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-27T14:18:42.011Z,2024-07-27T17:10:54Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119772361,144,83,5119307107,399,7cpkykvmy8ujrahzdz7ksk2c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658905,209,61,1,18,3,77tfx9me4aaqhzv78bmgsy9bg,0,39.7,4.5,2024-07-27T14:18:43.534Z,2024-07-27T14:25:13Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5119306365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658911,189,43,1,18,6,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-27T14:18:46.491Z,2024-07-27T17:11:01Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119772697,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658923,190,1,1,18,6,59as3grjvj19voay31j3yfgni,1,34.5,91.5,2024-07-27T14:18:46.685Z,2024-07-27T14:18:49Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119306453,56,Left,5119306461,213,6.13,5119306459,212,26.5,5119306457,141,85.7,5119306455,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658927,191,1,1,18,9,59as3grjvj19voay31j3yfgni,0,66.1,81.4,2024-07-27T14:18:49.067Z,2024-07-27T14:18:51Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5119306497,213,5.66,5119306515,4,,5119306495,212,27.6,5119306491,140,87.4,5119306493,141,57.6,5119306489,56,Center,5119306487,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658937,210,59,1,18,11,77tfx9me4aaqhzv78bmgsy9bg,1,19.0,39.4,2024-07-27T14:18:50.989Z,2024-07-27T14:19:03Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119306549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658981,211,12,1,18,12,77tfx9me4aaqhzv78bmgsy9bg,1,19.0,39.4,2024-07-27T14:18:51.854Z,2024-07-27T14:19:03Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119306753,213,5.26,5119306751,212,20.2,5119306747,140,29.0,5119306749,141,14.1,5119306745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658985,212,4,1,18,18,77tfx9me4aaqhzv78bmgsy9bg,1,33.1,10.6,2024-07-27T14:18:58.189Z,2024-07-27T14:19:01Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5119306773,13,,5119306781,285,,5119306871,189,,5119306885,233,192,5119306775,56,Back,5119306779,265,,5119306777,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703658995,192,4,1,18,18,59as3grjvj19voay31j3yfgni,0,66.9,89.4,2024-07-27T14:18:58.190Z,2024-07-27T14:19:03Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119306845,13,,5119306849,152,,5119306847,56,Left,5119307003,233,212,5119306903,189,,5119307007,286,,5119306851,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659075,213,1,1,18,29,77tfx9me4aaqhzv78bmgsy9bg,1,27.0,23.1,2024-07-27T14:19:09.053Z,2024-07-27T14:19:10Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119307281,213,1.65,5119307271,152,,5119307285,189,,5119307275,140,25.7,5119307277,141,48.1,5119307279,212,17.1,5119307273,56,Back,5119307269,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659089,214,1,1,18,31,77tfx9me4aaqhzv78bmgsy9bg,1,25.7,48.1,2024-07-27T14:19:10.861Z,2024-07-27T14:19:12Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119307373,189,,5119307369,213,1.34,5119307367,212,16.6,5119307365,141,71.9,5119307361,56,Back,5119307363,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659117,215,1,1,18,33,77tfx9me4aaqhzv78bmgsy9bg,1,29.4,71.9,2024-07-27T14:19:12.846Z,2024-07-27T14:19:15Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119307509,213,3.72,5119307507,212,25.4,5119307505,141,51.4,5119307503,140,9.2,5119307501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659163,216,1,1,18,35,77tfx9me4aaqhzv78bmgsy9bg,1,11.2,50.9,2024-07-27T14:19:15.469Z,2024-07-27T14:19:20Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119307741,212,24.8,5119307743,213,1.46,5119307737,140,13.8,5119307739,141,87.1,5119307735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659201,217,1,1,18,40,77tfx9me4aaqhzv78bmgsy9bg,1,13.7,81.2,2024-07-27T14:19:20.622Z,2024-07-27T14:19:24Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119307909,213,4.24,5119307905,141,50.9,5119307907,212,23.1,5119307901,56,Back,5119307903,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659239,218,1,1,18,44,77tfx9me4aaqhzv78bmgsy9bg,1,8.0,50.1,2024-07-27T14:19:24.734Z,2024-07-27T14:19:28Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5119308103,56,Back,5119308109,212,9.3,5119308107,141,63.3,5119308105,140,10.2,5119308111,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659251,219,1,1,18,48,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,60.3,2024-07-27T14:19:28.670Z,2024-07-27T14:19:31Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119308175,141,49.7,5119308179,213,5.07,5119308177,212,7.7,5119308173,140,16.0,5119308169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659263,220,1,1,18,51,77tfx9me4aaqhzv78bmgsy9bg,1,16.0,49.7,2024-07-27T14:19:31.357Z,2024-07-27T14:19:32Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119308239,212,10.1,5119308235,140,20.7,5119308237,141,62.6,5119308233,56,Back,5119308241,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659287,221,1,1,18,52,77tfx9me4aaqhzv78bmgsy9bg,1,20.7,62.6,2024-07-27T14:19:32.461Z,2024-07-27T14:19:36Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119308409,212,13.7,5119308407,141,82.6,5119308405,140,19.5,5119308411,213,1.66,5119308403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659311,222,1,1,18,56,77tfx9me4aaqhzv78bmgsy9bg,1,19.5,82.6,2024-07-27T14:19:36.205Z,2024-07-27T14:19:38Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119308505,213,6.27,5119308501,141,82.1,5119308499,140,37.6,5119308497,56,Back,5119308503,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659317,223,1,1,18,58,77tfx9me4aaqhzv78bmgsy9bg,1,37.6,82.1,2024-07-27T14:19:38.173Z,2024-07-27T14:19:39Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5119308539,212,9.6,5119308535,140,39.1,5119308537,141,96.0,5119308533,56,Back,5119308541,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659341,224,1,1,18,59,77tfx9me4aaqhzv78bmgsy9bg,1,39.1,96.0,2024-07-27T14:19:39.133Z,2024-07-27T14:19:40Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5119308695,213,4.04,5119308691,141,77.2,5119308689,140,29.4,5119308687,56,Back,5119308693,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659363,225,1,1,19,0,77tfx9me4aaqhzv78bmgsy9bg,1,29.4,75.7,2024-07-27T14:19:40.765Z,2024-07-27T14:19:44Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5119308801,140,34.8,5119308807,213,5.33,5119308805,212,9.8,5119308799,56,Back,5119308803,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659381,226,1,1,19,4,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,63.6,2024-07-27T14:19:43.981Z,2024-07-27T14:19:47Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119308921,141,29.1,5119308919,140,33.2,5119308917,56,Back,5119308925,213,4.64,5119308923,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659393,227,1,1,19,7,77tfx9me4aaqhzv78bmgsy9bg,1,33.2,29.1,2024-07-27T14:19:47.021Z,2024-07-27T14:19:48Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5119308979,56,Back,5119308987,212,17.2,5119308989,213,5.15,5119308985,141,6.2,5119308983,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659405,228,1,1,19,8,77tfx9me4aaqhzv78bmgsy9bg,1,40.4,7.5,2024-07-27T14:19:48.365Z,2024-07-27T14:19:50Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5119309047,212,25.3,5119309049,213,1.90,5119309045,141,42.7,5119309041,56,Back,5119309043,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659425,229,1,1,19,10,77tfx9me4aaqhzv78bmgsy9bg,1,32.5,42.7,2024-07-27T14:19:50.333Z,2024-07-27T14:19:53Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5119309139,56,Back,5119309145,212,12.9,5119309147,213,5.93,5119309141,140,44.0,5119309143,141,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659431,193,83,1,19,12,59as3grjvj19voay31j3yfgni,0,41.1,51.8,2024-07-27T14:19:52.738Z,2024-07-27T14:19:56Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5119309333,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659441,230,1,1,19,13,77tfx9me4aaqhzv78bmgsy9bg,1,48.6,39.2,2024-07-27T14:19:53.198Z,2024-07-27T14:19:54Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119309201,56,Center,5119309203,140,54.6,5119309209,213,6.25,5119309205,141,38.9,5119309207,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659445,231,1,1,19,14,77tfx9me4aaqhzv78bmgsy9bg,1,54.6,38.9,2024-07-27T14:19:54.285Z,2024-07-27T14:19:55Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5119309273,156,,5119309241,141,42.9,5119309249,213,2.53,5119309245,212,4.7,5119309235,56,Center,5119309237,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659467,232,1,1,19,17,77tfx9me4aaqhzv78bmgsy9bg,1,66.4,52.8,2024-07-27T14:19:56.877Z,2024-07-27T14:20:00Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119309411,140,73.8,5119309417,213,1.23,5119309415,212,23.5,5119309409,56,Left,5119309413,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659481,233,1,1,19,20,77tfx9me4aaqhzv78bmgsy9bg,0,73.1,80.9,2024-07-27T14:20:00.061Z,2024-07-27T17:12:08Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5119309509,56,Center,5119309505,155,,5119309513,140,88.6,5119309503,2,,5119309515,141,50.6,5119309519,213,5.38,5119309517,212,26.3,5119775557,20,,5119775555,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659495,194,12,1,19,22,59as3grjvj19voay31j3yfgni,1,11.7,45.5,2024-07-27T14:20:02.731Z,2024-07-27T14:20:03Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5119309579,212,17.0,5119309577,141,43.9,5119309575,140,27.9,5119309581,213,6.22,5119309573,56,Back,5119309583,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659517,195,45,1,19,24,59as3grjvj19voay31j3yfgni,0,28.4,45.0,2024-07-27T14:20:04.813Z,2024-07-27T14:20:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5119309649,56,Back,5119309651,285,,5119309707,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659523,234,3,1,19,24,77tfx9me4aaqhzv78bmgsy9bg,1,71.6,55.0,2024-07-27T14:20:04.813Z,2024-07-27T17:12:17Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119309679,56,Center,5119309681,286,,5119775989,464,,5119309699,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659555,235,1,1,19,25,77tfx9me4aaqhzv78bmgsy9bg,1,69.7,55.3,2024-07-27T14:20:05.421Z,2024-07-27T14:20:08Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5119309843,56,Left,5119309851,213,1.34,5119309847,141,84.8,5119309849,212,20.6,5119309845,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659577,236,1,1,19,29,77tfx9me4aaqhzv78bmgsy9bg,1,75.4,84.4,2024-07-27T14:20:08.861Z,2024-07-27T14:20:10Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5119309953,141,80.4,5119309949,140,68.3,5119309945,56,Left,5119309961,213,3.49,5119309957,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659597,237,1,1,19,30,77tfx9me4aaqhzv78bmgsy9bg,1,68.8,79.9,2024-07-27T14:20:10.637Z,2024-07-27T14:20:13Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5119310079,141,70.7,5119310075,56,Center,5119310077,140,74.1,5119310083,213,5.44,5119310081,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703659627,238,1,1,19,33,77tfx9me4aaqhzv78bmgsy9bg,1,74.1,70.7,2024-07-27T14:20:13.342Z,2024-07-27T14:20:16Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5119310231,212,10.7,5119310229,141,85.6,5119310225,56,Left,5119310227,140,70.7,5119310233,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
