id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2710374383,108,1,1,9,7,ahnt9ejgwj58ul8auzdvi3czf,1,27.1,100.0,2024-08-18T12:09:38.118Z,2024-08-18T12:09:40Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5156345919,56,Back,5156345923,141,71.5,5156345925,212,20.5,5156345927,213,4.65,5156345917,107,,5156345921,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374433,109,1,1,9,10,ahnt9ejgwj58ul8auzdvi3czf,0,25.9,71.2,2024-08-18T12:09:40.789Z,2024-08-18T12:09:43Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156346185,56,Back,5156346183,196,,5156346191,212,50.6,5156346197,1,,5156346189,141,0.0,5156346193,213,4.89,5156346181,155,,5156346187,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374439,110,5,1,9,12,ahnt9ejgwj58ul8auzdvi3czf,0,37.8,-1.7000000000000002,2024-08-18T12:09:43.617Z,2024-08-18T13:03:21Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156346213,347,,5156346211,56,Back,5156347195,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374585,120,5,1,9,12,77tfx9me4aaqhzv78bmgsy9bg,1,62.2,101.7,2024-08-18T12:09:43.617Z,2024-08-18T13:03:20Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5156347029,56,Left,5156347159,233,110,5156347031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374873,122,1,1,9,41,77tfx9me4aaqhzv78bmgsy9bg,1,57.4,100.0,2024-08-18T12:10:12.261Z,2024-08-18T12:10:14Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156348629,56,Back,5156348635,212,25.8,5156348633,141,86.2,5156348627,107,,5156348631,140,35.0,5156348637,213,3.57,5156348639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374899,123,1,1,9,43,77tfx9me4aaqhzv78bmgsy9bg,1,42.2,86.9,2024-08-18T12:10:13.701Z,2024-08-18T12:10:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156348815,56,Back,5156348823,213,4.29,5156348819,141,57.8,5156348817,140,33.8,5156348821,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374915,124,1,1,9,47,77tfx9me4aaqhzv78bmgsy9bg,1,38.8,56.0,2024-08-18T12:10:17.877Z,2024-08-18T12:10:20Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156348939,213,0.99,5156348937,212,16.3,5156348931,56,Back,5156348935,141,76.0,5156348933,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374943,125,1,1,9,50,77tfx9me4aaqhzv78bmgsy9bg,1,47.7,76.0,2024-08-18T12:10:20.821Z,2024-08-18T12:10:24Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156349055,140,43.0,5156349053,56,Back,5156349059,212,22.0,5156349061,213,4.49,5156349057,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710374969,126,1,1,9,53,77tfx9me4aaqhzv78bmgsy9bg,1,43.0,44.5,2024-08-18T12:10:24.261Z,2024-08-18T12:10:26Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156349205,141,22.8,5156349203,140,47.3,5156349209,213,5.01,5156349201,56,Back,5156349207,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375015,127,1,1,9,56,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,23.0,2024-08-18T12:10:26.741Z,2024-08-18T12:10:30Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156349467,140,37.6,5156349471,212,14.7,5156349469,141,38.8,5156349473,213,2.32,5156349465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375049,128,1,1,9,59,77tfx9me4aaqhzv78bmgsy9bg,1,37.6,38.0,2024-08-18T12:10:30.549Z,2024-08-18T12:10:33Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156349639,141,7.6,5156349645,213,5.55,5156349635,140,59.6,5156349643,212,31.0,5156349631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375099,129,1,1,10,2,77tfx9me4aaqhzv78bmgsy9bg,1,59.6,7.6,2024-08-18T12:10:33.302Z,2024-08-18T12:10:37Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5156349989,212,23.0,5156349987,141,12.8,5156349981,56,Back,5156349991,213,2.99,5156349983,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375161,130,1,1,10,6,77tfx9me4aaqhzv78bmgsy9bg,1,42.0,18.8,2024-08-18T12:10:36.918Z,2024-08-18T12:10:39Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156350251,141,64.2,5156350249,140,44.2,5156350255,213,1.50,5156350253,212,31.0,5156350247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375207,131,1,1,10,9,77tfx9me4aaqhzv78bmgsy9bg,1,45.0,64.6,2024-08-18T12:10:39.798Z,2024-08-18T12:10:42Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156350491,212,12.7,5156350483,140,55.8,5156350479,56,Center,5156350495,213,0.46,5156350487,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375293,132,1,1,10,11,77tfx9me4aaqhzv78bmgsy9bg,1,55.8,73.6,2024-08-18T12:10:42.326Z,2024-08-18T12:10:47Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156350949,56,Back,5156350957,213,4.04,5156350951,140,40.8,5156350953,141,44.8,5156350955,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375313,133,1,1,10,16,77tfx9me4aaqhzv78bmgsy9bg,1,53.3,32.5,2024-08-18T12:10:47.382Z,2024-08-18T12:10:49Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156351047,140,59.5,5156351053,213,5.03,5156351049,141,3.5,5156351051,212,20.8,5156351045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375373,134,1,1,10,18,77tfx9me4aaqhzv78bmgsy9bg,1,60.0,6.7,2024-08-18T12:10:49.222Z,2024-08-18T12:10:53Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156351393,141,2.5,5156351395,212,4.2,5156351391,140,62.9,5156351397,213,5.53,5156351389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375397,135,1,1,10,22,77tfx9me4aaqhzv78bmgsy9bg,1,65.7,7.3,2024-08-18T12:10:53.014Z,2024-08-18T12:10:55Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5156351545,140,43.0,5156351543,56,Back,5156351551,213,2.56,5156351549,212,28.5,5156351547,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375453,136,1,1,10,24,77tfx9me4aaqhzv78bmgsy9bg,1,45.1,33.7,2024-08-18T12:10:55.239Z,2024-08-18T12:10:59Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156351833,140,53.7,5156351845,213,1.09,5156351837,141,59.1,5156351841,212,19.5,5156351829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375475,137,1,1,10,28,77tfx9me4aaqhzv78bmgsy9bg,1,58.0,54.5,2024-08-18T12:10:59.079Z,2024-08-18T12:11:01Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156351983,56,Right,5156351991,213,4.93,5156351985,140,63.9,5156351989,212,28.8,5156351987,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375533,138,1,1,10,31,77tfx9me4aaqhzv78bmgsy9bg,1,63.5,14.4,2024-08-18T12:11:01.751Z,2024-08-18T12:11:07Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5156352253,56,Right,5156352255,140,76.0,5156352259,212,13.3,5156352257,141,11.3,5156352261,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375543,139,1,1,10,36,77tfx9me4aaqhzv78bmgsy9bg,0,77.3,11.0,2024-08-18T12:11:07.110Z,2024-08-18T17:45:37Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5156352317,212,28.3,5156352445,2,,5156352309,155,,5156352311,56,Center,5156352319,213,1.03,5157934917,223,,5157934919,72,,5156352313,140,91.2,5156352315,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375551,112,12,1,10,38,ahnt9ejgwj58ul8auzdvi3czf,1,9.3,43.7,2024-08-18T12:11:09.028Z,2024-08-18T12:11:10Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156352377,56,Back,5156352381,141,51.0,5156352379,140,19.7,5156352401,15,,5156352385,213,0.43,5156352383,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375575,114,1,1,10,40,ahnt9ejgwj58ul8auzdvi3czf,1,19.0,50.9,2024-08-18T12:11:10.903Z,2024-08-18T12:11:11Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5156352473,213,2.42,5156352465,56,Back,5156352469,141,61.7,5156352471,212,11.1,5156352467,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375611,115,1,1,10,41,ahnt9ejgwj58ul8auzdvi3czf,1,11.2,61.7,2024-08-18T12:11:11.622Z,2024-08-18T12:11:14Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5156352677,212,13.8,5156352671,56,Back,5156352679,213,0.09,5156352673,140,24.3,5156352675,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375617,116,50,1,10,42,ahnt9ejgwj58ul8auzdvi3czf,1,23.8,64.4,2024-08-18T12:11:12.949Z,2024-08-18T12:12:52Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5156352699,56,Back,5156352701,285,,5156352747,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375609,140,7,1,10,42,77tfx9me4aaqhzv78bmgsy9bg,0,76.2,35.6,2024-08-18T12:11:12.950Z,2024-08-18T17:45:53Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5156352669,286,,5156352725,233,116,5156352667,56,Center,5157936397,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375649,117,1,1,10,46,ahnt9ejgwj58ul8auzdvi3czf,0,6.3,94.8,2024-08-18T12:11:17.153Z,2024-08-18T12:11:18Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5156352881,212,12.7,5156352877,140,7.9,5156352883,213,4.85,5156352875,56,Back,5156352879,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375647,141,8,1,10,47,77tfx9me4aaqhzv78bmgsy9bg,1,92.0,22.3,2024-08-18T12:11:18.215Z,2024-08-18T17:46:07Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5156352873,56,Center,5157937413,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375689,143,50,1,10,49,77tfx9me4aaqhzv78bmgsy9bg,1,86.5,33.0,2024-08-18T12:11:20.583Z,2024-08-18T12:37:23Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5156355837,233,118,5156353079,56,Center,5156355827,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375715,118,7,1,10,49,ahnt9ejgwj58ul8auzdvi3czf,1,13.5,67.0,2024-08-18T12:11:20.584Z,2024-08-18T17:46:19Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156353215,56,Back,5156355833,233,143,5156353217,285,,5157938437,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375763,119,12,1,10,51,ahnt9ejgwj58ul8auzdvi3czf,1,12.4,60.9,2024-08-18T12:11:21.746Z,2024-08-18T12:11:26Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156353451,212,8.6,5156353445,56,Back,5156353449,141,51.9,5156353453,213,5.50,5156353447,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375801,144,1,1,10,52,77tfx9me4aaqhzv78bmgsy9bg,1,77.4,50.1,2024-08-18T12:11:23.078Z,2024-08-18T12:11:27Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156353607,213,0.98,5156353599,56,Left,5156353601,140,93.0,5156353603,141,85.9,5156353605,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375817,145,1,1,10,57,77tfx9me4aaqhzv78bmgsy9bg,0,92.7,83.0,2024-08-18T12:11:27.800Z,2024-08-18T12:11:28Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156353689,212,10.5,5156353691,213,4.90,5156353685,140,94.6,5156353683,56,Center,5156353687,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375823,120,12,1,10,58,ahnt9ejgwj58ul8auzdvi3czf,1,6.8,28.2,2024-08-18T12:11:29.361Z,2024-08-18T17:46:38Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5157939887,141,0.0,5157939889,212,20.1,5156353725,56,Back,5157939891,213,4.72,5157939883,167,,5157939885,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710375867,121,5,1,10,59,ahnt9ejgwj58ul8auzdvi3czf,0,14.4,-1.7000000000000002,2024-08-18T12:11:30.455Z,2024-08-18T13:03:28Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5156539249,233,167,5156353959,347,,5156353955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710377363,167,5,1,10,59,77tfx9me4aaqhzv78bmgsy9bg,1,85.6,101.7,2024-08-18T12:11:30.455Z,2024-08-18T13:03:28Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156539239,233,121,5156362811,347,,5156362809,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376085,146,1,1,11,17,77tfx9me4aaqhzv78bmgsy9bg,1,85.7,100.0,2024-08-18T12:11:47.800Z,2024-08-18T12:15:26Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156355215,189,,5156369133,1,,5156355183,140,67.2,5156355185,141,75.9,5156355187,212,26.0,5156369131,107,,5156355181,56,Center,5156355189,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376097,147,1,1,11,19,77tfx9me4aaqhzv78bmgsy9bg,1,66.6,75.3,2024-08-18T12:11:50.227Z,2024-08-18T12:11:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156355245,141,59.6,5156355243,140,59.4,5156355249,213,4.10,5156355241,56,Center,5156355247,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376105,148,1,1,11,20,77tfx9me4aaqhzv78bmgsy9bg,1,59.4,59.6,2024-08-18T12:11:50.631Z,2024-08-18T12:11:51Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156355289,140,67.9,5156355287,56,Left,5156355293,212,22.9,5156355295,213,1.17,5156355291,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376137,149,1,1,11,20,77tfx9me4aaqhzv78bmgsy9bg,1,67.7,90.6,2024-08-18T12:11:51.608Z,2024-08-18T12:11:54Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156355445,56,Left,5156355451,212,10.5,5156355453,213,3.68,5156355447,140,59.1,5156355449,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376153,150,1,1,11,23,77tfx9me4aaqhzv78bmgsy9bg,1,59.3,82.4,2024-08-18T12:11:54.008Z,2024-08-18T12:11:56Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156355569,140,73.8,5156355575,213,0.44,5156355573,212,16.8,5156355567,56,Left,5156355571,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376187,151,1,1,11,25,77tfx9me4aaqhzv78bmgsy9bg,1,72.7,93.0,2024-08-18T12:11:56.536Z,2024-08-18T12:12:01Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5156355811,56,Left,5156355817,212,13.6,5156355813,140,60.0,5156355815,141,88.9,5156355819,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376191,152,1,1,11,31,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,82.6,2024-08-18T12:12:02.168Z,2024-08-18T12:12:03Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156355859,141,87.4,5156355861,212,6.0,5156355857,140,61.9,5156355863,213,0.57,5156355855,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376201,153,1,1,11,32,77tfx9me4aaqhzv78bmgsy9bg,1,61.9,87.8,2024-08-18T12:12:03.064Z,2024-08-18T12:12:04Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156355927,141,80.6,5156355931,213,5.14,5156355929,212,5.4,5156355923,56,Left,5156355925,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376219,154,1,1,11,34,77tfx9me4aaqhzv78bmgsy9bg,1,65.3,81.1,2024-08-18T12:12:04.633Z,2024-08-18T12:12:06Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5156356071,213,2.86,5156356067,141,86.9,5156356069,212,14.0,5156356063,56,Left,5156356065,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376225,155,1,1,11,35,77tfx9me4aaqhzv78bmgsy9bg,1,56.9,88.9,2024-08-18T12:12:06.440Z,2024-08-18T12:12:07Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156356119,213,4.96,5156356113,140,60.0,5156356115,141,70.0,5156356117,212,13.3,5156356111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376261,156,1,1,11,37,77tfx9me4aaqhzv78bmgsy9bg,1,59.5,69.9,2024-08-18T12:12:07.704Z,2024-08-18T12:12:10Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156356327,213,4.06,5156356321,140,46.2,5156356319,56,Back,5156356323,141,42.8,5156356325,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376297,157,1,1,11,40,77tfx9me4aaqhzv78bmgsy9bg,0,53.6,40.0,2024-08-18T12:12:10.873Z,2024-08-18T12:12:15Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5156356597,140,93.4,5156356599,141,80.2,5156356601,212,49.9,5156356603,213,0.58,5156356605,1,,5156356595,56,Left,5156356593,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376397,122,12,1,11,43,ahnt9ejgwj58ul8auzdvi3czf,1,5.1,17.0,2024-08-18T12:12:14.516Z,2024-08-18T12:12:22Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5156357175,213,5.84,5156357173,212,24.4,5156357169,140,26.1,5156357171,141,1.7,5156357167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376409,158,1,1,11,47,77tfx9me4aaqhzv78bmgsy9bg,1,78.7,85.7,2024-08-18T12:12:17.864Z,2024-08-18T12:12:23Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156357229,141,78.8,5156357219,155,,5156357233,212,8.2,5156357227,140,85.1,5156357223,56,Center,5156357239,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376403,123,83,1,11,51,ahnt9ejgwj58ul8auzdvi3czf,0,19.8,12.6,2024-08-18T12:12:22.375Z,2024-08-18T12:12:25Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5156357345,399,4rgz5z372h6sbwhpxl69cb6c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376423,159,1,1,11,52,77tfx9me4aaqhzv78bmgsy9bg,1,84.5,82.3,2024-08-18T12:12:23.033Z,2024-08-18T12:12:24Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5156357303,140,84.9,5156357305,141,93.9,5156357309,213,1.52,5156357301,56,Left,5156357307,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376447,160,1,1,11,53,77tfx9me4aaqhzv78bmgsy9bg,1,84.9,93.8,2024-08-18T12:12:24.265Z,2024-08-18T12:12:27Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156357413,141,92.9,5156357415,212,17.0,5156357411,140,68.7,5156357409,56,Left,5156357417,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376479,161,1,1,11,56,77tfx9me4aaqhzv78bmgsy9bg,1,67.0,90.5,2024-08-18T12:12:27.049Z,2024-08-18T12:12:29Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156357613,213,0.39,5156357605,56,Left,5156357607,140,77.4,5156357609,141,97.1,5156357611,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376491,162,1,1,11,59,77tfx9me4aaqhzv78bmgsy9bg,0,84.1,94.1,2024-08-18T12:12:29.769Z,2024-08-18T17:49:04Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156357693,56,Center,5156357695,140,88.8,5156357689,2,,5157951055,224,,5156357699,212,24.9,5156357701,213,4.91,5157951057,72,,5156357697,141,58.2,5156357691,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376495,124,61,1,12,1,ahnt9ejgwj58ul8auzdvi3czf,1,8.2,32.1,2024-08-18T12:12:32.266Z,2024-08-18T12:12:32Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5156357715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376507,125,6,1,12,1,ahnt9ejgwj58ul8auzdvi3czf,0,9.4,35.3,2024-08-18T12:12:32.313Z,2024-08-18T17:49:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5156357803,56,Back,5156357805,73,,5156357855,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376497,163,6,1,12,1,77tfx9me4aaqhzv78bmgsy9bg,1,90.6,64.7,2024-08-18T12:12:32.313Z,2024-08-18T12:37:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5156357779,56,Center,5156357825,233,125,5156357781,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710376911,164,1,1,12,39,77tfx9me4aaqhzv78bmgsy9bg,0,99.5,99.5,2024-08-18T12:13:09.866Z,2024-08-18T17:49:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5157954057,20,,5156360263,56,Center,5156360265,140,95.5,5156360255,2,,5156360259,155,,5156360269,212,27.2,5156360257,6,,5156360261,223,,5156360267,141,60.0,5156360271,213,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,
2710376963,165,44,1,12,41,77tfx9me4aaqhzv78bmgsy9bg,1,93.4,65.6,2024-08-18T12:13:11.949Z,2024-08-18T18:31:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5156360519,56,Center,5156360521,286,,5156361587,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710377107,128,44,1,12,41,ahnt9ejgwj58ul8auzdvi3czf,0,6.6,34.4,2024-08-18T12:13:11.950Z,2024-08-18T17:50:47Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5156361395,56,Back,5156361397,285,,5156361567,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710659681,1028,1,1,12,42,77tfx9me4aaqhzv78bmgsy9bg,0,98.6,65.7,2024-08-18T12:13:12.723Z,2024-08-18T17:50:58Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5157959241,3,,5157959247,141,63.4,5157959251,213,3.89,5157959245,140,97.0,5157959243,56,Center,5157959249,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
