id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2815317027,150,1,1,25,34,5rz9enoyknpg8ji78za5b82p0,1,40.9,100.0,2025-05-16T17:26:54.254Z,2025-05-16T17:26:55Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730366707,213,4.75,5730366705,212,6.0,5730366699,56,Back,5730366701,140,41.1,5730366697,107,,5730366703,141,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317033,151,1,1,25,35,5rz9enoyknpg8ji78za5b82p0,1,41.1,91.7,2025-05-16T17:26:55.358Z,2025-05-16T17:26:56Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730366733,56,Back,5730366749,213,1.36,5730366741,141,96.7,5730366737,140,41.8,5730366745,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317053,152,1,1,25,36,5rz9enoyknpg8ji78za5b82p0,1,41.8,96.7,2025-05-16T17:26:56.590Z,2025-05-16T17:26:59Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730366867,213,5.27,5730366855,140,44.2,5730366851,56,Back,5730366859,141,90.8,5730366863,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317059,153,50,1,25,39,5rz9enoyknpg8ji78za5b82p0,1,43.6,80.8,2025-05-16T17:26:59.070Z,2025-05-16T21:21:58Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730367023,233,325,5730366879,56,Back,5730366881,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317083,325,7,1,25,39,77tfx9me4aaqhzv78bmgsy9bg,1,56.4,19.2,2025-05-16T17:26:59.071Z,2025-05-16T21:21:57Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730367009,285,,5731224103,178,,5730367011,233,153,5730367007,56,Right,5731224101,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317147,327,1,1,25,43,77tfx9me4aaqhzv78bmgsy9bg,1,57.0,34.3,2025-05-16T17:27:03.484Z,2025-05-16T17:27:06Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5730367321,140,70.9,5730367327,213,1.06,5730367325,212,30.0,5730367323,141,72.9,5730367319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317181,328,1,1,25,46,77tfx9me4aaqhzv78bmgsy9bg,0,74.4,70.5,2025-05-16T17:27:06.812Z,2025-05-16T17:27:09Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5730367543,141,66.9,5730367541,140,100.0,5730367539,56,Center,5730367545,212,28.0,5730367547,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317211,154,5,1,25,49,5rz9enoyknpg8ji78za5b82p0,1,-1.0,32.7,2025-05-16T17:27:09.076Z,2025-05-16T17:27:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730367703,233,329,5730367695,56,Back,5730367697,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317193,329,5,1,25,49,77tfx9me4aaqhzv78bmgsy9bg,0,101.0,67.3,2025-05-16T17:27:09.076Z,2025-05-16T17:27:13Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5730367721,233,154,5730367601,346,,5730367597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317487,155,1,1,26,9,5rz9enoyknpg8ji78za5b82p0,1,4.2,48.0,2025-05-16T17:27:29.647Z,2025-05-16T17:27:32Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730369227,212,10.0,5730369225,141,35.5,5730369219,124,,5730369233,237,,5730369229,213,5.27,5730369221,56,Back,5730369223,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317517,156,1,1,26,12,5rz9enoyknpg8ji78za5b82p0,1,11.3,43.0,2025-05-16T17:27:32.367Z,2025-05-16T17:27:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730369363,56,Back,5730369369,141,67.2,5730369373,212,16.5,5730369377,213,1.49,5730369367,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317535,157,1,1,26,14,5rz9enoyknpg8ji78za5b82p0,1,12.4,68.8,2025-05-16T17:27:34.784Z,2025-05-16T17:27:37Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730369503,141,52.2,5730369499,56,Back,5730369501,140,4.0,5730369505,212,14.3,5730369507,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317549,158,1,1,26,17,5rz9enoyknpg8ji78za5b82p0,1,3.8,51.0,2025-05-16T17:27:37.007Z,2025-05-16T17:27:38Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730369593,212,9.4,5730369591,141,45.1,5730369589,140,11.9,5730369587,56,Back,5730369595,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317587,159,1,1,26,17,5rz9enoyknpg8ji78za5b82p0,1,11.9,45.1,2025-05-16T17:27:37.919Z,2025-05-16T17:27:40Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730369785,141,70.7,5730369781,140,11.7,5730369789,212,17.4,5730369791,213,1.58,5730369777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317637,160,1,1,26,20,5rz9enoyknpg8ji78za5b82p0,1,17.2,82.1,2025-05-16T17:27:40.367Z,2025-05-16T17:27:43Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730370063,213,0.62,5730370059,212,13.7,5730370049,140,27.8,5730370045,56,Back,5730370053,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317665,161,1,1,26,23,5rz9enoyknpg8ji78za5b82p0,1,28.4,94.2,2025-05-16T17:27:43.119Z,2025-05-16T17:27:44Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730370181,212,8.8,5730370179,141,91.0,5730370183,213,3.39,5730370175,56,Back,5730370177,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317707,162,1,1,26,24,5rz9enoyknpg8ji78za5b82p0,1,21.1,92.8,2025-05-16T17:27:44.799Z,2025-05-16T17:27:47Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730370381,212,7.5,5730370373,56,Back,5730370383,213,5.39,5730370379,141,84.2,5730370377,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317737,163,1,1,26,27,5rz9enoyknpg8ji78za5b82p0,1,25.6,83.5,2025-05-16T17:27:47.216Z,2025-05-16T17:27:49Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730370563,212,17.7,5730370559,140,41.3,5730370561,141,73.9,5730370557,56,Back,5730370565,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317741,164,1,1,26,29,5rz9enoyknpg8ji78za5b82p0,1,41.3,73.9,2025-05-16T17:27:49.120Z,2025-05-16T17:27:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730370621,156,,5730370577,141,69.6,5730370575,140,36.1,5730370581,213,3.63,5730370579,212,6.2,5730370573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317853,165,1,1,26,30,5rz9enoyknpg8ji78za5b82p0,1,37.6,68.5,2025-05-16T17:27:50.543Z,2025-05-16T21:22:35Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,1.0,,5730371175,141,55.2,5730371177,212,18.2,5730371173,140,52.6,5730371179,213,5.76,5730371759,210,13,5730371171,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317857,166,13,1,26,34,5rz9enoyknpg8ji78za5b82p0,1,74.6,46.8,2025-05-16T17:27:54.912Z,2025-05-16T21:22:49Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5730371203,22,,5730371799,29,,5730371423,20,,5730371805,102,46.7,5730371807,103,63.9,5730371811,230,95.6,5730371813,231,49.1,5730371801,55,165,5730371809,215,,5730371205,18,5730371207,56,5730371797,74,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2815317873,167,5,1,26,37,5rz9enoyknpg8ji78za5b82p0,0,100.8,44.7,2025-05-16T17:27:57.294Z,2025-05-16T17:34:02Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5730371913,233,330,5730371303,346,,5730371301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317971,330,5,1,26,37,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,55.3,2025-05-16T17:27:57.294Z,2025-05-16T17:34:02Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5730371879,56,Back,5730371881,346,,5730371895,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815317983,331,1,1,26,47,77tfx9me4aaqhzv78bmgsy9bg,1,3.1,50.7,2025-05-16T17:28:07.582Z,2025-05-16T17:28:09Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5730371965,237,,5730371955,140,7.9,5730371957,141,56.3,5730371961,213,0.65,5730371953,56,Back,5730371959,212,6.3,5730371951,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318091,332,1,1,26,49,77tfx9me4aaqhzv78bmgsy9bg,1,7.7,56.1,2025-05-16T17:28:09.086Z,2025-05-16T17:28:17Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730372561,212,23.1,5730372557,140,23.9,5730372555,56,Back,5730372563,213,5.54,5730372559,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318093,333,50,1,26,53,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,38.6,2025-05-16T17:28:13.054Z,2025-05-16T17:40:50Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730375853,285,,5730375955,233,168,5730372569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318057,168,7,1,26,53,5rz9enoyknpg8ji78za5b82p0,1,78.1,61.4,2025-05-16T17:28:13.055Z,2025-05-16T21:23:11Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5731225759,178,,5730375883,233,333,5730375451,56,Center,5731225757,384,,5730375453,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815320137,204,61,1,26,54,5rz9enoyknpg8ji78za5b82p0,1,76.9,64.3,2025-05-16T17:28:14.744Z,2025-05-16T17:31:14Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5730383933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318115,169,1,1,26,55,5rz9enoyknpg8ji78za5b82p0,1,73.5,69.7,2025-05-16T17:28:15.929Z,2025-05-16T17:31:30Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730372659,212,5.8,5730372653,56,Center,5730372661,213,0.30,5730372655,140,78.8,5730372657,141,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318139,171,1,1,26,58,5rz9enoyknpg8ji78za5b82p0,0,86.1,71.8,2025-05-16T17:28:18.432Z,2025-05-16T17:31:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730372779,140,89.2,5730372783,212,19.9,5730372777,56,Center,5730372781,141,43.0,5730372785,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318189,335,1,1,27,2,77tfx9me4aaqhzv78bmgsy9bg,1,7.6,63.4,2025-05-16T17:28:22.430Z,2025-05-16T17:28:24Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5730373107,212,19.1,5730373105,141,54.0,5730373109,213,5.94,5730373101,56,Back,5730373103,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318213,336,1,1,27,4,77tfx9me4aaqhzv78bmgsy9bg,1,24.1,55.5,2025-05-16T17:28:24.158Z,2025-05-16T17:28:26Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5730373229,140,25.6,5730373235,213,1.50,5730373233,212,23.1,5730373231,141,89.4,5730373227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318241,337,1,1,27,6,77tfx9me4aaqhzv78bmgsy9bg,1,24.7,88.7,2025-05-16T17:28:26.846Z,2025-05-16T17:28:29Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5730373419,140,11.6,5730373425,213,3.95,5730373423,212,19.9,5730373417,56,Back,5730373421,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318263,338,1,1,27,9,77tfx9me4aaqhzv78bmgsy9bg,0,11.5,67.5,2025-05-16T17:28:29.519Z,2025-05-16T17:28:31Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730373553,1,,5730373543,56,Back,5730373549,212,32.3,5730373551,213,0.30,5730373541,157,,5730373547,141,81.4,5730373545,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318291,172,1,1,27,12,5rz9enoyknpg8ji78za5b82p0,1,54.6,29.8,2025-05-16T17:28:32.593Z,2025-05-16T17:28:33Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730373697,140,62.5,5730373695,56,Right,5730373701,212,10.5,5730373699,141,20.4,5730373705,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318307,173,1,1,27,13,5rz9enoyknpg8ji78za5b82p0,1,62.5,20.4,2025-05-16T17:28:33.537Z,2025-05-16T17:28:34Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5730373771,140,61.2,5730373777,213,4.49,5730373775,212,6.1,5730373773,141,11.7,5730373769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318343,174,1,1,27,14,5rz9enoyknpg8ji78za5b82p0,1,60.8,11.0,2025-05-16T17:28:34.577Z,2025-05-16T17:28:36Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5730373985,3,,5730373997,213,1.88,5730373995,212,11.1,5730373991,140,57.6,5730373989,56,Center,5730373993,141,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318355,175,1,1,27,16,5rz9enoyknpg8ji78za5b82p0,0,57.3,22.7,2025-05-16T17:28:36.705Z,2025-05-16T17:28:37Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5730374073,140,43.8,5730374069,3,,5730374079,213,3.57,5730374071,56,Back,5730374077,212,15.5,5730374075,141,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318413,339,3,1,27,21,77tfx9me4aaqhzv78bmgsy9bg,0,76.2,84.6,2025-05-16T17:28:41.599Z,2025-05-16T21:23:45Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5730374435,286,,5730374583,233,176,5730374433,56,Left,5731226405,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318435,176,7,1,27,21,5rz9enoyknpg8ji78za5b82p0,1,23.8,15.4,2025-05-16T17:28:41.600Z,2025-05-16T21:23:51Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730374553,233,339,5731226553,383,,5730374529,56,Back,5731226555,178,,5730374531,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318453,178,4,1,27,25,5rz9enoyknpg8ji78za5b82p0,1,14.0,8.7,2025-05-16T17:28:45.389Z,2025-05-16T17:40:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730374677,233,340,5730374645,152,,5730374647,265,,5730374641,13,,5730374649,285,,5730374643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318451,340,4,1,27,25,77tfx9me4aaqhzv78bmgsy9bg,0,86.0,91.3,2025-05-16T17:28:45.390Z,2025-05-16T17:40:48Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,,5730374657,56,Left,5730374665,265,,5730374695,233,178,5730374653,13,,5730374669,286,,5730374661,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318803,179,1,1,27,55,5rz9enoyknpg8ji78za5b82p0,1,17.1,13.7,2025-05-16T17:29:15.074Z,2025-05-16T21:24:19Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730376351,56,Back,5730376349,152,,5730376359,213,1.80,5730376353,140,11.7,5730376355,141,49.7,5730376357,212,25.1,5730376347,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318873,180,1,1,27,55,5rz9enoyknpg8ji78za5b82p0,1,11.7,49.7,2025-05-16T17:29:15.762Z,2025-05-16T17:29:22Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5730376721,140,23.6,5730376725,212,28.2,5730376727,213,1.11,5730376723,141,86.9,5730376719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318917,181,1,1,28,2,5rz9enoyknpg8ji78za5b82p0,1,35.0,93.1,2025-05-16T17:29:22.803Z,2025-05-16T17:29:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730376963,140,21.2,5730376961,56,Back,5730376969,213,3.80,5730376965,141,76.6,5730376967,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318965,182,1,1,28,6,5rz9enoyknpg8ji78za5b82p0,1,23.3,69.1,2025-05-16T17:29:26.626Z,2025-05-16T17:29:30Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730377289,141,60.2,5730377291,212,6.1,5730377295,213,4.76,5730377285,56,Back,5730377287,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815318999,183,1,1,28,10,5rz9enoyknpg8ji78za5b82p0,1,20.8,49.2,2025-05-16T17:29:30.099Z,2025-05-16T17:29:33Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730377451,212,8.2,5730377449,141,39.2,5730377453,213,4.13,5730377447,140,16.5,5730377445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319045,184,1,1,28,13,5rz9enoyknpg8ji78za5b82p0,1,19.6,35.2,2025-05-16T17:29:33.123Z,2025-05-16T17:29:35Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5730377689,56,Back,5730377695,212,11.4,5730377697,213,1.56,5730377691,140,19.7,5730377693,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319073,185,1,1,28,15,5rz9enoyknpg8ji78za5b82p0,1,22.9,60.0,2025-05-16T17:29:35.843Z,2025-05-16T17:29:38Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730377871,212,20.1,5730377873,213,0.95,5730377865,140,34.0,5730377869,141,84.0,5730377861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319093,186,1,1,28,18,5rz9enoyknpg8ji78za5b82p0,1,35.9,88.3,2025-05-16T17:29:38.339Z,2025-05-16T17:29:39Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730377999,141,77.8,5730378001,212,8.0,5730378003,213,5.18,5730377997,140,39.3,5730377995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319111,187,1,1,28,19,5rz9enoyknpg8ji78za5b82p0,1,39.3,77.3,2025-05-16T17:29:39.251Z,2025-05-16T17:29:40Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730378093,156,,5730378075,213,3.28,5730378067,140,29.8,5730378065,56,Back,5730378071,212,10.1,5730378069,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319227,188,1,1,28,24,5rz9enoyknpg8ji78za5b82p0,1,33.2,63.4,2025-05-16T17:29:44.819Z,2025-05-16T17:29:48Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730378669,140,38.3,5730378673,141,81.2,5730378681,213,1.15,5730378677,212,13.2,5730378663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319251,189,1,1,28,28,5rz9enoyknpg8ji78za5b82p0,1,38.1,82.4,2025-05-16T17:29:48.644Z,2025-05-16T17:29:51Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5730378835,140,41.4,5730378841,141,93.1,5730378843,212,8.1,5730378845,213,1.13,5730378831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319283,190,1,1,28,31,5rz9enoyknpg8ji78za5b82p0,0,41.6,92.4,2025-05-16T17:29:51.091Z,2025-05-16T17:29:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5730379025,212,46.6,5730379027,213,6.14,5730379019,56,Left,5730379021,140,85.5,5730379029,1,,5730379023,141,82.8,5730379017,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319335,342,1,1,28,38,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,3.5,2025-05-16T17:29:58.497Z,2025-05-16T17:29:59Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5730379295,140,17.3,5730379297,141,9.7,5730379301,213,0.85,5730379293,56,Back,5730379299,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319361,343,1,1,28,39,77tfx9me4aaqhzv78bmgsy9bg,1,17.4,9.8,2025-05-16T17:29:59.345Z,2025-05-16T17:30:02Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5730379467,140,30.1,5730379481,213,0.10,5730379471,141,11.7,5730379477,212,13.4,5730379463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319371,344,50,1,28,42,77tfx9me4aaqhzv78bmgsy9bg,1,33.0,14.8,2025-05-16T17:30:02.129Z,2025-05-16T17:30:09Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730379535,56,Back,5730379645,285,,5730379607,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319375,191,7,1,28,42,5rz9enoyknpg8ji78za5b82p0,0,67.0,85.2,2025-05-16T17:30:02.130Z,2025-05-16T21:24:53Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730379555,56,Left,5731227797,385,,5730379619,286,,5730379569,233,344,5731227799,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319379,345,3,1,28,43,77tfx9me4aaqhzv78bmgsy9bg,0,36.4,21.8,2025-05-16T17:30:03.377Z,2025-05-16T21:24:59Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730379741,286,,5730379613,56,Back,5730379743,233,192,5731227903,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319399,192,7,1,28,43,5rz9enoyknpg8ji78za5b82p0,0,63.6,78.2,2025-05-16T17:30:03.378Z,2025-05-16T21:25:03Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5730379715,233,345,5731228005,385,,5731228007,178,,5730379711,56,Center,5730379713,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319385,346,61,1,28,44,77tfx9me4aaqhzv78bmgsy9bg,1,31.9,17.7,2025-05-16T17:30:04.271Z,2025-05-16T17:30:04Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5730379623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319431,194,1,1,28,45,5rz9enoyknpg8ji78za5b82p0,1,63.3,73.0,2025-05-16T17:30:05.940Z,2025-05-16T17:30:10Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730379929,56,Left,5730379935,212,21.3,5730379937,213,0.61,5730379931,140,79.9,5730379933,141,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319469,195,1,1,28,50,5rz9enoyknpg8ji78za5b82p0,1,86.1,86.5,2025-05-16T17:30:10.628Z,2025-05-16T17:30:15Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5730380185,212,9.3,5730380177,140,88.6,5730380175,56,Center,5730380189,213,5.00,5730380181,141,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815319485,196,1,1,28,55,5rz9enoyknpg8ji78za5b82p0,0,96.8,71.8,2025-05-16T17:30:15.476Z,2025-05-16T17:30:16Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5730380273,213,4.59,5730380267,141,59.2,5730380265,140,95.8,5730380269,212,8.6,5730380263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
