id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2778775527,113,1,1,12,5,anga7587r1zv4ey71ge9zxol3,1,49.8,95.0,2025-02-21T18:13:59.483Z,2025-02-21T18:14:00Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529467781,212,32.6,5529467779,141,74.7,5529467775,140,21.7,5529467785,213,3.58,5529467771,56,Back,5529467789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775573,114,1,1,12,6,anga7587r1zv4ey71ge9zxol3,1,21.7,74.7,2025-02-21T18:14:00.373Z,2025-02-21T18:14:04Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529468023,141,57.9,5529468025,212,18.5,5529468021,140,7.8,5529468017,56,Back,5529468027,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775603,115,1,1,12,11,anga7587r1zv4ey71ge9zxol3,1,8.6,58.8,2025-02-21T18:14:05.918Z,2025-02-21T18:14:06Z,15fo180vixn0lb65fujttit3p,J. Storch,,5529468177,212,10.0,5529468171,56,Back,5529468179,213,6.14,5529468173,140,18.0,5529468175,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775679,116,1,1,12,12,anga7587r1zv4ey71ge9zxol3,1,18.0,56.7,2025-02-21T18:14:06.746Z,2025-02-21T18:14:11Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529468537,212,17.9,5529468531,141,34.2,5529468541,213,4.17,5529468521,56,Back,5529468525,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775719,117,1,1,12,16,anga7587r1zv4ey71ge9zxol3,0,9.8,15.5,2025-02-21T18:14:10.964Z,2025-02-21T18:14:13Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5529468731,140,53.0,5529468727,155,,5529468737,213,0.34,5529468735,212,48.2,5529468733,141,39.4,5529468739,1,,5529468729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775753,125,44,1,12,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.4,63.3,2025-02-21T18:14:13.072Z,2025-02-21T18:59:20Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529468937,285,,5529468935,56,Back,5529468983,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775725,118,44,1,12,19,anga7587r1zv4ey71ge9zxol3,0,55.6,36.7,2025-02-21T18:14:13.073Z,2025-02-21T18:59:21Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5529468773,286,,5529468771,56,Center,5529469005,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775765,126,1,1,12,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.2,67.9,2025-02-21T18:14:13.993Z,2025-02-21T20:56:44Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529469015,56,Back,5529469023,213,0.87,5530315871,3,,5529469019,141,77.5,5529469021,212,8.5,5529469017,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775803,119,1,1,12,22,anga7587r1zv4ey71ge9zxol3,1,52.0,30.1,2025-02-21T18:14:16.134Z,2025-02-21T18:14:18Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529469197,213,3.19,5529469189,56,Back,5529469193,141,29.5,5529469195,212,7.8,5529469191,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775849,120,1,1,12,25,anga7587r1zv4ey71ge9zxol3,1,47.1,31.9,2025-02-21T18:14:19.618Z,2025-02-21T18:14:24Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529469487,141,60.2,5529469489,212,20.9,5529469491,213,1.97,5529469483,56,Back,5529469485,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775865,121,1,1,12,30,anga7587r1zv4ey71ge9zxol3,1,41.2,72.0,2025-02-21T18:14:24.086Z,2025-02-21T18:14:26Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529469597,213,0.48,5529469589,56,Left,5529469599,1,,5529469593,141,93.9,5529469595,212,32.1,5529469591,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775895,122,1,1,12,32,anga7587r1zv4ey71ge9zxol3,1,63.3,90.5,2025-02-21T18:14:27.007Z,2025-02-21T18:14:28Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5529469723,56,Center,5529469725,140,58.2,5529469729,212,10.3,5529469731,213,4.17,5529469727,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775951,123,1,1,12,34,anga7587r1zv4ey71ge9zxol3,1,58.2,77.5,2025-02-21T18:14:28.194Z,2025-02-21T18:14:31Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529470021,213,2.51,5529470009,56,Left,5529470013,140,52.1,5529470019,212,7.9,5529470017,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778775973,124,1,1,12,37,anga7587r1zv4ey71ge9zxol3,1,52.1,84.4,2025-02-21T18:14:31.751Z,2025-02-21T18:14:33Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529470139,140,58.4,5529470145,213,0.65,5529470143,212,8.3,5529470137,56,Left,5529470141,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776089,125,1,1,12,40,anga7587r1zv4ey71ge9zxol3,1,58.2,93.5,2025-02-21T18:14:34.140Z,2025-02-21T18:14:41Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529470727,56,Left,5529470731,141,90.9,5529470729,140,88.0,5529470735,213,6.23,5529470733,212,31.3,5529470725,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776143,126,1,1,12,46,anga7587r1zv4ey71ge9zxol3,1,96.2,77.1,2025-02-21T18:14:40.670Z,2025-02-21T20:57:14Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5529470989,212,41.8,5529470983,56,Right,5530318579,224,,5529470981,155,,5529470991,213,4.68,5529470985,140,94.9,5530318581,72,,5529470987,141,15.6,5529470979,2,,5529470993,1,,,,,,,,,,,,,,,,,,,,,,,,,
2778776177,127,1,1,12,52,anga7587r1zv4ey71ge9zxol3,1,94.1,20.6,2025-02-21T18:14:46.528Z,2025-02-21T18:14:49Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5529471187,141,23.7,5529471185,140,78.9,5529471183,56,Center,5529471191,213,3.01,5529471189,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776203,128,1,1,12,54,anga7587r1zv4ey71ge9zxol3,1,78.9,23.7,2025-02-21T18:14:49.043Z,2025-02-21T18:14:50Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529471317,212,9.5,5529471311,56,Center,5529471319,213,2.49,5529471315,141,32.1,5529471313,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776241,129,1,1,12,57,anga7587r1zv4ey71ge9zxol3,1,71.5,34.5,2025-02-21T18:14:51.761Z,2025-02-21T18:14:53Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529471517,141,21.0,5529471519,212,13.0,5529471513,56,Right,5529471521,213,5.50,5529471515,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776259,130,1,1,12,59,anga7587r1zv4ey71ge9zxol3,1,80.2,21.0,2025-02-21T18:14:53.808Z,2025-02-21T18:14:54Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529471601,140,67.8,5529471605,212,13.2,5529471603,141,24.6,5529471607,213,2.96,5529471599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776301,127,83,1,13,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.8,91.2,2025-02-21T18:14:56.921Z,2025-02-21T20:57:21Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529471917,399,79b0b6eqck5vn4b3fawxsaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776309,131,1,1,13,4,anga7587r1zv4ey71ge9zxol3,1,74.9,13.5,2025-02-21T18:14:58.587Z,2025-02-21T18:15:01Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529471889,212,15.1,5529471885,140,88.0,5529471883,56,Right,5529471887,141,4.4,5529471893,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776345,132,1,1,13,7,anga7587r1zv4ey71ge9zxol3,1,88.0,4.4,2025-02-21T18:15:01.212Z,2025-02-21T18:15:02Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5529472101,141,6.4,5529472099,140,84.1,5529472105,213,2.82,5529472103,212,4.3,5529472097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776371,133,1,1,13,8,anga7587r1zv4ey71ge9zxol3,1,84.1,6.4,2025-02-21T18:15:02.071Z,2025-02-21T18:15:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529472245,140,73.2,5529472243,56,Right,5529472249,212,11.6,5529472247,141,9.1,5529472251,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776393,134,1,1,13,9,anga7587r1zv4ey71ge9zxol3,1,73.2,9.1,2025-02-21T18:15:03.852Z,2025-02-21T18:15:05Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5529472353,140,84.1,5529472363,213,6.04,5529472357,141,5.0,5529472361,212,11.8,5529472351,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776413,135,1,1,13,11,anga7587r1zv4ey71ge9zxol3,1,82.7,5.3,2025-02-21T18:15:05.539Z,2025-02-21T18:15:07Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529472495,213,2.33,5529472493,212,17.9,5529472487,56,Center,5529472491,141,24.4,5529472489,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776433,136,1,1,13,13,anga7587r1zv4ey71ge9zxol3,0,70.9,24.4,2025-02-21T18:15:07.395Z,2025-02-21T20:57:38Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529472599,141,22.2,5529472597,140,100.0,5529472603,213,6.24,5529472595,56,Center,5529472601,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776719,128,5,1,13,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.4,74.0,2025-02-21T18:15:08.673Z,2025-02-21T18:20:09Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5529474225,233,137,5529474201,56,Back,5529474203,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776547,137,5,1,13,14,anga7587r1zv4ey71ge9zxol3,0,101.4,26.0,2025-02-21T18:15:08.673Z,2025-02-21T18:20:09Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529473195,346,,5529473193,56,Center,5529474243,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776731,129,1,1,13,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.7,49.7,2025-02-21T18:15:34.497Z,2025-02-21T20:59:40Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529474273,213,1.24,5529474267,140,7.4,5529474263,124,,5529474265,56,Back,5529474271,212,15.4,5530327915,189,,5529474277,237,,5529474269,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776739,130,1,1,13,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.3,70.9,2025-02-21T18:15:35.297Z,2025-02-21T18:15:36Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529474313,141,51.3,5529474311,140,4.6,5529474309,56,Back,5529474315,212,13.6,5529474317,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776787,131,1,1,13,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.1,39.1,2025-02-21T18:15:36.689Z,2025-02-21T18:15:41Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529474591,140,43.3,5529474597,213,6.19,5529474589,56,Back,5529474593,141,33.0,5529474595,212,42.4,5529474587,157,,5529474599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776793,132,50,1,13,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.4,33.1,2025-02-21T18:15:40.918Z,2025-02-21T18:59:14Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529474613,56,Back,5529474617,286,,5529474675,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776779,138,7,1,13,46,anga7587r1zv4ey71ge9zxol3,0,56.6,66.9,2025-02-21T18:15:40.919Z,2025-02-21T21:00:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5530329661,385,,5529474559,56,Center,5529474639,233,132,5530329663,178,,5529474561,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776817,133,1,1,13,48,9w3sjm5ml4sjr2v81oxzdrt8v,0,41.4,22.5,2025-02-21T18:15:42.425Z,2025-02-21T21:00:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529474755,56,Center,5529474763,213,0.27,5529474753,155,,5529474765,1,,5529474759,141,41.8,5529474761,212,49.5,5529474757,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776829,139,52,1,13,50,anga7587r1zv4ey71ge9zxol3,1,12.1,63.7,2025-02-21T18:15:44.832Z,2025-02-21T21:00:11Z,15fo180vixn0lb65fujttit3p,J. Storch,,5530330031,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776845,140,1,1,13,51,anga7587r1zv4ey71ge9zxol3,1,12.1,63.7,2025-02-21T18:15:45.944Z,2025-02-21T18:15:47Z,15fo180vixn0lb65fujttit3p,J. Storch,,5529474907,212,26.2,5529474909,213,5.24,5529474927,287,,5529474903,140,24.6,5529474899,123,,5529474901,56,Back,5529474905,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776905,141,1,1,13,56,anga7587r1zv4ey71ge9zxol3,1,32.7,22.1,2025-02-21T18:15:50.423Z,2025-02-21T18:15:52Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5529475271,140,33.6,5529475269,56,Back,5529475277,213,1.46,5529475275,212,8.3,5529475273,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776937,142,1,1,13,58,anga7587r1zv4ey71ge9zxol3,1,33.9,32.8,2025-02-21T18:15:52.775Z,2025-02-21T18:15:55Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529475467,213,5.98,5529475459,56,Back,5529475463,141,26.2,5529475465,212,14.9,5529475461,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776947,143,1,1,14,0,anga7587r1zv4ey71ge9zxol3,1,47.4,26.2,2025-02-21T18:15:54.368Z,2025-02-21T21:00:21Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529475515,213,4.66,5529475509,140,46.9,5529475511,141,11.9,5529475507,56,Back,5529475513,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778776979,144,1,1,14,2,anga7587r1zv4ey71ge9zxol3,1,46.9,11.9,2025-02-21T18:15:56.264Z,2025-02-21T18:15:58Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5529475707,212,12.7,5529475709,213,2.92,5529475699,56,Back,5529475703,140,35.1,5529475705,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777147,145,1,1,14,4,anga7587r1zv4ey71ge9zxol3,1,37.6,17.7,2025-02-21T18:15:58.776Z,2025-02-21T18:16:13Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5529476679,1,,5529476667,196,,5529476675,212,43.0,5529476673,141,77.9,5529476669,56,Back,5529476677,213,1.88,5529476671,140,25.1,5529476665,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777181,146,1,1,14,20,anga7587r1zv4ey71ge9zxol3,1,25.1,77.9,2025-02-21T18:16:14.628Z,2025-02-21T18:16:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5529476903,141,94.2,5529476897,155,,5529476905,212,57.8,5529476901,140,79.1,5529476899,56,Left,5529476907,213,0.19,5529476909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777227,147,1,1,14,22,anga7587r1zv4ey71ge9zxol3,1,70.3,92.9,2025-02-21T18:16:16.190Z,2025-02-21T18:16:18Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5529477123,213,3.29,5529477115,56,Left,5529477121,212,9.3,5529477117,140,61.5,5529477119,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777271,148,1,1,14,24,anga7587r1zv4ey71ge9zxol3,1,61.5,88.7,2025-02-21T18:16:18.736Z,2025-02-21T18:16:22Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5529477321,213,5.37,5529477309,56,Center,5529477311,140,71.7,5529477313,141,68.4,5529477317,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777277,149,1,1,14,27,anga7587r1zv4ey71ge9zxol3,0,72.3,71.2,2025-02-21T18:16:22.048Z,2025-02-21T18:16:54Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529477375,212,30.1,5529477371,140,100.0,5529477373,141,76.9,5529477369,56,Center,5529477377,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777403,134,5,1,14,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.8,27.4,2025-02-21T18:16:23.217Z,2025-02-21T18:20:10Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5529478071,346,,5529479173,233,150,5529478067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777605,150,5,1,14,29,anga7587r1zv4ey71ge9zxol3,0,100.8,72.6,2025-02-21T18:16:23.217Z,2025-02-21T18:20:10Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5529479189,233,134,5529479133,56,Center,5529479135,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777565,135,1,1,14,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.4,57.9,2025-02-21T18:16:49.058Z,2025-02-21T21:00:48Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529478913,140,3.1,5529478925,213,4.51,5529478933,237,,5529478917,141,48.1,5529478907,124,,5529478921,212,6.8,5529478911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777607,136,1,1,14,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.3,47.3,2025-02-21T18:16:50.626Z,2025-02-21T18:16:54Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5529479139,140,11.9,5529479145,213,5.17,5529479143,212,20.3,5529479137,56,Back,5529479141,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777625,137,1,1,15,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.7,14.6,2025-02-21T18:16:54.145Z,2025-02-21T18:56:05Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529479313,212,10.2,5529479307,56,Back,5529479311,141,17.1,5529479315,213,0.17,5529479309,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777663,138,1,1,15,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.3,26.8,2025-02-21T18:16:56.050Z,2025-02-21T18:56:07Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5529479529,141,63.9,5529479527,140,19.9,5529479533,213,1.98,5529479525,56,Back,5529479531,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777701,139,1,1,15,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.3,65.5,2025-02-21T18:16:58.945Z,2025-02-21T18:17:03Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529479757,213,0.71,5529479755,212,18.1,5529479751,140,34.4,5529479753,141,82.9,5529479749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777733,140,1,1,15,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.7,69.3,2025-02-21T18:17:03.010Z,2025-02-21T18:17:06Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5529479913,56,Back,5529479921,213,4.48,5529479915,140,38.7,5529479917,141,49.6,5529479919,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777741,141,1,1,15,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.0,52.7,2025-02-21T18:17:05.290Z,2025-02-21T21:01:01Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5529479947,213,2.47,5529479939,56,Back,5529479945,212,12.3,5529479941,140,28.8,5529479943,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777785,142,1,1,15,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.8,64.0,2025-02-21T18:17:06.914Z,2025-02-21T19:26:43Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5529480229,212,25.6,5529480223,56,Back,5529480225,140,39.0,5529480227,141,29.8,5529480231,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777807,143,1,1,15,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.6,29.8,2025-02-21T18:17:08.082Z,2025-02-21T19:26:41Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5529480367,213,5.38,5529480359,56,Back,5529480365,212,14.3,5529480361,140,47.0,5529480363,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777821,144,1,1,15,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.5,8.0,2025-02-21T18:17:09.578Z,2025-02-21T18:56:54Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529641207,140,55.8,5529641211,212,20.3,5529641213,213,0.03,5529641209,141,9.0,5529641205,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777829,145,1,1,15,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.7,4.5,2025-02-21T18:17:10.771Z,2025-02-21T18:56:56Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529641609,56,Right,5529641615,212,15.0,5529641613,141,3.1,5529641611,140,68.0,5529641607,168,,5529641617,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778808975,450,1,1,15,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.2,8.6,2025-02-21T18:17:11.065Z,2025-02-21T18:57:10Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5529642657,141,5.9,5529642665,213,3.34,5529642661,212,9.4,5529642651,140,58.4,5529642647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778809031,451,1,1,15,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.4,5.9,2025-02-21T18:17:12.065Z,2025-02-21T18:57:17Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529642975,213,2.40,5529642973,212,6.7,5529642967,56,Right,5529642971,141,12.6,5529642969,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778809135,452,1,1,15,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.0,9.1,2025-02-21T18:17:13.065Z,2025-02-21T18:57:30Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,5529643477,141,14.4,5529643479,212,7.5,5529643481,213,0.50,5529643473,56,Right,5529643475,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778809233,453,1,1,15,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.0,21.3,2025-02-21T18:17:14.065Z,2025-02-21T18:57:41Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529643989,213,5.05,5529643987,212,3.5,5529643981,56,Right,5529643985,141,16.4,5529643983,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777877,146,43,1,15,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-02-21T18:17:17.922Z,2025-02-21T18:57:39Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5529480747,213,5.89,5529480739,56,Right,5529480743,141,17.9,5529643915,144,1,5529480745,212,5.3,5529480741,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777881,147,3,1,15,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,65.1,25.0,2025-02-21T18:17:20.282Z,2025-02-21T21:01:36Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,5529480889,233,151,5529480767,56,Center,5530336403,464,,5529480769,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778777897,151,7,1,15,26,anga7587r1zv4ey71ge9zxol3,1,34.9,75.0,2025-02-21T18:17:20.283Z,2025-02-21T21:01:39Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5530336563,384,,5529480881,56,Back,5529480885,233,147,5530336567,178,,5529480883,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
