id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2727011205,190,4,1,25,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.1,33.9,2024-09-28T14:27:21.713Z,2024-09-28T15:28:28Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247659303,343,3,5247676119,233,257,5247658851,152,,5247658847,10,,5247658849,56,Center,5247658853,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727010493,187,27,1,26,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T14:28:44.659Z,2024-09-28T14:28:44Z,,,,,5247654187,207,,5247654185,201,,5247654189,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727010905,188,65,1,26,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T14:28:44.669Z,2024-09-28T14:29:04Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247656363,365,185,5247656361,329,,5247657643,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011107,189,28,1,27,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T14:29:02.659Z,2024-09-28T14:29:04Z,,,,,5247657607,364,,5247657609,55,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011175,258,1,1,27,16,5rz9enoyknpg8ji78za5b82p0,1,20.8,59.0,2024-09-28T14:29:02.930Z,2024-09-28T18:15:37Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247658057,213,4.10,5247658051,140,13.9,5247658047,241,,5247658103,189,,5247658055,212,12.7,5247658049,56,Back,5247658045,5,,5247658053,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011259,259,1,1,27,18,5rz9enoyknpg8ji78za5b82p0,1,11.7,45.0,2024-09-28T14:29:05.155Z,2024-09-28T18:15:38Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247658445,140,22.0,5247658457,213,5.19,5247658441,56,Back,5247658447,141,14.2,5247658451,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011505,260,1,1,27,21,5rz9enoyknpg8ji78za5b82p0,1,22.0,14.0,2024-09-28T14:29:08.026Z,2024-09-28T14:29:14Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247659759,213,6.06,5247659745,140,28.3,5247659751,141,11.8,5247659755,212,6.8,5247659743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727352339,764,83,1,27,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.7,89.9,2024-09-28T14:29:10.159Z,2024-09-28T18:16:00Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5249499329,399,7je01bs3a4q6c2gd02ee6da3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011663,261,1,1,27,27,5rz9enoyknpg8ji78za5b82p0,1,22.6,6.0,2024-09-28T14:29:14.147Z,2024-09-28T14:29:18Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247660521,56,Back,5247660535,213,0.77,5247660533,212,11.8,5247660529,141,18.1,5247660525,140,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011701,262,1,1,27,30,5rz9enoyknpg8ji78za5b82p0,1,33.3,28.8,2024-09-28T14:29:16.426Z,2024-09-28T18:16:11Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5247660753,141,53.6,5247660749,140,43.4,5247660761,213,1.01,5247660755,212,19.9,5247660743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011781,263,1,1,27,32,5rz9enoyknpg8ji78za5b82p0,1,43.4,53.6,2024-09-28T14:29:19.242Z,2024-09-28T14:29:21Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5247661175,56,Back,5247661185,213,1.26,5247661183,212,15.1,5247661181,141,74.8,5247661179,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727011927,264,1,1,27,35,5rz9enoyknpg8ji78za5b82p0,1,55.7,76.7,2024-09-28T14:29:21.490Z,2024-09-28T14:29:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247661999,213,0.61,5247661993,140,70.5,5247661995,141,92.7,5247661991,56,Left,5247661997,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727012015,265,1,1,27,38,5rz9enoyknpg8ji78za5b82p0,0,70.7,92.7,2024-09-28T14:29:25.283Z,2024-09-28T14:29:28Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5247662473,140,100.0,5247662479,212,34.0,5247662485,213,5.91,5247662471,56,Center,5247662477,141,74.5,5247662487,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727012327,192,56,1,27,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.7,25.1,2024-09-28T14:29:27.170Z,2024-09-28T15:03:20Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5247664239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727012495,193,5,1,27,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.8,25.8,2024-09-28T14:29:27.761Z,2024-09-28T16:13:06Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5247665171,56,Back,5248689399,233,266,5247665177,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727012019,266,5,1,27,41,5rz9enoyknpg8ji78za5b82p0,0,100.8,74.2,2024-09-28T14:29:27.761Z,2024-09-28T16:13:06Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5248689423,233,193,5247662517,346,,5247662513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727012867,194,1,1,28,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.0,59.5,2024-09-28T14:29:47.961Z,2024-09-28T14:29:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5247667381,237,,5247667371,140,4.8,5247667377,213,4.69,5247667369,56,Back,5247667367,124,,5247667373,141,44.3,5247667375,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013063,195,1,1,28,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,4.8,44.3,2024-09-28T14:29:51.041Z,2024-09-28T14:29:56Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247668445,157,,5247668453,141,68.7,5247668449,56,Center,5247668461,213,0.28,5247668455,212,60.5,5247668451,140,60.2,5247668463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013163,268,1,1,28,8,5rz9enoyknpg8ji78za5b82p0,1,44.9,47.4,2024-09-28T14:29:54.419Z,2024-09-28T18:16:55Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247669015,212,19.4,5247669017,213,0.50,5247669007,3,,5247669013,141,61.1,5247669011,140,61.1,5247669009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013045,267,43,1,28,8,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-28T14:29:54.971Z,2024-09-28T18:16:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247668703,233,196,5247668335,285,0,5247668333,56,Back,5249504773,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013075,196,43,1,28,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-28T14:29:54.972Z,2024-09-28T18:16:50Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5249504891,144,44,5247668507,56,Center,5247668509,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013181,269,61,1,28,11,5rz9enoyknpg8ji78za5b82p0,1,59.1,58.8,2024-09-28T14:29:58.124Z,2024-09-28T18:16:56Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5247669069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013319,271,1,1,28,14,5rz9enoyknpg8ji78za5b82p0,1,58.6,29.3,2024-09-28T14:30:01.348Z,2024-09-28T16:15:15Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5247669867,56,Back,5247669873,212,17.3,5247669871,141,21.9,5247669869,140,42.8,5247669875,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013471,272,1,1,28,16,5rz9enoyknpg8ji78za5b82p0,1,53.9,15.1,2024-09-28T14:30:03.325Z,2024-09-28T18:17:07Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247670707,140,93.1,5247670713,213,6.24,5247670705,56,Right,5247670717,1,,5247670703,155,,5247670711,212,41.2,5247670709,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013521,273,1,1,28,20,5rz9enoyknpg8ji78za5b82p0,0,92.0,14.3,2024-09-28T14:30:06.876Z,2024-09-28T18:17:19Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5247671035,141,55.7,5247671033,140,95.3,5247671027,2,,5247671039,213,1.45,5247671029,155,,5247671037,212,28.4,5249507183,223,,5247671031,56,Center,5249507185,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013609,197,12,1,28,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.1,42.9,2024-09-28T14:30:09.825Z,2024-09-28T18:17:35Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5247671557,213,1.52,5247671549,56,Back,5247671613,15,,5247671555,212,34.0,5247671553,141,92.8,5247671551,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013795,274,1,1,28,28,5rz9enoyknpg8ji78za5b82p0,0,92.2,20.5,2024-09-28T14:30:15.021Z,2024-09-28T18:17:47Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5247672545,155,,5249509979,223,,5247672553,140,96.2,5247672559,213,1.38,5247672555,141,52.6,5247672549,56,Center,5249509981,72,,5247672541,2,,5247672557,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013895,198,12,1,28,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,1.9,48.5,2024-09-28T14:30:16.835Z,2024-09-28T18:18:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5247673143,56,Back,5247673255,15,,5247673157,213,6.16,5247673153,212,16.6,5247673151,141,45.5,5247673147,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013917,275,13,1,28,32,5rz9enoyknpg8ji78za5b82p0,1,81.7,51.5,2024-09-28T14:30:19.283Z,2024-09-28T18:18:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247677199,328,,5247677195,103,1.4,5247677203,230,97.5,5247677189,75,,5247673307,18,,5247677205,231,50.2,5247677193,102,38.8,5247673309,56,Center,5247673305,22,,5247677201,458,5247673783,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014363,199,5,1,28,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.1,59.0,2024-09-28T14:30:20.516Z,2024-09-28T18:18:36Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5247675881,233,276,5247675825,346,,5247675823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727013935,276,5,1,28,35,5rz9enoyknpg8ji78za5b82p0,0,101.1,41.0,2024-09-28T14:30:21.516Z,2024-09-28T16:13:07Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5247676059,233,199,5247673431,346,,5247673429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014699,200,1,1,28,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.3,50.7,2024-09-28T14:30:39.227Z,2024-09-28T18:18:59Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247677803,56,Back,5247677811,141,71.1,5249517105,189,,5247677819,237,,5247677813,212,13.9,5247677807,140,5.3,5247677815,213,1.50,5247677799,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014781,201,1,1,28,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.5,60.7,2024-09-28T14:30:41.083Z,2024-09-28T18:19:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5247678279,157,,5247678283,56,Back,5247678293,141,65.2,5247678287,140,44.9,5247678297,212,39.4,5247678303,1,,5247678301,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014785,202,61,1,28,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.9,70.3,2024-09-28T14:30:42.931Z,2024-09-28T18:19:08Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247678339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014771,277,61,1,28,57,5rz9enoyknpg8ji78za5b82p0,1,56.0,26.1,2024-09-28T14:30:43.865Z,2024-09-28T18:19:09Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247678227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727014953,279,1,1,29,0,5rz9enoyknpg8ji78za5b82p0,1,42.2,32.4,2024-09-28T14:30:46.709Z,2024-09-28T14:30:49Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5247679251,140,24.2,5247679247,56,Back,5247679261,213,2.54,5247679255,141,51.3,5247679259,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015087,280,1,1,29,2,5rz9enoyknpg8ji78za5b82p0,1,24.2,51.3,2024-09-28T14:30:48.917Z,2024-09-28T14:30:52Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247679925,213,5.01,5247679921,141,32.9,5247679913,56,Back,5247679923,212,13.1,5247679919,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015175,281,1,1,29,5,5rz9enoyknpg8ji78za5b82p0,0,27.4,33.7,2024-09-28T14:30:52.149Z,2024-09-28T14:30:54Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247680485,213,1.33,5247680475,141,61.0,5247680471,140,31.8,5247680465,56,Back,5247680479,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015227,203,8,1,29,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.2,29.3,2024-09-28T14:30:54.067Z,2024-09-28T18:19:23Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5247680709,56,Center,5249519653,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015501,282,1,1,29,9,5rz9enoyknpg8ji78za5b82p0,1,24.8,56.3,2024-09-28T14:30:55.677Z,2024-09-28T18:19:26Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247682115,213,0.79,5247682107,141,83.0,5247682101,140,41.8,5247682111,212,25.5,5247682097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015723,283,1,1,29,14,5rz9enoyknpg8ji78za5b82p0,1,58.4,86.0,2024-09-28T14:31:01.005Z,2024-09-28T14:31:16Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,1.0,,5247683461,141,92.1,5247683475,213,0.38,5247683455,56,Left,5247685087,210,15,5247683459,140,68.2,5247683465,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015733,284,15,1,29,19,5rz9enoyknpg8ji78za5b82p0,1,83.1,68.9,2024-09-28T14:31:06.102Z,2024-09-28T18:19:42Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5247685149,146,97.8,5247685219,233,204,5247684069,20,,5247685145,103,1.3,5247685135,76,,5247683511,64,,5247685139,55,283,5247685143,102,52.8,5247685137,29,,5247683513,56,5247683509,22,,5247685151,147,52.7,Center,5247685147,215,,,,,,,,,,,,,,,,,,,,,,,,
2727015755,204,10,1,29,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.5,44.7,2024-09-28T14:31:06.202Z,2024-09-28T18:50:34Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5249521625,177,,5249521627,376,,5247683641,56,Back,5247684425,179,,5247683639,182,,5247684583,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727015943,205,52,1,29,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,6.5,46.8,2024-09-28T14:31:13.436Z,2024-09-28T18:19:57Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5249522961,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727016129,206,1,1,29,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.8,44.0,2024-09-28T14:31:15.315Z,2024-09-28T14:31:20Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5247685823,213,5.99,5247685813,199,,5247685819,141,17.8,5247685815,56,Right,5247685825,1,,5247685821,212,62.2,5247685817,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727016143,207,61,1,29,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.0,17.2,2024-09-28T14:31:19.084Z,2024-09-28T18:20:07Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247685907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727016191,286,1,1,29,34,5rz9enoyknpg8ji78za5b82p0,1,27.2,83.8,2024-09-28T14:31:20.813Z,2024-09-28T14:31:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247686107,140,38.6,5247686125,212,13.1,5247686121,141,91.8,5247686133,213,0.43,5247686105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727016285,287,1,1,29,35,5rz9enoyknpg8ji78za5b82p0,1,39.1,91.9,2024-09-28T14:31:22.078Z,2024-09-28T14:31:24Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5247686647,212,12.1,5247686645,141,91.8,5247686649,213,3.15,5247686643,140,27.6,5247686641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727016439,288,1,1,29,38,5rz9enoyknpg8ji78za5b82p0,1,26.7,89.6,2024-09-28T14:31:24.838Z,2024-09-28T14:31:29Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247687451,213,4.70,5247687447,141,60.5,5247687445,140,26.5,5247687443,56,Back,5247687449,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727017077,289,1,1,29,44,5rz9enoyknpg8ji78za5b82p0,1,26.5,47.0,2024-09-28T14:31:30.502Z,2024-09-28T14:31:47Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5247690861,141,58.3,5247690857,56,Back,5247690865,212,19.0,5247690859,140,10.0,5247690867,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727017167,290,1,1,30,0,5rz9enoyknpg8ji78za5b82p0,1,13.6,58.6,2024-09-28T14:31:46.902Z,2024-09-28T14:31:49Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247691367,140,31.4,5247691373,213,0.89,5247691369,141,92.3,5247691433,189,,5247691371,212,29.6,5247691365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727017325,291,1,1,30,2,5rz9enoyknpg8ji78za5b82p0,1,31.4,92.3,2024-09-28T14:31:49.270Z,2024-09-28T14:31:53Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5247692313,212,13.2,5247692319,213,4.38,5247692307,141,74.0,5247692299,56,Back,5247692303,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727017853,292,1,1,30,7,5rz9enoyknpg8ji78za5b82p0,1,27.9,72.0,2024-09-28T14:31:53.694Z,2024-09-28T14:32:05Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247695067,56,Back,5247695073,212,18.5,5247695071,141,55.2,5247695069,140,14.0,5247695075,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727017959,293,1,1,30,18,5rz9enoyknpg8ji78za5b82p0,1,21.7,63.7,2024-09-28T14:32:05.327Z,2024-09-28T14:32:08Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5247695665,212,7.2,5247695663,141,71.8,5247695667,213,0.87,5247695659,140,26.1,5247695655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018061,294,1,1,30,21,5rz9enoyknpg8ji78za5b82p0,0,26.1,71.8,2024-09-28T14:32:07.855Z,2024-09-28T14:32:11Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247696301,213,5.13,5247696277,56,Back,5247696291,212,38.2,5247696279,140,41.0,5247696285,141,20.5,5247696275,155,,5247696309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018139,208,1,1,30,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,88.7,2024-09-28T14:32:11.134Z,2024-09-28T14:32:13Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5247696715,141,77.4,5247696713,140,70.6,5247696719,213,5.76,5247696717,212,15.5,5247696711,56,Center,5247696709,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018501,210,1,1,30,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.0,77.5,2024-09-28T14:32:15.197Z,2024-09-28T14:32:22Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5247698711,140,93.0,5247698709,56,Left,5247698717,212,25.1,5247698713,141,87.5,5247698719,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018587,211,1,1,30,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,92.5,95.2,2024-09-28T14:32:22.213Z,2024-09-28T14:32:24Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5247699237,212,19.8,5247699231,56,Left,5247699235,141,92.3,5247699239,213,3.24,5247699233,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018655,212,1,1,30,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.7,92.3,2024-09-28T14:32:24.494Z,2024-09-28T14:32:26Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5247699595,141,70.4,5247699597,212,19.4,5247699593,140,61.9,5247699591,56,Center,5247699599,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018773,213,1,1,30,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.9,70.4,2024-09-28T14:32:26.062Z,2024-09-28T14:32:29Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5247700185,141,25.8,5247700183,140,57.6,5247700189,212,30.7,5247700181,56,Center,5247700193,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018845,214,1,1,30,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,55.7,28.1,2024-09-28T14:32:29.278Z,2024-09-28T14:32:31Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5247700593,141,27.3,5247700591,140,75.7,5247700589,56,Center,5247700595,212,21.0,5247700597,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727018913,295,1,1,30,44,5rz9enoyknpg8ji78za5b82p0,1,27.5,64.3,2024-09-28T14:32:30.943Z,2024-09-28T18:21:06Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5247700991,141,74.4,5247700989,140,39.4,5247700995,213,0.50,5247700987,56,Back,5247700993,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727019027,297,1,1,30,48,5rz9enoyknpg8ji78za5b82p0,1,40.3,74.2,2024-09-28T14:32:34.487Z,2024-09-28T14:32:36Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5247701617,212,10.9,5247701607,56,Back,5247701613,141,86.4,5247701611,140,33.5,5247701621,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
