id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2716241181,241,1,1,26,29,9qsmopgutr7ut5g6workk8w4i,1,73.3,94.1,2024-09-01T12:29:54.971Z,2024-09-01T12:29:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188587713,140,80.9,5188587717,141,97.1,5188587709,56,Left,5188587721,213,0.25,5188587719,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241189,242,1,1,26,31,9qsmopgutr7ut5g6workk8w4i,0,80.9,97.1,2024-09-01T12:29:56.554Z,2024-09-01T12:29:57Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188587737,56,Left,5188587743,212,5.0,5188587745,213,5.78,5188587741,141,93.5,5188587739,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241193,230,8,1,26,31,b3r6d8ydtmtjckam6pku9y400,1,8.0,5.5,2024-09-01T12:29:57.339Z,2024-09-01T16:02:45Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188587755,56,Back,5189710033,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241229,243,3,1,26,32,9qsmopgutr7ut5g6workk8w4i,0,86.2,95.7,2024-09-01T12:29:57.714Z,2024-09-01T16:03:00Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188587911,286,,5188588021,233,232,5188587909,56,Left,5189711005,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241245,232,7,1,26,32,b3r6d8ydtmtjckam6pku9y400,0,13.8,4.3,2024-09-01T12:29:57.715Z,2024-09-01T16:03:44Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188588017,233,243,5188588003,285,,5189714187,385,,5188588001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716446435,1051,3,1,26,34,9qsmopgutr7ut5g6workk8w4i,0,85.8,94.2,2024-09-01T12:29:59.518Z,2024-09-01T16:12:11Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5189712927,465,,5189760627,233,231,5189712923,56,Left,5189712925,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241211,231,7,1,26,34,b3r6d8ydtmtjckam6pku9y400,0,14.2,5.8,2024-09-01T12:29:59.519Z,2024-09-01T16:12:11Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5189760555,233,1051,5189712179,56,Back,5189712185,285,,5189714443,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241257,234,1,1,26,37,b3r6d8ydtmtjckam6pku9y400,1,20.2,5.6,2024-09-01T12:30:02.954Z,2024-09-01T12:30:04Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188588077,213,0.46,5188588073,141,13.4,5188588075,212,12.0,5188588071,140,30.5,5188588069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241267,235,1,1,26,38,b3r6d8ydtmtjckam6pku9y400,1,30.1,14.3,2024-09-01T12:30:03.866Z,2024-09-01T12:30:06Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5188588125,56,Back,5188588127,140,10.7,5188588133,213,3.44,5188588131,212,21.3,5188588129,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241281,236,1,1,26,41,b3r6d8ydtmtjckam6pku9y400,0,10.1,4.9,2024-09-01T12:30:06.603Z,2024-09-01T12:30:09Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5188588237,1,,5188588225,157,,5188588227,56,Center,5188588229,140,56.1,5188588233,212,53.9,5188588235,213,0.46,5188588231,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241317,245,1,1,26,45,9qsmopgutr7ut5g6workk8w4i,1,46.9,68.7,2024-09-01T12:30:11.387Z,2024-09-01T12:30:13Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188588479,140,56.0,5188588485,213,1.07,5188588483,212,19.8,5188588477,56,Left,5188588481,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241363,246,1,1,26,48,9qsmopgutr7ut5g6workk8w4i,1,56.8,94.1,2024-09-01T12:30:13.883Z,2024-09-01T12:30:19Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188588717,212,11.5,5188588719,213,0.14,5188588715,141,96.5,5188588711,56,Left,5188588713,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241391,247,1,1,26,53,9qsmopgutr7ut5g6workk8w4i,1,72.8,97.1,2024-09-01T12:30:19.243Z,2024-09-01T12:30:21Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188588857,212,13.3,5188588853,140,60.7,5188588855,141,91.2,5188588851,56,Left,5188588861,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241447,248,1,1,26,56,9qsmopgutr7ut5g6workk8w4i,1,61.3,87.1,2024-09-01T12:30:21.770Z,2024-09-01T12:30:28Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188589155,56,Center,5188589163,213,4.35,5188589161,212,11.3,5188589157,140,57.5,5188589159,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241469,249,1,1,27,2,9qsmopgutr7ut5g6workk8w4i,1,58.5,65.7,2024-09-01T12:30:28.059Z,2024-09-01T12:30:29Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188589237,213,1.39,5188589233,141,76.7,5188589235,212,7.6,5188589231,140,59.8,5188589229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241489,250,1,1,27,4,9qsmopgutr7ut5g6workk8w4i,1,59.8,76.7,2024-09-01T12:30:29.851Z,2024-09-01T12:30:33Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188589335,140,54.0,5188589333,56,Center,5188589341,213,4.26,5188589339,212,14.0,5188589337,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241505,251,1,1,27,8,9qsmopgutr7ut5g6workk8w4i,0,55.1,57.6,2024-09-01T12:30:33.883Z,2024-09-01T12:30:34Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188589393,141,62.9,5188589395,212,19.6,5188589389,56,Center,5188589391,140,73.4,5188589397,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241509,237,8,1,27,9,b3r6d8ydtmtjckam6pku9y400,1,26.1,35.5,2024-09-01T12:30:35.195Z,2024-09-01T16:04:23Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5189716893,385,,5188589425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241523,252,61,1,27,11,9qsmopgutr7ut5g6workk8w4i,1,72.8,63.4,2024-09-01T12:30:36.827Z,2024-09-01T12:30:36Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5188589515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241541,253,1,1,27,12,9qsmopgutr7ut5g6workk8w4i,1,66.5,64.9,2024-09-01T12:30:37.962Z,2024-09-01T12:30:39Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5188589647,213,1.65,5188589639,56,Center,5188589645,212,6.7,5188589641,140,66.0,5188589643,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241599,254,1,1,27,13,9qsmopgutr7ut5g6workk8w4i,1,66.0,74.7,2024-09-01T12:30:39.082Z,2024-09-01T12:30:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5188589869,56,Left,5188589873,141,92.0,5188589875,212,15.1,5188589871,140,75.0,5188589877,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241615,255,1,1,27,18,9qsmopgutr7ut5g6workk8w4i,1,78.8,89.7,2024-09-01T12:30:43.802Z,2024-09-01T12:30:45Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188589953,141,81.2,5188589955,212,13.5,5188589951,140,67.2,5188589949,56,Left,5188589957,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241715,256,1,1,27,19,9qsmopgutr7ut5g6workk8w4i,1,67.2,81.2,2024-09-01T12:30:45.258Z,2024-09-01T12:30:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188590399,141,93.0,5188590397,140,78.1,5188590395,56,Left,5188590401,212,14.0,5188590403,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241725,257,1,1,27,25,9qsmopgutr7ut5g6workk8w4i,1,85.2,94.1,2024-09-01T12:30:51.242Z,2024-09-01T12:30:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188590447,140,70.2,5188590449,141,87.7,5188590453,213,3.41,5188590451,212,16.3,5188590443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241773,258,1,1,27,26,9qsmopgutr7ut5g6workk8w4i,1,70.2,87.7,2024-09-01T12:30:52.266Z,2024-09-01T12:30:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188590627,140,80.7,5188590631,212,12.2,5188590633,213,0.44,5188590629,141,95.3,5188590625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241809,259,1,1,27,30,9qsmopgutr7ut5g6workk8w4i,1,77.5,93.6,2024-09-01T12:30:56.314Z,2024-09-01T12:30:58Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5188590813,213,4.14,5188590811,212,10.3,5188590805,56,Left,5188590807,140,72.2,5188590809,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241841,260,1,1,27,33,9qsmopgutr7ut5g6workk8w4i,1,68.3,79.9,2024-09-01T12:30:58.842Z,2024-09-01T12:31:02Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5188590987,213,3.57,5188590979,56,Center,5188590983,141,70.9,5188590985,212,14.8,5188590981,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241861,261,1,1,27,36,9qsmopgutr7ut5g6workk8w4i,1,59.4,73.0,2024-09-01T12:31:02.026Z,2024-09-01T12:31:04Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5188591057,141,62.7,5188591059,212,7.3,5188591055,140,61.5,5188591053,56,Center,5188591061,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241883,262,1,1,27,38,9qsmopgutr7ut5g6workk8w4i,1,60.8,60.2,2024-09-01T12:31:04.154Z,2024-09-01T12:31:07Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5188591239,213,4.60,5188591229,140,59.8,5188591235,212,9.7,5188591231,141,46.0,5188591225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241911,263,1,1,27,41,9qsmopgutr7ut5g6workk8w4i,1,61.9,37.1,2024-09-01T12:31:07.034Z,2024-09-01T12:31:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5188591393,140,78.2,5188591391,56,Right,5188591395,141,11.7,5188591397,212,24.3,5188591399,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241945,264,1,1,27,44,9qsmopgutr7ut5g6workk8w4i,0,84.3,11.5,2024-09-01T12:31:09.658Z,2024-09-01T16:04:53Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5189719407,20,,5188591557,140,85.9,5188591559,141,59.9,5189719403,225,,5189719405,386,,5188591565,1,,5188591561,212,33.0,5188591563,213,1.52,5188591555,56,Center,5188591551,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242011,238,12,1,27,47,b3r6d8ydtmtjckam6pku9y400,1,13.4,39.8,2024-09-01T12:31:12.714Z,2024-09-01T12:31:17Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188591937,140,18.8,5188591941,212,11.7,5188591943,213,1.07,5188591935,56,Back,5188591939,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241983,265,1,1,27,48,9qsmopgutr7ut5g6workk8w4i,1,79.5,46.1,2024-09-01T12:31:13.546Z,2024-09-01T12:31:15Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5188591749,212,8.5,5188591747,141,58.5,5188591743,56,Center,5188591745,140,78.9,5188591751,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242023,266,1,1,27,49,9qsmopgutr7ut5g6workk8w4i,1,78.9,58.5,2024-09-01T12:31:15.258Z,2024-09-01T12:31:33Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,1.0,5188591997,212,10.2,5188592001,213,5.60,5188591985,56,Center,5188592917,210,13,5188592919,154,,5188591993,141,49.0,5188591989,140,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242029,267,13,1,27,50,9qsmopgutr7ut5g6workk8w4i,1,86.4,45.8,2024-09-01T12:31:15.394Z,2024-09-01T19:38:09Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5188592211,20,,5188592945,102,26.7,5188592013,22,,5188592951,391,,5188592953,230,98.8,5188592933,75,,5188592019,56,Center,5188592937,29,,5188592939,154,,5188592941,55,5188592015,17,,5188592955,231,5188592949,328,5188592947,103,50,,13.9,,,,,,,,,,,266,,,,,,,,,,,
2716242277,239,5,1,27,52,b3r6d8ydtmtjckam6pku9y400,1,-0.8,60.7,2024-09-01T12:31:17.451Z,2024-09-01T14:05:23Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188593243,233,268,5188593225,56,Back,5188593229,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242053,268,5,1,27,52,9qsmopgutr7ut5g6workk8w4i,0,100.8,39.3,2024-09-01T12:31:17.451Z,2024-09-01T14:05:24Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5188592139,56,Center,5188592141,346,,5188593253,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242293,240,1,1,28,8,b3r6d8ydtmtjckam6pku9y400,1,3.9,50.0,2024-09-01T12:31:33.682Z,2024-09-01T12:32:12Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5188593307,1,,5188593293,124,,5188593297,56,Back,5188593311,237,,5188595225,189,,5188593299,140,29.7,5188593305,213,0.80,5188593301,141,90.9,5188593303,212,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242297,241,3,1,28,14,b3r6d8ydtmtjckam6pku9y400,0,28.0,91.6,2024-09-01T12:31:39.802Z,2024-09-01T16:06:23Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5188593515,233,269,5188593339,285,,5188593337,56,Back,5189727793,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242317,269,7,1,28,14,9qsmopgutr7ut5g6workk8w4i,1,72.0,8.4,2024-09-01T12:31:39.803Z,2024-09-01T16:06:26Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5189728127,383,,5188593481,233,241,5188593437,56,Right,5188593439,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242355,271,1,1,28,16,9qsmopgutr7ut5g6workk8w4i,0,74.8,7.1,2024-09-01T12:31:41.965Z,2024-09-01T12:31:44Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5188593629,213,6.14,5188593625,141,4.7,5188593623,140,85.9,5188593621,56,Right,5188593627,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242425,243,1,1,28,22,b3r6d8ydtmtjckam6pku9y400,1,4.4,93.0,2024-09-01T12:31:48.170Z,2024-09-01T12:31:49Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5188593939,141,87.7,5188593933,56,Back,5188593937,140,3.0,5188593943,212,3.9,5188593945,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242453,244,1,1,28,24,b3r6d8ydtmtjckam6pku9y400,0,3.0,88.3,2024-09-01T12:31:49.515Z,2024-09-01T12:31:52Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5188594087,1,,5188594077,141,61.5,5188594073,56,Back,5188594075,140,40.4,5188594071,157,,5188594081,212,43.3,5188594085,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242523,273,1,1,28,28,9qsmopgutr7ut5g6workk8w4i,1,56.1,41.5,2024-09-01T12:31:53.562Z,2024-09-01T12:31:59Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5188594429,56,Center,5188594431,140,54.6,5188594435,212,10.5,5188594433,141,56.7,5188594437,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242569,274,1,1,28,33,9qsmopgutr7ut5g6workk8w4i,1,54.7,56.4,2024-09-01T12:31:58.923Z,2024-09-01T12:32:04Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5188594695,141,22.7,5188594691,56,Center,5188594693,140,99.3,5188594689,155,,5188594701,1,,5188594699,213,5.83,5188594697,212,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242587,275,1,1,28,38,9qsmopgutr7ut5g6workk8w4i,1,99.3,21.0,2024-09-01T12:32:04.074Z,2024-09-01T12:32:05Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5188594795,212,8.4,5188594791,140,91.4,5188594793,141,18.9,5188594789,56,Right,5188594797,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242607,276,1,1,28,40,9qsmopgutr7ut5g6workk8w4i,0,90.7,18.2,2024-09-01T12:32:05.690Z,2024-09-01T16:07:06Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5188594887,140,92.5,5189732275,224,,5188594891,212,27.3,5188594893,213,1.50,5188594889,141,58.3,5189732277,20,,5188594885,56,Center,5188594883,155,,5188594881,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242627,245,12,1,28,42,b3r6d8ydtmtjckam6pku9y400,1,8.2,42.7,2024-09-01T12:32:07.466Z,2024-09-01T12:33:30Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5188595009,141,51.9,5188595007,140,27.7,5188595005,56,Back,5188595011,212,21.4,5188595015,15,,5188595013,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242685,277,1,1,28,44,9qsmopgutr7ut5g6workk8w4i,1,71.6,48.7,2024-09-01T12:32:09.834Z,2024-09-01T12:32:12Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5188595277,212,5.9,5188595279,213,5.18,5188595273,140,74.1,5188595275,141,41.0,5188595271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242717,278,1,1,28,45,9qsmopgutr7ut5g6workk8w4i,1,75.1,34.5,2024-09-01T12:32:11.122Z,2024-09-01T13:12:54Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5188595491,212,18.3,5188595493,213,5.56,5188595487,141,16.8,5188595479,56,Right,5188595483,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242719,279,1,1,28,47,9qsmopgutr7ut5g6workk8w4i,0,88.0,15.6,2024-09-01T12:32:12.538Z,2024-09-01T16:07:23Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5188595511,212,3.3,5188595513,213,1.08,5188595505,56,Right,5188595501,2,,5188595503,155,,5189733909,224,,5188595507,140,89.5,5189733911,20,,5188595509,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716243481,255,61,1,28,48,b3r6d8ydtmtjckam6pku9y400,1,12.3,83.9,2024-09-01T12:32:13.939Z,2024-09-01T12:33:21Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5188599763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242757,246,12,1,28,51,b3r6d8ydtmtjckam6pku9y400,1,12.1,69.4,2024-09-01T12:32:16.938Z,2024-09-01T12:32:17Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5188595685,141,60.9,5188595681,140,1.5,5188595689,213,3.62,5188595695,15,,5188595679,56,Back,5188595687,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242781,280,3,1,28,54,9qsmopgutr7ut5g6workk8w4i,0,98.2,37.0,2024-09-01T12:32:19.882Z,2024-09-01T16:07:40Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5188595813,211,,5189735223,464,,5188595799,56,Center,5188595801,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242825,247,12,1,28,56,b3r6d8ydtmtjckam6pku9y400,1,3.4,57.2,2024-09-01T12:32:21.770Z,2024-09-01T12:32:25Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5188596067,213,0.61,5188596059,56,Back,5188596065,212,14.7,5188596061,140,14.9,5188596063,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242845,281,44,1,28,59,9qsmopgutr7ut5g6workk8w4i,1,85.7,29.5,2024-09-01T12:32:24.442Z,2024-09-01T14:09:59Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5188596193,233,248,5188596177,286,,5188596175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242829,248,44,1,28,59,b3r6d8ydtmtjckam6pku9y400,0,14.3,70.5,2024-09-01T12:32:24.443Z,2024-09-01T13:43:51Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5188596093,56,Back,5188596095,285,,5188596223,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242839,249,61,1,29,0,b3r6d8ydtmtjckam6pku9y400,1,14.9,69.6,2024-09-01T12:32:26.258Z,2024-09-01T12:34:10Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5188596147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242859,282,1,1,29,1,9qsmopgutr7ut5g6workk8w4i,0,86.8,28.0,2024-09-01T12:32:26.650Z,2024-09-01T14:09:57Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5188596235,3,,5188596245,213,1.23,5188596241,141,30.6,5188596243,212,1.9,5188596239,140,87.4,5188596237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242857,250,52,1,29,2,b3r6d8ydtmtjckam6pku9y400,1,2.5,60.0,2024-09-01T12:32:27.786Z,2024-09-01T16:08:09Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5189737747,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242987,251,80,1,29,12,b3r6d8ydtmtjckam6pku9y400,0,9.1,56.7,2024-09-01T12:32:37.594Z,2024-09-01T16:08:17Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5189738519,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716243085,252,1,1,29,16,b3r6d8ydtmtjckam6pku9y400,1,9.9,55.2,2024-09-01T12:32:41.610Z,2024-09-01T12:32:54Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5188597527,141,35.8,5188597737,189,,5188597531,213,5.30,5188597529,212,15.8,5188597523,56,Back,5188597525,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716243103,253,1,1,29,19,b3r6d8ydtmtjckam6pku9y400,0,19.4,35.4,2024-09-01T12:32:45.338Z,2024-09-01T12:32:53Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5188597787,189,,5188597621,157,,5188597623,56,Center,5188597625,140,74.8,5188597627,141,61.4,5188597631,213,0.30,5188597633,1,,5188597629,212,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
