id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/18/value
2793556553,129,1,1,16,16,anga7587r1zv4ey71ge9zxol3,1,32.7,68.5,2025-03-30T12:17:21.503Z,2025-03-30T12:17:26Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610263657,213,1.58,5610263653,141,95.7,5610263649,56,Back,5610263651,140,32.5,5610263655,212,18.5,5610263911,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556577,130,1,1,16,18,anga7587r1zv4ey71ge9zxol3,1,32.9,94.8,2025-03-30T12:17:22.911Z,2025-03-30T12:17:25Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610263789,212,16.1,5610263785,140,23.6,5610263791,213,4.06,5610263787,141,76.0,5610263783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556733,131,1,1,16,25,anga7587r1zv4ey71ge9zxol3,1,24.2,74.1,2025-03-30T12:17:30.143Z,2025-03-30T12:17:34Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610264575,213,0.77,5610264571,212,23.1,5610264569,141,97.8,5610264563,56,Back,5610264565,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556771,132,1,1,16,29,anga7587r1zv4ey71ge9zxol3,1,43.9,96.3,2025-03-30T12:17:34.575Z,2025-03-30T12:17:36Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610264783,213,0.11,5610264775,140,53.0,5610264771,56,Left,5610264777,141,97.8,5610264779,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556851,133,1,1,16,31,anga7587r1zv4ey71ge9zxol3,1,53.2,97.7,2025-03-30T12:17:36.207Z,2025-03-30T12:17:42Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610265285,56,Back,5610265291,212,26.5,5610265287,140,29.7,5610265293,213,3.52,5610265289,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556911,134,1,1,16,37,anga7587r1zv4ey71ge9zxol3,1,34.3,68.7,2025-03-30T12:17:42.079Z,2025-03-30T12:17:47Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610265589,141,97.5,5610265585,56,Back,5610265591,212,23.7,5610265587,140,47.0,5610265593,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556967,135,1,1,16,42,anga7587r1zv4ey71ge9zxol3,0,46.1,95.0,2025-03-30T12:17:47.072Z,2025-03-30T12:17:50Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610265877,212,63.0,5610265869,196,,5610265873,140,78.2,5610265881,1,,5610265875,141,16.7,5610265871,56,Right,5610265867,155,,5610265879,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556975,133,8,1,16,45,c165yjiny1qnmfdvefxvflnkc,1,20.5,81.4,2025-03-30T12:17:50.515Z,2025-03-30T15:40:04Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5611542545,383,,5610265909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557015,134,1,1,16,47,c165yjiny1qnmfdvefxvflnkc,1,11.1,77.9,2025-03-30T12:17:52.468Z,2025-03-30T12:17:57Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5610266105,3,,5610266113,212,12.1,5610266115,213,3.97,5610266107,56,Back,5610266111,141,64.8,5610266109,140,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557019,135,52,1,16,49,c165yjiny1qnmfdvefxvflnkc,1,2.4,63.6,2025-03-30T12:17:54.243Z,2025-03-30T15:40:13Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5611543595,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557231,137,1,1,17,1,c165yjiny1qnmfdvefxvflnkc,1,9.6,51.0,2025-03-30T12:18:06.179Z,2025-03-30T12:18:09Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5610267257,140,23.7,5610267255,56,Back,5610267261,212,19.5,5610267263,213,5.58,5610267259,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557257,138,1,1,17,4,c165yjiny1qnmfdvefxvflnkc,0,24.7,30.7,2025-03-30T12:18:09.555Z,2025-03-30T12:18:11Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5610267385,140,37.3,5610267391,213,5.68,5610267389,212,16.1,5610267387,141,17.3,5610267383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557283,136,61,1,17,7,anga7587r1zv4ey71ge9zxol3,1,57.9,92.7,2025-03-30T12:18:12.650Z,2025-03-30T12:18:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610267521,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557331,138,1,1,17,9,anga7587r1zv4ey71ge9zxol3,1,44.9,95.1,2025-03-30T12:18:13.871Z,2025-03-30T12:18:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610267803,140,51.9,5610267807,212,14.5,5610267805,141,76.7,5610267809,213,5.24,5610267801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557361,139,1,1,17,10,anga7587r1zv4ey71ge9zxol3,0,53.7,70.3,2025-03-30T12:18:15.744Z,2025-03-30T12:18:18Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610267971,212,27.2,5610267973,213,0.58,5610267969,141,92.1,5610267957,155,,5610267967,140,75.4,5610267963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557353,139,8,1,17,12,c165yjiny1qnmfdvefxvflnkc,1,23.8,12.0,2025-03-30T12:18:17.731Z,2025-03-30T15:41:27Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5610267999,15,,5610267945,56,Back,5611552239,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557469,141,1,1,17,17,c165yjiny1qnmfdvefxvflnkc,0,36.2,4.5,2025-03-30T12:18:22.291Z,2025-03-30T12:57:08Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610268557,140,37.6,5610268561,212,2.0,5610268563,213,0.77,5610268555,56,Back,5610268559,141,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558299,146,61,1,17,18,anga7587r1zv4ey71ge9zxol3,1,63.7,91.4,2025-03-30T12:18:22.863Z,2025-03-30T15:42:40Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5610273367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557479,142,3,1,17,19,c165yjiny1qnmfdvefxvflnkc,0,59.2,5.6,2025-03-30T12:18:23.980Z,2025-03-30T15:42:56Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5610268603,286,,5611561775,465,,5610268601,56,Right,5610268723,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557505,140,7,1,17,19,anga7587r1zv4ey71ge9zxol3,1,40.8,94.4,2025-03-30T12:18:23.981Z,2025-03-30T15:43:01Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610268669,56,Back,5611562255,384,,5610268671,285,,5610268709,233,142,5611562257,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557841,142,61,1,17,20,anga7587r1zv4ey71ge9zxol3,1,30.0,97.8,2025-03-30T12:18:25.118Z,2025-03-30T12:18:53Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610270617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557567,141,5,1,17,21,anga7587r1zv4ey71ge9zxol3,0,39.1,101.1,2025-03-30T12:18:26.259Z,2025-03-30T12:44:57Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610269269,233,143,5610269021,347,,5610269019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557605,143,5,1,17,21,c165yjiny1qnmfdvefxvflnkc,1,60.9,-1.1,2025-03-30T12:18:26.259Z,2025-03-30T12:44:57Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5610269193,347,,5610269243,233,141,5610269191,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557659,144,1,1,17,27,c165yjiny1qnmfdvefxvflnkc,1,68.7,0.0,2025-03-30T12:18:32.179Z,2025-03-30T12:18:35Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5610269509,141,15.8,5610269505,56,Right,5610269513,213,1.96,5610269507,140,64.1,5610269503,107,,5610269511,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557693,145,1,1,17,30,c165yjiny1qnmfdvefxvflnkc,1,67.3,41.5,2025-03-30T12:18:35.491Z,2025-03-30T12:18:38Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610269701,56,Center,5610269705,141,73.8,5610269711,213,1.59,5610269707,212,22.0,5610269703,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557747,146,1,1,17,33,c165yjiny1qnmfdvefxvflnkc,1,67.1,74.8,2025-03-30T12:18:38.691Z,2025-03-30T12:18:43Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5610270041,141,93.6,5610270039,140,78.3,5610270045,213,0.83,5610270043,212,17.4,5610270037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557771,147,1,1,17,38,c165yjiny1qnmfdvefxvflnkc,1,81.6,93.9,2025-03-30T12:18:43.268Z,2025-03-30T12:18:45Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5610270217,56,Center,5610270223,212,19.0,5610270221,141,73.2,5610270219,140,69.5,5610270225,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557813,148,1,1,17,42,c165yjiny1qnmfdvefxvflnkc,1,69.2,73.5,2025-03-30T12:18:47.139Z,2025-03-30T12:18:48Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610270453,56,Center,5610270457,141,56.3,5610270455,140,55.4,5610270461,213,3.82,5610270459,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557869,149,1,1,17,43,c165yjiny1qnmfdvefxvflnkc,1,55.2,56.1,2025-03-30T12:18:48.067Z,2025-03-30T12:18:52Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5610270753,141,33.6,5610270757,213,4.46,5610270755,212,15.8,5610270751,140,51.4,5610270749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557913,150,1,1,17,47,c165yjiny1qnmfdvefxvflnkc,1,41.2,25.9,2025-03-30T12:18:52.451Z,2025-03-30T12:18:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5610271043,213,2.51,5610271039,141,51.8,5610271041,212,29.8,5610271037,140,18.3,5610271035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557957,151,1,1,17,55,c165yjiny1qnmfdvefxvflnkc,1,18.2,51.2,2025-03-30T12:18:59.891Z,2025-03-30T12:19:02Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5610271317,56,Back,5610271323,212,27.8,5610271325,213,1.32,5610271321,141,90.9,5610271319,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557977,152,1,1,17,57,c165yjiny1qnmfdvefxvflnkc,1,24.8,90.3,2025-03-30T12:19:02.243Z,2025-03-30T12:19:03Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5610271443,56,Back,5610271447,141,64.0,5610271445,140,27.8,5610271451,213,4.89,5610271449,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558007,153,1,1,17,58,c165yjiny1qnmfdvefxvflnkc,1,27.8,64.0,2025-03-30T12:19:03.506Z,2025-03-30T12:19:06Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610271631,213,3.28,5610271629,212,17.1,5610271625,141,60.5,5610271619,56,Back,5610271621,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558059,154,1,1,18,1,c165yjiny1qnmfdvefxvflnkc,0,11.7,60.5,2025-03-30T12:19:06.339Z,2025-03-30T12:19:09Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5610271947,141,70.0,5610271943,56,Center,5610271945,140,64.6,5610271941,157,,5610271953,1,,5610271951,213,0.12,5610271949,212,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558237,144,1,1,18,10,anga7587r1zv4ey71ge9zxol3,1,25.0,38.0,2025-03-30T12:19:15.295Z,2025-03-30T12:19:23Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610273011,213,1.33,5610273007,141,52.7,5610273001,140,27.3,5610272995,56,Back,5610273009,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558289,145,1,1,18,18,anga7587r1zv4ey71ge9zxol3,1,29.6,46.1,2025-03-30T12:19:23.263Z,2025-03-30T12:19:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610273335,141,35.5,5610273331,56,Back,5610273333,140,29.6,5610273337,212,7.2,5610273339,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558399,147,1,1,18,24,anga7587r1zv4ey71ge9zxol3,1,29.2,31.5,2025-03-30T12:19:29.807Z,2025-03-30T12:22:30Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5610273951,212,21.1,5610273949,141,6.6,5610273945,56,Back,5610273947,140,41.2,5610273953,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558405,148,1,1,18,29,anga7587r1zv4ey71ge9zxol3,1,38.5,3.9,2025-03-30T12:19:33.927Z,2025-03-30T12:22:45Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610273965,56,Right,5610273967,140,55.6,5610273973,213,0.02,5610273969,141,4.5,5610273971,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793562373,192,1,1,18,30,anga7587r1zv4ey71ge9zxol3,0,55.4,3.8,2025-03-30T12:19:35.208Z,2025-03-30T12:24:43Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5610296185,212,8.8,5610296181,140,55.4,5610296187,213,1.57,5610296183,141,16.8,5610296179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558481,155,1,1,18,30,c165yjiny1qnmfdvefxvflnkc,0,45.3,72.0,2025-03-30T12:19:35.556Z,2025-03-30T12:57:55Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5610276283,212,25.0,5610276287,213,0.50,5610276275,56,Left,5610276279,141,89.7,5610276277,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558491,149,1,1,18,32,anga7587r1zv4ey71ge9zxol3,1,35.0,2.7,2025-03-30T12:19:37.432Z,2025-03-30T12:25:00Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5610274461,56,Right,5610274465,141,15.6,5610274459,155,,5610274463,140,61.8,5610274467,212,29.5,5610274469,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558507,150,1,1,18,33,anga7587r1zv4ey71ge9zxol3,1,63.5,16.6,2025-03-30T12:19:37.998Z,2025-03-30T12:25:11Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5610274539,212,5.1,5610274541,213,3.33,5610274579,156,,5610274535,140,58.7,5610274537,141,15.2,5610274533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558537,151,1,1,18,35,anga7587r1zv4ey71ge9zxol3,0,60.5,15.0,2025-03-30T12:19:40.776Z,2025-03-30T12:25:10Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610274715,155,,5610274717,56,Center,5610274725,213,0.33,5610274721,141,24.8,5610274719,140,78.8,5610274723,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558559,156,12,1,18,38,c165yjiny1qnmfdvefxvflnkc,1,18.1,65.7,2025-03-30T12:19:42.948Z,2025-03-30T12:19:44Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5610274859,140,17.2,5610274863,212,24.2,5610274861,141,100.0,5610274865,213,1.61,5610274927,167,,5610274857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558581,152,5,1,18,38,anga7587r1zv4ey71ge9zxol3,1,83.6,-1.2,2025-03-30T12:19:43.584Z,2025-03-30T12:19:46Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610274941,56,Right,5610275005,233,157,5610274943,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558571,157,5,1,18,38,c165yjiny1qnmfdvefxvflnkc,0,16.4,101.2,2025-03-30T12:19:43.584Z,2025-03-30T12:44:57Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5610275021,233,152,5610274905,56,Back,5610274907,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558795,153,1,1,18,50,anga7587r1zv4ey71ge9zxol3,1,74.9,0.0,2025-03-30T12:19:55.791Z,2025-03-30T12:19:58Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610276165,107,,5610276167,56,Right,5610276173,212,8.7,5610276169,140,79.6,5610276175,213,0.97,5610276171,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558807,154,1,1,18,52,anga7587r1zv4ey71ge9zxol3,1,79.3,9.9,2025-03-30T12:19:57.607Z,2025-03-30T12:30:34Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610316329,156,,5610276233,141,4.7,5610276237,213,4.37,5610276229,56,Right,5610276231,140,78.1,5610276235,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793566349,253,1,1,18,53,anga7587r1zv4ey71ge9zxol3,1,76.3,4.0,2025-03-30T12:19:58Z,2025-03-30T12:30:49Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5610318159,213,2.83,5610318151,56,Right,5610318155,141,5.5,5610318153,140,73.3,5610318157,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558825,155,1,1,18,54,anga7587r1zv4ey71ge9zxol3,1,70.9,13.5,2025-03-30T12:19:59.455Z,2025-03-30T12:37:09Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610276349,212,30.7,5610276341,56,Center,5610276345,141,50.3,5610276353,213,2.19,5610276343,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558843,156,1,1,18,55,anga7587r1zv4ey71ge9zxol3,1,52.3,53.6,2025-03-30T12:20:00.287Z,2025-03-30T12:37:13Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5610276487,213,1.11,5610276483,141,88.1,5610276479,56,Left,5610276485,212,26.2,5610276481,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558915,157,1,1,19,1,anga7587r1zv4ey71ge9zxol3,1,64.8,91.8,2025-03-30T12:20:05.887Z,2025-03-30T12:41:55Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610276903,212,10.4,5610276899,141,76.5,5610276909,213,4.71,5610276891,56,Center,5610276895,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558927,158,1,1,19,1,anga7587r1zv4ey71ge9zxol3,1,65.4,79.7,2025-03-30T12:20:06.462Z,2025-03-30T12:41:57Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610276953,213,1.78,5610276947,140,63.7,5610276945,56,Left,5610276951,212,8.6,5610276949,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558951,159,1,1,19,2,anga7587r1zv4ey71ge9zxol3,1,66.4,88.3,2025-03-30T12:20:07.150Z,2025-03-30T12:42:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610277087,213,4.51,5610277083,141,64.8,5610277079,56,Center,5610277085,212,16.3,5610277081,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558993,160,1,1,19,5,anga7587r1zv4ey71ge9zxol3,1,61.1,63.7,2025-03-30T12:20:10.223Z,2025-03-30T12:20:10Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5610277309,140,66.3,5610277313,212,12.5,5610277311,141,47.2,5610277315,213,5.17,5610277307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559001,161,1,1,19,5,anga7587r1zv4ey71ge9zxol3,1,66.3,47.2,2025-03-30T12:20:10.815Z,2025-03-30T12:20:11Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5610277355,213,1.66,5610277351,141,63.4,5610277349,140,65.4,5610277353,212,11.1,5610277347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559049,162,1,1,19,6,anga7587r1zv4ey71ge9zxol3,1,66.4,65.1,2025-03-30T12:20:11.663Z,2025-03-30T12:20:14Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5610277619,56,Left,5610277621,140,83.7,5610277625,212,21.3,5610277623,141,81.4,5610277627,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559071,163,1,1,19,9,anga7587r1zv4ey71ge9zxol3,0,95.9,81.5,2025-03-30T12:20:14.543Z,2025-03-30T12:20:16Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5610277755,141,76.4,5610277751,56,Center,5610277759,213,3.68,5610277757,212,6.7,5610277753,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559085,158,1,1,19,12,c165yjiny1qnmfdvefxvflnkc,0,8.0,21.5,2025-03-30T12:20:17.203Z,2025-03-30T12:20:18Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610277827,212,1.8,5610277951,286,,5610277821,141,20.6,5610277947,233,164,5610277813,56,Back,5610277817,140,9.6,5610277829,213,5.93,5610277945,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559103,164,74,1,19,12,anga7587r1zv4ey71ge9zxol3,1,89.3,77.2,2025-03-30T12:20:17.204Z,2025-03-30T13:00:07Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610277933,56,Center,5610277979,233,158,5610277935,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559365,159,5,1,19,14,c165yjiny1qnmfdvefxvflnkc,1,-0.4,19.8,2025-03-30T12:20:18.979Z,2025-03-30T12:44:58Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5610279557,56,Back,5610279601,233,165,5610279559,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559159,165,5,1,19,14,anga7587r1zv4ey71ge9zxol3,0,100.4,80.2,2025-03-30T12:20:18.979Z,2025-03-30T12:44:58Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5610278249,346,,5610279615,233,159,5610278245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559395,160,1,1,19,37,c165yjiny1qnmfdvefxvflnkc,1,3.7,45.5,2025-03-30T12:20:42.131Z,2025-03-30T15:45:25Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5610279759,124,,5610279767,212,54.3,5610279763,140,55.4,5610279761,56,Center,5610279765,141,48.5,5610279775,74,,5610279771,1,,5610279769,213,0.04,5611578043,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559397,161,44,1,19,38,c165yjiny1qnmfdvefxvflnkc,1,57.7,50.9,2025-03-30T12:20:43.667Z,2025-03-30T13:51:03Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5610279783,56,Center,5610279787,286,,5610279855,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559411,166,44,1,19,38,anga7587r1zv4ey71ge9zxol3,0,42.3,49.1,2025-03-30T12:20:43.668Z,2025-03-30T13:51:03Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5610279875,233,161,5610279849,285,,5610279845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
