id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2782960349,109,1,1,11,31,c165yjiny1qnmfdvefxvflnkc,1,42.0,82.1,2025-03-02T13:11:56.952Z,2025-03-02T13:12:00Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5552195801,140,28.9,5552195803,141,52.7,5552195799,56,Back,5552195807,213,4.11,5552195805,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960387,110,1,1,11,35,c165yjiny1qnmfdvefxvflnkc,1,29.0,51.8,2025-03-02T13:12:00.648Z,2025-03-02T13:12:03Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5552195989,213,4.72,5552195979,140,29.1,5552195987,212,18.5,5552195975,56,Back,5552195983,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960465,111,1,1,11,37,c165yjiny1qnmfdvefxvflnkc,1,29.3,24.7,2025-03-02T13:12:03.386Z,2025-03-02T13:12:08Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5552196425,1,,5552196419,141,4.4,5552196423,213,5.85,5552196417,140,57.5,5552196421,212,32.7,5552196415,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960471,112,61,1,11,42,c165yjiny1qnmfdvefxvflnkc,0,64.7,4.7,2025-03-02T13:12:07.882Z,2025-03-02T13:12:08Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552196443,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960511,115,4,1,11,44,cftj6g399tknheudaxsdpfdgb,1,37.0,96.0,2025-03-02T13:12:09.593Z,2025-03-02T13:12:13Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5552196703,56,Back,5552196699,13,,5552196701,295,,5552196705,152,,5552196707,286,,5552196737,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960501,113,4,1,11,44,c165yjiny1qnmfdvefxvflnkc,0,63.0,4.0,2025-03-02T13:12:09.594Z,2025-03-02T13:15:55Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552196635,56,Right,5552217461,295,,5552196647,285,,5552196631,13,,5552196821,233,115,5552196641,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960621,116,1,1,11,49,cftj6g399tknheudaxsdpfdgb,1,42.0,88.3,2025-03-02T13:12:15.203Z,2025-03-02T16:45:33Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5552197229,140,36.1,5552197235,213,4.05,5552197223,5,,5553422035,189,,5552197233,212,10.1,5552197227,56,Back,5552197231,141,76.6,5552197225,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960637,117,1,1,11,50,cftj6g399tknheudaxsdpfdgb,1,36.1,76.6,2025-03-02T13:12:16.139Z,2025-03-02T13:12:17Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5552197321,212,11.8,5552197315,56,Back,5552197317,140,46.6,5552197323,213,5.92,5552197319,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960659,118,1,1,11,51,cftj6g399tknheudaxsdpfdgb,1,46.6,70.5,2025-03-02T13:12:16.867Z,2025-03-02T13:12:18Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5552197445,213,3.20,5552197437,56,Back,5552197441,141,69.3,5552197443,212,14.9,5552197439,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960731,119,1,1,11,52,cftj6g399tknheudaxsdpfdgb,1,32.4,66.7,2025-03-02T13:12:17.979Z,2025-03-02T13:12:22Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5552197785,212,14.1,5552197787,213,0.97,5552197783,141,83.8,5552197781,140,40.0,5552197779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960767,120,1,1,11,56,cftj6g399tknheudaxsdpfdgb,1,54.5,93.3,2025-03-02T13:12:22.034Z,2025-03-02T13:12:25Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552198029,141,70.2,5552198027,140,35.2,5552198033,213,3.80,5552198031,212,25.6,5552198025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960791,121,1,1,11,59,cftj6g399tknheudaxsdpfdgb,1,35.2,70.2,2025-03-02T13:12:25.251Z,2025-03-02T13:12:26Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5552198149,140,29.7,5552198155,213,4.28,5552198147,56,Back,5552198151,141,51.6,5552198153,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960859,122,1,1,12,1,cftj6g399tknheudaxsdpfdgb,1,29.7,51.6,2025-03-02T13:12:26.819Z,2025-03-02T13:12:29Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552198467,213,5.15,5552198459,56,Back,5552198461,140,37.5,5552198463,141,26.1,5552198465,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960903,123,1,1,12,4,cftj6g399tknheudaxsdpfdgb,1,37.7,21.3,2025-03-02T13:12:29.747Z,2025-03-02T13:12:32Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552198667,212,18.5,5552198661,56,Back,5552198665,141,41.0,5552198663,140,49.9,5552198669,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960913,124,1,1,12,6,cftj6g399tknheudaxsdpfdgb,0,48.9,40.1,2025-03-02T13:12:32.099Z,2025-03-02T13:12:32Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5552198691,140,65.5,5552198683,155,,5552198699,212,28.7,5552198701,213,5.36,5552198695,141,6.5,5552198687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961043,114,1,1,12,8,c165yjiny1qnmfdvefxvflnkc,1,33.3,96.6,2025-03-02T13:12:34.282Z,2025-03-02T13:12:39Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552199329,56,Left,5552199335,212,36.1,5552199337,213,0.04,5552199339,1,,5552199327,157,,5552199333,141,98.7,5552199331,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961051,115,61,1,12,13,c165yjiny1qnmfdvefxvflnkc,0,67.7,98.7,2025-03-02T13:12:39.210Z,2025-03-02T13:12:39Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5552199365,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961075,116,5,1,12,15,c165yjiny1qnmfdvefxvflnkc,0,65.8,102.0,2025-03-02T13:12:40.650Z,2025-03-02T13:15:59Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5552199523,56,Left,5552199527,347,,5552199591,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961021,125,5,1,12,15,cftj6g399tknheudaxsdpfdgb,1,34.2,-2.0,2025-03-02T13:12:40.650Z,2025-03-02T13:17:06Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552199221,56,Back,5552199223,347,,5552199547,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961375,126,1,1,12,28,cftj6g399tknheudaxsdpfdgb,1,39.2,0.0,2025-03-02T13:12:53.842Z,2025-03-02T13:12:55Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552201023,212,20.8,5552201015,140,43.0,5552201019,141,28.0,5552201011,107,,5552201013,56,Back,5552201027,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961451,127,1,1,12,30,cftj6g399tknheudaxsdpfdgb,1,43.0,28.0,2025-03-02T13:12:55.546Z,2025-03-02T13:12:59Z,195o7hchielt14ic49r3k06sq,Serginho,,,5552201397,56,Back,5552201403,140,36.4,5552201411,141,62.1,5552201417,212,24.2,5552201423,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961601,128,1,1,12,33,cftj6g399tknheudaxsdpfdgb,1,44.5,66.4,2025-03-02T13:12:59.011Z,2025-03-02T13:13:05Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552202209,213,0.57,5552202203,140,67.4,5552202201,56,Left,5552202205,141,89.3,5552202207,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961621,117,45,1,12,39,c165yjiny1qnmfdvefxvflnkc,0,20.0,22.6,2025-03-02T13:13:05.218Z,2025-03-02T13:17:05Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5552202515,233,129,5552202337,285,,5552202335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961633,129,3,1,12,39,cftj6g399tknheudaxsdpfdgb,1,80.0,77.4,2025-03-02T13:13:05.218Z,2025-03-02T16:46:25Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5552202389,56,Center,5552202391,286,,5552202413,233,117,5553427179,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961673,131,1,1,12,44,cftj6g399tknheudaxsdpfdgb,1,84.0,60.9,2025-03-02T13:13:09.499Z,2025-03-02T13:13:10Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5552202625,56,Center,5552202631,212,19.2,5552202627,140,87.7,5552202633,213,4.92,5552202629,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961699,132,1,1,12,45,cftj6g399tknheudaxsdpfdgb,1,86.9,34.0,2025-03-02T13:13:10.667Z,2025-03-02T13:13:11Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552202759,140,92.9,5552202765,213,5.33,5552202757,56,Right,5552202761,141,21.0,5552202763,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961709,133,1,1,12,46,cftj6g399tknheudaxsdpfdgb,1,93.0,21.0,2025-03-02T13:13:11.698Z,2025-03-02T13:13:43Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,1.0,,5552202817,213,2.08,5552205559,195,,5552202815,212,8.0,5552205005,154,,5552202809,56,Center,5552202811,140,89.3,5552202813,141,31.3,5552205003,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961715,134,15,1,12,47,cftj6g399tknheudaxsdpfdgb,1,88.6,37.6,2025-03-02T13:13:12.835Z,2025-03-02T16:47:12Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552204433,82,,5553431661,17,,5552205039,146,92.4,5552205027,328,,5552205053,231,46.2,5552204419,20,,5552205015,29,,5552205013,78,,5552202853,56,Center,5552205051,230,98.6,5552205017,154,,5552205087,233,5552205019,55,118,133,5552205045,147,41.5,5552205023,102,49.4,5552205025,103,19,5552202849,22,5552205033,391,,,,,,
2782961753,118,10,1,12,47,c165yjiny1qnmfdvefxvflnkc,1,6.4,61.2,2025-03-02T13:13:12.935Z,2025-03-02T13:13:39Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552203079,94,,5552203081,56,Back,5552205107,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783192389,828,12,1,12,50,c165yjiny1qnmfdvefxvflnkc,1,3.4,72.9,2025-03-02T13:13:15.577Z,2025-03-02T16:48:03Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5553436077,167,,5553435997,213,1.80,5553435995,212,16.3,5553435991,140,0.0,5553435989,56,Back,5553436503,15,,5553435993,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783192393,829,43,1,12,56,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-02T13:13:21.743Z,2025-03-02T16:48:01Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5553436143,233,136,5553436017,56,Back,5553436019,73,0,5553436383,144,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961899,135,56,1,12,57,cftj6g399tknheudaxsdpfdgb,1,97.4,5.5,2025-03-02T13:13:22.891Z,2025-03-02T13:13:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552203785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961935,119,6,1,12,58,c165yjiny1qnmfdvefxvflnkc,0,2.2,94.1,2025-03-02T13:13:24.380Z,2025-03-02T19:36:06Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5552204183,233,136,5552204051,73,,5552204047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961945,136,6,1,12,58,cftj6g399tknheudaxsdpfdgb,1,97.8,5.9,2025-03-02T13:13:24.380Z,2025-03-02T19:36:06Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552204109,233,119,5552204101,75,,5552204099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782962577,137,1,1,13,31,cftj6g399tknheudaxsdpfdgb,1,99.5,0.5,2025-03-02T13:13:56.586Z,2025-03-02T16:49:10Z,195o7hchielt14ic49r3k06sq,Serginho,,1.0,5552207289,140,92.0,5552207291,141,47.2,5552207269,2,,5552210353,210,16,5552207273,155,,5552207297,1,,5553442839,20,,5552210355,154,,5552207279,224,,5552207293,212,32.7,5552207283,56,Center,5552207271,6,5552207295,213,,1.81,5552210357,25,,,,,,,,,,,,,,,,,
2782962589,138,16,1,13,33,cftj6g399tknheudaxsdpfdgb,1,94.2,43.4,2025-03-02T13:13:59.370Z,2025-03-02T16:50:53Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5552207359,56,Center,5552210409,81,,5553448419,395,0,5552210413,154,,5552207657,15,,5552210415,55,137,5552207357,17,,5552207663,374,2025-03-02 13:13:58.916,5552210421,102,47.7,5552207661,328,,5552210425,103,28.5,5552210433,230,5553448421,396,99.4,52.3,5552207667,375,13:33.473,5552210435,231,47.8,5552210411,29,,5552207655,25,,,,,,,,
2782963731,120,1,1,14,43,c165yjiny1qnmfdvefxvflnkc,1,49.8,49.9,2025-03-02T13:15:09.141Z,2025-03-02T13:16:06Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5552213501,189,,5552213447,213,3.14,5552213445,212,12.1,5552213449,279,G,5552213441,140,38.3,5552213439,56,Back,5552213443,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963789,121,1,1,14,44,c165yjiny1qnmfdvefxvflnkc,0,33.6,49.5,2025-03-02T13:15:09.470Z,2025-03-02T13:16:10Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5552213707,157,,5552213715,212,36.6,5552213717,213,0.68,5552213719,1,,5552213761,189,,5552213713,141,83.2,5552213709,56,Left,5552213711,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963759,140,1,1,14,44,cftj6g399tknheudaxsdpfdgb,1,36.6,9.1,2025-03-02T13:15:10.218Z,2025-03-02T13:15:11Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552213559,56,Back,5552213567,213,2.38,5552213561,140,29.6,5552213565,212,10.2,5552213563,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963769,141,1,1,14,45,cftj6g399tknheudaxsdpfdgb,1,29.6,19.4,2025-03-02T13:15:11.306Z,2025-03-02T13:15:12Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552213619,140,37.5,5552213625,213,5.55,5552213623,212,11.1,5552213617,56,Back,5552213621,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963815,142,1,1,14,47,cftj6g399tknheudaxsdpfdgb,1,37.5,8.5,2025-03-02T13:15:12.594Z,2025-03-02T13:15:16Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5552213857,56,Back,5552213861,141,24.9,5552213863,212,16.0,5552213859,140,26.6,5552213865,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963829,143,1,1,14,51,cftj6g399tknheudaxsdpfdgb,1,23.8,29.2,2025-03-02T13:15:16.834Z,2025-03-02T13:15:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5552213939,56,Back,5552213945,212,19.8,5552213943,141,57.5,5552213941,140,19.4,5552213947,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963859,144,1,1,14,52,cftj6g399tknheudaxsdpfdgb,1,19.4,57.5,2025-03-02T13:15:17.794Z,2025-03-02T13:15:20Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5552214137,213,3.48,5552214131,140,6.2,5552214135,212,14.7,5552214133,141,50.4,5552214129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963877,145,1,1,14,54,cftj6g399tknheudaxsdpfdgb,1,5.2,45.4,2025-03-02T13:15:20.353Z,2025-03-02T13:15:21Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5552214229,56,Back,5552214237,213,0.03,5552214231,140,12.9,5552214235,212,8.1,5552214233,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963885,146,1,1,14,55,cftj6g399tknheudaxsdpfdgb,1,13.0,45.8,2025-03-02T13:15:21.329Z,2025-03-02T16:51:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5552214287,56,Back,5552214295,213,2.12,5552214293,212,18.5,5552214289,140,3.8,5552214291,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782963981,147,1,1,14,59,cftj6g399tknheudaxsdpfdgb,1,9.1,74.8,2025-03-02T13:15:24.506Z,2025-03-02T13:15:28Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5552214813,140,35.7,5552214811,56,Back,5552214819,213,0.43,5552214815,141,93.6,5552214817,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964021,148,1,1,15,2,cftj6g399tknheudaxsdpfdgb,1,42.2,92.1,2025-03-02T13:15:28.402Z,2025-03-02T13:15:32Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552215057,140,58.4,5552215055,56,Center,5552215063,213,5.40,5552215059,141,61.4,5552215061,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964041,149,1,1,15,6,cftj6g399tknheudaxsdpfdgb,1,46.3,65.7,2025-03-02T13:15:32.105Z,2025-03-02T13:15:33Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5552215129,140,53.0,5552215125,56,Center,5552215137,213,0.49,5552215135,212,8.0,5552215133,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964085,150,1,1,15,7,cftj6g399tknheudaxsdpfdgb,1,55.4,69.7,2025-03-02T13:15:33.137Z,2025-03-02T13:15:35Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5552215369,141,64.0,5552215373,213,5.65,5552215365,56,Center,5552215367,140,60.4,5552215371,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964141,151,1,1,15,9,cftj6g399tknheudaxsdpfdgb,1,59.0,68.8,2025-03-02T13:15:35.169Z,2025-03-02T13:15:37Z,195o7hchielt14ic49r3k06sq,Serginho,,,5552215703,212,12.7,5552215699,140,61.3,5552215701,141,87.2,5552215695,56,Left,5552215705,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964247,152,1,1,15,12,cftj6g399tknheudaxsdpfdgb,1,68.4,86.3,2025-03-02T13:15:38.242Z,2025-03-02T13:15:43Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552216319,141,65.1,5552216323,213,5.30,5552216317,140,77.5,5552216321,212,17.3,5552216315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964307,153,1,1,15,17,cftj6g399tknheudaxsdpfdgb,1,75.6,73.5,2025-03-02T13:15:43.298Z,2025-03-02T13:15:46Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552216611,213,0.97,5552216595,56,Left,5552216607,212,11.8,5552216603,141,87.8,5552216599,140,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964351,154,1,1,15,20,cftj6g399tknheudaxsdpfdgb,1,83.3,89.6,2025-03-02T13:15:45.881Z,2025-03-02T13:15:48Z,195o7hchielt14ic49r3k06sq,Serginho,,,5552216811,213,1.79,5552216809,212,3.4,5552216807,141,94.5,5552216805,140,82.6,5552216803,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964363,155,1,1,15,22,cftj6g399tknheudaxsdpfdgb,0,82.8,95.5,2025-03-02T13:15:48.001Z,2025-03-02T16:52:07Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552216891,212,27.6,5552216879,56,Center,5552216895,213,5.50,5552216883,140,100.0,5552216887,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964663,122,5,1,15,24,c165yjiny1qnmfdvefxvflnkc,1,-1.4,30.2,2025-03-02T13:15:49.583Z,2025-03-02T13:17:07Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5552218283,346,,5552218281,56,Back,5552218297,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964493,156,5,1,15,24,cftj6g399tknheudaxsdpfdgb,0,101.4,69.8,2025-03-02T13:15:49.583Z,2025-03-02T13:17:07Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5552218327,233,122,5552217447,346,,5552217443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964703,123,1,1,15,37,c165yjiny1qnmfdvefxvflnkc,1,5.6,62.6,2025-03-02T13:16:03.422Z,2025-03-02T13:16:05Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552218493,212,8.1,5552218489,140,5.4,5552218491,141,50.7,5552218499,237,,5552218495,213,4.69,5552218487,56,Back,5552218485,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964771,124,1,1,15,40,c165yjiny1qnmfdvefxvflnkc,1,5.4,51.0,2025-03-02T13:16:05.486Z,2025-03-02T13:16:08Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5552218823,213,1.43,5552218821,212,10.2,5552218815,140,6.8,5552218819,141,65.8,5552218811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964801,125,1,1,15,43,c165yjiny1qnmfdvefxvflnkc,1,7.1,65.8,2025-03-02T13:16:08.622Z,2025-03-02T13:16:11Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5552219001,56,Back,5552219003,140,26.1,5552219009,213,0.81,5552219007,212,29.1,5552219005,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964841,126,1,1,15,45,c165yjiny1qnmfdvefxvflnkc,1,25.9,97.4,2025-03-02T13:16:10.910Z,2025-03-02T13:16:13Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552219243,141,97.4,5552219239,56,Back,5552219245,212,12.8,5552219247,213,0.00,5552219241,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964867,127,1,1,15,47,c165yjiny1qnmfdvefxvflnkc,0,38.1,97.4,2025-03-02T13:16:13.230Z,2025-03-02T13:16:14Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5552219379,213,3.30,5552219377,212,5.2,5552219371,56,Back,5552219373,140,33.2,5552219375,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964907,157,3,1,15,48,cftj6g399tknheudaxsdpfdgb,0,69.9,5.8,2025-03-02T13:16:14.305Z,2025-03-02T16:52:49Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5552219567,56,Right,5552391663,233,128,5553461431,464,,5552222797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782964971,128,7,1,15,48,c165yjiny1qnmfdvefxvflnkc,0,30.1,94.2,2025-03-02T13:16:14.306Z,2025-03-02T16:52:50Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5552391619,233,157,5552391601,285,,5553462385,178,,5552219905,56,Back,5553462383,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783197395,839,61,1,15,49,cftj6g399tknheudaxsdpfdgb,1,68.3,3.8,2025-03-02T13:16:14.628Z,2025-03-02T16:52:43Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5553463311,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783199149,830,1,1,15,51,c165yjiny1qnmfdvefxvflnkc,1,26.3,88.5,2025-03-02T13:16:16.634Z,2025-03-02T16:54:19Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5553472885,56,Back,5553472895,213,0.35,5553472893,212,11.2,5553472891,141,94.2,5553472889,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
