id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2746827189,183,74,1,14,41,ahnt9ejgwj58ul8auzdvi3czf,1,19.1,68.5,2024-11-10T13:14:53.377Z,2024-11-10T19:53:28Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355803721,285,,5355803719,56,Back,5358399799,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827195,184,43,1,14,42,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:14:54.417Z,2024-11-10T17:44:58Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5357724759,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827205,185,1,1,14,42,ahnt9ejgwj58ul8auzdvi3czf,1,15.1,70.3,2024-11-10T13:14:54.626Z,2024-11-10T13:14:56Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355803803,56,Back,5355803811,213,4.16,5355803809,212,5.4,5355803807,141,63.6,5355803805,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827227,186,12,1,14,44,ahnt9ejgwj58ul8auzdvi3czf,1,12.5,65.7,2024-11-10T13:14:56.050Z,2024-11-10T17:45:00Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355803895,140,44.2,5355803897,141,73.6,5355803901,213,0.16,5355803899,212,33.7,5355803893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827273,121,1,1,14,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.4,23.0,2024-11-10T13:14:58.288Z,2024-11-10T13:14:59Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355804227,56,Center,5355804235,213,0.90,5355804231,141,40.3,5355804229,140,65.3,5355804233,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827287,122,1,1,14,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.3,39.7,2024-11-10T13:14:59.424Z,2024-11-10T13:15:00Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5355804303,140,55.7,5355804309,213,3.62,5355804299,56,Center,5355804305,141,32.1,5355804307,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827289,123,43,1,14,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T13:15:00.383Z,2024-11-10T17:45:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5357725827,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827359,124,1,1,14,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.3,32.5,2024-11-10T13:15:00.608Z,2024-11-10T13:15:03Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355804583,140,62.7,5355804589,212,15.1,5355804593,213,5.33,5355804585,141,14.4,5355804581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827411,125,1,1,14,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.6,19.8,2024-11-10T13:15:03.840Z,2024-11-10T13:15:06Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355804863,141,31.2,5355804859,56,Back,5355804867,213,2.86,5355804865,212,27.6,5355804861,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827439,126,1,1,14,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.5,37.6,2024-11-10T13:15:06.768Z,2024-11-10T13:15:08Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355805009,140,41.8,5355805015,213,5.14,5355805011,141,23.0,5355805013,212,10.9,5355805005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827481,127,1,1,14,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.8,23.0,2024-11-10T13:15:08.384Z,2024-11-10T13:15:11Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355805213,213,1.69,5355805211,212,18.8,5355805209,141,50.4,5355805207,140,39.6,5355805205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827527,128,1,1,14,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.5,60.1,2024-11-10T13:15:11.056Z,2024-11-10T17:45:30Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355805509,140,49.9,5355805517,212,19.3,5355805507,56,Back,5355805513,141,81.0,5355805519,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827565,129,1,1,15,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.7,79.7,2024-11-10T13:15:13.680Z,2024-11-10T17:45:31Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5355805729,141,69.9,5355805731,212,19.3,5355805727,140,34.5,5355805725,56,Back,5355805733,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827609,130,1,1,15,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.7,69.9,2024-11-10T13:15:16.864Z,2024-11-10T13:15:19Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355805943,212,20.9,5355805937,56,Back,5355805945,213,4.59,5355805939,140,32.3,5355805941,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827655,131,1,1,15,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.7,35.6,2024-11-10T13:15:19.217Z,2024-11-10T17:45:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355806173,56,Right,5355806181,141,12.3,5355806177,140,52.3,5355806185,212,22.0,5355806187,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827703,132,1,1,15,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,51.3,17.1,2024-11-10T13:15:22.208Z,2024-11-10T13:15:25Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355806435,1,,5355806433,213,0.03,5355806427,140,89.3,5355806431,212,39.9,5355806425,56,Right,5355806429,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827731,187,43,1,15,15,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:15:27.602Z,2024-11-10T17:45:48Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5357731245,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827741,133,83,1,15,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,88.6,17.3,2024-11-10T13:15:27.968Z,2024-11-10T13:15:31Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5355806779,399,4qo7eu3xwhkpssbuyk4n70fe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827755,188,1,1,15,16,ahnt9ejgwj58ul8auzdvi3czf,1,7.8,96.3,2024-11-10T13:15:28.354Z,2024-11-10T17:45:55Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355806675,141,94.8,5355806671,56,Back,5355806677,212,14.0,5355806673,140,21.1,5355806679,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827797,189,1,1,15,17,ahnt9ejgwj58ul8auzdvi3czf,1,19.8,93.9,2024-11-10T13:15:29.522Z,2024-11-10T13:15:32Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355806905,213,5.23,5355806903,212,11.1,5355806901,141,79.7,5355806893,56,Back,5355806897,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827867,190,1,1,15,20,ahnt9ejgwj58ul8auzdvi3czf,1,19.4,80.9,2024-11-10T13:15:31.954Z,2024-11-10T13:15:36Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5355807355,56,Back,5355807357,140,30.6,5355807365,213,5.51,5355807361,141,64.0,5355807363,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827889,191,1,1,15,24,ahnt9ejgwj58ul8auzdvi3czf,1,32.6,77.9,2024-11-10T13:15:36.481Z,2024-11-10T13:15:37Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5355807501,212,16.0,5355807497,140,45.9,5355807495,56,Back,5355807499,141,66.4,5355807503,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827907,192,1,1,15,25,ahnt9ejgwj58ul8auzdvi3czf,0,45.9,66.4,2024-11-10T13:15:37.650Z,2024-11-10T17:46:17Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5355807553,141,78.8,5355807549,56,Center,5355807557,213,0.57,5357734807,155,,5355807551,140,58.4,5355807555,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827893,134,8,1,15,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.1,17.9,2024-11-10T13:15:37.824Z,2024-11-10T17:46:23Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355807519,56,Back,5355807527,15,,5357735671,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827953,135,1,1,15,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.0,26.4,2024-11-10T13:15:39.024Z,2024-11-10T17:46:53Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5355807825,56,Back,5355807827,140,36.2,5355807829,141,16.6,5355807835,212,14.1,5355807839,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827981,136,1,1,15,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.2,18.9,2024-11-10T13:15:42.465Z,2024-11-10T17:46:31Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355807995,141,21.3,5355807997,212,24.0,5355807993,140,63.0,5355807991,56,Center,5357736857,155,,5355808003,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827987,137,43,1,15,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T13:15:42.824Z,2024-11-10T17:46:41Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5357738023,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746827991,138,1,1,15,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,57.7,15.0,2024-11-10T13:15:43Z,2024-11-10T17:46:58Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5355808043,56,Center,5355808049,212,10.9,5355808051,213,2.07,5355808047,141,29.1,5355808045,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747184177,953,8,1,15,31,ahnt9ejgwj58ul8auzdvi3czf,1,41.0,79.0,2024-11-10T13:15:43.783Z,2024-11-10T17:47:37Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5357742701,56,Back,5357743163,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747184997,972,61,1,15,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,59.4,16.4,2024-11-10T13:15:43.824Z,2024-11-10T17:48:04Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5357747329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828007,193,1,1,15,32,ahnt9ejgwj58ul8auzdvi3czf,1,39.9,83.4,2024-11-10T13:15:44.890Z,2024-11-10T17:48:28Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355808153,140,57.8,5355808159,213,5.96,5355808157,212,19.8,5355808155,141,74.2,5355808151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747185899,956,3,1,15,34,ahnt9ejgwj58ul8auzdvi3czf,1,60.6,78.1,2024-11-10T13:15:46.433Z,2024-11-10T17:48:45Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5357752313,286,,5357752315,464,,5357752309,56,Center,5357752317,233,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747185891,973,45,1,15,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,39.4,21.9,2024-11-10T13:15:46.433Z,2024-11-10T17:48:45Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5357752363,233,956,5357752277,285,,5357752275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828055,194,1,1,15,35,ahnt9ejgwj58ul8auzdvi3czf,1,53.9,64.5,2024-11-10T13:15:47.081Z,2024-11-10T17:48:42Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5355808443,212,9.4,5355808437,56,Center,5355808445,213,4.77,5355808439,140,54.4,5355808441,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828125,195,1,1,15,36,ahnt9ejgwj58ul8auzdvi3czf,1,60.3,36.6,2024-11-10T13:15:48.754Z,2024-11-10T17:48:51Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5355808849,212,20.9,5355808843,56,Right,5355808851,213,5.38,5355808847,141,12.5,5355808845,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828139,196,1,1,15,41,ahnt9ejgwj58ul8auzdvi3czf,1,76.5,30.3,2024-11-10T13:15:53.714Z,2024-11-10T13:15:55Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5355808949,56,Center,5355808955,141,52.1,5355808961,213,1.19,5355808957,212,16.0,5355808953,140,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828165,197,1,1,15,43,ahnt9ejgwj58ul8auzdvi3czf,1,82.2,52.1,2024-11-10T13:15:54.977Z,2024-11-10T13:15:56Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5355809099,212,9.7,5355809093,56,Center,5355809095,140,86.1,5355809097,141,39.1,5355809101,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828225,198,2,1,15,44,ahnt9ejgwj58ul8auzdvi3czf,1,84.0,41.1,2024-11-10T13:15:56.465Z,2024-11-10T17:49:10Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5355809383,141,62.4,5355810459,56,Center,5355809381,140,91.7,5355810457,7,n2annzbap7hll02zo2v0ccgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828237,199,43,1,15,47,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:15:59.346Z,2024-11-10T13:16:09Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5355809437,17,0,5355809435,22,0,5355809445,252,0,5355809439,56,Center,5355810271,144,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746828245,200,43,1,15,49,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:16:00.946Z,2024-11-10T13:16:07Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5355809479,346,0,5355810147,144,5,5355809477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829003,140,1,1,16,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.1,48.3,2024-11-10T13:16:32.208Z,2024-11-10T17:49:53Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5355813291,5,,5355813301,212,14.0,5357760427,189,,5355813297,140,10.0,5355813303,213,1.43,5355813295,56,Back,5355813293,241,,5355813299,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829039,141,1,1,16,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,22.4,76.3,2024-11-10T13:16:37.504Z,2024-11-10T17:50:04Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355813485,141,64.8,5355813481,56,Back,5355813491,213,5.90,5355813483,140,40.9,5355813489,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829075,201,8,1,16,29,ahnt9ejgwj58ul8auzdvi3czf,1,54.5,31.6,2024-11-10T13:16:40.993Z,2024-11-10T17:50:06Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5355813707,56,Center,5357762021,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829139,142,1,1,16,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.9,71.8,2024-11-10T13:16:41.777Z,2024-11-10T17:50:25Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5357763905,1,,5355814039,140,30.8,5355814045,213,4.62,5355814041,141,21.1,5355814043,212,34.6,5355814037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829197,143,1,1,16,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.9,15.5,2024-11-10T13:16:45.024Z,2024-11-10T13:16:48Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355814313,56,Back,5355814319,212,16.3,5355814317,141,38.9,5355814321,213,1.79,5355814315,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829223,144,1,1,16,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.7,36.4,2024-11-10T13:16:48.545Z,2024-11-10T17:50:34Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5355814489,140,46.9,5355814493,141,13.3,5355814485,56,Back,5355814501,213,5.16,5355814497,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829263,145,1,1,16,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.0,14.1,2024-11-10T13:16:50.609Z,2024-11-10T13:16:53Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355814713,140,31.2,5355814717,141,42.8,5355814709,56,Back,5355814725,213,2.24,5355814721,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829355,146,1,1,16,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.4,38.8,2024-11-10T13:16:53.026Z,2024-11-10T13:16:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355815201,56,Back,5355815203,140,31.1,5355815209,213,1.59,5355815207,212,13.4,5355815205,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829427,147,1,1,16,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.5,62.9,2024-11-10T13:16:57.073Z,2024-11-10T13:17:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355815547,56,Back,5355815555,213,1.30,5355815551,141,88.0,5355815549,140,44.0,5355815553,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829459,148,1,1,16,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.5,88.6,2024-11-10T13:17:00.337Z,2024-11-10T13:17:02Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5355815731,212,17.6,5355815727,140,29.5,5355815723,56,Back,5355815729,141,77.2,5355815733,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829503,149,1,1,16,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.0,68.3,2024-11-10T13:17:02.353Z,2024-11-10T17:50:44Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355815895,213,4.37,5355815887,56,Back,5355815891,141,48.5,5355815893,212,14.3,5355815889,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829581,150,1,1,16,52,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.3,41.7,2024-11-10T13:17:04.449Z,2024-11-10T17:50:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355816259,56,Center,5355816263,141,41.9,5355816261,140,53.8,5355816265,212,21.5,5355816267,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829583,151,4,1,16,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.1,44.9,2024-11-10T13:17:07.673Z,2024-11-10T17:51:01Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355816283,286,,5355816279,152,,5355816275,13,,5355816707,233,204,5355816277,56,Center,5355816281,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829627,204,4,1,16,55,ahnt9ejgwj58ul8auzdvi3czf,0,44.9,55.1,2024-11-10T13:17:07.674Z,2024-11-10T17:51:00Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5355816657,13,,5355816665,285,,5355816661,152,,5355816659,56,Back,5355816821,233,151,5355816663,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829903,152,1,1,17,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.5,41.6,2024-11-10T13:17:25.569Z,2024-11-10T13:17:27Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5355818187,213,5.30,5355818185,212,19.5,5355818183,141,17.7,5355818175,5,,5355818181,140,66.7,5355818177,152,,5355818179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829921,153,1,1,17,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.1,15.0,2024-11-10T13:17:27.713Z,2024-11-10T17:54:21Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355818287,141,24.2,5355818291,213,2.74,5355818285,140,51.0,5355818283,56,Center,5355818289,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746829969,154,1,1,17,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.3,23.3,2024-11-10T13:17:30.209Z,2024-11-10T13:17:33Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355818575,141,54.3,5355818571,56,Back,5355818579,212,21.4,5355818573,140,45.7,5355818583,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830015,155,1,1,17,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.5,56.6,2024-11-10T13:17:33.009Z,2024-11-10T13:17:35Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355818849,213,4.62,5355818843,140,44.0,5355818845,141,31.9,5355818847,212,16.9,5355818841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830061,156,1,1,17,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.3,34.3,2024-11-10T13:17:35.201Z,2024-11-10T13:17:37Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355819037,212,25.2,5355819031,56,Right,5355819035,141,12.0,5355819033,140,63.5,5355819041,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830085,157,1,1,17,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.1,12.5,2024-11-10T13:17:37.457Z,2024-11-10T13:17:39Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355819221,212,18.4,5355819215,56,Center,5355819217,140,74.8,5355819219,141,29.4,5355819223,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830103,158,1,1,17,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.9,22.7,2024-11-10T13:17:39.570Z,2024-11-10T17:54:43Z,4vfbiav52mg5s9vnx53f0nhuc,M. Themsen,,,5355819301,213,3.74,5355819297,141,14.3,5355819295,140,66.0,5355819293,56,Right,5355819299,212,10.1,5355819307,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830179,159,1,1,17,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.4,24.0,2024-11-10T13:17:41.569Z,2024-11-10T13:59:53Z,6w9yjs87tue7noq71ftksxez8,T. Bany,1.0,,5355819789,212,15.6,5355819783,56,Center,5355819785,140,74.3,5355819787,141,41.2,5355820835,210,15,5355819791,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830185,160,15,1,17,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,85.6,34.8,2024-11-10T13:17:44.723Z,2024-11-10T17:55:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355819813,56,Center,5356019019,63,,5357792563,80,,5355820889,29,,5355820179,82,,5355820175,20,,5355820905,230,96.8,5355820907,231,46.2,5355820903,147,5355820901,146,5355820967,233,5355820893,55,159,5355820899,103,5355819809,22,,5355820897,102,,,38.3,89.5,19,206,,,,,,47.5,,,,,
2746830239,206,10,1,17,32,ahnt9ejgwj58ul8auzdvi3czf,1,9.8,57.0,2024-11-10T13:17:44.823Z,2024-11-10T13:53:44Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5355821005,233,160,5355820141,56,Back,5355820139,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830407,161,6,1,17,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,100.0,63.4,2024-11-10T13:17:46.418Z,2024-11-10T13:57:03Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355821131,73,,5355821129,56,Center,5355821753,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
