id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2703411457,223,1,1,29,40,anga7587r1zv4ey71ge9zxol3,1,36.2,100.0,2024-07-26T17:31:44.205Z,2024-07-26T17:31:47Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5117941333,212,18.9,5117941331,141,76.1,5117941335,213,4.34,5117941327,56,Back,5117941325,107,,5117941329,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411489,224,4,1,29,46,anga7587r1zv4ey71ge9zxol3,1,32.4,71.8,2024-07-26T17:31:49.914Z,2024-07-26T17:31:53Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5117941523,13,,5117941555,233,239,5117941531,152,,5117941537,285,,5117941535,265,,5117941527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411475,239,4,1,29,46,aljua8crr0vkwit0j3m59jw9j,0,67.6,28.2,2024-07-26T17:31:49.915Z,2024-07-26T17:31:54Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5117941627,286,,5117941469,13,,5117941471,56,Center,5117941473,152,,5117941623,233,224,5117941475,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411519,225,1,1,29,53,anga7587r1zv4ey71ge9zxol3,1,28.5,68.8,2024-07-26T17:31:56.894Z,2024-07-26T17:32:00Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5117941697,140,31.8,5117941701,212,11.2,5117941725,189,,5117941703,213,1.26,5117941699,141,84.5,5117941695,56,Back,5117941693,152,,5117941691,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411539,226,1,1,29,55,anga7587r1zv4ey71ge9zxol3,1,31.8,84.5,2024-07-26T17:31:59.037Z,2024-07-26T17:32:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5117941837,56,Back,5117941843,212,14.4,5117941845,213,0.49,5117941841,141,94.4,5117941839,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703482167,780,3,1,29,59,anga7587r1zv4ey71ge9zxol3,0,60.4,84.4,2024-07-26T17:32:02.928Z,2024-07-26T20:46:31Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5118334859,465,,5118334855,56,Left,5118334857,286,,5118334861,467,5q4p56lg1vjsqo824aql0e1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411551,227,4,1,30,0,anga7587r1zv4ey71ge9zxol3,1,61.4,84.2,2024-07-26T17:32:03.854Z,2024-07-26T17:32:07Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5117941975,233,240,5117941923,286,,5117941919,152,,5117941921,265,,5117941915,13,,5117941917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411557,240,4,1,30,0,aljua8crr0vkwit0j3m59jw9j,0,38.6,15.8,2024-07-26T17:32:03.855Z,2024-07-26T17:32:21Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5117941995,233,227,5117941947,56,Back,5117942375,55,241,5117941949,152,,5117941945,13,,5117941951,265,,5117941953,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411569,241,17,1,30,3,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-07-26T17:32:06.596Z,2024-07-26T21:41:21Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5117942365,392,,5117942369,55,240,5117942363,31,,5117942367,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411821,228,1,1,30,47,anga7587r1zv4ey71ge9zxol3,1,62.4,84.9,2024-07-26T17:32:50.496Z,2024-07-26T17:33:24Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5117943361,56,Left,5117943363,140,81.8,5117943359,152,,5117943367,141,90.2,5117943369,212,20.7,5117943371,213,0.18,5117943357,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411859,229,3,1,30,54,anga7587r1zv4ey71ge9zxol3,1,93.6,77.6,2024-07-26T17:32:57.605Z,2024-07-26T20:47:04Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5117943581,233,242,5118335257,465,,5117943573,56,Center,5117943575,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411845,242,45,1,30,54,aljua8crr0vkwit0j3m59jw9j,0,6.4,22.4,2024-07-26T17:32:57.605Z,2024-07-26T17:33:00Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117943587,233,229,5117943501,285,,5117943499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411865,230,1,1,30,56,anga7587r1zv4ey71ge9zxol3,0,98.5,71.7,2024-07-26T17:32:59.745Z,2024-07-26T17:33:01Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5117943613,56,Center,5117943611,155,,5117943619,212,20.3,5117943615,140,96.3,5117943621,213,4.60,5117943617,141,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411883,243,12,1,30,57,aljua8crr0vkwit0j3m59jw9j,1,4.1,54.8,2024-07-26T17:33:00.941Z,2024-07-26T17:33:03Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117943729,141,90.5,5117943737,15,,5117943725,56,Back,5117943727,140,4.5,5117943731,212,24.3,5117943733,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411891,231,6,1,31,1,anga7587r1zv4ey71ge9zxol3,1,98.3,26.2,2024-07-26T17:33:04.704Z,2024-07-26T17:33:42Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5117944589,233,244,5117943873,75,,5117943871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411953,244,6,1,31,1,aljua8crr0vkwit0j3m59jw9j,0,1.7000000000000002,73.8,2024-07-26T17:33:04.704Z,2024-07-26T20:47:11Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117944575,73,,5117944123,56,Back,5117944597,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412069,232,1,1,31,40,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2024-07-26T17:33:43.986Z,2024-07-26T20:47:24Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,5117944747,1,,5117944745,213,1.67,5117944733,155,,5118335493,72,,5117944731,6,,5118335491,223,,5117944737,56,Center,5117944729,2,,5117944741,141,54.0,5117944739,140,96.0,5117944743,212,36.6,,,,,,,,,,,,,,,,,,
2703412089,245,12,1,31,44,aljua8crr0vkwit0j3m59jw9j,1,9.8,49.1,2024-07-26T17:33:47.950Z,2024-07-26T18:03:29Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117944857,212,22.4,5117944865,15,,5117944853,140,16.4,5117944859,213,5.03,5117944851,56,Back,5117944855,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412105,233,50,1,31,50,anga7587r1zv4ey71ge9zxol3,1,67.2,89.8,2024-07-26T17:33:53.917Z,2024-07-26T17:33:57Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5117944969,56,Left,5117944971,286,,5117945085,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412121,246,7,1,31,50,aljua8crr0vkwit0j3m59jw9j,1,32.8,10.2,2024-07-26T17:33:53.918Z,2024-07-26T20:47:45Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117945049,56,Back,5118335631,383,,5117945077,233,233,5117945051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412125,247,3,1,31,53,aljua8crr0vkwit0j3m59jw9j,0,43.6,23.3,2024-07-26T17:33:56.382Z,2024-07-26T20:47:48Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117945065,56,Back,5117945125,233,234,5118335633,465,,5117945067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412127,234,7,1,31,53,anga7587r1zv4ey71ge9zxol3,0,56.4,76.7,2024-07-26T17:33:56.383Z,2024-07-26T20:47:50Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5117945103,56,Center,5118335661,385,,5117945105,285,,5117945117,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412153,249,1,1,31,57,aljua8crr0vkwit0j3m59jw9j,1,56.6,49.4,2024-07-26T17:34:00.478Z,2024-07-26T17:55:58Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5117945295,56,Center,5117945299,141,57.6,5117945297,140,75.4,5117945301,212,20.5,5117945303,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703418707,418,3,1,31,59,aljua8crr0vkwit0j3m59jw9j,0,72.7,60.6,2024-07-26T17:34:02.226Z,2024-07-26T20:48:12Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,5117982249,233,235,5117982235,286,,5117982233,56,Center,5118335975,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412155,235,7,1,31,59,anga7587r1zv4ey71ge9zxol3,0,27.3,39.4,2024-07-26T17:34:02.227Z,2024-07-26T20:48:16Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5118336017,385,,5117945331,56,Back,5117982245,233,418,5117945333,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412193,250,1,1,32,2,aljua8crr0vkwit0j3m59jw9j,1,68.8,65.4,2024-07-26T17:34:06.174Z,2024-07-26T17:34:13Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117945531,213,0.97,5117945527,141,83.3,5117945525,140,76.7,5117945529,212,14.7,5117945523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412203,251,1,1,32,10,aljua8crr0vkwit0j3m59jw9j,1,67.0,74.5,2024-07-26T17:34:13.638Z,2024-07-26T17:34:16Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5117945581,56,Left,5117945585,141,89.3,5117945583,140,74.9,5117945589,213,0.88,5117945587,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412217,252,1,1,32,13,aljua8crr0vkwit0j3m59jw9j,1,74.9,89.3,2024-07-26T17:34:16.582Z,2024-07-26T17:34:17Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117945667,140,89.7,5117945665,56,Left,5117945673,213,0.16,5117945669,141,92.9,5117945671,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412241,253,1,1,32,14,aljua8crr0vkwit0j3m59jw9j,1,89.7,92.9,2024-07-26T17:34:17.814Z,2024-07-26T17:34:19Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5117945787,56,Left,5117945793,212,12.4,5117945791,141,94.5,5117945795,213,3.05,5117945789,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412259,254,1,1,32,16,aljua8crr0vkwit0j3m59jw9j,1,77.9,94.5,2024-07-26T17:34:19.398Z,2024-07-26T17:34:21Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117945891,213,3.30,5117945887,141,90.9,5117945885,140,63.3,5117945889,212,15.5,5117945883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412275,255,1,1,32,17,aljua8crr0vkwit0j3m59jw9j,1,63.3,90.9,2024-07-26T17:34:21.054Z,2024-07-26T17:34:23Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117945975,140,58.3,5117945979,212,18.4,5117945973,56,Center,5117945981,213,4.42,5117945977,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412289,256,1,1,32,20,aljua8crr0vkwit0j3m59jw9j,1,54.6,54.6,2024-07-26T17:34:23.622Z,2024-07-26T17:34:25Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117946037,56,Center,5117946043,212,15.2,5117946045,213,0.28,5117946041,141,60.8,5117946039,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412295,257,61,1,32,21,aljua8crr0vkwit0j3m59jw9j,0,68.5,60.8,2024-07-26T17:34:25.119Z,2024-07-26T20:48:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117946053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412303,236,61,1,32,23,anga7587r1zv4ey71ge9zxol3,1,31.3,36.7,2024-07-26T17:34:26.835Z,2024-07-26T17:34:26Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5117946063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412319,238,1,1,32,24,anga7587r1zv4ey71ge9zxol3,1,31.0,26.9,2024-07-26T17:34:27.906Z,2024-07-26T17:35:04Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5117946137,141,31.7,5117946139,212,9.5,5117946141,213,0.35,5117946131,56,Back,5117946135,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412519,239,61,1,32,25,anga7587r1zv4ey71ge9zxol3,0,38.6,31.1,2024-07-26T17:34:28.907Z,2024-07-26T17:36:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5117947153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412329,258,61,1,32,25,aljua8crr0vkwit0j3m59jw9j,1,55.4,66.0,2024-07-26T17:34:28.942Z,2024-07-26T17:36:25Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117946175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412331,259,61,1,32,26,aljua8crr0vkwit0j3m59jw9j,1,63.9,72.6,2024-07-26T17:34:29.900Z,2024-07-26T17:36:26Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117946187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412343,261,1,1,32,27,aljua8crr0vkwit0j3m59jw9j,1,59.6,75.9,2024-07-26T17:34:31.079Z,2024-07-26T17:34:32Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117946211,56,Back,5117946213,140,42.1,5117946215,141,75.6,5117946219,213,3.15,5117946217,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412365,262,1,1,32,28,aljua8crr0vkwit0j3m59jw9j,1,42.1,75.6,2024-07-26T17:34:31.918Z,2024-07-26T17:34:34Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117946363,212,24.0,5117946353,140,40.9,5117946357,141,40.4,5117946349,56,Back,5117946367,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412387,263,1,1,32,33,aljua8crr0vkwit0j3m59jw9j,1,41.0,35.4,2024-07-26T17:34:36.247Z,2024-07-26T17:34:39Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5117946487,212,22.5,5117946483,140,44.2,5117946489,213,1.42,5117946481,56,Back,5117946485,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412417,264,1,1,32,35,aljua8crr0vkwit0j3m59jw9j,1,45.0,67.3,2024-07-26T17:34:38.943Z,2024-07-26T17:34:43Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117946647,141,91.5,5117946637,56,Left,5117946643,140,63.4,5117946651,212,25.4,5117946653,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412435,265,1,1,32,39,aljua8crr0vkwit0j3m59jw9j,1,63.9,89.1,2024-07-26T17:34:42.959Z,2024-07-26T17:34:45Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117946743,141,82.1,5117946739,56,Left,5117946741,140,53.7,5117946745,212,11.7,5117946747,213,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412477,266,1,1,32,42,aljua8crr0vkwit0j3m59jw9j,1,47.8,81.7,2024-07-26T17:34:45.311Z,2024-07-26T17:34:50Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117946933,141,30.7,5117946931,140,42.3,5117946937,213,4.55,5117946929,56,Back,5117946939,1,,5117946935,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412489,267,1,1,32,47,aljua8crr0vkwit0j3m59jw9j,1,55.1,32.1,2024-07-26T17:34:50.535Z,2024-07-26T17:34:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5117946985,56,Center,5117946997,212,9.2,5117946989,140,56.2,5117946993,141,45.5,5117947001,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412511,268,1,1,32,48,aljua8crr0vkwit0j3m59jw9j,1,56.2,45.5,2024-07-26T17:34:51.527Z,2024-07-26T17:34:54Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5117947097,56,Center,5117947101,141,30.6,5117947099,140,50.4,5117947105,213,4.17,5117947103,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412541,269,1,1,32,50,aljua8crr0vkwit0j3m59jw9j,1,46.0,36.6,2024-07-26T17:34:53.967Z,2024-07-26T17:34:59Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5117947277,212,20.9,5117947275,141,67.0,5117947271,56,Back,5117947279,213,1.73,5117947273,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412551,270,1,1,32,56,aljua8crr0vkwit0j3m59jw9j,1,58.5,76.3,2024-07-26T17:34:59.839Z,2024-07-26T17:35:02Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117947329,140,65.4,5117947333,212,12.3,5117947335,213,0.94,5117947327,56,Left,5117947331,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412583,271,1,1,32,59,aljua8crr0vkwit0j3m59jw9j,1,65.3,90.8,2024-07-26T17:35:02.360Z,2024-07-26T17:35:06Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,5117947479,140,61.5,5117947477,56,Center,5117947485,213,4.37,5117947481,141,74.2,5117947483,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412593,272,1,1,33,3,aljua8crr0vkwit0j3m59jw9j,1,46.9,76.9,2024-07-26T17:35:06.447Z,2024-07-26T17:35:07Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117947519,213,2.39,5117947515,141,87.2,5117947517,212,10.2,5117947513,140,39.8,5117947511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412611,273,1,1,33,4,aljua8crr0vkwit0j3m59jw9j,1,39.8,87.2,2024-07-26T17:35:07.256Z,2024-07-26T17:35:12Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117947631,56,Back,5117947633,140,22.3,5117947637,212,28.1,5117947635,141,56.0,5117947639,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412639,274,1,1,33,9,aljua8crr0vkwit0j3m59jw9j,1,22.0,54.8,2024-07-26T17:35:12.591Z,2024-07-26T17:35:19Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5117947837,141,76.6,5117947839,212,17.2,5117947841,213,1.03,5117947835,140,30.4,5117947833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412661,275,1,1,33,14,aljua8crr0vkwit0j3m59jw9j,1,32.4,78.5,2024-07-26T17:35:17.608Z,2024-07-26T17:35:19Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,5117947937,141,61.7,5117947935,140,27.2,5117947939,212,12.7,5117947941,213,4.27,5117947933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412675,276,1,1,33,17,aljua8crr0vkwit0j3m59jw9j,1,25.1,47.6,2024-07-26T17:35:20.864Z,2024-07-26T17:35:22Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,5117948019,141,21.6,5117948023,213,4.55,5117948021,212,17.9,5117948015,56,Back,5117948017,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412709,277,1,1,33,19,aljua8crr0vkwit0j3m59jw9j,1,22.4,21.6,2024-07-26T17:35:22.800Z,2024-07-26T17:35:27Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5117948195,212,24.1,5117948191,140,3.1,5117948193,141,40.7,5117948189,56,Back,5117948197,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412725,278,1,1,33,24,aljua8crr0vkwit0j3m59jw9j,1,5.0,31.8,2024-07-26T17:35:27.473Z,2024-07-26T17:35:30Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,5117948281,56,Back,5117948283,140,38.0,5117948279,155,,5117948291,1,,5117948287,212,35.0,5117948285,141,38.8,5117948289,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412731,279,44,1,33,25,aljua8crr0vkwit0j3m59jw9j,1,35.8,39.6,2024-07-26T17:35:28.755Z,2024-07-26T17:35:31Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5117948355,233,240,5117948311,56,Back,5117948313,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412717,240,44,1,33,25,anga7587r1zv4ey71ge9zxol3,0,64.2,60.4,2024-07-26T17:35:28.756Z,2024-07-26T17:35:31Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5117948243,56,Center,5117948245,286,,5117948397,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412739,280,1,1,33,26,aljua8crr0vkwit0j3m59jw9j,0,38.0,38.8,2024-07-26T17:35:29.265Z,2024-07-26T20:48:30Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,5117948329,3,,5117948337,141,43.3,5117948335,140,47.2,5117948341,213,0.31,5117948339,212,10.1,5117948331,168,,5117948333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412745,241,1,1,33,27,anga7587r1zv4ey71ge9zxol3,0,51.1,54.0,2024-07-26T17:35:30.948Z,2024-07-26T17:35:31Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5117948379,141,50.1,5117948375,56,Center,5117948381,212,6.5,5117948377,140,56.8,5117948383,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412761,281,1,1,33,28,aljua8crr0vkwit0j3m59jw9j,1,46.7,49.3,2024-07-26T17:35:31.640Z,2024-07-26T19:46:29Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,5117948491,140,53.8,5117948495,212,8.9,5117948493,141,56.4,5117948497,213,0.57,5117948489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412779,282,1,1,33,30,aljua8crr0vkwit0j3m59jw9j,1,64.7,63.1,2024-07-26T17:35:34.057Z,2024-07-26T17:35:36Z,6gh4z3yubnpypzoakjom1rj3e,J. Gallegos,,5117948583,56,Left,5117948585,140,75.1,5117948589,212,15.8,5117948591,213,0.81,5117948587,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412785,283,1,1,33,33,aljua8crr0vkwit0j3m59jw9j,0,78.8,78.9,2024-07-26T17:35:36.825Z,2024-07-26T19:47:00Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5117948615,56,Center,5117948621,212,22.1,5118244389,224,,5117948619,141,51.5,5117948623,213,5.28,5118244391,72,,5117948617,140,90.2,5117948611,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412807,242,12,1,33,36,anga7587r1zv4ey71ge9zxol3,1,8.7,47.7,2024-07-26T17:35:39.301Z,2024-07-26T17:35:41Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5117948747,213,4.56,5117948757,167,,5117948743,141,0.0,5117948745,212,34.2,5117948739,56,Back,5117948741,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412809,243,5,1,33,37,anga7587r1zv4ey71ge9zxol3,0,4.9,-1.2,2024-07-26T17:35:40.694Z,2024-07-26T17:35:49Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5117948751,347,,5117949051,233,284,5117948749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703412859,284,5,1,33,37,aljua8crr0vkwit0j3m59jw9j,1,95.1,101.2,2024-07-26T17:35:40.694Z,2024-07-26T19:06:15Z,bb2cldqy0vvcyrrcvj6j0d71l,A. Barkarson,,5117949015,347,,5117949013,56,Left,5117949039,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703413099,285,1,1,34,24,aljua8crr0vkwit0j3m59jw9j,0,95.1,100.0,2024-07-26T17:36:27.841Z,2024-07-26T17:36:31Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,5117950335,107,,5117950343,212,31.7,5117950345,213,4.58,5117950339,140,91.2,5117950341,141,55.8,5117950347,1,,5117950337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703413105,286,44,1,34,27,aljua8crr0vkwit0j3m59jw9j,1,91.2,55.4,2024-07-26T17:36:31.066Z,2024-07-26T17:52:22Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,5117950365,286,,5117951839,233,244,5117950363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703413103,244,44,1,34,27,anga7587r1zv4ey71ge9zxol3,0,8.8,44.6,2024-07-26T17:36:31.067Z,2024-07-26T17:37:15Z,5q5ph311bi310zt1e45u7i7dh,A. Bjelland,,5117951857,233,286,5117950355,56,Back,5117950357,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
