id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2710459485,76,1,1,9,2,b3r6d8ydtmtjckam6pku9y400,1,70.5,96.6,2024-08-18T14:10:50.080Z,2024-08-18T14:10:53Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156829765,140,64.7,5156829767,141,89.7,5156829775,213,3.80,5156829771,212,7.7,5156829763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459529,77,1,1,9,6,b3r6d8ydtmtjckam6pku9y400,1,62.9,78.2,2024-08-18T14:10:53.648Z,2024-08-18T14:10:57Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156830043,56,Center,5156830045,140,59.0,5156830049,212,30.9,5156830051,213,4.58,5156830047,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459557,78,1,1,9,9,b3r6d8ydtmtjckam6pku9y400,1,59.0,33.1,2024-08-18T14:10:57.264Z,2024-08-18T14:10:58Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5156830223,140,73.0,5156830221,56,Right,5156830225,141,4.9,5156830229,213,5.37,5156830227,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459587,79,1,1,9,11,b3r6d8ydtmtjckam6pku9y400,1,72.7,6.7,2024-08-18T14:10:58.928Z,2024-08-18T14:11:01Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156830425,56,Right,5156830429,141,17.1,5156830431,212,15.0,5156830427,140,60.1,5156830433,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459613,80,1,1,9,14,b3r6d8ydtmtjckam6pku9y400,1,59.4,19.1,2024-08-18T14:11:01.552Z,2024-08-18T14:11:03Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5156830575,213,0.82,5156830571,141,28.0,5156830567,56,Center,5156830569,140,64.8,5156830573,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459643,81,1,1,9,16,b3r6d8ydtmtjckam6pku9y400,1,63.0,29.5,2024-08-18T14:11:03.424Z,2024-08-18T14:11:06Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5156830771,141,59.1,5156830775,213,2.14,5156830769,140,50.6,5156830767,56,Center,5156830773,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459683,82,1,1,9,19,b3r6d8ydtmtjckam6pku9y400,1,55.4,67.6,2024-08-18T14:11:06.672Z,2024-08-18T14:11:09Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156831013,56,Left,5156831021,213,0.85,5156831015,140,71.3,5156831019,212,25.3,5156831017,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459725,83,1,1,9,22,b3r6d8ydtmtjckam6pku9y400,1,73.7,95.4,2024-08-18T14:11:09.776Z,2024-08-18T14:11:12Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156831247,212,19.2,5156831249,213,5.34,5156831241,56,Center,5156831245,141,72.6,5156831243,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459769,84,1,1,9,25,b3r6d8ydtmtjckam6pku9y400,1,88.8,84.2,2024-08-18T14:11:12.496Z,2024-08-18T14:11:15Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5156831511,140,88.2,5156831515,212,9.5,5156831509,56,Left,5156831513,141,98.1,5156831517,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459847,85,1,1,9,28,b3r6d8ydtmtjckam6pku9y400,1,87.2,98.1,2024-08-18T14:11:15.488Z,2024-08-18T14:11:22Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156831977,140,79.4,5156831981,212,8.7,5156831975,56,Left,5156831979,141,93.8,5156831983,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459843,92,83,1,9,34,cftj6g399tknheudaxsdpfdgb,0,19.5,13.7,2024-08-18T14:11:22.001Z,2024-08-18T14:11:24Z,195o7hchielt14ic49r3k06sq,Serginho,,,5156832097,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459869,86,1,1,9,35,b3r6d8ydtmtjckam6pku9y400,1,79.5,90.5,2024-08-18T14:11:23.072Z,2024-08-18T14:11:24Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5156832071,56,Left,5156832075,141,81.7,5156832079,213,3.63,5156832077,212,12.8,5156832073,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710459945,87,1,1,9,40,b3r6d8ydtmtjckam6pku9y400,1,67.3,73.3,2024-08-18T14:11:27.855Z,2024-08-18T14:11:31Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156832527,213,4.76,5156832519,56,Right,5156832529,1,,5156832525,212,39.9,5156832521,140,69.1,5156832523,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460021,88,1,1,9,44,b3r6d8ydtmtjckam6pku9y400,1,69.2,15.8,2024-08-18T14:11:31.584Z,2024-08-18T14:11:38Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156832975,1,,5156832971,212,36.3,5156832973,213,1.75,5156832967,140,63.1,5156832963,56,Center,5156832969,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460045,89,1,1,9,51,b3r6d8ydtmtjckam6pku9y400,1,64.0,57.8,2024-08-18T14:11:39.040Z,2024-08-18T14:11:40Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156833095,213,4.60,5156833089,140,62.3,5156833091,141,33.6,5156833087,56,Center,5156833093,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460101,90,1,1,9,53,b3r6d8ydtmtjckam6pku9y400,1,64.3,31.2,2024-08-18T14:11:40.704Z,2024-08-18T14:11:44Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5156833431,141,4.1,5156833435,213,5.58,5156833427,56,Right,5156833433,212,28.3,5156833429,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460119,91,1,1,9,57,b3r6d8ydtmtjckam6pku9y400,1,81.2,7.3,2024-08-18T14:11:44.720Z,2024-08-18T14:11:46Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5156833547,141,15.9,5156833549,212,11.1,5156833545,140,72.2,5156833551,213,2.59,5156833543,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460161,92,1,1,9,59,b3r6d8ydtmtjckam6pku9y400,1,71.5,19.4,2024-08-18T14:11:46.896Z,2024-08-18T14:11:51Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156833793,140,60.6,5156833797,212,29.4,5156833799,213,1.97,5156833795,141,59.3,5156833791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460227,93,1,1,10,4,b3r6d8ydtmtjckam6pku9y400,1,61.1,55.4,2024-08-18T14:11:51.888Z,2024-08-18T14:11:56Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156834169,56,Right,5156834177,213,5.37,5156834167,155,,5156834173,141,8.0,5156834175,212,40.7,5156834171,140,84.7,5156834179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460257,94,1,1,10,9,b3r6d8ydtmtjckam6pku9y400,1,77.1,24.4,2024-08-18T14:11:56.960Z,2024-08-18T14:11:58Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5156834369,212,7.5,5156834367,141,34.8,5156834365,140,74.7,5156834371,213,1.91,5156834363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460279,95,1,1,10,11,b3r6d8ydtmtjckam6pku9y400,1,74.4,31.5,2024-08-18T14:11:58.896Z,2024-08-18T14:12:00Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5156834471,141,6.2,5156834467,56,Right,5156834473,212,20.5,5156834477,213,5.29,5156834469,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460303,96,1,1,10,13,b3r6d8ydtmtjckam6pku9y400,0,85.8,6.2,2024-08-18T14:12:00.912Z,2024-08-18T14:12:01Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156834593,140,89.2,5156834591,56,Right,5156834595,141,12.6,5156834597,212,5.6,5156834599,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460297,93,8,1,10,13,cftj6g399tknheudaxsdpfdgb,1,12.7,87.4,2024-08-18T14:12:01.291Z,2024-08-18T14:12:01Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5156834573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460343,94,5,1,10,15,cftj6g399tknheudaxsdpfdgb,0,16.0,101.8,2024-08-18T14:12:02.819Z,2024-08-18T14:12:05Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5156834769,56,Back,5156834965,233,97,5156834773,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460365,97,5,1,10,15,b3r6d8ydtmtjckam6pku9y400,1,84.0,-1.8,2024-08-18T14:12:02.819Z,2024-08-18T14:20:39Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156834909,233,94,5156834889,56,Right,5156834891,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460423,98,1,1,10,19,b3r6d8ydtmtjckam6pku9y400,1,82.9,0.0,2024-08-18T14:12:07.087Z,2024-08-18T14:12:08Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5156835221,140,73.9,5156835225,212,14.5,5156835223,141,14.7,5156835217,107,,5156835227,213,2.28,5156835219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460435,99,1,1,10,21,b3r6d8ydtmtjckam6pku9y400,1,72.6,14.9,2024-08-18T14:12:08.944Z,2024-08-18T14:12:09Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5156835281,56,Right,5156835285,141,7.0,5156835289,213,3.63,5156835283,140,63.0,5156835287,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460533,100,1,1,10,22,b3r6d8ydtmtjckam6pku9y400,1,63.0,7.0,2024-08-18T14:12:10.144Z,2024-08-18T14:12:19Z,w0wt7gjkdddn63a4258j8frp,D. Vavro,,,5156835871,140,57.1,5156835875,212,30.9,5156835873,141,51.5,5156835877,213,1.77,5156835869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460569,101,1,1,10,32,b3r6d8ydtmtjckam6pku9y400,1,68.0,66.4,2024-08-18T14:12:19.328Z,2024-08-18T14:12:21Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156836121,140,83.1,5156836125,212,24.2,5156836123,141,93.2,5156836127,213,0.85,5156836119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460603,102,1,1,10,34,b3r6d8ydtmtjckam6pku9y400,1,85.7,92.4,2024-08-18T14:12:21.856Z,2024-08-18T14:12:23Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5156836319,212,13.9,5156836317,141,82.4,5156836315,140,97.2,5156836313,56,Left,5156836321,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460611,103,1,1,10,36,b3r6d8ydtmtjckam6pku9y400,0,97.2,82.4,2024-08-18T14:12:23.536Z,2024-08-18T14:12:25Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156836363,141,77.6,5156836357,155,,5156836365,212,3.3,5156836359,56,Center,5156836355,2,,5156836367,213,4.52,5156836493,236,,5156836499,286,,5156836495,233,95,5156836361,140,,,,,,,,96.6,,,,,,,,,,,,,,,,,,,,
2710460635,95,12,1,10,36,cftj6g399tknheudaxsdpfdgb,1,2.8,24.1,2024-08-18T14:12:23.636Z,2024-08-18T14:12:26Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5156836555,233,103,5156836469,185,,5156836471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460653,96,6,1,10,37,cftj6g399tknheudaxsdpfdgb,0,3.0,23.4,2024-08-18T14:12:24.866Z,2024-08-18T14:12:28Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5156836681,233,104,5156836627,56,Back,5156836629,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710460687,104,6,1,10,37,b3r6d8ydtmtjckam6pku9y400,1,97.0,76.6,2024-08-18T14:12:24.866Z,2024-08-18T14:20:37Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156836675,233,96,5156836663,73,,5156836661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461135,105,1,1,11,14,b3r6d8ydtmtjckam6pku9y400,0,99.5,99.5,2024-08-18T14:13:01.680Z,2024-08-18T14:13:03Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156839107,2,,5156839121,212,32.6,5156839125,1,,5156839123,213,4.61,5156839117,140,96.3,5156839113,223,,5156839109,6,,5156839111,155,,5156839115,56,Center,5156839119,141,,,,,,,,51.8,,,,,,,,,,,,,,,,,,,,
2710461153,97,12,1,11,17,cftj6g399tknheudaxsdpfdgb,1,12.1,48.4,2024-08-18T14:13:04.673Z,2024-08-18T14:13:11Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5156839223,140,27.6,5156839221,56,Back,5156839225,141,47.8,5156839229,213,6.26,5156839231,15,,5156839227,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461217,106,1,1,11,19,b3r6d8ydtmtjckam6pku9y400,1,75.4,53.6,2024-08-18T14:13:06.415Z,2024-08-18T14:13:08Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5156839515,3,,5156839519,140,63.1,5156839521,141,52.4,5156839525,213,3.20,5156839517,56,Center,5156839523,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461255,107,1,1,11,21,b3r6d8ydtmtjckam6pku9y400,1,59.5,52.1,2024-08-18T14:13:09.183Z,2024-08-18T14:13:12Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156839775,56,Back,5156839783,213,2.93,5156839779,141,61.4,5156839781,212,30.2,5156839777,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461309,108,1,1,11,25,b3r6d8ydtmtjckam6pku9y400,1,31.5,65.4,2024-08-18T14:13:12.400Z,2024-08-18T14:13:15Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5156840079,212,24.8,5156840075,140,51.4,5156840073,56,Left,5156840081,213,0.57,5156840077,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461345,109,1,1,11,28,b3r6d8ydtmtjckam6pku9y400,1,54.5,85.9,2024-08-18T14:13:16.143Z,2024-08-18T14:13:18Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5156840301,56,Left,5156840305,141,88.7,5156840307,212,5.1,5156840309,213,0.38,5156840303,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461399,110,1,1,11,31,b3r6d8ydtmtjckam6pku9y400,1,59.0,88.7,2024-08-18T14:13:18.623Z,2024-08-18T14:13:21Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5156840545,56,Left,5156840549,141,98.6,5156840553,213,0.52,5156840547,140,70.3,5156840551,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461439,111,1,1,11,34,b3r6d8ydtmtjckam6pku9y400,1,68.1,94.1,2024-08-18T14:13:21.871Z,2024-08-18T14:13:24Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156840753,56,Left,5156840757,141,86.8,5156840759,212,11.8,5156840755,140,57.9,5156840761,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461473,112,1,1,11,37,b3r6d8ydtmtjckam6pku9y400,1,55.9,85.0,2024-08-18T14:13:25.183Z,2024-08-18T14:13:27Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156840947,213,3.93,5156840939,56,Back,5156840941,140,44.4,5156840945,212,17.2,5156840943,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461547,113,1,1,11,41,b3r6d8ydtmtjckam6pku9y400,0,43.9,61.7,2024-08-18T14:13:28.895Z,2024-08-18T14:13:31Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5156841277,141,10.6,5156841273,56,Right,5156841281,213,5.47,5156841283,1,,5156841279,212,47.7,5156841271,155,,5156841275,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461587,99,1,1,11,46,cftj6g399tknheudaxsdpfdgb,1,25.6,94.5,2024-08-18T14:13:34.209Z,2024-08-18T14:13:35Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5156841593,140,14.8,5156841599,213,3.68,5156841597,212,13.2,5156841589,56,Back,5156841595,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461611,100,1,1,11,47,cftj6g399tknheudaxsdpfdgb,1,14.8,84.5,2024-08-18T14:13:35.105Z,2024-08-18T14:13:37Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5156841741,213,5.87,5156841739,212,14.7,5156841737,141,75.9,5156841735,140,27.6,5156841733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461659,101,1,1,11,49,cftj6g399tknheudaxsdpfdgb,1,25.2,80.0,2024-08-18T14:13:37.250Z,2024-08-18T14:13:40Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5156841977,141,95.9,5156841973,56,Back,5156841981,213,1.72,5156841979,212,10.9,5156841975,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461731,102,1,1,11,53,cftj6g399tknheudaxsdpfdgb,1,20.0,91.1,2024-08-18T14:13:40.449Z,2024-08-18T14:13:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5156842309,56,Back,5156842313,141,63.7,5156842311,140,31.4,5156842315,212,22.1,5156842317,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461715,114,83,1,11,56,b3r6d8ydtmtjckam6pku9y400,0,70.2,36.0,2024-08-18T14:13:43.863Z,2024-08-18T14:13:49Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156842557,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461783,103,1,1,11,57,cftj6g399tknheudaxsdpfdgb,1,29.1,72.9,2024-08-18T14:13:44.881Z,2024-08-18T14:13:47Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5156842537,212,29.3,5156842539,213,4.81,5156842535,141,30.1,5156842531,56,Back,5156842533,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461925,104,1,1,12,4,cftj6g399tknheudaxsdpfdgb,1,67.8,13.4,2024-08-18T14:13:51.873Z,2024-08-18T14:13:57Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5156843291,213,5.59,5156843287,141,8.0,5156843289,212,5.7,5156843285,140,72.0,5156843283,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461949,105,1,1,12,9,cftj6g399tknheudaxsdpfdgb,1,72.0,15.0,2024-08-18T14:13:56.881Z,2024-08-18T14:13:58Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5156843381,56,Center,5156843385,141,32.5,5156843389,213,1.58,5156843383,140,71.9,5156843387,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710461971,106,1,1,12,10,cftj6g399tknheudaxsdpfdgb,1,71.9,32.5,2024-08-18T14:13:58.129Z,2024-08-18T14:13:59Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5156843529,141,27.1,5156843537,213,3.55,5156843525,56,Center,5156843527,140,63.8,5156843533,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462003,107,1,1,12,12,cftj6g399tknheudaxsdpfdgb,1,64.4,24.0,2024-08-18T14:13:59.841Z,2024-08-18T14:14:01Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5156843717,56,Right,5156843719,140,74.9,5156843723,212,16.7,5156843721,141,5.6,5156843725,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462031,108,1,1,12,14,cftj6g399tknheudaxsdpfdgb,1,75.8,5.3,2024-08-18T14:14:01.602Z,2024-08-18T14:14:03Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5156843903,140,92.6,5156843907,212,19.1,5156843909,213,0.40,5156843905,141,16.2,5156843901,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462049,109,1,1,12,16,cftj6g399tknheudaxsdpfdgb,0,93.8,16.2,2024-08-18T14:14:03.441Z,2024-08-18T14:14:05Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5156844023,2,,5156844029,140,95.7,5156844025,155,,5156844033,212,22.8,5156844095,233,115,5156844027,56,Center,5156844035,213,1.48,5156844031,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462057,115,11,1,12,18,b3r6d8ydtmtjckam6pku9y400,1,2.5,50.4,2024-08-18T14:14:05.775Z,2024-08-18T14:14:06Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5156844113,233,109,5156844073,88,,5156844067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462173,116,1,1,12,21,b3r6d8ydtmtjckam6pku9y400,1,12.9,43.6,2024-08-18T14:14:08.991Z,2024-08-18T14:14:14Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5156844707,140,30.9,5156844709,141,56.1,5156844705,56,Back,5156844713,213,0.42,5156844711,212,20.7,5156844703,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462183,117,1,1,12,27,b3r6d8ydtmtjckam6pku9y400,1,37.1,64.0,2024-08-18T14:14:14.575Z,2024-08-18T14:14:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156844741,56,Back,5156844745,141,85.6,5156844749,213,1.12,5156844747,212,16.3,5156844743,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462189,118,1,1,12,28,b3r6d8ydtmtjckam6pku9y400,1,43.9,85.6,2024-08-18T14:14:15.487Z,2024-08-18T14:14:20Z,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,5156844785,56,Left,5156844791,212,19.4,5156844789,141,96.5,5156844793,213,0.39,5156844787,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462301,119,1,1,12,32,b3r6d8ydtmtjckam6pku9y400,1,75.6,73.8,2024-08-18T14:14:20.286Z,2024-08-18T14:14:37Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,1.0,,5156845319,141,63.6,5156845315,56,Center,5156846435,210,15,5156845323,213,5.89,5156845317,140,91.7,5156845321,212,18.3,5156846437,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462323,120,43,1,12,35,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-08-18T14:14:22.511Z,2024-08-18T14:14:40Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156845437,286,0,5156845435,56,Center,5156846659,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462327,121,15,1,12,35,b3r6d8ydtmtjckam6pku9y400,1,95.4,61.3,2024-08-18T14:14:23.295Z,2024-08-18T14:14:41Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156846473,55,119,5156846485,215,,5156846477,102,50.6,5156845651,20,,5156846471,154,,5156846467,78,,5156845457,56,Center,5156845453,22,,5156846469,29,,5156846507,233,5156846483,214,5156846489,147,5156846487,146,97.8,111,56.9,5156846481,103,14.6,5156846465,114,5156845455,61,,,,,,,,,,,,
2710462353,111,10,1,12,36,cftj6g399tknheudaxsdpfdgb,1,2.4,44.5,2024-08-18T14:14:23.395Z,2024-08-18T14:15:02Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5156845975,389,,5156845973,174,,5156845565,56,Back,5156846051,233,121,5156845563,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710462561,122,61,1,12,37,b3r6d8ydtmtjckam6pku9y400,1,96.1,61.5,2024-08-18T14:14:24.428Z,2024-08-18T14:14:47Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5156846749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
