id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2739917191,249,1,1,23,22,9qsmopgutr7ut5g6workk8w4i,1,30.7,68.3,2024-10-27T11:42:42.437Z,2024-10-27T11:42:44Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318130725,212,18.3,5318130719,56,Back,5318130727,213,4.61,5318130723,141,41.5,5318130721,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917213,250,1,1,23,25,9qsmopgutr7ut5g6workk8w4i,1,28.7,41.8,2024-10-27T11:42:44.773Z,2024-10-27T11:42:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318130819,141,28.3,5318130817,140,29.2,5318130821,212,9.2,5318130823,213,4.77,5318130815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917257,251,1,1,23,26,9qsmopgutr7ut5g6workk8w4i,1,27.7,30.1,2024-10-27T11:42:46.173Z,2024-10-27T11:42:51Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318131037,212,18.0,5318131035,141,51.5,5318131039,213,2.20,5318131031,56,Back,5318131033,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917309,252,1,1,23,31,9qsmopgutr7ut5g6workk8w4i,1,18.2,55.2,2024-10-27T11:42:50.925Z,2024-10-27T11:42:54Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318131315,140,20.4,5318131323,212,20.1,5318131319,141,84.5,5318131327,213,1.46,5318131311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917353,253,1,1,23,34,9qsmopgutr7ut5g6workk8w4i,0,21.0,86.6,2024-10-27T11:42:53.983Z,2024-10-27T18:45:14Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318131553,141,85.1,5318131555,212,41.0,5318131551,140,60.0,5318131549,56,Left,5318131559,1,,5318131547,155,,5318131557,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917385,175,4,1,23,38,b3r6d8ydtmtjckam6pku9y400,1,33.2,22.6,2024-10-27T11:42:58.395Z,2024-10-27T11:43:04Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318131779,295,,5318131785,152,,5318131809,233,254,5318131909,285,,5318131783,56,Back,5318131775,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917357,254,4,1,23,38,9qsmopgutr7ut5g6workk8w4i,0,66.8,77.4,2024-10-27T11:42:58.396Z,2024-10-27T11:43:05Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5318131819,233,175,5318131641,13,,5318131645,56,Center,5318131643,295,,5318131647,152,,5318131875,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917511,176,1,1,23,56,b3r6d8ydtmtjckam6pku9y400,1,35.2,26.7,2024-10-27T11:43:15.700Z,2024-10-27T18:45:26Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318132529,213,2.64,5318132517,5,,5320404071,189,,5318132523,140,28.4,5318132521,56,Back,5318132519,152,,5318132527,212,8.2,5318132525,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917529,177,1,1,23,57,b3r6d8ydtmtjckam6pku9y400,1,27.8,40.9,2024-10-27T11:43:17.171Z,2024-10-27T11:43:20Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5318132617,140,41.1,5318132621,212,32.5,5318132623,213,1.13,5318132615,56,Back,5318132619,141,84.1,5318132625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917551,178,1,1,24,0,b3r6d8ydtmtjckam6pku9y400,1,43.1,86.9,2024-10-27T11:43:20.149Z,2024-10-27T11:43:22Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318132735,56,Back,5318132741,212,19.5,5318132743,213,4.34,5318132739,141,60.2,5318132737,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917563,179,1,1,24,2,b3r6d8ydtmtjckam6pku9y400,1,34.0,60.3,2024-10-27T11:43:22.019Z,2024-10-27T11:43:24Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318132801,140,33.9,5318132803,141,43.0,5318132805,212,11.8,5318132799,56,Back,5318132807,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917611,180,1,1,24,4,b3r6d8ydtmtjckam6pku9y400,1,33.4,41.6,2024-10-27T11:43:23.923Z,2024-10-27T11:43:28Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5318133057,213,1.25,5318133049,56,Back,5318133051,140,42.2,5318133055,212,29.4,5318133053,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917623,181,1,1,24,8,b3r6d8ydtmtjckam6pku9y400,1,42.8,70.5,2024-10-27T11:43:28.228Z,2024-10-27T11:43:30Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5318133123,141,63.4,5318133121,140,34.0,5318133125,212,10.4,5318133119,56,Back,5318133127,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917641,182,1,1,24,10,b3r6d8ydtmtjckam6pku9y400,1,32.8,63.0,2024-10-27T11:43:30.372Z,2024-10-27T11:43:32Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318133209,140,38.2,5318133213,212,24.7,5318133211,141,27.6,5318133207,56,Back,5318133215,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917667,183,1,1,24,13,b3r6d8ydtmtjckam6pku9y400,1,38.7,25.6,2024-10-27T11:43:32.644Z,2024-10-27T11:43:35Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5318133351,212,16.5,5318133345,56,Right,5318133353,213,5.83,5318133347,140,52.8,5318133349,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917683,184,1,1,24,15,b3r6d8ydtmtjckam6pku9y400,1,52.2,14.1,2024-10-27T11:43:35.059Z,2024-10-27T11:43:36Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318133425,141,4.0,5318133427,212,12.7,5318133421,56,Right,5318133423,140,62.4,5318133429,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917703,185,1,1,24,17,b3r6d8ydtmtjckam6pku9y400,1,62.6,3.7,2024-10-27T11:43:36.675Z,2024-10-27T11:43:38Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5318133521,140,75.7,5318133523,141,11.0,5318133527,213,0.35,5318133519,56,Right,5318133525,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917705,186,61,1,24,19,b3r6d8ydtmtjckam6pku9y400,0,76.0,11.3,2024-10-27T11:43:38.611Z,2024-10-27T11:43:39Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318133535,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917733,255,1,1,24,20,9qsmopgutr7ut5g6workk8w4i,1,19.4,94.2,2024-10-27T11:43:40.325Z,2024-10-27T11:43:41Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5318133723,56,Back,5318133725,140,21.6,5318133731,213,5.32,5318133727,141,89.3,5318133729,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917759,257,1,1,24,22,9qsmopgutr7ut5g6workk8w4i,1,21.6,89.1,2024-10-27T11:43:41.669Z,2024-10-27T11:43:43Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318133833,212,14.9,5318133829,140,35.1,5318133835,213,0.31,5318133827,56,Back,5318133831,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918055,189,45,1,24,23,b3r6d8ydtmtjckam6pku9y400,0,70.8,13.0,2024-10-27T11:43:42.700Z,2024-10-27T11:46:01Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318135271,56,Right,5318140765,233,275,5318135273,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919031,275,3,1,24,23,9qsmopgutr7ut5g6workk8w4i,1,29.2,87.0,2024-10-27T11:43:42.700Z,2024-10-27T18:45:54Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5318140735,233,189,5320406215,465,,5318140729,285,,5318140727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917805,258,1,1,24,24,9qsmopgutr7ut5g6workk8w4i,1,35.6,95.9,2024-10-27T11:43:43.829Z,2024-10-27T11:43:47Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5318134041,56,Back,5318134043,140,47.0,5318134045,141,63.6,5318134047,212,25.0,5318134049,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917807,259,4,1,24,27,9qsmopgutr7ut5g6workk8w4i,1,47.4,67.2,2024-10-27T11:43:47.040Z,2024-10-27T18:46:12Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5318134117,56,Back,5318134121,286,,5320407683,295,,5318134119,152,,5318134139,233,187,5318134113,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917809,187,4,1,24,27,b3r6d8ydtmtjckam6pku9y400,0,52.6,32.8,2024-10-27T11:43:47.041Z,2024-10-27T19:18:45Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318134123,13,,5318141703,295,,5318134125,56,Center,5318134165,233,259,5320407879,55,188,5318134127,152,,5318134131,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739917837,188,17,1,24,28,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2024-10-27T11:43:47.660Z,2024-10-27T18:46:15Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318134393,31,,5318134395,393,,5320407849,55,187,5318134397,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918015,260,1,1,24,50,9qsmopgutr7ut5g6workk8w4i,1,46.1,67.4,2024-10-27T11:44:10.525Z,2024-10-27T11:44:12Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5318135055,140,36.1,5318135061,213,4.15,5318135057,141,43.0,5318135081,189,,5318135051,152,,5318135053,56,Back,5318135049,5,,5318135059,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918033,261,1,1,24,52,9qsmopgutr7ut5g6workk8w4i,1,36.1,42.7,2024-10-27T11:44:12.245Z,2024-10-27T11:44:13Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318135167,141,75.6,5318135163,140,31.7,5318135171,212,22.8,5318135159,56,Back,5318135175,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918063,262,1,1,24,53,9qsmopgutr7ut5g6workk8w4i,1,31.7,75.6,2024-10-27T11:44:13.300Z,2024-10-27T11:44:15Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318135301,212,19.3,5318135303,213,3.87,5318135299,141,56.7,5318135297,140,18.0,5318135295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918107,263,1,1,24,56,9qsmopgutr7ut5g6workk8w4i,1,18.0,56.6,2024-10-27T11:44:15.845Z,2024-10-27T11:44:20Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318135555,212,20.5,5318135553,141,26.9,5318135551,140,21.1,5318135549,56,Back,5318135557,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918131,264,1,1,25,1,9qsmopgutr7ut5g6workk8w4i,1,27.0,23.9,2024-10-27T11:44:20.725Z,2024-10-27T11:44:24Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318135715,140,17.9,5318135725,213,2.16,5318135723,212,17.3,5318135711,56,Back,5318135719,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918165,265,1,1,25,4,9qsmopgutr7ut5g6workk8w4i,1,18.3,46.7,2024-10-27T11:44:23.982Z,2024-10-27T11:44:26Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318135907,140,23.6,5318135905,56,Back,5318135909,141,66.6,5318135913,213,1.18,5318135911,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918227,266,1,1,25,6,9qsmopgutr7ut5g6workk8w4i,1,27.3,67.5,2024-10-27T11:44:26.405Z,2024-10-27T11:44:31Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318136251,212,28.4,5318136245,56,Back,5318136253,213,0.79,5318136247,140,46.4,5318136249,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918277,267,1,1,25,11,9qsmopgutr7ut5g6workk8w4i,1,52.8,93.8,2024-10-27T11:44:31.406Z,2024-10-27T11:44:36Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5318136543,140,46.1,5318136553,213,4.20,5318136551,212,14.2,5318136539,56,Back,5318136547,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918307,268,1,1,25,16,9qsmopgutr7ut5g6workk8w4i,1,50.6,76.4,2024-10-27T11:44:36.173Z,2024-10-27T11:44:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318136685,141,62.0,5318136683,140,56.6,5318136681,56,Center,5318136689,213,5.28,5318136687,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918319,269,1,1,25,18,9qsmopgutr7ut5g6workk8w4i,1,56.7,63.9,2024-10-27T11:44:38.077Z,2024-10-27T11:44:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5318136751,141,71.6,5318136755,213,0.52,5318136753,212,10.5,5318136747,56,Center,5318136749,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918333,270,1,1,25,19,9qsmopgutr7ut5g6workk8w4i,1,65.5,72.0,2024-10-27T11:44:39.421Z,2024-10-27T11:44:40Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5318136793,141,74.9,5318136795,212,6.5,5318136791,140,59.6,5318136789,56,Center,5318136797,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918335,271,1,1,25,20,9qsmopgutr7ut5g6workk8w4i,0,55.0,76.7,2024-10-27T11:44:40.067Z,2024-10-27T11:45:09Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5318138315,233,190,5318138277,213,0.85,5318138275,212,2.5,5318138325,286,,5318136811,56,Left,5318138309,236,,5318138273,141,79.5,5318138271,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918329,190,74,1,25,20,b3r6d8ydtmtjckam6pku9y400,1,45.6,12.5,2024-10-27T11:44:40.068Z,2024-10-27T11:45:08Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318136781,56,Back,5318138349,233,271,5318136783,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918373,192,4,1,25,23,b3r6d8ydtmtjckam6pku9y400,1,44.3,22.0,2024-10-27T11:44:43.493Z,2024-10-27T18:47:24Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318137019,13,,5318137027,286,,5318137087,233,272,5318137023,152,,5320413351,294,,5318137021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918361,272,4,1,25,23,9qsmopgutr7ut5g6workk8w4i,0,55.7,78.0,2024-10-27T11:44:43.494Z,2024-10-27T11:45:14Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5318136963,13,,5318137093,233,192,5318138605,294,,5318136971,285,,5318136965,56,Center,5318136967,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918677,193,1,1,25,52,b3r6d8ydtmtjckam6pku9y400,1,46.6,31.0,2024-10-27T11:45:12.018Z,2024-10-27T19:50:55Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5318138639,213,1.86,5320718193,5,,5318138631,56,Back,5318138633,140,40.4,5318138637,212,22.7,5320718195,152,,5318138635,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918711,194,1,1,25,55,b3r6d8ydtmtjckam6pku9y400,1,40.8,59.6,2024-10-27T11:45:15.283Z,2024-10-27T11:45:18Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5318138869,141,6.4,5318138863,155,,5318138875,1,,5318138867,140,59.4,5318138865,56,Right,5318138871,212,41.1,5318138873,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918725,195,1,1,25,58,b3r6d8ydtmtjckam6pku9y400,1,59.0,6.4,2024-10-27T11:45:18.099Z,2024-10-27T11:45:19Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5318138925,140,55.5,5318138923,56,Right,5318138927,141,16.7,5318138933,213,2.05,5318138929,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918763,196,1,1,26,0,b3r6d8ydtmtjckam6pku9y400,1,55.5,16.5,2024-10-27T11:45:19.684Z,2024-10-27T11:52:42Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,5318139081,140,91.9,5318139083,141,1.9,5318139085,212,39.5,5318139077,155,,5318139087,213,6.03,5318139079,56,Right,5318139089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918795,197,1,1,26,3,b3r6d8ydtmtjckam6pku9y400,0,91.9,4.3,2024-10-27T11:45:22.930Z,2024-10-27T18:47:47Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5318139273,56,Center,5318139279,212,26.2,5320414947,20,,5320414943,224,,5318139281,213,1.63,5318139275,140,90.4,5318139269,2,,5318139277,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918821,273,12,1,26,7,9qsmopgutr7ut5g6workk8w4i,1,6.5,54.3,2024-10-27T11:45:27.230Z,2024-10-27T18:49:50Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318139411,212,9.2,5318139413,213,2.50,5318139403,56,Back,5318139409,141,62.4,5318139407,140,0.0,5318139417,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918813,198,6,1,26,8,b3r6d8ydtmtjckam6pku9y400,1,96.7,39.6,2024-10-27T11:45:27.859Z,2024-10-27T12:17:59Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,5318139427,56,Center,5318139441,233,274,5318139429,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739918823,274,6,1,26,8,9qsmopgutr7ut5g6workk8w4i,0,3.3,60.4,2024-10-27T11:45:27.859Z,2024-10-27T18:49:57Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5318139433,56,Back,5318139435,73,,5318139453,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919059,199,1,1,26,41,b3r6d8ydtmtjckam6pku9y400,0,99.5,0.5,2024-10-27T11:46:00.931Z,2024-10-27T18:50:12Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5318140915,6,,5318140923,140,92.8,5318140921,56,Center,5318140929,213,1.77,5318140917,155,,5318140925,141,51.3,5318140913,2,,5320424439,20,,5318140919,224,,5318140927,212,35.3,5318140931,1,,,,,,,,,,,,,,,,,,,,,,,,
2739919083,276,4,1,26,45,9qsmopgutr7ut5g6workk8w4i,1,10.2,49.6,2024-10-27T11:46:05.281Z,2024-10-27T18:50:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318141065,56,Back,5318141063,13,,5318141071,285,,5318141073,233,200,5318141305,295,,5318141067,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919075,200,4,1,26,45,b3r6d8ydtmtjckam6pku9y400,0,89.8,50.4,2024-10-27T11:46:05.282Z,2024-10-27T11:46:11Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5318141223,295,,5318141057,286,,5318141055,152,,5318141049,13,,5318141053,56,Center,5318141079,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919209,277,1,1,27,2,9qsmopgutr7ut5g6workk8w4i,1,9.6,50.7,2024-10-27T11:46:22.436Z,2024-10-27T11:46:23Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318141715,140,25.9,5318141721,213,0.34,5318141717,141,59.7,5318141725,189,,5318141713,56,Back,5318141711,152,,5318141719,212,18.2,5318141709,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919219,278,1,1,27,4,9qsmopgutr7ut5g6workk8w4i,1,28.9,59.4,2024-10-27T11:46:24.036Z,2024-10-27T11:46:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318141795,213,4.74,5318141793,212,8.9,5318141791,141,46.3,5318141789,140,29.1,5318141787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919239,279,1,1,27,5,9qsmopgutr7ut5g6workk8w4i,1,29.1,46.0,2024-10-27T11:46:24.908Z,2024-10-27T11:46:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5318141861,141,31.3,5318141857,56,Back,5318141859,140,31.2,5318141863,212,10.2,5318141865,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919265,280,1,1,27,6,9qsmopgutr7ut5g6workk8w4i,1,32.3,31.7,2024-10-27T11:46:26.315Z,2024-10-27T11:46:28Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318141989,56,Back,5318141997,213,1.56,5318141993,141,47.0,5318141995,212,10.4,5318141991,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919285,281,1,1,27,10,9qsmopgutr7ut5g6workk8w4i,1,34.2,48.2,2024-10-27T11:46:29.915Z,2024-10-27T11:46:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5318142167,213,1.43,5318142159,56,Back,5318142163,141,69.0,5318142165,212,14.3,5318142161,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919303,282,1,1,27,12,9qsmopgutr7ut5g6workk8w4i,1,35.9,69.0,2024-10-27T11:46:31.996Z,2024-10-27T11:46:33Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318142267,213,0.23,5318142261,140,44.8,5318142259,56,Back,5318142263,141,72.2,5318142265,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919317,283,1,1,27,13,9qsmopgutr7ut5g6workk8w4i,1,44.8,72.2,2024-10-27T11:46:33.228Z,2024-10-27T18:51:17Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5320428805,156,,5318142339,140,28.0,5318142341,141,86.3,5318142343,212,20.1,5318142337,56,Back,5318142345,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919339,284,1,1,27,16,9qsmopgutr7ut5g6workk8w4i,1,28.0,86.3,2024-10-27T11:46:35.797Z,2024-10-27T11:46:39Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5318142413,213,4.04,5318142411,212,27.6,5318142409,141,54.6,5318142405,56,Back,5318142407,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919349,285,1,1,27,19,9qsmopgutr7ut5g6workk8w4i,1,12.6,53.6,2024-10-27T11:46:39.164Z,2024-10-27T11:46:40Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318142455,140,15.8,5318142461,213,5.00,5318142457,141,37.1,5318142453,56,Back,5318142459,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919381,286,1,1,27,21,9qsmopgutr7ut5g6workk8w4i,1,15.8,37.1,2024-10-27T11:46:40.612Z,2024-10-27T11:46:45Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5318142599,141,54.2,5318142603,213,1.99,5318142597,140,10.8,5318142601,212,12.8,5318142595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919397,287,1,1,27,25,9qsmopgutr7ut5g6workk8w4i,0,14.8,64.2,2024-10-27T11:46:45.060Z,2024-10-27T11:46:48Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5318142675,141,43.4,5318142673,140,83.4,5318142681,1,,5318142671,56,Center,5318142679,213,6.09,5318142677,212,73.4,5318142669,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919425,201,49,1,27,31,b3r6d8ydtmtjckam6pku9y400,1,14.8,60.0,2024-10-27T11:46:50.770Z,2024-10-27T11:47:37Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318144623,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739919465,202,1,1,27,35,b3r6d8ydtmtjckam6pku9y400,1,13.2,60.6,2024-10-27T11:46:54.962Z,2024-10-27T11:46:56Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,5318143061,56,Back,5318143063,140,26.0,5318143077,189,,5318143069,213,0.19,5318143065,141,64.3,5318143067,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
