id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2818403905,897,83,1,14,13,aljua8crr0vkwit0j3m59jw9j,1,14.1,86.2,2025-05-24T13:17:22.893Z,2025-05-24T18:05:17Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5747394607,399,1hbucfyn2l3bxcw5r4zcb1dlg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181293,121,1,1,14,13,c165yjiny1qnmfdvefxvflnkc,0,78.8,19.2,2025-05-24T13:17:23.700Z,2025-05-24T18:05:31Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746145321,213,1.07,5746145313,56,Center,5746145317,141,55.0,5746145319,212,27.8,5746145309,2,,5746145315,140,91.5,5747395389,223,,5747395391,72,,5746145311,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181301,162,12,1,14,16,aljua8crr0vkwit0j3m59jw9j,1,8.8,42.8,2025-05-24T13:17:26.391Z,2025-05-24T13:17:27Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746145361,212,3.5,5746145359,141,39.1,5746145355,56,Back,5746145357,140,11.1,5746145363,213,5.48,5746145379,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181319,163,12,1,14,18,aljua8crr0vkwit0j3m59jw9j,1,11.1,39.1,2025-05-24T13:17:28.007Z,2025-05-24T13:17:29Z,6je6y9uk6km1tkzatpw8v9p1w,A. Pedersen,,,5746145467,56,Back,5746145481,213,5.40,5746145475,140,32.6,5746145479,212,35.6,5746145477,141,0.0,5746145505,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181355,122,5,1,14,18,c165yjiny1qnmfdvefxvflnkc,1,72.8,101.5,2025-05-24T13:17:28.836Z,2025-05-24T13:44:30Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746145675,233,164,5746145651,347,,5746145649,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181321,164,5,1,14,18,aljua8crr0vkwit0j3m59jw9j,0,27.2,-1.5,2025-05-24T13:17:28.836Z,2025-05-24T13:44:31Z,6je6y9uk6km1tkzatpw8v9p1w,A. Pedersen,,,5746145485,347,,5746145483,56,Back,5746145693,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181399,123,1,1,14,25,c165yjiny1qnmfdvefxvflnkc,1,81.8,100.0,2025-05-24T13:17:34.884Z,2025-05-24T13:56:47Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746145911,56,Left,5746145915,141,88.6,5746145919,213,4.42,5746145909,107,,5746145917,212,9.4,5746145913,140,79.2,5746272187,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181405,124,1,1,14,25,c165yjiny1qnmfdvefxvflnkc,1,79.2,88.6,2025-05-24T13:17:35.379Z,2025-05-24T13:56:45Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5746145971,56,Left,5746272157,189,,5746145975,141,89.4,5746145979,213,3.02,5746145977,212,4.4,5746145973,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181411,125,1,1,14,26,c165yjiny1qnmfdvefxvflnkc,0,76.5,94.8,2025-05-24T13:17:36.116Z,2025-05-24T13:56:41Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746146001,56,Left,5746272045,233,165,5746272049,286,,5746271881,213,6.25,5746271875,140,79.9,5746271879,212,3.6,5746271877,141,94.6,5746272043,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181441,165,74,1,14,26,aljua8crr0vkwit0j3m59jw9j,1,29.2,10.0,2025-05-24T13:17:36.117Z,2025-05-24T13:56:40Z,6je6y9uk6km1tkzatpw8v9p1w,A. Pedersen,,,5746146171,56,Back,5746272051,233,125,5746146173,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181445,126,61,1,14,29,c165yjiny1qnmfdvefxvflnkc,1,77.4,98.4,2025-05-24T13:17:39.455Z,2025-05-24T13:17:39Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746146191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181483,127,5,1,14,30,c165yjiny1qnmfdvefxvflnkc,0,72.4,101.2,2025-05-24T13:17:40.152Z,2025-05-24T13:44:31Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746146461,233,166,5746146383,56,Left,5746146387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181487,166,5,1,14,30,aljua8crr0vkwit0j3m59jw9j,1,27.6,-1.2,2025-05-24T13:17:40.152Z,2025-05-24T13:44:31Z,6je6y9uk6km1tkzatpw8v9p1w,A. Pedersen,,,5746146409,56,Back,5746146411,347,,5746146417,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181595,168,1,1,14,42,aljua8crr0vkwit0j3m59jw9j,1,26.5,0.0,2025-05-24T13:17:52.600Z,2025-05-24T18:06:23Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5746147061,212,14.4,5746147065,213,0.72,5746147051,56,Back,5746147049,107,,5747398433,189,,5746147057,141,12.0,5746147053,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181603,169,1,1,14,43,aljua8crr0vkwit0j3m59jw9j,0,36.8,12.0,2025-05-24T13:17:53.575Z,2025-05-24T18:06:25Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5746147093,212,3.7,5746147097,213,5.96,5746147091,141,10.3,5746147087,56,Back,5746147089,140,40.1,5747398569,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818405719,778,1,1,14,43,c165yjiny1qnmfdvefxvflnkc,1,64.5,85.3,2025-05-24T13:17:53.733Z,2025-05-24T18:08:02Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5747404937,212,8.0,5747404933,140,59.0,5747404935,141,93.4,5747404939,213,2.38,5747404931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181641,129,1,1,14,46,c165yjiny1qnmfdvefxvflnkc,1,58.0,94.7,2025-05-24T13:17:56.163Z,2025-05-24T13:17:58Z,32ohywx3gs0u6bqm4z59wxmmt,M. Albornoz,,,5746147285,212,15.6,5746147287,213,5.14,5746147281,140,64.2,5746147283,141,73.9,5746147279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181659,130,1,1,14,48,c165yjiny1qnmfdvefxvflnkc,1,69.5,62.1,2025-05-24T13:17:58.691Z,2025-05-24T13:18:01Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5746147403,213,4.59,5746147395,56,Center,5746147399,141,45.1,5746147397,140,68.2,5746147401,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181675,131,1,1,14,51,c165yjiny1qnmfdvefxvflnkc,1,67.8,42.1,2025-05-24T13:18:01.427Z,2025-05-24T13:18:03Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5746147479,213,5.35,5746147475,141,12.0,5746147473,140,82.3,5746147477,212,25.5,5746147471,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181683,132,1,1,14,53,c165yjiny1qnmfdvefxvflnkc,0,87.2,13.1,2025-05-24T13:18:03.331Z,2025-05-24T18:08:02Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746147663,236,,5747404947,224,,5746147541,213,1.30,5746147533,140,87.9,5746147527,2,,5746147539,212,2.8,5746147529,155,,5746147535,141,17.0,5747404949,20,,5746147669,286,,5746147531,56,Right,5746147665,233,,,,,,,,,,,,170,,,,,,,,,,,,,
2818181705,170,12,1,14,53,aljua8crr0vkwit0j3m59jw9j,1,11.9,88.6,2025-05-24T13:18:03.431Z,2025-05-24T13:18:07Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746147655,56,Back,5746147653,185,,5746147689,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181777,133,43,1,14,55,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-05-24T13:18:05.732Z,2025-05-24T13:19:30Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746148079,56,Right,5746148081,347,0,5746148085,233,171,5746152429,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181709,171,43,1,14,57,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-24T13:18:06.952Z,2025-05-24T13:44:26Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746147695,347,0,5746243515,144,5,5746147693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181767,172,83,1,15,2,aljua8crr0vkwit0j3m59jw9j,0,29.6,80.6,2025-05-24T13:18:12.311Z,2025-05-24T13:18:15Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746148167,399,9s85lkd1qi525r4horgbtostl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181779,134,3,1,15,3,c165yjiny1qnmfdvefxvflnkc,0,89.7,18.0,2025-05-24T13:18:13.268Z,2025-05-24T18:08:23Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746148091,56,Right,5746148093,286,,5746148229,233,173,5747406357,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181799,173,7,1,15,3,aljua8crr0vkwit0j3m59jw9j,1,10.3,82.0,2025-05-24T13:18:13.269Z,2025-05-24T18:08:28Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746148201,56,Back,5746148241,233,134,5747406637,178,,5746148203,285,,5746149671,167,,5747406635,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181795,135,6,1,15,5,c165yjiny1qnmfdvefxvflnkc,1,93.6,27.3,2025-05-24T13:18:15.187Z,2025-05-24T13:19:35Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746148307,56,Center,5746148309,75,,5746152731,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182059,176,6,1,15,5,aljua8crr0vkwit0j3m59jw9j,0,0.0,74.0,2025-05-24T13:18:15.187Z,2025-05-24T18:08:51Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746152791,233,135,5746149699,56,Back,5746149701,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181837,174,43,1,15,7,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-24T13:18:16.999Z,2025-05-24T13:18:38Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746149635,144,56,5746148473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181841,175,43,1,15,7,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-24T13:18:17.848Z,2025-05-24T13:18:36Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746148481,56,Back,5746149533,144,5,5746148483,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182151,136,1,1,15,34,c165yjiny1qnmfdvefxvflnkc,1,99.5,0.5,2025-05-24T13:18:44.867Z,2025-05-24T18:10:07Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,1.0,,5746150199,56,Center,5746150205,212,38.1,5747408481,72,,5746150191,2,,5746150203,141,55.2,5746150197,223,,5746150703,154,,5746150195,155,,5746150201,140,91.7,5746150209,1,,5746150699,210,13,5746150207,213,5746150193,6,,,,,,,,,,1.79,,,,,,,,,,,,,
2818182165,137,44,1,15,39,c165yjiny1qnmfdvefxvflnkc,1,90.0,54.1,2025-05-24T13:18:49.331Z,2025-05-24T13:27:24Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5746150299,286,,5746150423,233,177,5746150297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182177,177,44,1,15,39,aljua8crr0vkwit0j3m59jw9j,0,10.0,45.9,2025-05-24T13:18:49.332Z,2025-05-24T13:27:24Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746150363,56,Back,5746150441,233,137,5746150365,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182171,138,13,1,15,39,c165yjiny1qnmfdvefxvflnkc,1,92.0,55.2,2025-05-24T13:18:49.635Z,2025-05-24T18:10:31Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5746150721,154,,5746150583,25,,5746150717,74,,5746150729,103,69.4,5746150733,231,54.0,5746150727,102,54.3,5746150719,29,,5746150585,15,,5746150335,56,Center,5746150731,230,98.2,5746150723,55,136,5746150589,328,5746150333,17,,,,,,,,,,,,,,,,,,,,,,,
2818182185,139,5,1,15,41,c165yjiny1qnmfdvefxvflnkc,0,100.8,53.4,2025-05-24T13:18:50.884Z,2025-05-24T13:44:32Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5746150429,346,,5746150427,56,Center,5746150891,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182245,178,5,1,15,41,aljua8crr0vkwit0j3m59jw9j,1,-0.8,46.6,2025-05-24T13:18:50.884Z,2025-05-24T13:44:31Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746150857,346,,5746150863,233,139,5746150855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182261,179,1,1,15,51,aljua8crr0vkwit0j3m59jw9j,1,5.0,63.0,2025-05-24T13:19:01.831Z,2025-05-24T13:19:03Z,a6ham5hnwv62w3tynikyal68l,N. Flø,,,5746150945,212,9.6,5746150937,124,,5746150941,140,13.6,5746150939,56,Back,5746150951,237,,5746150943,141,67.6,5746150947,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182277,180,1,1,15,53,aljua8crr0vkwit0j3m59jw9j,1,13.6,67.8,2025-05-24T13:19:03.114Z,2025-05-24T13:19:05Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746151019,56,Back,5746151033,213,1.87,5746151029,212,18.7,5746151025,141,94.1,5746151021,140,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182325,181,1,1,15,55,aljua8crr0vkwit0j3m59jw9j,1,8.0,93.5,2025-05-24T13:19:05.559Z,2025-05-24T18:11:24Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746151287,212,41.8,5746151285,141,90.9,5746151289,213,6.24,5746151281,140,47.8,5746151291,1,,5746151279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182427,182,1,1,15,58,aljua8crr0vkwit0j3m59jw9j,1,47.9,90.3,2025-05-24T13:19:08.679Z,2025-05-24T13:19:19Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5746151881,212,3.3,5746151883,213,1.80,5746151875,56,Back,5746151879,141,95.0,5746151877,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182353,140,43,1,16,2,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-05-24T13:19:12.867Z,2025-05-24T13:19:14Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746151633,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182407,141,83,1,16,8,c165yjiny1qnmfdvefxvflnkc,0,10.0,13.4,2025-05-24T13:19:18.292Z,2025-05-24T13:19:19Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5746151967,399,94560hgwsjkx8qgz48f7gzitw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182433,183,50,1,16,9,aljua8crr0vkwit0j3m59jw9j,1,94.5,90.0,2025-05-24T13:19:18.920Z,2025-05-24T13:27:22Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746151921,286,,5746152095,233,142,5746151919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182461,142,7,1,16,9,c165yjiny1qnmfdvefxvflnkc,0,5.5,10.0,2025-05-24T13:19:18.921Z,2025-05-24T18:12:03Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5747421083,178,,5746152065,285,,5746152063,56,Back,5747421081,385,,5746152089,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182445,184,61,1,16,11,aljua8crr0vkwit0j3m59jw9j,1,97.3,92.0,2025-05-24T13:19:21.207Z,2025-05-24T13:19:21Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746151999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182489,143,4,1,16,12,c165yjiny1qnmfdvefxvflnkc,1,5.5,9.8,2025-05-24T13:19:22.135Z,2025-05-24T13:26:16Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5746152261,152,,5746152259,56,Back,5746152265,285,,5746152263,265,,5746152257,13,,5746152271,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182457,185,4,1,16,12,aljua8crr0vkwit0j3m59jw9j,0,94.5,90.2,2025-05-24T13:19:22.136Z,2025-05-24T13:26:16Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746152125,56,Left,5746152129,265,,5746152315,233,143,5746152131,286,,5746152127,152,,5746152123,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182799,144,1,1,16,46,c165yjiny1qnmfdvefxvflnkc,1,14.7,17.0,2025-05-24T13:19:55.971Z,2025-05-24T13:20:01Z,1k9g7x8jwhzcpx8bc5ji7og0k,T. Jakobsen,,,5746154167,140,80.9,5746154163,152,,5746154175,1,,5746154171,212,70.4,5746154161,157,,5746154159,5,,5746154173,213,0.16,5746154165,56,Center,5746154169,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182805,145,44,1,16,50,c165yjiny1qnmfdvefxvflnkc,1,68.0,29.0,2025-05-24T13:20:00.550Z,2025-05-24T13:27:25Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746154195,56,Center,5746154213,233,186,5746154197,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182795,186,44,1,16,50,aljua8crr0vkwit0j3m59jw9j,0,32.0,71.0,2025-05-24T13:20:00.551Z,2025-05-24T13:27:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746154135,56,Back,5746154239,233,145,5746154137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182817,146,1,1,16,51,c165yjiny1qnmfdvefxvflnkc,0,80.9,33.6,2025-05-24T13:20:01.394Z,2025-05-24T13:20:03Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746154283,212,6.4,5746154281,141,33.9,5746154279,140,87.0,5746154275,168,,5746154273,3,,5746154277,56,Center,5746154285,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182821,187,12,1,16,52,aljua8crr0vkwit0j3m59jw9j,1,14.6,73.2,2025-05-24T13:20:01.943Z,2025-05-24T13:20:03Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746154305,212,20.9,5746154319,167,,5746154299,56,Back,5746154301,140,6.9,5746154307,213,1.97,5746154303,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182831,147,5,1,16,52,c165yjiny1qnmfdvefxvflnkc,1,90.2,-1.2,2025-05-24T13:20:02.784Z,2025-05-24T13:44:32Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746154391,233,188,5746154373,347,,5746154371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182825,188,5,1,16,52,aljua8crr0vkwit0j3m59jw9j,0,9.8,101.2,2025-05-24T13:20:02.784Z,2025-05-24T13:44:32Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5746154313,56,Back,5746154401,233,147,5746154315,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183037,148,1,1,17,14,c165yjiny1qnmfdvefxvflnkc,1,85.2,0.0,2025-05-24T13:20:24.546Z,2025-05-24T13:55:27Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5746155527,213,1.20,5746155523,141,23.0,5746155511,107,,5746155519,140,91.3,5746155515,56,Center,5746155525,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183043,149,44,1,17,16,c165yjiny1qnmfdvefxvflnkc,1,91.0,21.5,2025-05-24T13:20:26.854Z,2025-05-24T13:56:02Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746155543,56,Center,5746155551,233,189,5746155545,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183027,189,44,1,17,16,aljua8crr0vkwit0j3m59jw9j,0,9.0,78.5,2025-05-24T13:20:26.855Z,2025-05-24T13:27:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5746155447,56,Back,5746155603,233,149,5746155451,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183057,150,1,1,17,17,c165yjiny1qnmfdvefxvflnkc,0,91.3,23.0,2025-05-24T13:20:27.122Z,2025-05-24T13:56:06Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5746155643,213,1.97,5746155635,56,Center,5746155639,141,33.7,5746155637,140,88.4,5746155633,3,,5746155641,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183061,190,1,1,17,19,aljua8crr0vkwit0j3m59jw9j,1,12.5,69.3,2025-05-24T13:20:29.511Z,2025-05-24T13:20:30Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5746155659,141,62.4,5746155655,56,Back,5746155663,213,3.67,5746155661,212,9.3,5746155653,3,,5746155657,140,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183085,191,1,1,17,20,aljua8crr0vkwit0j3m59jw9j,0,4.8,62.4,2025-05-24T13:20:30.520Z,2025-05-24T13:20:33Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5746155809,212,33.1,5746155805,140,36.3,5746155801,157,,5746155811,213,6.26,5746155803,56,Back,5746155813,1,,5746155807,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183099,151,1,1,17,25,c165yjiny1qnmfdvefxvflnkc,0,67.6,37.7,2025-05-24T13:20:35.043Z,2025-05-24T18:13:39Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5746155907,1,,5746155903,212,15.8,5746155899,140,79.9,5746155895,157,,5746155901,141,24.4,5746155897,56,Center,5746155905,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183117,192,1,1,17,27,aljua8crr0vkwit0j3m59jw9j,0,28.9,88.7,2025-05-24T13:20:37.175Z,2025-05-24T13:20:39Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5746156007,141,84.5,5746156013,1,,5746156003,56,Left,5746156005,140,64.0,5746156009,212,37.0,5746156011,213,6.21,5746156001,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183129,152,44,1,17,28,c165yjiny1qnmfdvefxvflnkc,1,37.8,15.8,2025-05-24T13:20:37.982Z,2025-05-24T13:20:50Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5746156089,233,193,5746156057,285,,5746156055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183123,193,44,1,17,28,aljua8crr0vkwit0j3m59jw9j,0,62.2,84.2,2025-05-24T13:20:37.983Z,2025-05-24T13:27:26Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5746156041,56,Left,5746156045,286,,5746156107,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183157,153,1,1,17,28,c165yjiny1qnmfdvefxvflnkc,1,43.1,16.8,2025-05-24T13:20:38.394Z,2025-05-24T13:20:51Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5746156197,3,,5746156203,141,17.3,5746156207,213,0.16,5746156205,212,2.1,5746156199,56,Back,5746156201,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
