id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2792098697,86,50,1,9,24,36g6ifzjliec1jqnbtf7yesme,1,80.8,9.4,2025-03-28T18:13:19.163Z,2025-03-28T21:26:42Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5602440211,286,,5603427817,233,113,5602440209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098695,113,7,1,9,24,cftj6g399tknheudaxsdpfdgb,0,19.2,90.6,2025-03-28T18:13:19.164Z,2025-03-28T21:26:41Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5603423073,178,,5603427799,233,86,5602440205,56,Back,5602440207,285,,5603423071,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098755,87,3,1,9,25,36g6ifzjliec1jqnbtf7yesme,1,83.2,6.0,2025-03-28T18:13:20.069Z,2025-03-28T21:25:05Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602440459,286,,5602440465,233,114,5603423225,465,,5602440457,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098721,114,45,1,9,25,cftj6g399tknheudaxsdpfdgb,0,16.8,94.0,2025-03-28T18:13:20.069Z,2025-03-28T21:26:43Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602440325,56,Back,5602440327,285,,5602440481,233,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098777,88,1,1,9,27,36g6ifzjliec1jqnbtf7yesme,0,96.2,9.4,2025-03-28T18:13:22.265Z,2025-03-28T21:25:14Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602440549,155,,5602440551,56,Center,5602440547,2,,5603423857,20,,5603423855,224,,5602440553,140,88.6,5602440559,213,1.85,5602440557,212,28.5,5602440555,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098787,115,12,1,9,29,cftj6g399tknheudaxsdpfdgb,1,9.6,53.7,2025-03-28T18:13:24.581Z,2025-03-28T21:25:16Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602440629,212,18.4,5602440637,15,,5602440625,140,22.7,5602440627,141,35.8,5602440631,213,5.56,5602440623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098817,89,13,1,9,31,36g6ifzjliec1jqnbtf7yesme,1,77.2,65.2,2025-03-28T18:13:26.064Z,2025-03-28T21:25:30Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5602440797,56,Center,5602440795,18,,5602441889,458,,5602441883,103,50,5602441877,72,,5602441881,102,58.5,5602441887,328,,5602441885,215,,5602440793,22,,5602441879,86,,5602441893,231,50.7,5602441891,230,98.1,,,,,,,,,,,,,,,,,,,,
2792098827,90,5,1,9,33,36g6ifzjliec1jqnbtf7yesme,0,100.9,60.6,2025-03-28T18:13:28.253Z,2025-03-28T19:04:29Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5602440831,346,,5602441287,233,116,5602440829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098923,116,5,1,9,33,cftj6g399tknheudaxsdpfdgb,1,-0.9,39.4,2025-03-28T18:13:28.253Z,2025-03-28T18:13:38Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602441277,233,90,5602441275,346,,5602441273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099063,117,1,1,9,52,cftj6g399tknheudaxsdpfdgb,1,4.3,38.9,2025-03-28T18:13:47.644Z,2025-03-28T18:13:50Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602442165,237,,5602442159,212,7.2,5602442155,140,3.1,5602442157,141,49.3,5602442151,124,,5602442149,189,,5602442153,56,Back,5602442161,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099155,118,1,1,10,0,cftj6g399tknheudaxsdpfdgb,1,15.7,45.2,2025-03-28T18:13:55.564Z,2025-03-28T18:13:56Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5602442599,56,Back,5602442603,141,63.9,5602442607,213,1.59,5602442605,212,12.7,5602442601,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099243,119,1,1,10,2,cftj6g399tknheudaxsdpfdgb,1,15.5,63.9,2025-03-28T18:13:56.764Z,2025-03-28T18:14:04Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602443073,56,Back,5602443081,213,4.38,5602443075,140,10.5,5602443077,141,41.2,5602443079,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099287,120,1,1,10,9,cftj6g399tknheudaxsdpfdgb,1,17.6,42.8,2025-03-28T18:14:04.572Z,2025-03-28T18:14:08Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5602443323,140,21.3,5602443321,56,Back,5602443327,212,10.4,5602443325,141,57.0,5602443329,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099297,121,1,1,10,13,cftj6g399tknheudaxsdpfdgb,0,21.1,43.1,2025-03-28T18:14:08.028Z,2025-03-28T18:14:08Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602443381,140,42.8,5602443385,212,22.8,5602443387,213,6.24,5602443383,141,41.8,5602443379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099307,91,61,1,10,14,36g6ifzjliec1jqnbtf7yesme,0,58.0,54.5,2025-03-28T18:14:08.807Z,2025-03-28T21:26:03Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602443423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099335,122,61,1,10,15,cftj6g399tknheudaxsdpfdgb,1,30.8,38.0,2025-03-28T18:14:10.588Z,2025-03-28T21:26:14Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5602443533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099363,123,1,1,10,16,cftj6g399tknheudaxsdpfdgb,1,31.2,39.9,2025-03-28T18:14:11.564Z,2025-03-28T21:26:20Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602443697,140,27.5,5602443701,141,57.0,5602443691,56,Back,5602443705,212,12.3,5602443707,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099397,124,1,1,10,19,cftj6g399tknheudaxsdpfdgb,1,29.1,73.8,2025-03-28T18:14:14.244Z,2025-03-28T21:26:21Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602443925,1,,5602443919,141,92.1,5602443923,213,0.31,5602443915,56,Left,5602443917,140,66.6,5602443921,212,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099401,125,1,1,10,23,cftj6g399tknheudaxsdpfdgb,0,70.8,92.6,2025-03-28T18:14:18.227Z,2025-03-28T21:26:36Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602443939,212,7.3,5602443943,213,6.12,5602443935,140,77.7,5602443937,141,90.9,5602443933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099399,92,8,1,10,24,36g6ifzjliec1jqnbtf7yesme,1,35.3,25.6,2025-03-28T18:14:19.407Z,2025-03-28T21:26:39Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602443931,56,Back,5603427649,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099411,93,5,1,10,25,36g6ifzjliec1jqnbtf7yesme,0,31.6,-1.2,2025-03-28T18:14:20.333Z,2025-03-28T19:04:30Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602444003,347,,5602444267,233,126,5602444001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099453,126,5,1,10,25,cftj6g399tknheudaxsdpfdgb,1,68.4,101.2,2025-03-28T18:14:20.333Z,2025-03-28T19:04:29Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602444239,233,93,5602444205,56,Left,5602444207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099543,127,1,1,10,31,cftj6g399tknheudaxsdpfdgb,1,75.5,100.0,2025-03-28T18:14:26.700Z,2025-03-28T18:14:30Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602444639,212,20.6,5602444637,141,86.3,5602444635,140,58.7,5602444631,107,,5602444641,213,3.69,5602444633,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099573,128,1,1,10,35,cftj6g399tknheudaxsdpfdgb,1,57.4,81.7,2025-03-28T18:14:30.156Z,2025-03-28T18:14:32Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602444763,141,64.6,5602444765,212,16.8,5602444767,213,3.91,5602444759,56,Back,5602444761,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099591,129,1,1,10,37,cftj6g399tknheudaxsdpfdgb,1,45.9,64.6,2025-03-28T18:14:32.300Z,2025-03-28T18:14:34Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602444871,140,56.9,5602444869,56,Center,5602444873,141,76.0,5602444877,213,0.59,5602444875,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099603,130,1,1,10,39,cftj6g399tknheudaxsdpfdgb,1,56.9,76.0,2025-03-28T18:14:34.443Z,2025-03-28T18:14:35Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602444939,141,62.4,5602444941,212,14.4,5602444937,140,67.4,5602444943,213,5.59,5602444935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099619,131,1,1,10,40,cftj6g399tknheudaxsdpfdgb,0,67.4,62.4,2025-03-28T18:14:35.468Z,2025-03-28T18:14:37Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602444993,212,25.6,5602444995,213,0.71,5602444987,56,Left,5602444989,140,85.9,5602444991,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099657,94,12,1,10,43,36g6ifzjliec1jqnbtf7yesme,1,14.5,12.7,2025-03-28T18:14:38.284Z,2025-03-28T21:27:16Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602445179,212,17.1,5603429617,167,,5602445173,56,Back,5602445181,213,5.70,5602445177,141,0.0,5602445175,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099659,95,5,1,10,44,36g6ifzjliec1jqnbtf7yesme,0,22.0,-1.5,2025-03-28T18:14:39.117Z,2025-03-28T19:04:30Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602445487,233,132,5602445185,56,Back,5602445187,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099715,132,5,1,10,44,cftj6g399tknheudaxsdpfdgb,1,78.0,101.5,2025-03-28T18:14:39.117Z,2025-03-28T19:04:30Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5602445479,233,95,5602445477,347,,5602445475,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099747,133,1,1,10,51,cftj6g399tknheudaxsdpfdgb,1,87.0,100.0,2025-03-28T18:14:46.491Z,2025-03-28T18:14:49Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602445621,140,72.2,5602445617,107,,5602445619,56,Left,5602445623,141,90.8,5602445627,213,3.60,5602445625,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099777,134,1,1,10,54,cftj6g399tknheudaxsdpfdgb,1,70.5,89.1,2025-03-28T18:14:49.516Z,2025-03-28T18:14:52Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602445795,213,3.84,5602445787,56,Center,5602445789,140,51.0,5602445793,212,26.7,5602445791,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099821,135,1,1,10,57,cftj6g399tknheudaxsdpfdgb,1,51.0,63.9,2025-03-28T18:14:52.684Z,2025-03-28T18:14:57Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602445955,56,Right,5602445957,140,58.7,5602445965,1,,5602445959,141,5.2,5602445961,212,40.7,5602445953,155,,5602445963,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099845,136,1,1,11,1,cftj6g399tknheudaxsdpfdgb,1,58.7,5.2,2025-03-28T18:14:55.988Z,2025-03-28T21:27:32Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5602446105,213,6.19,5602446101,141,3.4,5602446099,140,70.9,5602446103,212,12.9,5602446097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099849,137,61,1,11,2,cftj6g399tknheudaxsdpfdgb,0,70.9,3.4,2025-03-28T18:14:57.268Z,2025-03-28T21:27:31Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602446115,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099887,96,3,1,11,3,36g6ifzjliec1jqnbtf7yesme,0,32.2,87.8,2025-03-28T18:14:58.706Z,2025-03-28T21:30:04Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602446613,233,138,5602446303,285,,5603437877,464,,5602446301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099933,138,7,1,11,3,cftj6g399tknheudaxsdpfdgb,1,67.8,12.2,2025-03-28T18:14:58.707Z,2025-03-28T21:30:17Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602446585,233,96,5602446547,56,Right,5602446549,286,,5603438673,383,,5603438675,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099935,139,61,1,11,8,cftj6g399tknheudaxsdpfdgb,0,70.6,11.3,2025-03-28T18:15:03.076Z,2025-03-28T21:30:19Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602446555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099979,98,1,1,11,11,36g6ifzjliec1jqnbtf7yesme,1,31.7,76.2,2025-03-28T18:15:06.351Z,2025-03-28T18:15:07Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5602446803,141,55.5,5602446807,213,4.93,5602446805,212,14.4,5602446799,56,Back,5602446801,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100023,99,1,1,11,12,36g6ifzjliec1jqnbtf7yesme,1,34.8,55.2,2025-03-28T18:15:07.407Z,2025-03-28T18:15:10Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5602447045,140,33.9,5602447047,141,65.6,5602447051,213,1.70,5602447049,212,7.1,5602447043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100073,100,1,1,11,15,36g6ifzjliec1jqnbtf7yesme,1,34.8,65.9,2025-03-28T18:15:10.143Z,2025-03-28T18:15:13Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602447277,56,Back,5602447281,141,58.8,5602447283,212,8.7,5602447279,140,41.7,5602447285,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100077,101,4,1,11,16,36g6ifzjliec1jqnbtf7yesme,1,41.0,59.0,2025-03-28T18:15:10.923Z,2025-03-28T18:15:41Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5602447417,13,,5602447421,56,Back,5602447423,152,,5602447419,294,,5602447449,233,140,5602447425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100069,140,4,1,11,16,cftj6g399tknheudaxsdpfdgb,0,59.0,41.0,2025-03-28T18:15:10.924Z,2025-03-28T18:15:41Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602447327,56,Center,5602448837,294,,5602447325,13,,5602448897,233,101,5602447333,285,,5602447329,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100147,102,1,1,11,24,36g6ifzjliec1jqnbtf7yesme,1,41.4,59.3,2025-03-28T18:15:19.087Z,2025-03-28T18:15:21Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5602447653,5,,5602447661,141,46.3,5602447663,212,13.1,5602447655,152,,5602447657,56,Back,5602447665,213,3.88,5602447659,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100181,103,1,1,11,26,36g6ifzjliec1jqnbtf7yesme,1,32.2,46.3,2025-03-28T18:15:20.928Z,2025-03-28T18:15:24Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5602447847,140,48.5,5602447853,213,5.44,5602447845,56,Back,5602447849,141,18.1,5602447851,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100339,104,1,1,11,29,36g6ifzjliec1jqnbtf7yesme,1,54.5,18.4,2025-03-28T18:15:24.303Z,2025-03-28T18:15:34Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5602448547,212,41.5,5602448553,1,,5602448551,213,6.26,5602448539,56,Right,5602448543,141,17.2,5602448541,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100349,105,1,1,11,38,36g6ifzjliec1jqnbtf7yesme,0,95.0,22.6,2025-03-28T18:15:33.343Z,2025-03-28T21:31:10Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5602448589,2,,5602448597,141,26.9,5602448595,140,93.8,5602448637,236,,5602448601,213,1.98,5602448643,286,,5603441243,20,,5602448599,212,3.2,5603441241,224,,5602448591,155,,5602448593,56,Center,5602448639,233,141,,,,,,,,,,,,,,,,,,,,
2792100335,141,12,1,11,38,cftj6g399tknheudaxsdpfdgb,1,6.8,76.1,2025-03-28T18:15:33.443Z,2025-03-28T21:43:35Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602448535,185,,5602448537,56,Back,5602448693,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100375,106,6,1,11,40,36g6ifzjliec1jqnbtf7yesme,1,93.4,25.0,2025-03-28T18:15:34.861Z,2025-03-28T18:42:19Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5602448713,75,,5602448727,233,142,5602448711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100343,142,6,1,11,40,cftj6g399tknheudaxsdpfdgb,0,6.6,75.0,2025-03-28T18:15:34.861Z,2025-03-28T21:31:13Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602448775,233,106,5602448613,56,Back,5602448615,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100803,107,1,1,12,11,36g6ifzjliec1jqnbtf7yesme,0,99.5,0.5,2025-03-28T18:16:06.519Z,2025-03-28T21:31:18Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5602450993,2,,5603441733,72,,5602451007,212,32.2,5602451005,141,47.6,5602451009,213,1.68,5602450997,155,,5602450995,6,,5602451003,140,96.1,5602451011,1,,5602451001,56,Center,5602450999,223,,,,,,,,,,,,,,,,,,,,,,,,
2792100831,143,12,1,12,15,cftj6g399tknheudaxsdpfdgb,1,5.4,56.3,2025-03-28T18:16:10.579Z,2025-03-28T21:31:25Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602451225,15,,5602451201,140,27.8,5602451203,141,86.5,5602451207,213,0.72,5602451205,212,31.2,5602451199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100855,108,44,1,12,18,36g6ifzjliec1jqnbtf7yesme,1,76.1,21.2,2025-03-28T18:16:13.669Z,2025-03-28T19:04:06Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5602451525,233,144,5602451321,56,Center,5602451323,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100885,144,44,1,12,18,cftj6g399tknheudaxsdpfdgb,0,23.9,78.8,2025-03-28T18:16:13.670Z,2025-03-28T19:01:36Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602451511,285,,5602451509,56,Back,5602451517,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792110065,252,61,1,12,19,36g6ifzjliec1jqnbtf7yesme,0,74.6,13.0,2025-03-28T18:16:13.955Z,2025-03-28T18:34:20Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5602503527,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100887,145,4,1,12,22,cftj6g399tknheudaxsdpfdgb,1,29.1,79.9,2025-03-28T18:16:17.292Z,2025-03-28T18:16:29Z,195o7hchielt14ic49r3k06sq,Serginho,,,5602451665,56,Back,5602451667,152,,5602451663,295,,5602451831,233,109,5602451661,13,,5602451669,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100923,109,4,1,12,22,36g6ifzjliec1jqnbtf7yesme,0,70.9,20.1,2025-03-28T18:16:17.293Z,2025-03-28T18:16:29Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5602451799,152,,5602452353,295,,5602451839,233,145,5602451797,56,Right,5602451795,13,,5602452129,55,110,5602451805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100959,110,17,1,12,25,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-28T18:16:20.511Z,2025-03-28T21:31:37Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5602452107,31,,5602452115,13,243,5602452119,55,109,5602452111,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101191,146,1,1,12,52,cftj6g399tknheudaxsdpfdgb,1,36.4,86.9,2025-03-28T18:16:47.211Z,2025-03-28T18:16:48Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5602453327,5,,5602453339,213,3.93,5602453335,141,69.9,5602453337,212,16.3,5602453329,152,,5602453331,56,Back,5602453333,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101211,147,1,1,12,53,cftj6g399tknheudaxsdpfdgb,1,25.4,69.7,2025-03-28T18:16:48.539Z,2025-03-28T18:16:51Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602453483,213,5.12,5602453479,141,36.3,5602453481,212,24.8,5602453477,140,34.8,5602453475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101293,148,1,1,12,59,cftj6g399tknheudaxsdpfdgb,1,47.7,37.3,2025-03-28T18:16:53.882Z,2025-03-28T18:16:58Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602453909,141,62.0,5602453911,212,16.8,5602453913,213,1.60,5602453907,140,47.2,5602453905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101349,149,1,1,13,3,cftj6g399tknheudaxsdpfdgb,1,47.2,62.0,2025-03-28T18:16:58.331Z,2025-03-28T18:17:00Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5602454139,141,40.6,5602454141,212,15.0,5602454135,56,Back,5602454143,213,4.48,5602454137,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101377,150,1,1,13,6,cftj6g399tknheudaxsdpfdgb,1,43.9,40.6,2025-03-28T18:17:00.763Z,2025-03-28T18:17:02Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602454259,56,Center,5602454267,212,15.0,5602454271,213,0.49,5602454263,141,50.9,5602454261,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101455,151,1,1,13,7,cftj6g399tknheudaxsdpfdgb,1,56.5,50.9,2025-03-28T18:17:02.107Z,2025-03-28T18:17:09Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5602454661,140,45.4,5602454663,141,39.2,5602454667,213,3.74,5602454659,56,Back,5602454665,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101465,152,1,1,13,14,cftj6g399tknheudaxsdpfdgb,1,58.2,30.3,2025-03-28T18:17:09.020Z,2025-03-28T18:17:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5602454743,140,67.4,5602454741,56,Center,5602454753,213,6.03,5602454747,141,26.7,5602454751,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101475,153,50,1,13,15,cftj6g399tknheudaxsdpfdgb,1,66.8,26.0,2025-03-28T18:17:10.220Z,2025-03-28T18:57:25Z,c9kn2pfftaimeqknbu9p8neok,Y. Njoh,,,5602454825,286,,5602454823,56,Center,5602454973,233,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101501,111,7,1,13,15,36g6ifzjliec1jqnbtf7yesme,0,33.2,74.0,2025-03-28T18:17:10.221Z,2025-03-28T21:33:16Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5603447971,385,,5602454963,233,153,5603447973,389,,5602454925,285,,5602454923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
