id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2789364933,164,1,1,15,24,59as3grjvj19voay31j3yfgni,1,44.1,70.3,2025-03-16T16:15:35.041Z,2025-03-16T22:37:46Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587292941,212,21.7,5587292933,56,Left,5587292939,141,93.9,5587292943,213,0.83,5587292937,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364951,165,1,1,15,28,59as3grjvj19voay31j3yfgni,0,61.3,93.9,2025-03-16T16:15:38.577Z,2025-03-16T22:37:45Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5587293011,140,72.1,5587293021,213,0.42,5587293017,212,12.4,5587293007,56,Left,5587293013,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365473,134,5,1,15,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.4,-1.1,2025-03-16T16:15:39.311Z,2025-03-16T22:39:27Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5587295797,347,,5587295861,233,166,5587295793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789364963,166,5,1,15,29,59as3grjvj19voay31j3yfgni,0,69.6,101.1,2025-03-16T16:15:39.311Z,2025-03-16T22:37:45Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5587295867,233,134,5587293071,347,,5587293069,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365551,135,1,1,15,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.6,0.0,2025-03-16T16:16:04.049Z,2025-03-16T22:39:27Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5587296183,141,20.9,5587296189,1,,5587296177,107,,5587296181,140,57.8,5587296185,212,28.7,5587296179,56,Right,5587296187,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365581,136,44,1,15,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.0,20.1,2025-03-16T16:16:06.929Z,2025-03-16T22:39:27Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587296337,56,Right,5587296339,286,,5587296351,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365549,169,44,1,15,56,59as3grjvj19voay31j3yfgni,0,44.0,79.9,2025-03-16T16:16:06.930Z,2025-03-16T22:37:45Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587296407,233,136,5587296175,285,,5587296173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365651,137,1,1,15,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.9,20.6,2025-03-16T16:16:07.593Z,2025-03-16T23:06:31Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587296783,213,5.35,5587296775,56,Right,5587296777,140,63.1,5587296781,212,9.2,5587296773,168,,5587296779,141,9.8,5587296771,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365655,138,1,1,15,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,63.1,9.8,2025-03-16T16:16:10.025Z,2025-03-16T22:39:26Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587296797,56,Right,5587296803,212,5.4,5587296805,213,1.25,5587296799,140,64.7,5587296801,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365811,170,12,1,16,0,59as3grjvj19voay31j3yfgni,1,35.8,73.5,2025-03-16T16:16:10.354Z,2025-03-16T22:37:44Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587297639,140,51.3,5587297635,56,Center,5587297643,212,16.3,5587297645,213,0.01,5587297641,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365821,139,1,1,16,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,51.6,25.9,2025-03-16T16:16:12.210Z,2025-03-16T23:06:46Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5587297709,140,76.1,5587297703,155,,5587297717,1,,5587297715,213,1.03,5587297711,141,89.1,5587297705,196,,5587297707,56,Left,5587297713,212,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789365875,172,1,1,16,8,59as3grjvj19voay31j3yfgni,1,23.5,12.8,2025-03-16T16:16:18.594Z,2025-03-16T22:37:44Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5587298011,140,16.9,5587298021,213,2.05,5587298009,56,Back,5587298017,212,14.9,5587298013,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366017,173,1,1,16,11,59as3grjvj19voay31j3yfgni,1,20.1,36.0,2025-03-16T16:16:21.154Z,2025-03-16T22:37:44Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587298863,140,16.7,5587298859,56,Back,5587298875,213,1.73,5587298873,212,22.2,5587298867,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366063,174,1,1,16,17,59as3grjvj19voay31j3yfgni,1,23.0,68.4,2025-03-16T16:16:27.299Z,2025-03-16T22:37:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587299169,213,4.70,5587299163,140,22.6,5587299165,141,32.7,5587299161,56,Back,5587299167,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366231,175,1,1,16,20,59as3grjvj19voay31j3yfgni,1,26.0,33.7,2025-03-16T16:16:30.931Z,2025-03-16T22:37:43Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587300035,141,72.4,5587300039,213,1.41,5587300033,140,30.0,5587300037,212,26.6,5587300031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366247,176,1,1,16,28,59as3grjvj19voay31j3yfgni,1,44.3,70.2,2025-03-16T16:16:38.547Z,2025-03-16T22:37:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587300145,56,Center,5587300147,140,60.9,5587300149,141,65.1,5587300151,212,17.8,5587300153,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366269,177,1,1,16,29,59as3grjvj19voay31j3yfgni,1,60.9,65.1,2025-03-16T16:16:39.651Z,2025-03-16T22:37:43Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587300261,212,16.9,5587300257,141,89.9,5587300309,156,,5587300253,56,Left,5587300255,140,60.7,5587300263,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366411,178,1,1,16,35,59as3grjvj19voay31j3yfgni,1,64.4,82.3,2025-03-16T16:16:45.267Z,2025-03-16T22:37:43Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587301043,212,28.8,5587301039,141,45.8,5587301027,155,,5587301031,56,Center,5587301045,213,5.24,5587301035,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366423,179,44,1,16,37,59as3grjvj19voay31j3yfgni,1,77.2,50.5,2025-03-16T16:16:47.524Z,2025-03-16T22:37:42Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587301091,56,Center,5587301093,286,,5587301205,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366435,141,44,1,16,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,22.8,49.5,2025-03-16T16:16:47.525Z,2025-03-16T22:39:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587301179,56,Back,5587301223,233,179,5587301181,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366449,180,1,1,16,37,59as3grjvj19voay31j3yfgni,0,78.3,45.8,2025-03-16T16:16:47.972Z,2025-03-16T22:37:42Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587301275,213,0.66,5587301265,3,,5587301267,56,Center,5587301273,212,14.4,5587301269,140,89.1,5587301271,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366803,144,61,1,16,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.6,53.1,2025-03-16T16:16:48.610Z,2025-03-16T22:39:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587303285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366457,181,50,1,16,39,59as3grjvj19voay31j3yfgni,1,90.6,57.8,2025-03-16T16:16:49.773Z,2025-03-16T22:37:42Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587301319,286,,5587301499,233,142,5587301317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366473,142,7,1,16,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.4,42.2,2025-03-16T16:16:49.774Z,2025-03-16T23:07:51Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5589178617,178,,5587301417,285,,5587301443,233,181,5589178615,385,,5587301413,167,,5587301415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366475,143,6,1,16,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.4,42.7,2025-03-16T16:16:50.677Z,2025-03-16T23:08:41Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587301701,73,,5587301699,56,Back,5587301745,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789366463,182,6,1,16,40,59as3grjvj19voay31j3yfgni,1,91.6,57.3,2025-03-16T16:16:50.677Z,2025-03-16T22:37:42Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587301737,233,143,5587301401,73,,5587301399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789367003,183,1,1,17,2,59as3grjvj19voay31j3yfgni,1,99.5,99.5,2025-03-16T16:17:12.789Z,2025-03-16T23:07:59Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,1.0,,5587304315,56,Center,5587304323,213,4.54,5587304309,6,,5587304313,223,,5587304325,1,,5587304307,2,,5587309031,154,,5587309029,210,16,5587304317,140,5587304321,212,32.3,5589178907,20,,5587304319,141,52.7,5587309033,25,5587304311,155,,,,,,,,,,,,,,94.3,,,,,,,
2789367225,185,44,1,17,4,59as3grjvj19voay31j3yfgni,1,95.0,54.4,2025-03-16T16:17:14.133Z,2025-03-16T22:37:41Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587305563,286,,5587305561,56,Center,5587305945,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789367221,145,44,1,17,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.0,45.6,2025-03-16T16:17:14.134Z,2025-03-16T22:39:24Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5587305547,56,Back,5587306113,233,185,5587305549,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789367009,184,16,1,17,5,59as3grjvj19voay31j3yfgni,1,94.5,55.2,2025-03-16T16:17:15.980Z,2025-03-16T23:09:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5587309115,29,,5587309123,102,47.7,5587308093,328,,5589181507,395,98.9,5587309113,80,,5587309125,103,6.3,5589181509,396,51.8,5587309129,231,52.7,5587309117,154,5587309119,55,183,5587309127,230,99.3,5587308097,374,2025-03-16 16:17:15.574,5587308087,25,5587308089,15,,5587304351,16,,5587308107,375,5587304353,56,,,,,,,,17:05.443,Center,,,,
2789368521,146,1,1,18,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.8,50.0,2025-03-16T16:18:29.297Z,2025-03-16T22:39:24Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587312609,141,54.0,5587320731,189,,5587312615,279,G,5587312611,212,21.0,5587312605,56,Back,5587312607,140,30.0,5587312613,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368543,147,1,1,18,20,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.7,52.5,2025-03-16T16:18:30.745Z,2025-03-16T23:10:01Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587312763,141,14.0,5587312765,212,27.2,5587312759,56,Back,5587312767,213,4.99,5587312757,155,,5587312761,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368545,186,1,1,18,21,59as3grjvj19voay31j3yfgni,0,61.1,79.4,2025-03-16T16:18:31.782Z,2025-03-16T22:37:40Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587312775,141,100.0,5587312777,212,24.1,5587312773,140,79.3,5587312779,213,0.66,5587312769,3,,5587312771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369045,148,5,1,18,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.4,-1.3,2025-03-16T16:18:32.657Z,2025-03-16T22:39:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5587321861,233,187,5587315363,347,,5587315361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789368553,187,5,1,18,22,59as3grjvj19voay31j3yfgni,0,77.6,101.3,2025-03-16T16:18:32.657Z,2025-03-16T22:37:40Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587321971,233,148,5587312821,347,,5587312817,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518281,886,1,1,18,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,23.4,0.0,2025-03-16T16:18:51.131Z,2025-03-16T22:39:23Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5588126673,107,,5588126679,141,12.1,5588126685,213,0.40,5588126677,140,43.4,5588126681,212,22.8,5588126675,56,Back,5588126689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369123,188,4,1,18,45,59as3grjvj19voay31j3yfgni,1,62.0,83.2,2025-03-16T16:18:55.704Z,2025-03-16T22:37:39Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5587315971,286,,5587315961,294,,5587315963,56,Left,5587315959,13,,5587317551,233,150,5587315967,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369355,150,4,1,18,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.0,16.8,2025-03-16T16:18:55.705Z,2025-03-16T22:39:23Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5587317269,56,Back,5587317677,233,188,5588129105,294,,5587317271,152,,5587317275,285,,5587317267,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369313,189,43,1,18,46,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T16:18:56.943Z,2025-03-16T16:20:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5587316913,140,71.1,5587316919,213,0.38,5587316911,56,Left,5587323791,144,1,5587316915,141,82.3,5587316909,3,0,5587316917,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369499,190,43,1,18,47,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T16:18:57.956Z,2025-03-16T16:19:43Z,,,,,5587318193,233,151,5587317947,41,Injury,5587321397,144,27,5587317949,53,486907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369529,151,43,1,19,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T16:19:12.956Z,2025-03-16T16:19:43Z,,,,,5587321489,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789369535,191,43,1,19,6,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T16:19:16.644Z,2025-03-16T16:19:44Z,,,,,5587318149,55,190,5587321653,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370107,152,43,1,19,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-16T16:19:40.865Z,2025-03-16T16:19:42Z,,,,,5587321177,55,151,5587321323,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370285,192,1,1,19,35,59as3grjvj19voay31j3yfgni,0,65.6,80.5,2025-03-16T16:19:46.009Z,2025-03-16T22:37:39Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587322077,213,5.40,5587322067,152,,5587322075,212,35.6,5587322065,155,,5587322071,140,87.1,5587322073,141,40.1,5587322079,1,,5587322069,56,Center,5587322063,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370393,153,12,1,19,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.9,55.2,2025-03-16T16:19:47.784Z,2025-03-16T23:11:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5587322639,15,,5587322617,213,0.49,5587322611,140,24.8,5587322609,56,Back,5587322615,212,13.0,5587322613,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370439,193,1,1,19,40,59as3grjvj19voay31j3yfgni,1,71.6,41.9,2025-03-16T16:19:50.184Z,2025-03-16T22:37:39Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5587322847,56,Center,5587322853,212,20.7,5587322849,140,52.0,5587322851,141,39.2,5587322857,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370539,194,1,1,19,43,59as3grjvj19voay31j3yfgni,1,57.5,37.3,2025-03-16T16:19:53.256Z,2025-03-16T22:37:39Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587323411,140,76.3,5587323407,155,,5587323413,141,89.3,5587323409,56,Left,5587323421,1,,5587323417,213,1.06,5587323415,212,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370545,195,50,1,19,46,59as3grjvj19voay31j3yfgni,1,75.8,88.5,2025-03-16T16:19:56.792Z,2025-03-16T22:37:38Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587323695,233,154,5587323475,286,,5587323473,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370577,154,7,1,19,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.2,11.5,2025-03-16T16:19:56.793Z,2025-03-16T23:11:35Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587323689,233,195,5589186879,178,,5587323641,56,Back,5589186877,383,,5587323643,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370793,156,1,1,19,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.2,10.9,2025-03-16T16:20:04.752Z,2025-03-16T22:39:22Z,d1j2a0az2datf1l2efdzne7vu,E. Mahmoud,,,5587324865,213,3.53,5587324863,212,5.3,5587324859,140,60.5,5587324857,56,Right,5587324861,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370877,157,1,1,19,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.6,7.9,2025-03-16T16:20:08.064Z,2025-03-16T22:39:22Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5587325365,212,12.5,5587325367,213,2.84,5587325359,56,Back,5587325363,141,13.4,5587325361,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370871,196,43,1,20,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-16T16:20:10.882Z,2025-03-16T23:12:17Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5589188477,144,83,5587325885,399,2mawaijd9czgtd5jh9myk434l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370951,158,1,1,20,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.8,18.2,2025-03-16T16:20:12.016Z,2025-03-16T22:39:21Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5587325759,56,Back,5587325763,141,26.4,5587325761,140,47.9,5587325765,212,6.0,5587325767,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370959,159,50,1,20,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.3,27.3,2025-03-16T16:20:14.145Z,2025-03-16T23:12:29Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5587325807,56,Back,5587325873,233,197,5587325809,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370967,197,7,1,20,4,59as3grjvj19voay31j3yfgni,1,54.7,72.7,2025-03-16T16:20:14.146Z,2025-03-16T23:12:27Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5589188973,178,,5587325829,56,Center,5589188971,384,,5587325853,233,159,5587325831,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789370993,198,1,1,20,5,59as3grjvj19voay31j3yfgni,1,65.6,73.9,2025-03-16T16:20:15.881Z,2025-03-16T22:37:38Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587325969,140,53.5,5587325975,213,2.86,5587325973,212,13.2,5587325967,56,Left,5587325971,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371017,200,1,1,20,7,59as3grjvj19voay31j3yfgni,1,53.5,79.3,2025-03-16T16:20:17.240Z,2025-03-16T22:37:37Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587326115,212,6.5,5587326109,56,Center,5587326117,213,5.68,5587326113,141,73.9,5587326111,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371075,201,1,1,20,8,59as3grjvj19voay31j3yfgni,1,58.7,73.8,2025-03-16T16:20:18.393Z,2025-03-16T22:37:37Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587326489,213,1.56,5587326485,141,92.3,5587326483,140,58.8,5587326481,56,Left,5587326487,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371093,202,1,1,20,11,59as3grjvj19voay31j3yfgni,1,58.9,94.5,2025-03-16T16:20:21.401Z,2025-03-16T22:37:36Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5587326589,140,66.8,5587326597,212,8.4,5587326599,213,6.15,5587326593,141,92.9,5587326585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371109,203,1,1,20,12,59as3grjvj19voay31j3yfgni,1,66.8,92.9,2025-03-16T16:20:22.745Z,2025-03-16T23:12:48Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587326697,141,83.9,5589189671,156,,5587326699,212,6.5,5587326701,213,4.38,5587326695,140,64.8,5587326693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371137,204,1,1,20,13,59as3grjvj19voay31j3yfgni,1,64.8,83.9,2025-03-16T16:20:23.577Z,2025-03-16T22:37:36Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5587326863,141,85.6,5587326861,140,70.1,5587326865,212,5.7,5587326857,56,Left,5587326867,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371155,205,1,1,20,14,59as3grjvj19voay31j3yfgni,1,70.3,85.1,2025-03-16T16:20:24.985Z,2025-03-16T22:37:36Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5587326929,141,69.9,5587326931,212,10.4,5587326925,56,Center,5587326927,140,71.3,5587326933,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371169,206,1,1,20,15,59as3grjvj19voay31j3yfgni,0,71.3,69.9,2025-03-16T16:20:25.689Z,2025-03-16T22:37:35Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5587327017,212,8.5,5587327011,56,Center,5587327013,140,79.1,5587327019,213,0.29,5587327015,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371243,161,1,1,20,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.6,22.9,2025-03-16T16:20:27.528Z,2025-03-16T23:16:05Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5587327381,140,43.6,5587327387,141,20.3,5587327391,212,8.6,5587327395,213,6.08,5587327375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789371231,207,8,1,20,18,59as3grjvj19voay31j3yfgni,1,65.0,73.8,2025-03-16T16:20:28.329Z,2025-03-16T23:15:53Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5589196153,385,,5587327313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
