id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2736343091,207,44,1,21,47,anga7587r1zv4ey71ge9zxol3,1,91.0,51.9,2024-10-20T12:23:10.524Z,2024-10-20T12:48:42Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298553129,286,,5298553167,233,232,5298553127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343085,232,44,1,21,47,cftj6g399tknheudaxsdpfdgb,0,9.0,48.1,2024-10-20T12:23:10.525Z,2024-10-20T12:48:43Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298553205,233,207,5298553115,285,,5298553113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343095,208,15,1,21,47,anga7587r1zv4ey71ge9zxol3,1,93.8,48.5,2024-10-20T12:23:10.973Z,2024-10-20T12:23:19Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298553683,154,,5298553681,29,,5298553691,103,31.6,5298553399,328,,5298553693,146,98.6,5298553157,17,,5298553769,233,233,5298553685,55,206,5298553689,102,51.4,5298553155,22,,5298553391,15,5298553159,56,5298553679,79,5298553695,147,50.4,,,,,,Center,,,,,,,,
2736343111,233,10,1,21,47,cftj6g399tknheudaxsdpfdgb,1,2.3,49.5,2024-10-20T12:23:11.073Z,2024-10-20T12:23:20Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298553269,182,,5298553805,233,208,5298553263,173,,5298553271,56,Back,5298553729,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343113,209,6,1,21,49,anga7587r1zv4ey71ge9zxol3,1,96.6,50.8,2024-10-20T12:23:12.283Z,2024-10-20T12:25:18Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298553285,56,Center,5298553287,73,,5298553421,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343129,234,6,1,21,49,cftj6g399tknheudaxsdpfdgb,0,3.4,49.2,2024-10-20T12:23:12.283Z,2024-10-20T12:25:18Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298553427,233,209,5298553413,56,Back,5298553415,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343571,210,1,1,22,23,anga7587r1zv4ey71ge9zxol3,1,99.5,99.5,2024-10-20T12:23:46.236Z,2024-10-20T12:23:50Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298555849,140,92.1,5298555845,6,,5298555851,141,74.2,5298555855,213,4.29,5298555853,212,18.9,5298555847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343597,211,1,1,22,24,anga7587r1zv4ey71ge9zxol3,1,92.1,74.2,2024-10-20T12:23:47.676Z,2024-10-20T12:23:49Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5298555951,213,2.40,5298555947,141,84.2,5298555949,212,10.0,5298555945,140,85.1,5298555943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343611,212,1,1,22,26,anga7587r1zv4ey71ge9zxol3,1,85.1,84.1,2024-10-20T12:23:49.229Z,2024-10-20T12:24:00Z,8ydi45wh0naevno6aos78vi09,L. Klassen,1.0,5298556705,210,13,5298555997,212,21.7,5298555989,155,,5298555995,141,53.1,5298556707,154,,5298555993,140,90.1,5298555999,213,4.96,5298555987,2,,5298555991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343641,213,13,1,22,28,anga7587r1zv4ey71ge9zxol3,1,90.1,53.1,2024-10-20T12:23:51.468Z,2024-10-20T12:24:01Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298556761,102,51.4,5298556753,154,,5298556763,103,59.7,5298556163,56,Center,5298556749,29,,5298556561,15,,5298556161,17,,5298556765,230,98.2,5298556569,328,,5298556559,25,,5298556757,55,5298556743,85,5298556767,231,,,,,,,,,,51.3,212,,,,,,
2736343649,214,5,1,22,29,anga7587r1zv4ey71ge9zxol3,0,101.2,53.6,2024-10-20T12:23:52.159Z,2024-10-20T12:25:17Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5298557299,233,235,5298556201,346,,5298556199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343833,235,5,1,22,29,cftj6g399tknheudaxsdpfdgb,1,-1.2,46.4,2024-10-20T12:23:52.159Z,2024-10-20T12:25:17Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298557227,56,Back,5298557295,233,214,5298557229,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343919,236,1,1,22,51,cftj6g399tknheudaxsdpfdgb,0,4.1,47.1,2024-10-20T12:24:14.456Z,2024-10-20T12:24:15Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298557761,212,39.6,5298557759,141,71.4,5298557763,213,0.43,5298557765,1,,5298557755,56,Back,5298557795,189,,5298557753,124,,5298557767,74,,5298557757,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344005,216,61,1,22,52,anga7587r1zv4ey71ge9zxol3,1,67.4,16.7,2024-10-20T12:24:16Z,2024-10-20T12:24:27Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5298558233,56,Right,5298558363,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343961,237,4,1,22,54,cftj6g399tknheudaxsdpfdgb,1,20.4,72.6,2024-10-20T12:24:17.837Z,2024-10-20T12:48:15Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5298558031,152,,5298558025,13,,5298558035,285,,5298558029,56,Back,5298558033,265,,5298558041,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736343947,215,4,1,22,54,anga7587r1zv4ey71ge9zxol3,0,79.6,27.4,2024-10-20T12:24:17.838Z,2024-10-20T12:24:22Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298557987,286,,5298557979,13,,5298557983,152,,5298557985,265,,5298557981,56,Center,5298558055,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344279,238,1,1,23,20,cftj6g399tknheudaxsdpfdgb,1,28.6,50.4,2024-10-20T12:24:44.104Z,2024-10-20T12:24:46Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298559869,213,3.90,5298559861,56,Back,5298559859,152,,5298559863,140,21.4,5298559865,141,39.9,5298559867,212,10.4,5298559857,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344347,239,1,1,23,23,cftj6g399tknheudaxsdpfdgb,1,21.3,39.5,2024-10-20T12:24:46.736Z,2024-10-20T12:24:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298560137,141,54.3,5298560141,213,2.45,5298560133,56,Back,5298560135,140,9.8,5298560139,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344391,240,1,1,23,27,cftj6g399tknheudaxsdpfdgb,1,9.5,54.3,2024-10-20T12:24:50.456Z,2024-10-20T12:24:53Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5298560391,213,4.81,5298560387,141,33.0,5298560389,212,14.5,5298560385,140,10.8,5298560383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344497,241,1,1,23,30,cftj6g399tknheudaxsdpfdgb,1,12.0,20.6,2024-10-20T12:24:53.632Z,2024-10-20T12:25:00Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298560977,213,5.13,5298560975,212,9.8,5298560973,141,7.4,5298560969,56,Back,5298560971,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344479,217,43,1,23,36,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-20T12:24:59.807Z,2024-10-20T12:25:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298561167,144,83,5298561031,399,vrzye4jqrafujmjw3wakjpxw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344501,242,4,1,23,37,cftj6g399tknheudaxsdpfdgb,1,43.1,12.0,2024-10-20T12:25:00.841Z,2024-10-20T12:25:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5298561025,152,,5298561027,265,,5298561023,56,Back,5298561101,233,218,5298561029,286,,5298561021,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344503,218,4,1,23,37,anga7587r1zv4ey71ge9zxol3,0,56.9,88.0,2024-10-20T12:25:00.842Z,2024-10-20T12:25:20Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298561091,152,,5298561087,13,,5298561147,233,242,5298561093,265,,5298561089,56,Left,5298561095,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344809,243,1,1,23,58,cftj6g399tknheudaxsdpfdgb,1,38.1,21.6,2024-10-20T12:25:21.169Z,2024-10-20T12:25:25Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298562681,5,,5298562689,141,7.4,5298562683,152,,5298562685,56,Right,5298562693,213,5.92,5298562691,212,27.1,5298562687,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344843,244,1,1,24,2,cftj6g399tknheudaxsdpfdgb,1,66.6,6.7,2024-10-20T12:25:25.281Z,2024-10-20T12:25:27Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298562893,56,Right,5298562895,140,80.4,5298562899,212,14.5,5298562897,141,6.7,5298562903,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344847,245,3,1,24,3,cftj6g399tknheudaxsdpfdgb,0,79.2,7.3,2024-10-20T12:25:27.129Z,2024-10-20T13:02:27Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298563441,286,,5298563515,233,219,5298562923,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344897,219,7,1,24,3,anga7587r1zv4ey71ge9zxol3,1,20.8,92.7,2024-10-20T12:25:27.130Z,2024-10-20T13:02:27Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298563165,285,,5298563163,56,Back,5298563463,233,245,5298563161,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344919,220,5,1,24,5,anga7587r1zv4ey71ge9zxol3,0,23.4,101.5,2024-10-20T12:25:28.729Z,2024-10-20T13:02:16Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298563519,233,246,5298563247,347,,5298563245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344957,246,5,1,24,5,cftj6g399tknheudaxsdpfdgb,1,76.6,-1.5,2024-10-20T12:25:28.729Z,2024-10-20T13:02:16Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298563425,347,,5298563483,233,220,5298563423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345125,247,1,1,24,21,cftj6g399tknheudaxsdpfdgb,1,73.3,0.0,2024-10-20T12:25:44.746Z,2024-10-20T12:25:48Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298564289,212,14.9,5298564281,107,,5298564285,140,78.9,5298564283,56,Right,5298564291,213,1.16,5298564287,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345135,248,1,1,24,23,cftj6g399tknheudaxsdpfdgb,0,77.4,16.1,2024-10-20T12:25:46.762Z,2024-10-20T12:26:09Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298564359,141,21.4,5298564351,3,,5298564361,212,4.2,5298564357,140,79.4,5298564353,168,,5298564355,56,Center,5298564363,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345293,221,12,1,24,28,anga7587r1zv4ey71ge9zxol3,1,20.0,70.9,2024-10-20T12:25:51.425Z,2024-10-20T12:26:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298565265,140,44.0,5298565271,213,5.29,5298565263,56,Back,5298565267,141,13.5,5298565269,212,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345327,249,1,1,24,33,cftj6g399tknheudaxsdpfdgb,1,61.1,83.5,2024-10-20T12:25:56.538Z,2024-10-20T12:26:04Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298565497,56,Left,5298565499,140,73.3,5298565503,212,14.4,5298565505,213,0.48,5298565501,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345299,222,83,1,24,37,anga7587r1zv4ey71ge9zxol3,0,11.5,8.0,2024-10-20T12:26:00.729Z,2024-10-20T12:27:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5298565755,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345351,250,1,1,24,41,cftj6g399tknheudaxsdpfdgb,0,96.3,90.2,2024-10-20T12:26:04.562Z,2024-10-20T12:26:07Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5298565647,2,,5298565653,140,95.6,5298565655,141,50.4,5298565651,56,Center,5298565659,213,4.69,5298565735,233,223,5298565657,212,27.1,5298565649,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345361,223,11,1,24,43,anga7587r1zv4ey71ge9zxol3,1,4.6,49.0,2024-10-20T12:26:06.608Z,2024-10-20T12:26:07Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298565691,88,,5298565739,233,250,5298565687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345577,224,1,1,24,50,anga7587r1zv4ey71ge9zxol3,1,9.8,49.6,2024-10-20T12:26:13.459Z,2024-10-20T12:26:22Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298566887,141,67.5,5298566891,213,1.32,5298566883,56,Back,5298566885,140,12.8,5298566889,212,12.6,5298566881,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345601,225,1,1,24,52,anga7587r1zv4ey71ge9zxol3,1,12.9,67.2,2024-10-20T12:26:15.833Z,2024-10-20T12:27:18Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5298566993,141,56.4,5298566995,212,7.7,5298570845,189,,5298566991,140,10.8,5298566997,213,4.42,5298566989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345613,226,1,1,24,58,anga7587r1zv4ey71ge9zxol3,0,10.8,56.4,2024-10-20T12:26:21.513Z,2024-10-20T12:27:21Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298567075,1,,5298567069,141,100.0,5298567073,213,1.04,5298570977,189,,5298567063,155,,5298567071,212,35.1,5298567065,56,Back,5298567067,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345617,227,5,1,25,1,anga7587r1zv4ey71ge9zxol3,0,30.2,100.8,2024-10-20T12:26:24.291Z,2024-10-20T13:02:17Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298567157,233,251,5298567093,56,Back,5298567095,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345623,251,5,1,25,1,cftj6g399tknheudaxsdpfdgb,1,69.8,-0.8,2024-10-20T12:26:24.291Z,2024-10-20T13:02:16Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5298567121,56,Right,5298567145,233,227,5298567123,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345645,252,1,1,25,2,cftj6g399tknheudaxsdpfdgb,1,66.6,0.0,2024-10-20T12:26:26.122Z,2024-10-20T12:26:27Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298567261,1,,5298567259,213,1.17,5298567251,56,Center,5298567253,140,76.2,5298567255,141,33.1,5298567249,107,,5298567257,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345713,253,1,1,25,4,cftj6g399tknheudaxsdpfdgb,1,76.2,32.4,2024-10-20T12:26:27.778Z,2024-10-20T12:29:20Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,1.0,5298575721,4,,5298567581,141,38.6,5298567577,56,Center,5298567583,212,15.7,5298567585,213,0.27,5298579649,154,,5298567579,140,90.6,5298579647,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345717,254,15,1,25,8,cftj6g399tknheudaxsdpfdgb,1,91.9,38.0,2024-10-20T12:26:31.339Z,2024-10-20T12:29:21Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298567613,56,Center,5298579669,55,253,5298567611,17,,5298579685,328,,5298567607,22,,5298579677,102,48.5,5298579689,147,41.7,5298579659,29,,5298578975,20,,5298579699,233,228,5298579687,146,5298579655,78,5298579679,103,5298579663,154,,5298579683,89,,5298579681,214,,5.1,94.6,,,,,,
2736345709,228,10,1,25,8,anga7587r1zv4ey71ge9zxol3,1,6.2,58.6,2024-10-20T12:26:31.439Z,2024-10-20T12:52:54Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298567559,56,Back,5298568775,389,,5298579019,233,254,5298567553,173,,5298568777,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345777,230,1,1,25,11,anga7587r1zv4ey71ge9zxol3,1,3.2,86.8,2024-10-20T12:26:34.770Z,2024-10-20T12:26:36Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5298567901,212,4.7,5298567897,140,4.8,5298567903,213,1.20,5298567899,141,93.2,5298567895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345803,231,1,1,25,13,anga7587r1zv4ey71ge9zxol3,0,4.8,93.2,2024-10-20T12:26:36.689Z,2024-10-20T12:26:39Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298568087,212,41.1,5298568091,1,,5298568079,155,,5298568085,141,69.7,5298568083,140,40.9,5298568089,213,5.88,5298568081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345839,255,1,1,25,16,cftj6g399tknheudaxsdpfdgb,1,61.9,24.6,2024-10-20T12:26:39.899Z,2024-10-20T12:26:42Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298568297,3,,5298568305,140,47.0,5298568311,213,2.33,5298568301,56,Back,5298568309,212,22.7,5298568307,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345909,257,1,1,25,21,cftj6g399tknheudaxsdpfdgb,1,55.4,49.3,2024-10-20T12:26:44.555Z,2024-10-20T12:26:47Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5298568657,1,,5298568645,140,72.2,5298568641,56,Right,5298568649,141,7.2,5298568653,212,33.6,5298568655,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345957,258,1,1,25,24,cftj6g399tknheudaxsdpfdgb,1,72.2,7.2,2024-10-20T12:26:47.371Z,2024-10-20T12:26:50Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298568895,56,Right,5298568899,141,12.3,5298568897,140,86.2,5298568903,213,0.23,5298568901,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346023,259,1,1,25,27,cftj6g399tknheudaxsdpfdgb,1,92.9,16.1,2024-10-20T12:26:50.756Z,2024-10-20T12:27:21Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,1.0,5298569235,213,1.63,5298569229,140,91.5,5298569233,212,25.3,5298570981,154,,5298569231,141,53.3,5298569223,2,,5298569225,155,,5298570979,210,14,5298569227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346033,260,14,1,25,31,cftj6g399tknheudaxsdpfdgb,1,95.7,55.0,2024-10-20T12:26:54.700Z,2024-10-20T14:06:53Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298569751,15,,5298571015,231,51.3,5298571001,55,259,5298571005,102,47.0,5298571013,230,99.4,5298570997,29,,5298571009,103,39.9,5298569755,328,,5298569271,56,Center,5298569263,22,,5298571011,214,5298570995,74,5299187109,16,5298570999,154,,,,,,,,,,,,,,,
2736346151,232,5,1,25,31,anga7587r1zv4ey71ge9zxol3,1,-0.8,52.0,2024-10-20T12:26:54.833Z,2024-10-20T13:02:17Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5298569939,56,Back,5298569941,346,,5298569967,233,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346051,261,5,1,25,31,cftj6g399tknheudaxsdpfdgb,0,100.8,48.0,2024-10-20T12:26:54.833Z,2024-10-20T13:02:17Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,5298569389,346,,5298569977,233,232,5298569387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346581,233,1,1,26,15,anga7587r1zv4ey71ge9zxol3,0,3.7,53.0,2024-10-20T12:27:38.963Z,2024-10-20T12:27:41Z,15fo180vixn0lb65fujttit3p,J. Storch,,5298572297,213,0.32,5298572289,56,Left,5298572301,74,,5298572295,212,66.3,5298572293,141,83.9,5298572291,140,63.6,5298572299,1,,5298572287,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346617,262,1,1,26,19,cftj6g399tknheudaxsdpfdgb,1,32.2,19.4,2024-10-20T12:27:42.685Z,2024-10-20T12:27:44Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5298572521,213,0.02,5298572511,3,,5298572519,212,23.1,5298572517,141,20.1,5298572513,56,Right,5298572515,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346631,263,44,1,26,20,cftj6g399tknheudaxsdpfdgb,1,60.2,24.1,2024-10-20T12:27:43.853Z,2024-10-20T12:48:43Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298572569,56,Center,5298572571,286,,5298572643,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346637,234,44,1,26,20,anga7587r1zv4ey71ge9zxol3,0,39.8,75.9,2024-10-20T12:27:43.854Z,2024-10-20T12:48:43Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5298572601,285,,5298572661,233,263,5298572599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346635,264,1,1,26,21,cftj6g399tknheudaxsdpfdgb,0,53.0,19.4,2024-10-20T12:27:44.198Z,2024-10-20T12:27:44Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,5298572589,56,Center,5298572597,213,0.68,5298572587,3,,5298572591,140,59.5,5298572593,141,27.5,5298572595,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346689,235,1,1,26,23,anga7587r1zv4ey71ge9zxol3,0,34.1,61.2,2024-10-20T12:27:46.804Z,2024-10-20T12:27:47Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5298572917,213,0.43,5298572907,157,,5298572911,140,65.1,5298572919,1,,5298572909,56,Left,5298572915,212,35.8,5298572913,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346719,265,1,1,26,25,cftj6g399tknheudaxsdpfdgb,1,27.7,18.7,2024-10-20T12:27:48.285Z,2024-10-20T12:27:50Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5298573075,141,38.4,5298573077,212,17.3,5298573063,3,,5298573071,140,38.2,5298573067,56,Back,5298573081,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346725,266,1,1,26,27,cftj6g399tknheudaxsdpfdgb,0,37.6,39.1,2024-10-20T12:27:50.581Z,2024-10-20T12:27:51Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5298573129,212,17.0,5298573121,3,,5298573125,140,53.3,5298573123,56,Center,5298573131,213,6.04,5298573127,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346765,236,1,1,26,28,anga7587r1zv4ey71ge9zxol3,0,39.0,68.7,2024-10-20T12:27:51.220Z,2024-10-20T12:27:54Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5298573373,212,42.9,5298573369,140,79.9,5298573375,213,0.00,5298573365,157,,5298573371,141,69.0,5298573377,1,,5298573367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346793,267,44,1,26,31,cftj6g399tknheudaxsdpfdgb,1,19.2,29.6,2024-10-20T12:27:54.274Z,2024-10-20T12:48:44Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298573519,56,Back,5298573521,285,,5298573577,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346771,237,44,1,26,31,anga7587r1zv4ey71ge9zxol3,0,80.8,70.4,2024-10-20T12:27:54.275Z,2024-10-20T12:48:44Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5298573401,56,Center,5298573403,286,,5298573583,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346807,268,1,1,26,31,cftj6g399tknheudaxsdpfdgb,0,17.7,27.9,2024-10-20T12:27:54.766Z,2024-10-20T13:02:47Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5298573617,141,23.5,5298573615,140,24.3,5298573613,56,Back,5298573609,3,,5298573621,213,5.88,5298573619,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346853,238,1,1,26,32,anga7587r1zv4ey71ge9zxol3,1,73.2,86.6,2024-10-20T12:27:55.508Z,2024-10-20T12:28:06Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,1.0,5298574489,210,15,5298573871,141,66.7,5298573875,213,5.50,5298573869,140,86.2,5298573873,212,19.2,5298573867,56,Center,5298574491,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
