id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2802149433,151,1,1,20,12,aljua8crr0vkwit0j3m59jw9j,0,33.6,76.6,2025-04-17T12:22:20.793Z,2025-04-17T12:22:21Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657674723,141,79.9,5657674719,56,Back,5657674727,213,0.62,5657674725,212,3.9,5657674721,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149439,195,8,1,20,14,anga7587r1zv4ey71ge9zxol3,1,65.9,24.6,2025-04-17T12:22:22.090Z,2025-04-17T15:50:09Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5657674749,56,Center,5657899209,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149443,152,45,1,20,15,aljua8crr0vkwit0j3m59jw9j,0,40.0,73.6,2025-04-17T12:22:23.729Z,2025-04-17T12:42:48Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5657674805,233,196,5657674787,285,,5657674785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149445,196,3,1,20,15,anga7587r1zv4ey71ge9zxol3,1,60.0,26.4,2025-04-17T12:22:23.729Z,2025-04-17T15:50:20Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5657899357,465,,5657674795,56,Center,5657674797,286,,5657674801,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149453,198,1,1,20,19,anga7587r1zv4ey71ge9zxol3,1,60.1,45.1,2025-04-17T12:22:27.109Z,2025-04-17T12:22:30Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5657674853,212,32.4,5657674851,141,92.7,5657674847,56,Left,5657674855,213,1.62,5657674849,140,58.7,5657674857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149461,199,1,1,20,22,anga7587r1zv4ey71ge9zxol3,1,60.0,92.7,2025-04-17T12:22:30.331Z,2025-04-17T12:22:32Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657674905,56,Back,5657674911,212,20.6,5657674913,213,4.03,5657674909,141,69.1,5657674907,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149481,200,1,1,20,24,anga7587r1zv4ey71ge9zxol3,1,47.2,67.8,2025-04-17T12:22:31.962Z,2025-04-17T12:22:39Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5657675007,212,24.1,5657675009,213,4.73,5657675003,140,47.7,5657675001,56,Back,5657675005,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149483,153,83,1,20,30,aljua8crr0vkwit0j3m59jw9j,0,38.9,91.2,2025-04-17T12:22:38.144Z,2025-04-17T12:22:46Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5657675085,399,6ul2nma4j0a7e2li6wyyrpal1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149487,201,1,1,20,31,anga7587r1zv4ey71ge9zxol3,1,58.2,10.3,2025-04-17T12:22:38.994Z,2025-04-17T12:22:40Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657675039,213,5.58,5657675033,140,63.8,5657675035,141,2.9,5657675037,212,7.7,5657675031,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149491,202,3,1,20,32,anga7587r1zv4ey71ge9zxol3,0,64.4,4.6,2025-04-17T12:22:40.610Z,2025-04-17T15:50:38Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657675043,56,Right,5657899693,464,,5657675045,286,,5657675107,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149493,154,7,1,20,32,aljua8crr0vkwit0j3m59jw9j,0,35.6,95.4,2025-04-17T12:22:40.611Z,2025-04-17T15:50:43Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657899795,385,,5657675047,56,Back,5657675087,233,202,5657675051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149519,203,1,1,20,38,anga7587r1zv4ey71ge9zxol3,1,35.3,6.8,2025-04-17T12:22:46.187Z,2025-04-17T12:22:50Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657675191,141,29.1,5657675195,213,1.13,5657675187,56,Back,5657675193,212,16.8,5657675189,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149575,204,1,1,20,42,anga7587r1zv4ey71ge9zxol3,1,44.3,32.8,2025-04-17T12:22:50.155Z,2025-04-17T12:22:56Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5657675461,141,64.8,5657675459,140,47.0,5657675465,213,1.44,5657675463,212,21.9,5657675457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149587,205,1,1,20,48,anga7587r1zv4ey71ge9zxol3,0,61.9,69.4,2025-04-17T12:22:56.226Z,2025-04-17T15:51:14Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5657675529,141,42.7,5657675523,155,,5657675533,213,5.68,5657675527,140,86.9,5657675525,56,Center,5657675531,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149599,155,1,1,20,50,aljua8crr0vkwit0j3m59jw9j,1,11.1,62.3,2025-04-17T12:22:58.008Z,2025-04-17T12:23:00Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657675601,212,5.9,5657675599,141,62.0,5657675603,213,3.18,5657675595,56,Back,5657675597,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149603,156,52,1,20,52,aljua8crr0vkwit0j3m59jw9j,1,5.0,66.4,2025-04-17T12:23:00.008Z,2025-04-17T15:51:26Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657900793,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149633,157,61,1,20,58,aljua8crr0vkwit0j3m59jw9j,1,10.7,70.3,2025-04-17T12:23:05.876Z,2025-04-17T12:23:06Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657675775,56,Back,5657675789,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149641,158,5,1,21,0,aljua8crr0vkwit0j3m59jw9j,0,15.9,101.6,2025-04-17T12:23:08.232Z,2025-04-17T12:29:46Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657675853,347,,5657676149,233,207,5657675851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149667,207,5,1,21,0,anga7587r1zv4ey71ge9zxol3,1,84.1,-1.6,2025-04-17T12:23:08.232Z,2025-04-17T12:29:46Z,,,,,5657676143,233,158,5657676139,56,Right,5657676141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149649,206,43,1,21,1,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-17T12:23:09.718Z,2025-04-17T12:23:26Z,,,,,5657676409,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149723,208,43,1,21,16,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-17T12:23:24.318Z,2025-04-17T12:23:25Z,,,,,5657676361,144,28,5657676293,55,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149861,159,18,1,21,49,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-17T12:23:57.631Z,2025-04-17T12:23:58Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5657677155,59,25,5657677151,41,,5657677191,55,160,5657677153,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149865,160,19,1,21,49,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-17T12:23:57.632Z,2025-04-17T12:59:44Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5657677171,55,159,5657677167,59,10,5657677169,44,Forward,5657718273,293,3,5657677161,41,,5657718271,292,9,5657677165,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150293,172,40,1,21,50,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-17T12:23:58.115Z,2025-04-17T12:25:49Z,,,,,5657679655,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5657679651,59,"16, 20, 5, 26, 12, 4, 11, 22, 10, 7, 24, 1, 2, 8, 9, 15, 17, 23, 31",5657679647,30,"dcocgxtuabo0rwzwukvqky9uy, d88feog3dgv09oxbzn15xqesq, 33sxiwcjeqcop3ukuok86ujmd, 5jdkdvxssuc8gvzwwrq5bs76y, 6rd849oap6uh93wdwjk8590q1, czpstoiy12awqpasz573ckp91, 7foqorbwhgqjghtxa2nax6kgk, 3361cs2j60yxzy9mir80byqc5, a8opuarwq9byw73nhfgvo9nca, 5x8064b3yr7txk0czddfjtffu, 94560hgwsjkx8qgz48f7gzitw, a6ham5hnwv62w3tynikyal68l, dshwz1df0rbe0fztksawvd0wl, 1902oagnhlo7x9xpumxvg1t78, 828b7y3phhpb62srvtrjhtgk4, 3ejggtt1du1cui3wc1f8oqx62, 6gh4z3yubnpypzoakjom1rj3e, 7sbdudf1vycn8hinw0giakpyi, 637840asun7f3wo16c5zkhi50",5657679653,130,8,5657679657,194,33sxiwcjeqcop3ukuok86ujmd,5657679649,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149893,209,1,1,21,54,anga7587r1zv4ey71ge9zxol3,0,76.8,0.0,2025-04-17T12:24:02.277Z,2025-04-17T12:24:23Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657677337,56,Center,5657677743,189,,5657677347,1,,5657677343,212,30.3,5657677335,107,,5657677701,238,,5657677341,141,21.2,5657677345,213,0.54,5657677339,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150045,161,5,1,22,0,aljua8crr0vkwit0j3m59jw9j,1,-1.4,78.6,2025-04-17T12:24:07.833Z,2025-04-17T12:24:38Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657678195,346,,5657678191,56,Back,5657678201,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802149921,210,5,1,22,0,anga7587r1zv4ey71ge9zxol3,0,101.4,21.4,2025-04-17T12:24:07.833Z,2025-04-17T12:29:47Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657677547,56,Center,5657677549,346,,5657678207,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150047,162,1,1,22,29,aljua8crr0vkwit0j3m59jw9j,1,5.0,50.5,2025-04-17T12:24:37.368Z,2025-04-17T12:59:55Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657678217,140,11.7,5657678221,212,18.1,5657678393,189,,5657678223,213,1.17,5657678229,237,,5657678215,56,Back,5657678219,141,75.0,5657678213,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150053,163,1,1,22,30,aljua8crr0vkwit0j3m59jw9j,1,24.4,95.0,2025-04-17T12:24:38.423Z,2025-04-17T12:59:56Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5657678267,213,5.95,5657678257,157,,5657678419,189,,5657678261,140,45.8,5657678259,56,Back,5657678265,212,23.8,5657678269,1,,5657678263,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150071,164,1,1,22,31,aljua8crr0vkwit0j3m59jw9j,0,45.8,83.6,2025-04-17T12:24:39.688Z,2025-04-17T12:24:42Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657678347,3,,5657678351,56,Left,5657678355,141,93.6,5657678359,213,0.16,5657678353,140,86.0,5657678361,1,,5657678357,212,42.8,5657678349,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150083,211,43,1,22,36,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-17T12:24:44.212Z,2025-04-17T15:53:15Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657903731,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150089,212,1,1,22,36,anga7587r1zv4ey71ge9zxol3,1,12.8,5.3,2025-04-17T12:24:44.470Z,2025-04-17T12:24:47Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657678433,212,19.0,5657678429,140,7.1,5657678431,141,31.8,5657678435,213,1.89,5657678427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150095,213,12,1,22,39,anga7587r1zv4ey71ge9zxol3,1,7.1,31.8,2025-04-17T12:24:47.133Z,2025-04-17T12:24:49Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5657678471,213,5.41,5657678469,212,30.0,5657678463,56,Back,5657678477,167,,5657678467,141,0.0,5657678465,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150109,165,5,1,22,41,aljua8crr0vkwit0j3m59jw9j,1,74.0,101.8,2025-04-17T12:24:49.153Z,2025-04-17T12:29:47Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657678557,233,214,5657678541,56,Left,5657678543,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150097,214,5,1,22,41,anga7587r1zv4ey71ge9zxol3,0,26.0,-1.8,2025-04-17T12:24:49.153Z,2025-04-17T12:29:47Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5657678475,347,,5657678473,56,Back,5657678577,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150181,166,1,1,23,0,aljua8crr0vkwit0j3m59jw9j,1,71.9,100.0,2025-04-17T12:25:08.584Z,2025-04-17T12:25:12Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657679041,56,Left,5657679039,107,,5657679045,141,92.7,5657679049,213,5.63,5657679043,140,79.5,5657679047,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150189,167,1,1,23,4,aljua8crr0vkwit0j3m59jw9j,1,79.5,91.5,2025-04-17T12:25:12.391Z,2025-04-17T12:25:13Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5657679073,140,73.9,5657679079,213,4.13,5657679071,56,Center,5657679077,212,10.6,5657679075,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150195,168,1,1,23,5,aljua8crr0vkwit0j3m59jw9j,1,73.1,75.7,2025-04-17T12:25:13.223Z,2025-04-17T12:25:15Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657679121,213,5.18,5657679117,141,30.0,5657679123,1,,5657679111,155,,5657679115,140,88.2,5657679113,56,Center,5657679119,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150205,169,1,1,23,7,aljua8crr0vkwit0j3m59jw9j,0,88.1,29.8,2025-04-17T12:25:15.223Z,2025-04-17T12:25:15Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5657679167,140,77.0,5657679165,56,Center,5657679173,213,2.69,5657679171,212,13.0,5657679169,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150247,216,1,1,23,15,anga7587r1zv4ey71ge9zxol3,1,61.3,70.0,2025-04-17T12:25:23.231Z,2025-04-17T12:25:26Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5657679401,213,1.05,5657679395,140,70.7,5657679397,141,95.1,5657679393,56,Left,5657679399,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150255,217,1,1,23,18,anga7587r1zv4ey71ge9zxol3,0,71.5,94.1,2025-04-17T12:25:25.887Z,2025-04-17T12:25:27Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657679471,1,,5657679467,212,36.7,5657679463,140,80.1,5657679469,213,4.96,5657679461,56,Center,5657679465,141,41.8,5657679459,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150265,170,12,1,23,19,aljua8crr0vkwit0j3m59jw9j,1,19.7,62.3,2025-04-17T12:25:27.623Z,2025-04-17T12:25:32Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657679537,141,0.0,5657679533,56,Back,5657679539,212,52.3,5657679541,213,5.30,5657679535,140,47.4,5657679549,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150267,171,5,1,23,24,aljua8crr0vkwit0j3m59jw9j,0,45.2,-1.8,2025-04-17T12:25:31.880Z,2025-04-17T12:25:40Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5657679545,56,Back,5657679547,347,,5657679725,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150305,218,5,1,23,24,anga7587r1zv4ey71ge9zxol3,1,54.8,101.8,2025-04-17T12:25:31.880Z,2025-04-17T12:29:47Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657679719,233,171,5657679717,347,,5657679715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150317,219,1,1,23,33,anga7587r1zv4ey71ge9zxol3,1,56.2,100.0,2025-04-17T12:25:40.896Z,2025-04-17T12:26:05Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657679863,141,73.6,5657679869,1,,5657679861,140,65.0,5657679859,56,Center,5657679865,212,21.4,5657679857,107,,5657679867,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150323,220,1,1,23,40,anga7587r1zv4ey71ge9zxol3,1,67.9,65.4,2025-04-17T12:25:47.879Z,2025-04-17T12:25:51Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5657679911,56,Center,5657679915,141,35.8,5657679913,140,62.9,5657679919,213,4.46,5657679917,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150341,221,1,1,23,43,anga7587r1zv4ey71ge9zxol3,1,62.7,33.6,2025-04-17T12:25:51.623Z,2025-04-17T12:25:56Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5657680003,56,Right,5657680009,212,20.0,5657680011,213,4.95,5657680005,140,67.1,5657680007,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802188375,866,3,1,23,44,anga7587r1zv4ey71ge9zxol3,0,81.1,6.1,2025-04-17T12:25:52.251Z,2025-04-17T15:54:35Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657905749,56,Right,5657905753,465,,5657905755,467,33sxiwcjeqcop3ukuok86ujmd,5657905751,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150343,222,4,1,23,48,anga7587r1zv4ey71ge9zxol3,1,86.4,7.0,2025-04-17T12:25:56.358Z,2025-04-17T12:25:59Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657680075,56,Right,5657680077,152,,5657680081,233,173,5657680071,13,,5657680073,295,,5657680079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150337,173,4,1,23,48,aljua8crr0vkwit0j3m59jw9j,0,13.6,93.0,2025-04-17T12:25:56.359Z,2025-04-17T12:26:14Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657680019,13,,5657680369,55,174,5657680027,285,,5657680023,56,Back,5657680087,233,222,5657680021,295,,5657680025,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150395,174,17,1,24,1,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-04-17T12:26:09.800Z,2025-04-17T12:26:13Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657680343,31,,5657680349,55,173,5657680347,13,243,5657680345,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150551,223,1,1,24,31,anga7587r1zv4ey71ge9zxol3,0,87.1,6.7,2025-04-17T12:26:39.801Z,2025-04-17T15:56:01Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5657681099,56,Center,5657681101,140,91.8,5657681103,141,47.9,5657681095,155,,5657908047,20,,5657908045,224,,5657681097,152,,5657681093,5,,5657681105,212,28.4,5657681091,2,5657681107,213,1.40,,,,,,,,,,,,,,,,,,,,,
2802150547,175,12,1,24,35,aljua8crr0vkwit0j3m59jw9j,1,8.1,54.0,2025-04-17T12:26:42.856Z,2025-04-17T12:26:46Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657681081,212,15.8,5657681075,56,Back,5657681077,140,15.6,5657681085,15,,5657681079,141,33.9,5657681083,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150569,224,1,1,24,37,anga7587r1zv4ey71ge9zxol3,0,84.9,72.1,2025-04-17T12:26:45.418Z,2025-04-17T12:40:10Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657681221,56,Left,5657681225,141,86.2,5657681231,1,,5657681229,213,0.52,5657681223,140,100.0,5657681227,212,19.3,5657681219,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150565,176,5,1,24,38,aljua8crr0vkwit0j3m59jw9j,1,-0.9,14.8,2025-04-17T12:26:46.168Z,2025-04-17T12:29:48Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657681195,56,Back,5657681197,346,,5657681293,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150575,225,5,1,24,38,anga7587r1zv4ey71ge9zxol3,0,100.9,85.2,2025-04-17T12:26:46.168Z,2025-04-17T12:29:48Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5657681257,346,,5657681255,56,Left,5657681313,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150705,177,1,1,25,10,aljua8crr0vkwit0j3m59jw9j,0,5.2,57.6,2025-04-17T12:27:17.912Z,2025-04-17T16:18:34Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5657682043,212,61.1,5657682035,124,,5657682041,141,70.5,5657682039,140,62.8,5657682045,213,0.14,5657682037,56,Center,5657682061,1,,5657682047,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150713,226,1,1,25,15,anga7587r1zv4ey71ge9zxol3,0,28.7,32.5,2025-04-17T12:27:23.195Z,2025-04-17T12:27:24Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5657682107,141,9.5,5657682109,212,29.8,5657682103,56,Right,5657682105,140,52.9,5657682111,213,5.73,5657682101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150721,178,1,1,25,16,aljua8crr0vkwit0j3m59jw9j,1,44.2,89.0,2025-04-17T12:27:24.391Z,2025-04-17T12:27:26Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5657682195,3,,5657682203,212,23.2,5657682201,141,72.7,5657682199,140,63.6,5657682205,213,5.78,5657682197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150723,179,1,1,25,19,aljua8crr0vkwit0j3m59jw9j,0,63.8,72.3,2025-04-17T12:27:26.823Z,2025-04-17T12:27:27Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5657682223,212,6.9,5657682215,140,66.3,5657682227,213,5.10,5657682211,56,Center,5657682209,3,,5657682219,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150755,228,1,1,25,20,anga7587r1zv4ey71ge9zxol3,0,35.9,38.0,2025-04-17T12:27:28.779Z,2025-04-17T12:27:32Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5657682403,212,33.8,5657682399,140,66.7,5657682401,141,52.4,5657682395,157,,5657682405,213,0.29,5657682397,56,Center,5657682407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150749,180,44,1,25,22,aljua8crr0vkwit0j3m59jw9j,1,33.2,41.8,2025-04-17T12:27:30.743Z,2025-04-17T12:42:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5657682359,56,Back,5657682437,233,229,5657682361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150757,229,44,1,25,22,anga7587r1zv4ey71ge9zxol3,0,66.8,58.2,2025-04-17T12:27:30.744Z,2025-04-17T12:42:52Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5657682411,56,Center,5657682413,286,,5657682441,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150753,181,12,1,25,22,aljua8crr0vkwit0j3m59jw9j,1,33.0,32.1,2025-04-17T12:27:30.745Z,2025-04-17T16:20:11Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5657682373,56,Back,5657682379,212,15.3,5657682393,15,,5657682375,140,35.6,5657682381,213,1.39,5657682377,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150771,230,1,1,25,27,anga7587r1zv4ey71ge9zxol3,1,65.6,32.1,2025-04-17T12:27:34.890Z,2025-04-17T12:27:36Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5657682493,213,4.65,5657682487,140,64.9,5657682485,56,Right,5657682489,141,15.8,5657682491,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802150775,231,1,1,25,28,anga7587r1zv4ey71ge9zxol3,0,64.9,15.8,2025-04-17T12:27:36.218Z,2025-04-17T12:27:37Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5657682517,213,3.27,5657682515,212,12.9,5657682511,140,52.7,5657682509,56,Right,5657682513,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
