id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/15/value,qualifier/18/value,qualifier/19/value,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2716335005,72,5,1,9,44,59as3grjvj19voay31j3yfgni,0,69.8,-0.8,2024-09-01T14:09:58.056Z,2024-09-01T14:53:32Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189094357,56,Right,5189094359,347,,5189102055,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336335,120,5,1,9,44,ahnt9ejgwj58ul8auzdvi3czf,1,30.2,100.8,2024-09-01T14:09:58.056Z,2024-09-01T14:11:48Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189102017,233,72,5189101959,347,,5189101957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335179,73,27,1,10,2,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-01T14:10:16.257Z,2024-09-01T14:10:22Z,,,,,5189095397,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335161,112,27,1,10,2,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T14:10:16.257Z,2024-09-01T14:10:21Z,,,,,5189095225,41,Injury,5189095369,233,73,5189095227,53,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335723,74,28,1,10,32,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-01T14:10:46.673Z,2024-09-01T14:17:40Z,,,,,5189098531,55,73,5189136567,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335529,113,28,1,10,32,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T14:10:46.673Z,2024-09-01T14:17:40Z,,,,,5189136563,233,74,5189097321,55,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335729,114,1,1,10,34,ahnt9ejgwj58ul8auzdvi3czf,0,30.3,100.0,2024-09-01T14:10:48.480Z,2024-09-01T14:12:19Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5189104437,140,64.1,5189104435,56,Left,5189104433,107,,5189098789,189,,5189104439,141,88.5,5189104445,213,6.05,5189104447,1,,5189104441,212,36.5,5189104657,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335755,75,49,1,10,46,59as3grjvj19voay31j3yfgni,1,42.5,26.4,2024-09-01T14:11:00.085Z,2024-09-01T18:36:39Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189319051,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335775,76,1,1,10,48,59as3grjvj19voay31j3yfgni,1,38.9,29.1,2024-09-01T14:11:02.389Z,2024-09-01T18:36:44Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189098769,212,9.3,5189098765,140,47.3,5189098771,213,5.96,5189098763,56,Back,5189098767,141,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335835,77,1,1,10,51,59as3grjvj19voay31j3yfgni,1,52.3,26.4,2024-09-01T14:11:05.588Z,2024-09-01T18:36:48Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189099075,212,9.4,5189099073,141,17.0,5189099077,213,5.53,5189099071,140,58.8,5189099069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335861,78,1,1,10,57,59as3grjvj19voay31j3yfgni,1,55.6,22.9,2024-09-01T14:11:11.413Z,2024-09-01T18:37:05Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189099221,56,Left,5189099227,141,79.9,5189099223,140,54.6,5189099235,1,,5189099233,213,1.60,5189099231,212,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335897,79,1,1,10,59,59as3grjvj19voay31j3yfgni,1,47.7,75.0,2024-09-01T14:11:13.669Z,2024-09-01T14:11:16Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189099449,212,14.7,5189099443,56,Left,5189099445,140,59.0,5189099447,141,87.8,5189099451,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335949,80,1,1,11,2,59as3grjvj19voay31j3yfgni,1,58.0,70.3,2024-09-01T14:11:15.893Z,2024-09-01T18:37:26Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5189099749,56,Center,5189099753,141,30.1,5189099755,212,27.4,5189099751,140,59.8,5189099757,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716335991,81,1,1,11,6,59as3grjvj19voay31j3yfgni,1,56.3,44.2,2024-09-01T14:11:20.725Z,2024-09-01T18:37:30Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189100065,56,Left,5189100071,212,37.8,5189100075,1,,5189100073,213,0.99,5189100067,140,76.2,5189100069,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336047,82,1,1,11,9,59as3grjvj19voay31j3yfgni,1,77.5,92.1,2024-09-01T14:11:23.445Z,2024-09-01T14:11:27Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189100351,141,70.3,5189100353,212,20.4,5189100355,213,5.47,5189100349,140,90.8,5189100347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336057,83,1,1,11,13,59as3grjvj19voay31j3yfgni,0,90.2,87.7,2024-09-01T14:11:27.028Z,2024-09-01T18:37:52Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189100391,212,5.0,5189100393,213,3.74,5189100387,140,86.3,5189100385,56,Left,5189100389,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336099,115,8,1,11,16,ahnt9ejgwj58ul8auzdvi3czf,1,13.1,16.2,2024-09-01T14:11:30.397Z,2024-09-01T18:37:54Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5190604197,385,,5189100649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336153,84,1,1,11,17,59as3grjvj19voay31j3yfgni,1,75.9,94.4,2024-09-01T14:11:31.045Z,2024-09-01T14:11:33Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189100917,141,69.0,5189100919,212,21.4,5189100913,56,Center,5189100915,140,63.8,5189100921,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336163,85,1,1,11,19,59as3grjvj19voay31j3yfgni,0,65.2,48.5,2024-09-01T14:11:33.412Z,2024-09-01T18:38:14Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5190605845,4,,5189100975,212,15.8,5189100973,141,47.4,5189100977,213,6.24,5189100969,56,Center,5189100971,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336251,117,1,1,11,21,ahnt9ejgwj58ul8auzdvi3czf,1,18.2,55.4,2024-09-01T14:11:35.680Z,2024-09-01T18:38:18Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5189101517,56,Back,5189101519,140,29.3,5189101525,213,0.22,5189101523,212,12.0,5189101521,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336269,118,12,1,11,24,ahnt9ejgwj58ul8auzdvi3czf,1,30.5,67.3,2024-09-01T14:11:38.736Z,2024-09-01T18:44:39Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189101647,141,100.0,5189101643,56,Back,5189101645,140,49.1,5190610221,167,,5189101651,213,0.87,5189101649,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336489,86,5,1,11,25,59as3grjvj19voay31j3yfgni,1,46.6,-1.6,2024-09-01T14:11:38.821Z,2024-09-01T14:17:35Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189102885,56,Back,5189102913,233,119,5189102889,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336273,119,5,1,11,25,ahnt9ejgwj58ul8auzdvi3czf,0,53.4,101.6,2024-09-01T14:11:38.821Z,2024-09-01T14:17:35Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189102953,233,86,5189101673,56,Left,5189101675,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336423,121,18,1,11,25,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T14:11:39.609Z,2024-09-01T18:44:54Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5189102471,44,Midfielder,5189102469,41,,5189102473,59,10,5189102579,55,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336435,122,19,1,11,25,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-01T14:11:39.610Z,2024-09-01T18:44:55Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5189143557,293,4,5189102551,44,Midfielder,5189143555,292,6,5189102539,41,,5189102553,55,121,5189102543,145,11,5189102545,59,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336623,87,1,1,11,48,59as3grjvj19voay31j3yfgni,1,56.1,0.0,2024-09-01T14:12:02.476Z,2024-09-01T18:45:25Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5189103643,213,2.46,5189103641,212,16.1,5190647771,189,,5189103637,140,44.2,5189103639,141,13.7,5189103633,107,,5189103635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336639,88,1,1,11,49,59as3grjvj19voay31j3yfgni,1,44.4,17.2,2024-09-01T14:12:02.948Z,2024-09-01T18:45:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5190648525,189,,5189103711,141,37.2,5189103707,56,Back,5189103715,213,1.95,5189103713,212,14.6,5189103709,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336657,89,1,1,11,51,59as3grjvj19voay31j3yfgni,1,40.5,41.9,2024-09-01T14:12:05.797Z,2024-09-01T18:45:34Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189103815,56,Left,5189103819,141,80.3,5189103817,140,51.0,5189103821,212,28.3,5189103823,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336795,90,1,1,11,52,59as3grjvj19voay31j3yfgni,1,49.0,82.2,2024-09-01T14:12:06.772Z,2024-09-01T18:45:43Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189104555,141,93.4,5189104553,140,80.9,5189104557,212,34.3,5189104551,56,Left,5189104561,1,,5189104559,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336845,91,1,1,12,0,59as3grjvj19voay31j3yfgni,1,80.2,93.6,2024-09-01T14:12:14.436Z,2024-09-01T14:12:17Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189104833,140,64.7,5189104839,213,3.04,5189104835,141,96.0,5189104831,56,Left,5189104837,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336877,92,1,1,12,3,59as3grjvj19voay31j3yfgni,1,68.2,93.3,2024-09-01T14:12:16.932Z,2024-09-01T14:12:18Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189105023,56,Left,5189105027,140,55.9,5189105031,141,93.0,5189105033,212,12.9,5189105035,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336937,93,1,1,12,4,59as3grjvj19voay31j3yfgni,1,56.5,92.0,2024-09-01T14:12:18.628Z,2024-09-01T14:12:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189105359,140,51.1,5189105367,213,4.52,5189105365,212,29.6,5189105355,56,Center,5189105363,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716336985,94,1,1,12,7,59as3grjvj19voay31j3yfgni,1,51.6,47.2,2024-09-01T14:12:21.636Z,2024-09-01T14:12:24Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189105581,213,2.01,5189105579,212,28.7,5189105573,56,Back,5189105575,140,39.9,5189105577,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337017,95,1,1,12,11,59as3grjvj19voay31j3yfgni,1,40.6,90.8,2024-09-01T14:12:24.868Z,2024-09-01T14:12:26Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189105761,213,0.62,5189105757,141,95.4,5189105753,56,Back,5189105755,140,44.8,5189105759,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337069,96,1,1,12,12,59as3grjvj19voay31j3yfgni,1,45.9,96.0,2024-09-01T14:12:26.548Z,2024-09-01T14:12:29Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189106069,212,11.9,5189106067,141,91.2,5189106065,140,35.0,5189106071,213,3.42,5189106063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337143,97,1,1,12,15,59as3grjvj19voay31j3yfgni,1,27.7,89.1,2024-09-01T14:12:29.220Z,2024-09-01T14:12:33Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189106507,56,Back,5189106513,212,30.5,5189106517,213,3.96,5189106509,140,7.8,5189106511,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337163,98,1,1,12,19,59as3grjvj19voay31j3yfgni,1,7.3,53.3,2024-09-01T14:12:33.508Z,2024-09-01T14:12:36Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5189106637,213,1.38,5189106629,56,Back,5189106631,140,10.0,5189106635,212,14.8,5189106633,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337197,99,1,1,12,22,59as3grjvj19voay31j3yfgni,1,9.0,76.4,2024-09-01T14:12:36.197Z,2024-09-01T14:12:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189106869,56,Back,5189106871,140,4.7,5189106877,213,4.43,5189106873,141,53.3,5189106875,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337285,100,1,1,12,24,59as3grjvj19voay31j3yfgni,1,4.2,53.3,2024-09-01T14:12:38.004Z,2024-09-01T14:12:44Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5189107397,140,7.0,5189107393,56,Back,5189107413,213,1.41,5189107407,212,18.1,5189107403,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337423,101,1,1,12,31,59as3grjvj19voay31j3yfgni,1,12.3,80.3,2024-09-01T14:12:45.381Z,2024-09-01T14:12:51Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189108287,56,Back,5189108299,213,0.09,5189108289,140,41.9,5189108295,212,31.2,5189108291,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337427,102,50,1,12,35,59as3grjvj19voay31j3yfgni,1,43.0,92.0,2024-09-01T14:12:49.790Z,2024-09-01T18:46:14Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189108311,286,,5189108309,56,Back,5189108395,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337413,123,7,1,12,35,ahnt9ejgwj58ul8auzdvi3czf,1,57.0,8.0,2024-09-01T14:12:49.791Z,2024-09-01T18:46:13Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189108249,56,Right,5189108247,167,,5190652585,385,,5189108251,285,,5189108335,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337607,103,5,1,12,36,59as3grjvj19voay31j3yfgni,1,32.6,101.3,2024-09-01T14:12:50.608Z,2024-09-01T14:17:36Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189109433,56,Back,5189109471,233,124,5189109435,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337417,124,5,1,12,36,ahnt9ejgwj58ul8auzdvi3czf,0,67.4,-1.3,2024-09-01T14:12:50.608Z,2024-09-01T14:17:36Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5189109475,233,103,5189108271,56,Right,5189108273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337669,104,1,1,12,46,59as3grjvj19voay31j3yfgni,1,25.9,100.0,2024-09-01T14:13:00.725Z,2024-09-01T14:13:03Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189109755,141,91.4,5189109765,213,5.79,5189109761,212,15.3,5189109747,56,Back,5189109743,107,,5189109749,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337695,105,1,1,12,49,59as3grjvj19voay31j3yfgni,1,35.9,89.7,2024-09-01T14:13:03.413Z,2024-09-01T18:46:26Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5190653509,156,,5189109917,56,Back,5189109921,141,95.0,5189109925,213,2.64,5189109923,212,7.5,5189109919,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337709,106,1,1,12,50,59as3grjvj19voay31j3yfgni,0,29.2,94.8,2024-09-01T14:13:04.692Z,2024-09-01T14:13:05Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5189109989,155,,5189110005,213,6.08,5189110001,212,28.0,5189109995,140,55.3,5189109999,141,86.5,5189109991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337749,126,1,1,12,52,ahnt9ejgwj58ul8auzdvi3czf,1,51.7,17.7,2024-09-01T14:13:06.657Z,2024-09-01T14:13:07Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5189110211,56,Center,5189110217,141,32.7,5189110219,212,10.8,5189110215,140,55.2,5189110221,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337773,127,1,1,12,53,ahnt9ejgwj58ul8auzdvi3czf,1,55.3,33.4,2024-09-01T14:13:07.408Z,2024-09-01T14:13:08Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5189110325,56,Center,5189110327,140,65.4,5189110331,212,10.6,5189110329,141,33.4,5189110333,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337803,128,1,1,12,54,ahnt9ejgwj58ul8auzdvi3czf,1,64.4,33.9,2024-09-01T14:13:08.431Z,2024-09-01T14:13:10Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5189110449,212,11.9,5189110443,56,Center,5189110445,140,67.7,5189110447,141,50.7,5189110451,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337811,129,61,1,12,56,ahnt9ejgwj58ul8auzdvi3czf,0,68.1,50.0,2024-09-01T14:13:10.271Z,2024-09-01T14:13:10Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5189110499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337853,108,1,1,12,57,59as3grjvj19voay31j3yfgni,1,25.1,63.3,2024-09-01T14:13:10.834Z,2024-09-01T14:13:12Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189110743,140,39.7,5189110749,213,0.03,5189110745,141,64.0,5189110741,56,Back,5189110747,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716337921,109,1,1,12,58,59as3grjvj19voay31j3yfgni,1,40.7,62.1,2024-09-01T14:13:12.740Z,2024-09-01T14:13:17Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189111163,213,3.37,5189111155,56,Back,5189111161,212,7.4,5189111157,140,33.8,5189111159,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338101,110,1,1,13,3,59as3grjvj19voay31j3yfgni,1,29.4,44.5,2024-09-01T14:13:17.605Z,2024-09-01T14:13:26Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189112069,56,Back,5189112075,212,29.7,5189112073,141,5.9,5189112077,213,5.20,5189112071,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338123,111,1,1,13,12,59as3grjvj19voay31j3yfgni,1,63.2,7.3,2024-09-01T14:13:26.644Z,2024-09-01T14:13:28Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5189112209,141,25.9,5189112207,140,70.1,5189112213,213,1.05,5189112205,56,Center,5189112211,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338187,112,1,1,13,14,59as3grjvj19voay31j3yfgni,1,73.1,26.4,2024-09-01T14:13:28.148Z,2024-09-01T18:47:05Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5189112469,56,Center,5190657557,156,,5189112471,140,62.1,5189112477,213,3.06,5189112473,141,27.8,5189112475,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338301,113,1,1,13,16,59as3grjvj19voay31j3yfgni,1,64.4,37.0,2024-09-01T14:13:30.580Z,2024-09-01T18:47:09Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5189112997,56,Center,5189112999,140,67.5,5189113003,141,62.6,5189113009,212,17.7,5189113013,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338333,114,1,1,13,22,59as3grjvj19voay31j3yfgni,1,88.8,70.5,2024-09-01T14:13:36.164Z,2024-09-01T14:13:38Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5189113175,140,91.4,5189113181,213,1.30,5189113173,56,Left,5189113179,212,10.3,5189113177,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338409,115,1,1,13,24,59as3grjvj19voay31j3yfgni,1,91.2,85.7,2024-09-01T14:13:38.340Z,2024-09-01T18:47:19Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189113559,213,2.93,5189113545,56,Left,5189113547,140,88.8,5189113551,141,86.5,5189113555,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338453,116,1,1,13,27,59as3grjvj19voay31j3yfgni,1,80.8,88.1,2024-09-01T14:13:41.476Z,2024-09-01T14:13:44Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5189113885,141,79.6,5189113889,213,3.43,5189113883,140,62.2,5189113887,212,20.4,5189113881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338491,117,1,1,13,30,59as3grjvj19voay31j3yfgni,1,65.8,83.3,2024-09-01T14:13:43.988Z,2024-09-01T14:13:46Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5189114089,213,4.31,5189114083,140,56.5,5189114085,141,49.6,5189114081,56,Center,5189114087,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338577,118,1,1,13,32,59as3grjvj19voay31j3yfgni,1,54.2,47.6,2024-09-01T14:13:46.467Z,2024-09-01T14:13:49Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5189114479,140,63.3,5189114481,141,11.9,5189114477,56,Right,5189114485,213,5.09,5189114483,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338615,119,1,1,13,35,59as3grjvj19voay31j3yfgni,1,57.6,14.3,2024-09-01T14:13:49.524Z,2024-09-01T18:47:44Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5189114725,213,1.13,5189114721,212,13.4,5189114717,141,32.1,5189114715,140,63.1,5189114713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716338631,120,1,1,13,37,59as3grjvj19voay31j3yfgni,1,61.7,35.0,2024-09-01T14:13:51.075Z,2024-09-01T18:47:56Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5189114831,213,3.64,5189114829,212,6.4,5190663057,156,,5189114825,140,56.3,5189114823,56,Center,5189114827,141,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
