id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/16/value
2781700587,190,1,1,19,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.1,28.2,2025-02-28T18:21:04.041Z,2025-02-28T18:21:06Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545438187,141,8.5,5545438189,212,40.7,5545438193,1,,5545438179,155,,5545438191,213,5.95,5545438185,140,74.7,5545438183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700595,191,1,1,19,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.7,8.5,2025-02-28T18:21:06.200Z,2025-02-28T18:21:08Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545438239,213,1.36,5545438237,212,13.3,5545438231,56,Center,5545438235,141,27.7,5545438233,140,77.3,5545438229,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700629,192,61,1,19,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,77.3,27.7,2025-02-28T18:21:08.312Z,2025-02-28T18:21:23Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5545438399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700603,132,83,1,19,51,5rz9enoyknpg8ji78za5b82p0,0,13.0,67.8,2025-02-28T18:21:10.473Z,2025-02-28T18:21:20Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545438579,399,54ipja7wrxji6kn8yw5uhr6ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700631,193,1,1,19,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,98.7,27.9,2025-02-28T18:21:11.817Z,2025-02-28T18:21:18Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545438417,141,34.8,5545438421,213,1.73,5545438419,212,4.7,5545438413,56,Center,5545438415,140,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700621,133,61,1,19,54,5rz9enoyknpg8ji78za5b82p0,1,4.8,69.4,2025-02-28T18:21:13.608Z,2025-02-28T18:21:13Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545438363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700635,134,12,1,19,55,5rz9enoyknpg8ji78za5b82p0,1,5.2,68.5,2025-02-28T18:21:14.441Z,2025-02-28T18:21:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545438435,56,Back,5545438443,213,1.64,5545438439,141,100.0,5545438449,167,,5545438437,140,3.8,5545438441,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700637,135,5,1,19,55,5rz9enoyknpg8ji78za5b82p0,0,4.4,101.1,2025-02-28T18:21:15.164Z,2025-02-28T18:39:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545438445,56,Back,5545438519,233,194,5545438447,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700651,194,5,1,19,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,95.6,-1.1,2025-02-28T18:21:15.164Z,2025-02-28T18:39:48Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545438509,347,,5545438507,56,Right,5545438515,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700869,195,1,1,20,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.6,0.0,2025-02-28T18:22:12.715Z,2025-02-28T18:22:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545439809,140,89.6,5545439807,56,Right,5545439813,212,13.3,5545439815,213,1.73,5545439805,107,,5545439811,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700871,196,61,1,20,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,89.6,17.9,2025-02-28T18:22:15.090Z,2025-02-28T18:22:27Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545439819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700881,136,1,1,20,56,5rz9enoyknpg8ji78za5b82p0,0,10.5,80.0,2025-02-28T18:22:15.737Z,2025-02-28T18:22:18Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5545439871,141,100.0,5545439877,1,,5545439865,157,,5545439867,56,Back,5545439873,212,16.1,5545439875,213,1.19,5545439869,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700887,137,5,1,20,59,5rz9enoyknpg8ji78za5b82p0,0,15.9,101.7,2025-02-28T18:22:18.571Z,2025-02-28T18:39:49Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5545440155,233,197,5545439899,56,Back,5545439901,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700923,197,5,1,20,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,84.1,-1.7,2025-02-28T18:22:18.571Z,2025-02-28T18:39:48Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545440139,56,Right,5545440151,233,137,5545440141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700931,198,1,1,21,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,84.6,0.0,2025-02-28T18:22:30.939Z,2025-02-28T18:22:34Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545440211,56,Right,5545440217,212,18.4,5545440219,213,2.92,5545440209,107,,5545440213,140,67.5,5545440215,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700937,199,1,1,21,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.0,10.5,2025-02-28T18:22:34.235Z,2025-02-28T21:47:57Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545440243,140,53.3,5545440249,213,1.98,5545440245,141,41.1,5545440241,56,Center,5545440247,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700945,200,1,1,21,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.7,37.6,2025-02-28T18:22:36.907Z,2025-02-28T21:48:06Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545440295,140,56.6,5545440299,212,16.1,5545440293,56,Right,5545440301,213,4.90,5545440297,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700949,201,1,1,21,19,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.0,17.0,2025-02-28T18:22:39.323Z,2025-02-28T18:22:40Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545440319,213,0.09,5545440311,56,Right,5545440317,212,24.6,5545440313,140,81.3,5545440315,141,20.4,5545440309,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700953,138,1,1,21,21,5rz9enoyknpg8ji78za5b82p0,0,17.4,83.2,2025-02-28T18:22:41.337Z,2025-02-28T21:57:57Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545440337,140,18.9,5546295347,3,,5545440341,212,3.0,5545440339,141,86.9,5545440335,56,Back,5545440343,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700959,202,44,1,21,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.2,17.2,2025-02-28T18:22:42.347Z,2025-02-28T19:05:09Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545440357,286,,5545440369,233,139,5545440355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700961,139,44,1,21,23,5rz9enoyknpg8ji78za5b82p0,0,20.8,82.8,2025-02-28T18:22:42.348Z,2025-02-28T18:49:29Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545440373,233,202,5545440365,285,,5545440363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700981,203,1,1,21,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.8,19.4,2025-02-28T18:22:42.524Z,2025-02-28T19:05:12Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545440465,56,Center,5545440463,3,,5545440471,212,3.7,5545440473,213,1.14,5545440469,141,24.4,5545440467,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700985,204,1,1,21,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,82.5,24.0,2025-02-28T18:22:45.163Z,2025-02-28T19:05:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545440499,140,90.9,5545440501,141,0.0,5545440497,56,Right,5545440503,212,19.2,5545440505,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701061,140,5,1,21,26,5rz9enoyknpg8ji78za5b82p0,1,8.6,101.0,2025-02-28T18:22:45.871Z,2025-02-28T18:39:49Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545440839,233,205,5545440833,56,Back,5545440835,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700989,205,5,1,21,26,9w3sjm5ml4sjr2v81oxzdrt8v,0,91.4,-1.0,2025-02-28T18:22:45.871Z,2025-02-28T18:23:01Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5545440507,56,Right,5545440845,233,140,5545440509,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701081,141,1,1,21,45,5rz9enoyknpg8ji78za5b82p0,1,10.6,100.0,2025-02-28T18:23:04.440Z,2025-02-28T18:23:07Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545440937,141,91.7,5545440931,107,,5545440941,213,5.99,5545440939,212,23.1,5545440935,140,31.6,5545440933,56,Back,5545440943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701085,142,1,1,21,47,5rz9enoyknpg8ji78za5b82p0,1,31.6,91.7,2025-02-28T18:23:06.985Z,2025-02-28T18:23:08Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545440971,141,90.6,5545440963,3,,5545440965,168,,5545440967,56,Back,5545440973,212,6.3,5545440975,213,6.17,5545440969,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701087,143,61,1,21,49,5rz9enoyknpg8ji78za5b82p0,0,34.7,94.4,2025-02-28T18:23:08.616Z,2025-02-28T18:23:09Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5545440979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701089,144,5,1,21,49,5rz9enoyknpg8ji78za5b82p0,0,38.0,101.8,2025-02-28T18:23:09.289Z,2025-02-28T18:39:49Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5545441243,233,206,5545440985,347,,5545440983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701133,206,5,1,21,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.0,-1.8,2025-02-28T18:23:09.289Z,2025-02-28T18:39:49Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545441223,347,,5545441239,233,144,5545441221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701149,207,1,1,22,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.9,0.0,2025-02-28T18:23:19.725Z,2025-02-28T18:23:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545441319,140,79.5,5545441321,141,13.1,5545441317,56,Right,5545441315,107,,5545441323,212,20.8,5545441325,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701153,208,3,1,22,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,79.0,12.6,2025-02-28T18:23:21.284Z,2025-02-28T21:49:42Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545472257,233,160,5545441333,56,Right,5546296189,465,,5545456499,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701517,160,7,1,22,1,5rz9enoyknpg8ji78za5b82p0,0,21.0,87.4,2025-02-28T18:23:21.285Z,2025-02-28T21:49:43Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545472249,233,208,5545443337,285,,5546296339,178,,5545443335,56,Back,5546296337,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701155,145,83,1,22,2,5rz9enoyknpg8ji78za5b82p0,0,21.4,83.0,2025-02-28T18:23:21.608Z,2025-02-28T21:50:20Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545441473,399,54ipja7wrxji6kn8yw5uhr6ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701163,209,50,1,22,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.9,11.6,2025-02-28T18:23:22.191Z,2025-02-28T21:50:21Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545441391,56,Right,5545472369,233,146,5545441393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701183,146,7,1,22,2,5rz9enoyknpg8ji78za5b82p0,1,20.1,88.4,2025-02-28T18:23:22.192Z,2025-02-28T21:50:23Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5545441495,56,Back,5546296693,384,,5546296695,178,,5545472349,233,209,5545441497,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781859091,693,50,1,22,4,5rz9enoyknpg8ji78za5b82p0,1,27.3,87.0,2025-02-28T18:23:23.946Z,2025-02-28T21:50:47Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5546298763,233,877,5546298761,285,,5546298757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781859089,877,7,1,22,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,72.7,13.0,2025-02-28T18:23:23.947Z,2025-02-28T21:50:47Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5546298749,56,Right,5546298755,178,,5546298753,385,,5546298783,233,693,5546298751,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781705357,235,61,1,22,5,5rz9enoyknpg8ji78za5b82p0,1,20.9,91.4,2025-02-28T18:23:24.756Z,2025-02-28T18:36:00Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545464587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701179,210,43,1,22,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-02-28T18:23:25.196Z,2025-02-28T18:49:58Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545504511,144,50,5545441489,56,Right,5545441491,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781704931,233,43,1,22,5,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-28T18:23:25.197Z,2025-02-28T18:36:14Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5545465405,144,7,5545462535,285,0,5545462533,56,Back,5545462547,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701185,147,61,1,22,8,5rz9enoyknpg8ji78za5b82p0,1,21.9,85.9,2025-02-28T18:23:27.865Z,2025-02-28T18:23:28Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545441499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781704937,234,3,1,22,8,5rz9enoyknpg8ji78za5b82p0,0,22.2,92.6,2025-02-28T18:23:28.109Z,2025-02-28T21:51:00Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5545462589,56,Back,5545465379,233,341,5546299023,465,,5545462591,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781705525,341,7,1,22,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.8,7.4,2025-02-28T18:23:28.110Z,2025-02-28T21:51:05Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5545465371,233,234,5545465359,56,Right,5546299135,178,,5546299133,385,,5545465361,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701195,148,1,1,22,9,5rz9enoyknpg8ji78za5b82p0,0,20.1,85.4,2025-02-28T18:23:29.336Z,2025-02-28T18:23:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545441597,286,,5545441591,236,,5545441533,56,Back,5545441535,140,21.3,5545441537,141,87.1,5545441541,213,0.74,5545441539,212,1.7,5545441593,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701205,211,74,1,22,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,85.7,11.1,2025-02-28T18:23:29.337Z,2025-02-28T19:05:39Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5545441589,285,,5545441613,233,148,5545441587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701231,212,1,1,22,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,90.9,14.3,2025-02-28T18:23:29.974Z,2025-02-28T21:51:28Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5545441729,2,,5546299855,224,,5545441735,140,90.7,5545441733,56,Center,5545441741,213,1.58,5545441737,141,39.7,5546299857,20,,5545441739,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701213,149,12,1,22,11,5rz9enoyknpg8ji78za5b82p0,1,8.6,61.5,2025-02-28T18:23:30.697Z,2025-02-28T18:23:31Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545441643,212,13.1,5545441645,213,1.70,5545441639,140,7.0,5545441641,141,80.6,5545441637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701237,150,12,1,22,12,5rz9enoyknpg8ji78za5b82p0,1,7.0,80.2,2025-02-28T18:23:31.753Z,2025-02-28T18:23:33Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545441757,140,34.6,5545441761,212,29.3,5545441759,141,86.6,5545441755,56,Back,5545441763,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701249,213,44,1,22,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.9,11.1,2025-02-28T18:23:33.832Z,2025-02-28T18:49:29Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545441865,233,151,5545441829,56,Right,5545441831,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701239,151,44,1,22,14,5rz9enoyknpg8ji78za5b82p0,0,34.1,88.9,2025-02-28T18:23:33.833Z,2025-02-28T18:49:29Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5545441765,56,Back,5545441869,233,213,5545441767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701261,214,1,1,22,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,66.8,7.6,2025-02-28T18:23:33.853Z,2025-02-28T23:05:38Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545441883,213,0.65,5545441879,141,17.0,5545441875,56,Right,5545441873,3,,5545441877,140,74.8,5545441881,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701255,152,43,1,22,16,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-28T18:23:36.281Z,2025-02-28T18:32:14Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5545456293,144,61,5545441857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701269,154,1,1,22,18,5rz9enoyknpg8ji78za5b82p0,0,34.3,78.7,2025-02-28T18:23:37.657Z,2025-02-28T19:01:29Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5545441917,56,Left,5545442323,1,,5545441921,141,93.9,5545441919,140,82.9,5545441923,212,52.1,5545441925,213,0.20,5545441915,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701319,216,1,1,22,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.2,12.0,2025-02-28T18:23:46.749Z,2025-02-28T18:23:50Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5545442175,213,5.92,5545442169,140,32.0,5545442173,212,11.0,5545442167,56,Back,5545442171,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701341,217,1,1,22,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.9,4.4,2025-02-28T18:23:50.782Z,2025-02-28T18:23:59Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545442347,140,100.0,5545442355,1,,5545442353,213,0.03,5545442349,141,7.4,5545442351,212,58.5,5545442343,155,,5545442345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701339,155,56,1,22,39,5rz9enoyknpg8ji78za5b82p0,1,1.5,88.9,2025-02-28T18:23:58.473Z,2025-02-28T18:23:58Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545442333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701463,156,5,1,22,39,5rz9enoyknpg8ji78za5b82p0,1,-0.6,91.2,2025-02-28T18:23:58.960Z,2025-02-28T18:39:50Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5545443007,346,,5545443017,233,218,5545443005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701361,218,5,1,22,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.6,8.8,2025-02-28T18:23:58.960Z,2025-02-28T18:39:50Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5545442449,56,Right,5545443021,233,156,5545442451,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701471,157,1,1,23,7,5rz9enoyknpg8ji78za5b82p0,1,4.5,44.9,2025-02-28T18:24:26.840Z,2025-02-28T18:24:29Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5545443075,74,,5545443069,213,6.05,5545443059,124,,5545443061,56,Center,5545443067,212,57.5,5545443063,140,57.8,5545443065,141,25.2,5545443071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701475,158,1,1,23,8,5rz9enoyknpg8ji78za5b82p0,0,56.4,25.5,2025-02-28T18:24:27.464Z,2025-02-28T21:55:00Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5545443095,56,Right,5545443093,168,,5545443103,213,5.71,5545443101,212,9.4,5545443099,141,18.0,5545443097,140,63.9,5545443091,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701499,220,1,1,23,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.4,88.7,2025-02-28T18:24:28.710Z,2025-02-28T21:54:40Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5545443263,1,,5545443255,140,70.7,5545443253,56,Left,5545443261,213,0.17,5545443257,141,96.8,5545443259,212,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781860095,878,61,1,23,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.0,90.5,2025-02-28T18:24:29.677Z,2025-02-28T21:54:51Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5546303405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701503,221,61,1,23,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.7,96.8,2025-02-28T18:24:32.647Z,2025-02-28T18:40:50Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5545443267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701595,161,5,1,23,13,5rz9enoyknpg8ji78za5b82p0,1,23.0,-1.2,2025-02-28T18:24:32.968Z,2025-02-28T18:39:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5545443823,56,Back,5545443825,347,,5545453873,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701511,222,5,1,23,13,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.0,101.2,2025-02-28T18:24:32.968Z,2025-02-28T18:39:50Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5545443305,56,Left,5545453877,233,161,5545443307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701509,159,43,1,23,13,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-28T18:24:33.209Z,2025-02-28T18:31:01Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5545443301,56,Back,5545453785,144,5,5545443303,347,0,5545443311,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
