id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2740254685,163,12,1,19,39,59as3grjvj19voay31j3yfgni,1,7.9,44.6,2024-10-27T17:21:09.017Z,2024-10-27T17:21:10Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5319964911,167,,5319964861,212,10.3,5319964863,213,2.78,5319964857,140,0.0,5319964855,56,Back,5319964859,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740254693,164,6,1,19,39,59as3grjvj19voay31j3yfgni,0,0.0,50.0,2024-10-27T17:21:09.567Z,2024-10-27T17:24:59Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,5319964957,56,Back,5319964959,73,,5319965033,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740254683,224,6,1,19,39,5rz9enoyknpg8ji78za5b82p0,1,100.0,50.0,2024-10-27T17:21:09.567Z,2024-10-27T17:21:13Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319964975,75,,5319965003,233,164,5319964973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255425,225,1,1,20,35,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-10-27T17:22:04.913Z,2024-10-27T17:22:10Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319969127,223,,5319969121,2,,5319969135,212,32.6,5319969327,233,165,5319969139,1,,5319969133,141,48.4,5319969129,56,Center,5319969123,6,,5319969125,155,,5319969137,213,5319969131,140,97.9,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,
2740255439,165,41,1,20,38,59as3grjvj19voay31j3yfgni,1,1.9,51.3,2024-10-27T17:22:08.260Z,2024-10-27T17:31:31Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319969211,140,0.0,5319969213,141,57.9,5319969217,213,2.17,5319969215,212,5.4,5319969339,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255443,166,6,1,20,39,59as3grjvj19voay31j3yfgni,0,0.0,62.6,2024-10-27T17:22:09.105Z,2024-10-27T17:24:59Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319969427,233,226,5319969393,73,,5319969391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255435,226,6,1,20,39,5rz9enoyknpg8ji78za5b82p0,1,100.0,37.4,2024-10-27T17:22:09.105Z,2024-10-27T17:24:59Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319969361,56,Center,5319969407,233,166,5319969363,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255785,227,1,1,21,5,5rz9enoyknpg8ji78za5b82p0,1,99.5,0.5,2024-10-27T17:22:35.139Z,2024-10-27T17:24:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319971239,212,27.3,5319971233,56,Center,5319971227,6,,5319971235,140,95.5,5319971241,213,1.73,5319971225,2,,5319971237,141,40.1,5319971231,223,,5319971229,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256661,238,1,1,21,7,5rz9enoyknpg8ji78za5b82p0,0,96.2,37.9,2024-10-27T17:22:37.460Z,2024-10-27T17:28:45Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5319976055,141,41.3,5319976057,212,2.3,5319976059,213,1.48,5319976051,56,Center,5319976053,140,96.4,5319976047,3,,5319976049,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255821,167,12,1,21,10,59as3grjvj19voay31j3yfgni,1,4.8,58.7,2024-10-27T17:22:40.172Z,2024-10-27T17:22:48Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,5319971411,56,Back,5319971413,140,12.9,5319971437,15,,5319971417,212,19.3,5319971419,213,1.11,5319971415,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255847,228,1,1,21,12,5rz9enoyknpg8ji78za5b82p0,1,80.3,17.1,2024-10-27T17:22:41.938Z,2024-10-27T17:22:43Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319971541,3,,5319971543,56,Right,5319971547,141,2.8,5319971549,212,9.9,5319971545,140,82.1,5319971551,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255879,229,1,1,21,13,5rz9enoyknpg8ji78za5b82p0,1,79.9,2.6,2024-10-27T17:22:43.057Z,2024-10-27T17:22:45Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319971755,213,0.19,5319971743,140,87.8,5319971741,56,Right,5319971747,141,4.9,5319971751,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255897,230,1,1,21,15,5rz9enoyknpg8ji78za5b82p0,1,89.2,3.8,2024-10-27T17:22:45.281Z,2024-10-27T17:22:48Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319971835,141,18.6,5319971839,213,0.89,5319971837,212,13.0,5319971833,140,97.0,5319971831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255913,231,1,1,21,18,5rz9enoyknpg8ji78za5b82p0,0,97.3,19.7,2024-10-27T17:22:48.035Z,2024-10-27T17:22:49Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319971937,140,88.6,5319971939,141,50.7,5319971931,2,,5319971933,155,,5319971941,212,23.0,5319971943,213,1.98,5319971935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255979,168,12,1,21,22,59as3grjvj19voay31j3yfgni,1,10.9,59.3,2024-10-27T17:22:51.741Z,2024-10-27T17:25:09Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319972379,56,Back,5319972383,141,100.0,5319972381,140,12.1,5319972387,213,1.53,5319972499,167,,5319972385,212,28.5,5319972393,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740255991,169,5,1,21,22,59as3grjvj19voay31j3yfgni,0,11.7,101.1,2024-10-27T17:22:52.227Z,2024-10-27T17:24:55Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319972623,233,232,5319972477,347,,5319972475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256017,232,5,1,21,22,5rz9enoyknpg8ji78za5b82p0,1,88.3,-1.1,2024-10-27T17:22:52.227Z,2024-10-27T17:24:54Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319972581,56,Right,5319972605,233,169,5319972583,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256037,233,1,1,21,28,5rz9enoyknpg8ji78za5b82p0,1,87.7,0.0,2024-10-27T17:22:57.954Z,2024-10-27T17:22:59Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319972661,141,11.1,5319972663,212,8.6,5319972665,213,1.42,5319972657,56,Right,5319972655,107,,5319972659,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256059,234,1,1,21,29,5rz9enoyknpg8ji78za5b82p0,1,86.7,10.0,2024-10-27T17:22:59.634Z,2024-10-27T17:23:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5319972811,56,Right,5319972813,140,91.6,5319972817,212,6.1,5319972819,213,5.72,5319972809,3,,5319972815,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256151,235,1,1,21,31,5rz9enoyknpg8ji78za5b82p0,0,95.2,6.2,2024-10-27T17:23:01.379Z,2024-10-27T17:23:08Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319973197,213,1.65,5319973199,1,,5319973191,140,92.7,5319973185,2,,5319973193,141,53.6,5319973195,212,32.3,5319973189,56,Center,5319973187,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256139,170,44,1,21,35,59as3grjvj19voay31j3yfgni,1,8.1,44.2,2024-10-27T17:23:05.662Z,2024-10-27T17:25:08Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319973137,285,,5319973271,233,236,5319973135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256155,236,44,1,21,35,5rz9enoyknpg8ji78za5b82p0,0,91.9,55.8,2024-10-27T17:23:05.663Z,2024-10-27T17:25:09Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5319973217,286,,5319973215,56,Center,5319973301,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256143,171,11,1,21,37,59as3grjvj19voay31j3yfgni,1,8.7,45.4,2024-10-27T17:23:06.765Z,2024-10-27T17:23:07Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319973151,56,Back,5319973153,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256399,172,1,1,21,52,59as3grjvj19voay31j3yfgni,1,8.5,43.3,2024-10-27T17:23:22.078Z,2024-10-27T17:23:24Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5319974531,1,,5319974519,199,,5319974525,141,90.8,5319974529,213,0.37,5319974527,212,89.4,5319974523,140,87.9,5319974521,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256425,173,1,1,21,54,59as3grjvj19voay31j3yfgni,1,98.4,87.9,2024-10-27T17:23:24.606Z,2024-10-27T17:23:27Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319974665,56,Left,5319974689,213,2.95,5319974669,141,90.6,5319974671,212,9.4,5319974667,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256461,174,1,1,21,57,59as3grjvj19voay31j3yfgni,1,89.2,89.9,2024-10-27T17:23:27.214Z,2024-10-27T17:23:30Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5319974921,141,85.5,5319974923,212,14.2,5319974917,56,Left,5319974919,140,76.0,5319974925,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256495,175,1,1,22,0,59as3grjvj19voay31j3yfgni,1,76.1,85.4,2024-10-27T17:23:30.669Z,2024-10-27T17:23:34Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319975119,140,77.6,5319975117,56,Left,5319975123,212,3.5,5319975121,141,90.0,5319975125,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256497,176,4,1,22,5,59as3grjvj19voay31j3yfgni,1,81.0,84.1,2024-10-27T17:23:34.704Z,2024-10-27T17:24:58Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5319975159,152,,5319975157,56,Left,5319975155,13,,5319975309,233,237,5319975163,286,,5319975161,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740256515,237,4,1,22,5,5rz9enoyknpg8ji78za5b82p0,0,19.0,15.9,2024-10-27T17:23:34.705Z,2024-10-27T17:24:58Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5319975291,152,,5319975289,56,Back,5319975287,13,,5319975293,265,,5319975319,233,176,5319975295,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257077,177,1,1,22,53,59as3grjvj19voay31j3yfgni,0,77.6,84.5,2024-10-27T17:24:22.896Z,2024-10-27T17:24:27Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319978645,140,97.2,5319978639,155,,5319978637,5,,5319978649,212,35.9,5319978647,141,41.2,5319978643,56,Center,5319978635,2,,5319978641,152,,5319978653,1,,5319978651,213,,,,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,,
2740257061,239,44,1,22,56,5rz9enoyknpg8ji78za5b82p0,1,3.7,59.2,2024-10-27T17:24:26.149Z,2024-10-27T17:25:09Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5319978567,56,Back,5319978569,285,,5319978775,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257081,178,44,1,22,56,59as3grjvj19voay31j3yfgni,0,96.3,40.8,2024-10-27T17:24:26.150Z,2024-10-27T17:25:09Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5319978793,233,239,5319978661,56,Center,5319978663,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257087,240,12,1,22,56,5rz9enoyknpg8ji78za5b82p0,1,5.1,59.9,2024-10-27T17:24:26.661Z,2024-10-27T17:59:15Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5319978705,141,59.1,5319978769,167,,5320164393,15,,5319978709,213,3.22,5319978707,212,6.5,5319978703,140,0.0,5319978701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257167,180,6,1,22,58,59as3grjvj19voay31j3yfgni,1,100.0,40.8,2024-10-27T17:24:27.964Z,2024-10-27T17:25:01Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319979189,75,,5319979187,56,Center,5319980971,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257097,241,6,1,22,58,5rz9enoyknpg8ji78za5b82p0,0,0.0,59.2,2024-10-27T17:24:27.964Z,2024-10-27T17:28:31Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5319978883,73,,5319978881,56,Back,5319980987,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257117,179,43,1,23,1,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-10-27T17:24:31.520Z,2024-10-27T17:24:34Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5319978867,346,0,5319978865,56,Center,5319979105,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257583,181,1,1,23,34,59as3grjvj19voay31j3yfgni,0,99.5,0.5,2024-10-27T17:25:04.672Z,2024-10-27T17:25:08Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319981665,140,95.1,5319981659,155,,5319981657,6,,5319981671,213,1.70,5319981669,212,36.0,5319981667,141,53.0,5319981673,1,,5319981663,56,Center,5319981661,223,,5319981655,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257605,242,12,1,23,39,5rz9enoyknpg8ji78za5b82p0,1,2.6,50.7,2024-10-27T17:25:09.415Z,2024-10-27T17:25:46Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5319981805,140,15.9,5319981839,15,,5319981811,213,0.41,5319981807,141,59.7,5319981809,212,15.2,5319981803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257625,243,12,1,23,41,5rz9enoyknpg8ji78za5b82p0,1,15.1,59.1,2024-10-27T17:25:11.543Z,2024-10-27T17:25:49Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5319981933,212,6.6,5319981931,141,50.0,5319981927,56,Back,5319981951,15,,5319981929,140,13.0,5319981935,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257669,182,1,1,23,42,59as3grjvj19voay31j3yfgni,1,80.8,51.9,2024-10-27T17:25:12.481Z,2024-10-27T17:25:16Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5319982167,56,Center,5319982173,141,37.0,5319982171,140,64.3,5319982165,3,,5319982179,213,3.67,5319982177,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257673,183,1,1,23,46,59as3grjvj19voay31j3yfgni,0,65.6,38.0,2024-10-27T17:25:16.001Z,2024-10-27T17:25:16Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,5319982211,212,28.9,5319982205,56,Center,5319982203,155,,5319982207,140,87.6,5319982209,141,63.6,5319982215,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257739,244,12,1,23,47,5rz9enoyknpg8ji78za5b82p0,1,12.5,30.0,2024-10-27T17:25:17.383Z,2024-10-27T17:25:21Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5319982559,56,Back,5319982567,213,4.71,5319982565,212,2.8,5319982561,140,12.5,5319982563,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257697,184,61,1,23,48,59as3grjvj19voay31j3yfgni,1,86.8,72.6,2024-10-27T17:25:18.643Z,2024-10-27T17:56:04Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,1.0,5319982863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257731,185,15,1,23,51,59as3grjvj19voay31j3yfgni,1,75.9,64.0,2024-10-27T17:25:21.057Z,2024-10-27T17:28:45Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319983231,103,19,5319983217,72,,5319983225,55,184,5319983235,147,58.3,5319983221,29,,5319983219,76,,5319982525,56,Center,5319983223,154,,5319983229,102,53.6,5319982953,82,5319983245,233,245,5319983237,230,5319982523,18,,5319983215,25,,5319983233,146,5319983239,231,50.4,,,,,98.6,85.5,,,,,,,,,
2740257743,245,10,1,23,51,5rz9enoyknpg8ji78za5b82p0,1,14.5,41.7,2024-10-27T17:25:21.157Z,2024-10-27T17:34:16Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319982589,94,,5319983265,233,185,5319982591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257865,186,6,1,23,52,59as3grjvj19voay31j3yfgni,1,91.1,44.5,2024-10-27T17:25:22.225Z,2024-10-27T17:28:31Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5319983451,75,,5319988765,233,246,5319983449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740257745,246,6,1,23,52,5rz9enoyknpg8ji78za5b82p0,0,8.9,55.5,2024-10-27T17:25:22.225Z,2024-10-27T17:29:20Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319982613,73,,5319988775,233,186,5319982611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258163,187,1,1,24,23,59as3grjvj19voay31j3yfgni,0,99.5,0.5,2024-10-27T17:25:53.571Z,2024-10-27T17:25:57Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319984887,223,,5319984889,56,Center,5319984895,212,34.1,5319984881,2,,5319984883,6,,5319984893,141,50.3,5319984885,155,,5319984891,140,95.8,5319984899,1,,5319984897,213,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,
2740258195,247,12,1,24,29,5rz9enoyknpg8ji78za5b82p0,1,3.8,51.5,2024-10-27T17:25:58.712Z,2024-10-27T17:26:00Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5319985043,56,Back,5319985047,140,8.8,5319985049,141,87.5,5319985051,212,25.0,5319985053,213,1.36,5319985077,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258243,188,1,1,24,31,59as3grjvj19voay31j3yfgni,1,88.0,10.4,2024-10-27T17:26:00.741Z,2024-10-27T17:26:05Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319985367,213,2.28,5319985361,140,79.8,5319985363,141,25.3,5319985357,3,,5319985359,56,Center,5319985365,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258279,189,1,1,24,35,59as3grjvj19voay31j3yfgni,1,79.8,26.6,2024-10-27T17:26:05.330Z,2024-10-27T17:26:07Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5319985479,140,90.4,5319985477,56,Center,5319985481,141,30.2,5319985483,212,11.4,5319985485,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258285,190,3,1,24,36,59as3grjvj19voay31j3yfgni,0,92.6,32.8,2024-10-27T17:26:06.007Z,2024-10-27T17:28:34Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5319985555,233,248,5319985519,286,,5319985517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258251,248,7,1,24,36,5rz9enoyknpg8ji78za5b82p0,0,7.4,67.2,2024-10-27T17:26:06.008Z,2024-10-27T17:28:33Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5319985541,233,190,5319985387,56,Back,5319985389,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258293,191,61,1,24,37,59as3grjvj19voay31j3yfgni,1,90.4,30.2,2024-10-27T17:26:07.564Z,2024-10-27T17:31:27Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5319985571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258305,192,5,1,24,38,59as3grjvj19voay31j3yfgni,0,101.4,33.6,2024-10-27T17:26:07.992Z,2024-10-27T17:28:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,5319985605,346,,5319985603,56,Center,5319987275,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258557,249,5,1,24,38,5rz9enoyknpg8ji78za5b82p0,1,-1.4,66.4,2024-10-27T17:26:07.992Z,2024-10-27T17:28:20Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5319987237,233,192,5319987193,346,,5319987191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258581,250,1,1,25,9,5rz9enoyknpg8ji78za5b82p0,1,5.1,61.1,2024-10-27T17:26:38.810Z,2024-10-27T17:27:11Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319987349,140,3.2,5319987347,56,Back,5319987353,212,12.4,5319987351,141,43.1,5319987345,124,,5319987361,237,,5319987355,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258593,251,1,1,25,10,5rz9enoyknpg8ji78za5b82p0,1,3.8,45.5,2024-10-27T17:26:40.186Z,2024-10-27T17:26:41Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5319987419,213,0.51,5319987415,141,59.9,5319987417,212,20.0,5319987413,140,20.4,5319987411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258607,252,1,1,25,11,5rz9enoyknpg8ji78za5b82p0,1,19.6,59.9,2024-10-27T17:26:40.906Z,2024-10-27T17:26:42Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5319987505,140,7.3,5319987511,213,2.34,5319987507,141,79.6,5319987509,212,18.6,5319987503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258667,193,45,1,25,12,59as3grjvj19voay31j3yfgni,0,78.6,20.4,2024-10-27T17:26:41.897Z,2024-10-27T17:28:35Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,5319987835,56,Right,5319987837,286,,5319987891,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258639,253,3,1,25,12,5rz9enoyknpg8ji78za5b82p0,1,21.4,79.6,2024-10-27T17:26:41.897Z,2024-10-27T17:28:35Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319987879,233,193,5319987659,285,,5319987655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258673,254,1,1,25,15,5rz9enoyknpg8ji78za5b82p0,0,20.3,89.0,2024-10-27T17:26:44.793Z,2024-10-27T17:26:47Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319987861,140,36.1,5319987877,1,,5319987873,213,5.13,5319987865,141,34.6,5319987869,212,40.5,5319987859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258733,195,1,1,25,21,59as3grjvj19voay31j3yfgni,1,63.4,75.5,2024-10-27T17:26:50.916Z,2024-10-27T17:26:52Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,5319988191,56,Center,5319988193,140,83.9,5319988197,212,31.4,5319988199,213,5.47,5319988189,155,,5319988195,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258737,196,61,1,25,22,59as3grjvj19voay31j3yfgni,0,82.3,41.9,2024-10-27T17:26:51.756Z,2024-10-27T17:31:26Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5319988209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258743,197,5,1,25,22,59as3grjvj19voay31j3yfgni,0,101.6,31.0,2024-10-27T17:26:52.587Z,2024-10-27T17:28:21Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,5319989379,233,255,5319988227,346,,5319988225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740258933,255,5,1,25,22,5rz9enoyknpg8ji78za5b82p0,1,-1.6,69.0,2024-10-27T17:26:52.587Z,2024-10-27T17:28:21Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5319989289,346,,5319989369,233,197,5319989287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
