id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/12/value,qualifier/16/value,qualifier/18/value
2799136477,127,83,1,13,43,anga7587r1zv4ey71ge9zxol3,0,57.4,34.9,2025-04-11T17:14:56.273Z,2025-04-11T22:05:14Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5641153511,399,bm3k1knugkwa8z319dscr2yhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136493,98,1,1,13,44,36g6ifzjliec1jqnbtf7yesme,1,43.1,66.7,2025-04-11T17:14:57.798Z,2025-04-11T17:14:59Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5641153395,213,2.76,5641153393,212,7.7,5641153387,56,Back,5641153389,140,36.3,5641153391,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136509,99,1,1,13,46,36g6ifzjliec1jqnbtf7yesme,1,39.2,75.0,2025-04-11T17:14:59.550Z,2025-04-11T17:15:01Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5641153493,141,97.5,5641153489,56,Back,5641153495,212,16.5,5641153497,213,1.19,5641153491,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136611,100,1,1,13,51,36g6ifzjliec1jqnbtf7yesme,1,40.7,87.8,2025-04-11T17:15:04.278Z,2025-04-11T17:15:09Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641154059,1,,5641154055,212,71.3,5641154051,140,89.5,5641154057,213,5.51,5641154053,141,14.9,5641154045,155,,5641154049,56,Right,5641154047,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136627,101,1,1,13,56,36g6ifzjliec1jqnbtf7yesme,1,95.6,17.7,2025-04-11T17:15:09.374Z,2025-04-11T21:27:17Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641154203,2,,5641154215,213,1.86,5642351643,386,,5641154211,141,47.9,5642351645,20,,5641154209,140,89.8,5641154213,212,21.4,5641154207,56,Center,5642351641,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799354287,772,61,1,13,56,36g6ifzjliec1jqnbtf7yesme,0,90.2,45.0,2025-04-11T17:15:10.210Z,2025-04-11T21:27:22Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5642351763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136629,102,43,1,13,58,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-04-11T17:15:11.647Z,2025-04-11T17:52:17Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5641340741,144,61,5641154223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136631,128,43,1,13,58,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-11T17:15:11.953Z,2025-04-11T21:27:15Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5642351707,144,8,5641154233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136673,130,1,1,14,1,anga7587r1zv4ey71ge9zxol3,0,24.8,65.1,2025-04-11T17:15:14.545Z,2025-04-11T17:15:52Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641154445,213,0.59,5641154443,212,13.5,5641154439,140,35.5,5641154437,56,Back,5641154441,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136683,131,43,1,14,3,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-11T17:15:16.689Z,2025-04-11T17:15:50Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5641157447,144,3,5641154671,233,103,5641154495,56,Back,5641154497,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136711,103,8,1,14,3,36g6ifzjliec1jqnbtf7yesme,1,64.2,21.4,2025-04-11T17:15:16.690Z,2025-04-11T21:27:38Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5642351921,385,,5641154633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136707,132,61,1,14,5,anga7587r1zv4ey71ge9zxol3,0,35.4,75.8,2025-04-11T17:15:18.977Z,2025-04-11T17:15:19Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641154611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136835,106,1,1,14,7,36g6ifzjliec1jqnbtf7yesme,0,64.9,20.1,2025-04-11T17:15:21.046Z,2025-04-11T17:15:32Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5641155345,212,25.4,5641155349,213,0.46,5641155781,4,,5641155339,140,86.6,5641155341,141,36.7,5641155337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136779,133,54,1,14,9,anga7587r1zv4ey71ge9zxol3,1,13.7,61.7,2025-04-11T17:15:23.189Z,2025-04-11T17:15:24Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641155115,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136805,134,52,1,14,11,anga7587r1zv4ey71ge9zxol3,1,13.7,61.7,2025-04-11T17:15:24.528Z,2025-04-11T21:27:55Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5642351987,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799136855,135,1,1,14,13,anga7587r1zv4ey71ge9zxol3,1,12.4,58.4,2025-04-11T17:15:26.370Z,2025-04-11T17:15:29Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641155475,212,13.4,5641155469,56,Back,5641155467,123,,5641155477,213,0.06,5641155497,189,,5641155471,140,25.1,5641155473,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137121,136,1,1,14,17,anga7587r1zv4ey71ge9zxol3,1,34.8,47.9,2025-04-11T17:15:30.993Z,2025-04-11T17:15:45Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5641156921,141,5.8,5641156925,213,4.72,5641156919,140,35.0,5641156923,212,28.6,5641156917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137145,137,1,1,14,32,anga7587r1zv4ey71ge9zxol3,1,34.5,13.4,2025-04-11T17:15:45.410Z,2025-04-11T17:15:47Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5641157061,140,27.8,5641157059,56,Back,5641157067,213,1.74,5641157069,1,,5641157065,212,41.2,5641157113,189,,5641157063,141,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137275,138,1,1,14,41,anga7587r1zv4ey71ge9zxol3,1,28.7,71.4,2025-04-11T17:15:54.945Z,2025-04-11T17:15:56Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641157815,140,31.1,5641157819,212,27.6,5641157817,141,31.0,5641157821,213,4.80,5641157813,56,Back,5641157829,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137293,139,1,1,14,43,anga7587r1zv4ey71ge9zxol3,1,31.0,29.5,2025-04-11T17:15:56.529Z,2025-04-11T17:15:57Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641157911,140,39.3,5641157917,213,5.72,5641157915,212,10.3,5641157913,141,21.4,5641157909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137349,140,1,1,14,44,anga7587r1zv4ey71ge9zxol3,1,39.3,21.4,2025-04-11T17:15:57.281Z,2025-04-11T17:54:06Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5641158163,140,29.5,5641158169,212,12.0,5641158161,56,Back,5641158171,213,2.61,5641158167,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137417,141,1,1,14,46,anga7587r1zv4ey71ge9zxol3,1,33.5,43.1,2025-04-11T17:16:00.178Z,2025-04-11T17:16:02Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641158509,213,1.94,5641158505,141,63.3,5641158501,56,Back,5641158507,212,14.7,5641158503,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137509,142,1,1,14,49,anga7587r1zv4ey71ge9zxol3,1,28.0,70.1,2025-04-11T17:16:02.610Z,2025-04-11T17:16:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641158895,140,39.6,5641158899,141,95.3,5641158911,213,0.95,5641158893,56,Back,5641158905,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137551,143,1,1,14,53,anga7587r1zv4ey71ge9zxol3,1,39.8,95.7,2025-04-11T17:16:06.625Z,2025-04-11T17:16:08Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5641159103,212,9.0,5641159097,56,Back,5641159099,140,39.2,5641159105,213,4.64,5641159101,141,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137561,144,1,1,14,55,anga7587r1zv4ey71ge9zxol3,0,37.9,81.3,2025-04-11T17:16:08.738Z,2025-04-11T17:16:09Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5641159149,141,83.7,5641159145,56,Back,5641159147,140,39.9,5641159173,236,,5641159155,213,0.66,5641159151,212,2.7,5641159175,233,107,5641159179,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137557,107,74,1,14,55,36g6ifzjliec1jqnbtf7yesme,1,63.3,20.9,2025-04-11T17:16:08.739Z,2025-04-11T17:16:10Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641159129,285,,5641159201,233,144,5641159127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137699,109,1,1,14,57,36g6ifzjliec1jqnbtf7yesme,1,68.5,27.9,2025-04-11T17:16:10.637Z,2025-04-11T17:16:16Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5641159863,141,14.3,5641159867,213,5.99,5641159859,56,Right,5641159861,140,97.4,5641159865,212,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137753,110,1,1,15,3,36g6ifzjliec1jqnbtf7yesme,1,91.5,16.2,2025-04-11T17:16:16.373Z,2025-04-11T17:16:19Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5641160177,213,2.65,5641160169,141,24.7,5641160165,140,81.1,5641160173,212,12.4,5641160163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799137787,111,1,1,15,5,36g6ifzjliec1jqnbtf7yesme,0,81.5,28.6,2025-04-11T17:16:19.038Z,2025-04-11T17:16:20Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641160325,212,36.1,5641160329,1,,5641160321,140,100.0,5641160327,213,0.98,5641160323,141,72.7,5641160317,155,,5641160319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138447,112,5,1,15,7,36g6ifzjliec1jqnbtf7yesme,0,100.9,68.0,2025-04-11T17:16:20.402Z,2025-04-11T17:22:58Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5641163843,56,Center,5641163845,346,,5641163903,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138025,145,5,1,15,7,anga7587r1zv4ey71ge9zxol3,1,-0.9,32.0,2025-04-11T17:16:20.402Z,2025-04-11T17:22:58Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5641163899,233,112,5641161429,56,Back,5641161431,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138051,146,1,1,15,17,anga7587r1zv4ey71ge9zxol3,1,4.9,47.0,2025-04-11T17:16:30.785Z,2025-04-11T17:16:32Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641161535,56,Back,5641161543,213,5.33,5641161539,141,41.8,5641161537,140,7.3,5641161533,124,,5641161547,237,,5641161541,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138145,147,1,1,15,19,anga7587r1zv4ey71ge9zxol3,1,7.3,41.8,2025-04-11T17:16:32.385Z,2025-04-11T17:16:37Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641162087,140,8.3,5641162093,213,1.50,5641162089,141,63.8,5641162091,212,15.0,5641162085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138239,148,1,1,15,24,anga7587r1zv4ey71ge9zxol3,1,20.3,58.5,2025-04-11T17:16:37.441Z,2025-04-11T17:16:42Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641162613,140,23.2,5641162619,213,4.88,5641162615,141,32.6,5641162611,56,Back,5641162617,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138319,149,1,1,15,29,anga7587r1zv4ey71ge9zxol3,1,27.9,36.5,2025-04-11T17:16:42.769Z,2025-04-11T17:16:48Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641163083,213,1.81,5641163077,141,60.3,5641163075,140,24.1,5641163079,212,16.7,5641163073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138353,150,1,1,15,35,anga7587r1zv4ey71ge9zxol3,1,25.9,60.8,2025-04-11T17:16:48.385Z,2025-04-11T17:16:49Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641163273,56,Back,5641163275,140,30.0,5641163281,213,1.19,5641163279,212,11.6,5641163277,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138401,151,1,1,15,36,anga7587r1zv4ey71ge9zxol3,1,29.9,75.9,2025-04-11T17:16:49.777Z,2025-04-11T17:16:53Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5641163563,140,27.2,5641163569,213,4.61,5641163565,141,33.5,5641163561,56,Back,5641163567,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138453,152,1,1,15,39,anga7587r1zv4ey71ge9zxol3,1,27.2,33.2,2025-04-11T17:16:52.977Z,2025-04-11T17:16:57Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641163867,212,15.3,5641163861,56,Back,5641163865,141,13.0,5641163869,213,5.17,5641163863,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138475,153,1,1,15,43,anga7587r1zv4ey71ge9zxol3,1,32.9,13.3,2025-04-11T17:16:57.041Z,2025-04-11T17:16:59Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641163971,141,37.4,5641163967,140,28.6,5641163973,212,17.0,5641163963,56,Back,5641163975,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138535,154,1,1,15,45,anga7587r1zv4ey71ge9zxol3,1,28.8,37.6,2025-04-11T17:16:58.897Z,2025-04-11T17:17:03Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641164363,141,62.4,5641164361,140,25.0,5641164367,213,1.80,5641164357,56,Back,5641164365,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138583,155,1,1,15,49,anga7587r1zv4ey71ge9zxol3,1,26.5,57.9,2025-04-11T17:17:03.073Z,2025-04-11T17:17:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641164685,213,4.96,5641164677,56,Back,5641164683,212,26.9,5641164681,141,19.6,5641164679,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138675,156,1,1,15,53,anga7587r1zv4ey71ge9zxol3,1,33.7,14.9,2025-04-11T17:17:06.561Z,2025-04-11T17:17:12Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641165257,141,6.7,5641165261,213,6.08,5641165259,212,28.1,5641165255,140,59.9,5641165253,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138733,157,1,1,15,59,anga7587r1zv4ey71ge9zxol3,1,62.5,12.2,2025-04-11T17:17:12.241Z,2025-04-11T17:17:15Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5641165631,141,31.7,5641165629,140,45.3,5641165627,56,Back,5641165635,212,22.4,5641165639,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138753,158,1,1,16,2,anga7587r1zv4ey71ge9zxol3,1,47.2,33.4,2025-04-11T17:17:15.505Z,2025-04-11T17:17:17Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641165753,140,43.8,5641165757,212,21.6,5641165751,56,Back,5641165755,141,64.7,5641165759,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138771,159,1,1,16,4,anga7587r1zv4ey71ge9zxol3,1,45.0,69.8,2025-04-11T17:17:17.809Z,2025-04-11T17:17:19Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5641165879,56,Back,5641165883,141,90.9,5641165887,213,1.46,5641165881,140,46.5,5641165885,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138849,160,1,1,16,6,anga7587r1zv4ey71ge9zxol3,1,44.0,87.9,2025-04-11T17:17:19.520Z,2025-04-11T17:17:24Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5641166313,140,20.3,5641166315,141,59.3,5641166319,213,3.80,5641166311,56,Back,5641166317,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138909,161,1,1,16,10,anga7587r1zv4ey71ge9zxol3,1,19.5,57.7,2025-04-11T17:17:23.937Z,2025-04-11T21:29:30Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5641166591,56,Back,5641166597,212,22.9,5641166593,140,29.8,5641166599,213,5.20,5641166595,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799138991,162,1,1,16,16,anga7587r1zv4ey71ge9zxol3,1,29.6,27.8,2025-04-11T17:17:29.264Z,2025-04-11T17:17:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5641166927,140,34.9,5641166933,213,5.07,5641166929,141,5.9,5641166925,56,Back,5641166931,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139003,163,1,1,16,19,anga7587r1zv4ey71ge9zxol3,0,34.9,5.9,2025-04-11T17:17:32.945Z,2025-04-11T17:17:34Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5641167019,141,4.3,5641167015,56,Right,5641167021,212,25.1,5641167017,140,58.8,5641167023,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139015,114,8,1,16,22,36g6ifzjliec1jqnbtf7yesme,1,37.1,91.1,2025-04-11T17:17:35.359Z,2025-04-11T21:29:39Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641167077,56,Back,5642353309,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139037,116,1,1,16,23,36g6ifzjliec1jqnbtf7yesme,1,37.1,91.1,2025-04-11T17:17:36.261Z,2025-04-11T17:17:37Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641167179,140,37.2,5641167181,141,83.5,5641167183,212,5.2,5641167177,56,Back,5641167185,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139149,117,1,1,16,24,36g6ifzjliec1jqnbtf7yesme,1,38.7,77.0,2025-04-11T17:17:37.501Z,2025-04-11T17:17:44Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5641167831,141,31.5,5641167829,140,29.0,5641167825,155,,5641167837,1,,5641167835,213,4.39,5641167827,56,Back,5641167833,212,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139169,118,1,1,16,30,36g6ifzjliec1jqnbtf7yesme,1,44.2,18.6,2025-04-11T17:17:43.925Z,2025-04-11T17:17:45Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5641167951,213,1.50,5641167943,56,Back,5641167947,141,31.5,5641167945,140,44.8,5641167949,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139207,119,1,1,16,31,36g6ifzjliec1jqnbtf7yesme,1,44.5,31.8,2025-04-11T17:17:45.149Z,2025-04-11T17:17:47Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5641168187,141,28.3,5641168183,56,Back,5641168191,213,3.30,5641168189,212,15.3,5641168185,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139221,120,1,1,16,34,36g6ifzjliec1jqnbtf7yesme,1,30.1,30.9,2025-04-11T17:17:47.669Z,2025-04-11T17:17:49Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5641168255,212,15.0,5641168257,213,0.97,5641168251,140,38.2,5641168249,56,Back,5641168253,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139275,121,1,1,16,35,36g6ifzjliec1jqnbtf7yesme,1,39.0,49.0,2025-04-11T17:17:48.933Z,2025-04-11T17:17:50Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,,5641168503,141,32.1,5641168505,212,13.5,5641168499,56,Back,5641168507,213,4.16,5641168501,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139289,122,1,1,16,37,36g6ifzjliec1jqnbtf7yesme,1,32.2,32.1,2025-04-11T17:17:50.845Z,2025-04-11T17:17:51Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5641168555,56,Back,5641168561,212,5.2,5641168559,141,33.4,5641168557,140,37.1,5641168563,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139329,123,1,1,16,38,36g6ifzjliec1jqnbtf7yesme,1,39.4,33.7,2025-04-11T17:17:51.581Z,2025-04-11T17:17:54Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5641168821,212,17.2,5641168823,213,1.91,5641168817,140,33.9,5641168815,56,Back,5641168819,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139377,124,1,1,16,41,36g6ifzjliec1jqnbtf7yesme,1,33.8,58.2,2025-04-11T17:17:54.253Z,2025-04-11T17:17:56Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5641169077,140,44.6,5641169083,213,1.15,5641169075,56,Back,5641169081,212,27.5,5641169079,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139417,125,1,1,16,43,36g6ifzjliec1jqnbtf7yesme,1,44.7,95.6,2025-04-11T17:17:56.757Z,2025-04-11T17:17:59Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5641169327,141,91.8,5641169323,56,Left,5641169331,213,6.14,5641169325,140,61.6,5641169329,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139507,126,1,1,16,46,36g6ifzjliec1jqnbtf7yesme,1,63.1,91.0,2025-04-11T17:17:59.445Z,2025-04-11T21:30:06Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,1.0,,5641170129,4,,5641198035,154,,5641169837,141,75.4,5641169831,56,Center,5641169835,140,88.5,5641169839,212,28.7,5641169841,213,5.90,5641198033,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139921,129,15,1,16,51,36g6ifzjliec1jqnbtf7yesme,1,87.7,76.1,2025-04-11T17:18:04.469Z,2025-04-11T21:30:15Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5642353673,89,,5641198057,154,,5641196393,64,,5641198065,103,8.9,5641198069,147,73.5,5641172221,56,Center,5641198063,102,53.3,5641196389,22,,5641198055,29,5641198059,55,5641197475,20,5641198053,76,,,,5641202885,233,5641198067,146,5641344433,214,5641344435,328,,126,88.9,,,,,,,,,,,,,,,164,,
2799139557,164,10,1,16,51,anga7587r1zv4ey71ge9zxol3,1,10.2,28.3,2025-04-11T17:18:04.569Z,2025-04-11T21:30:33Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5642353799,389,,5642353801,376,,5641202869,182,,5641202865,174,,5641202901,233,129,5641174251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799139515,127,61,1,16,51,36g6ifzjliec1jqnbtf7yesme,1,90.2,75.6,2025-04-11T17:18:05.108Z,2025-04-11T17:21:22Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5641169891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
