id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value
2793700917,252,1,1,19,43,77tfx9me4aaqhzv78bmgsy9bg,0,86.7,13.4,2025-03-30T14:20:21.665Z,2025-03-30T14:20:22Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611040625,212,12.9,5611040621,140,86.6,5611040623,141,32.4,5611040619,56,Center,5611040627,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701025,135,12,1,19,45,5rz9enoyknpg8ji78za5b82p0,1,10.5,63.4,2025-03-30T14:20:23.524Z,2025-03-30T14:20:27Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611041181,213,0.27,5611041173,56,Back,5611041177,141,74.4,5611041175,140,36.1,5611041179,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701011,253,1,1,19,47,77tfx9me4aaqhzv78bmgsy9bg,0,68.2,34.5,2025-03-30T14:20:25.808Z,2025-03-30T14:20:27Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611041091,213,6.17,5611041087,141,31.2,5611041083,56,Center,5611041085,140,86.8,5611041089,212,19.7,5611041081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701047,136,12,1,19,49,5rz9enoyknpg8ji78za5b82p0,1,18.9,67.8,2025-03-30T14:20:27.710Z,2025-03-30T14:20:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611041315,15,,5611041277,56,Back,5611041279,140,28.8,5611041283,212,12.8,5611041281,141,78.8,5611041285,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701147,254,1,1,19,50,77tfx9me4aaqhzv78bmgsy9bg,1,74.5,32.2,2025-03-30T14:20:28.945Z,2025-03-30T14:20:33Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611041815,141,35.4,5611041819,213,0.44,5611041809,56,Center,5611041813,140,78.9,5611041817,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701161,255,1,1,19,55,77tfx9me4aaqhzv78bmgsy9bg,0,93.7,21.9,2025-03-30T14:20:33.250Z,2025-03-30T19:59:58Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5611042057,236,,5612712001,224,,5611042063,286,,5612712003,20,,5611041877,56,Center,5611041879,140,93.3,5611041883,212,3.0,5611041881,141,26.2,5611041873,2,5611041885,213,1.71,5611042059,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701191,137,12,1,19,55,5rz9enoyknpg8ji78za5b82p0,1,11.8,74.2,2025-03-30T14:20:33.350Z,2025-03-30T14:20:36Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611042033,56,Back,5611042137,233,255,5611042031,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701283,256,1,1,19,58,77tfx9me4aaqhzv78bmgsy9bg,1,92.4,2.6,2025-03-30T14:20:36.608Z,2025-03-30T14:20:39Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5611042565,56,Right,5611042569,141,4.9,5611042573,213,2.98,5611042571,212,9.9,5611042567,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701337,257,1,1,20,1,77tfx9me4aaqhzv78bmgsy9bg,1,80.2,7.6,2025-03-30T14:20:39.729Z,2025-03-30T14:20:42Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611042803,212,16.4,5611042799,140,66.7,5611042797,56,Right,5611042805,213,2.61,5611042801,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701387,258,1,1,20,4,77tfx9me4aaqhzv78bmgsy9bg,1,66.8,22.7,2025-03-30T14:20:42.481Z,2025-03-30T14:20:45Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611043027,213,1.82,5611043015,140,62.2,5611043019,141,50.4,5611043023,212,19.4,5611043011,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701397,259,1,1,20,6,77tfx9me4aaqhzv78bmgsy9bg,0,64.8,57.2,2025-03-30T14:20:44.993Z,2025-03-30T14:20:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5611043083,212,19.1,5611043079,140,81.6,5611043085,213,5.89,5611043077,56,Center,5611043081,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701721,138,12,1,20,8,5rz9enoyknpg8ji78za5b82p0,1,18.2,53.9,2025-03-30T14:20:46.693Z,2025-03-30T14:21:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611044923,212,46.9,5611044919,140,54.3,5611044925,213,0.63,5611044917,56,Left,5611044921,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701605,260,1,1,20,15,77tfx9me4aaqhzv78bmgsy9bg,1,53.1,5.3,2025-03-30T14:20:53.729Z,2025-03-30T14:20:56Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611044279,212,17.5,5611044271,140,69.7,5611044283,213,6.22,5611044273,141,3.7,5611044269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701687,261,1,1,20,18,77tfx9me4aaqhzv78bmgsy9bg,1,69.2,4.7,2025-03-30T14:20:56.609Z,2025-03-30T14:21:00Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5611044753,141,22.5,5611044751,140,72.5,5611044755,212,12.6,5611044749,56,Center,5611044757,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701697,262,61,1,20,21,77tfx9me4aaqhzv78bmgsy9bg,0,72.3,24.6,2025-03-30T14:20:59.905Z,2025-03-30T14:21:00Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611044803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701729,139,4,1,20,22,5rz9enoyknpg8ji78za5b82p0,1,31.8,86.4,2025-03-30T14:21:00.673Z,2025-03-30T14:21:07Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611045019,233,263,5611045023,285,,5611045009,265,,5611045005,56,Back,5611045007,152,,5611045003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793701713,263,4,1,20,22,77tfx9me4aaqhzv78bmgsy9bg,0,68.2,13.6,2025-03-30T14:21:00.674Z,2025-03-30T14:21:07Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611044977,56,Right,5611045053,233,139,5611044983,265,,5611044975,13,,5611044979,152,,5611044985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702157,140,1,1,20,47,5rz9enoyknpg8ji78za5b82p0,1,30.6,76.3,2025-03-30T14:21:25.426Z,2025-03-30T14:21:26Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611047365,56,Back,5611047377,212,5.4,5611047375,141,83.5,5611047379,213,1.13,5611047371,140,32.8,5611047353,5,,5611047359,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702191,141,1,1,20,48,5rz9enoyknpg8ji78za5b82p0,1,32.8,83.5,2025-03-30T14:21:26.879Z,2025-03-30T14:21:30Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611047643,213,3.77,5611047639,141,75.6,5611047635,56,Back,5611047641,212,9.2,5611047637,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702229,142,1,1,20,52,5rz9enoyknpg8ji78za5b82p0,1,27.5,81.2,2025-03-30T14:21:30.223Z,2025-03-30T14:21:32Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611047893,56,Back,5611047897,141,91.7,5611047901,213,0.86,5611047899,212,9.4,5611047895,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702301,143,1,1,20,54,5rz9enoyknpg8ji78za5b82p0,1,34.4,90.9,2025-03-30T14:21:32.285Z,2025-03-30T14:21:36Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611048293,213,5.67,5611048287,140,55.1,5611048291,212,26.5,5611048285,56,Center,5611048289,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702307,144,61,1,20,56,5rz9enoyknpg8ji78za5b82p0,0,55.1,68.5,2025-03-30T14:21:35.019Z,2025-03-30T16:08:53Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5611048319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702339,265,1,1,20,58,77tfx9me4aaqhzv78bmgsy9bg,1,40.7,19.2,2025-03-30T14:21:36.194Z,2025-03-30T14:21:37Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5611048477,213,3.89,5611048469,56,Back,5611048473,141,13.5,5611048475,212,5.7,5611048471,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702329,145,83,1,20,58,5rz9enoyknpg8ji78za5b82p0,0,55.7,69.9,2025-03-30T14:21:36.988Z,2025-03-30T14:26:22Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5611049037,399,7cpkykvmy8ujrahzdz7ksk2c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702445,266,1,1,20,59,77tfx9me4aaqhzv78bmgsy9bg,1,33.3,15.2,2025-03-30T14:21:37.811Z,2025-03-30T14:21:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611048983,212,28.8,5611048979,140,8.7,5611048977,56,Back,5611048985,213,2.68,5611048981,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702519,267,1,1,21,4,77tfx9me4aaqhzv78bmgsy9bg,1,9.7,39.8,2025-03-30T14:21:42.482Z,2025-03-30T14:21:46Z,9h6c9ue598hllcri39erjitqs,W. Lykke,,5611049291,140,19.5,5611049295,212,24.9,5611049293,141,73.2,5611049297,213,1.15,5611049289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702545,268,1,1,21,8,77tfx9me4aaqhzv78bmgsy9bg,1,26.6,70.0,2025-03-30T14:21:46.451Z,2025-03-30T14:21:48Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5611049485,140,28.4,5611049489,212,19.7,5611049483,56,Back,5611049491,213,4.81,5611049487,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702625,269,1,1,21,10,77tfx9me4aaqhzv78bmgsy9bg,1,30.6,38.3,2025-03-30T14:21:48.370Z,2025-03-30T14:21:53Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611049949,212,19.5,5611049945,140,44.4,5611049951,213,5.55,5611049943,56,Back,5611049947,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702649,270,1,1,21,14,77tfx9me4aaqhzv78bmgsy9bg,1,48.5,17.3,2025-03-30T14:21:53.090Z,2025-03-30T14:21:55Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611050051,56,Right,5611050059,213,5.79,5611050055,141,3.1,5611050053,140,65.7,5611050057,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702693,271,1,1,21,17,77tfx9me4aaqhzv78bmgsy9bg,1,63.1,6.5,2025-03-30T14:21:55.298Z,2025-03-30T14:21:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5611050277,212,7.2,5611050273,140,65.8,5611050271,56,Right,5611050279,213,1.16,5611050275,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702701,272,61,1,21,18,77tfx9me4aaqhzv78bmgsy9bg,0,67.3,17.4,2025-03-30T14:21:56.771Z,2025-03-30T14:21:57Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611050335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702707,146,43,1,21,19,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-30T14:21:57.715Z,2025-03-30T14:22:03Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611050815,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702733,147,61,1,21,22,5rz9enoyknpg8ji78za5b82p0,0,29.8,83.3,2025-03-30T14:22:00.261Z,2025-03-30T14:22:00Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611050557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702751,148,5,1,21,22,5rz9enoyknpg8ji78za5b82p0,0,25.2,101.2,2025-03-30T14:22:00.291Z,2025-03-30T14:25:41Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611050657,56,Back,5611050713,233,273,5611050659,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702749,273,5,1,21,22,77tfx9me4aaqhzv78bmgsy9bg,1,74.8,-1.2,2025-03-30T14:22:00.291Z,2025-03-30T14:25:41Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611050651,56,Right,5611050665,233,148,5611050653,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702797,274,1,1,21,24,77tfx9me4aaqhzv78bmgsy9bg,1,75.8,0.0,2025-03-30T14:22:02.931Z,2025-03-30T14:22:04Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611050937,213,2.74,5611050925,107,,5611050929,140,66.3,5611050927,56,Right,5611050931,141,4.6,5611050935,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702827,275,1,1,21,26,77tfx9me4aaqhzv78bmgsy9bg,1,65.9,4.4,2025-03-30T14:22:04.563Z,2025-03-30T14:22:07Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611051217,141,2.5,5611051213,56,Right,5611051223,213,6.10,5611051215,140,72.6,5611051219,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702853,276,1,1,21,29,77tfx9me4aaqhzv78bmgsy9bg,1,68.3,10.7,2025-03-30T14:22:07.603Z,2025-03-30T14:22:09Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5611051375,56,Right,5611051379,141,18.0,5611051383,213,1.92,5611051381,212,5.3,5611051377,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702881,277,1,1,21,30,77tfx9me4aaqhzv78bmgsy9bg,1,67.1,17.6,2025-03-30T14:22:08.995Z,2025-03-30T14:22:10Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611051549,141,6.4,5611051545,56,Right,5611051547,140,66.8,5611051551,212,7.6,5611051553,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793702947,278,1,1,21,32,77tfx9me4aaqhzv78bmgsy9bg,1,66.7,6.2,2025-03-30T14:22:10.691Z,2025-03-30T14:22:14Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611051923,56,Center,5611051921,155,,5611051929,212,34.7,5611051925,140,64.1,5611051927,141,57.0,5611051933,1,,5611051931,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703019,279,1,1,21,36,77tfx9me4aaqhzv78bmgsy9bg,1,64.4,55.8,2025-03-30T14:22:14.371Z,2025-03-30T14:22:17Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5611052269,56,Center,5611052277,213,3.12,5611052275,212,10.9,5611052271,140,54.0,5611052273,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703081,280,1,1,21,39,77tfx9me4aaqhzv78bmgsy9bg,1,48.6,49.3,2025-03-30T14:22:17.411Z,2025-03-30T14:22:20Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5611052637,56,Right,5611052641,141,20.0,5611052645,213,4.84,5611052639,140,51.0,5611052643,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703099,281,1,1,21,42,77tfx9me4aaqhzv78bmgsy9bg,0,51.2,20.0,2025-03-30T14:22:20.259Z,2025-03-30T14:22:21Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,5611052725,141,17.7,5611052729,213,6.18,5611052721,56,Right,5611052723,140,65.8,5611052727,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703141,282,83,1,21,44,77tfx9me4aaqhzv78bmgsy9bg,0,60.9,24.3,2025-03-30T14:22:22.219Z,2025-03-30T14:22:32Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611053077,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703135,149,8,1,21,44,5rz9enoyknpg8ji78za5b82p0,1,34.0,81.6,2025-03-30T14:22:22.870Z,2025-03-30T20:01:03Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611052891,56,Back,5612715421,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703187,151,1,1,21,45,5rz9enoyknpg8ji78za5b82p0,1,38.4,88.7,2025-03-30T14:22:23.948Z,2025-03-30T14:22:25Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611053127,141,86.3,5611053131,213,3.33,5611053123,56,Back,5611053125,140,30.3,5611053129,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703203,152,43,1,21,46,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-30T14:22:25.120Z,2025-03-30T14:22:29Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611053563,144,7,5611053249,285,0,5611053247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703219,153,1,1,21,48,5rz9enoyknpg8ji78za5b82p0,0,30.3,86.3,2025-03-30T14:22:26.198Z,2025-03-30T14:22:27Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611053349,213,0.69,5611053337,56,Back,5611053341,140,42.4,5611053343,141,100.0,5611053347,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703263,283,56,1,21,48,77tfx9me4aaqhzv78bmgsy9bg,1,58.0,2.5,2025-03-30T14:22:26.683Z,2025-03-30T15:08:15Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611053597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703223,154,5,1,21,49,5rz9enoyknpg8ji78za5b82p0,0,43.3,101.5,2025-03-30T14:22:27.401Z,2025-03-30T14:22:34Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5611053363,56,Back,5611053927,233,284,5611053365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703315,284,5,1,21,49,77tfx9me4aaqhzv78bmgsy9bg,1,56.7,-1.5,2025-03-30T14:22:27.401Z,2025-03-30T14:25:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611053843,56,Right,5611053907,233,154,5611053845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703477,285,1,1,21,58,77tfx9me4aaqhzv78bmgsy9bg,0,54.5,0.0,2025-03-30T14:22:36.980Z,2025-03-30T14:22:47Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611054797,141,2.5,5611054793,56,Right,5611054801,213,0.15,5611055237,189,,5611054791,107,,5611054795,140,72.0,5611054799,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703491,155,61,1,22,0,5rz9enoyknpg8ji78za5b82p0,1,20.0,87.7,2025-03-30T14:22:38.424Z,2025-03-30T14:22:49Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611054895,56,Back,5611055397,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703593,287,56,1,22,1,77tfx9me4aaqhzv78bmgsy9bg,1,69.5,1.4,2025-03-30T14:22:40.093Z,2025-03-30T14:22:48Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,5611055423,56,Right,5611055693,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703525,156,5,1,22,2,5rz9enoyknpg8ji78za5b82p0,0,24.7,101.1,2025-03-30T14:22:40.804Z,2025-03-30T14:25:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611055043,347,,5611055259,233,286,5611055041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703559,286,5,1,22,2,77tfx9me4aaqhzv78bmgsy9bg,1,75.3,-1.1,2025-03-30T14:22:40.804Z,2025-03-30T14:25:42Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611055193,347,,5611055191,56,Right,5611055227,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703759,288,1,1,22,12,77tfx9me4aaqhzv78bmgsy9bg,1,67.9,0.0,2025-03-30T14:22:51.108Z,2025-03-30T14:22:52Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5611056277,213,1.28,5611056269,56,Right,5611056273,141,16.2,5611056267,107,,5611056275,212,12.7,5611056271,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703779,289,1,1,22,14,77tfx9me4aaqhzv78bmgsy9bg,0,71.4,16.2,2025-03-30T14:22:52.646Z,2025-03-30T14:23:14Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611056409,141,0.0,5611056405,56,Right,5611056411,212,12.0,5611056413,213,4.63,5611056403,155,,5611056407,140,70.5,5611056601,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703815,157,5,1,22,15,5rz9enoyknpg8ji78za5b82p0,1,27.2,101.2,2025-03-30T14:22:53.443Z,2025-03-30T14:25:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5611056545,347,,5611056559,233,290,5611056543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793703789,290,5,1,22,15,77tfx9me4aaqhzv78bmgsy9bg,0,72.8,-1.2,2025-03-30T14:22:53.443Z,2025-03-30T14:25:43Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5611056447,347,,5611056655,233,157,5611056445,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793704087,158,1,1,22,33,5rz9enoyknpg8ji78za5b82p0,1,23.8,100.0,2025-03-30T14:23:11.266Z,2025-03-30T14:23:12Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611058067,212,7.6,5611058059,107,,5611058063,140,25.2,5611058061,56,Back,5611058069,213,4.91,5611058065,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793704097,159,1,1,22,34,5rz9enoyknpg8ji78za5b82p0,1,25.2,90.2,2025-03-30T14:23:12.704Z,2025-03-30T20:01:33Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5611058127,212,3.4,5611058125,141,94.2,5611058129,213,2.23,5611058121,56,Back,5611058123,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793704201,160,1,1,22,36,5rz9enoyknpg8ji78za5b82p0,1,23.3,92.9,2025-03-30T14:23:14.985Z,2025-03-30T14:23:19Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5611058825,140,25.2,5611058829,212,39.2,5611058821,155,,5611058823,56,Back,5611058831,213,4.76,5611058833,1,,5611058827,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793704247,161,1,1,22,41,5rz9enoyknpg8ji78za5b82p0,1,26.2,31.5,2025-03-30T14:23:19.188Z,2025-03-30T14:23:24Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,5611059193,140,9.8,5611059197,212,21.0,5611059189,56,Back,5611059199,213,2.53,5611059195,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
