id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2775950703,159,1,1,18,40,cftj6g399tknheudaxsdpfdgb,1,47.4,34.8,2025-02-14T18:22:21.404Z,2025-02-14T18:22:23Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514034299,141,61.1,5514034297,140,42.3,5514034295,56,Back,5514034303,213,1.86,5514034301,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950713,160,1,1,18,42,cftj6g399tknheudaxsdpfdgb,1,43.2,64.3,2025-02-14T18:22:23.356Z,2025-02-14T18:22:25Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514034367,213,0.94,5514034359,56,Left,5514034365,212,24.0,5514034361,140,56.7,5514034363,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950725,161,1,1,18,45,cftj6g399tknheudaxsdpfdgb,0,56.0,93.3,2025-02-14T18:22:25.612Z,2025-02-14T18:22:27Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514034415,141,78.2,5514034413,140,65.2,5514034411,56,Center,5514034419,213,5.47,5514034409,155,,5514034417,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950743,197,1,1,18,47,9qsmopgutr7ut5g6workk8w4i,1,27.5,14.3,2025-02-14T18:22:27.775Z,2025-02-14T18:22:29Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514034469,56,Back,5514034475,212,9.7,5514034471,140,34.0,5514034473,141,24.5,5514034477,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950759,198,1,1,18,48,9qsmopgutr7ut5g6workk8w4i,1,34.0,24.5,2025-02-14T18:22:29.511Z,2025-02-15T05:25:39Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5514034575,213,4.49,5515051463,156,,5514034569,140,31.8,5514034573,212,10.5,5514034571,141,9.4,5514034567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950749,162,45,1,18,50,cftj6g399tknheudaxsdpfdgb,0,66.8,86.7,2025-02-14T18:22:30.812Z,2025-02-14T19:05:15Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514034607,286,,5514034603,233,199,5514034529,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950767,199,3,1,18,50,9qsmopgutr7ut5g6workk8w4i,1,33.2,13.3,2025-02-14T18:22:30.812Z,2025-02-15T05:25:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514034591,56,Back,5514034595,233,162,5514135885,285,,5515051531,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950779,201,1,1,18,52,9qsmopgutr7ut5g6workk8w4i,1,30.8,7.7,2025-02-14T18:22:33.032Z,2025-02-14T18:22:34Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514034637,56,Back,5514034645,213,2.57,5514034641,141,12.2,5514034639,140,26.3,5514034643,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950789,202,1,1,18,53,9qsmopgutr7ut5g6workk8w4i,1,26.5,12.8,2025-02-14T18:22:34.351Z,2025-02-14T18:22:38Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514034715,213,1.86,5514034711,141,30.7,5514034713,212,12.7,5514034709,140,23.1,5514034707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950793,203,1,1,18,57,9qsmopgutr7ut5g6workk8w4i,1,23.5,29.9,2025-02-14T18:22:38.055Z,2025-02-14T18:22:39Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514034769,141,46.1,5514034767,140,23.6,5514034771,212,11.0,5514034773,213,1.56,5514034765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950797,204,1,1,18,58,9qsmopgutr7ut5g6workk8w4i,1,24.0,45.4,2025-02-14T18:22:39.151Z,2025-02-14T18:22:39Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5514034797,212,6.6,5514034799,213,5.63,5514034791,56,Back,5514034793,140,29.0,5514034795,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950817,205,1,1,18,59,9qsmopgutr7ut5g6workk8w4i,1,29.0,39.5,2025-02-14T18:22:39.799Z,2025-02-14T18:22:44Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514034901,56,Back,5514034903,140,21.4,5514034905,141,28.9,5514034907,212,10.8,5514034909,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950837,206,1,1,19,3,9qsmopgutr7ut5g6workk8w4i,0,23.1,23.8,2025-02-14T18:22:44.144Z,2025-02-15T05:26:17Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514035025,155,,5514035031,141,28.6,5514035033,212,44.7,5514035035,213,0.07,5514035037,1,,5514035029,140,65.6,5514035027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950841,207,43,1,19,7,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-02-14T18:22:47.775Z,2025-02-15T05:26:18Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5515052577,144,61,5514035053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950851,164,1,1,19,9,cftj6g399tknheudaxsdpfdgb,1,24.2,59.0,2025-02-14T18:22:49.564Z,2025-02-14T18:22:50Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514035109,141,50.6,5514035107,140,6.1,5514035105,56,Back,5514035113,213,3.43,5514035111,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950863,165,1,1,19,10,cftj6g399tknheudaxsdpfdgb,1,6.2,50.6,2025-02-14T18:22:50.812Z,2025-02-14T18:22:53Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5514035205,212,23.7,5514035199,56,Back,5514035201,140,28.5,5514035203,141,45.4,5514035207,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950873,166,1,1,19,13,cftj6g399tknheudaxsdpfdgb,1,28.5,45.4,2025-02-14T18:22:53.660Z,2025-02-14T18:23:00Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5514035321,141,9.1,5514035317,56,Back,5514035323,212,27.9,5514035319,140,40.9,5514035325,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950877,167,1,1,19,20,cftj6g399tknheudaxsdpfdgb,1,60.8,3.1,2025-02-14T18:23:00.860Z,2025-02-14T18:23:04Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514035375,213,2.47,5514035369,140,47.7,5514035373,212,17.5,5514035371,141,19.1,5514035367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950885,168,1,1,19,23,cftj6g399tknheudaxsdpfdgb,0,54.0,27.0,2025-02-14T18:23:03.900Z,2025-02-14T18:23:06Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514035421,155,,5514035423,56,Left,5514035425,140,72.0,5514035435,1,,5514035431,213,1.11,5514035427,141,83.2,5514035429,212,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950895,208,1,1,19,26,9qsmopgutr7ut5g6workk8w4i,1,25.0,9.7,2025-02-14T18:23:06.999Z,2025-02-14T18:23:10Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514035507,140,25.5,5514035509,141,23.8,5514035513,213,1.52,5514035503,3,,5514035511,212,9.6,5514035505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950897,169,45,1,19,29,cftj6g399tknheudaxsdpfdgb,0,75.0,79.1,2025-02-14T18:23:09.895Z,2025-02-14T19:05:16Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514035519,56,Left,5514035521,286,,5514035555,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950903,209,3,1,19,29,9qsmopgutr7ut5g6workk8w4i,1,25.0,20.9,2025-02-14T18:23:09.895Z,2025-02-15T05:26:41Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5515053367,464,,5514035551,233,169,5514035539,56,Back,5514035541,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950909,211,1,1,19,30,9qsmopgutr7ut5g6workk8w4i,1,22.8,16.1,2025-02-14T18:23:11.039Z,2025-02-14T18:23:12Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514035563,141,20.5,5514035561,140,14.6,5514035565,212,9.1,5514035559,56,Back,5514035567,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950913,212,1,1,19,31,9qsmopgutr7ut5g6workk8w4i,1,14.6,20.5,2025-02-14T18:23:12.079Z,2025-02-14T18:23:12Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5514035587,141,27.8,5514035589,212,8.0,5514035591,213,0.67,5514035583,56,Back,5514035585,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950929,213,1,1,19,32,9qsmopgutr7ut5g6workk8w4i,1,20.6,27.8,2025-02-14T18:23:12.727Z,2025-02-14T18:23:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514035699,213,2.55,5514035697,212,22.9,5514035695,141,46.6,5514035693,140,2.5,5514035691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950943,214,1,1,19,37,9qsmopgutr7ut5g6workk8w4i,1,8.0,51.2,2025-02-14T18:23:18.136Z,2025-02-14T18:23:20Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5514035797,1,,5514035789,140,44.8,5514035787,56,Back,5514035785,157,,5514035791,141,48.1,5514035793,212,38.7,5514035795,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950947,215,1,1,19,39,9qsmopgutr7ut5g6workk8w4i,1,44.8,48.1,2025-02-14T18:23:20.175Z,2025-02-14T18:23:21Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5514035827,156,,5514035813,56,Back,5514035815,140,37.8,5514035821,213,3.46,5514035817,141,44.5,5514035819,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950955,216,1,1,19,40,9qsmopgutr7ut5g6workk8w4i,1,37.9,44.2,2025-02-14T18:23:21.039Z,2025-02-14T18:58:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5514035879,213,4.57,5514035877,212,2.2,5514035875,141,41.0,5514035871,56,Back,5514035873,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775952383,278,61,1,19,41,9qsmopgutr7ut5g6workk8w4i,0,38.7,29.5,2025-02-14T18:23:21.559Z,2025-02-14T18:29:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514044623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950963,170,50,1,19,42,cftj6g399tknheudaxsdpfdgb,1,61.4,67.8,2025-02-14T18:23:23.550Z,2025-02-14T18:58:37Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5514035913,56,Center,5514090947,286,,5514109839,233,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775964847,517,7,1,19,43,9qsmopgutr7ut5g6workk8w4i,0,38.6,32.2,2025-02-14T18:23:23.551Z,2025-02-15T05:27:16Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5515054295,385,,5514109825,56,Back,5514109829,233,170,5514109827,285,,5515054297,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950985,172,1,1,19,45,cftj6g399tknheudaxsdpfdgb,1,60.4,79.0,2025-02-14T18:23:26.284Z,2025-02-14T18:23:28Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514036035,213,5.72,5514036027,56,Center,5514036031,141,67.5,5514036029,140,72.1,5514036033,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950987,218,83,1,19,46,9qsmopgutr7ut5g6workk8w4i,0,29.6,34.4,2025-02-14T18:23:27.055Z,2025-02-14T18:58:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514036161,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950991,173,3,1,19,47,cftj6g399tknheudaxsdpfdgb,1,72.0,61.6,2025-02-14T18:23:28.159Z,2025-02-15T05:27:39Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514036061,56,Center,5514036063,286,,5514036065,233,217,5515054535,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950983,217,45,1,19,47,9qsmopgutr7ut5g6workk8w4i,0,28.0,38.4,2025-02-14T18:23:28.159Z,2025-02-14T19:05:16Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514036023,56,Back,5514036025,285,,5514036069,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950993,174,4,1,19,49,cftj6g399tknheudaxsdpfdgb,1,72.8,51.0,2025-02-14T18:23:30.267Z,2025-02-14T18:23:40Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5514036121,233,219,5514036095,13,,5514036097,294,,5514036103,286,,5514036099,56,Center,5514036101,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775950997,219,4,1,19,49,9qsmopgutr7ut5g6workk8w4i,0,27.2,49.0,2025-02-14T18:23:30.268Z,2025-02-14T18:23:40Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5514036119,285,,5514036231,294,,5514036115,152,,5514036129,233,174,5514036111,13,,5514036113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951113,175,1,1,20,28,cftj6g399tknheudaxsdpfdgb,1,69.0,59.1,2025-02-14T18:24:09.499Z,2025-02-14T19:43:36Z,195o7hchielt14ic49r3k06sq,Serginho,,,5514036809,141,72.9,5514036807,140,73.9,5514036805,56,Center,5514036811,212,10.7,5514036801,5,,5514036813,213,1.07,5514036803,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951129,176,1,1,20,30,cftj6g399tknheudaxsdpfdgb,1,76.2,76.7,2025-02-14T18:24:11.228Z,2025-02-14T18:24:14Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514036923,212,34.0,5514036921,141,33.4,5514036919,140,92.3,5514036925,213,5.23,5514036911,155,,5514036927,1,,5514036915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951137,177,1,1,20,34,cftj6g399tknheudaxsdpfdgb,1,92.7,31.5,2025-02-14T18:24:14.715Z,2025-02-14T20:01:32Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5514036965,56,Center,5514036963,3,,5514036969,141,45.2,5514036971,212,10.5,5514036967,140,88.0,5514036973,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776006267,714,61,1,20,35,cftj6g399tknheudaxsdpfdgb,1,87.6,50.5,2025-02-14T18:24:16.157Z,2025-02-14T19:46:00Z,195o7hchielt14ic49r3k06sq,Serginho,,1.0,5514330405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951139,178,15,1,20,35,cftj6g399tknheudaxsdpfdgb,1,85.3,49.7,2025-02-14T18:24:16.476Z,2025-02-15T05:28:55Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514036979,17,,5514037487,146,94.1,5514037471,55,714,5514037499,231,47.7,5514037463,24,,5514037363,82,,5514037477,103,19,5514037495,230,99.3,5514037467,29,,5514037465,78,5514036981,56,5514037359,20,,5514037475,102,5514037491,147,49.3,5514037503,233,220,5514037479,328,,,,,,,Center,49.0,,,,,,,,,,
2775951143,220,10,1,20,36,9qsmopgutr7ut5g6workk8w4i,1,4.9,51.4,2025-02-14T18:24:16.576Z,2025-02-14T18:28:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514036999,56,Back,5514036997,94,,5514037507,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775952149,275,12,1,20,37,9qsmopgutr7ut5g6workk8w4i,1,18.7,46.0,2025-02-14T18:24:17.935Z,2025-02-14T18:28:18Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5514043077,212,5.0,5514043079,213,0.16,5514043095,15,,5514043071,56,Back,5514043073,140,23.4,5514043075,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951147,179,61,1,20,38,cftj6g399tknheudaxsdpfdgb,0,84.6,56.1,2025-02-14T18:24:19.307Z,2025-02-14T18:24:19Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514037021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951169,180,83,1,20,44,cftj6g399tknheudaxsdpfdgb,0,62.3,45.7,2025-02-14T18:24:24.684Z,2025-02-14T18:24:29Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514037211,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951171,222,1,1,20,44,9qsmopgutr7ut5g6workk8w4i,1,40.5,51.3,2025-02-14T18:24:24.991Z,2025-02-14T18:24:25Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5514037111,140,40.2,5514037113,141,42.1,5514037115,212,6.3,5514037117,213,4.66,5514037109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951173,223,61,1,20,45,9qsmopgutr7ut5g6workk8w4i,0,40.2,42.1,2025-02-14T18:24:25.719Z,2025-02-15T05:30:07Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5514037121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951195,182,1,1,20,46,cftj6g399tknheudaxsdpfdgb,1,45.1,42.7,2025-02-14T18:24:27.163Z,2025-02-14T18:24:31Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514037249,140,20.6,5514037251,141,40.7,5514037253,212,25.8,5514037247,56,Back,5514037255,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951213,183,1,1,20,50,cftj6g399tknheudaxsdpfdgb,1,18.9,44.2,2025-02-14T18:24:30.907Z,2025-02-14T18:24:50Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5514037637,189,,5514037345,56,Back,5514037347,140,29.6,5514037349,141,36.0,5514037351,212,12.5,5514037353,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951233,184,1,1,21,2,cftj6g399tknheudaxsdpfdgb,1,30.2,31.5,2025-02-14T18:24:43.500Z,2025-02-14T18:24:45Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514037571,189,,5514037567,213,1.64,5514037559,56,Back,5514037565,212,18.9,5514037563,141,59.3,5514037561,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951243,185,1,1,21,7,cftj6g399tknheudaxsdpfdgb,1,38.5,58.1,2025-02-14T18:24:47.628Z,2025-02-14T18:24:50Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514037629,212,12.1,5514037627,141,40.3,5514037625,140,39.3,5514037623,56,Back,5514037631,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951273,186,1,1,21,13,cftj6g399tknheudaxsdpfdgb,1,55.1,50.9,2025-02-14T18:24:53.725Z,2025-02-14T18:24:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514037799,140,52.7,5514037805,213,1.69,5514037801,141,81.7,5514037797,56,Left,5514037803,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951283,187,1,1,21,16,cftj6g399tknheudaxsdpfdgb,1,57.7,80.6,2025-02-14T18:24:56.780Z,2025-02-14T18:25:00Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514037877,141,93.5,5514037879,212,15.1,5514037873,56,Left,5514037875,140,69.4,5514037881,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951285,188,1,1,21,19,cftj6g399tknheudaxsdpfdgb,0,71.0,91.5,2025-02-14T18:25:00.187Z,2025-02-14T18:25:01Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5514037897,213,0.07,5514037895,212,8.2,5514037889,56,Left,5514037893,141,92.3,5514037891,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951291,225,1,1,21,22,9qsmopgutr7ut5g6workk8w4i,0,18.7,4.3,2025-02-14T18:25:02.567Z,2025-02-14T18:25:04Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5514037937,56,Back,5514037945,213,0.01,5514037941,141,4.6,5514037939,140,34.8,5514037943,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951301,189,1,1,21,24,cftj6g399tknheudaxsdpfdgb,1,62.6,93.0,2025-02-14T18:25:05.483Z,2025-02-14T18:25:06Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5514037997,212,20.3,5514037999,213,3.50,5514037993,140,44.5,5514037991,56,Back,5514037995,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951309,191,1,1,21,26,cftj6g399tknheudaxsdpfdgb,1,45.4,82.0,2025-02-14T18:25:07.116Z,2025-02-14T18:25:09Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5514038033,141,60.3,5514038029,140,41.9,5514038041,213,4.47,5514038025,56,Back,5514038037,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951321,192,1,1,21,29,cftj6g399tknheudaxsdpfdgb,1,43.3,54.0,2025-02-14T18:25:09.820Z,2025-02-14T18:25:11Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514038115,56,Back,5514038117,140,46.6,5514038123,213,4.85,5514038121,212,25.2,5514038119,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951329,193,1,1,21,31,cftj6g399tknheudaxsdpfdgb,1,53.2,16.7,2025-02-14T18:25:11.836Z,2025-02-14T18:25:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5514038161,141,33.4,5514038163,212,16.5,5514038153,56,Back,5514038165,213,2.38,5514038157,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951351,194,1,1,21,33,cftj6g399tknheudaxsdpfdgb,1,44.1,32.4,2025-02-14T18:25:13.659Z,2025-02-14T18:25:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5514038285,213,0.44,5514038283,212,22.8,5514038281,141,46.6,5514038277,56,Center,5514038279,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951355,195,50,1,21,35,cftj6g399tknheudaxsdpfdgb,1,64.0,46.6,2025-02-14T18:25:15.838Z,2025-02-14T19:05:13Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5514038293,286,,5514038303,233,226,5514038291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775951343,226,7,1,21,35,9qsmopgutr7ut5g6workk8w4i,1,36.0,53.4,2025-02-14T18:25:15.839Z,2025-02-15T05:31:36Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5514038233,285,,5514038231,56,Back,5514038299,233,195,5515060241,383,,5515060243,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776139057,985,1,1,21,35,9qsmopgutr7ut5g6workk8w4i,0,31.9,54.5,2025-02-14T18:25:16.233Z,2025-02-15T05:53:31Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5515060765,141,51.3,5515060763,140,31.5,5515060761,56,Back,5515060913,236,,5515060769,213,4.52,5515060915,286,,5515060767,212,2.2,5515088619,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
