id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2782957631,91,1,1,8,30,ahnt9ejgwj58ul8auzdvi3czf,1,79.3,34.9,2025-03-02T13:09:27.133Z,2025-03-02T13:09:28Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552181691,212,5.2,5552181689,141,34.3,5552181693,213,6.20,5552181687,140,84.2,5552181685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957669,92,1,1,8,31,ahnt9ejgwj58ul8auzdvi3czf,1,84.2,34.3,2025-03-02T13:09:28.028Z,2025-03-02T13:09:29Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5552181893,56,Center,5552181895,140,84.6,5552181903,213,1.40,5552181899,141,37.9,5552181901,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957703,93,1,1,8,32,ahnt9ejgwj58ul8auzdvi3czf,1,84.6,37.9,2025-03-02T13:09:28.693Z,2025-03-02T16:56:34Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5552182047,140,83.6,5552182051,212,1.6,5552182045,56,Center,5552182049,141,39.7,5552182053,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957707,94,50,1,8,32,ahnt9ejgwj58ul8auzdvi3czf,1,83.6,39.8,2025-03-02T13:09:29.214Z,2025-03-02T16:56:35Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552182291,233,68,5552182069,286,,5552182067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957695,68,7,1,8,32,aljua8crr0vkwit0j3m59jw9j,0,16.4,60.2,2025-03-02T13:09:29.215Z,2025-03-02T16:56:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552182021,56,Back,5553481133,178,,5552182075,233,94,5553481131,385,,5552182023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957801,69,12,1,8,33,aljua8crr0vkwit0j3m59jw9j,1,17.2,58.4,2025-03-02T13:09:29.543Z,2025-03-02T16:56:38Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552182577,212,4.0,5552182571,56,Back,5552182573,140,14.6,5552182579,213,2.33,5552182575,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783200907,895,61,1,8,33,ahnt9ejgwj58ul8auzdvi3czf,1,85.7,34.9,2025-03-02T13:09:30.430Z,2025-03-02T16:56:31Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5553482423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957817,95,1,1,8,34,ahnt9ejgwj58ul8auzdvi3czf,1,74.5,51.1,2025-03-02T13:09:31.039Z,2025-03-02T16:56:30Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,1.0,,5552194165,210,13,5552182667,212,3.8,5552182663,140,72.1,5552182665,141,46.9,5552182661,56,Center,5552182669,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957823,96,13,1,8,35,ahnt9ejgwj58ul8auzdvi3czf,1,71.3,38.5,2025-03-02T13:09:31.973Z,2025-03-02T16:57:21Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552194197,102,87.2,5552193341,20,,5552194199,103,13.9,5552194203,146,80.8,5552194205,147,64.3,5552182691,22,,5552194191,29,,5552194193,55,95,5553486279,328,,5552194209,231,5552182695,56,5552182693,18,,Center,48.7,5552194201,215,5552193345,153,5552194189,73,5552194207,230,98.1,,,,,,,,,
2782957807,70,61,1,8,41,aljua8crr0vkwit0j3m59jw9j,0,18.3,31.0,2025-03-02T13:09:37.474Z,2025-03-02T14:01:37Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,,,5552182605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957859,97,13,1,8,42,ahnt9ejgwj58ul8auzdvi3czf,1,80.3,66.0,2025-03-02T13:09:39.340Z,2025-03-02T16:57:34Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5552182879,56,Center,5553490103,121,,5552184373,147,54.7,5552184375,230,98.2,5552184363,102,34.5,5552184365,103,12.5,5552183421,20,,5552182877,18,,5552183425,153,,5552184369,458,5552184361,75,5552184371,146,85.0,,,5552182875,22,5552184377,231,5552184367,215,,,,50.9,,,,,,,,
2782957869,71,61,1,8,43,aljua8crr0vkwit0j3m59jw9j,1,15.1,40.4,2025-03-02T13:09:39.808Z,2025-03-02T16:57:43Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552182937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957899,72,4,1,8,44,aljua8crr0vkwit0j3m59jw9j,1,23.2,34.4,2025-03-02T13:09:40.920Z,2025-03-02T16:57:44Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5552183141,285,,5552183137,152,,5552183219,233,98,5552183135,56,Back,5552183139,265,,5552183133,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782957903,98,4,1,8,44,ahnt9ejgwj58ul8auzdvi3czf,0,76.8,65.6,2025-03-02T13:09:40.921Z,2025-03-02T16:57:45Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5552183197,286,,5552183195,265,,5552183193,152,,5552183231,233,72,5552183189,13,,5552183191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958293,73,1,1,9,2,aljua8crr0vkwit0j3m59jw9j,1,26.0,30.9,2025-03-02T13:09:58.536Z,2025-03-02T16:58:08Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5552184881,5,,5552184891,212,28.4,5552184889,141,72.6,5552184887,140,25.9,5552184893,213,1.57,5553493091,189,,5552184883,152,,5552184885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958339,74,1,1,9,6,aljua8crr0vkwit0j3m59jw9j,1,25.9,72.6,2025-03-02T13:10:02.624Z,2025-03-02T16:58:09Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5552185129,56,Back,5552185131,140,34.0,5552185135,212,14.1,5552185133,141,89.1,5552185137,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958371,75,1,1,9,10,aljua8crr0vkwit0j3m59jw9j,1,35.0,91.8,2025-03-02T13:10:06.464Z,2025-03-02T16:58:20Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552185327,141,97.1,5552185323,56,Left,5552185331,213,0.18,5552185329,212,20.4,5552185325,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958409,76,1,1,9,12,aljua8crr0vkwit0j3m59jw9j,1,49.3,96.5,2025-03-02T13:10:08.904Z,2025-03-02T16:58:24Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5552185537,141,84.7,5552185541,213,3.56,5552185539,212,19.8,5552185533,56,Back,5552185535,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958511,77,1,1,9,14,aljua8crr0vkwit0j3m59jw9j,1,32.1,84.7,2025-03-02T13:10:11.049Z,2025-03-02T16:58:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552186041,140,73.2,5552186037,196,,5552186049,1,,5552186035,155,,5552186047,213,5.40,5552186045,212,67.7,5552186043,141,7.9,5552186039,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958611,78,1,1,9,21,aljua8crr0vkwit0j3m59jw9j,1,84.6,8.6,2025-03-02T13:10:18.362Z,2025-03-02T16:58:39Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,1.0,,5552186529,155,,5552186531,56,Center,5552186539,213,1.47,5553495297,224,,5552193363,210,15,5552193365,154,,5552186537,212,25.8,5553495299,20,,5552186533,140,87.0,5552186535,141,5552186527,2,,,,,46.3,,,,,,,,,,,,,,,,,,
2783203609,884,3,1,9,23,aljua8crr0vkwit0j3m59jw9j,1,81.3,58.5,2025-03-02T13:10:19.667Z,2025-03-02T16:59:01Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5553496809,233,896,5553496805,286,,5553496801,56,Center,5553496807,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783203599,896,45,1,9,23,ahnt9ejgwj58ul8auzdvi3czf,0,18.7,41.5,2025-03-02T13:10:19.667Z,2025-03-02T16:59:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5553496851,233,884,5553496757,285,,5553496755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958647,79,3,1,9,24,aljua8crr0vkwit0j3m59jw9j,1,90.4,48.6,2025-03-02T13:10:20.857Z,2025-03-02T16:59:07Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552186739,286,,5552186767,233,99,5552186737,56,Center,5553496277,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958627,99,45,1,9,24,ahnt9ejgwj58ul8auzdvi3czf,0,9.6,51.4,2025-03-02T13:10:20.857Z,2025-03-02T16:59:10Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552186623,56,Back,5552186625,285,,5552186789,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958653,80,15,1,9,25,aljua8crr0vkwit0j3m59jw9j,1,91.7,42.7,2025-03-02T13:10:21.457Z,2025-03-02T16:59:31Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552186773,22,,5552186775,17,,5552193423,102,53.8,5552193425,103,23.6,5552193431,82,,5552193415,29,,5552193419,55,78,5552193427,328,,5552186777,56,Center,5552193417,154,5552192953,20,5552193439,230,98.9,,,5552193521,233,5552193435,147,5552193433,146,5553499215,215,,44.9,100,93.2,5553499213,77,5552193445,231,47.1,
2782958701,100,10,1,9,25,ahnt9ejgwj58ul8auzdvi3czf,1,5.7,55.8,2025-03-02T13:10:21.557Z,2025-03-02T16:59:13Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5552193537,233,80,5552187039,56,Back,5552187033,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959023,102,12,1,9,27,ahnt9ejgwj58ul8auzdvi3czf,1,10.3,59.0,2025-03-02T13:10:23.599Z,2025-03-02T16:59:15Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552188739,140,0.0,5552188745,213,2.35,5552188743,212,15.8,5552188737,56,Back,5552188741,141,75.5,5552188781,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958681,81,6,1,9,29,aljua8crr0vkwit0j3m59jw9j,1,92.5,43.8,2025-03-02T13:10:25.626Z,2025-03-02T16:59:16Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5552186991,75,,5552430947,233,101,5552186987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782958721,101,6,1,9,29,ahnt9ejgwj58ul8auzdvi3czf,0,7.5,56.2,2025-03-02T13:10:25.626Z,2025-03-02T17:00:00Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552187419,56,Back,5552430959,233,81,5552187421,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959363,82,1,1,10,1,aljua8crr0vkwit0j3m59jw9j,1,99.5,0.5,2025-03-02T13:10:58.315Z,2025-03-02T17:00:30Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,1.0,,5553501729,20,,5552190593,6,,5552190595,155,,5552196091,154,,5552190605,212,35.3,5552190603,141,50.9,5552190609,1,,5552190597,224,,5552196089,210,13,5552190601,140,5552190591,2,5552190599,56,Center,,91.5,5552190607,213,,,,,,,,,1.81,,,,,,,
2783204881,885,44,1,10,2,aljua8crr0vkwit0j3m59jw9j,1,88.5,58.5,2025-03-02T13:10:58.883Z,2025-03-02T17:00:34Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5553503683,233,897,5553503677,56,Center,5553503681,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783204875,897,44,1,10,2,ahnt9ejgwj58ul8auzdvi3czf,0,11.5,41.5,2025-03-02T13:10:58.884Z,2025-03-02T17:00:35Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5553503647,285,,5553503709,233,885,5553503645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959373,83,13,1,10,3,aljua8crr0vkwit0j3m59jw9j,1,89.8,57.5,2025-03-02T13:10:59.530Z,2025-03-02T17:00:47Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5552190667,17,,5552195735,328,,5552196125,147,8.7,5552196123,146,98.2,5552195729,15,,5552196115,55,82,5552196113,154,,5552190669,56,Center,5552196109,75,,5552195725,25,5552196127,230,5552196119,102,7.6,100,,5552195737,153,5552196111,29,5552196121,103,5552196129,231,50,,,2.8,,,,,,
2782959437,84,1,1,10,9,aljua8crr0vkwit0j3m59jw9j,0,95.3,12.3,2025-03-02T13:11:06.331Z,2025-03-02T17:00:54Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5553505991,20,,5552190991,212,27.7,5553505989,224,,5552190979,56,Center,5552190997,213,1.56,5552190977,155,,5552190983,140,95.6,5552190973,2,,5552190987,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959481,104,44,1,10,10,ahnt9ejgwj58ul8auzdvi3czf,1,6.6,49.7,2025-03-02T13:11:06.629Z,2025-03-02T14:07:27Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552191227,56,Back,5552201063,233,94,5552191229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961325,94,44,1,10,10,aljua8crr0vkwit0j3m59jw9j,0,93.4,50.3,2025-03-02T13:11:06.630Z,2025-03-02T14:07:27Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5552200719,286,,5552201123,233,104,5552200717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959493,105,12,1,10,11,ahnt9ejgwj58ul8auzdvi3czf,1,7.6,50.2,2025-03-02T13:11:08.439Z,2025-03-02T13:11:24Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552191341,56,Back,5552191347,212,6.0,5552191349,213,0.06,5552191343,140,13.3,5552191345,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959475,85,50,1,10,12,aljua8crr0vkwit0j3m59jw9j,1,85.4,42.6,2025-03-02T13:11:09.243Z,2025-03-02T13:11:13Z,637840asun7f3wo16c5zkhi50,M. Haidara,,,5552191447,233,106,5552191213,56,Center,5552191215,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959503,106,7,1,10,12,ahnt9ejgwj58ul8auzdvi3czf,0,14.6,57.4,2025-03-02T13:11:09.244Z,2025-03-02T17:01:20Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5553508019,385,,5552191399,285,,5553508023,178,,5552191397,56,Back,5552191403,233,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959575,86,1,1,10,15,aljua8crr0vkwit0j3m59jw9j,1,73.6,24.0,2025-03-02T13:11:11.578Z,2025-03-02T17:01:37Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552191767,213,0.90,5552191759,56,Center,5552191765,212,11.6,5552191763,141,37.3,5552191761,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959601,87,1,1,10,16,aljua8crr0vkwit0j3m59jw9j,1,80.5,37.3,2025-03-02T13:11:13.242Z,2025-03-02T17:01:38Z,d88feog3dgv09oxbzn15xqesq,T. Klysner,1.0,,5552191891,212,8.4,5552191889,141,34.8,5552198903,210,13,5552191893,213,3.35,5552191887,140,72.7,5552191885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959607,88,13,1,10,18,aljua8crr0vkwit0j3m59jw9j,1,76.5,37.0,2025-03-02T13:11:14.939Z,2025-03-02T17:02:20Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552198943,215,,5552198945,230,99.0,5552191925,56,Center,5552191923,18,,5552198919,73,,5552198933,55,87,5552198915,25,,5552198939,102,62.4,5552198947,231,48.7,5552198925,29,5552198941,103,5552198529,20,,2.8,,,,,,,,,,,,,,,,,,,
2782959623,89,5,1,10,19,aljua8crr0vkwit0j3m59jw9j,0,100.6,58.7,2025-03-02T13:11:15.745Z,2025-03-02T17:01:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5552192007,56,Center,5552192009,346,,5552192351,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782959679,107,5,1,10,19,ahnt9ejgwj58ul8auzdvi3czf,1,-0.6,41.3,2025-03-02T13:11:15.745Z,2025-03-02T17:01:40Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5552192281,233,89,5552192257,56,Back,5552192259,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960147,108,1,1,10,45,ahnt9ejgwj58ul8auzdvi3czf,0,3.6,45.4,2025-03-02T13:11:42.329Z,2025-03-02T17:02:52Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552194773,1,,5552194765,141,19.9,5552194763,140,38.3,5552194759,124,,5552194777,237,,5552194767,212,40.4,5552194769,213,5.84,5552194761,56,Back,5552194973,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960113,90,61,1,10,47,aljua8crr0vkwit0j3m59jw9j,1,65.0,94.7,2025-03-02T13:11:44.100Z,2025-03-02T17:02:55Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5552195117,189,,5552194653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207483,886,61,1,10,48,aljua8crr0vkwit0j3m59jw9j,1,66.1,84.1,2025-03-02T13:11:45.173Z,2025-03-02T17:03:09Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5553517921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207311,899,43,1,10,48,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-02T13:11:45.173Z,2025-03-02T17:03:06Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5553517543,144,61,5553516923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207541,887,61,1,10,50,aljua8crr0vkwit0j3m59jw9j,1,66.1,84.1,2025-03-02T13:11:47.173Z,2025-03-02T17:03:16Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5553518243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960137,91,5,1,10,51,aljua8crr0vkwit0j3m59jw9j,0,60.8,101.4,2025-03-02T13:11:47.636Z,2025-03-02T17:03:17Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5552196259,233,109,5552194723,347,,5552194721,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960423,109,5,1,10,51,ahnt9ejgwj58ul8auzdvi3czf,1,39.2,-1.4,2025-03-02T13:11:47.636Z,2025-03-02T17:03:18Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552196239,233,91,5552196195,56,Back,5552196199,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960445,110,1,1,11,9,ahnt9ejgwj58ul8auzdvi3czf,1,43.6,0.0,2025-03-02T13:12:05.488Z,2025-03-02T13:12:07Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552196311,213,0.89,5552196309,212,5.2,5552196303,56,Back,5552196305,140,46.7,5552196301,107,,5552196307,141,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960519,111,1,1,11,9,ahnt9ejgwj58ul8auzdvi3czf,1,46.7,4.5,2025-03-02T13:12:06.305Z,2025-03-02T13:12:10Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5552196611,56,Right,5552196617,212,5.6,5552196615,141,2.8,5552196619,213,6.07,5552196613,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960531,112,1,1,11,13,ahnt9ejgwj58ul8auzdvi3czf,0,51.9,2.8,2025-03-02T13:12:10.241Z,2025-03-02T13:12:11Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5552196681,141,3.0,5552196735,286,,5552196691,213,0.07,5552196675,56,Right,5552196729,236,,5552196731,233,92,5552196677,140,53.8,5552196685,212,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960529,92,74,1,11,13,aljua8crr0vkwit0j3m59jw9j,1,46.5,95.6,2025-03-02T13:12:10.242Z,2025-03-02T13:12:12Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552196669,56,Back,5552196779,233,112,5552196671,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960547,93,5,1,11,14,aljua8crr0vkwit0j3m59jw9j,0,48.3,101.7,2025-03-02T13:12:11.261Z,2025-03-02T13:56:53Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5552197807,233,113,5552196807,56,Back,5552196809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960725,113,5,1,11,14,ahnt9ejgwj58ul8auzdvi3czf,1,51.7,-1.7,2025-03-02T13:12:11.261Z,2025-03-02T13:56:53Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5552197761,347,,5552197757,56,Right,5552197795,233,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960787,114,1,1,11,25,ahnt9ejgwj58ul8auzdvi3czf,1,53.1,0.0,2025-03-02T13:12:21.921Z,2025-03-02T17:05:04Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552198125,140,37.6,5552198123,56,Back,5552198127,141,3.9,5552198129,212,16.8,5552198131,213,2.90,5552198121,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960923,115,1,1,11,30,ahnt9ejgwj58ul8auzdvi3czf,1,33.8,10.5,2025-03-02T13:12:26.609Z,2025-03-02T13:12:33Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552198737,212,33.7,5552198731,56,Back,5552198741,1,,5552198739,213,1.74,5552198733,140,28.5,5552198735,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782960945,116,1,1,11,36,ahnt9ejgwj58ul8auzdvi3czf,1,26.6,61.7,2025-03-02T13:12:33.282Z,2025-03-02T13:12:34Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5552198837,212,11.5,5552198831,56,Back,5552198835,141,49.6,5552198839,213,3.94,5552198833,140,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961059,117,1,1,11,37,ahnt9ejgwj58ul8auzdvi3czf,1,18.9,49.6,2025-03-02T13:12:34.145Z,2025-03-02T13:12:39Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5552199397,140,29.6,5552199395,56,Back,5552199403,213,5.13,5552199401,212,27.5,5552199399,141,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961115,118,1,1,11,43,ahnt9ejgwj58ul8auzdvi3czf,1,37.1,20.0,2025-03-02T13:12:39.650Z,2025-03-02T13:12:43Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5552199727,141,29.3,5552199731,213,0.80,5552199729,212,8.9,5552199725,140,43.0,5552199723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961181,119,1,1,11,46,ahnt9ejgwj58ul8auzdvi3czf,1,48.5,39.2,2025-03-02T13:12:43.121Z,2025-03-02T13:12:46Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552200047,56,Back,5552200051,141,55.5,5552200055,213,1.57,5552200053,212,11.1,5552200049,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961251,120,1,1,11,49,ahnt9ejgwj58ul8auzdvi3czf,1,55.8,65.1,2025-03-02T13:12:46.066Z,2025-03-02T13:12:48Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5552200347,141,50.8,5552200351,213,4.93,5552200345,140,57.8,5552200343,56,Center,5552200349,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961345,121,1,1,11,51,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,49.3,2025-03-02T13:12:48.291Z,2025-03-02T13:12:53Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5552200819,140,66.1,5552200825,213,5.03,5552200823,212,31.6,5552200821,141,5.2,5552200817,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782961409,122,1,1,11,56,ahnt9ejgwj58ul8auzdvi3czf,1,67.5,5.1,2025-03-02T13:12:53.394Z,2025-03-02T13:12:57Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5552201211,140,81.4,5552201213,141,5.4,5552201215,212,14.6,5552201217,213,0.01,5552201209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
