id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/16/value
2713961075,208,1,1,28,35,cftj6g399tknheudaxsdpfdgb,1,27.9,71.2,2024-08-26T17:28:41.979Z,2024-08-26T17:28:46Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176074513,213,1.31,5176074507,140,31.6,5176074511,212,15.1,5176074505,56,Back,5176074509,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961103,209,1,1,28,39,cftj6g399tknheudaxsdpfdgb,1,34.9,67.8,2024-08-26T17:28:46.120Z,2024-08-26T17:28:49Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176074653,141,28.8,5176074657,213,4.65,5176074649,56,Back,5176074655,212,26.6,5176074651,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961123,210,1,1,28,45,cftj6g399tknheudaxsdpfdgb,1,42.5,15.9,2024-08-26T17:28:52.041Z,2024-08-26T17:28:53Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176074777,141,3.7,5176074781,213,5.81,5176074773,56,Right,5176074779,212,18.1,5176074775,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961143,211,1,1,28,46,cftj6g399tknheudaxsdpfdgb,1,57.8,3.7,2024-08-26T17:28:52.978Z,2024-08-26T17:28:55Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176074875,213,2.69,5176074871,141,15.5,5176074867,56,Back,5176074869,140,42.1,5176074873,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961161,212,1,1,28,48,cftj6g399tknheudaxsdpfdgb,1,41.6,16.1,2024-08-26T17:28:55.494Z,2024-08-26T17:28:57Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176074929,141,16.7,5176074925,56,Right,5176074927,140,65.1,5176074931,212,24.7,5176074933,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961171,213,1,1,28,50,cftj6g399tknheudaxsdpfdgb,1,65.5,16.1,2024-08-26T17:28:57.556Z,2024-08-26T17:28:59Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5176074971,56,Right,5176074973,140,67.8,5176074977,212,8.5,5176074975,141,4.1,5176074979,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961201,214,1,1,28,53,cftj6g399tknheudaxsdpfdgb,0,67.1,9.5,2024-08-26T17:28:59.868Z,2024-08-26T17:29:05Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176075101,213,0.19,5176075099,212,36.3,5176075097,141,19.7,5176075103,1,,5176075095,140,100.0,5176075091,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961193,239,56,1,28,56,anga7587r1zv4ey71ge9zxol3,1,2.2,81.4,2024-08-26T17:29:03.632Z,2024-08-26T17:29:03Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176075057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961205,215,5,1,28,58,cftj6g399tknheudaxsdpfdgb,0,101.0,27.6,2024-08-26T17:29:04.976Z,2024-08-26T17:37:31Z,195o7hchielt14ic49r3k06sq,Serginho,,,5176075107,56,Center,5176075109,346,,5176076303,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961403,240,5,1,28,58,anga7587r1zv4ey71ge9zxol3,1,-1.0,72.4,2024-08-26T17:29:04.976Z,2024-08-26T17:37:31Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176076295,233,215,5176076263,346,,5176076261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961439,241,1,1,29,32,anga7587r1zv4ey71ge9zxol3,1,4.7,46.6,2024-08-26T17:29:39.399Z,2024-08-26T20:26:55Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5176076505,141,39.1,5176076499,124,,5176594709,189,,5176076509,213,5.85,5176076501,56,Back,5176076513,237,,5176076507,212,12.1,5176076503,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961449,242,1,1,29,34,anga7587r1zv4ey71ge9zxol3,1,37.2,38.2,2024-08-26T17:29:41.736Z,2024-08-26T17:29:43Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5176076579,213,5.60,5176076581,1,,5176076575,141,4.6,5176076573,140,63.9,5176076577,212,36.2,5176076571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961453,243,1,1,29,36,anga7587r1zv4ey71ge9zxol3,0,64.6,4.4,2024-08-26T17:29:43.080Z,2024-08-26T17:29:44Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176076593,140,77.6,5176076599,213,1.03,5176076597,212,26.4,5176076591,56,Center,5176076595,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961459,216,1,1,29,38,cftj6g399tknheudaxsdpfdgb,0,24.4,64.2,2024-08-26T17:29:45.244Z,2024-08-26T17:29:49Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176076663,1,,5176076655,140,36.0,5176076649,157,,5176076659,212,13.9,5176076661,213,0.51,5176076657,141,74.2,5176076653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961467,244,1,1,29,39,anga7587r1zv4ey71ge9zxol3,1,65.3,28.9,2024-08-26T17:29:45.848Z,2024-08-26T17:29:48Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5176076715,212,8.9,5176076711,140,66.6,5176076709,56,Center,5176076717,213,1.42,5176076713,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961475,245,1,1,29,41,anga7587r1zv4ey71ge9zxol3,1,66.5,42.1,2024-08-26T17:29:47.895Z,2024-08-26T17:29:50Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5176076749,56,Center,5176076755,212,9.7,5176076751,140,72.2,5176076753,141,30.9,5176076757,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961497,246,1,1,29,43,anga7587r1zv4ey71ge9zxol3,1,70.1,25.3,2024-08-26T17:29:50.343Z,2024-08-26T17:29:54Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5176076877,212,15.8,5176076873,141,7.9,5176076865,56,Right,5176076881,213,5.44,5176076869,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961515,217,43,1,29,46,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:29:53.328Z,2024-08-26T18:11:03Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176176079,144,45,5176076957,285,0,5176076955,56,Back,5176077013,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961519,247,3,1,29,47,anga7587r1zv4ey71ge9zxol3,0,92.2,6.8,2024-08-26T17:29:54.328Z,2024-08-26T20:27:15Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5176595339,464,,5176076991,233,220,5176076971,286,,5176076969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961765,220,7,1,29,47,cftj6g399tknheudaxsdpfdgb,0,7.8,93.2,2024-08-26T17:29:54.329Z,2024-08-26T20:27:17Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176078631,56,Back,5176078655,233,247,5176078633,285,,5176595447,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961573,248,1,1,29,50,anga7587r1zv4ey71ge9zxol3,1,91.9,6.8,2024-08-26T17:29:57.752Z,2024-08-26T17:30:44Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5176077265,140,85.8,5176077271,213,2.99,5176077267,141,8.2,5176077263,56,Right,5176077269,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961577,249,1,1,29,52,anga7587r1zv4ey71ge9zxol3,0,86.0,9.2,2024-08-26T17:29:59.560Z,2024-08-26T17:30:46Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5176077289,140,72.8,5176077295,213,2.97,5176077287,56,Right,5176077291,141,12.8,5176077293,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961561,218,4,1,29,55,cftj6g399tknheudaxsdpfdgb,1,28.2,86.4,2024-08-26T17:30:01.822Z,2024-08-26T17:31:15Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5176077227,56,Back,5176077377,233,250,5176077223,13,,5176077231,285,,5176077229,152,,5176077225,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961593,250,4,1,29,55,anga7587r1zv4ey71ge9zxol3,0,71.8,13.6,2024-08-26T17:30:01.823Z,2024-08-26T17:31:15Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176077367,13,,5176077375,286,,5176077371,56,Right,5176077369,294,,5176077381,233,218,5176077373,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961697,219,27,1,30,5,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:30:12.576Z,2024-08-26T20:27:38Z,,,,,5176077947,233,251,5176078013,41,Injury,5176078015,53,5f3wfx327z9hef9k9l37c90wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713961691,251,27,1,30,5,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-26T17:30:12.576Z,2024-08-26T20:27:40Z,,,,,5176077969,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962153,221,18,1,31,31,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:31:38.524Z,2024-08-26T17:32:19Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5176080599,44,Midfielder,5176080633,55,222,5176080597,41,,5176080601,59,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962157,222,19,1,31,31,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:31:38.525Z,2024-08-26T17:32:20Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5176080629,55,221,5176080625,293,3,5176080627,44,Midfielder,5176080619,145,4,5176080623,292,7,5176080621,59,30,5176080615,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962927,231,40,1,31,32,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:31:39.766Z,2024-08-26T17:36:21Z,,,,,5176085001,30,"dk9nlp77b6q38p751f8w3o8np, 4n3t1p3zn5yzjv4w0clo3xvjd, eq7tnnzwq0g9q4eac0o9t9xey, bitixkzgt5p65rlo2bnllcf6x, bp2ellllifbtxgf0p8qlbm1nt, auk14ut8cwaqop549u2zmfgt1, 3bvc29bootgmo9tsapvygvnu2, b6q0tf252xvikt39g8jevju38, 5m27f84vvraap8bmfujt1qiok, 195o7hchielt14ic49r3k06sq, 73lwz4he5erpp25zi8crjvztg, xyt0wq20toh97811t65vu4no, 8ngloyr6r0m71p8kgpfe69bvu, 6d8194j12jdzgqk5uwcemecr8, 9lgnm175tw163z53b8bmiu5pm, 7w7ufa4v85hmj1qxnmqc4zgiy, 9wgpudcet9m8doz9ezbjxzkrt, akxcr1xe62dyl5jmh3ataq13o, vrzye4jqrafujmjw3wakjpxw",5176085003,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5176085007,130,4,5176085011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5176090055,319,,5176085005,59,"16, 24, 30, 18, 55, 4, 28, 37, 14, 7, 15, 32, 21, 17, 1, 8, 10, 11, 12",5176085015,194,4n3t1p3zn5yzjv4w0clo3xvjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962173,223,28,1,31,34,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-08-26T17:31:41.432Z,2024-08-26T17:32:36Z,,,,,5176080709,55,219,5176082179,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962115,252,28,1,31,34,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-26T17:31:41.432Z,2024-08-26T17:32:36Z,,,,,5176082183,233,223,5176080377,55,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962197,224,1,1,31,40,cftj6g399tknheudaxsdpfdgb,1,39.3,63.4,2024-08-26T17:31:47.664Z,2024-08-26T17:33:00Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5176080819,212,5.4,5176083143,189,,5176080809,5,,5176080821,213,2.99,5176080815,140,34.2,5176080813,56,Back,5176080817,141,64.6,5176080811,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962203,225,1,1,31,45,cftj6g399tknheudaxsdpfdgb,1,34.6,64.2,2024-08-26T17:31:52.117Z,2024-08-26T17:33:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5176080869,56,Back,5176080871,140,33.9,5176080875,212,20.5,5176080873,141,34.0,5176080877,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962217,226,1,1,31,47,cftj6g399tknheudaxsdpfdgb,1,36.1,31.8,2024-08-26T17:31:54.071Z,2024-08-26T17:33:17Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5176080949,212,42.3,5176080945,140,72.1,5176080943,56,Right,5176080947,141,4.0,5176080951,213,5.82,5176080953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962231,227,1,1,31,51,cftj6g399tknheudaxsdpfdgb,1,63.4,6.2,2024-08-26T17:31:58.023Z,2024-08-26T17:35:29Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176081001,140,81.5,5176080999,56,Center,5176081007,213,0.55,5176081003,141,23.5,5176081005,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713963379,247,61,1,31,52,cftj6g399tknheudaxsdpfdgb,0,81.8,24.8,2024-08-26T17:31:59.428Z,2024-08-26T17:35:31Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5176087431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962301,254,1,1,31,59,anga7587r1zv4ey71ge9zxol3,1,8.4,57.2,2024-08-26T17:32:05.832Z,2024-08-26T17:32:15Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5176081473,212,18.1,5176081467,56,Back,5176081475,213,4.78,5176081471,141,30.7,5176081469,140,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962313,255,1,1,32,8,anga7587r1zv4ey71ge9zxol3,1,24.9,32.1,2024-08-26T17:32:14.999Z,2024-08-26T17:32:17Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176081543,141,46.7,5176081547,213,1.97,5176081539,56,Back,5176081545,212,10.8,5176081541,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962325,256,1,1,32,10,anga7587r1zv4ey71ge9zxol3,1,20.9,46.7,2024-08-26T17:32:17.207Z,2024-08-26T17:32:20Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5176081625,213,1.24,5176081621,141,78.8,5176081619,140,28.0,5176081617,56,Back,5176081623,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962333,257,1,1,32,13,anga7587r1zv4ey71ge9zxol3,1,27.8,80.2,2024-08-26T17:32:20.215Z,2024-08-26T17:32:22Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176081673,56,Back,5176081679,212,14.2,5176081677,141,98.0,5176081681,213,1.02,5176081675,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962345,258,1,1,32,15,anga7587r1zv4ey71ge9zxol3,1,34.4,97.4,2024-08-26T17:32:21.910Z,2024-08-26T17:32:23Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176081749,212,14.9,5176081743,56,Back,5176081747,141,80.3,5176081751,213,4.04,5176081745,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962371,259,1,1,32,16,anga7587r1zv4ey71ge9zxol3,1,25.5,80.3,2024-08-26T17:32:23.591Z,2024-08-26T17:32:27Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176081883,213,4.36,5176081875,56,Back,5176081879,141,52.2,5176081881,212,20.4,5176081877,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962389,260,1,1,32,20,anga7587r1zv4ey71ge9zxol3,1,20.2,40.3,2024-08-26T17:32:27.558Z,2024-08-26T17:32:29Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5176081983,140,34.1,5176081987,212,26.2,5176081981,56,Back,5176081989,213,5.30,5176081985,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962397,261,1,1,32,23,anga7587r1zv4ey71ge9zxol3,1,33.6,11.6,2024-08-26T17:32:29.846Z,2024-08-26T17:32:30Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5176082017,140,34.6,5176082019,141,28.9,5176082023,213,1.48,5176082021,212,11.8,5176082015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962403,262,1,1,32,23,anga7587r1zv4ey71ge9zxol3,1,34.8,28.9,2024-08-26T17:32:30.759Z,2024-08-26T17:32:32Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5176082067,213,3.04,5176082063,141,30.0,5176082059,56,Back,5176082065,212,7.5,5176082061,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962429,263,1,1,32,25,anga7587r1zv4ey71ge9zxol3,1,29.0,25.3,2024-08-26T17:32:32.214Z,2024-08-26T17:32:36Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5176082221,140,26.8,5176082225,212,11.0,5176082223,141,9.5,5176082227,213,4.50,5176082219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962465,264,1,1,32,29,anga7587r1zv4ey71ge9zxol3,1,25.1,12.2,2024-08-26T17:32:36.775Z,2024-08-26T17:32:40Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176082383,212,26.7,5176082381,141,40.6,5176082385,213,2.33,5176082377,56,Back,5176082379,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962477,265,1,1,32,33,anga7587r1zv4ey71ge9zxol3,1,7.2,40.3,2024-08-26T17:32:40.631Z,2024-08-26T17:32:42Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5176082445,140,24.8,5176082449,212,18.7,5176082443,56,Back,5176082447,141,44.0,5176082451,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962503,266,1,1,32,35,anga7587r1zv4ey71ge9zxol3,1,22.7,39.8,2024-08-26T17:32:41.895Z,2024-08-26T17:32:45Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5176082583,212,24.6,5176082585,213,4.10,5176082577,56,Back,5176082581,141,10.1,5176082579,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962539,267,1,1,32,38,anga7587r1zv4ey71ge9zxol3,1,9.4,10.0,2024-08-26T17:32:45.399Z,2024-08-26T17:32:50Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176082759,213,0.51,5176082761,1,,5176082749,157,,5176082755,141,48.2,5176082753,140,54.0,5176082757,212,53.6,5176082751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962543,268,1,1,32,43,anga7587r1zv4ey71ge9zxol3,0,54.3,49.9,2024-08-26T17:32:50.166Z,2024-08-26T17:32:50Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5176082783,212,5.0,5176082779,140,49.9,5176082785,213,3.55,5176082777,56,Back,5176082781,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962549,269,4,1,32,43,anga7587r1zv4ey71ge9zxol3,1,51.6,46.6,2024-08-26T17:32:50.625Z,2024-08-26T17:32:56Z,,,,,5176082833,152,,5176082837,286,,5176082845,233,228,5176082977,10,,5176082831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962545,228,4,1,32,43,cftj6g399tknheudaxsdpfdgb,0,48.4,53.4,2024-08-26T17:32:50.626Z,2024-08-26T17:32:54Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5176082827,285,,5176082823,56,Back,5176082863,233,269,5176082821,10,,5176082825,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962635,270,1,1,32,52,anga7587r1zv4ey71ge9zxol3,1,53.2,44.8,2024-08-26T17:32:58.822Z,2024-08-26T20:29:25Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5176083305,140,46.2,5176599061,189,,5176083309,212,19.8,5176083295,5,,5176083297,152,,5176083311,213,1.95,5176083307,141,71.8,5176083303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962715,271,1,1,33,3,anga7587r1zv4ey71ge9zxol3,1,45.9,71.5,2024-08-26T17:33:10.470Z,2024-08-26T17:34:40Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176083777,196,,5176083785,212,42.3,5176083789,1,,5176086189,189,,5176083781,140,40.9,5176083779,56,Back,5176083787,213,4.59,5176083783,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962725,272,1,1,33,11,anga7587r1zv4ey71ge9zxol3,1,42.6,5.2,2024-08-26T17:33:18.007Z,2024-08-26T17:34:31Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5176083859,1,,5176084001,189,,5176083849,56,Center,5176083855,212,34.6,5176083853,141,32.4,5176083857,213,0.56,5176083851,140,70.5,5176083847,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962735,273,1,1,33,14,anga7587r1zv4ey71ge9zxol3,1,69.7,35.2,2024-08-26T17:33:21.494Z,2024-08-26T20:29:39Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5176083903,141,52.8,5176083907,213,1.72,5176599255,156,,5176083901,140,68.0,5176083905,212,12.1,5176083899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962753,274,1,1,33,16,anga7587r1zv4ey71ge9zxol3,1,67.4,51.5,2024-08-26T17:33:23.014Z,2024-08-26T20:29:53Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5176083989,140,57.3,5176083991,141,87.1,5176083995,213,1.98,5176083987,56,Left,5176083993,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962777,275,1,1,33,20,anga7587r1zv4ey71ge9zxol3,1,58.2,80.6,2024-08-26T17:33:26.918Z,2024-08-26T17:33:31Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176084141,212,20.8,5176084135,56,Left,5176084139,141,95.6,5176084143,213,0.51,5176084137,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962795,276,1,1,33,24,anga7587r1zv4ey71ge9zxol3,1,86.0,90.5,2024-08-26T17:33:31.446Z,2024-08-26T17:33:34Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176084219,212,17.5,5176084221,213,3.26,5176084215,140,69.4,5176084213,56,Left,5176084217,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962811,277,1,1,33,27,anga7587r1zv4ey71ge9zxol3,1,69.0,87.2,2024-08-26T17:33:34.199Z,2024-08-26T17:33:37Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5176084299,141,95.0,5176084295,56,Left,5176084301,212,7.0,5176084297,140,73.4,5176084303,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962817,278,1,1,33,29,anga7587r1zv4ey71ge9zxol3,0,74.4,96.2,2024-08-26T17:33:36.334Z,2024-08-26T19:08:56Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176084327,56,Left,5176084329,140,80.8,5176084335,213,5.99,5176084331,141,93.2,5176084333,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962837,229,61,1,33,30,cftj6g399tknheudaxsdpfdgb,1,26.1,3.5,2024-08-26T17:33:37.046Z,2024-08-26T19:08:55Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176084433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962843,230,5,1,33,31,cftj6g399tknheudaxsdpfdgb,0,29.4,-2.0,2024-08-26T17:33:38.439Z,2024-08-26T17:37:31Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5176084465,347,,5176084487,233,279,5176084463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713962847,279,5,1,33,31,anga7587r1zv4ey71ge9zxol3,1,70.6,102.0,2024-08-26T17:33:38.439Z,2024-08-26T17:33:43Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5176084479,233,230,5176084467,56,Left,5176084469,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
