id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2789374575,217,1,1,21,24,ahnt9ejgwj58ul8auzdvi3czf,1,29.4,40.6,2025-03-16T16:22:54.255Z,2025-03-16T16:22:57Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587345325,213,4.04,5587345321,141,25.9,5587345319,140,21.8,5587345323,212,12.8,5587345317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374631,218,1,1,21,28,ahnt9ejgwj58ul8auzdvi3czf,1,25.5,16.8,2025-03-16T16:22:57.599Z,2025-03-16T16:23:01Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5587345625,212,10.0,5587345627,213,0.16,5587345619,56,Back,5587345623,141,19.2,5587345621,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374689,219,1,1,21,31,ahnt9ejgwj58ul8auzdvi3czf,0,38.3,25.6,2025-03-16T16:23:01.256Z,2025-03-16T16:57:51Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5587345945,212,0.7,5587345935,140,38.9,5587345939,141,25.2,5587345949,213,5.88,5587345933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374677,189,61,1,21,33,9qsmopgutr7ut5g6workk8w4i,1,56.6,79.9,2025-03-16T16:23:02.539Z,2025-03-16T16:23:02Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587345875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374803,220,1,1,21,35,ahnt9ejgwj58ul8auzdvi3czf,0,49.0,56.4,2025-03-16T16:23:04.431Z,2025-03-16T19:46:14Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5587346571,1,,5587346565,141,100.0,5587346567,212,45.9,5587346561,56,Left,5587346569,213,0.71,5587346563,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375117,190,5,1,21,38,9qsmopgutr7ut5g6workk8w4i,1,20.6,-1.0,2025-03-16T16:23:07.932Z,2025-03-16T18:07:46Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587348283,347,,5587348307,233,221,5587348281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374823,221,5,1,21,38,ahnt9ejgwj58ul8auzdvi3czf,0,79.4,101.0,2025-03-16T16:23:07.932Z,2025-03-16T18:07:47Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587346669,56,Left,5587346673,347,,5587348339,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375151,191,1,1,21,51,9qsmopgutr7ut5g6workk8w4i,1,22.9,0.0,2025-03-16T16:23:20.690Z,2025-03-16T16:23:22Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587348475,213,0.53,5587348469,140,31.7,5587348467,56,Back,5587348465,107,,5587348473,212,10.7,5587348471,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375173,192,1,1,21,52,9qsmopgutr7ut5g6workk8w4i,1,31.5,7.0,2025-03-16T16:23:21.954Z,2025-03-16T16:23:23Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587348605,56,Back,5587348607,140,26.5,5587348609,141,3.4,5587348613,213,3.58,5587348611,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375257,193,1,1,21,53,9qsmopgutr7ut5g6workk8w4i,1,26.4,3.4,2025-03-16T16:23:23.154Z,2025-03-16T16:23:26Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587349043,212,5.8,5587349041,141,3.4,5587349039,140,31.9,5587349045,213,0.00,5587349037,56,Back,5587349035,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789600855,986,83,1,21,55,ahnt9ejgwj58ul8auzdvi3czf,1,77.7,96.0,2025-03-16T16:23:25.005Z,2025-03-16T19:46:43Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5588588257,399,2xp7fbcl6a4nua9jpm7b4k1sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375291,194,1,1,21,56,9qsmopgutr7ut5g6workk8w4i,0,29.8,4.0,2025-03-16T16:23:26.066Z,2025-03-16T16:54:47Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587349249,213,5.81,5587349241,141,0.0,5587349245,212,7.7,5587349237,140,36.3,5587349235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375301,195,5,1,21,57,9qsmopgutr7ut5g6workk8w4i,0,33.0,-1.3,2025-03-16T16:23:26.600Z,2025-03-16T18:07:47Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587349291,347,,5587349287,56,Back,5587590513,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375539,222,5,1,21,57,ahnt9ejgwj58ul8auzdvi3czf,1,67.0,101.3,2025-03-16T16:23:26.600Z,2025-03-16T18:07:47Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587350533,56,Left,5587590467,233,195,5587350535,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375589,223,1,1,22,8,ahnt9ejgwj58ul8auzdvi3czf,1,72.1,100.0,2025-03-16T16:23:37.759Z,2025-03-16T19:47:10Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587350763,212,39.8,5587350761,141,82.7,5587350767,1,,5587350759,140,36.2,5587350765,213,3.47,5588589553,189,,5587350755,107,,5587350757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375611,224,1,1,22,10,ahnt9ejgwj58ul8auzdvi3czf,1,36.2,82.7,2025-03-16T16:23:39.815Z,2025-03-16T16:23:41Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587350843,212,29.5,5587350841,141,39.8,5587350845,213,4.86,5587350835,56,Back,5587350839,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375643,225,1,1,22,11,ahnt9ejgwj58ul8auzdvi3czf,1,40.2,39.8,2025-03-16T16:23:40.983Z,2025-03-16T16:23:42Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5587351001,212,22.5,5587350995,56,Back,5587350997,140,33.0,5587351003,213,1.91,5587350999,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375671,226,1,1,22,12,ahnt9ejgwj58ul8auzdvi3czf,1,33.3,72.3,2025-03-16T16:23:42.216Z,2025-03-16T16:23:44Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587351207,141,95.4,5587351197,56,Left,5587351213,213,0.53,5587351203,140,59.1,5587351211,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375703,227,1,1,22,14,ahnt9ejgwj58ul8auzdvi3czf,1,59.2,95.4,2025-03-16T16:23:44.144Z,2025-03-16T16:23:45Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587351375,141,80.0,5587351377,212,11.5,5587351371,56,Left,5587351379,213,4.28,5587351373,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375739,228,1,1,22,15,ahnt9ejgwj58ul8auzdvi3czf,1,54.6,80.0,2025-03-16T16:23:45.247Z,2025-03-16T16:23:47Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587351565,212,12.6,5587351567,213,0.99,5587351559,56,Left,5587351563,141,95.4,5587351561,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375815,229,1,1,22,17,ahnt9ejgwj58ul8auzdvi3czf,1,61.2,95.4,2025-03-16T16:23:46.800Z,2025-03-16T16:23:51Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587351965,56,Back,5587351973,213,3.50,5587351967,140,33.0,5587351971,212,31.6,5587351969,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375899,230,1,1,22,25,ahnt9ejgwj58ul8auzdvi3czf,1,28.8,52.3,2025-03-16T16:23:54.327Z,2025-03-16T19:47:39Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587352557,213,4.88,5587352555,212,31.2,5587352553,141,7.0,5587352549,56,Back,5587352551,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375933,231,1,1,22,27,ahnt9ejgwj58ul8auzdvi3czf,1,34.1,12.6,2025-03-16T16:23:56.991Z,2025-03-16T16:23:59Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5587352791,56,Back,5587352793,140,42.3,5587352795,141,23.9,5587352797,212,11.5,5587352799,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375973,232,1,1,22,30,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,23.9,2025-03-16T16:23:59.407Z,2025-03-16T16:24:00Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5587352991,213,4.79,5587352987,141,5.8,5587352983,140,43.2,5587352975,56,Back,5587352989,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375983,233,1,1,22,31,ahnt9ejgwj58ul8auzdvi3czf,1,43.2,5.8,2025-03-16T16:24:00.423Z,2025-03-16T16:24:01Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5587353043,141,17.4,5587353039,56,Back,5587353041,140,41.8,5587353047,213,1.76,5587353045,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376033,234,1,1,22,32,ahnt9ejgwj58ul8auzdvi3czf,1,41.6,16.5,2025-03-16T16:24:01.344Z,2025-03-16T16:24:03Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5587353323,213,3.81,5587353301,56,Back,5587353311,141,4.6,5587353315,212,13.0,5587353305,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376131,235,1,1,22,34,ahnt9ejgwj58ul8auzdvi3czf,1,31.9,4.6,2025-03-16T16:24:03.743Z,2025-03-16T16:54:27Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5587353873,140,38.1,5587353871,56,Back,5587353877,212,17.3,5587353875,141,28.2,5587353879,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789418281,487,1,1,22,35,ahnt9ejgwj58ul8auzdvi3czf,1,36.2,24.9,2025-03-16T16:24:04.310Z,2025-03-16T16:54:39Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5587585001,212,21.7,5587584999,141,44.2,5587584995,56,Center,5587584997,140,52.7,5587585005,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376373,236,1,1,22,41,ahnt9ejgwj58ul8auzdvi3czf,1,70.5,60.0,2025-03-16T16:24:10.512Z,2025-03-16T16:54:44Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5587355229,140,85.6,5587355233,212,25.1,5587355231,141,88.6,5587355227,56,Left,5587355235,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789418801,488,1,1,22,43,ahnt9ejgwj58ul8auzdvi3czf,1,90.3,92.2,2025-03-16T16:24:12.310Z,2025-03-16T19:48:06Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587587763,56,Left,5587587769,212,20.9,5587587771,213,3.57,5587587767,141,79.3,5587587765,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376433,238,1,1,22,45,ahnt9ejgwj58ul8auzdvi3czf,1,73.4,78.1,2025-03-16T16:24:14.335Z,2025-03-16T19:48:38Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5587355531,140,64.4,5587355533,141,78.5,5587355535,212,9.5,5587355537,213,3.11,5587355529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376443,239,1,1,22,47,ahnt9ejgwj58ul8auzdvi3czf,1,64.7,77.1,2025-03-16T16:24:16.792Z,2025-03-16T19:48:46Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5587355643,213,0.16,5587355627,140,77.6,5587355625,56,Left,5587355633,141,80.3,5587355637,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376411,237,43,1,22,47,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-16T16:24:17.303Z,2025-03-16T16:55:04Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587355453,212,21.7,5587355451,141,64.2,5587587633,144,1,5587355441,56,Center,5587355457,213,4.01,5587355447,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376457,240,1,1,22,48,ahnt9ejgwj58ul8auzdvi3czf,1,77.6,79.3,2025-03-16T16:24:17.359Z,2025-03-16T19:49:08Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5587355743,213,3.04,5587355739,141,81.2,5587355741,212,12.8,5587355735,56,Left,5587355737,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376543,241,1,1,22,49,ahnt9ejgwj58ul8auzdvi3czf,1,64.1,79.7,2025-03-16T16:24:18.383Z,2025-03-16T19:49:09Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5587356197,213,5.58,5587356195,212,10.1,5587356189,56,Center,5587356191,140,71.4,5587356193,141,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789602245,987,1,1,22,49,ahnt9ejgwj58ul8auzdvi3czf,1,71.9,69.7,2025-03-16T16:24:19.201Z,2025-03-16T19:49:18Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5588595895,212,8.9,5588595889,56,Left,5588595893,141,81.5,5588595891,140,68.3,5588595899,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789602331,988,1,1,22,52,ahnt9ejgwj58ul8auzdvi3czf,1,71.4,80.8,2025-03-16T16:24:22.051Z,2025-03-16T19:49:28Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5588596397,56,Back,5588596403,212,26.8,5588596401,141,60.3,5588596399,140,49.6,5588596405,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376615,242,1,1,22,52,ahnt9ejgwj58ul8auzdvi3czf,1,46.2,52.7,2025-03-16T16:24:22.295Z,2025-03-16T19:48:56Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587356601,213,4.93,5587356599,212,27.1,5587356593,56,Right,5587356597,141,13.8,5587356595,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376723,243,1,1,23,2,ahnt9ejgwj58ul8auzdvi3czf,1,42.4,9.4,2025-03-16T16:24:31.455Z,2025-03-16T19:49:44Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5587357261,212,26.5,5587357263,213,2.52,5587357259,141,32.1,5587357255,56,Back,5587357257,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376791,244,1,1,23,3,ahnt9ejgwj58ul8auzdvi3czf,1,23.3,34.3,2025-03-16T16:24:32.943Z,2025-03-16T16:24:36Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5587357649,213,1.37,5587357645,141,69.1,5587357647,212,24.1,5587357641,56,Back,5587357643,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376819,245,1,1,23,6,ahnt9ejgwj58ul8auzdvi3czf,1,27.8,69.1,2025-03-16T16:24:35.919Z,2025-03-16T16:24:37Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5587357829,212,17.8,5587357827,141,72.6,5587357831,213,0.13,5587357779,56,Back,5587357825,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376885,246,1,1,23,8,ahnt9ejgwj58ul8auzdvi3czf,1,44.6,72.6,2025-03-16T16:24:37.335Z,2025-03-16T19:49:53Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5588597691,156,,5587358099,140,34.2,5587358097,56,Back,5587358105,213,2.17,5587358101,141,96.2,5587358103,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376917,247,1,1,23,9,ahnt9ejgwj58ul8auzdvi3czf,0,34.2,96.2,2025-03-16T16:24:39.151Z,2025-03-16T16:24:40Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587358283,141,100.0,5587358281,140,63.3,5587358287,213,0.12,5587358285,212,30.8,5587358279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377049,196,5,1,23,11,9qsmopgutr7ut5g6workk8w4i,1,39.5,-1.2,2025-03-16T16:24:40.338Z,2025-03-16T18:07:47Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5587358941,233,248,5587358925,347,,5587358923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376925,248,5,1,23,11,ahnt9ejgwj58ul8auzdvi3czf,0,60.5,101.2,2025-03-16T16:24:40.338Z,2025-03-16T18:07:48Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587358983,233,196,5587358331,347,,5587358325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377093,197,1,1,23,13,9qsmopgutr7ut5g6workk8w4i,1,40.5,0.0,2025-03-16T16:24:43.177Z,2025-03-16T19:50:04Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587359199,140,33.5,5587359195,107,,5587359197,56,Back,5587359205,212,11.8,5587359201,141,12.5,5587359211,213,2.24,5587359233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377117,198,1,1,23,14,9qsmopgutr7ut5g6workk8w4i,1,33.0,12.6,2025-03-16T16:24:43.985Z,2025-03-16T19:50:05Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587359327,212,8.8,5587359325,141,4.4,5587359329,213,5.60,5587359321,56,Back,5587359323,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377133,199,1,1,23,18,9qsmopgutr7ut5g6workk8w4i,0,40.8,2.5,2025-03-16T16:24:48.089Z,2025-03-16T18:10:21Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587363363,286,,5587359397,141,5.6,5587359401,212,2.2,5587363357,236,,5587359405,213,1.91,5587359391,56,Back,5587363359,233,249,5587359393,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377185,249,74,1,23,18,ahnt9ejgwj58ul8auzdvi3czf,1,64.8,95.7,2025-03-16T16:24:48.090Z,2025-03-16T18:12:14Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5587363315,285,,5587359675,56,Left,5587363407,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377281,200,5,1,23,22,9qsmopgutr7ut5g6workk8w4i,1,43.5,-1.5,2025-03-16T16:24:52.210Z,2025-03-16T18:07:48Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587360221,347,,5587360219,56,Back,5587360299,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377197,250,5,1,23,22,ahnt9ejgwj58ul8auzdvi3czf,0,56.5,101.5,2025-03-16T16:24:52.210Z,2025-03-16T18:07:48Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5587359747,347,,5587359745,56,Left,5587360341,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377339,201,1,1,23,27,9qsmopgutr7ut5g6workk8w4i,1,39.9,0.0,2025-03-16T16:24:56.698Z,2025-03-16T19:50:21Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587360579,107,,5587360597,213,0.97,5587360583,56,Center,5587360593,212,23.0,5588598959,1,,5587360587,140,52.3,5587360591,141,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377361,202,1,1,23,29,9qsmopgutr7ut5g6workk8w4i,1,51.8,26.1,2025-03-16T16:24:59.289Z,2025-03-16T16:25:00Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5587360695,56,Center,5587360697,140,57.6,5587360701,212,7.6,5587360703,213,0.64,5587360699,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377395,203,1,1,23,30,9qsmopgutr7ut5g6workk8w4i,1,57.6,32.8,2025-03-16T16:25:00.041Z,2025-03-16T19:50:24Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5587360863,141,46.4,5587360861,140,36.0,5587360859,56,Back,5587360865,212,24.5,5587360869,213,2.75,5588599019,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377421,204,1,1,23,31,9qsmopgutr7ut5g6workk8w4i,1,36.0,46.4,2025-03-16T16:25:01.265Z,2025-03-16T16:25:02Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5587361021,141,31.9,5587361023,212,11.3,5587361019,140,41.3,5587361017,56,Back,5587361025,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377459,205,1,1,23,33,9qsmopgutr7ut5g6workk8w4i,1,41.3,31.9,2025-03-16T16:25:02.337Z,2025-03-16T16:25:04Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5587361217,212,8.5,5587361215,141,34.0,5587361211,56,Back,5587361219,213,2.97,5587361213,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377559,206,1,1,23,34,9qsmopgutr7ut5g6workk8w4i,1,33.9,33.4,2025-03-16T16:25:03.929Z,2025-03-16T16:25:08Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587361859,56,Back,5587361867,212,18.4,5587361861,140,44.1,5587361869,213,5.33,5587361863,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789603075,952,3,1,23,39,9qsmopgutr7ut5g6workk8w4i,1,58.2,8.4,2025-03-16T16:25:08.855Z,2025-03-16T19:51:01Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5588600539,286,,5588600543,233,989,5588600533,56,Right,5588600541,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789603067,989,45,1,23,39,ahnt9ejgwj58ul8auzdvi3czf,0,41.8,91.6,2025-03-16T16:25:08.855Z,2025-03-16T19:51:01Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5588600561,233,952,5588600511,56,Back,5588600513,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377673,207,1,1,23,41,9qsmopgutr7ut5g6workk8w4i,1,51.5,9.7,2025-03-16T16:25:10.626Z,2025-03-16T19:51:04Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587362461,213,2.59,5587362455,140,36.3,5587362457,141,24.3,5587362459,212,18.8,5587362451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377743,208,1,1,23,45,9qsmopgutr7ut5g6workk8w4i,1,45.8,30.0,2025-03-16T16:25:14.537Z,2025-03-16T16:25:16Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5587362911,212,14.0,5587362913,213,5.42,5587362909,141,14.4,5587362907,140,54.5,5587362905,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377837,209,1,1,23,46,9qsmopgutr7ut5g6workk8w4i,1,54.9,14.4,2025-03-16T16:25:16.057Z,2025-03-16T16:25:19Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5587363439,213,6.20,5587363435,141,12.9,5587363437,212,11.6,5587363433,140,65.9,5587363431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377849,210,1,1,23,49,9qsmopgutr7ut5g6workk8w4i,0,64.7,8.3,2025-03-16T16:25:18.785Z,2025-03-16T16:25:22Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5587363903,233,251,5587363503,56,Right,5587363511,212,1.3,5587363901,236,,5587363509,141,7.6,5587363507,140,65.9,5587363515,213,5.92,5587363907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
