id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value
2789374871,276,3,1,21,51,77tfx9me4aaqhzv78bmgsy9bg,0,33.2,87.8,2025-03-16T16:23:10.096Z,2025-03-16T23:48:09Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587375237,285,,5587347063,233,176,5589266239,465,,5587346951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789374875,176,7,1,21,51,anga7587r1zv4ey71ge9zxol3,1,66.8,12.2,2025-03-16T16:23:10.097Z,2025-03-16T23:48:11Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587346961,56,Right,5589266285,389,,5587347035,233,276,5587347125,286,,5589266283,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375075,178,1,1,21,53,anga7587r1zv4ey71ge9zxol3,1,61.3,11.1,2025-03-16T16:23:11.394Z,2025-03-16T16:23:18Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587348021,213,3.23,5587348009,140,53.1,5587348013,141,10.0,5587348017,212,8.6,5587348005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375095,179,1,1,22,0,anga7587r1zv4ey71ge9zxol3,1,52.0,18.5,2025-03-16T16:23:18.752Z,2025-03-16T16:23:19Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5587348139,56,Back,5587348143,141,30.1,5587348147,213,2.39,5587348145,212,11.6,5587348141,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375115,180,1,1,22,1,anga7587r1zv4ey71ge9zxol3,1,43.8,30.3,2025-03-16T16:23:19.705Z,2025-03-16T16:23:20Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587348269,140,45.0,5587348275,213,4.87,5587348271,141,18.5,5587348273,212,8.1,5587348267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375219,181,1,1,22,2,anga7587r1zv4ey71ge9zxol3,1,45.0,18.5,2025-03-16T16:23:20.642Z,2025-03-16T16:23:25Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5587348835,140,42.0,5587348833,56,Back,5587348841,213,1.84,5587348839,212,12.0,5587348837,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375379,182,1,1,22,6,anga7587r1zv4ey71ge9zxol3,1,46.1,49.4,2025-03-16T16:23:24.876Z,2025-03-16T16:23:32Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587349705,213,2.63,5587349693,140,10.1,5587349697,141,80.9,5587349701,212,43.4,5587349709,1,,5587349691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375459,183,1,1,22,13,anga7587r1zv4ey71ge9zxol3,1,11.8,73.2,2025-03-16T16:23:32Z,2025-03-16T16:23:34Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5587350103,155,,5587350107,140,48.3,5587350113,213,6.14,5587350109,141,64.8,5587350115,1,,5587350111,212,38.7,5587350105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375499,184,44,1,22,16,anga7587r1zv4ey71ge9zxol3,1,49.6,63.4,2025-03-16T16:23:34.671Z,2025-03-16T16:30:32Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587350377,233,277,5587350317,56,Back,5587350319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375475,277,44,1,22,16,77tfx9me4aaqhzv78bmgsy9bg,0,50.4,36.6,2025-03-16T16:23:34.672Z,2025-03-16T16:30:32Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587350193,56,Center,5587350423,233,184,5587350427,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375507,185,61,1,22,17,anga7587r1zv4ey71ge9zxol3,1,48.3,64.8,2025-03-16T16:23:35.952Z,2025-03-16T16:23:36Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587350365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375559,279,1,1,22,18,77tfx9me4aaqhzv78bmgsy9bg,1,42.9,34.9,2025-03-16T16:23:36.624Z,2025-03-16T16:23:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587350601,140,37.0,5587350605,212,16.0,5587350599,56,Back,5587350607,213,4.31,5587350603,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375583,280,1,1,22,20,77tfx9me4aaqhzv78bmgsy9bg,0,36.9,12.8,2025-03-16T16:23:38.784Z,2025-03-16T16:23:39Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5587350725,140,53.5,5587350731,213,0.63,5587350723,56,Center,5587350729,212,21.6,5587350727,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375715,187,1,1,22,22,anga7587r1zv4ey71ge9zxol3,0,43.7,59.9,2025-03-16T16:23:41.107Z,2025-03-16T16:23:45Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5587351431,56,Center,5587351435,141,24.6,5587351439,213,5.81,5587351441,1,,5587351437,212,53.2,5587351433,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375813,282,1,1,22,29,77tfx9me4aaqhzv78bmgsy9bg,1,12.8,73.3,2025-03-16T16:23:47.952Z,2025-03-16T16:23:51Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5587351955,140,23.6,5587351961,213,5.68,5587351959,212,13.8,5587351953,56,Back,5587351957,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375853,283,1,1,22,33,77tfx9me4aaqhzv78bmgsy9bg,1,22.3,64.2,2025-03-16T16:23:51.536Z,2025-03-16T16:23:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587352291,140,34.6,5587352295,212,12.9,5587352293,141,63.6,5587352297,213,6.25,5587352289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375871,284,1,1,22,35,77tfx9me4aaqhzv78bmgsy9bg,1,34.0,61.5,2025-03-16T16:23:53.600Z,2025-03-16T16:23:55Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587352415,213,4.55,5587352409,141,39.8,5587352405,140,31.7,5587352401,56,Back,5587352413,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375909,285,1,1,22,37,77tfx9me4aaqhzv78bmgsy9bg,1,29.9,38.8,2025-03-16T16:23:55.344Z,2025-03-16T16:23:57Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587352603,140,29.2,5587352615,212,15.0,5587352609,141,60.8,5587352599,56,Back,5587352621,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789375937,286,1,1,22,39,77tfx9me4aaqhzv78bmgsy9bg,1,29.5,61.7,2025-03-16T16:23:57.616Z,2025-03-16T16:23:59Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587352829,212,16.6,5587352831,213,1.11,5587352827,141,83.6,5587352823,56,Back,5587352825,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376009,287,1,1,22,41,77tfx9me4aaqhzv78bmgsy9bg,1,37.5,80.9,2025-03-16T16:23:59.552Z,2025-03-16T16:24:02Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5587353159,140,28.0,5587353161,141,65.8,5587353165,213,3.94,5587353157,56,Back,5587353163,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376083,288,1,1,22,44,77tfx9me4aaqhzv78bmgsy9bg,1,29.3,62.0,2025-03-16T16:24:02.416Z,2025-03-16T16:24:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5587353625,56,Back,5587353633,213,4.78,5587353629,141,34.2,5587353631,212,18.9,5587353627,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376169,289,1,1,22,47,77tfx9me4aaqhzv78bmgsy9bg,1,37.5,24.7,2025-03-16T16:24:05.824Z,2025-03-16T16:24:09Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5587354121,140,52.7,5587354125,212,20.7,5587354119,56,Right,5587354123,141,5.3,5587354127,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376211,290,1,1,22,50,77tfx9me4aaqhzv78bmgsy9bg,1,54.3,4.7,2025-03-16T16:24:08.289Z,2025-03-16T16:24:11Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5587354359,213,0.65,5587354361,1,,5587354349,140,78.5,5587354353,141,33.4,5587354357,212,32.0,5587354345,56,Center,5587354341,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376265,291,44,1,22,51,77tfx9me4aaqhzv78bmgsy9bg,1,79.3,37.2,2025-03-16T16:24:10.040Z,2025-03-16T16:30:32Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5587354651,286,,5587397439,233,235,5587354647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789383973,235,44,1,22,51,anga7587r1zv4ey71ge9zxol3,0,20.7,62.8,2025-03-16T16:24:10.041Z,2025-03-16T16:30:32Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587397443,233,291,5587397083,56,Back,5587397085,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376253,188,43,1,22,53,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-16T16:24:11.217Z,2025-03-16T16:24:36Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5587357697,144,44,5587354553,56,Back,5587354557,285,0,5587354745,233,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376269,292,61,1,22,54,77tfx9me4aaqhzv78bmgsy9bg,0,78.4,33.1,2025-03-16T16:24:12.832Z,2025-03-16T16:24:13Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5587354667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376405,189,43,1,22,55,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-16T16:24:13.588Z,2025-03-16T16:24:34Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587355405,56,Back,5587355411,212,7.6,5587357463,144,1,5587355409,141,63.9,5587355413,213,0.24,5587355407,140,22.6,5587355403,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376421,190,4,1,22,57,anga7587r1zv4ey71ge9zxol3,1,16.0,61.6,2025-03-16T16:24:16.015Z,2025-03-16T16:30:21Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587355615,233,293,5587355545,13,,5587401711,295,,5587355553,285,,5587355549,152,,5587355547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789376345,293,4,1,22,57,77tfx9me4aaqhzv78bmgsy9bg,0,84.0,38.4,2025-03-16T16:24:16.016Z,2025-03-16T16:28:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5587391765,295,,5587355345,56,Center,5587355351,286,,5587355685,233,190,5587355347,152,,5587355343,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377061,191,1,1,23,27,anga7587r1zv4ey71ge9zxol3,1,20.9,63.1,2025-03-16T16:24:45.395Z,2025-03-16T16:24:47Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5587359017,56,Center,5587359013,155,,5587359023,212,41.2,5587359027,1,,5587359019,140,60.1,5587359025,213,0.02,5587359015,152,,5587359021,141,64.3,5587359011,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377079,192,1,1,23,28,anga7587r1zv4ey71ge9zxol3,0,60.1,64.3,2025-03-16T16:24:47.129Z,2025-03-16T16:24:48Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587359137,213,3.54,5587359133,141,61.8,5587359129,56,Center,5587359135,212,4.4,5587359189,156,,5587359131,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377099,295,8,1,23,30,77tfx9me4aaqhzv78bmgsy9bg,1,42.4,38.2,2025-03-16T16:24:49.009Z,2025-03-16T20:25:54Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5588727639,384,,5587359241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377143,297,1,1,23,31,77tfx9me4aaqhzv78bmgsy9bg,1,39.4,27.1,2025-03-16T16:24:49.968Z,2025-03-16T16:24:50Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587359445,141,36.4,5587359441,56,Back,5587359443,140,41.1,5587359449,213,1.30,5587359447,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377169,298,1,1,23,32,77tfx9me4aaqhzv78bmgsy9bg,1,41.1,36.4,2025-03-16T16:24:50.800Z,2025-03-16T16:24:52Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5587359607,212,11.8,5587359609,213,5.83,5587359603,140,51.2,5587359601,56,Center,5587359605,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377179,299,1,1,23,34,77tfx9me4aaqhzv78bmgsy9bg,1,51.2,28.9,2025-03-16T16:24:52.144Z,2025-03-16T16:24:53Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5587359643,212,10.6,5587359639,140,54.4,5587359645,213,1.25,5587359641,141,43.7,5587359637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377303,300,1,1,23,34,77tfx9me4aaqhzv78bmgsy9bg,1,54.4,43.1,2025-03-16T16:24:52.992Z,2025-03-16T16:24:58Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5587360409,140,82.3,5587360415,213,5.67,5587360411,141,13.1,5587360417,1,,5587360413,212,35.7,5587360407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377403,301,1,1,23,41,77tfx9me4aaqhzv78bmgsy9bg,1,83.2,18.9,2025-03-16T16:24:59.776Z,2025-03-16T16:25:01Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587360943,213,0.10,5587360935,56,Right,5587360939,141,21.0,5587360941,212,15.0,5587360937,140,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377451,302,1,1,23,43,77tfx9me4aaqhzv78bmgsy9bg,0,97.2,21.0,2025-03-16T16:25:01.569Z,2025-03-16T20:26:07Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5588728367,387,,5587361177,155,,5587361183,141,50.6,5587361187,213,1.60,5588728369,20,,5587361179,56,Center,5587361175,2,,5587361181,140,96.6,5588728365,225,,5587361185,212,,,,,,,,,,,20.1,,,,,,,,,,,,
2789377487,193,12,1,23,46,anga7587r1zv4ey71ge9zxol3,1,7.7,54.3,2025-03-16T16:25:04.469Z,2025-03-16T16:25:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587361417,15,,5587361375,140,7.8,5587361381,213,1.56,5587361377,141,66.3,5587361379,212,8.2,5587361373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377607,194,12,1,23,48,anga7587r1zv4ey71ge9zxol3,1,7.8,66.3,2025-03-16T16:25:06.516Z,2025-03-16T20:26:26Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587362125,140,34.7,5587362131,213,0.19,5587362123,56,Back,5587362129,212,28.8,5587362127,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377621,195,1,1,23,52,anga7587r1zv4ey71ge9zxol3,0,34.7,74.5,2025-03-16T16:25:10.858Z,2025-03-16T16:25:11Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587362213,212,10.7,5587362207,56,Back,5587362205,3,,5587362211,141,87.8,5587362215,213,2.13,5587362209,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377633,303,61,1,23,53,77tfx9me4aaqhzv78bmgsy9bg,0,72.9,14.0,2025-03-16T16:25:11.857Z,2025-03-16T16:25:12Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587362261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378073,196,5,1,23,54,anga7587r1zv4ey71ge9zxol3,1,24.1,101.2,2025-03-16T16:25:12.858Z,2025-03-16T16:26:44Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587364835,233,304,5587364727,56,Back,5587364731,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789377659,304,5,1,23,54,77tfx9me4aaqhzv78bmgsy9bg,0,75.9,-1.2,2025-03-16T16:25:12.858Z,2025-03-16T16:26:45Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587362389,347,,5587362387,56,Right,5587364883,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378129,197,1,1,24,10,anga7587r1zv4ey71ge9zxol3,0,26.9,100.0,2025-03-16T16:25:28.779Z,2025-03-16T16:25:30Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5587365069,56,Back,5587365075,212,15.1,5587365071,140,37.1,5587365077,213,5.50,5587365073,141,85.4,5587365067,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378163,305,1,1,24,13,77tfx9me4aaqhzv78bmgsy9bg,1,54.3,14.6,2025-03-16T16:25:31.360Z,2025-03-16T16:26:22Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587365251,3,,5587365255,140,65.3,5587365261,213,0.39,5587365259,212,12.5,5587365257,141,21.6,5587365253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378175,306,1,1,24,14,77tfx9me4aaqhzv78bmgsy9bg,0,65.3,21.6,2025-03-16T16:25:32.704Z,2025-03-16T16:26:23Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5587365343,213,1.61,5587365329,140,65.0,5587365335,141,34.0,5587365325,56,Center,5587365339,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378191,198,8,1,24,15,anga7587r1zv4ey71ge9zxol3,1,36.6,64.9,2025-03-16T16:25:33.452Z,2025-03-16T20:27:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587365403,56,Back,5588732153,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378305,199,43,1,24,17,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-16T16:25:35.391Z,2025-03-16T16:27:52Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587366087,56,Back,5587366089,152,0,5587383119,144,4,5587366091,265,0,5587366093,286,0,5587366085,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789378237,307,43,1,24,17,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-16T16:25:35.392Z,2025-03-16T16:27:31Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5587367259,233,199,5587366879,152,0,5587366875,13,0,5587380883,144,4,5587366881,265,0,5587366883,285,0,5587366877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789379637,200,27,1,25,6,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-16T16:26:24.584Z,2025-03-16T16:30:24Z,,,,,5587373713,233,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789379719,308,27,1,25,6,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-16T16:26:24.584Z,2025-03-16T16:30:25Z,,,,,5587373629,41,Injury,5587373631,53,4cubrfqgrc5ivbd6fdj3k3zf8,5587402097,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380383,201,28,1,25,35,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-16T16:26:53.240Z,2025-03-16T16:30:25Z,,,,,5587402135,233,309,5587377273,55,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380139,309,28,1,25,35,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-16T16:26:53.240Z,2025-03-16T16:30:26Z,,,,,5587402181,233,201,5587375915,55,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380765,203,1,1,25,56,anga7587r1zv4ey71ge9zxol3,1,40.7,65.8,2025-03-16T16:27:15.123Z,2025-03-16T16:27:19Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587379373,140,77.4,5587379377,212,38.7,5587379369,155,,5587379379,213,6.20,5587379371,56,Center,5587379375,141,61.2,5587379381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380785,204,1,1,26,0,anga7587r1zv4ey71ge9zxol3,1,78.6,62.1,2025-03-16T16:27:18.280Z,2025-03-16T16:31:13Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5587379501,56,Center,5587379505,141,65.7,5587379503,140,73.4,5587379509,213,2.72,5587379507,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380837,205,1,1,26,0,anga7587r1zv4ey71ge9zxol3,1,73.4,65.7,2025-03-16T16:27:19.093Z,2025-03-16T16:31:11Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5587379737,141,55.5,5587379739,212,7.9,5587379735,140,77.0,5587379731,56,Center,5587379743,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380841,206,61,1,26,1,anga7587r1zv4ey71ge9zxol3,0,77.0,55.5,2025-03-16T16:27:19.967Z,2025-03-16T16:27:24Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5587379769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380867,312,1,1,26,4,77tfx9me4aaqhzv78bmgsy9bg,1,29.4,43.6,2025-03-16T16:27:22.239Z,2025-03-16T16:27:23Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587379955,213,0.90,5587379941,56,Back,5587379951,212,11.0,5587379945,140,35.9,5587379947,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380889,313,1,1,26,5,77tfx9me4aaqhzv78bmgsy9bg,0,35.9,56.3,2025-03-16T16:27:23.391Z,2025-03-16T16:27:24Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5587380119,212,15.8,5587380117,141,44.0,5587380113,56,Back,5587380115,140,48.7,5587380111,155,,5587380121,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789380961,207,1,1,26,7,anga7587r1zv4ey71ge9zxol3,1,56.5,55.5,2025-03-16T16:27:25.717Z,2025-03-16T16:27:27Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5587380419,3,,5587380429,213,5.83,5587380421,56,Center,5587380425,141,50.7,5587380427,212,7.5,5587380423,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381057,209,1,1,26,9,anga7587r1zv4ey71ge9zxol3,1,62.6,48.2,2025-03-16T16:27:27.373Z,2025-03-16T16:27:32Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5587381063,213,4.86,5587381057,140,66.5,5587381059,141,7.3,5587381055,56,Right,5587381061,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381177,210,1,1,26,14,anga7587r1zv4ey71ge9zxol3,1,63.3,8.0,2025-03-16T16:27:32.419Z,2025-03-16T16:27:39Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5587381791,141,14.0,5587381787,56,Back,5587381795,213,2.94,5587381793,212,20.5,5587381789,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381279,211,1,1,26,21,anga7587r1zv4ey71ge9zxol3,1,42.8,14.4,2025-03-16T16:27:39.214Z,2025-03-16T16:27:45Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5587382345,141,10.0,5587382337,56,Right,5587382349,213,6.13,5587382343,140,61.8,5587382347,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381283,212,3,1,26,27,anga7587r1zv4ey71ge9zxol3,0,73.2,15.2,2025-03-16T16:27:45.197Z,2025-03-16T20:27:22Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5587382371,286,,5587382567,233,314,5588732395,465,,5587382367,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381305,314,7,1,26,27,77tfx9me4aaqhzv78bmgsy9bg,1,26.8,84.8,2025-03-16T16:27:45.198Z,2025-03-16T20:27:24Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5587382473,56,Back,5588732509,385,,5588732511,178,,5587382471,167,,5587382475,285,,5587382481,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789381507,213,5,1,26,28,anga7587r1zv4ey71ge9zxol3,1,80.9,-1.4,2025-03-16T16:27:46.592Z,2025-03-16T16:30:26Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5587383503,233,315,5587383447,56,Right,5587383453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
