id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2818890653,122,44,1,11,21,77tfx9me4aaqhzv78bmgsy9bg,1,11.4,50.2,2025-05-25T15:14:43.900Z,2025-05-25T17:06:44Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750079157,56,Back,5750079159,285,,5750079259,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890651,122,44,1,11,21,b3r6d8ydtmtjckam6pku9y400,0,88.6,49.8,2025-05-25T15:14:43.901Z,2025-05-25T17:06:45Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5750079149,286,,5750079289,233,122,5750079147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890659,123,12,1,11,21,77tfx9me4aaqhzv78bmgsy9bg,1,9.7,48.1,2025-05-25T15:14:44.538Z,2025-05-25T15:14:45Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750079195,140,28.8,5750079199,212,20.1,5750079227,15,,5750079193,56,Back,5750079197,141,48.4,5750079201,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890733,123,1,1,11,24,b3r6d8ydtmtjckam6pku9y400,1,76.5,50.4,2025-05-25T15:14:47.106Z,2025-05-25T15:14:51Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5750079663,212,11.9,5750079661,141,47.9,5750079659,140,65.3,5750079657,56,Center,5750079665,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890771,124,1,1,11,28,b3r6d8ydtmtjckam6pku9y400,1,58.9,52.4,2025-05-25T15:14:51.058Z,2025-05-25T15:14:52Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750079875,213,5.53,5750079867,56,Center,5750079873,212,14.4,5750079869,140,68.9,5750079871,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890785,125,1,1,11,30,b3r6d8ydtmtjckam6pku9y400,1,69.4,38.5,2025-05-25T15:14:52.802Z,2025-05-25T15:14:54Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750079979,141,47.2,5750079975,56,Center,5750079983,213,2.76,5750079977,140,55.4,5750079981,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890829,126,1,1,11,31,b3r6d8ydtmtjckam6pku9y400,1,55.4,47.2,2025-05-25T15:14:54.193Z,2025-05-25T15:14:56Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750080267,141,36.2,5750080263,56,Center,5750080269,212,21.4,5750080271,213,5.93,5750080265,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890875,127,1,1,11,34,b3r6d8ydtmtjckam6pku9y400,1,74.8,34.6,2025-05-25T15:14:56.674Z,2025-05-25T15:14:59Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5750080535,140,79.1,5750080539,212,15.4,5750080541,213,5.01,5750080533,56,Right,5750080537,141,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890911,128,1,1,11,36,b3r6d8ydtmtjckam6pku9y400,1,80.2,12.7,2025-05-25T15:14:59.618Z,2025-05-25T15:15:01Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750080725,140,75.0,5750080731,213,2.12,5750080729,212,10.4,5750080727,141,25.7,5750080723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890935,129,1,1,11,38,b3r6d8ydtmtjckam6pku9y400,1,75.0,25.7,2025-05-25T15:15:01.154Z,2025-05-25T15:15:03Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750080843,56,Right,5750080847,141,11.8,5750080849,212,9.5,5750080851,213,4.77,5750080845,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890989,130,1,1,11,40,b3r6d8ydtmtjckam6pku9y400,1,75.5,11.8,2025-05-25T15:15:03.203Z,2025-05-25T15:15:07Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750081133,212,20.8,5750081129,140,94.7,5750081131,141,19.1,5750081135,213,0.24,5750081127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891009,131,1,1,11,42,b3r6d8ydtmtjckam6pku9y400,0,92.9,16.0,2025-05-25T15:15:04.881Z,2025-05-25T18:12:53Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750081225,140,92.9,5750081231,213,1.57,5750983325,224,,5750983327,20,,5750081229,212,19.7,5750081219,2,,5750081221,155,,5750081223,56,Center,5750081227,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891005,124,12,1,11,43,77tfx9me4aaqhzv78bmgsy9bg,1,4.0,58.7,2025-05-25T15:15:06.179Z,2025-05-25T15:17:04Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750081205,140,2.6,5750081211,213,2.50,5750081209,212,1.8,5750081203,56,Back,5750081207,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891069,132,61,1,11,44,b3r6d8ydtmtjckam6pku9y400,1,92.0,39.4,2025-05-25T15:15:07.233Z,2025-05-25T15:17:05Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5750081525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891015,125,5,1,11,45,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,63.2,2025-05-25T15:15:07.663Z,2025-05-25T15:45:55Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750081251,56,Back,5750085713,233,133,5750081695,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891077,133,5,1,11,45,b3r6d8ydtmtjckam6pku9y400,0,100.8,36.8,2025-05-25T15:15:07.663Z,2025-05-25T15:45:56Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5750081603,56,Center,5750085737,233,125,5750085683,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891465,126,1,1,12,10,77tfx9me4aaqhzv78bmgsy9bg,1,3.5,56.9,2025-05-25T15:15:33.235Z,2025-05-25T15:15:44Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5750083663,124,,5750083667,140,20.0,5750083671,212,30.2,5750083669,141,93.2,5750083677,237,,5750083673,213,0.96,5750084321,189,,5750083665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891471,127,1,1,12,11,77tfx9me4aaqhzv78bmgsy9bg,0,20.0,93.2,2025-05-25T15:15:34.115Z,2025-05-25T15:15:45Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750083715,213,6.06,5750083707,56,Back,5750083711,141,89.4,5750083709,140,30.6,5750083713,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891505,135,1,1,12,14,b3r6d8ydtmtjckam6pku9y400,1,66.4,21.1,2025-05-25T15:15:36.882Z,2025-05-25T15:15:37Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750083849,56,Right,5750083851,140,69.4,5750083855,141,12.2,5750083861,213,5.19,5750083859,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891561,136,1,1,12,14,b3r6d8ydtmtjckam6pku9y400,1,69.4,12.2,2025-05-25T15:15:37.537Z,2025-05-25T15:15:41Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5750084135,212,8.7,5750084137,213,5.91,5750084133,141,7.6,5750084129,56,Right,5750084131,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891623,137,1,1,12,18,b3r6d8ydtmtjckam6pku9y400,1,75.9,12.1,2025-05-25T15:15:40.882Z,2025-05-25T15:15:44Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750084461,140,61.7,5750084459,56,Right,5750084463,141,14.3,5750084467,213,3.04,5750084465,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891727,138,1,1,12,22,b3r6d8ydtmtjckam6pku9y400,1,62.3,16.1,2025-05-25T15:15:44.801Z,2025-05-25T15:15:51Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5750085029,213,5.94,5750085025,141,6.4,5750085023,140,79.7,5750085027,212,19.4,5750085021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891733,139,1,1,12,28,b3r6d8ydtmtjckam6pku9y400,0,75.7,12.2,2025-05-25T15:15:50.889Z,2025-05-25T15:15:52Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750085055,141,16.6,5750085057,212,3.1,5750085053,140,76.4,5750085069,233,128,5750085073,286,,5750085051,56,Right,5750085059,213,1.33,5750085067,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891723,128,74,1,12,28,77tfx9me4aaqhzv78bmgsy9bg,1,23.8,83.5,2025-05-25T15:15:50.890Z,2025-05-25T15:15:52Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750085007,285,,5750085005,56,Back,5750085077,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891777,140,1,1,12,30,b3r6d8ydtmtjckam6pku9y400,0,71.6,17.3,2025-05-25T15:15:52.817Z,2025-05-25T15:17:17Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5750085263,56,Right,5750085267,141,0.0,5750085265,140,79.5,5750085271,213,5.29,5750085269,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891869,129,5,1,12,31,77tfx9me4aaqhzv78bmgsy9bg,1,20.1,101.4,2025-05-25T15:15:53.803Z,2025-05-25T15:45:56Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750085797,347,,5750085795,56,Back,5750085837,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891783,141,5,1,12,31,b3r6d8ydtmtjckam6pku9y400,0,79.9,-1.4,2025-05-25T15:15:53.803Z,2025-05-25T15:45:56Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5750085291,56,Right,5750085293,347,,5750085845,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891885,130,1,1,12,39,77tfx9me4aaqhzv78bmgsy9bg,1,19.5,100.0,2025-05-25T15:16:01.691Z,2025-05-25T18:14:01Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750988551,189,,5750085929,140,27.1,5750085935,213,5.65,5750085927,56,Back,5750085931,141,92.9,5750085925,107,,5750085933,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891907,131,1,1,12,39,77tfx9me4aaqhzv78bmgsy9bg,1,27.1,92.9,2025-05-25T15:16:01.987Z,2025-05-25T15:16:07Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5750086087,213,2.84,5750086083,141,97.2,5750086081,140,18.2,5750086079,56,Back,5750086085,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891917,132,1,1,12,40,77tfx9me4aaqhzv78bmgsy9bg,0,18.2,97.2,2025-05-25T15:16:02.915Z,2025-05-25T15:16:08Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750086143,213,6.00,5750086137,140,22.9,5750086141,212,5.1,5750086139,141,95.1,5750086135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891891,142,8,1,12,40,b3r6d8ydtmtjckam6pku9y400,1,77.1,6.8,2025-05-25T15:16:03.169Z,2025-05-25T18:14:08Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750085967,56,Right,5750989045,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891945,133,5,1,12,41,77tfx9me4aaqhzv78bmgsy9bg,1,21.2,100.9,2025-05-25T15:16:03.825Z,2025-05-25T15:45:56Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750086295,56,Back,5750086297,347,,5750086321,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891905,143,5,1,12,41,b3r6d8ydtmtjckam6pku9y400,0,78.8,-0.9,2025-05-25T15:16:03.825Z,2025-05-25T15:45:57Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750086071,56,Right,5750086073,347,,5750086357,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892023,134,1,1,12,47,77tfx9me4aaqhzv78bmgsy9bg,1,20.5,100.0,2025-05-25T15:16:10.123Z,2025-05-25T15:16:12Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750086729,56,Back,5750086731,140,20.6,5750086737,213,4.72,5750086733,141,86.6,5750086727,107,,5750086735,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892029,135,1,1,12,49,77tfx9me4aaqhzv78bmgsy9bg,1,20.6,86.6,2025-05-25T15:16:12.155Z,2025-05-25T15:16:12Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5750086771,140,21.7,5750086769,56,Back,5750086777,213,1.37,5750086773,141,94.8,5750086775,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892041,136,1,1,12,50,77tfx9me4aaqhzv78bmgsy9bg,1,21.7,94.8,2025-05-25T15:16:12.730Z,2025-05-25T15:16:13Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5750086847,213,5.25,5750086843,141,87.8,5750086841,140,24.4,5750086839,56,Back,5750086845,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892089,137,1,1,12,50,77tfx9me4aaqhzv78bmgsy9bg,1,24.4,87.8,2025-05-25T15:16:13.259Z,2025-05-25T15:16:17Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5750087145,212,5.1,5750087143,141,82.1,5750087147,213,5.43,5750087141,140,27.6,5750087139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892201,138,1,1,12,54,77tfx9me4aaqhzv78bmgsy9bg,1,30.9,78.4,2025-05-25T15:16:17.259Z,2025-05-25T15:16:24Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5750087775,196,,5750087791,1,,5750087779,140,34.8,5750087781,141,17.0,5750087777,56,Back,5750087783,212,42.0,5750087773,155,,5750087787,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892245,139,1,1,13,1,77tfx9me4aaqhzv78bmgsy9bg,1,42.5,26.2,2025-05-25T15:16:24.011Z,2025-05-25T15:16:26Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5750088015,212,6.7,5750088009,56,Back,5750088017,213,1.81,5750088013,141,35.8,5750088011,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892295,140,1,1,13,3,77tfx9me4aaqhzv78bmgsy9bg,1,39.8,42.7,2025-05-25T15:16:26.171Z,2025-05-25T15:16:31Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5750088319,56,Back,5750088323,141,74.5,5750088327,213,1.60,5750088321,140,39.1,5750088325,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892335,141,1,1,13,8,77tfx9me4aaqhzv78bmgsy9bg,1,41.8,70.3,2025-05-25T15:16:31.530Z,2025-05-25T15:16:33Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5750088547,56,Center,5750088555,213,5.68,5750088553,212,25.0,5750088551,141,49.3,5750088549,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892383,142,1,1,13,11,77tfx9me4aaqhzv78bmgsy9bg,1,61.4,49.3,2025-05-25T15:16:33.786Z,2025-05-25T15:16:36Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5750088829,141,55.2,5750088827,140,53.5,5750088833,213,2.69,5750088825,56,Center,5750088831,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892423,143,1,1,13,14,77tfx9me4aaqhzv78bmgsy9bg,1,53.5,55.2,2025-05-25T15:16:36.651Z,2025-05-25T15:16:40Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5750089065,212,14.4,5750089067,213,4.31,5750089063,141,35.7,5750089059,56,Back,5750089061,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892433,144,1,1,13,17,77tfx9me4aaqhzv78bmgsy9bg,0,48.8,33.4,2025-05-25T15:16:40.186Z,2025-05-25T15:16:41Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750089121,140,68.2,5750089123,141,29.4,5750089127,213,6.15,5750089119,56,Center,5750089125,212,20.6,5750089197,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892493,145,1,1,13,19,b3r6d8ydtmtjckam6pku9y400,1,35.6,61.8,2025-05-25T15:16:42.352Z,2025-05-25T15:16:45Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5750089455,56,Back,5750089457,140,41.0,5750089459,141,70.4,5750089461,212,8.1,5750089463,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819054065,1001,3,1,13,21,b3r6d8ydtmtjckam6pku9y400,0,35.9,74.3,2025-05-25T15:16:44.327Z,2025-05-25T18:15:39Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5750995113,56,Back,5750995117,465,,5750995115,286,,5750995119,467,6rd6a2f1k124dzp1p904yq3h0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892499,146,4,1,13,23,b3r6d8ydtmtjckam6pku9y400,1,38.4,75.2,2025-05-25T15:16:45.826Z,2025-05-25T15:45:50Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5750089485,13,,5750092241,233,145,5750089491,265,,5750089487,56,Back,5750089495,286,,5750089489,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892505,145,4,1,13,23,77tfx9me4aaqhzv78bmgsy9bg,0,61.6,24.8,2025-05-25T15:16:45.827Z,2025-05-25T15:45:51Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5750089529,13,,5750089535,265,,5750092275,233,146,5750089533,152,,5750089531,56,Center,5750092165,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892809,147,1,1,13,37,b3r6d8ydtmtjckam6pku9y400,1,40.2,69.0,2025-05-25T15:17:00.336Z,2025-05-25T15:17:06Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750091129,5,,5750091135,140,63.3,5750091133,56,Center,5750091137,141,72.0,5750091141,213,0.08,5750091131,152,,5750091139,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892823,148,1,1,13,43,b3r6d8ydtmtjckam6pku9y400,0,72.1,62.1,2025-05-25T15:17:06.240Z,2025-05-25T15:17:09Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5750091477,233,146,5750091481,286,,5750091215,140,75.9,5750091217,141,61.2,5750091213,56,Center,5750091221,213,6.13,5750091219,212,4.0,5750091475,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892857,146,74,1,13,43,77tfx9me4aaqhzv78bmgsy9bg,1,25.1,40.4,2025-05-25T15:17:06.241Z,2025-05-25T16:00:38Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5750091425,56,Back,5750091427,285,,5750091501,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892915,149,1,1,13,46,b3r6d8ydtmtjckam6pku9y400,1,72.8,53.4,2025-05-25T15:17:08.737Z,2025-05-25T15:17:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750091773,213,4.89,5750091769,141,32.3,5750091771,212,14.6,5750091765,56,Center,5750091767,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892967,150,1,1,13,50,b3r6d8ydtmtjckam6pku9y400,1,75.2,24.8,2025-05-25T15:17:12.752Z,2025-05-25T15:17:15Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5750092019,56,Center,5750092023,141,26.2,5750092027,213,3.02,5750092021,140,67.9,5750092025,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893033,151,1,1,13,52,b3r6d8ydtmtjckam6pku9y400,1,68.4,26.8,2025-05-25T15:17:15.184Z,2025-05-25T15:17:18Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5750092367,212,25.7,5750092363,140,58.3,5750092361,56,Center,5750092369,213,2.00,5750092365,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893087,152,1,1,13,55,b3r6d8ydtmtjckam6pku9y400,1,57.5,62.6,2025-05-25T15:17:18.240Z,2025-05-25T15:17:20Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5750092641,140,68.8,5750092637,56,Center,5750092643,141,67.1,5750092645,212,12.3,5750092649,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893141,153,1,1,13,57,b3r6d8ydtmtjckam6pku9y400,1,67.5,65.6,2025-05-25T15:17:20.592Z,2025-05-25T15:17:22Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5750092945,213,2.60,5750092935,140,59.8,5750092939,141,72.8,5750092933,56,Center,5750092943,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893159,154,1,1,14,0,b3r6d8ydtmtjckam6pku9y400,0,58.0,76.4,2025-05-25T15:17:22.833Z,2025-05-25T15:17:24Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5750093071,56,Left,5750093077,212,18.7,5750093073,140,71.7,5750093075,141,93.9,5750093079,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893163,147,8,1,14,2,77tfx9me4aaqhzv78bmgsy9bg,1,41.2,7.4,2025-05-25T15:17:25.002Z,2025-05-25T18:16:27Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,,,5750093089,56,Back,5750998941,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893245,149,1,1,14,3,77tfx9me4aaqhzv78bmgsy9bg,1,51.7,6.8,2025-05-25T15:17:26.282Z,2025-05-25T15:20:14Z,apspqh3shqfwobvh35x60q5g4,N. Markmann,1.0,,5750093505,56,Center,5750093507,140,54.9,5750107869,210,15,5750093511,212,14.4,5750093509,141,27.4,5750093513,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893301,150,3,1,14,8,77tfx9me4aaqhzv78bmgsy9bg,1,69.7,38.7,2025-05-25T15:17:31.163Z,2025-05-25T18:16:39Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5750093923,56,Center,5750999913,464,,5750093975,233,155,5750093925,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893267,155,45,1,14,8,b3r6d8ydtmtjckam6pku9y400,0,30.3,61.3,2025-05-25T15:17:31.163Z,2025-05-25T17:06:39Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5750093991,233,150,5750093651,56,Back,5750093653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818893309,151,15,1,14,10,77tfx9me4aaqhzv78bmgsy9bg,1,75.2,52.6,2025-05-25T15:17:33.434Z,2025-05-25T18:17:24Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5750107887,55,149,5750107369,102,51.4,5750107371,103,16.5,5751003155,113,,5750107217,72,,5750093947,18,,5750107435,233,156,5750107891,215,,5750107375,146,98.6,5750107377,147,5750093949,56,Center,5750093945,22,5751003157,78,5750107885,29,50.9,,,,,,,,,,,,,,,,,,,,,,,
2818893335,156,10,1,14,10,b3r6d8ydtmtjckam6pku9y400,1,2.6,48.2,2025-05-25T15:17:33.534Z,2025-05-25T18:17:39Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5750094079,173,,5750094083,182,,5751004237,377,,5750107455,233,151,5750094085,56,Back,5750094379,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
