id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2751332807,98,1,1,10,21,aljua8crr0vkwit0j3m59jw9j,1,32.6,51.8,2024-11-24T15:11:27.835Z,2024-11-24T15:11:30Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380428105,213,5.01,5380428101,141,12.9,5380428097,56,Back,5380428103,212,27.6,5380428099,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332865,99,1,1,10,23,aljua8crr0vkwit0j3m59jw9j,0,40.1,12.9,2024-11-24T15:11:30.316Z,2024-11-24T15:11:32Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380428429,212,24.5,5380428427,141,0.0,5380428425,140,61.5,5380428431,213,5.88,5380428423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333389,100,5,1,10,25,9qsmopgutr7ut5g6workk8w4i,1,40.5,101.4,2024-11-24T15:11:32.571Z,2024-11-24T15:49:59Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380431375,347,,5380431373,56,Back,5380431409,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751332873,100,5,1,10,25,aljua8crr0vkwit0j3m59jw9j,0,59.5,-1.4,2024-11-24T15:11:32.571Z,2024-11-24T15:49:59Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380428463,347,,5380428461,56,Right,5380431467,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333427,101,1,1,10,50,9qsmopgutr7ut5g6workk8w4i,1,44.7,100.0,2024-11-24T15:11:57.437Z,2024-11-24T15:11:58Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380431535,56,Left,5380431543,213,5.29,5380431539,141,80.9,5380431537,140,53.6,5380431541,212,17.1,5380431533,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333433,102,1,1,10,51,9qsmopgutr7ut5g6workk8w4i,1,53.9,79.6,2024-11-24T15:11:58.604Z,2024-11-24T15:12:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380431589,212,11.0,5380431687,156,,5380431591,213,2.05,5380431587,141,93.9,5380431585,140,49.1,5380431583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333483,103,61,1,10,54,9qsmopgutr7ut5g6workk8w4i,0,53.1,93.3,2024-11-24T15:12:01.197Z,2024-11-24T15:12:01Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380431937,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333707,101,5,1,10,55,aljua8crr0vkwit0j3m59jw9j,1,46.0,-0.9,2024-11-24T15:12:01.884Z,2024-11-24T15:49:59Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380433177,233,104,5380433115,347,,5380433113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333489,104,5,1,10,55,9qsmopgutr7ut5g6workk8w4i,0,54.0,100.9,2024-11-24T15:12:01.884Z,2024-11-24T15:49:59Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380431965,347,,5380433219,233,101,5380431963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333731,102,1,1,11,4,aljua8crr0vkwit0j3m59jw9j,1,48.7,0.0,2024-11-24T15:12:11.339Z,2024-11-24T18:42:17Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380433317,212,6.2,5380433309,140,53.8,5380433305,56,Right,5380433321,213,0.54,5380433313,141,3.7,5380433303,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333793,103,1,1,11,6,aljua8crr0vkwit0j3m59jw9j,1,54.3,4.5,2024-11-24T15:12:13.275Z,2024-11-24T18:42:23Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380433655,140,46.6,5380433657,141,3.1,5380433653,56,Back,5380433659,212,8.1,5380433661,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751527411,818,83,1,11,8,9qsmopgutr7ut5g6workk8w4i,0,58.4,95.7,2024-11-24T15:12:15.402Z,2024-11-24T18:42:45Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5381505851,399,3361cs2j60yxzy9mir80byqc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333801,104,1,1,11,9,aljua8crr0vkwit0j3m59jw9j,0,40.5,11.3,2024-11-24T15:12:16.379Z,2024-11-24T22:31:30Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5382304525,233,819,5380433701,140,37.6,5380433699,56,Back,5380433705,212,3.1,5380433707,213,2.99,5381507095,236,,5381507097,286,,5380433703,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751527597,819,74,1,11,9,9qsmopgutr7ut5g6workk8w4i,1,65.1,98.3,2024-11-24T15:12:16.380Z,2024-11-24T22:31:30Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5381506537,56,Left,5381506539,285,,5382304547,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333929,105,5,1,11,12,aljua8crr0vkwit0j3m59jw9j,1,35.2,-1.6,2024-11-24T15:12:19.419Z,2024-11-24T15:50:00Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380434401,347,,5380434441,233,106,5380434399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333899,106,5,1,11,12,9qsmopgutr7ut5g6workk8w4i,0,64.8,101.6,2024-11-24T15:12:19.419Z,2024-11-24T15:50:00Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380434233,347,,5380434463,233,105,5380434231,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333957,106,1,1,11,14,aljua8crr0vkwit0j3m59jw9j,0,40.7,0.0,2024-11-24T15:12:21.315Z,2024-11-24T18:43:24Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380434513,212,9.2,5380434505,107,,5380434515,213,0.59,5380434509,140,48.0,5380434511,141,6.4,5380434507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333971,107,1,1,11,15,aljua8crr0vkwit0j3m59jw9j,0,46.9,6.0,2024-11-24T15:12:22.220Z,2024-11-24T18:43:49Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5380434585,140,45.6,5380434589,212,8.4,5380434587,141,18.2,5380434591,213,1.73,5380434583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333887,105,43,1,11,15,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-11-24T15:12:22.221Z,2024-11-24T18:43:39Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380434167,285,0,5381509789,144,74,5380434681,233,107,5380434163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751333987,107,8,1,11,20,9qsmopgutr7ut5g6workk8w4i,1,60.7,79.7,2024-11-24T15:12:27.569Z,2024-11-24T18:43:56Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5381510925,385,,5380434711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334059,108,1,1,11,22,aljua8crr0vkwit0j3m59jw9j,0,45.6,31.6,2024-11-24T15:12:29.034Z,2024-11-24T15:12:31Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380435161,56,Center,5380435173,213,0.25,5380435159,157,,5380435177,1,,5380435167,141,42.7,5380435171,212,30.8,5380435163,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334121,108,1,1,11,24,9qsmopgutr7ut5g6workk8w4i,0,34.0,59.9,2024-11-24T15:12:31.533Z,2024-11-24T15:12:33Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5380435447,141,71.8,5380435445,140,43.1,5380435443,56,Back,5380435439,3,,5380435449,212,12.5,5380435451,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334171,109,1,1,11,27,aljua8crr0vkwit0j3m59jw9j,0,61.3,34.2,2024-11-24T15:12:33.787Z,2024-11-24T15:12:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380435723,141,15.0,5380435721,140,85.8,5380435727,213,5.81,5380435719,56,Right,5380435725,212,28.8,5380435717,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334275,109,1,1,11,30,9qsmopgutr7ut5g6workk8w4i,0,16.7,86.5,2024-11-24T15:12:37.099Z,2024-11-24T15:12:41Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380436267,157,,5380436279,1,,5380436271,140,19.3,5380436341,286,,5380436333,236,,5380436269,56,Back,5380436273,141,88.3,5380436275,212,3.0,5380436335,233,110,5380436277,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334217,110,74,1,11,30,aljua8crr0vkwit0j3m59jw9j,1,84.8,15.9,2024-11-24T15:12:37.100Z,2024-11-24T15:12:40Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5380435951,56,Right,5380435953,285,,5380436387,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334317,110,12,1,11,32,9qsmopgutr7ut5g6workk8w4i,1,2.2,95.6,2024-11-24T15:12:39.372Z,2024-11-24T16:03:53Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380436531,141,100.0,5380436527,56,Back,5380436529,140,2.4,5380436535,213,1.52,5380436533,212,4.3,5380436585,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334607,111,5,1,11,33,aljua8crr0vkwit0j3m59jw9j,1,97.3,-1.2,2024-11-24T15:12:40.267Z,2024-11-24T15:50:00Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5380437985,233,111,5380437965,347,,5380437963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334321,111,5,1,11,33,9qsmopgutr7ut5g6workk8w4i,0,2.7,101.2,2024-11-24T15:12:40.267Z,2024-11-24T15:50:00Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380436575,347,,5380438005,233,111,5380436573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334633,112,1,1,11,48,aljua8crr0vkwit0j3m59jw9j,1,87.9,0.0,2024-11-24T15:12:54.747Z,2024-11-24T18:44:24Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380438115,213,1.32,5380438109,140,90.1,5380438113,212,9.3,5380438105,107,,5381512919,189,,5380438107,56,Right,5380438111,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334637,113,1,1,11,48,aljua8crr0vkwit0j3m59jw9j,1,90.1,11.3,2024-11-24T15:12:55.419Z,2024-11-24T18:44:25Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5380438161,212,5.9,5381513001,189,,5380438163,213,3.81,5380438159,141,5.9,5380438157,140,85.7,5380438155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334667,114,1,1,11,49,aljua8crr0vkwit0j3m59jw9j,1,85.7,5.9,2024-11-24T15:12:56.123Z,2024-11-24T15:12:57Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5380438303,213,2.53,5380438299,141,12.9,5380438301,212,8.2,5380438297,140,79.3,5380438295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334671,115,61,1,11,50,aljua8crr0vkwit0j3m59jw9j,0,79.3,12.9,2024-11-24T15:12:57.003Z,2024-11-24T15:55:01Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380438323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334729,112,1,1,11,52,9qsmopgutr7ut5g6workk8w4i,1,22.2,63.4,2024-11-24T15:12:59.116Z,2024-11-24T18:45:59Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5380438587,140,27.1,5380438593,213,0.61,5380438589,141,68.7,5380438583,56,Back,5380438591,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334715,116,83,1,11,52,aljua8crr0vkwit0j3m59jw9j,0,73.1,15.3,2024-11-24T15:12:59.307Z,2024-11-24T18:46:17Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380753977,399,91suopiz6irxqevhzv8lx76ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751342771,161,1,1,11,53,9qsmopgutr7ut5g6workk8w4i,0,26.8,68.5,2024-11-24T15:13:00.290Z,2024-11-24T18:46:42Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380482603,140,24.8,5380482607,212,3.7,5380482601,56,Back,5380482609,213,4.11,5380482605,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334767,117,1,1,11,55,aljua8crr0vkwit0j3m59jw9j,0,75.1,24.3,2024-11-24T15:13:01.659Z,2024-11-24T15:13:03Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5380438851,212,3.3,5380438885,236,,5380438849,141,28.3,5380438887,233,113,5380438891,286,,5380438847,140,73.3,5380438853,213,2.18,5380438845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334771,113,74,1,11,55,9qsmopgutr7ut5g6workk8w4i,1,22.1,60.6,2024-11-24T15:13:01.660Z,2024-11-24T15:56:44Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380438921,233,117,5380438865,56,Back,5380438867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751344389,172,1,1,11,57,9qsmopgutr7ut5g6workk8w4i,0,26.2,54.5,2024-11-24T15:13:03.954Z,2024-11-24T15:20:12Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380491377,212,5.5,5380491379,213,2.03,5380491371,56,Back,5380491375,141,61.7,5380491373,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334821,118,43,1,11,59,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-11-24T15:13:05.691Z,2024-11-24T18:47:04Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5381523381,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335109,114,83,1,11,59,9qsmopgutr7ut5g6workk8w4i,0,17.9,66.4,2024-11-24T15:13:06.572Z,2024-11-24T18:48:06Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380533803,399,5x8064b3yr7txk0czddfjtffu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334887,119,1,1,12,0,aljua8crr0vkwit0j3m59jw9j,1,73.5,30.3,2024-11-24T15:13:06.795Z,2024-11-24T15:13:08Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5380439567,213,3.71,5380439565,212,15.8,5380439563,141,17.9,5380439561,140,60.8,5380439559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751334937,120,1,1,12,2,aljua8crr0vkwit0j3m59jw9j,1,60.8,17.9,2024-11-24T15:13:08.683Z,2024-11-24T15:13:11Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380439829,141,54.5,5380439833,213,1.86,5380439827,140,53.7,5380439825,56,Center,5380439831,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335009,121,1,1,12,4,aljua8crr0vkwit0j3m59jw9j,1,53.7,54.5,2024-11-24T15:13:10.906Z,2024-11-24T15:13:14Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5380440257,141,89.7,5380440263,213,1.12,5380440251,56,Left,5380440255,140,64.6,5380440261,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335097,122,1,1,12,7,aljua8crr0vkwit0j3m59jw9j,1,68.1,89.9,2024-11-24T15:13:14.283Z,2024-11-24T15:13:18Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5380440821,56,Center,5380440829,213,4.54,5380440823,140,66.4,5380440825,141,74.7,5380440827,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335125,123,1,1,12,11,aljua8crr0vkwit0j3m59jw9j,0,68.3,71.4,2024-11-24T15:13:18.475Z,2024-11-24T15:13:19Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380440979,140,74.7,5380440977,56,Center,5380440983,212,6.9,5380440981,141,73.6,5380440985,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335177,115,8,1,12,13,9qsmopgutr7ut5g6workk8w4i,1,24.9,27.2,2024-11-24T15:13:20.580Z,2024-11-24T18:48:34Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5381529341,384,,5380441295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751353691,233,1,1,12,14,9qsmopgutr7ut5g6workk8w4i,1,28.5,24.6,2024-11-24T15:13:21.327Z,2024-11-24T18:48:43Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5380542439,141,30.9,5380542437,140,39.6,5380542435,56,Back,5380542443,213,0.35,5380542441,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335241,117,1,1,12,14,9qsmopgutr7ut5g6workk8w4i,0,35.9,38.3,2024-11-24T15:13:21.453Z,2024-11-24T18:48:52Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380441643,56,Back,5380441651,213,5.52,5380441647,141,34.2,5380441649,212,4.1,5380441645,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335209,124,8,1,12,15,aljua8crr0vkwit0j3m59jw9j,1,61.5,77.5,2024-11-24T15:13:22.067Z,2024-11-24T18:49:01Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380441469,56,Center,5381531197,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751386915,404,45,1,12,16,9qsmopgutr7ut5g6workk8w4i,0,42.4,27.8,2024-11-24T15:13:22.645Z,2024-11-24T15:57:23Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380724729,233,461,5380724709,56,Back,5380724711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751386895,461,3,1,12,16,aljua8crr0vkwit0j3m59jw9j,1,57.6,72.2,2024-11-24T15:13:22.645Z,2024-11-24T18:49:33Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5381533471,465,,5380724621,286,,5380724619,56,Center,5380724725,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335289,126,1,1,12,17,aljua8crr0vkwit0j3m59jw9j,1,66.3,76.6,2024-11-24T15:13:24.442Z,2024-11-24T15:56:39Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380441951,141,87.2,5380441955,213,1.99,5380441953,212,7.9,5380441947,56,Left,5380441949,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335369,127,61,1,12,23,aljua8crr0vkwit0j3m59jw9j,0,73.9,96.0,2024-11-24T15:13:30.602Z,2024-11-24T15:13:30Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380442497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335749,118,5,1,12,24,9qsmopgutr7ut5g6workk8w4i,1,19.5,-1.4,2024-11-24T15:13:31.083Z,2024-11-24T15:50:01Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5380444483,233,128,5380444443,347,,5380444441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335389,128,5,1,12,24,aljua8crr0vkwit0j3m59jw9j,0,80.5,101.4,2024-11-24T15:13:31.083Z,2024-11-24T15:16:29Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5380442591,347,,5380442589,56,Left,5380444527,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335779,119,1,1,12,39,9qsmopgutr7ut5g6workk8w4i,0,20.9,0.0,2024-11-24T15:13:46.252Z,2024-11-24T15:13:48Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380444717,1,,5380444709,140,42.6,5380444715,213,0.30,5380444713,212,23.9,5380444707,56,Back,5380444711,141,8.8,5380444705,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335845,129,8,1,12,43,aljua8crr0vkwit0j3m59jw9j,1,61.1,93.0,2024-11-24T15:13:50.339Z,2024-11-24T18:50:03Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5381535529,385,,5380445081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335961,120,5,1,12,43,9qsmopgutr7ut5g6workk8w4i,1,36.8,-1.7000000000000002,2024-11-24T15:13:50.477Z,2024-11-24T15:50:01Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380445653,56,Back,5380445677,233,130,5380445655,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335857,130,5,1,12,43,aljua8crr0vkwit0j3m59jw9j,0,63.2,101.7,2024-11-24T15:13:50.477Z,2024-11-24T15:50:01Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5380445127,347,,5380445125,56,Left,5380445737,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335991,121,1,1,12,50,9qsmopgutr7ut5g6workk8w4i,1,35.3,0.0,2024-11-24T15:13:57.196Z,2024-11-24T15:13:58Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380445837,212,5.9,5380445829,107,,5380445835,141,5.6,5380445833,140,38.0,5380445831,56,Back,5380445839,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751335993,122,1,1,12,51,9qsmopgutr7ut5g6workk8w4i,1,38.1,6.2,2024-11-24T15:13:57.868Z,2024-11-24T15:13:59Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5380445855,213,3.93,5380445847,56,Back,5380445853,212,3.3,5380445851,141,2.8,5380445849,140,35.9,5380445901,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336051,123,1,1,12,53,9qsmopgutr7ut5g6workk8w4i,1,35.7,3.1,2024-11-24T15:13:59.708Z,2024-11-24T15:14:02Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5380446279,140,13.4,5380446281,141,71.2,5380446283,212,51.9,5380446277,56,Back,5380446275,196,,5380446273,155,,5380446287,1,,5380446285,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336097,124,1,1,12,56,9qsmopgutr7ut5g6workk8w4i,1,12.9,71.8,2024-11-24T15:14:02.829Z,2024-11-24T15:14:05Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5380446565,56,Back,5380446573,213,1.36,5380446567,140,15.5,5380446569,141,90.9,5380446571,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336227,125,1,1,12,58,9qsmopgutr7ut5g6workk8w4i,1,17.5,90.2,2024-11-24T15:14:05.052Z,2024-11-24T15:14:10Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5380447221,56,Back,5380447229,213,0.04,5380447225,141,90.9,5380447227,212,12.2,5380447223,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336157,131,83,1,13,1,aljua8crr0vkwit0j3m59jw9j,0,66.5,9.8,2024-11-24T15:14:08.538Z,2024-11-24T15:14:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380447467,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751336187,132,83,1,13,2,aljua8crr0vkwit0j3m59jw9j,0,66.5,9.8,2024-11-24T15:14:09.515Z,2024-11-24T15:14:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5380447455,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
