id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId
2805780589,233,1,1,23,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.2,39.7,2025-04-25T17:25:00.009Z,2025-04-25T17:25:02Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5677710823,3,,5677710825,56,Center,5677710829,141,38.0,5677710831,212,7.5,5677710827,140,65.1,5677710833,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780599,234,1,1,23,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.1,38.0,2025-04-25T17:25:01.602Z,2025-04-25T17:31:19Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5677710889,140,55.8,5677710895,213,2.31,5677710891,141,53.6,5677710893,212,14.4,5677710887,56,Center,5677710885,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780609,206,43,1,23,25,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-25T17:25:03.654Z,2025-04-25T17:25:08Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5677710947,212,0,5677710949,213,3.14,5677710945,141,66.3,5677710943,140,28.6,5677711051,144,1,5677710941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780621,235,1,1,23,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.8,53.4,2025-04-25T17:25:04.195Z,2025-04-25T17:25:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677711013,140,54.0,5677711011,56,Center,5677711015,141,32.3,5677711017,212,14.5,5677711019,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780613,207,43,1,23,27,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-25T17:25:05.431Z,2025-04-25T17:37:29Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5677754005,144,1,5677710961,56,Back,5677710959,155,0,5677710963,140,48.4,5677710969,213,5.63,5677710967,212,24.0,5677710965,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780643,236,1,1,23,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.6,31.4,2025-04-25T17:25:06.867Z,2025-04-25T17:25:10Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677711157,212,15.7,5677711159,213,5.45,5677711151,56,Right,5677711153,140,63.7,5677711155,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780647,237,1,1,23,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.9,14.2,2025-04-25T17:25:10.071Z,2025-04-25T17:25:11Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5677711185,140,69.8,5677711187,141,27.8,5677711191,213,0.91,5677711189,212,11.7,5677711183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780651,238,1,1,23,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.8,28.1,2025-04-25T17:25:10.930Z,2025-04-25T17:25:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677711207,213,1.05,5677711203,141,36.5,5677711201,140,72.9,5677711199,56,Center,5677711205,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780679,239,1,1,23,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.3,36.8,2025-04-25T17:25:11.742Z,2025-04-25T17:32:29Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677711377,141,32.5,5677711379,212,10.1,5677711375,140,65.1,5677711381,213,3.44,5677711373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780663,208,45,1,23,36,9qsmopgutr7ut5g6workk8w4i,0,30.5,54.1,2025-04-25T17:25:14.086Z,2025-04-25T17:52:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677711261,285,,5677711459,233,240,5677711259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780685,240,3,1,23,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.5,45.9,2025-04-25T17:25:14.086Z,2025-04-25T20:39:30Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677711411,56,Center,5677711415,286,,5678578667,464,,5677711429,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780697,241,1,1,23,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,83.9,65.3,2025-04-25T17:25:18.367Z,2025-04-25T17:25:20Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677711495,140,89.7,5677711497,141,83.0,5677711501,213,1.10,5677711499,212,13.5,5677711493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780703,242,1,1,23,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,89.7,83.0,2025-04-25T17:25:19.900Z,2025-04-25T20:39:43Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677711545,56,Center,5677711549,141,57.8,5678579165,72,,5677711547,140,91.0,5677711553,213,4.79,5677711551,212,17.2,5677711541,2,,5678579163,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780733,209,12,1,23,44,9qsmopgutr7ut5g6workk8w4i,1,7.3,41.0,2025-04-25T17:25:21.767Z,2025-04-25T17:25:24Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677711701,141,47.2,5677711703,212,20.6,5677711705,213,0.21,5677711699,140,26.5,5677711697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780741,243,44,1,23,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.8,54.9,2025-04-25T17:25:22.925Z,2025-04-25T20:40:22Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677711745,233,210,5677711733,56,Center,5677711735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780739,210,44,1,23,45,9qsmopgutr7ut5g6workk8w4i,0,26.2,45.1,2025-04-25T17:25:22.926Z,2025-04-25T20:40:23Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5677711753,233,243,5677711723,56,Back,5677711725,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780749,244,1,1,23,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,74.8,61.7,2025-04-25T17:25:23.462Z,2025-04-25T20:40:25Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677711771,213,6.21,5677711765,140,76.6,5677711769,212,1.9,5677711767,141,61.5,5677711761,3,,5677711763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805939523,905,61,1,23,45,9qsmopgutr7ut5g6workk8w4i,1,20.3,35.7,2025-04-25T17:25:23.547Z,2025-04-25T20:40:18Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678580507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780789,245,1,1,23,46,9w3sjm5ml4sjr2v81oxzdrt8v,0,76.1,48.9,2025-04-25T17:25:24.524Z,2025-04-25T21:18:32Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5677712011,213,6.03,5677712009,212,8.6,5677712007,141,45.8,5677712005,140,84.0,5677712003,56,Center,5677712001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780755,211,12,1,23,47,9qsmopgutr7ut5g6workk8w4i,1,14.7,57.6,2025-04-25T17:25:25.214Z,2025-04-25T17:35:22Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5677711819,15,,5677711803,56,Back,5677711805,140,29.1,5677711811,213,0.55,5677711809,212,17.7,5677711807,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780793,246,83,1,23,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.3,18.5,2025-04-25T17:25:30.767Z,2025-04-25T17:25:36Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5677712225,399,1gr0k94d0nh7msa32f6728aok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780805,212,4,1,23,53,9qsmopgutr7ut5g6workk8w4i,1,32.4,75.8,2025-04-25T17:25:30.798Z,2025-04-25T20:41:10Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5677712151,233,247,5677712141,56,Back,5677712143,152,,5677712137,13,,5677712139,295,,5677712145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780807,247,4,1,23,53,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.6,24.2,2025-04-25T17:25:30.799Z,2025-04-25T21:17:12Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677712115,56,Center,5677712185,233,212,5677712119,286,,5677712117,152,,5677712111,13,,5677712113,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780855,213,1,1,23,58,9qsmopgutr7ut5g6workk8w4i,0,31.4,70.6,2025-04-25T17:25:36.422Z,2025-04-25T17:25:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5677712395,155,,5677712405,212,37.7,5677712407,213,6.03,5677712399,56,Center,5677712397,152,,5677712409,1,,5677712403,141,56.9,5677712401,140,66.2,5677712393,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780903,249,1,1,24,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.0,46.3,2025-04-25T17:25:40.851Z,2025-04-25T17:25:45Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677712683,213,0.45,5677712675,56,Back,5677712681,212,12.4,5677712679,141,54.2,5677712677,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780961,250,1,1,24,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.3,56.9,2025-04-25T17:25:44.871Z,2025-04-25T17:25:50Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677712971,56,Center,5677712973,140,72.5,5677712975,141,76.7,5677712977,212,23.4,5677712979,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780965,251,3,1,24,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,74.6,79.2,2025-04-25T17:25:50.323Z,2025-04-25T20:41:33Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677713147,233,214,5677712991,286,,5677712989,56,Left,5678583099,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780993,214,7,1,24,12,9qsmopgutr7ut5g6workk8w4i,0,25.4,20.8,2025-04-25T17:25:50.324Z,2025-04-25T20:41:37Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5678583221,385,,5678583223,178,,5677713125,233,251,5677713111,285,,5677713109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781015,252,4,1,24,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.1,91.4,2025-04-25T17:25:54.389Z,2025-04-25T17:46:19Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677713249,286,,5677713297,233,215,5677713247,265,,5677713245,152,,5677713241,13,,5677713243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781009,215,4,1,24,16,9qsmopgutr7ut5g6workk8w4i,0,30.9,8.6,2025-04-25T17:25:54.390Z,2025-04-25T17:46:19Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5677713285,152,,5677713301,233,252,5677713289,285,,5677713287,265,,5677713283,56,Back,5677713281,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781275,253,1,1,24,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.5,91.2,2025-04-25T17:26:32.962Z,2025-04-25T20:42:10Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677714839,141,57.9,5677714823,2,,5678584123,224,,5677714837,140,88.4,5677714843,213,5.32,5677714835,56,Center,5677714841,212,27.5,5678584125,72,,5677714831,155,5677714833,152,5677714827,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2805940361,906,44,1,24,55,9qsmopgutr7ut5g6workk8w4i,1,10.8,34.6,2025-04-25T17:26:33.265Z,2025-04-25T20:42:57Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5678585211,233,978,5678585209,285,,5678585205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805940359,978,44,1,24,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,89.2,65.4,2025-04-25T17:26:33.266Z,2025-04-25T20:42:57Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5678585231,233,906,5678585201,56,Center,5678585203,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781257,216,12,1,24,55,9qsmopgutr7ut5g6workk8w4i,1,11.5,32.7,2025-04-25T17:26:33.631Z,2025-04-25T20:43:00Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677767311,141,35.0,5677767313,212,26.3,5677767309,140,36.5,5677767307,56,Back,5677767315,213,0.06,5677767511,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781291,254,1,1,25,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,66.4,63.6,2025-04-25T17:26:38.573Z,2025-04-25T17:26:40Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677714945,212,16.5,5677714943,141,87.6,5677714941,140,68.6,5677714939,56,Left,5677714947,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781297,255,1,1,25,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.6,87.6,2025-04-25T17:26:39.917Z,2025-04-25T17:26:40Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677714977,140,76.1,5677714979,141,90.9,5677714975,56,Left,5677714983,213,0.28,5677714981,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781303,256,1,1,25,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.2,91.1,2025-04-25T17:26:40.807Z,2025-04-25T17:26:42Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5677715033,213,3.12,5677715027,212,9.3,5677715019,140,67.3,5677715017,56,Left,5677715023,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781309,257,1,1,25,4,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.3,91.4,2025-04-25T17:26:42.041Z,2025-04-25T18:03:54Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677715053,56,Left,5677715051,155,,5677715055,140,81.6,5677715057,141,88.4,5677715061,212,15.2,5677715063,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781327,217,1,1,25,5,9qsmopgutr7ut5g6workk8w4i,1,19.2,10.1,2025-04-25T17:26:43.638Z,2025-04-25T17:26:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677715157,56,Back,5677715165,213,6.14,5677715161,141,8.2,5677715159,140,27.7,5677715163,212,9.0,5677715155,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781333,218,3,1,25,6,9qsmopgutr7ut5g6workk8w4i,1,28.6,9.2,2025-04-25T17:26:44.058Z,2025-04-25T20:43:17Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677715183,285,,5677715181,56,Back,5677715185,233,258,5678585925,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781317,258,45,1,25,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,71.4,90.8,2025-04-25T17:26:44.058Z,2025-04-25T17:52:50Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677715101,56,Left,5677715213,233,218,5677715103,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781351,220,61,1,25,10,9qsmopgutr7ut5g6workk8w4i,0,33.2,4.7,2025-04-25T17:26:48.342Z,2025-04-25T17:26:48Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677715319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781355,221,5,1,25,11,9qsmopgutr7ut5g6workk8w4i,0,38.2,-1.2,2025-04-25T17:26:48.886Z,2025-04-25T17:52:56Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5677715337,56,Back,5677715339,347,,5677715619,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781401,259,5,1,25,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.8,101.2,2025-04-25T17:26:48.886Z,2025-04-25T17:52:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677715577,56,Left,5677715579,347,,5677715587,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781413,260,1,1,25,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.6,100.0,2025-04-25T17:27:00.833Z,2025-04-25T17:27:11Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5677715701,56,Back,5677715703,140,46.2,5677715699,107,,5677715707,212,17.2,5677715709,213,3.94,5677716093,189,,5677715705,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781423,261,1,1,25,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.1,82.7,2025-04-25T17:27:01.491Z,2025-04-25T17:27:09Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677715785,141,37.4,5677715787,212,30.8,5677715789,213,4.69,5677716007,189,,5677715781,56,Back,5677715783,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781429,262,1,1,25,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.5,37.4,2025-04-25T17:27:03.069Z,2025-04-25T17:27:09Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677715845,213,5.23,5677716037,189,,5677715843,212,15.7,5677715841,141,17.3,5677715837,56,Right,5677715839,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781441,263,1,1,25,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.9,17.3,2025-04-25T17:27:04.459Z,2025-04-25T17:27:06Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5677715899,56,Back,5677715905,212,18.2,5677715901,140,43.4,5677715903,141,39.7,5677715911,189,,5677715907,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781445,264,1,1,25,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.4,39.7,2025-04-25T17:27:06.318Z,2025-04-25T17:27:07Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677715935,213,0.22,5677715929,140,55.7,5677715927,56,Center,5677715933,212,13.2,5677715931,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781455,265,1,1,25,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.3,43.9,2025-04-25T17:27:07.135Z,2025-04-25T17:27:09Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5677715995,56,Center,5677715997,140,52.8,5677716003,213,1.71,5677715999,141,71.4,5677716001,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781489,266,1,1,25,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.4,74.0,2025-04-25T17:27:12.336Z,2025-04-25T17:27:13Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677716161,56,Center,5677716163,140,53.5,5677716169,213,4.66,5677716167,212,16.6,5677716165,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781513,267,1,1,25,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.5,49.6,2025-04-25T17:27:13.089Z,2025-04-25T17:27:16Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677716307,213,5.10,5677716299,140,55.2,5677716305,212,4.8,5677716295,56,Center,5677716303,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781525,268,1,1,25,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.5,43.0,2025-04-25T17:27:16.245Z,2025-04-25T17:27:17Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5677716365,213,1.05,5677716357,56,Center,5677716363,212,8.2,5677716359,140,67.4,5677716361,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781545,269,1,1,25,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.6,53.7,2025-04-25T17:27:17.573Z,2025-04-25T17:27:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5677716489,141,44.8,5677716491,212,16.9,5677716493,213,3.51,5677716487,140,52.6,5677716485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781599,270,1,1,25,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.3,44.5,2025-04-25T17:27:21.403Z,2025-04-25T17:27:25Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5677716745,213,1.94,5677716737,56,Center,5677716739,140,59.7,5677716743,212,13.4,5677716741,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781617,271,1,1,25,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.1,68.0,2025-04-25T17:27:25.368Z,2025-04-25T17:27:27Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5677716839,141,65.6,5677716837,140,74.7,5677716841,212,11.2,5677716835,56,Center,5677716843,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781635,272,1,1,25,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.6,65.6,2025-04-25T17:27:27.602Z,2025-04-25T17:27:29Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5677716945,212,8.0,5677716933,56,Center,5677716947,213,2.02,5677716941,141,76.2,5677716937,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781641,273,1,1,25,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,73.2,69.0,2025-04-25T17:27:29.048Z,2025-04-25T17:27:29Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677716975,213,5.50,5677716965,155,,5677716971,141,44.8,5677716973,212,23.4,5677716967,56,Center,5677716969,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781655,222,52,1,25,54,9qsmopgutr7ut5g6workk8w4i,1,7.9,56.3,2025-04-25T17:27:32.214Z,2025-04-25T20:44:13Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5678587699,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781807,223,1,1,26,13,9qsmopgutr7ut5g6workk8w4i,1,12.1,52.7,2025-04-25T17:27:51.686Z,2025-04-25T17:28:02Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5677717965,287,,5677717953,141,10.1,5677717951,140,25.0,5677717947,123,,5677717949,56,Back,5677717957,213,5.15,5677717955,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781895,224,1,1,26,24,9qsmopgutr7ut5g6workk8w4i,1,28.9,20.1,2025-04-25T17:28:02.453Z,2025-04-25T17:28:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677718493,140,24.4,5677718491,56,Back,5677718497,141,28.8,5677718501,213,2.24,5677718499,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781897,225,4,1,26,27,9qsmopgutr7ut5g6workk8w4i,1,22.8,28.8,2025-04-25T17:28:05.037Z,2025-04-25T20:44:30Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5677718607,56,Back,5677718611,285,,5677718613,233,274,5677718609,152,,5677718605,295,,5677718603,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781905,274,4,1,26,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,77.2,71.2,2025-04-25T17:28:05.038Z,2025-04-25T21:17:13Z,9yuyz4ci6wqikd6ckjstbt2i1,S. Odey,,5677718569,152,,5677718567,56,Center,5677744045,295,,5677718565,13,,5677718573,286,,5677718619,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781941,226,1,1,26,33,9qsmopgutr7ut5g6workk8w4i,1,22.6,26.2,2025-04-25T17:28:11.605Z,2025-04-25T17:28:13Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5677718771,5,,5677718773,152,,5677718779,141,49.7,5677718777,140,11.5,5677718781,212,19.8,5677718783,213,2.20,5677718775,56,Back,5677718805,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781963,227,1,1,26,35,9qsmopgutr7ut5g6workk8w4i,1,11.1,50.0,2025-04-25T17:28:13.589Z,2025-04-25T17:28:15Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5677718893,141,65.4,5677718891,140,15.2,5677718895,212,11.3,5677718889,56,Back,5677718897,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781987,228,1,1,26,37,9qsmopgutr7ut5g6workk8w4i,1,15.2,65.2,2025-04-25T17:28:14.934Z,2025-04-25T17:28:17Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5677719035,140,8.8,5677719041,213,4.16,5677719033,56,Back,5677719039,212,12.7,5677719037,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
