id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2719386123,151,1,1,14,46,36g6ifzjliec1jqnbtf7yesme,1,12.5,50.7,2024-09-13T17:19:37.895Z,2024-09-13T17:19:41Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206002257,141,75.1,5206002261,213,1.15,5206002255,140,19.5,5206002259,212,18.1,5206002253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386145,152,1,1,14,49,36g6ifzjliec1jqnbtf7yesme,1,18.7,70.0,2024-09-13T17:19:41.271Z,2024-09-13T17:19:45Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206002361,56,Back,5206002365,141,84.2,5206002369,213,0.77,5206002363,140,28.1,5206002367,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386159,153,1,1,14,53,36g6ifzjliec1jqnbtf7yesme,1,27.4,83.5,2024-09-13T17:19:45.063Z,2024-09-13T17:19:46Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206002441,140,21.5,5206002445,212,15.3,5206002443,141,63.0,5206002447,213,4.29,5206002439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386181,154,1,1,14,55,36g6ifzjliec1jqnbtf7yesme,1,21.5,63.0,2024-09-13T17:19:46.640Z,2024-09-13T17:19:49Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206002563,213,3.75,5206002557,140,7.3,5206002561,212,18.2,5206002555,56,Back,5206002559,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386219,155,1,1,14,57,36g6ifzjliec1jqnbtf7yesme,0,5.6,42.8,2024-09-13T17:19:49.319Z,2024-09-13T17:19:53Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206002737,157,,5206002749,1,,5206002745,212,39.3,5206002741,140,42.8,5206002739,56,Back,5206002747,213,0.10,5206002743,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386237,133,1,1,15,2,anga7587r1zv4ey71ge9zxol3,1,51.5,59.7,2024-09-13T17:19:54.218Z,2024-09-13T17:22:01Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5206002853,141,67.0,5206002857,213,0.34,5206002849,56,Center,5206002851,140,65.0,5206002847,3,,5206002855,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386249,134,1,1,15,4,anga7587r1zv4ey71ge9zxol3,1,65.1,67.5,2024-09-13T17:19:56.265Z,2024-09-13T17:19:57Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206002915,140,62.7,5206002919,212,2.9,5206002917,141,69.7,5206002921,213,2.61,5206002913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386253,135,50,1,15,5,anga7587r1zv4ey71ge9zxol3,1,62.9,68.8,2024-09-13T17:19:56.774Z,2024-09-13T17:34:54Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206003001,233,156,5206002947,286,,5206002945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386259,156,7,1,15,5,36g6ifzjliec1jqnbtf7yesme,1,37.1,31.2,2024-09-13T17:19:56.775Z,2024-09-13T17:34:54Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206002967,56,Back,5206002969,285,,5206002997,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386265,157,43,1,15,6,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-13T17:19:58.151Z,2024-09-13T17:22:08Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206007989,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386281,158,1,1,15,6,36g6ifzjliec1jqnbtf7yesme,1,44.1,29.7,2024-09-13T17:19:58.534Z,2024-09-13T17:20:00Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206003087,56,Back,5206003091,140,39.6,5206003095,212,8.3,5206003093,141,39.8,5206003097,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386285,159,1,1,15,7,36g6ifzjliec1jqnbtf7yesme,1,41.4,38.5,2024-09-13T17:19:59.191Z,2024-09-13T17:20:00Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206003119,212,8.4,5206003105,56,Back,5206003109,140,41.7,5206003125,213,4.75,5206003113,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386291,160,1,1,15,8,36g6ifzjliec1jqnbtf7yesme,1,41.7,26.1,2024-09-13T17:19:59.894Z,2024-09-13T17:23:03Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206003151,212,13.1,5206003153,213,2.19,5206003145,56,Back,5206003149,141,41.8,5206003147,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386299,136,43,1,15,10,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-13T17:20:01.754Z,2024-09-13T17:22:54Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206009823,144,8,5206003193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387519,180,61,1,15,10,36g6ifzjliec1jqnbtf7yesme,0,43.1,31.8,2024-09-13T17:20:02.317Z,2024-09-13T17:22:59Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206010011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386329,138,1,1,15,11,anga7587r1zv4ey71ge9zxol3,1,61.9,65.2,2024-09-13T17:20:03.017Z,2024-09-13T17:22:57Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206003321,56,Back,5206003323,140,44.3,5206003329,213,4.06,5206003325,141,29.4,5206003327,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386361,139,1,1,15,13,anga7587r1zv4ey71ge9zxol3,1,43.9,27.7,2024-09-13T17:20:04.970Z,2024-09-13T17:20:08Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206003495,56,Back,5206003499,141,30.7,5206003501,212,8.4,5206003497,140,36.1,5206003503,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386383,140,1,1,15,16,anga7587r1zv4ey71ge9zxol3,1,33.8,35.8,2024-09-13T17:20:08.169Z,2024-09-13T17:20:10Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5206003623,56,Back,5206003631,213,1.75,5206003629,212,9.8,5206003625,140,32.1,5206003627,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386401,141,1,1,15,19,anga7587r1zv4ey71ge9zxol3,1,31.2,49.4,2024-09-13T17:20:10.777Z,2024-09-13T17:20:12Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5206003727,140,31.5,5206003733,213,4.74,5206003729,141,30.4,5206003725,56,Back,5206003731,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386417,142,1,1,15,21,anga7587r1zv4ey71ge9zxol3,1,31.5,35.7,2024-09-13T17:20:12.729Z,2024-09-13T17:20:16Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5206003839,212,32.0,5206003835,140,56.3,5206003837,141,8.3,5206003843,1,,5206003833,56,Right,5206003841,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386447,143,1,1,15,24,anga7587r1zv4ey71ge9zxol3,1,56.3,7.4,2024-09-13T17:20:15.994Z,2024-09-13T17:20:18Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206004023,56,Right,5206004027,141,8.8,5206004031,213,0.04,5206004021,155,,5206004025,140,80.9,5206004029,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386451,144,1,1,15,27,anga7587r1zv4ey71ge9zxol3,0,80.9,8.8,2024-09-13T17:20:18.665Z,2024-09-13T17:20:21Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206004063,141,14.1,5206004155,233,162,5206004161,286,,5206004067,213,1.31,5206004061,140,81.8,5206004055,2,,5206004059,56,Right,5206004153,236,,5206004065,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386465,162,12,1,15,27,36g6ifzjliec1jqnbtf7yesme,1,19.7,83.0,2024-09-13T17:20:18.765Z,2024-09-13T17:20:21Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206004151,56,Back,5206004165,233,144,5206004149,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386473,145,5,1,15,29,anga7587r1zv4ey71ge9zxol3,1,84.2,-1.2,2024-09-13T17:20:21.062Z,2024-09-13T17:34:49Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206004203,347,,5206004221,233,163,5206004201,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386471,163,5,1,15,29,36g6ifzjliec1jqnbtf7yesme,0,15.8,101.2,2024-09-13T17:20:21.062Z,2024-09-13T17:20:25Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206004259,233,145,5206004195,347,,5206004193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386617,146,1,1,15,46,anga7587r1zv4ey71ge9zxol3,1,90.0,0.0,2024-09-13T17:20:37.785Z,2024-09-13T17:20:39Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206004957,107,,5206004963,141,7.6,5206004967,213,1.35,5206004961,140,91.3,5206004959,56,Right,5206004965,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386623,147,1,1,15,48,anga7587r1zv4ey71ge9zxol3,1,92.4,4.3,2024-09-13T17:20:39.643Z,2024-09-13T17:20:40Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206005021,212,5.7,5206005015,56,Right,5206005019,141,3.7,5206005023,213,3.21,5206005017,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386639,148,1,1,15,49,anga7587r1zv4ey71ge9zxol3,1,87.0,3.7,2024-09-13T17:20:40.633Z,2024-09-13T17:20:43Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5206005123,140,77.7,5206005127,212,9.9,5206005121,56,Right,5206005131,213,2.96,5206005125,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386667,149,1,1,15,51,anga7587r1zv4ey71ge9zxol3,1,77.7,6.4,2024-09-13T17:20:43.434Z,2024-09-13T17:20:54Z,5is9bcj143orulo4biogwxzl6,L. Lissens,1.0,,5206005301,141,46.1,5206005541,210,13,5206005293,2,,5206005297,56,Center,5206005305,213,1.41,5206005543,154,,5206005303,212,27.3,5206005299,140,81.8,5206005295,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386669,150,13,1,15,54,anga7587r1zv4ey71ge9zxol3,1,81.8,46.1,2024-09-13T17:20:45.642Z,2024-09-13T17:26:14Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5206005565,146,92.9,5206005569,230,98.4,5206005379,153,,5206005375,20,,5206005553,154,,5206005561,103,5.6,5206005311,18,,5206005567,147,54.7,5206005551,29,,5206005549,73,,5206005313,56,5206005555,55,149,5206005559,102,66.2,5206005571,231,48.4,Center,5206005309,22,5206005563,328,,,,,,,
2719386781,167,1,1,16,11,36g6ifzjliec1jqnbtf7yesme,1,9.9,53.6,2024-09-13T17:21:02.918Z,2024-09-13T17:21:03Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206005943,212,10.5,5206005941,141,68.5,5206005939,140,12.5,5206005937,56,Back,5206005945,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386855,168,1,1,16,12,36g6ifzjliec1jqnbtf7yesme,1,12.5,68.5,2024-09-13T17:21:03.701Z,2024-09-13T17:21:13Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206006411,213,4.49,5206006403,56,Back,5206006409,212,13.8,5206006405,140,9.6,5206006407,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386865,169,1,1,16,21,36g6ifzjliec1jqnbtf7yesme,1,14.1,37.0,2024-09-13T17:21:13.014Z,2024-09-13T17:21:14Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206006461,141,45.1,5206006459,140,24.4,5206006463,212,12.1,5206006457,56,Back,5206006465,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386879,170,1,1,16,23,36g6ifzjliec1jqnbtf7yesme,1,24.4,45.1,2024-09-13T17:21:14.614Z,2024-09-13T17:21:16Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5206006525,212,14.5,5206006519,56,Back,5206006527,213,3.44,5206006521,140,11.2,5206006523,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386903,171,1,1,16,24,36g6ifzjliec1jqnbtf7yesme,1,9.1,36.7,2024-09-13T17:21:16.550Z,2024-09-13T17:21:20Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206006675,141,15.0,5206006679,213,5.20,5206006677,212,16.7,5206006671,56,Back,5206006673,140,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386919,172,1,1,16,28,36g6ifzjliec1jqnbtf7yesme,1,12.5,10.9,2024-09-13T17:21:20.247Z,2024-09-13T17:21:23Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206006741,212,48.0,5206006733,155,,5206006743,213,0.23,5206006737,140,57.1,5206006745,1,,5206006739,141,26.7,5206006735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386923,173,1,1,16,31,36g6ifzjliec1jqnbtf7yesme,0,57.1,26.7,2024-09-13T17:21:23.414Z,2024-09-13T17:21:24Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5206006773,156,,5206006761,56,Center,5206006769,213,2.64,5206006765,141,32.4,5206006763,140,50.4,5206006767,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386965,175,83,1,16,34,36g6ifzjliec1jqnbtf7yesme,0,55.6,30.3,2024-09-13T17:21:25.951Z,2024-09-13T17:21:33Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5206007041,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386959,151,4,1,16,35,anga7587r1zv4ey71ge9zxol3,1,45.0,69.6,2024-09-13T17:21:26.934Z,2024-09-13T17:21:30Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206006909,56,Back,5206006915,286,,5206006943,233,174,5206006911,152,,5206006907,13,,5206006913,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386951,174,4,1,16,35,36g6ifzjliec1jqnbtf7yesme,0,55.0,30.4,2024-09-13T17:21:26.935Z,2024-09-13T17:21:30Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5206006899,56,Center,5206006901,152,,5206006905,285,,5206006953,233,151,5206006897,13,,5206006903,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386995,152,1,1,16,38,anga7587r1zv4ey71ge9zxol3,1,53.8,70.5,2024-09-13T17:21:30.282Z,2024-09-13T17:21:37Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5206007133,141,92.4,5206007137,213,0.72,5206007127,152,,5206007131,140,69.9,5206007129,56,Left,5206007125,5,,5206007135,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386997,153,3,1,16,46,anga7587r1zv4ey71ge9zxol3,0,93.8,75.0,2024-09-13T17:21:37.738Z,2024-09-13T17:21:38Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206007157,211,,5206007141,56,Center,5206007143,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387005,154,5,1,16,47,anga7587r1zv4ey71ge9zxol3,0,100.7,71.6,2024-09-13T17:21:38.711Z,2024-09-13T17:34:49Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5206007187,346,,5206007377,233,176,5206007185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387031,176,5,1,16,47,36g6ifzjliec1jqnbtf7yesme,1,-0.7000000000000001,28.4,2024-09-13T17:21:38.711Z,2024-09-13T17:34:49Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206007309,346,,5206007307,56,Back,5206007353,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387163,177,1,1,17,8,36g6ifzjliec1jqnbtf7yesme,1,4.3,40.4,2024-09-13T17:22:00.469Z,2024-09-13T17:22:09Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206008061,124,,5206008065,140,3.6,5206008069,212,6.5,5206008063,56,Back,5206008071,213,1.68,5206008067,141,49.9,5206008075,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387187,178,1,1,17,17,36g6ifzjliec1jqnbtf7yesme,0,10.8,46.0,2024-09-13T17:22:08.982Z,2024-09-13T17:22:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206008175,213,6.06,5206008167,56,Center,5206008171,141,26.2,5206008169,140,68.2,5206008165,157,,5206008177,1,,5206008173,212,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387191,155,1,1,17,19,anga7587r1zv4ey71ge9zxol3,1,35.7,82.1,2024-09-13T17:22:11.098Z,2024-09-13T17:22:12Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5206008211,56,Back,5206008215,141,90.5,5206008219,213,1.00,5206008209,3,,5206008213,140,39.2,5206008217,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387233,157,1,1,17,20,anga7587r1zv4ey71ge9zxol3,1,39.0,90.8,2024-09-13T17:22:12.457Z,2024-09-13T17:22:15Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206008393,56,Back,5206008401,213,3.51,5206008397,141,82.6,5206008395,140,25.1,5206008399,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387241,158,1,1,17,24,anga7587r1zv4ey71ge9zxol3,1,28.4,94.5,2024-09-13T17:22:15.705Z,2024-09-13T17:22:16Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5206008449,140,33.9,5206008455,213,0.45,5206008447,56,Back,5206008451,141,98.6,5206008453,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387273,159,1,1,17,25,anga7587r1zv4ey71ge9zxol3,1,33.9,98.6,2024-09-13T17:22:16.777Z,2024-09-13T17:22:20Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206008611,213,3.12,5206008603,56,Back,5206008609,212,12.3,5206008605,140,22.2,5206008607,141,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387289,160,1,1,17,28,anga7587r1zv4ey71ge9zxol3,1,16.6,98.7,2024-09-13T17:22:19.913Z,2024-09-13T17:22:21Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5206008683,56,Back,5206008687,141,72.3,5206008685,140,3.2,5206008691,213,4.05,5206008689,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387337,161,1,1,17,30,anga7587r1zv4ey71ge9zxol3,0,2.6,73.3,2024-09-13T17:22:21.850Z,2024-09-13T17:22:26Z,84f41rjxyp3rthpk1fu66wrqi,J. Krumrey,,,5206008907,213,0.03,5206008897,56,Back,5206008903,212,39.5,5206008899,140,40.2,5206008911,1,,5206008895,157,,5206008901,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387349,179,4,1,17,35,36g6ifzjliec1jqnbtf7yesme,1,58.4,24.6,2024-09-13T17:22:26.966Z,2024-09-13T17:22:33Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206008993,56,Center,5206009145,294,,5206009053,233,162,5206008991,13,,5206008999,286,,5206008995,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387357,162,4,1,17,35,anga7587r1zv4ey71ge9zxol3,0,41.6,75.4,2024-09-13T17:22:26.967Z,2024-09-13T17:22:33Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5206009033,56,Back,5206009037,285,,5206009031,294,,5206009035,152,,5206009029,13,,5206009081,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387591,181,1,1,18,13,36g6ifzjliec1jqnbtf7yesme,1,57.1,31.2,2024-09-13T17:23:04.630Z,2024-09-13T17:23:07Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5206010353,213,1.94,5206010343,152,,5206010341,5,,5206010351,212,16.3,5206010347,140,51.5,5206010345,56,Center,5206010349,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387617,182,1,1,18,15,36g6ifzjliec1jqnbtf7yesme,1,52.1,50.1,2024-09-13T17:23:07.286Z,2024-09-13T17:23:10Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5206010509,140,59.1,5206010515,213,1.03,5206010507,56,Center,5206010511,141,68.2,5206010513,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387649,183,1,1,18,19,36g6ifzjliec1jqnbtf7yesme,1,58.5,74.2,2024-09-13T17:23:10.678Z,2024-09-13T17:23:13Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206010665,141,88.9,5206010669,213,0.66,5206010661,140,70.8,5206010667,212,16.3,5206010657,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387689,184,1,1,18,22,36g6ifzjliec1jqnbtf7yesme,1,70.0,88.1,2024-09-13T17:23:13.589Z,2024-09-13T17:23:17Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5206010867,213,3.40,5206010863,141,82.6,5206010865,212,14.9,5206010859,56,Left,5206010861,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387707,185,1,1,18,26,36g6ifzjliec1jqnbtf7yesme,0,62.6,81.4,2024-09-13T17:23:17.606Z,2024-09-13T17:23:20Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5206010963,140,89.2,5206010971,1,,5206010967,212,46.0,5206010959,155,,5206010961,56,Center,5206010969,213,5.36,5206010965,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387711,163,12,1,18,29,anga7587r1zv4ey71ge9zxol3,1,11.7,74.2,2024-09-13T17:23:21.177Z,2024-09-13T17:23:26Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206010997,212,11.0,5206010993,140,9.3,5206010995,141,89.9,5206011025,15,,5206010999,213,1.80,5206010991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387739,186,61,1,18,33,36g6ifzjliec1jqnbtf7yesme,0,88.9,13.4,2024-09-13T17:23:24.727Z,2024-09-13T17:23:24Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206011121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387753,164,5,1,18,34,anga7587r1zv4ey71ge9zxol3,1,14.4,100.8,2024-09-13T17:23:25.717Z,2024-09-13T17:34:49Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206011187,233,187,5206011161,347,,5206011159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387743,187,5,1,18,34,36g6ifzjliec1jqnbtf7yesme,0,85.6,-0.8,2024-09-13T17:23:25.717Z,2024-09-13T17:23:29Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5206011207,233,164,5206011133,347,,5206011131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387823,165,1,1,18,47,anga7587r1zv4ey71ge9zxol3,1,21.6,100.0,2024-09-13T17:23:39.432Z,2024-09-13T17:23:40Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5206011557,140,21.7,5206011563,213,4.74,5206011561,212,4.4,5206011559,141,95.6,5206011555,56,Back,5206011553,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387825,166,61,1,18,48,anga7587r1zv4ey71ge9zxol3,1,21.7,95.6,2024-09-13T17:23:40.354Z,2024-09-13T17:24:54Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5206011567,56,Back,5206011609,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387879,189,1,1,18,55,36g6ifzjliec1jqnbtf7yesme,1,36.7,7.9,2024-09-13T17:23:46.613Z,2024-09-13T17:23:48Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5206011871,213,2.26,5206011863,56,Back,5206011867,141,38.9,5206011869,212,27.3,5206011865,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387887,190,1,1,18,56,36g6ifzjliec1jqnbtf7yesme,0,20.2,38.9,2024-09-13T17:23:48.230Z,2024-09-13T17:25:11Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5206011911,212,52.6,5206011903,157,,5206011913,213,6.18,5206011905,56,Center,5206011909,141,31.0,5206011915,1,,5206011907,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
