id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2708017567,105,1,1,8,55,9qsmopgutr7ut5g6workk8w4i,1,67.8,14.1,2024-08-11T14:08:55.743Z,2024-08-11T14:08:59Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143288553,56,Right,5143288559,212,15.7,5143288555,140,81.7,5143288557,141,5.6,5143288561,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017589,106,1,1,8,59,9qsmopgutr7ut5g6workk8w4i,0,89.8,17.3,2024-08-11T14:08:59.583Z,2024-08-11T17:08:19Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5143288687,2,,5143288693,140,86.2,5143288691,56,Center,5144115865,224,,5144115867,20,,5143288689,155,,5143288699,213,1.75,5143288695,141,48.2,5143288697,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017741,105,12,1,9,2,5rz9enoyknpg8ji78za5b82p0,1,12.9,61.2,2024-08-11T14:09:01.863Z,2024-08-11T14:09:12Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143289509,140,26.6,5143289513,212,16.4,5143289515,213,0.51,5143289511,141,72.9,5143289507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017643,107,1,1,9,3,9qsmopgutr7ut5g6workk8w4i,1,70.7,18.9,2024-08-11T14:09:03.407Z,2024-08-11T14:09:05Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143288991,141,9.4,5143288995,213,5.63,5143288987,56,Right,5143288993,212,10.6,5143288985,3,,5143288989,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017671,108,1,1,9,5,9qsmopgutr7ut5g6workk8w4i,1,78.7,9.4,2024-08-11T14:09:05.071Z,2024-08-11T14:25:58Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143289157,56,Right,5143289165,213,3.11,5143289159,140,73.3,5143289163,212,5.7,5143289161,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017715,109,1,1,9,9,9qsmopgutr7ut5g6workk8w4i,1,73.5,10.1,2024-08-11T14:09:09.664Z,2024-08-11T14:09:10Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143289377,212,15.2,5143289375,141,32.5,5143289371,56,Center,5143289379,213,1.61,5143289373,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017731,110,1,1,9,10,9qsmopgutr7ut5g6workk8w4i,1,73.0,32.5,2024-08-11T14:09:10.607Z,2024-08-11T14:26:06Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143289453,141,26.8,5143289449,56,Center,5143289451,140,70.0,5143289455,212,5.0,5143289457,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017759,111,43,1,9,12,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-08-11T14:09:11.959Z,2024-08-11T14:09:38Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143289627,56,Center,5143291963,144,50,5143290575,233,106,5143289629,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017747,106,83,1,9,12,5rz9enoyknpg8ji78za5b82p0,0,32.8,73.6,2024-08-11T14:09:11.960Z,2024-08-11T14:22:47Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143357781,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017769,112,61,1,9,13,9qsmopgutr7ut5g6workk8w4i,0,69.2,27.6,2024-08-11T14:09:13.611Z,2024-08-11T14:26:05Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143289663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017775,107,43,1,9,14,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-11T14:09:14.560Z,2024-08-11T14:30:10Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143289695,141,79.4,5143399287,144,1,5143289699,213,5.58,5143289697,212,5.1,5143289691,56,Back,5143289693,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017867,109,4,1,9,18,5rz9enoyknpg8ji78za5b82p0,1,34.4,79.6,2024-08-11T14:09:18.568Z,2024-08-11T14:42:44Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143290235,265,,5143290229,13,,5143290237,286,,5143290231,56,Back,5143290347,233,113,5143290233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708017887,113,4,1,9,18,9qsmopgutr7ut5g6workk8w4i,0,65.6,20.4,2024-08-11T14:09:18.569Z,2024-08-11T14:42:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143290317,13,,5143290321,152,,5143290323,265,,5143290319,56,Right,5143290373,233,109,5143290377,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018273,110,1,1,9,42,5rz9enoyknpg8ji78za5b82p0,1,37.7,81.5,2024-08-11T14:09:41.897Z,2024-08-11T14:09:43Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143292399,212,46.4,5143292395,140,57.8,5143292397,141,20.7,5143292393,56,Right,5143292387,5,,5143292391,152,,5143292389,196,,5143292401,213,5.18,5143292429,189,,5143292403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018323,111,1,1,9,43,5rz9enoyknpg8ji78za5b82p0,1,57.9,24.4,2024-08-11T14:09:43.049Z,2024-08-11T14:09:45Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143292685,213,2.64,5143292677,141,36.9,5143292681,212,17.7,5143292667,56,Back,5143292671,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018373,112,1,1,9,45,5rz9enoyknpg8ji78za5b82p0,1,41.6,36.0,2024-08-11T14:09:45.306Z,2024-08-11T14:09:48Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143292951,212,23.0,5143292949,141,15.0,5143292945,56,Right,5143292953,213,5.61,5143292947,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018413,113,1,1,9,48,5rz9enoyknpg8ji78za5b82p0,0,60.2,14.3,2024-08-11T14:09:48.185Z,2024-08-11T14:09:50Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143293083,213,0.20,5143293081,212,10.7,5143293077,140,70.2,5143293075,56,Right,5143293079,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018443,114,8,1,9,51,9qsmopgutr7ut5g6workk8w4i,1,31.6,78.7,2024-08-11T14:09:51.473Z,2024-08-11T17:14:19Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143293219,56,Back,5144139147,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018513,116,1,1,9,52,9qsmopgutr7ut5g6workk8w4i,1,46.6,78.7,2024-08-11T14:09:52.817Z,2024-08-11T14:09:55Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5143293599,141,88.1,5143293601,212,8.1,5143293595,56,Back,5143293603,213,2.23,5143293597,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018531,117,1,1,9,55,9qsmopgutr7ut5g6workk8w4i,1,44.9,77.3,2024-08-11T14:09:55.217Z,2024-08-11T14:09:56Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5143293727,212,6.6,5143293723,140,46.4,5143293729,213,4.95,5143293721,56,Back,5143293725,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018603,118,1,1,9,56,9qsmopgutr7ut5g6workk8w4i,1,46.4,68.5,2024-08-11T14:09:56.401Z,2024-08-11T14:10:02Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143294195,141,77.0,5143294199,213,2.01,5143294193,140,43.8,5143294189,56,Back,5143294197,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018611,119,81,1,10,0,9qsmopgutr7ut5g6workk8w4i,0,43.8,77.0,2024-08-11T14:10:00.098Z,2024-08-11T14:10:02Z,,,,,5143294231,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018641,120,1,1,10,3,9qsmopgutr7ut5g6workk8w4i,1,39.3,79.9,2024-08-11T14:10:03.297Z,2024-08-11T14:30:37Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143294405,141,94.8,5143294409,213,0.47,5143294407,212,22.2,5143294401,56,Left,5143294403,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018715,121,1,1,10,6,9qsmopgutr7ut5g6workk8w4i,1,59.9,93.3,2024-08-11T14:10:06.050Z,2024-08-11T14:10:08Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5143294883,213,3.90,5143294881,212,19.5,5143294875,56,Back,5143294879,141,73.5,5143294877,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018787,122,1,1,10,8,9qsmopgutr7ut5g6workk8w4i,1,46.5,73.3,2024-08-11T14:10:08.545Z,2024-08-11T14:10:12Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5143295301,56,Back,5143295303,140,40.7,5143295307,212,14.3,5143295305,141,92.4,5143295309,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018887,123,1,1,10,12,9qsmopgutr7ut5g6workk8w4i,1,43.7,92.6,2024-08-11T14:10:12.737Z,2024-08-11T14:10:16Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143295893,141,56.7,5143295887,56,Back,5143295889,140,24.2,5143295895,212,31.9,5143295899,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708018941,124,1,1,10,16,9qsmopgutr7ut5g6workk8w4i,1,24.2,56.7,2024-08-11T14:10:16.545Z,2024-08-11T14:10:19Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5143296209,56,Back,5143296213,141,36.1,5143296211,140,41.8,5143296215,212,23.2,5143296217,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019003,125,1,1,10,19,9qsmopgutr7ut5g6workk8w4i,1,39.8,45.4,2024-08-11T14:10:19.603Z,2024-08-11T14:10:23Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143296625,56,Back,5143296637,213,1.52,5143296633,141,80.9,5143296635,212,24.2,5143296627,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019037,126,1,1,10,23,9qsmopgutr7ut5g6workk8w4i,1,41.3,83.0,2024-08-11T14:10:23.602Z,2024-08-11T14:10:25Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5143296779,140,56.7,5143296775,155,,5143296787,1,,5143296777,56,Center,5143296785,213,5.10,5143296781,141,25.3,5143296783,212,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019045,127,61,1,10,25,9qsmopgutr7ut5g6workk8w4i,0,56.5,26.7,2024-08-11T14:10:25.314Z,2024-08-11T14:10:25Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5143296817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019129,115,1,1,10,28,5rz9enoyknpg8ji78za5b82p0,1,53.8,78.4,2024-08-11T14:10:28.698Z,2024-08-11T14:10:30Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143297307,213,3.17,5143297297,140,28.7,5143297305,212,26.4,5143297291,56,Back,5143297301,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019155,116,1,1,10,30,5rz9enoyknpg8ji78za5b82p0,1,28.7,77.3,2024-08-11T14:10:30.458Z,2024-08-11T14:10:32Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143297457,141,52.8,5143297461,213,4.75,5143297459,212,16.7,5143297451,56,Back,5143297455,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019167,117,1,1,10,32,5rz9enoyknpg8ji78za5b82p0,1,29.1,53.1,2024-08-11T14:10:32.331Z,2024-08-11T14:10:33Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143297547,56,Back,5143297553,212,6.2,5143297551,141,56.3,5143297549,140,34.6,5143297555,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019337,118,1,1,10,33,5rz9enoyknpg8ji78za5b82p0,1,34.6,56.3,2024-08-11T14:10:32.986Z,2024-08-11T14:10:42Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143298417,56,Back,5143298423,212,20.8,5143298419,140,30.9,5143298425,213,4.52,5143298421,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019375,119,1,1,10,42,5rz9enoyknpg8ji78za5b82p0,1,57.1,22.4,2024-08-11T14:10:41.978Z,2024-08-11T14:10:44Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143298689,56,Center,5143298697,213,1.98,5143298695,212,6.8,5143298691,140,54.5,5143298693,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019411,120,1,1,10,44,5rz9enoyknpg8ji78za5b82p0,1,48.6,31.8,2024-08-11T14:10:44.379Z,2024-08-11T14:10:46Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5143298873,140,36.7,5143298879,213,2.66,5143298871,56,Back,5143298875,141,41.3,5143298877,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019501,121,1,1,10,46,5rz9enoyknpg8ji78za5b82p0,1,36.7,41.3,2024-08-11T14:10:46.011Z,2024-08-11T14:10:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143299367,56,Back,5143299373,212,21.6,5143299375,213,1.26,5143299371,141,71.5,5143299369,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019533,122,1,1,10,50,5rz9enoyknpg8ji78za5b82p0,1,53.9,84.2,2024-08-11T14:10:49.915Z,2024-08-11T14:10:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143299513,141,95.6,5143299503,56,Left,5143299523,212,12.5,5143299527,213,0.67,5143299507,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019605,123,1,1,10,51,5rz9enoyknpg8ji78za5b82p0,1,63.2,95.6,2024-08-11T14:10:51.003Z,2024-08-11T14:10:54Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143299925,213,3.94,5143299921,141,83.5,5143299919,140,55.5,5143299923,212,11.5,5143299917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019621,124,1,1,10,54,5rz9enoyknpg8ji78za5b82p0,1,59.0,86.5,2024-08-11T14:10:54.139Z,2024-08-11T14:10:54Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143300003,212,6.7,5143299997,56,Center,5143300005,213,5.23,5143300001,141,77.9,5143299999,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019663,125,1,1,10,54,5rz9enoyknpg8ji78za5b82p0,1,61.8,77.3,2024-08-11T14:10:54.795Z,2024-08-11T14:10:57Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143300219,212,7.2,5143300221,213,1.87,5143300217,141,87.4,5143300207,56,Left,5143300211,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019669,126,1,1,10,57,5rz9enoyknpg8ji78za5b82p0,1,59.6,87.5,2024-08-11T14:10:56.859Z,2024-08-11T14:10:57Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143300257,212,7.4,5143300255,141,76.9,5143300251,56,Center,5143300259,213,4.93,5143300253,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019809,127,1,1,10,57,5rz9enoyknpg8ji78za5b82p0,1,61.1,76.9,2024-08-11T14:10:57.467Z,2024-08-11T14:11:03Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143300985,212,8.3,5143300981,140,60.5,5143300983,141,89.0,5143300979,56,Left,5143300987,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019921,128,1,1,11,3,5rz9enoyknpg8ji78za5b82p0,1,40.7,88.4,2024-08-11T14:11:03.244Z,2024-08-11T14:11:09Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143301561,140,39.7,5143301563,141,28.5,5143301565,212,40.7,5143301569,1,,5143301557,155,,5143301559,56,Back,5143301567,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708019973,129,1,1,11,9,5rz9enoyknpg8ji78za5b82p0,1,42.6,28.6,2024-08-11T14:11:09.531Z,2024-08-11T14:11:13Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143301877,213,1.92,5143301873,141,43.9,5143301865,56,Back,5143301875,212,11.1,5143301869,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020023,130,1,1,11,13,5rz9enoyknpg8ji78za5b82p0,1,44.1,43.7,2024-08-11T14:11:13.195Z,2024-08-11T14:11:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143302195,213,5.57,5143302183,140,59.4,5143302181,56,Center,5143302187,141,23.4,5143302191,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020053,131,1,1,11,15,5rz9enoyknpg8ji78za5b82p0,1,59.4,23.4,2024-08-11T14:11:15.099Z,2024-08-11T14:11:16Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5143302361,56,Back,5143302363,140,47.4,5143302367,212,12.7,5143302365,141,25.8,5143302369,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020085,132,1,1,11,16,5rz9enoyknpg8ji78za5b82p0,1,47.5,25.8,2024-08-11T14:11:16.699Z,2024-08-11T14:11:19Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143302533,140,44.1,5143302531,56,Back,5143302537,212,10.0,5143302539,213,1.94,5143302535,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020145,133,1,1,11,19,5rz9enoyknpg8ji78za5b82p0,1,44.5,46.7,2024-08-11T14:11:19.116Z,2024-08-11T14:11:23Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5143302837,141,73.9,5143302843,213,1.41,5143302835,140,47.4,5143302833,56,Back,5143302839,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020173,134,1,1,11,23,5rz9enoyknpg8ji78za5b82p0,1,56.1,81.8,2024-08-11T14:11:23.004Z,2024-08-11T14:11:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5143303003,140,60.3,5143303001,56,Center,5143303009,213,5.53,5143303005,141,75.7,5143303007,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020179,135,61,1,11,24,5rz9enoyknpg8ji78za5b82p0,0,62.5,79.4,2024-08-11T14:11:24.340Z,2024-08-11T17:16:14Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143303037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020211,128,1,1,11,25,9qsmopgutr7ut5g6workk8w4i,1,38.3,22.5,2024-08-11T14:11:25.341Z,2024-08-11T17:16:22Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5144147205,212,11.5,5144147201,140,48.9,5144147203,141,27.0,5144147207,213,0.27,5143303203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020237,130,1,1,11,26,9qsmopgutr7ut5g6workk8w4i,1,49.1,26.4,2024-08-11T14:11:26.371Z,2024-08-11T17:16:34Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143303369,56,Back,5143303371,140,41.6,5143303375,212,9.3,5143303373,141,33.8,5143303377,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020259,131,1,1,11,29,9qsmopgutr7ut5g6workk8w4i,1,51.9,30.3,2024-08-11T14:11:29.251Z,2024-08-11T14:11:30Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5143303463,141,49.6,5143303459,140,59.0,5143303467,212,15.1,5143303457,56,Center,5143303471,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020267,132,3,1,11,30,9qsmopgutr7ut5g6workk8w4i,0,57.3,46.8,2024-08-11T14:11:30.387Z,2024-08-11T17:16:53Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5143303773,233,136,5143303535,56,Center,5143303537,286,,5144149043,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020311,136,7,1,11,30,5rz9enoyknpg8ji78za5b82p0,1,42.7,53.2,2024-08-11T14:11:30.388Z,2024-08-11T17:16:56Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5143303731,285,,5144149263,384,,5143303729,56,Back,5143303769,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020387,138,1,1,11,35,5rz9enoyknpg8ji78za5b82p0,1,69.1,29.2,2024-08-11T14:11:35.788Z,2024-08-11T14:11:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143304219,141,8.0,5143304223,213,5.75,5143304215,56,Right,5143304221,212,28.3,5143304217,140,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020413,139,1,1,11,38,5rz9enoyknpg8ji78za5b82p0,0,92.8,9.1,2024-08-11T14:11:38.812Z,2024-08-11T17:17:12Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5143304367,212,34.4,5143304359,155,,5143304371,1,,5143304357,2,,5143304369,213,1.62,5143304365,141,59.7,5144150329,224,,5144150331,20,,5143304363,140,91.2,5143304361,56,,,,,,,,,,,Center,,,,,,,,,,,,,,,,
2708020435,133,12,1,11,41,9qsmopgutr7ut5g6workk8w4i,1,10.1,43.1,2024-08-11T14:11:40.979Z,2024-08-11T14:11:44Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143304527,212,10.3,5143304633,15,,5143304529,213,5.15,5143304523,140,14.3,5143304525,141,29.4,5143304521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020479,140,1,1,11,46,5rz9enoyknpg8ji78za5b82p0,1,94.6,76.0,2024-08-11T14:11:46.413Z,2024-08-11T17:17:50Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5143304791,56,Center,5143304793,140,92.2,5143304787,2,,5144152585,224,,5143304797,212,10.4,5143304795,141,61.2,5143304799,213,4.47,5144152587,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020489,141,61,1,11,48,5rz9enoyknpg8ji78za5b82p0,0,92.2,61.7,2024-08-11T14:11:48.236Z,2024-08-11T14:11:48Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5143304843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020637,135,1,1,11,54,9qsmopgutr7ut5g6workk8w4i,1,3.6,3.5,2024-08-11T14:11:54.694Z,2024-08-11T14:11:58Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5143305719,141,18.3,5143305723,213,0.40,5143305721,212,26.0,5143305715,56,Back,5143305717,140,26.4,5143305713,157,,5143305725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020641,136,61,1,11,58,9qsmopgutr7ut5g6workk8w4i,0,24.9,16.7,2024-08-11T14:11:57.940Z,2024-08-11T14:11:58Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143305741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020699,137,50,1,11,58,9qsmopgutr7ut5g6workk8w4i,1,26.1,8.8,2024-08-11T14:11:58.735Z,2024-08-11T14:42:50Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143398759,233,161,5143306091,56,Back,5143306093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708021957,161,7,1,11,58,5rz9enoyknpg8ji78za5b82p0,0,73.9,91.2,2024-08-11T14:11:58.736Z,2024-08-11T17:19:02Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5143313063,56,Left,5143313065,286,,5143398753,233,137,5144157683,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708020939,139,61,1,11,59,9qsmopgutr7ut5g6workk8w4i,1,22.3,14.4,2024-08-11T14:11:59.440Z,2024-08-11T14:47:17Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5143307427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
