id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2800600551,129,1,1,14,23,9qsmopgutr7ut5g6workk8w4i,0,59.9,53.3,2025-04-13T12:18:01.307Z,2025-04-13T12:18:02Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5649026191,213,0.69,5649026181,56,Left,5649026189,212,28.6,5649026185,140,80.8,5649026187,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600591,147,1,1,14,24,b3r6d8ydtmtjckam6pku9y400,1,25.9,15.0,2025-04-13T12:18:03.143Z,2025-04-13T12:18:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649026423,213,2.09,5649026421,212,9.3,5649026415,56,Back,5649026419,141,26.8,5649026417,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600623,148,1,1,14,26,b3r6d8ydtmtjckam6pku9y400,1,21.5,26.8,2025-04-13T12:18:04.279Z,2025-04-13T12:18:07Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649026613,212,15.1,5649026607,56,Back,5649026611,141,19.7,5649026609,140,35.1,5649026615,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600815,149,1,1,14,28,b3r6d8ydtmtjckam6pku9y400,1,42.8,14.4,2025-04-13T12:18:06.999Z,2025-04-13T12:18:16Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5649027521,212,19.9,5649027523,213,0.63,5649027515,56,Center,5649027519,141,31.6,5649027517,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600819,150,3,1,14,37,b3r6d8ydtmtjckam6pku9y400,0,80.9,32.7,2025-04-13T12:18:15.819Z,2025-04-13T19:33:24Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,5651274829,465,,5649027549,56,Center,5649027667,233,130,5649027551,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600827,130,7,1,14,37,9qsmopgutr7ut5g6workk8w4i,1,19.1,67.3,2025-04-13T12:18:15.820Z,2025-04-13T19:33:27Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5649027641,233,150,5651275049,178,,5651275047,384,,5649027589,285,,5649027587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600937,132,1,1,14,41,9qsmopgutr7ut5g6workk8w4i,1,37.3,53.6,2025-04-13T12:18:19.756Z,2025-04-13T12:18:24Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5649028167,56,Back,5649028169,140,35.6,5649028173,212,10.6,5649028171,141,69.0,5649028175,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800600987,133,1,1,14,45,9qsmopgutr7ut5g6workk8w4i,1,32.3,68.4,2025-04-13T12:18:24.028Z,2025-04-13T12:18:27Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5649028413,141,70.3,5649028411,140,25.5,5649028409,56,Back,5649028417,213,2.96,5649028415,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601053,134,1,1,14,49,9qsmopgutr7ut5g6workk8w4i,1,25.5,70.3,2025-04-13T12:18:27.837Z,2025-04-13T12:18:31Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5649028767,212,10.6,5649028769,213,5.26,5649028765,141,57.0,5649028761,56,Back,5649028763,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601109,135,1,1,14,53,9qsmopgutr7ut5g6workk8w4i,1,35.8,59.0,2025-04-13T12:18:31.724Z,2025-04-13T12:18:34Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5649029029,212,23.8,5649029025,140,46.4,5649029027,141,89.9,5649029023,56,Back,5649029031,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601181,136,1,1,14,56,9qsmopgutr7ut5g6workk8w4i,1,46.1,90.6,2025-04-13T12:18:34.332Z,2025-04-13T12:18:37Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649029385,212,23.1,5649029387,213,3.81,5649029379,56,Back,5649029381,140,28.8,5649029383,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601249,137,1,1,14,59,9qsmopgutr7ut5g6workk8w4i,1,29.7,68.7,2025-04-13T12:18:37.228Z,2025-04-13T12:18:40Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5649029713,140,39.1,5649029711,56,Back,5649029717,212,13.2,5649029719,213,0.72,5649029715,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601291,138,1,1,15,2,9qsmopgutr7ut5g6workk8w4i,1,39.0,65.1,2025-04-13T12:18:40.876Z,2025-04-13T12:18:43Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5649029965,213,4.25,5649029963,212,14.8,5649029961,141,45.7,5649029957,56,Back,5649029959,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601347,139,1,1,15,5,9qsmopgutr7ut5g6workk8w4i,1,31.3,38.8,2025-04-13T12:18:43.437Z,2025-04-13T12:18:46Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649030293,212,25.0,5649030291,141,6.4,5649030295,213,5.21,5649030289,140,42.6,5649030287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601357,140,1,1,15,8,9qsmopgutr7ut5g6workk8w4i,0,43.1,6.4,2025-04-13T12:18:46.397Z,2025-04-13T12:18:51Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649030727,233,151,5649030339,140,45.5,5649030337,56,Back,5649030343,212,2.5,5649030341,141,6.4,5649030725,236,,5649030345,213,0.00,5649030731,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601425,151,74,1,15,8,b3r6d8ydtmtjckam6pku9y400,1,54.6,95.1,2025-04-13T12:18:46.398Z,2025-04-13T19:34:30Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5649030689,285,,5649030769,233,140,5649030687,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601399,141,5,1,15,11,9qsmopgutr7ut5g6workk8w4i,1,42.2,-1.6,2025-04-13T12:18:49.197Z,2025-04-13T12:18:52Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649030953,233,152,5649030531,347,,5649030529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601455,152,5,1,15,11,b3r6d8ydtmtjckam6pku9y400,0,57.8,101.6,2025-04-13T12:18:49.197Z,2025-04-13T12:30:26Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5649030863,347,,5649030861,56,Left,5649030979,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601693,142,1,1,15,25,9qsmopgutr7ut5g6workk8w4i,0,45.9,0.0,2025-04-13T12:19:04.013Z,2025-04-13T12:19:07Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5649032333,107,,5649032339,141,8.8,5649032337,140,73.0,5649032341,212,29.3,5649032343,213,0.24,5649032335,56,Right,5649032345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601729,153,12,1,15,31,b3r6d8ydtmtjckam6pku9y400,1,33.8,93.9,2025-04-13T12:19:09.576Z,2025-04-13T12:19:10Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649032587,56,Back,5649032589,140,37.7,5649032595,213,0.23,5649032591,141,95.3,5649032593,212,4.2,5649032623,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601747,154,1,1,15,32,b3r6d8ydtmtjckam6pku9y400,1,37.7,95.3,2025-04-13T12:19:10.745Z,2025-04-13T19:35:53Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,5649032675,56,Back,5651285585,3,,5649032683,213,5.15,5649032677,140,40.0,5649032681,212,5.7,5649032679,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601775,155,1,1,15,34,b3r6d8ydtmtjckam6pku9y400,0,37.5,81.2,2025-04-13T12:19:12.666Z,2025-04-13T13:04:59Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649032789,56,Back,5649273803,141,82.8,5649273801,140,35.9,5649273807,213,2.57,5649273805,212,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601793,143,61,1,15,35,9qsmopgutr7ut5g6workk8w4i,1,70.7,20.9,2025-04-13T12:19:13.584Z,2025-04-13T12:19:13Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5649032911,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601855,145,1,1,15,37,9qsmopgutr7ut5g6workk8w4i,1,75.0,28.6,2025-04-13T12:19:15.485Z,2025-04-13T12:19:18Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5649033225,212,19.1,5649033219,56,Center,5649033223,141,51.8,5649033221,140,64.8,5649033227,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601865,146,1,1,15,40,9qsmopgutr7ut5g6workk8w4i,1,70.8,57.0,2025-04-13T12:19:18.814Z,2025-04-13T12:19:20Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5649033295,140,78.5,5649033301,213,1.03,5649033297,141,76.6,5649033299,212,15.6,5649033293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601909,147,1,1,15,41,9qsmopgutr7ut5g6workk8w4i,1,78.3,79.1,2025-04-13T12:19:20.077Z,2025-04-13T12:19:24Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649033497,212,11.0,5649033499,213,3.33,5649033493,140,68.0,5649033491,56,Center,5649033495,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601937,148,1,1,15,46,9qsmopgutr7ut5g6workk8w4i,1,68.6,76.0,2025-04-13T12:19:24.270Z,2025-04-13T12:19:26Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5649033635,140,78.9,5649033639,212,16.0,5649033637,141,93.3,5649033633,56,Left,5649033641,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800601971,149,1,1,15,48,9qsmopgutr7ut5g6workk8w4i,1,81.0,94.2,2025-04-13T12:19:26.686Z,2025-04-13T12:19:28Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649033805,213,3.81,5649033789,56,Left,5649033797,141,80.5,5649033793,140,69.8,5649033801,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602021,150,1,1,15,50,9qsmopgutr7ut5g6workk8w4i,1,69.8,80.5,2025-04-13T12:19:28.446Z,2025-04-13T12:19:31Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,5649034065,56,Left,5649034069,141,84.1,5649034067,140,95.2,5649034073,213,0.09,5649034071,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602043,151,1,1,15,52,9qsmopgutr7ut5g6workk8w4i,0,97.5,82.9,2025-04-13T12:19:30.262Z,2025-04-13T19:49:18Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649034191,213,4.66,5651289563,224,,5649034185,140,96.4,5651289565,72,,5649034187,141,47.6,5649034189,212,24.0,5649034179,2,,5649034183,56,Center,5649034181,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602107,156,12,1,15,53,b3r6d8ydtmtjckam6pku9y400,1,3.6,46.4,2025-04-13T12:19:31.305Z,2025-04-13T19:49:15Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,5649034503,56,Back,5649034507,141,62.3,5649034511,213,0.83,5649034509,212,14.6,5649034505,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602065,152,15,1,15,55,9qsmopgutr7ut5g6workk8w4i,1,88.0,35.1,2025-04-13T12:19:33.446Z,2025-04-13T19:50:00Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649034315,63,,5649034737,82,,5649035777,147,39.0,5649035773,458,,5649035771,328,,5649034733,20,,5649035767,103,19,5649035763,80,,5649035815,233,5649035775,146,91.9,157,5649035765,102,47.1,5649035779,230,5649035781,231,46.4,5649035769,108,,5649034317,56,Center,5649034313,22,,,,,,,,,97.8,,,,,,,
2800602115,157,10,1,15,55,b3r6d8ydtmtjckam6pku9y400,1,8.1,61.0,2025-04-13T12:19:33.546Z,2025-04-13T19:50:03Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649034547,56,Back,5649034545,94,,5649035839,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602081,153,6,1,15,57,9qsmopgutr7ut5g6workk8w4i,1,90.4,42.1,2025-04-13T12:19:36.063Z,2025-04-13T12:30:31Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5649034495,75,,5649034493,56,Center,5649034647,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602121,158,6,1,15,57,b3r6d8ydtmtjckam6pku9y400,0,9.6,57.9,2025-04-13T12:19:36.063Z,2025-04-13T19:50:09Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649034631,73,,5649034625,56,Back,5649034665,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602695,154,1,1,16,30,9qsmopgutr7ut5g6workk8w4i,1,99.5,0.5,2025-04-13T12:20:08.336Z,2025-04-13T19:50:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5651357325,20,,5649037505,224,,5649037499,2,,5649037513,212,32.0,5649037511,141,46.3,5649037509,140,92.6,5649037515,213,1.80,5649037507,56,Center,5649037503,155,5649037501,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602661,159,4,1,16,32,b3r6d8ydtmtjckam6pku9y400,1,7.2,52.4,2025-04-13T12:20:10.891Z,2025-04-13T19:52:42Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5649037439,285,,5649038303,233,155,5649037437,152,,5649037431,13,,5649037433,294,,5649037435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602701,155,4,1,16,32,9qsmopgutr7ut5g6workk8w4i,0,92.8,47.6,2025-04-13T12:20:10.892Z,2025-04-13T19:52:46Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5649038285,294,,5649038291,286,,5649038283,13,,5649038289,152,,5649038287,56,Center,5649038311,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602943,160,1,1,16,55,b3r6d8ydtmtjckam6pku9y400,1,7.0,49.9,2025-04-13T12:20:33.180Z,2025-04-13T12:20:35Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,5649038895,56,Back,5649038897,140,14.5,5649038899,141,26.5,5649038891,5,,5649038893,152,,5649038903,213,5.17,5649038901,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800602963,161,1,1,16,57,b3r6d8ydtmtjckam6pku9y400,1,13.7,25.4,2025-04-13T12:20:35.707Z,2025-04-13T19:52:57Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649039037,140,33.6,5649039035,56,Back,5649039039,141,6.8,5649039043,213,5.74,5649039041,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603009,162,1,1,16,59,b3r6d8ydtmtjckam6pku9y400,1,37.7,7.9,2025-04-13T12:20:38.027Z,2025-04-13T12:20:42Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649039351,212,18.4,5649039353,213,2.16,5649039349,141,30.4,5649039345,56,Back,5649039347,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603047,163,1,1,17,4,b3r6d8ydtmtjckam6pku9y400,1,30.0,35.7,2025-04-13T12:20:42.523Z,2025-04-13T12:20:45Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649039541,212,18.5,5649039543,213,0.55,5649039535,56,Back,5649039539,141,50.0,5649039537,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603057,164,1,1,17,6,b3r6d8ydtmtjckam6pku9y400,0,45.8,55.7,2025-04-13T12:20:45.084Z,2025-04-13T12:20:45Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649039601,155,,5649039603,56,Back,5649039609,212,7.6,5649039611,213,1.23,5649039607,141,66.3,5649039605,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603081,156,61,1,17,8,9qsmopgutr7ut5g6workk8w4i,1,59.4,30.4,2025-04-13T12:20:46.336Z,2025-04-13T12:20:47Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5649039741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603123,157,61,1,17,10,9qsmopgutr7ut5g6workk8w4i,0,63.7,33.7,2025-04-13T12:20:48.864Z,2025-04-13T12:20:49Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5649039879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603195,165,1,1,17,12,b3r6d8ydtmtjckam6pku9y400,0,34.1,67.3,2025-04-13T12:20:50.220Z,2025-04-13T12:20:53Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649040311,1,,5649040307,213,6.07,5649040303,212,41.9,5649040295,140,73.1,5649040289,157,,5649040291,56,Center,5649040299,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603243,158,1,1,17,15,9qsmopgutr7ut5g6workk8w4i,0,29.4,46.1,2025-04-13T12:20:54.048Z,2025-04-13T12:20:55Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5649040551,1,,5649040533,56,Center,5649040549,213,6.25,5649040547,212,23.4,5649040541,140,51.7,5649040545,141,44.8,5649040527,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603305,166,1,1,17,17,b3r6d8ydtmtjckam6pku9y400,0,52.8,53.0,2025-04-13T12:20:56.060Z,2025-04-13T12:20:58Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649040813,141,62.3,5649040811,140,24.2,5649040809,56,Back,5649040815,212,30.7,5649040817,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603417,167,51,1,17,18,b3r6d8ydtmtjckam6pku9y400,1,43.9,54.3,2025-04-13T12:20:56.773Z,2025-04-13T12:25:00Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5649041711,170,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800603385,159,16,1,17,22,9qsmopgutr7ut5g6workk8w4i,1,85.0,33.7,2025-04-13T12:21:00.417Z,2025-04-13T19:56:22Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5649047355,458,,5651377347,78,,5651377359,396,64.6,5649059963,468,167,5649047359,231,36.3,5649041217,22,,5649047347,102,49.4,5649042531,375,17:21.081,5651377357,395,5649047357,230,86.8,14.2,5649047351,214,,5649047353,89,5649041221,56,Center,5649041219,63,,5649042523,20,,5649042527,374,2025-04-13 13:20:59.261,5649047349,103,,,,,,,1.3,,,,,,
2800604291,168,17,1,18,20,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-13T12:21:58.726Z,2025-04-13T19:55:55Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,5649047395,35,,5649047393,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604943,163,43,1,18,26,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-13T12:22:04.739Z,2025-04-13T12:24:59Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,5649059837,144,17,5649050623,35,0,5649050621,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604665,169,1,1,18,54,b3r6d8ydtmtjckam6pku9y400,1,49.7,50.1,2025-04-13T12:22:32.270Z,2025-04-13T12:24:55Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5649048345,140,28.0,5649048349,212,23.0,5649048347,141,45.2,5649048343,56,Back,5649048351,213,3.29,5649048353,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604755,170,1,1,18,57,b3r6d8ydtmtjckam6pku9y400,0,28.0,45.2,2025-04-13T12:22:35.567Z,2025-04-13T12:22:41Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,5649048875,212,51.4,5649048879,1,,5649048877,213,5.80,5649048871,140,71.3,5649048873,141,9.8,5649048869,56,Right,5649048867,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604747,160,44,1,19,0,9qsmopgutr7ut5g6workk8w4i,1,29.1,86.0,2025-04-13T12:22:38.387Z,2025-04-13T13:03:56Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649048825,285,,5649048823,56,Back,5649049037,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604761,171,44,1,19,0,b3r6d8ydtmtjckam6pku9y400,0,70.9,14.0,2025-04-13T12:22:38.388Z,2025-04-13T13:03:56Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5649048909,56,Right,5649048911,286,,5649049073,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604765,161,12,1,19,1,9qsmopgutr7ut5g6workk8w4i,1,29.7,79.0,2025-04-13T12:22:39.715Z,2025-04-13T19:56:42Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649048939,212,16.2,5649048937,141,100.0,5649048933,56,Back,5651383889,15,,5649048941,213,1.15,5649048935,140,36.0,5651383891,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604779,162,5,1,19,2,9qsmopgutr7ut5g6workk8w4i,0,34.8,101.1,2025-04-13T12:22:40.656Z,2025-04-13T12:30:26Z,2tthm6h5o033dz440e476rhbe,M. Divković,,5649049351,233,172,5649048983,347,,5649048981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604817,172,5,1,19,2,b3r6d8ydtmtjckam6pku9y400,1,65.2,-1.1,2025-04-13T12:22:40.656Z,2025-04-13T12:30:26Z,aahyom322jdc6f21960ycuzth,J. Larsson,,5649049227,233,162,5649049181,347,,5649049179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604887,173,1,1,19,5,b3r6d8ydtmtjckam6pku9y400,1,67.3,0.0,2025-04-13T12:22:43.359Z,2025-04-13T12:22:47Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5649049627,213,2.64,5649049629,1,,5649049621,140,43.2,5649049623,141,18.5,5649049619,56,Back,5649049617,107,,5649049625,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604923,174,1,1,19,9,b3r6d8ydtmtjckam6pku9y400,1,43.2,21.0,2025-04-13T12:22:47.199Z,2025-04-13T12:22:48Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649049793,212,18.3,5649049791,141,47.8,5649049795,213,1.51,5649049787,56,Back,5649049789,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800605013,175,1,1,19,10,b3r6d8ydtmtjckam6pku9y400,1,44.3,47.8,2025-04-13T12:22:48.831Z,2025-04-13T12:22:55Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649050267,212,13.1,5649050265,141,28.8,5649050269,213,4.87,5649050261,56,Back,5649050263,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800605059,176,1,1,19,16,b3r6d8ydtmtjckam6pku9y400,1,56.4,31.0,2025-04-13T12:22:55.023Z,2025-04-13T12:22:58Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5649050513,212,18.0,5649050511,141,51.8,5649050507,56,Back,5649050509,140,45.8,5649050515,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800605087,177,1,1,19,20,b3r6d8ydtmtjckam6pku9y400,1,47.1,46.1,2025-04-13T12:22:58.432Z,2025-04-13T12:23:00Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5649050637,141,28.8,5649050631,56,Back,5649050633,140,46.4,5649050641,212,11.8,5649050643,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
