id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2716478035,267,1,1,29,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.1,51.8,2024-09-01T16:32:08.129Z,2024-09-01T16:56:40Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189889687,157,,5189889699,1,,5189889695,212,64.6,5189889697,213,5.86,5189889689,56,Right,5189889691,140,64.1,5189889693,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481363,276,61,1,29,22,9w3sjm5ml4sjr2v81oxzdrt8v,0,40.6,12.2,2024-09-01T16:32:09.029Z,2024-09-01T16:35:01Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189908029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716477983,248,61,1,29,25,36g6ifzjliec1jqnbtf7yesme,0,42.6,83.3,2024-09-01T16:32:11.979Z,2024-09-01T16:41:07Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189889383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716478043,268,4,1,29,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.7,13.9,2024-09-01T16:32:14.057Z,2024-09-01T17:05:14Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189889895,295,,5189889903,286,,5189889889,13,,5189889901,152,,5189889973,233,249,5189889899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716478009,249,4,1,29,27,36g6ifzjliec1jqnbtf7yesme,0,39.3,86.1,2024-09-01T16:32:14.058Z,2024-09-01T17:05:14Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189889943,13,,5189889951,285,,5189889947,56,Back,5189889945,295,,5189890035,233,268,5189899197,55,250,5189889949,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716479089,271,84,1,30,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-01T16:33:05.680Z,2024-09-01T16:34:26Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189896471,36,,5189896469,33,,5189904401,436,17,5189903741,343,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716479287,250,17,1,30,21,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-09-01T16:33:07.627Z,2024-09-01T16:33:38Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189899161,55,249,5189899159,13,243,5189899155,31,,5189899157,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716480245,272,27,1,31,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-01T16:34:06.037Z,2024-09-01T16:34:06Z,,,,5189902173,207,,5189902171,201,,5189902175,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716480539,273,65,1,31,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-01T16:34:06.047Z,2024-09-01T16:34:25Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189903799,342,,5189904319,336,,5189903801,365,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716480627,274,28,1,31,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-01T16:34:16.536Z,2024-09-01T16:34:41Z,,,,5189904289,55,272,5189904287,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716480693,275,17,1,31,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-01T16:34:18.239Z,2024-09-01T16:34:39Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189905227,35,,5189905225,31,,5189905867,343,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481559,277,1,1,32,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.6,1.6,2024-09-01T16:35:05.102Z,2024-09-01T16:57:51Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5190062101,152,,5189909029,141,16.8,5190062099,5,,5189909033,213,2.11,5189909025,56,Right,5189909027,140,57.7,5189909031,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481573,278,1,1,32,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.7,16.8,2024-09-01T16:35:06.350Z,2024-09-01T16:35:07Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5189909093,56,Center,5189909095,140,62.7,5189909097,141,30.4,5189909099,212,10.6,5189909101,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481623,279,1,1,32,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.7,30.4,2024-09-01T16:35:06.974Z,2024-09-01T16:35:09Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189909339,56,Back,5189909347,213,3.12,5189909345,212,19.7,5189909343,141,30.9,5189909341,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481651,280,1,1,32,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.4,29.4,2024-09-01T16:35:09.182Z,2024-09-01T16:35:11Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189909549,212,15.2,5189909543,140,56.2,5189909553,213,5.37,5189909545,141,11.7,5189909539,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481677,281,1,1,32,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.7,12.5,2024-09-01T16:35:11.134Z,2024-09-01T16:35:12Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5189909679,141,32.1,5189909675,56,Back,5189909681,212,17.8,5189909677,140,45.5,5189909683,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481833,282,1,1,32,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.4,32.1,2024-09-01T16:35:16.926Z,2024-09-01T16:35:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189910507,212,19.8,5189910505,141,6.8,5189910503,140,60.8,5189910499,56,Right,5189910509,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716481919,283,1,1,32,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,63.7,5.2,2024-09-01T16:35:19.630Z,2024-09-01T16:35:23Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5189911049,213,6.17,5189911045,141,2.8,5189911047,212,13.9,5189911041,56,Right,5189911043,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482021,284,1,1,32,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,90.1,10.7,2024-09-01T16:35:23.678Z,2024-09-01T16:35:29Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5189911613,2,,5189911617,56,Center,5189911615,155,,5189911625,213,1.49,5189911619,140,92.1,5189911623,212,24.9,5189911621,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482025,285,61,1,32,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,92.2,47.3,2024-09-01T16:35:28.405Z,2024-09-01T16:40:00Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,1.0,5189911647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482583,287,15,1,32,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,93.1,50.9,2024-09-01T16:35:28.517Z,2024-09-01T16:39:58Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189944487,146,94.6,5189944461,17,,5189914965,20,,5189944495,230,98.4,5189944471,102,49.3,5189944463,78,,5189914721,56,Center,5189944465,29,,5189944491,147,50.5,5189944475,103,5189914717,22,5189944479,328,,5189914981,82,,,5189944483,100,,5189944499,231,5189944543,233,19,251,5189944467,55,285,49.6,,,
2716482031,251,10,1,32,42,36g6ifzjliec1jqnbtf7yesme,1,5.4,49.5,2024-09-01T16:35:28.617Z,2024-09-01T16:39:59Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189944569,233,287,5189914543,94,,5189911665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482039,252,6,1,32,43,36g6ifzjliec1jqnbtf7yesme,0,2.8,65.3,2024-09-01T16:35:29.876Z,2024-09-01T16:35:56Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189911999,233,286,5189911791,56,Back,5189911793,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482049,286,6,1,32,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,97.2,34.7,2024-09-01T16:35:29.876Z,2024-09-01T17:05:16Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189911955,233,252,5189911901,56,Center,5189911905,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482763,288,1,1,33,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.6,0.8,2024-09-01T16:36:01.277Z,2024-09-01T16:36:04Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,5189915739,56,Center,5189915745,212,29.0,5189915737,224,,5189915743,141,41.0,5189915741,140,90.3,5189915733,6,,5189915747,213,1.91,5189915731,2,,5189915735,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482745,253,44,1,33,16,36g6ifzjliec1jqnbtf7yesme,1,9.7,58.6,2024-09-01T16:36:03.138Z,2024-09-01T16:37:05Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189915907,233,289,5189915653,56,Back,5189915655,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482767,289,44,1,33,16,9w3sjm5ml4sjr2v81oxzdrt8v,0,90.3,41.9,2024-09-01T16:36:03.139Z,2024-09-01T16:36:05Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189915771,286,,5189915767,56,Center,5189915921,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482821,254,12,1,33,17,36g6ifzjliec1jqnbtf7yesme,1,9.7,57.2,2024-09-01T16:36:03.522Z,2024-09-01T16:37:13Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189916049,212,28.2,5189916051,213,0.14,5189916043,56,Back,5189916045,140,36.3,5189916047,141,63.1,5189916081,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482945,290,1,1,33,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.4,47.9,2024-09-01T16:36:10.813Z,2024-09-01T16:36:11Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189916741,140,65.6,5189916743,141,87.2,5189916745,212,26.9,5189916747,213,1.45,5189916739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716482983,291,1,1,33,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.6,87.2,2024-09-01T16:36:11.837Z,2024-09-01T16:36:13Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189916887,140,64.3,5189916885,56,Center,5189916893,213,4.59,5189916889,141,70.8,5189916891,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483031,292,1,1,33,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.0,73.2,2024-09-01T16:36:13.453Z,2024-09-01T16:36:16Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189917197,140,88.2,5189917201,212,25.7,5189917203,213,0.33,5189917193,56,Left,5189917199,141,85.4,5189917189,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483037,293,61,1,33,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,88.2,85.4,2024-09-01T16:36:15.901Z,2024-09-01T16:36:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189917231,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483161,256,3,1,33,33,36g6ifzjliec1jqnbtf7yesme,0,16.8,27.1,2024-09-01T16:36:19.817Z,2024-09-01T18:07:19Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,5189917823,285,,5189917821,56,Back,5189918285,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483239,294,7,1,33,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,83.2,72.9,2024-09-01T16:36:19.818Z,2024-09-01T18:07:19Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,5189918195,286,,5189918189,56,Center,5189918243,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483337,296,1,1,33,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,98.7,70.8,2024-09-01T16:36:24.781Z,2024-09-01T16:36:28Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189918773,155,,5189918777,56,Right,5189918779,140,93.9,5189918785,213,4.57,5189918787,1,,5189918781,141,19.5,5189918783,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483485,258,1,1,33,42,36g6ifzjliec1jqnbtf7yesme,1,8.8,80.9,2024-09-01T16:36:29.089Z,2024-09-01T16:36:34Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189919511,1,,5189919509,213,0.16,5189919501,56,Left,5189919503,140,52.2,5189919505,141,91.7,5189919507,212,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483577,259,1,1,33,47,36g6ifzjliec1jqnbtf7yesme,1,58.0,82.9,2024-09-01T16:36:34.337Z,2024-09-01T16:36:38Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5189919975,155,,5189919991,4,,5189919977,56,Center,5189919981,141,66.4,5189919983,212,26.9,5189919979,140,81.3,5189919985,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483671,297,83,1,33,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,22.0,39.4,2024-09-01T16:36:41.685Z,2024-09-01T16:36:46Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5189920785,399,1arzd8hqj73byhduozscqz5uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483711,260,1,1,33,56,36g6ifzjliec1jqnbtf7yesme,1,79.6,63.1,2024-09-01T16:36:43.441Z,2024-09-01T16:36:44Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5189920711,213,4.39,5189920709,212,9.6,5189920705,140,76.7,5189920707,141,49.7,5189920703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483733,261,1,1,33,57,36g6ifzjliec1jqnbtf7yesme,1,76.3,49.6,2024-09-01T16:36:44.297Z,2024-09-01T16:36:45Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189920847,212,21.0,5189920845,141,23.0,5189920843,140,86.4,5189920841,56,Center,5189920849,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483799,262,1,1,34,0,36g6ifzjliec1jqnbtf7yesme,0,86.9,22.2,2024-09-01T16:36:47.209Z,2024-09-01T16:41:03Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189921241,2,,5189921251,212,13.9,5189921253,213,1.20,5189921245,56,Center,5189921247,140,91.7,5189921249,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716484605,299,12,1,34,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.0,66.3,2024-09-01T16:36:47.476Z,2024-09-01T16:37:29Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189925659,212,11.1,5189925661,213,2.88,5189925657,141,70.5,5189925655,140,0.0,5189925653,56,Back,5189925687,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483839,263,6,1,34,2,36g6ifzjliec1jqnbtf7yesme,1,91.2,36.4,2024-09-01T16:36:49.260Z,2024-09-01T17:05:16Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5189921851,75,,5189921849,56,Center,5189921885,233,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716483803,298,6,1,34,2,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.8,63.6,2024-09-01T16:36:49.260Z,2024-09-01T16:36:59Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189921499,73,,5189921949,233,263,5189921497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716484951,264,1,1,34,56,36g6ifzjliec1jqnbtf7yesme,0,99.5,0.5,2024-09-01T16:37:42.706Z,2024-09-01T16:37:45Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189927653,140,92.4,5189927643,2,,5189927651,56,Center,5189927657,212,35.5,5189927647,155,,5189927655,141,51.6,5189927645,6,,5189927661,1,,5189927649,224,,5189927659,213,,,,,,,,,,,,,,,,,1.78,,,,,,,,
2716484993,301,12,1,34,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,9.5,43.6,2024-09-01T16:37:46.220Z,2024-09-01T16:37:47Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5189927895,141,53.1,5189927897,212,26.8,5189927899,213,0.24,5189927891,56,Back,5189927931,15,,5189927893,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485071,265,1,1,35,1,36g6ifzjliec1jqnbtf7yesme,1,72.0,54.3,2024-09-01T16:37:48.017Z,2024-09-01T16:37:50Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5189928313,56,Right,5189928317,141,8.9,5189928315,140,75.4,5189928319,212,31.1,5189928321,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485137,266,1,1,35,4,36g6ifzjliec1jqnbtf7yesme,1,76.7,7.7,2024-09-01T16:37:50.840Z,2024-09-01T16:37:54Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189928729,141,69.4,5189928723,155,,5189928735,1,,5189928721,2,,5189928727,140,94.8,5189928731,212,46.1,5189928725,56,Center,5189928733,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485223,267,1,1,35,7,36g6ifzjliec1jqnbtf7yesme,0,94.4,70.2,2024-09-01T16:37:54.433Z,2024-09-01T16:37:58Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5189929201,140,95.7,5189929203,141,43.3,5189929205,212,18.3,5189929199,56,Center,5189929207,213,4.79,5189929197,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485255,302,44,1,35,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.2,55.6,2024-09-01T16:37:57.864Z,2024-09-01T16:38:00Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5189929307,285,,5189929373,233,268,5189929305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485233,268,44,1,35,11,36g6ifzjliec1jqnbtf7yesme,0,94.3,44.8,2024-09-01T16:37:57.865Z,2024-09-01T16:37:59Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,5189929393,233,302,5189929269,286,,5189929267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485265,303,11,1,35,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,7.8,50.6,2024-09-01T16:37:58.748Z,2024-09-01T16:37:59Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5189929357,88,,5189929355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485581,305,1,1,35,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.6,50.4,2024-09-01T16:38:09.501Z,2024-09-01T16:56:07Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,5189931049,141,72.7,5189931051,212,18.9,5189931053,213,0.93,5189931043,123,,5189931045,56,Back,5189931047,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485675,306,1,1,35,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.3,72.3,2024-09-01T16:38:11.516Z,2024-09-01T16:38:16Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,5189931679,140,39.3,5189931687,213,5.52,5189931681,141,57.6,5189931683,212,14.5,5189931677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485699,307,1,1,35,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.3,57.6,2024-09-01T16:38:16.316Z,2024-09-01T16:38:40Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,5189931839,56,Back,5189931843,141,11.6,5189931841,140,40.9,5189931847,213,4.77,5189931845,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485751,308,1,1,35,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.9,11.6,2024-09-01T16:38:17.884Z,2024-09-01T16:38:20Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,5189932189,212,18.1,5189932191,213,1.89,5189932183,56,Back,5189932185,140,35.4,5189932187,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485767,309,1,1,35,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.4,36.9,2024-09-01T16:38:20.332Z,2024-09-01T16:38:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189932269,140,39.2,5189932281,213,1.34,5189932273,141,61.7,5189932277,212,17.3,5189932267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485849,310,1,1,35,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.2,61.7,2024-09-01T16:38:21.004Z,2024-09-01T16:38:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189932799,213,1.41,5189932791,56,Back,5189932793,140,41.2,5189932795,141,80.8,5189932797,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485901,311,1,1,35,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,40.6,77.8,2024-09-01T16:38:24.396Z,2024-09-01T16:38:27Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,5189933087,56,Back,5189933095,213,4.41,5189933093,212,19.3,5189933089,140,35.2,5189933091,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716485969,312,1,1,35,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.6,50.3,2024-09-01T16:38:28.924Z,2024-09-01T16:38:30Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,5189933529,56,Back,5189933537,141,29.4,5189933541,213,5.26,5189933533,140,42.8,5189933539,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486001,313,1,1,35,43,9w3sjm5ml4sjr2v81oxzdrt8v,0,42.8,29.4,2024-09-01T16:38:29.996Z,2024-09-01T16:56:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,5189933767,213,0.25,5189933755,56,Center,5189933765,212,20.4,5189933763,141,36.7,5189933759,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486005,269,8,1,35,45,36g6ifzjliec1jqnbtf7yesme,1,37.6,75.4,2024-09-01T16:38:31.920Z,2024-09-01T16:38:32Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189933793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486015,270,4,1,35,45,36g6ifzjliec1jqnbtf7yesme,1,38.0,68.2,2024-09-01T16:38:32.409Z,2024-09-01T16:38:37Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5189934173,152,,5189934171,56,Back,5189934177,286,,5189934175,265,,5189934169,13,,5189934207,233,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486035,314,4,1,35,45,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.0,31.8,2024-09-01T16:38:32.410Z,2024-09-01T16:38:38Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,5189934119,265,,5189934121,285,,5189934113,13,,5189934115,56,Center,5189934117,152,,5189934275,233,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486531,271,1,1,36,5,36g6ifzjliec1jqnbtf7yesme,0,43.6,77.3,2024-09-01T16:38:51.817Z,2024-09-01T16:38:55Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189936623,155,,5189936635,212,53.7,5189936621,5,,5189936637,213,5.36,5189936627,152,,5189936631,140,74.5,5189936625,196,,5189936633,141,14.3,5189936629,56,Right,5189936639,1,,,,,,,,,,,,,,,,,,,,,,,,,
2716486545,315,8,1,36,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,26.0,91.5,2024-09-01T16:38:55.836Z,2024-09-01T16:38:56Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189936705,56,Back,5189936749,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486725,272,5,1,36,10,36g6ifzjliec1jqnbtf7yesme,1,75.1,-1.4,2024-09-01T16:38:56.824Z,2024-09-01T17:05:05Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5189937711,233,316,5189937671,56,Right,5189937673,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716486571,316,5,1,36,10,9w3sjm5ml4sjr2v81oxzdrt8v,0,24.9,101.4,2024-09-01T16:38:56.824Z,2024-09-01T17:05:05Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,5189936817,347,,5189937717,233,272,5189936813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
