id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2724229261,302,3,1,28,5,59as3grjvj19voay31j3yfgni,0,96.3,64.4,2024-09-22T12:29:57.352Z,2024-09-22T16:01:08Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5232319165,56,Center,5233724941,464,,5232321005,233,218,5232319167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229273,218,7,1,28,5,9w3sjm5ml4sjr2v81oxzdrt8v,0,3.7,35.6,2024-09-22T12:29:57.353Z,2024-09-22T16:01:10Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5232319225,285,,5232320983,233,302,5233725049,385,,5232319223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229279,303,61,1,28,6,59as3grjvj19voay31j3yfgni,0,96.6,65.1,2024-09-22T12:29:57.881Z,2024-09-22T16:01:11Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5232319247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229337,219,5,1,28,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.6000000000000001,35.3,2024-09-22T12:29:59.305Z,2024-09-22T12:42:37Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5232319605,233,304,5232319559,346,,5232319557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229283,304,5,1,28,7,59as3grjvj19voay31j3yfgni,0,100.6,64.7,2024-09-22T12:29:59.305Z,2024-09-22T12:42:37Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5232319259,346,,5232319621,233,219,5232319257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229487,220,1,1,28,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.3,49.4,2024-09-22T12:30:15.616Z,2024-09-22T12:30:28Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5232320443,56,Back,5232320445,140,8.5,5232320447,141,25.6,5232320455,237,,5232320451,213,5.04,5232320441,124,,5232320449,212,17.1,5232321159,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229495,221,1,1,28,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.5,25.6,2024-09-22T12:30:16.688Z,2024-09-22T12:30:18Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232320521,56,Back,5232320529,213,0.92,5232320527,212,18.7,5232320525,141,47.4,5232320523,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229507,222,1,1,28,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.4,47.4,2024-09-22T12:30:18Z,2024-09-22T16:01:40Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5232320599,141,54.4,5232320601,212,15.2,5232320603,213,2.82,5232320597,140,5.7,5232320595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229545,223,1,1,28,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.5,54.5,2024-09-22T12:30:19.275Z,2024-09-22T12:30:21Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5232320805,140,15.0,5232320807,141,76.8,5232320811,213,0.99,5232320803,56,Back,5232320809,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229567,224,1,1,28,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.1,75.8,2024-09-22T12:30:21.632Z,2024-09-22T12:30:25Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5232320961,141,32.6,5232320957,56,Back,5232320963,212,29.4,5232320959,140,13.4,5232320965,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229577,225,1,1,28,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.9,32.9,2024-09-22T12:30:25.024Z,2024-09-22T12:30:26Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232321015,140,18.1,5232321017,141,40.4,5232321013,56,Back,5232321019,212,7.5,5232321021,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229603,226,1,1,28,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.5,40.1,2024-09-22T12:30:26.081Z,2024-09-22T12:30:28Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5232321143,140,22.8,5232321149,213,4.95,5232321141,56,Back,5232321145,141,6.9,5232321147,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229663,227,1,1,28,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.0,4.7,2024-09-22T12:30:30.144Z,2024-09-22T12:30:33Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5232321445,141,9.4,5232321447,212,14.1,5232321443,140,42.1,5232321441,56,Back,5232321449,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229693,228,1,1,28,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.5,4.4,2024-09-22T12:30:33.296Z,2024-09-22T12:30:36Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232321601,140,63.8,5232321609,212,11.9,5232321597,56,Right,5232321613,213,0.61,5232321605,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229697,229,3,1,28,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,67.2,12.2,2024-09-22T12:30:34.744Z,2024-09-22T16:05:30Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5233731611,465,,5232321645,56,Right,5233750439,233,306,5232321647,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229711,306,7,1,28,42,59as3grjvj19voay31j3yfgni,0,32.8,87.8,2024-09-22T12:30:34.745Z,2024-09-22T16:02:22Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232321715,285,,5233731785,385,,5232321713,56,Back,5232322071,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229687,305,83,1,28,43,59as3grjvj19voay31j3yfgni,0,35.1,86.2,2024-09-22T12:30:35.745Z,2024-09-22T12:30:42Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232322107,399,ag40mk09zc8tzbkr7dnnqumay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229699,230,43,1,28,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-22T12:30:36.816Z,2024-09-22T16:03:15Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5233737217,144,61,5232321657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724489435,905,83,1,28,46,59as3grjvj19voay31j3yfgni,1,30.1,92.2,2024-09-22T12:30:38.655Z,2024-09-22T16:03:25Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5233738249,399,ag40mk09zc8tzbkr7dnnqumay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229803,231,1,1,28,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.9,44.4,2024-09-22T12:30:42.784Z,2024-09-22T12:30:43Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5232322175,140,88.1,5232322181,213,0.77,5232322177,141,58.2,5232322173,56,Center,5232322179,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229855,307,12,1,28,52,59as3grjvj19voay31j3yfgni,1,12.7,45.8,2024-09-22T12:30:44.537Z,2024-09-22T16:03:46Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232322457,141,49.0,5232322461,213,0.06,5232322455,140,48.9,5232322459,212,38.1,5232322453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229859,232,1,1,28,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,53.7,53.2,2024-09-22T12:30:46.384Z,2024-09-22T12:31:26Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5232322491,141,57.9,5232322489,140,68.9,5232322493,212,16.3,5232322487,56,Center,5232322485,3,,5232324749,189,,5232322495,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724229899,308,1,1,28,58,59as3grjvj19voay31j3yfgni,1,36.3,56.4,2024-09-22T12:30:50.560Z,2024-09-22T12:31:30Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232325663,3,,5232322661,140,47.8,5232322663,141,41.8,5232322665,212,15.6,5232322667,213,5.60,5232322659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230047,310,1,1,29,4,59as3grjvj19voay31j3yfgni,1,70.3,70.3,2024-09-22T12:30:56.513Z,2024-09-22T12:31:01Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5232323465,155,,5232323467,56,Center,5232323471,141,41.3,5232323477,1,,5232323475,213,5.64,5232323473,212,33.0,5232323469,140,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230053,311,1,1,29,7,59as3grjvj19voay31j3yfgni,0,93.5,35.6,2024-09-22T12:30:59.561Z,2024-09-22T12:31:25Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232325341,3,,5232325349,213,1.21,5232323503,56,Center,5232325343,140,97.3,5232325347,212,11.3,5232325345,141,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230061,233,12,1,29,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.3,51.8,2024-09-22T12:31:00.256Z,2024-09-22T12:32:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5232323561,212,20.4,5232323557,141,72.0,5232323555,140,16.7,5232323565,213,0.74,5232323553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230119,312,1,1,29,13,59as3grjvj19voay31j3yfgni,1,87.1,26.8,2024-09-22T12:31:05.128Z,2024-09-22T12:31:07Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232323889,212,11.2,5232323883,56,Center,5232323887,141,24.9,5232323885,140,97.7,5232323891,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230173,313,1,1,29,14,59as3grjvj19voay31j3yfgni,0,97.7,24.9,2024-09-22T12:31:05.928Z,2024-09-22T16:05:23Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232324227,213,1.75,5232324225,212,18.2,5232324219,56,Center,5232324223,141,51.2,5232324215,2,,5233742673,224,,5232324221,140,94.7,5233742675,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231365,245,61,1,29,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.8,52.0,2024-09-22T12:31:06.889Z,2024-09-22T16:05:20Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5232330543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230179,314,61,1,29,16,59as3grjvj19voay31j3yfgni,0,94.7,51.2,2024-09-22T12:31:08.600Z,2024-09-22T16:05:21Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5232324259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230187,235,52,1,29,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,1.8,39.2,2024-09-22T12:31:10.888Z,2024-09-22T16:04:35Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5233744985,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230657,236,1,1,29,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.2,50.8,2024-09-22T12:31:43.760Z,2024-09-22T12:32:10Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5232326835,212,19.6,5232326837,213,0.41,5232326833,141,62.3,5232326827,56,Back,5232329035,189,,5232326823,123,,5232326831,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230673,237,1,1,29,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.3,62.3,2024-09-22T12:31:45.999Z,2024-09-22T12:31:47Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5232326917,212,27.0,5232326915,141,24.1,5232326911,56,Back,5232326919,213,4.98,5232326913,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230727,238,1,1,29,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.8,24.5,2024-09-22T12:31:46.944Z,2024-09-22T12:31:49Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232327191,140,76.0,5232327199,1,,5232327189,56,Left,5232327193,141,97.3,5232327187,196,,5232327185,155,,5232327195,212,63.7,5232327197,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230763,239,1,1,29,57,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.0,97.3,2024-09-22T12:31:49.535Z,2024-09-22T12:31:52Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5232327389,3,,5232327399,212,12.6,5232327397,141,79.6,5232327395,140,79.4,5232327401,213,5.00,5232327393,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230781,240,3,1,30,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.2,76.9,2024-09-22T12:31:51.983Z,2024-09-22T16:05:58Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5233753333,464,,5232327507,56,Center,5232327509,286,,5232327569,233,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230789,315,45,1,30,0,59as3grjvj19voay31j3yfgni,0,27.8,23.1,2024-09-22T12:31:51.983Z,2024-09-22T14:13:45Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232327593,233,240,5232327543,285,,5232327541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230827,241,1,1,30,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.9,79.0,2024-09-22T12:31:53.471Z,2024-09-22T12:31:56Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5232327751,212,11.2,5232327749,141,64.1,5232327753,213,5.15,5232327745,56,Center,5232327747,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230839,316,83,1,30,2,59as3grjvj19voay31j3yfgni,0,23.6,31.2,2024-09-22T12:31:54.727Z,2024-09-22T16:06:06Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5232328699,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230937,242,1,1,30,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.5,72.6,2024-09-22T12:31:56.079Z,2024-09-22T12:32:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,1.0,,5232328275,56,Center,5232328277,140,80.2,5232328283,213,5.21,5232328281,212,8.2,5232328811,210,13,5232328279,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230941,243,13,1,30,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,82.5,32.1,2024-09-22T12:32:00.735Z,2024-09-22T16:06:18Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5232328297,22,,5232328843,231,46.8,5232328829,29,,5232328301,56,Center,5232328399,20,,5232328831,55,242,5232328839,215,,5232328841,230,98.9,5232328837,103,5232328835,102,59.2,5232328827,77,,90.3,5232328299,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724230945,244,5,1,30,11,9w3sjm5ml4sjr2v81oxzdrt8v,0,100.6,47.6,2024-09-22T12:32:02.927Z,2024-09-22T12:42:38Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5232328325,346,,5232328323,56,Center,5232330145,233,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231279,317,5,1,30,11,59as3grjvj19voay31j3yfgni,1,-0.6000000000000001,52.4,2024-09-22T12:32:02.927Z,2024-09-22T12:42:37Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232330093,346,,5232330137,233,244,5232330091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231301,318,1,1,30,30,59as3grjvj19voay31j3yfgni,1,4.3,50.6,2024-09-22T12:32:22.680Z,2024-09-22T16:06:35Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5232330241,237,,5232330233,212,15.2,5232330221,56,Back,5232330229,141,32.8,5232330217,124,,5232330225,140,13.0,5232330237,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231307,319,1,1,30,31,59as3grjvj19voay31j3yfgni,1,13.0,32.8,2024-09-22T12:32:23.255Z,2024-09-22T16:06:36Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232330269,56,Back,5232330273,141,23.3,5232330277,213,6.10,5232330275,212,36.0,5232330271,140,46.7,5232330279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231319,320,1,1,30,32,59as3grjvj19voay31j3yfgni,1,46.7,23.3,2024-09-22T12:32:24.264Z,2024-09-22T16:06:44Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5232330303,56,Back,5232330307,141,26.7,5232330311,212,12.8,5232330305,140,34.7,5232330313,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231343,321,1,1,30,34,59as3grjvj19voay31j3yfgni,1,34.7,26.7,2024-09-22T12:32:26.784Z,2024-09-22T12:54:07Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5232330425,213,4.49,5232330417,56,Back,5232330423,212,16.4,5232330419,140,31.2,5232330421,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231379,322,1,1,30,35,59as3grjvj19voay31j3yfgni,1,31.2,3.2,2024-09-22T12:32:27.704Z,2024-09-22T12:32:29Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5232330629,140,21.2,5232330631,141,25.5,5232330639,213,2.18,5232330627,56,Back,5232330635,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231431,323,1,1,30,37,59as3grjvj19voay31j3yfgni,1,21.2,25.5,2024-09-22T12:32:29.576Z,2024-09-22T12:32:33Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5232330917,140,13.1,5232330915,56,Back,5232330919,141,63.3,5232330921,212,27.1,5232330923,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231457,324,1,1,30,42,59as3grjvj19voay31j3yfgni,1,18.7,66.0,2024-09-22T12:32:34.096Z,2024-09-22T12:32:35Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5232331065,140,21.6,5232331067,141,92.0,5232331063,56,Back,5232331073,213,1.40,5232331069,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231497,325,1,1,30,43,59as3grjvj19voay31j3yfgni,0,21.6,92.0,2024-09-22T12:32:35.240Z,2024-09-22T12:32:40Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232331325,157,,5232331337,1,,5232331335,213,6.09,5232331327,56,Center,5232331331,141,77.2,5232331329,140,70.5,5232331333,212,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231493,246,44,1,30,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.7,23.6,2024-09-22T12:32:38.551Z,2024-09-22T16:07:17Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232331311,285,,5232331309,56,Back,5232331437,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231505,326,44,1,30,46,59as3grjvj19voay31j3yfgni,0,70.3,76.4,2024-09-22T12:32:38.552Z,2024-09-22T16:07:18Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5232331389,56,Center,5232331467,233,246,5232331391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231501,247,1,1,30,47,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.5,25.3,2024-09-22T12:32:38.838Z,2024-09-22T16:07:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232331369,213,0.02,5232331361,56,Back,5232331363,140,32.9,5232331365,141,25.4,5232331367,212,3.6,5232331359,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231513,327,61,1,30,48,59as3grjvj19voay31j3yfgni,1,70.5,77.2,2024-09-22T12:32:40.477Z,2024-09-22T12:32:41Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5232331425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231569,249,1,1,30,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.8,15.1,2024-09-22T12:32:41.887Z,2024-09-22T12:32:45Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5232331811,140,57.5,5232331809,56,Right,5232331813,141,15.3,5232331807,155,,5232331815,212,31.2,5232331817,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231587,250,1,1,30,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.1,17.7,2024-09-22T12:32:43.992Z,2024-09-22T16:07:36Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232331927,212,10.7,5232331925,141,17.0,5232331919,168,,5232331923,140,66.3,5232331917,3,,5232331929,213,6.24,5232331921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231589,328,61,1,30,53,59as3grjvj19voay31j3yfgni,1,35.9,89.1,2024-09-22T12:32:45.368Z,2024-09-22T16:07:42Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5232331933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231621,251,1,1,30,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.7,29.7,2024-09-22T12:32:47.759Z,2024-09-22T12:32:48Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5232332125,212,13.6,5232332127,213,4.64,5232332123,141,9.7,5232332119,56,Right,5232332121,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231677,252,1,1,30,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.7,10.4,2024-09-22T12:32:48.639Z,2024-09-22T12:32:51Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5232332447,56,Center,5232332455,213,1.37,5232332451,141,41.8,5232332449,140,68.9,5232332453,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231685,253,50,1,30,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.8,43.2,2024-09-22T12:32:51.678Z,2024-09-22T12:32:54Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5232332557,233,329,5232332493,286,,5232332491,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231693,329,7,1,30,59,59as3grjvj19voay31j3yfgni,0,25.2,56.8,2024-09-22T12:32:51.679Z,2024-09-22T16:07:56Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5233767537,385,,5232332539,233,253,5232332519,56,Back,5232332521,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231811,254,1,1,31,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,72.7,58.6,2024-09-22T12:32:54.254Z,2024-09-22T12:33:00Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5232333157,212,20.9,5232333155,141,88.1,5232333151,56,Left,5232333159,213,1.86,5232333153,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724231875,255,1,1,31,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.6,87.9,2024-09-22T12:32:59.902Z,2024-09-22T12:33:03Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5232333509,141,77.6,5232333511,212,11.3,5232333507,140,65.1,5232333505,56,Center,5232333513,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
