id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2781308669,204,1,1,15,50,77tfx9me4aaqhzv78bmgsy9bg,1,21.1,88.2,2025-02-26T18:48:27.658Z,2025-02-26T18:48:31Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543229669,212,10.5,5543229667,141,85.5,5543229663,56,Back,5543229665,140,11.3,5543229671,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308677,205,1,1,15,53,77tfx9me4aaqhzv78bmgsy9bg,1,11.3,85.5,2025-02-26T18:48:30.891Z,2025-02-26T18:48:33Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543229721,141,80.1,5543229717,56,Back,5543229725,213,6.11,5543229723,212,20.9,5543229719,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308687,206,43,1,15,56,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T18:48:32.986Z,2025-02-26T18:48:39Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,5543229779,212,3.4,5543229777,141,76.7,5543229781,213,4.08,5543229941,144,1,5543229775,140,30.4,5543229773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308689,207,4,1,15,57,77tfx9me4aaqhzv78bmgsy9bg,1,29.8,83.8,2025-02-26T18:48:34.874Z,2025-02-27T06:52:08Z,3qcjzsb466tfri5yrj35wztw4,L. Nene,,5543229813,152,,5543229809,13,,5543229811,56,Back,5544045961,295,,5543229831,233,133,5543229817,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308685,133,4,1,15,57,36g6ifzjliec1jqnbtf7yesme,0,70.2,16.2,2025-02-26T18:48:34.875Z,2025-02-27T06:52:05Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543229785,13,,5543229871,233,207,5543229793,286,,5543229787,56,Right,5543229789,152,,5544045949,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308813,208,1,1,16,16,77tfx9me4aaqhzv78bmgsy9bg,1,35.8,67.8,2025-02-26T18:48:53.338Z,2025-02-27T06:52:18Z,179f3j88wnmze82aicikkez9,E. Marxen,,5544046023,189,,5543230487,140,34.6,5543230489,141,28.6,5543230481,5,,5543230491,212,26.7,5543230493,213,4.67,5543230485,56,Back,5543230483,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308821,209,1,1,16,18,77tfx9me4aaqhzv78bmgsy9bg,1,34.6,28.6,2025-02-26T18:48:55.417Z,2025-02-26T18:48:56Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543230541,56,Right,5543230549,213,6.05,5543230543,140,60.2,5543230545,141,19.3,5543230547,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308833,210,1,1,16,19,77tfx9me4aaqhzv78bmgsy9bg,1,60.9,25.4,2025-02-26T18:48:56.698Z,2025-02-26T18:49:00Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5543230615,56,Center,5543230619,141,47.2,5543230621,212,17.5,5543230617,140,69.7,5543230623,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308871,211,1,1,16,22,77tfx9me4aaqhzv78bmgsy9bg,1,73.3,49.3,2025-02-26T18:48:59.962Z,2025-02-26T18:49:32Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,1.0,5543230835,56,Center,5543230843,213,0.77,5543231767,154,,5543231765,210,15,5543230839,141,70.5,5543230841,212,20.7,5543230837,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308875,212,15,1,16,27,77tfx9me4aaqhzv78bmgsy9bg,1,92.1,65.6,2025-02-26T18:49:04.666Z,2025-02-27T06:53:03Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543231777,55,211,5543231793,231,54.3,5543231783,103,5.6,5543230859,56,Center,5543231789,147,64.4,5543231781,102,54.5,5543231601,82,,5543230851,22,,5543231791,230,99.0,5543231775,154,,5543231771,76,,5543231795,233,5543230855,64,5543231787,146,5543231773,29,,5543231769,72,,134,93.0,,,,,
2781308867,134,10,1,16,27,36g6ifzjliec1jqnbtf7yesme,1,5.9,34.7,2025-02-26T18:49:04.766Z,2025-02-26T18:49:33Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543231823,233,212,5543230825,56,Back,5543230821,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308889,135,6,1,16,28,36g6ifzjliec1jqnbtf7yesme,0,0.0,32.9,2025-02-26T18:49:05.370Z,2025-02-27T06:53:07Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543231703,73,,5543230905,56,Back,5543231707,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308881,213,6,1,16,28,77tfx9me4aaqhzv78bmgsy9bg,1,100.0,67.1,2025-02-26T18:49:05.370Z,2025-02-26T19:00:47Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543231735,233,135,5543230911,56,Center,5543230913,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308903,214,43,1,16,30,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T18:49:07.353Z,2025-02-26T18:49:33Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543231013,56,Center,5543231829,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781308909,215,43,1,16,31,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T18:49:08.073Z,2025-02-26T18:49:59Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543231455,346,0,5543231043,56,Center,5543232719,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309047,216,43,1,17,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-02-26T18:49:37.306Z,2025-02-26T18:49:53Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5543232507,144,50,5543231961,286,0,5543231959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309061,217,1,1,17,1,77tfx9me4aaqhzv78bmgsy9bg,0,99.7,99.3,2025-02-26T18:49:38.587Z,2025-02-27T06:53:11Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5543232047,212,36.0,5543232571,6,,5543232659,224,,5544046405,72,,5543232037,2,,5543232045,141,48.7,5543232039,155,,5543232041,56,Center,5543232049,213,4.41,5543232051,1,,5543232043,140,89.6,,,,,,,,,,,,,,,,,,,
2781309071,136,12,1,17,3,36g6ifzjliec1jqnbtf7yesme,1,1.3,41.5,2025-02-26T18:49:40.651Z,2025-02-26T18:50:02Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543232577,140,17.2,5543232583,213,0.67,5543232189,56,Back,5543232579,141,61.1,5543232581,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309089,218,13,1,17,4,77tfx9me4aaqhzv78bmgsy9bg,1,86.0,40.1,2025-02-26T18:49:41.850Z,2025-02-27T06:53:53Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543232481,231,50,5543232475,103,87.5,5544046719,328,,5543232477,458,,5543232273,56,Center,5543232469,25,,5544046717,74,,5543232473,102,46.1,5543232355,20,,5543232479,230,98.8,5543232271,17,,,,,,,,,,,,,,,,,,,,
2781309077,137,5,1,17,6,36g6ifzjliec1jqnbtf7yesme,1,-1.0,58.8,2025-02-26T18:49:43.155Z,2025-02-26T18:49:47Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5543232281,346,,5543232303,233,219,5543232219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309093,219,5,1,17,6,77tfx9me4aaqhzv78bmgsy9bg,0,101.0,41.2,2025-02-26T18:49:43.155Z,2025-02-26T19:27:40Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543232291,346,,5543232287,56,Center,5543232317,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309213,138,1,1,17,27,36g6ifzjliec1jqnbtf7yesme,1,5.0,63.0,2025-02-26T18:50:04.410Z,2025-02-26T18:50:06Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543232907,212,9.7,5543232913,237,,5543232899,124,,5543232905,141,49.0,5543232903,140,3.3,5543232909,213,4.53,5543232901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309229,139,1,1,17,29,36g6ifzjliec1jqnbtf7yesme,1,6.6,48.5,2025-02-26T18:50:06.587Z,2025-02-26T18:50:09Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5543232999,213,1.26,5543232991,56,Back,5543232995,141,78.5,5543232993,140,12.9,5543232997,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309251,140,1,1,17,32,36g6ifzjliec1jqnbtf7yesme,0,19.1,84.1,2025-02-26T18:50:09.771Z,2025-02-26T18:50:12Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543233107,140,59.1,5543233115,1,,5543233113,213,5.86,5543233109,141,56.4,5543233111,212,46.0,5543233105,56,Center,5543233103,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309263,220,1,1,17,35,77tfx9me4aaqhzv78bmgsy9bg,1,40.1,48.1,2025-02-26T18:50:12.746Z,2025-02-26T18:50:13Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543233183,141,53.9,5543233185,212,12.4,5543233179,56,Center,5543233181,140,51.3,5543233177,3,,5543233187,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309285,222,1,1,17,37,77tfx9me4aaqhzv78bmgsy9bg,1,45.5,55.8,2025-02-26T18:50:14.282Z,2025-02-26T18:50:17Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543233301,141,83.9,5543233303,212,32.7,5543233297,56,Back,5543233305,213,2.52,5543233299,140,20.2,5543233307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309307,223,1,1,17,40,77tfx9me4aaqhzv78bmgsy9bg,1,20.2,83.9,2025-02-26T18:50:17.626Z,2025-02-26T18:50:22Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543233441,140,3.7,5543233445,212,21.3,5543233443,141,65.6,5543233439,56,Back,5543233447,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309323,224,1,1,17,45,77tfx9me4aaqhzv78bmgsy9bg,0,3.7,65.6,2025-02-26T18:50:22.585Z,2025-02-26T18:50:24Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543233527,140,30.9,5543233535,1,,5543233533,213,0.69,5543233529,141,100.0,5543233523,155,,5543233531,212,37.1,5543233525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309335,141,5,1,17,47,36g6ifzjliec1jqnbtf7yesme,1,68.4,-0.9,2025-02-26T18:50:24.579Z,2025-02-26T19:27:40Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5543233589,347,,5543233591,233,225,5543233587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309327,225,5,1,17,47,77tfx9me4aaqhzv78bmgsy9bg,0,31.6,100.9,2025-02-26T18:50:24.579Z,2025-02-26T19:27:40Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543233549,56,Back,5543233551,347,,5543233607,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309353,142,1,1,17,50,36g6ifzjliec1jqnbtf7yesme,1,67.3,0.0,2025-02-26T18:50:27.226Z,2025-02-26T18:50:29Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543233681,212,20.4,5543233675,56,Right,5543233673,107,,5543233679,141,7.0,5543233683,213,0.29,5543233677,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309363,143,1,1,17,52,36g6ifzjliec1jqnbtf7yesme,1,85.4,6.1,2025-02-26T18:50:29.459Z,2025-02-26T18:50:31Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5543233759,141,5.3,5543233767,213,3.21,5543233755,140,77.8,5543233763,212,8.0,5543233749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309385,144,1,1,17,54,36g6ifzjliec1jqnbtf7yesme,1,76.8,3.1,2025-02-26T18:50:31.195Z,2025-02-27T06:54:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,1.0,5543234681,154,,5543233901,56,Center,5543233909,213,1.04,5544047081,20,,5543233903,140,92.5,5543233897,2,,5543233911,1,,5543233907,212,32.3,5543234679,210,13,5543233905,141,44.0,5544047079,224,,5543233899,155,,,,,,,,,,,,,,,,,
2781309447,146,13,1,17,55,36g6ifzjliec1jqnbtf7yesme,1,92.3,40.5,2025-02-26T18:50:32.250Z,2025-02-27T06:55:32Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,5543234699,102,65.9,5543234691,29,,5543234701,103,1.4,5543234689,73,,5543234703,328,,5543234275,56,Center,5543234693,154,,5543237851,160,,5543234707,231,48.9,5543234687,72,,5544047389,108,,5543234705,230,5543234695,55,5543234273,17,,,,,,,99.3,,144,,,,
2781309443,145,5,1,17,57,36g6ifzjliec1jqnbtf7yesme,0,100.8,67.1,2025-02-26T18:50:34.602Z,2025-02-26T19:27:41Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543234269,346,,5543234499,233,226,5543234267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309471,226,5,1,17,57,77tfx9me4aaqhzv78bmgsy9bg,1,-0.8,32.9,2025-02-26T18:50:34.602Z,2025-02-26T19:27:41Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543234489,233,145,5543234473,56,Back,5543234475,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309511,227,1,1,18,22,77tfx9me4aaqhzv78bmgsy9bg,1,3.2,56.7,2025-02-26T18:50:59.737Z,2025-02-26T18:51:06Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543234771,237,,5543234765,212,6.2,5543234763,141,47.6,5543234761,140,3.0,5543234759,56,Back,5543234757,124,,5543234767,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309539,228,1,1,18,29,77tfx9me4aaqhzv78bmgsy9bg,1,10.4,54.9,2025-02-26T18:51:06.522Z,2025-02-26T18:51:08Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,5543234915,56,Back,5543234919,141,54.5,5543234917,140,32.4,5543234921,212,23.1,5543234923,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309543,229,1,1,18,31,77tfx9me4aaqhzv78bmgsy9bg,1,32.4,57.0,2025-02-26T18:51:08.537Z,2025-02-26T18:51:09Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543234943,141,66.5,5543234945,212,9.3,5543234941,140,38.8,5543234947,213,0.77,5543234939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309549,230,1,1,18,32,77tfx9me4aaqhzv78bmgsy9bg,1,38.8,66.5,2025-02-26T18:51:09.577Z,2025-02-26T18:51:10Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543234983,213,2.67,5543234975,56,Back,5543235013,156,,5543234981,212,6.4,5543234979,141,70.8,5543234977,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309587,231,1,1,18,35,77tfx9me4aaqhzv78bmgsy9bg,1,35.5,83.9,2025-02-26T18:51:12.778Z,2025-02-26T18:51:14Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543235277,213,1.07,5543235271,140,38.8,5543235269,56,Back,5543235273,141,93.3,5543235275,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309597,232,1,1,18,37,77tfx9me4aaqhzv78bmgsy9bg,1,38.8,93.3,2025-02-26T18:51:14.313Z,2025-02-26T18:51:15Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543235323,141,85.8,5543235325,212,5.4,5543235321,140,37.0,5543235327,213,4.36,5543235319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309615,233,1,1,18,38,77tfx9me4aaqhzv78bmgsy9bg,1,37.0,85.8,2025-02-26T18:51:15.257Z,2025-02-26T18:51:19Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543235419,212,16.0,5543235413,56,Back,5543235415,140,21.8,5543235421,213,3.15,5543235417,141,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309651,234,1,1,18,42,77tfx9me4aaqhzv78bmgsy9bg,1,24.1,71.0,2025-02-26T18:51:19.017Z,2025-02-26T18:51:23Z,179f3j88wnmze82aicikkez9,E. Marxen,,5543235627,212,18.0,5543235621,56,Back,5543235629,213,5.03,5543235623,140,29.4,5543235625,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309693,235,1,1,18,45,77tfx9me4aaqhzv78bmgsy9bg,1,29.4,45.8,2025-02-26T18:51:22.921Z,2025-02-26T18:51:25Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543235779,212,21.9,5543235777,141,35.9,5543235773,56,Back,5543235775,140,49.2,5543235781,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309697,236,1,1,18,48,77tfx9me4aaqhzv78bmgsy9bg,1,51.9,34.0,2025-02-26T18:51:25.353Z,2025-02-27T06:57:43Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543235821,213,2.96,5543235813,56,Back,5543235815,140,41.1,5543235817,141,37.0,5544048267,156,,5543235819,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309715,237,1,1,18,48,77tfx9me4aaqhzv78bmgsy9bg,1,41.1,37.0,2025-02-26T18:51:25.849Z,2025-02-26T18:51:28Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543235891,141,12.5,5543235899,213,5.07,5543235887,140,47.1,5543235895,212,17.8,5543235883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309719,238,1,1,18,51,77tfx9me4aaqhzv78bmgsy9bg,1,47.1,12.5,2025-02-26T18:51:28.169Z,2025-02-26T18:51:28Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543235919,140,64.0,5543235917,56,Right,5543235923,212,18.0,5543235925,213,6.11,5543235921,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309733,239,1,1,18,51,77tfx9me4aaqhzv78bmgsy9bg,1,64.0,7.9,2025-02-26T18:51:28.873Z,2025-02-26T18:51:31Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5543236021,212,7.2,5543236015,56,Right,5543236023,213,0.91,5543236017,140,68.2,5543236019,141,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309749,240,1,1,18,54,77tfx9me4aaqhzv78bmgsy9bg,1,69.9,14.6,2025-02-26T18:51:31.193Z,2025-02-26T18:51:33Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,5543236103,213,3.35,5543236095,56,Back,5543236099,141,6.2,5543236101,212,27.2,5543236097,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309767,241,1,1,18,56,77tfx9me4aaqhzv78bmgsy9bg,1,45.7,6.7,2025-02-26T18:51:33.145Z,2025-02-26T18:51:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5543236207,213,1.72,5543236199,56,Back,5543236203,141,31.6,5543236205,212,17.1,5543236201,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309769,242,1,1,19,0,77tfx9me4aaqhzv78bmgsy9bg,1,54.1,32.8,2025-02-26T18:51:37.065Z,2025-02-26T18:51:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543236217,141,29.3,5543236221,213,6.07,5543236215,140,64.6,5543236213,56,Center,5543236219,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309779,243,1,1,19,1,77tfx9me4aaqhzv78bmgsy9bg,1,66.7,30.4,2025-02-26T18:51:37.977Z,2025-02-26T18:51:39Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543236243,56,Center,5543236245,140,53.9,5543236249,212,17.6,5543236251,213,2.44,5543236247,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309791,244,1,1,19,2,77tfx9me4aaqhzv78bmgsy9bg,1,53.9,47.0,2025-02-26T18:51:39.001Z,2025-02-26T18:51:42Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543236299,140,68.8,5543236301,141,66.3,5543236303,212,20.4,5543236297,56,Center,5543236305,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309803,245,1,1,19,5,77tfx9me4aaqhzv78bmgsy9bg,1,67.2,65.6,2025-02-26T18:51:42.265Z,2025-02-26T18:51:45Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5543236369,212,14.5,5543236367,141,81.9,5543236365,140,76.1,5543236371,213,0.87,5543236363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309805,246,1,1,19,8,77tfx9me4aaqhzv78bmgsy9bg,0,85.2,77.1,2025-02-26T18:51:45.690Z,2025-02-27T06:58:15Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543236383,141,74.8,5543236375,2,,5544048519,386,,5543236381,140,85.3,5543236417,286,,5543236385,212,1.6,5543236413,233,147,5543236379,56,Center,5544048521,72,,5543236411,236,,5543236387,213,4.78,5544048517,225,,,,,,,,,,,,,,,,,
2781309807,147,12,1,19,8,36g6ifzjliec1jqnbtf7yesme,1,13.4,27.0,2025-02-26T18:51:45.790Z,2025-02-26T18:51:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543236389,185,,5543236393,56,Back,5543236449,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309825,148,5,1,19,11,36g6ifzjliec1jqnbtf7yesme,0,7.8,-1.2,2025-02-26T18:51:48.690Z,2025-02-26T18:51:52Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5543236485,56,Back,5543236491,347,,5543236609,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309845,248,5,1,19,11,77tfx9me4aaqhzv78bmgsy9bg,1,92.2,101.2,2025-02-26T18:51:48.690Z,2025-02-26T19:27:41Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543236577,56,Left,5543236579,347,,5543236581,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309867,249,1,1,19,16,77tfx9me4aaqhzv78bmgsy9bg,1,94.8,100.0,2025-02-26T18:51:53.481Z,2025-02-26T18:51:56Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,5543236717,56,Left,5543236723,212,24.2,5543236725,213,3.40,5543236719,140,72.5,5543236721,141,92.3,5543236715,107,,5543236727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309895,250,1,1,19,19,77tfx9me4aaqhzv78bmgsy9bg,1,70.3,93.8,2025-02-26T18:51:56.585Z,2025-02-26T18:52:01Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543236919,56,Center,5543236927,213,4.12,5543236921,140,58.8,5543236923,141,67.2,5543236925,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309897,251,1,1,19,24,77tfx9me4aaqhzv78bmgsy9bg,0,58.7,66.5,2025-02-26T18:52:01.305Z,2025-02-26T18:52:01Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5543236945,212,31.0,5543236943,141,72.0,5543236937,155,,5543236941,140,88.0,5543236939,56,Center,5543236947,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309911,149,1,1,19,25,36g6ifzjliec1jqnbtf7yesme,1,15.5,37.1,2025-02-26T18:52:02.219Z,2025-02-26T18:52:04Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5543237017,56,Back,5543237025,141,31.0,5543237021,140,26.8,5543237029,213,5.95,5543237015,3,,5543237027,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309917,150,1,1,19,27,36g6ifzjliec1jqnbtf7yesme,0,26.8,31.0,2025-02-26T18:52:04.026Z,2025-02-26T18:52:04Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,5543237067,212,12.9,5543237069,213,6.26,5543237061,56,Back,5543237065,141,30.6,5543237059,3,,5543237063,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309923,252,1,1,19,27,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,73.2,2025-02-26T18:52:04.201Z,2025-02-26T18:52:05Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,5543237109,56,Center,5543237117,213,3.82,5543237111,140,60.8,5543237115,212,8.9,5543237107,3,,5543237113,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781309937,253,1,1,19,28,77tfx9me4aaqhzv78bmgsy9bg,1,62.5,65.1,2025-02-26T18:52:05.561Z,2025-02-26T18:52:07Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5543237187,140,59.1,5543237185,56,Center,5543237191,212,6.2,5543237193,213,2.18,5543237189,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
