id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2807019769,199,12,1,15,29,ahnt9ejgwj58ul8auzdvi3czf,1,8.3,53.2,2025-04-27T12:17:00.532Z,2025-04-27T12:17:03Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684385155,141,5.9,5684385151,140,9.8,5684385157,212,32.2,5684385149,56,Back,5684385159,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807019815,201,1,1,15,33,ahnt9ejgwj58ul8auzdvi3czf,0,9.8,5.7,2025-04-27T12:17:04.549Z,2025-04-27T12:28:29Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5684385391,140,11.4,5684440903,286,,5684385395,212,1.8,5684385389,56,Back,5684385397,213,0.31,5684440897,236,,5684385387,155,,5684440899,233,136,5684385393,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807019851,136,74,1,15,33,anga7587r1zv4ey71ge9zxol3,1,82.1,94.1,2025-04-27T12:17:04.550Z,2025-04-27T13:00:12Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5684440887,285,,5684441037,233,201,5684385527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807019901,139,1,1,15,35,anga7587r1zv4ey71ge9zxol3,1,73.6,89.3,2025-04-27T12:17:06.224Z,2025-04-27T15:21:32Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684385773,140,73.0,5684385779,213,1.69,5684385777,212,5.2,5684385775,141,96.9,5684385771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807019991,140,1,1,15,37,anga7587r1zv4ey71ge9zxol3,0,74.6,95.5,2025-04-27T12:17:07.954Z,2025-04-27T17:41:49Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5684386321,140,74.4,5685605229,236,,5684386319,56,Left,5684386327,213,4.66,5684386325,212,3.9,5685605231,286,,5686396435,233,1048,5684386323,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244881,1048,74,1,15,37,ahnt9ejgwj58ul8auzdvi3czf,1,28.9,10.7,2025-04-27T12:17:07.955Z,2025-04-27T17:41:49Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5685605107,56,Back,5685605109,285,,5686396463,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807019877,138,43,1,15,38,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-04-27T12:17:09.104Z,2025-04-27T12:17:17Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684386551,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020067,141,1,1,15,43,anga7587r1zv4ey71ge9zxol3,1,35.6,83.5,2025-04-27T12:17:14.664Z,2025-04-27T12:17:18Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684386691,141,49.0,5684386695,213,4.25,5684386689,140,24.6,5684386687,56,Back,5684386693,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020133,142,1,1,15,48,anga7587r1zv4ey71ge9zxol3,1,26.5,40.6,2025-04-27T12:17:19.234Z,2025-04-27T12:17:21Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684387007,212,16.3,5684387011,213,5.28,5684387003,141,20.3,5684386999,140,34.8,5684386997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020201,143,1,1,15,50,anga7587r1zv4ey71ge9zxol3,0,35.0,19.5,2025-04-27T12:17:21.064Z,2025-04-27T12:17:25Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684387413,213,0.01,5684387415,1,,5684387405,56,Right,5684387407,140,100.0,5684387409,141,20.6,5684387411,212,69.8,5684387403,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020511,144,5,1,15,54,anga7587r1zv4ey71ge9zxol3,0,101.4,21.1,2025-04-27T12:17:25.253Z,2025-04-27T13:00:19Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684389191,233,202,5684389099,56,Right,5684389101,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020469,202,5,1,15,54,ahnt9ejgwj58ul8auzdvi3czf,1,-1.4,78.9,2025-04-27T12:17:25.253Z,2025-04-27T13:00:19Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684388843,56,Back,5684388845,346,,5684389109,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020553,203,1,1,16,13,ahnt9ejgwj58ul8auzdvi3czf,1,5.0,61.6,2025-04-27T12:17:43.902Z,2025-04-27T15:21:58Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684389309,56,Back,5684389311,140,13.4,5684389307,124,,5685606583,189,,5684389321,237,,5684389317,213,1.05,5684389315,212,17.8,5684389313,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020571,204,1,1,16,14,ahnt9ejgwj58ul8auzdvi3czf,1,13.4,84.4,2025-04-27T12:17:45.427Z,2025-04-27T12:17:47Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684389423,212,14.6,5684389419,140,6.8,5684389421,141,65.5,5684389425,213,4.22,5684389417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020625,205,1,1,16,16,ahnt9ejgwj58ul8auzdvi3czf,0,6.6,65.3,2025-04-27T12:17:47.331Z,2025-04-27T15:22:09Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684389719,1,,5684389713,141,67.5,5684389707,155,,5684389717,213,0.04,5684389711,140,44.0,5684389715,212,39.3,5684389709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807245461,752,8,1,16,16,anga7587r1zv4ey71ge9zxol3,1,56.0,34.0,2025-04-27T12:17:47.381Z,2025-04-27T15:22:17Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5685608305,384,,5685608055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020637,206,43,1,16,19,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-04-27T12:17:50.132Z,2025-04-27T15:22:10Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5685607757,144,61,5684389779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020885,146,1,1,16,24,anga7587r1zv4ey71ge9zxol3,1,42.1,32.4,2025-04-27T12:17:55.333Z,2025-04-27T12:18:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684391009,213,2.61,5684391003,140,23.7,5684391001,56,Back,5684391005,141,49.1,5684391007,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020901,147,1,1,16,34,anga7587r1zv4ey71ge9zxol3,1,25.6,50.6,2025-04-27T12:18:05.153Z,2025-04-27T12:18:06Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684391101,212,36.0,5684391095,56,Back,5684391103,213,0.94,5684391097,140,45.7,5684391099,141,93.5,5684391129,189,,5684391105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021103,148,1,1,16,37,anga7587r1zv4ey71ge9zxol3,1,48.7,93.3,2025-04-27T12:18:08.543Z,2025-04-27T12:18:19Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5684392233,213,3.65,5684392229,141,82.9,5684392225,56,Back,5684392227,140,36.5,5684392231,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021119,149,1,1,16,48,anga7587r1zv4ey71ge9zxol3,1,38.3,67.9,2025-04-27T12:18:19.343Z,2025-04-27T12:18:20Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684392297,140,36.1,5684392309,213,4.58,5684392333,189,,5684392293,56,Back,5684392305,212,18.0,5684392301,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021167,150,1,1,16,50,anga7587r1zv4ey71ge9zxol3,1,36.0,39.4,2025-04-27T12:18:21.143Z,2025-04-27T12:18:22Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684392565,212,14.4,5684392561,140,36.5,5684392567,213,4.75,5684392559,56,Back,5684392563,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021205,151,1,1,16,51,anga7587r1zv4ey71ge9zxol3,1,36.5,18.2,2025-04-27T12:18:22.753Z,2025-04-27T12:18:26Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684392767,212,27.5,5684392765,141,46.6,5684392757,56,Back,5684392769,213,2.36,5684392763,140,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021249,152,1,1,16,55,anga7587r1zv4ey71ge9zxol3,0,23.7,55.5,2025-04-27T12:18:26.663Z,2025-04-27T15:22:39Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684393079,56,Left,5684393085,212,67.7,5684393081,140,80.8,5684393087,213,0.48,5684393089,1,,5685610045,155,,5684393083,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021253,153,5,1,16,58,anga7587r1zv4ey71ge9zxol3,0,80.4,101.7,2025-04-27T12:18:29.883Z,2025-04-27T13:00:19Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684393105,347,,5684393103,56,Left,5684394313,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021445,207,5,1,16,58,ahnt9ejgwj58ul8auzdvi3czf,1,19.6,-1.7,2025-04-27T12:18:29.883Z,2025-04-27T13:00:19Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5684394269,233,153,5684394217,56,Back,5684394219,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021477,208,1,1,17,13,ahnt9ejgwj58ul8auzdvi3czf,1,24.8,0.0,2025-04-27T12:18:43.972Z,2025-04-27T12:18:45Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5684394379,141,13.7,5684394381,212,16.2,5684394373,107,,5684394377,140,36.9,5684394375,56,Back,5684394383,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021495,209,1,1,17,14,ahnt9ejgwj58ul8auzdvi3czf,1,36.9,13.7,2025-04-27T12:18:45.091Z,2025-04-27T12:18:47Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5684394461,141,4.0,5684394469,213,3.62,5684394453,56,Back,5684394465,212,14.3,5684394455,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021499,210,3,1,17,16,ahnt9ejgwj58ul8auzdvi3czf,0,25.0,3.8,2025-04-27T12:18:46.948Z,2025-04-27T15:22:50Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5684394487,285,,5684394485,56,Back,5684394563,233,154,5685610997,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021507,154,7,1,17,16,anga7587r1zv4ey71ge9zxol3,1,75.0,96.2,2025-04-27T12:18:46.949Z,2025-04-27T15:22:52Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5685611225,178,,5685611223,385,,5684394525,167,,5684394527,56,Left,5684394529,286,,5684394551,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021533,155,5,1,17,17,anga7587r1zv4ey71ge9zxol3,0,74.9,101.8,2025-04-27T12:18:47.943Z,2025-04-27T13:00:20Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684394671,347,,5684394669,56,Left,5684395209,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021619,211,5,1,17,17,ahnt9ejgwj58ul8auzdvi3czf,1,25.1,-1.8,2025-04-27T12:18:47.943Z,2025-04-27T13:00:20Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5684395183,233,155,5684395171,56,Back,5684395173,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021691,212,1,1,17,23,ahnt9ejgwj58ul8auzdvi3czf,1,28.3,0.0,2025-04-27T12:18:54.803Z,2025-04-27T12:19:00Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5684395515,213,0.43,5684395513,212,20.2,5684395511,141,11.4,5684395509,140,45.8,5684395507,56,Back,5684395505,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021699,213,50,1,17,27,ahnt9ejgwj58ul8auzdvi3czf,1,43.6,7.2,2025-04-27T12:18:58.262Z,2025-04-27T14:32:37Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5684395539,56,Back,5684395543,286,,5684395647,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021687,156,7,1,17,27,anga7587r1zv4ey71ge9zxol3,1,56.4,92.8,2025-04-27T12:18:58.263Z,2025-04-27T15:23:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684395585,233,213,5684395497,56,Left,5685612149,178,,5684395499,285,,5685612147,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021693,157,4,1,17,29,anga7587r1zv4ey71ge9zxol3,1,54.4,93.2,2025-04-27T12:18:59.973Z,2025-04-27T15:23:07Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5684395563,152,,5684395559,13,,5685612565,295,,5684395567,286,,5684395725,233,214,5684395561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021715,214,4,1,17,29,ahnt9ejgwj58ul8auzdvi3czf,0,45.6,6.8,2025-04-27T12:18:59.974Z,2025-04-27T15:23:12Z,6f6x6f9iybgp9pmkqati2otn8,A. Simmelhack,,,5685612923,295,,5684395759,233,157,5684395707,152,,5684395705,56,Back,5684395703,13,,5684395711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021839,158,1,1,17,35,anga7587r1zv4ey71ge9zxol3,1,48.3,95.9,2025-04-27T12:19:06.723Z,2025-04-27T12:19:08Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5684396317,141,76.9,5684396321,213,3.70,5684396319,212,24.5,5684396313,140,28.5,5684396303,5,,5684396309,56,Back,5684396307,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021921,159,1,1,17,37,anga7587r1zv4ey71ge9zxol3,1,28.1,75.9,2025-04-27T12:19:08.823Z,2025-04-27T12:19:15Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684396823,140,32.9,5684396825,141,34.9,5684396827,212,28.3,5684396821,56,Back,5684396831,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807021959,160,1,1,17,44,anga7587r1zv4ey71ge9zxol3,1,36.1,30.6,2025-04-27T12:19:14.963Z,2025-04-27T12:19:17Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5684397041,212,14.2,5684397035,56,Back,5684397037,140,31.5,5684397043,213,1.92,5684397039,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022033,161,1,1,17,46,anga7587r1zv4ey71ge9zxol3,1,30.9,50.9,2025-04-27T12:19:17.668Z,2025-04-27T12:19:23Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684397435,213,1.40,5684397431,141,85.1,5684397427,56,Back,5684397429,140,34.7,5684397433,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022067,162,1,1,17,52,anga7587r1zv4ey71ge9zxol3,1,35.8,71.8,2025-04-27T12:19:23.663Z,2025-04-27T12:19:26Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5684397597,56,Back,5684397603,212,12.0,5684397599,140,25.9,5684397605,213,3.67,5684397601,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022211,163,1,1,17,54,anga7587r1zv4ey71ge9zxol3,1,27.1,62.3,2025-04-27T12:19:25.873Z,2025-04-27T12:19:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5684398285,213,4.59,5684398281,141,44.2,5684398279,140,25.6,5684398283,212,12.4,5684398277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022247,164,1,1,18,2,anga7587r1zv4ey71ge9zxol3,1,31.4,38.6,2025-04-27T12:19:33.712Z,2025-04-27T12:19:35Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5684398483,56,Back,5684398495,189,,5684398489,212,28.4,5684398485,140,48.9,5684398487,141,6.8,5684398491,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022293,165,1,1,18,5,anga7587r1zv4ey71ge9zxol3,1,48.9,6.8,2025-04-27T12:19:36.088Z,2025-04-27T12:19:38Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684398703,213,6.27,5684398695,140,62.0,5684398697,141,6.5,5684398693,56,Right,5684398699,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022301,166,1,1,18,7,anga7587r1zv4ey71ge9zxol3,1,62.0,6.5,2025-04-27T12:19:38.113Z,2025-04-27T12:19:38Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5684398713,56,Right,5684398719,212,4.8,5684398721,213,3.55,5684398717,141,3.7,5684398715,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022317,167,1,1,18,7,anga7587r1zv4ey71ge9zxol3,0,57.8,3.7,2025-04-27T12:19:38.692Z,2025-04-27T12:19:39Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5684398793,141,5.2,5684398797,213,0.11,5684398789,56,Right,5684398795,212,9.7,5684398791,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022457,215,4,1,18,12,ahnt9ejgwj58ul8auzdvi3czf,1,28.6,94.4,2025-04-27T12:19:43.222Z,2025-04-27T12:57:05Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684399515,233,168,5684399473,13,,5684399481,285,,5684399475,56,Back,5684399477,152,,5684591593,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022401,168,4,1,18,12,anga7587r1zv4ey71ge9zxol3,0,71.4,5.6,2025-04-27T12:19:43.223Z,2025-04-27T12:19:51Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5684399315,286,,5684399569,233,215,5684399311,152,,5684399887,294,,5684399309,56,Right,5684399307,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022649,216,1,1,18,26,ahnt9ejgwj58ul8auzdvi3czf,1,32.1,91.5,2025-04-27T12:19:57.779Z,2025-04-27T15:23:46Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684400557,5,,5684400565,141,41.9,5684400567,212,35.0,5684400559,152,,5684400563,140,23.2,5684400569,213,4.44,5685615989,189,,5684400561,56,Back,5684400571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022659,217,1,1,18,28,ahnt9ejgwj58ul8auzdvi3czf,1,23.3,41.8,2025-04-27T12:19:58.979Z,2025-04-27T12:19:59Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5684400631,212,16.1,5684400627,140,25.7,5684400625,56,Back,5684400629,141,65.2,5684400633,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022721,218,1,1,18,28,ahnt9ejgwj58ul8auzdvi3czf,1,25.7,65.2,2025-04-27T12:19:59.651Z,2025-04-27T12:20:04Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684400969,140,41.6,5684400977,213,0.76,5684400975,212,23.1,5684400965,56,Back,5684400973,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022731,219,1,1,18,33,ahnt9ejgwj58ul8auzdvi3czf,1,65.4,89.4,2025-04-27T12:20:04.516Z,2025-04-27T12:20:05Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684401041,140,68.1,5684401045,212,4.3,5684401049,213,0.85,5684401039,56,Left,5684401043,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022765,220,1,1,18,34,ahnt9ejgwj58ul8auzdvi3czf,1,68.1,94.1,2025-04-27T12:20:05.651Z,2025-04-27T12:20:07Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684401219,213,3.56,5684401213,140,56.7,5684401217,212,13.1,5684401211,56,Left,5684401215,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022787,221,1,1,18,36,ahnt9ejgwj58ul8auzdvi3czf,1,56.6,86.1,2025-04-27T12:20:07.667Z,2025-04-27T12:20:09Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684401369,141,81.2,5684401373,213,5.52,5684401367,140,59.9,5684401365,56,Left,5684401371,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022839,222,1,1,18,38,ahnt9ejgwj58ul8auzdvi3czf,1,59.9,80.9,2025-04-27T12:20:09.331Z,2025-04-27T12:20:12Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5684401739,213,3.30,5684401735,212,9.5,5684401727,140,51.0,5684401725,56,Center,5684401731,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022891,223,1,1,18,41,ahnt9ejgwj58ul8auzdvi3czf,1,53.0,77.8,2025-04-27T12:20:12.771Z,2025-04-27T12:20:15Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5684402013,140,62.4,5684402019,213,0.44,5684402015,141,84.7,5684402011,56,Left,5684402017,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022911,224,1,1,18,44,ahnt9ejgwj58ul8auzdvi3czf,1,62.1,83.4,2025-04-27T12:20:15.875Z,2025-04-27T15:24:18Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5684402119,212,9.6,5684402113,141,95.7,5684402111,140,66.5,5684402109,56,Left,5684402121,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807022993,225,1,1,18,46,ahnt9ejgwj58ul8auzdvi3czf,1,66.2,90.8,2025-04-27T12:20:16.963Z,2025-04-27T12:20:22Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5684402547,56,Left,5684402553,212,13.6,5684402551,141,86.4,5684402555,213,3.36,5684402549,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807023067,226,1,1,18,51,ahnt9ejgwj58ul8auzdvi3czf,1,59.5,87.4,2025-04-27T12:20:22.227Z,2025-04-27T12:20:27Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5684402989,212,23.5,5684402991,213,3.57,5684402983,56,Back,5684402987,141,72.9,5684402985,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807023073,227,50,1,18,55,ahnt9ejgwj58ul8auzdvi3czf,1,35.8,69.3,2025-04-27T12:20:26.884Z,2025-04-27T14:32:37Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684403177,233,170,5684403009,286,,5684403007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807023091,170,7,1,18,55,anga7587r1zv4ey71ge9zxol3,1,64.2,30.7,2025-04-27T12:20:26.885Z,2025-04-27T15:24:50Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5684403157,233,227,5685619633,383,,5684403161,285,,5684403073,56,Center,5685619635,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807023459,228,51,1,18,56,ahnt9ejgwj58ul8auzdvi3czf,1,37.0,73.0,2025-04-27T12:20:27.100Z,2025-04-27T12:57:01Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5684405567,170,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807024403,173,3,1,18,58,anga7587r1zv4ey71ge9zxol3,1,86.9,38.0,2025-04-27T12:20:29.327Z,2025-04-27T15:24:43Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5685620765,465,,5684409709,233,229,5684409691,56,Center,5684409695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807023783,229,45,1,18,58,ahnt9ejgwj58ul8auzdvi3czf,0,13.1,62.0,2025-04-27T12:20:29.327Z,2025-04-27T13:00:06Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5684406481,285,,5684406479,56,Back,5684409749,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
