id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2816507159,132,1,1,12,30,anga7587r1zv4ey71ge9zxol3,1,14.6,50.9,2025-05-18T14:14:06.253Z,2025-05-18T14:14:16Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5736791821,140,21.9,5736791823,141,56.2,5736791827,213,0.44,5736791825,212,8.5,5736791819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507251,133,1,1,12,40,anga7587r1zv4ey71ge9zxol3,1,32.3,53.4,2025-05-18T14:14:16.412Z,2025-05-18T14:14:21Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736792321,140,32.6,5736792323,141,33.2,5736792327,213,4.74,5736792325,212,13.7,5736792319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507283,134,1,1,12,45,anga7587r1zv4ey71ge9zxol3,1,36.5,26.4,2025-05-18T14:14:21.197Z,2025-05-18T14:14:22Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5736792449,140,62.3,5736792455,213,5.79,5736792447,56,Right,5736792451,141,5.1,5736792453,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507323,135,1,1,12,46,anga7587r1zv4ey71ge9zxol3,1,62.3,5.1,2025-05-18T14:14:22.669Z,2025-05-18T14:14:24Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736792649,141,10.5,5736792645,56,Right,5736792647,140,63.1,5736792651,212,3.8,5736792653,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507327,145,83,1,12,47,aljua8crr0vkwit0j3m59jw9j,0,30.8,88.3,2025-05-18T14:14:23.558Z,2025-05-18T14:21:06Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736837205,399,6zhj070huc77sl5o5bx6ey5g4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507487,136,1,1,12,48,anga7587r1zv4ey71ge9zxol3,0,63.7,10.7,2025-05-18T14:14:24.428Z,2025-05-18T14:15:52Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736793379,213,3.19,5736793373,140,61.0,5736793371,56,Right,5736793375,141,10.5,5736793377,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507375,146,8,1,12,50,aljua8crr0vkwit0j3m59jw9j,1,37.4,85.0,2025-05-18T14:14:26.201Z,2025-05-18T17:55:27Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736792907,56,Back,5737914229,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507537,137,1,1,12,55,anga7587r1zv4ey71ge9zxol3,1,79.2,19.6,2025-05-18T14:14:31.662Z,2025-05-18T14:14:34Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736793661,140,79.6,5736793657,56,Right,5736793673,213,4.78,5736793669,212,5.9,5736793665,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507607,138,1,1,12,58,anga7587r1zv4ey71ge9zxol3,1,78.1,9.0,2025-05-18T14:14:34.845Z,2025-05-18T17:55:43Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5737915283,223,,5736793993,141,56.0,5736793991,140,87.7,5736793999,1,,5736793987,155,,5736793995,212,33.5,5737915285,72,,5736793989,56,Center,5736793985,2,5736793997,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507613,139,61,1,13,2,anga7587r1zv4ey71ge9zxol3,1,83.7,62.2,2025-05-18T14:14:38.573Z,2025-05-18T17:56:07Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736794037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512863,168,61,1,13,3,anga7587r1zv4ey71ge9zxol3,1,50.0,50.0,2025-05-18T14:14:38.974Z,2025-05-18T14:27:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5736821603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507709,147,43,1,13,4,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-18T14:14:40.174Z,2025-05-18T14:16:48Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736794539,56,Back,5736794543,141,32.4,5736794541,140,22.1,5736794547,213,1.85,5736810121,144,1,5736794545,212,6.1,5736794537,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507689,140,1,1,13,5,anga7587r1zv4ey71ge9zxol3,0,74.5,70.5,2025-05-18T14:14:41.028Z,2025-05-18T16:23:16Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736794467,213,4.88,5736794459,56,Center,5736794465,212,3.8,5736794457,3,,5736794461,140,75.1,5736794463,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507717,148,1,1,13,5,aljua8crr0vkwit0j3m59jw9j,0,21.4,30.5,2025-05-18T14:14:41.702Z,2025-05-18T17:58:19Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5736794575,56,Back,5736810885,140,20.8,5736810887,141,28.2,5736810891,213,4.33,5736810889,212,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507759,141,61,1,13,5,anga7587r1zv4ey71ge9zxol3,1,76.8,67.9,2025-05-18T14:14:41.703Z,2025-05-18T17:58:19Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736794783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507813,149,12,1,13,7,aljua8crr0vkwit0j3m59jw9j,1,18.3,27.4,2025-05-18T14:14:43.076Z,2025-05-18T16:23:23Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5736795097,213,0.09,5736795093,141,27.9,5736795089,56,Back,5736795091,140,22.0,5737503533,233,198,5736795095,212,3.9,5736849403,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816517955,198,74,1,13,7,anga7587r1zv4ey71ge9zxol3,1,78.5,61.1,2025-05-18T14:14:43.077Z,2025-05-18T16:23:23Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5737503575,233,149,5736849265,285,,5736849263,56,Center,5736849395,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508025,142,1,1,13,8,anga7587r1zv4ey71ge9zxol3,1,87.5,89.3,2025-05-18T14:14:44.685Z,2025-05-18T17:58:31Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736796053,56,Right,5736796051,155,,5736796047,2,,5736796069,213,4.91,5736796075,1,,5736796059,141,16.4,5736796063,212,50.6,5736796055,140,97.0,5737924531,224,5737924533,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816507961,150,83,1,13,17,aljua8crr0vkwit0j3m59jw9j,0,5.0,80.5,2025-05-18T14:14:52.925Z,2025-05-18T14:14:57Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736796307,399,6zhj070huc77sl5o5bx6ey5g4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508067,143,1,1,13,19,anga7587r1zv4ey71ge9zxol3,1,80.5,16.2,2025-05-18T14:14:55.133Z,2025-05-18T14:14:57Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736796259,213,1.84,5736796253,140,78.4,5736796251,56,Center,5736796255,141,27.9,5736796257,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508163,144,1,1,13,22,anga7587r1zv4ey71ge9zxol3,1,78.3,31.2,2025-05-18T14:14:57.949Z,2025-05-18T14:15:00Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736796743,56,Right,5736796749,212,16.8,5736796751,213,5.09,5736796745,140,84.2,5736796747,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508215,145,1,1,13,24,anga7587r1zv4ey71ge9zxol3,0,81.9,8.0,2025-05-18T14:15:00.589Z,2025-05-18T17:59:15Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736796937,141,52.9,5737926909,224,,5736796931,155,,5736796933,56,Center,5736796929,2,,5736796935,140,91.0,5736796941,213,1.27,5737926911,20,,5736796939,212,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,
2816508251,151,12,1,13,27,aljua8crr0vkwit0j3m59jw9j,1,10.6,49.0,2025-05-18T14:15:03.535Z,2025-05-18T14:15:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5736797173,213,1.09,5736797169,141,74.7,5736797171,212,19.7,5736797219,15,,5736797167,140,19.2,5736797165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508473,146,1,1,13,31,anga7587r1zv4ey71ge9zxol3,1,75.7,36.1,2025-05-18T14:15:07.116Z,2025-05-18T14:15:14Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736798281,213,4.80,5736798279,212,19.7,5736798273,56,Right,5736798275,140,77.3,5736798277,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508493,147,1,1,13,38,anga7587r1zv4ey71ge9zxol3,0,77.8,21.3,2025-05-18T14:15:13.885Z,2025-05-18T14:15:14Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736798359,212,25.0,5736798351,140,100.0,5736798349,56,Center,5736798355,141,33.2,5736798361,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508601,148,5,1,13,38,anga7587r1zv4ey71ge9zxol3,0,100.6,34.4,2025-05-18T14:15:14.685Z,2025-05-18T16:23:28Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736800323,233,152,5736798887,346,,5736798885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816508893,152,5,1,13,38,aljua8crr0vkwit0j3m59jw9j,1,-0.6,65.6,2025-05-18T14:15:14.685Z,2025-05-18T16:27:29Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5736800219,56,Back,5736800303,233,148,5736800221,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509299,153,1,1,13,56,aljua8crr0vkwit0j3m59jw9j,1,5.0,63.0,2025-05-18T14:15:31.965Z,2025-05-18T14:15:44Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5736802267,213,4.68,5736802261,141,52.1,5736802255,56,Back,5736802253,124,,5736802265,212,7.4,5736802257,140,4.8,5736802271,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509333,154,1,1,14,8,aljua8crr0vkwit0j3m59jw9j,1,7.7,46.3,2025-05-18T14:15:44.270Z,2025-05-18T14:15:45Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736802437,212,11.9,5736802431,56,Back,5736802433,140,15.9,5736802435,141,58.4,5736802439,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509365,155,1,1,14,9,aljua8crr0vkwit0j3m59jw9j,1,15.9,58.4,2025-05-18T14:15:45.660Z,2025-05-18T18:00:39Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736802575,141,46.9,5736802579,213,3.82,5736802577,212,12.4,5736802573,140,6.7,5736802571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509495,156,1,1,14,12,aljua8crr0vkwit0j3m59jw9j,0,4.6,46.0,2025-05-18T14:15:48.110Z,2025-05-18T14:15:52Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736803259,212,72.6,5736803253,140,73.1,5736803251,56,Center,5736803255,141,31.0,5736803249,157,,5736803263,1,,5736803261,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509691,150,1,1,14,22,anga7587r1zv4ey71ge9zxol3,1,35.9,62.7,2025-05-18T14:15:57.901Z,2025-05-18T14:16:00Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736804255,212,14.3,5736804257,213,5.24,5736804249,56,Back,5736804253,141,44.6,5736804251,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509801,151,1,1,14,24,anga7587r1zv4ey71ge9zxol3,1,44.2,33.8,2025-05-18T14:16:00.141Z,2025-05-18T14:16:04Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736804853,140,60.3,5736804865,213,5.45,5736804861,212,25.1,5736804857,141,6.6,5736804849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509879,152,1,1,14,28,anga7587r1zv4ey71ge9zxol3,1,59.0,8.3,2025-05-18T14:16:04.077Z,2025-05-18T14:16:08Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736805239,213,2.44,5736805227,56,Back,5736805235,212,22.0,5736805231,140,43.0,5736805233,141,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816509949,153,1,1,14,31,anga7587r1zv4ey71ge9zxol3,1,43.6,28.2,2025-05-18T14:16:07.869Z,2025-05-18T14:16:11Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5736805607,56,Back,5736805613,212,25.2,5736805611,141,64.8,5736805615,213,1.72,5736805609,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510023,154,1,1,14,35,anga7587r1zv4ey71ge9zxol3,1,41.2,71.9,2025-05-18T14:16:11.550Z,2025-05-18T14:16:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736805989,213,0.18,5736805985,141,79.0,5736805981,56,Left,5736805983,140,66.5,5736805987,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510175,155,1,1,14,39,anga7587r1zv4ey71ge9zxol3,1,66.1,79.3,2025-05-18T14:16:15.037Z,2025-05-18T14:16:21Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736806747,213,0.72,5736806737,56,Left,5736806745,212,15.2,5736806741,140,77.0,5736806743,141,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510181,156,50,1,14,42,anga7587r1zv4ey71ge9zxol3,1,85.0,91.4,2025-05-18T14:16:18.589Z,2025-05-18T14:16:25Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736806761,286,,5736806757,56,Left,5736807025,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510193,157,7,1,14,42,aljua8crr0vkwit0j3m59jw9j,1,15.0,8.6,2025-05-18T14:16:18.590Z,2025-05-18T18:01:02Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736806805,56,Back,5736806973,233,156,5736806809,285,,5737931993,389,,5737931991,385,,5736806801,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510209,157,6,1,14,45,anga7587r1zv4ey71ge9zxol3,1,85.0,92.2,2025-05-18T14:16:21.621Z,2025-05-18T15:57:14Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736807157,56,Left,5736807371,233,158,5736807159,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816510225,158,6,1,14,45,aljua8crr0vkwit0j3m59jw9j,0,15.0,7.8,2025-05-18T14:16:21.621Z,2025-05-18T18:01:15Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736807299,73,,5736807397,233,157,5736807297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511175,158,1,1,15,18,anga7587r1zv4ey71ge9zxol3,1,99.5,99.5,2025-05-18T14:16:54.653Z,2025-05-18T22:09:02Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,1.0,,5737935609,210,13,5736811661,155,,5736811655,2,,5736811677,212,28.5,5736811665,223,,5736811667,56,Center,5736811679,213,4.47,5737935611,154,,5736811657,6,5736811673,141,58.8,5737933667,20,5736811671,140,,,,,,,,,,,,93.0,,,,,,,,,,,,,,
2816511219,159,44,1,15,19,anga7587r1zv4ey71ge9zxol3,1,93.2,58.0,2025-05-18T14:16:55.844Z,2025-05-18T18:03:04Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736811875,286,,5736811871,56,Center,5736812003,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511199,160,44,1,15,19,aljua8crr0vkwit0j3m59jw9j,0,6.8,42.0,2025-05-18T14:16:55.845Z,2025-05-18T18:03:06Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736811821,285,,5736811819,56,Back,5736812075,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511223,160,13,1,15,20,anga7587r1zv4ey71ge9zxol3,1,94.5,58.3,2025-05-18T14:16:56.778Z,2025-05-18T22:12:40Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5737935621,55,158,5737935615,74,,5736813535,230,99.1,5736812853,328,,5737935619,154,,5736812849,15,,5736813531,103,70.8,5737935613,61,,5736813529,102,5736811915,56,Center,5736812847,25,5736813537,231,5737935617,29,54.1,,,,,,,,,51.6,,,,,,,,,,,,,,
2816511187,159,43,1,15,22,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-18T14:16:58.759Z,2025-05-18T14:17:04Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736811761,56,Back,5736812299,144,1,5736811763,140,7.2,5736811775,213,4.95,5736811767,141,43.6,5736811771,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511339,161,5,1,15,26,aljua8crr0vkwit0j3m59jw9j,1,-1.6,45.7,2025-05-18T14:17:02.649Z,2025-05-18T16:27:29Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736812595,233,161,5736812553,56,Back,5736812555,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511315,161,5,1,15,26,anga7587r1zv4ey71ge9zxol3,0,101.6,54.3,2025-05-18T14:17:02.649Z,2025-05-18T16:27:29Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736812463,346,,5736812609,233,161,5736812461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511585,162,1,1,15,38,aljua8crr0vkwit0j3m59jw9j,1,3.8,51.0,2025-05-18T14:17:14.679Z,2025-05-18T18:04:18Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736813931,155,,5736813933,56,Center,5736813929,124,,5736813947,1,,5736813935,140,57.2,5736813937,141,54.8,5736813945,213,0.05,5736813951,74,,5736813941,212,5736814119,189,,,,,,,,56.1,,,,,,,,,,,,,,,,,,,,,,,
2816511707,163,1,1,15,41,aljua8crr0vkwit0j3m59jw9j,1,62.4,51.9,2025-05-18T14:17:17.469Z,2025-05-18T18:04:15Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5736814629,212,16.4,5736814623,140,67.7,5736814631,213,5.06,5736814619,56,Center,5736814627,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511717,164,1,1,15,46,aljua8crr0vkwit0j3m59jw9j,0,67.7,29.2,2025-05-18T14:17:22.089Z,2025-05-18T14:17:22Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736814677,212,11.1,5736814681,213,0.54,5736814673,141,37.6,5736814669,56,Center,5736814671,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511777,162,8,1,15,47,anga7587r1zv4ey71ge9zxol3,1,24.4,62.5,2025-05-18T14:17:23.813Z,2025-05-18T18:04:30Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736814963,56,Back,5737940381,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511769,165,3,1,15,48,aljua8crr0vkwit0j3m59jw9j,0,74.9,39.7,2025-05-18T14:17:24.076Z,2025-05-18T18:04:42Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5736815355,233,163,5736814927,56,Center,5737940947,464,,5736814929,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511839,163,7,1,15,48,anga7587r1zv4ey71ge9zxol3,1,25.1,60.3,2025-05-18T14:17:24.077Z,2025-05-18T18:04:45Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5737941083,383,,5736815257,56,Back,5736815301,233,165,5736815259,285,,5737941085,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511881,165,1,1,15,51,anga7587r1zv4ey71ge9zxol3,1,27.1,60.2,2025-05-18T14:17:27.644Z,2025-05-18T14:17:29Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5736815495,140,35.1,5736815497,141,68.4,5736815499,212,10.1,5736815501,213,0.59,5736815493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511931,166,1,1,15,53,anga7587r1zv4ey71ge9zxol3,1,36.1,69.8,2025-05-18T14:17:29.612Z,2025-05-18T14:17:31Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736815723,141,85.6,5736815721,140,32.8,5736815725,212,11.3,5736815719,56,Back,5736815727,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511943,167,50,1,15,55,anga7587r1zv4ey71ge9zxol3,1,30.6,90.4,2025-05-18T14:17:31.805Z,2025-05-18T16:34:07Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736815773,56,Back,5736815775,285,,5736816103,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816511981,166,7,1,15,55,aljua8crr0vkwit0j3m59jw9j,1,69.4,9.6,2025-05-18T14:17:31.806Z,2025-05-18T18:05:07Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5737942067,384,,5736815989,286,,5737942069,178,,5736815987,56,Right,5736816061,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512053,168,1,1,15,58,aljua8crr0vkwit0j3m59jw9j,1,72.3,12.5,2025-05-18T14:17:33.959Z,2025-05-18T14:17:37Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5736816365,141,32.1,5736816369,213,1.22,5736816367,212,14.2,5736816363,140,77.0,5736816361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512095,169,1,1,16,1,aljua8crr0vkwit0j3m59jw9j,1,76.5,33.0,2025-05-18T14:17:37.019Z,2025-05-18T14:17:39Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5736816615,56,Center,5736816621,212,12.4,5736816623,213,2.16,5736816619,141,48.2,5736816617,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512253,170,1,1,16,3,aljua8crr0vkwit0j3m59jw9j,1,69.9,48.2,2025-05-18T14:17:39.115Z,2025-05-18T14:17:45Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736817293,140,70.8,5736817291,56,Left,5736817297,212,30.4,5736817299,213,1.54,5736817295,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512285,171,1,1,16,9,aljua8crr0vkwit0j3m59jw9j,1,78.7,92.3,2025-05-18T14:17:45.387Z,2025-05-18T14:17:47Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736817523,213,4.41,5736817521,212,15.3,5736817515,56,Center,5736817517,140,74.4,5736817519,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512391,172,1,1,16,11,aljua8crr0vkwit0j3m59jw9j,1,72.8,68.1,2025-05-18T14:17:47.419Z,2025-05-18T14:17:52Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736818057,140,66.5,5736818061,212,10.9,5736818063,213,4.06,5736818055,56,Center,5736818059,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512425,173,1,1,16,16,aljua8crr0vkwit0j3m59jw9j,1,69.1,69.3,2025-05-18T14:17:52.228Z,2025-05-18T14:17:54Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736818289,213,1.33,5736818285,141,94.2,5736818283,140,73.1,5736818281,56,Left,5736818287,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816512483,174,1,1,16,18,aljua8crr0vkwit0j3m59jw9j,1,73.8,95.3,2025-05-18T14:17:54.018Z,2025-05-18T14:17:55Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736818591,212,7.2,5736818589,141,84.7,5736818593,213,4.80,5736818585,56,Left,5736818587,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
