id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2783680489,278,1,1,20,14,9qsmopgutr7ut5g6workk8w4i,1,32.2,28.5,2025-03-03T18:22:17.599Z,2025-03-03T18:22:24Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556135593,141,72.3,5556135595,212,30.9,5556135591,140,40.0,5556135597,213,1.30,5556135589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680531,279,1,1,20,22,9qsmopgutr7ut5g6workk8w4i,1,54.5,78.1,2025-03-03T18:22:24.735Z,2025-03-03T18:22:30Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5556135845,56,Back,5556135849,141,73.2,5556135847,140,44.5,5556135853,213,3.45,5556135851,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680561,280,1,1,20,27,9qsmopgutr7ut5g6workk8w4i,1,55.8,65.7,2025-03-03T18:22:30.271Z,2025-03-03T18:22:35Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556136013,212,15.0,5556136011,141,45.2,5556136015,213,4.33,5556136009,140,50.5,5556136007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680573,281,1,1,20,32,9qsmopgutr7ut5g6workk8w4i,1,54.5,46.6,2025-03-03T18:22:35.407Z,2025-03-03T18:22:37Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556136101,56,Center,5556136103,140,54.6,5556136105,141,67.6,5556136107,212,14.3,5556136109,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680609,282,1,1,20,35,9qsmopgutr7ut5g6workk8w4i,1,55.7,69.6,2025-03-03T18:22:37.727Z,2025-03-03T18:22:43Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556136297,213,1.05,5556136289,56,Left,5556136293,141,96.3,5556136295,212,20.9,5556136291,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680625,283,1,1,20,41,9qsmopgutr7ut5g6workk8w4i,1,65.3,94.7,2025-03-03T18:22:43.712Z,2025-03-03T18:22:46Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5556136395,140,40.0,5556136393,56,Back,5556136397,141,82.9,5556136401,213,3.43,5556136399,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680637,284,1,1,20,43,9qsmopgutr7ut5g6workk8w4i,1,39.4,82.3,2025-03-03T18:22:46.672Z,2025-03-03T18:22:49Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556136473,56,Back,5556136475,140,48.6,5556136481,213,5.53,5556136479,212,13.2,5556136477,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680641,169,45,1,20,46,anga7587r1zv4ey71ge9zxol3,0,44.9,30.2,2025-03-03T18:22:49.280Z,2025-03-03T19:04:25Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5556136497,285,,5556136571,233,285,5556136495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680655,285,3,1,20,46,9qsmopgutr7ut5g6workk8w4i,1,55.1,69.8,2025-03-03T18:22:49.280Z,2025-03-03T22:08:36Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556136563,233,169,5556136561,286,,5556136559,56,Center,5556845085,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680667,286,1,1,20,48,9qsmopgutr7ut5g6workk8w4i,1,61.5,60.5,2025-03-03T18:22:51.439Z,2025-03-03T18:22:55Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556136641,140,83.6,5556136643,141,13.5,5556136645,212,39.5,5556136639,56,Right,5556136647,213,5.34,5556136649,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680673,287,1,1,20,52,9qsmopgutr7ut5g6workk8w4i,0,90.2,15.9,2025-03-03T18:22:55.073Z,2025-03-03T22:08:41Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556136695,212,19.6,5556136683,2,,5556136697,213,1.48,5556136693,141,44.6,5556845121,20,,5556136689,140,91.8,5556845117,225,,5556845119,386,,5556136687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680753,170,12,1,20,53,anga7587r1zv4ey71ge9zxol3,1,7.7,63.6,2025-03-03T18:22:56.276Z,2025-03-03T18:23:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556137177,213,0.28,5556137171,140,41.8,5556137175,212,37.3,5556137173,141,79.0,5556137169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680709,288,1,1,20,56,9qsmopgutr7ut5g6workk8w4i,1,58.9,30.3,2025-03-03T18:22:59.648Z,2025-03-03T18:23:01Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556136923,3,,5556136927,140,48.8,5556136929,141,24.4,5556136933,213,3.50,5556136931,212,11.3,5556136925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680745,289,1,1,20,58,9qsmopgutr7ut5g6workk8w4i,1,47.3,19.8,2025-03-03T18:23:01.649Z,2025-03-03T18:23:05Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556137119,56,Right,5556137127,213,6.03,5556137125,212,17.9,5556137123,141,13.1,5556137121,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680749,290,4,1,21,2,9qsmopgutr7ut5g6workk8w4i,1,64.4,13.6,2025-03-03T18:23:05.216Z,2025-03-03T18:33:54Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556137159,13,,5556137161,56,Right,5556137163,152,,5556137165,265,,5556137167,286,,5556137229,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680757,171,4,1,21,2,anga7587r1zv4ey71ge9zxol3,0,35.6,86.4,2025-03-03T18:23:05.217Z,2025-03-03T18:33:54Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556137217,56,Back,5556137219,152,,5556137221,265,,5556137223,285,,5556137257,233,290,5556137215,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680879,291,1,1,21,19,9qsmopgutr7ut5g6workk8w4i,1,62.0,16.7,2025-03-03T18:23:21.873Z,2025-03-03T18:23:28Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556137841,5,,5556137843,196,,5556137851,141,85.3,5556137853,212,49.7,5556137857,1,,5556137845,152,,5556137847,56,Left,5556138067,189,,5556137855,213,1.22,5556137849,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680883,292,61,1,21,20,9qsmopgutr7ut5g6workk8w4i,1,79.2,83.8,2025-03-03T18:23:23.085Z,2025-03-03T18:23:29Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5556137877,56,Left,5556138129,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681001,172,5,1,21,23,anga7587r1zv4ey71ge9zxol3,1,-0.6,93.9,2025-03-03T18:23:26.482Z,2025-03-03T18:33:46Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556138565,346,,5556138563,56,Back,5556138599,233,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783680915,293,5,1,21,23,9qsmopgutr7ut5g6workk8w4i,0,100.6,6.1,2025-03-03T18:23:26.482Z,2025-03-03T18:33:47Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5556138039,56,Right,5556138615,233,172,5556138041,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681029,173,1,1,21,37,anga7587r1zv4ey71ge9zxol3,1,4.8,60.3,2025-03-03T18:23:40.277Z,2025-03-03T18:23:43Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556138759,237,,5556138745,124,,5556138749,140,4.4,5556138755,213,4.66,5556138747,56,Back,5556138753,212,8.4,5556138751,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681057,174,1,1,21,40,anga7587r1zv4ey71ge9zxol3,1,4.4,50.4,2025-03-03T18:23:43.510Z,2025-03-03T18:23:46Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5556138889,140,9.5,5556138887,56,Back,5556138891,141,73.9,5556138895,213,1.25,5556138893,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681075,175,1,1,21,43,anga7587r1zv4ey71ge9zxol3,0,10.6,81.1,2025-03-03T18:23:46.502Z,2025-03-03T18:23:48Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556138977,212,37.3,5556138979,213,0.03,5556138981,1,,5556138969,155,,5556138973,140,46.1,5556138975,141,82.9,5556138971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681091,294,1,1,21,46,9qsmopgutr7ut5g6workk8w4i,1,52.6,21.2,2025-03-03T18:23:49.442Z,2025-03-03T18:23:50Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556139081,140,56.6,5556139085,212,8.5,5556139079,56,Center,5556139083,141,32.1,5556139077,3,,5556139087,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681117,296,1,1,21,47,9qsmopgutr7ut5g6workk8w4i,1,57.0,31.3,2025-03-03T18:23:50.691Z,2025-03-03T18:23:53Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556139211,141,20.0,5556139213,212,11.2,5556139209,140,64.7,5556139207,56,Right,5556139215,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681165,297,1,1,21,50,9qsmopgutr7ut5g6workk8w4i,1,65.9,19.5,2025-03-03T18:23:53.123Z,2025-03-03T18:23:58Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556139475,140,56.1,5556139473,56,Center,5556139485,213,2.03,5556139481,212,23.1,5556139477,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681195,298,1,1,21,55,9qsmopgutr7ut5g6workk8w4i,1,62.8,50.3,2025-03-03T18:23:57.988Z,2025-03-03T18:24:00Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5556139673,56,Center,5556139681,213,5.71,5556139679,212,6.4,5556139677,141,45.2,5556139675,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681219,299,1,1,21,57,9qsmopgutr7ut5g6workk8w4i,1,66.3,34.0,2025-03-03T18:24:00.541Z,2025-03-03T18:24:03Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556139823,140,79.5,5556139825,141,6.4,5556139821,56,Right,5556139827,212,23.3,5556139829,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681249,300,1,1,22,0,9qsmopgutr7ut5g6workk8w4i,1,79.5,6.2,2025-03-03T18:24:03.555Z,2025-03-03T18:24:05Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5556139955,140,70.7,5556139953,56,Right,5556139957,141,9.1,5556139961,213,2.93,5556139959,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681287,301,1,1,22,3,9qsmopgutr7ut5g6workk8w4i,1,68.9,13.4,2025-03-03T18:24:05.796Z,2025-03-03T18:24:10Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556140177,213,2.41,5556140171,140,53.7,5556140173,141,34.6,5556140175,212,21.5,5556140169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681301,302,1,1,22,7,9qsmopgutr7ut5g6workk8w4i,1,53.9,42.2,2025-03-03T18:24:10.100Z,2025-03-03T18:24:12Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556140245,140,56.0,5556140249,212,9.8,5556140247,141,28.2,5556140243,56,Center,5556140251,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681337,303,1,1,22,9,9qsmopgutr7ut5g6workk8w4i,1,56.0,28.0,2025-03-03T18:24:11.939Z,2025-03-03T18:24:15Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556140453,56,Right,5556140455,140,74.3,5556140461,213,5.69,5556140457,141,8.8,5556140459,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681341,304,1,1,22,13,9qsmopgutr7ut5g6workk8w4i,1,74.3,8.9,2025-03-03T18:24:15.780Z,2025-03-03T18:24:16Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556140503,213,1.70,5556140501,212,7.4,5556140495,56,Right,5556140497,140,73.4,5556140499,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681347,305,1,1,22,13,9qsmopgutr7ut5g6workk8w4i,1,73.4,19.7,2025-03-03T18:24:16.628Z,2025-03-03T18:24:17Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556140525,212,12.2,5556140523,141,2.6,5556140521,140,76.8,5556140527,213,5.01,5556140519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681363,306,1,1,22,14,9qsmopgutr7ut5g6workk8w4i,1,75.1,6.2,2025-03-03T18:24:17.508Z,2025-03-03T18:24:18Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556140617,212,17.7,5556140619,213,2.04,5556140615,141,29.5,5556140613,140,67.5,5556140611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681373,307,1,1,22,15,9qsmopgutr7ut5g6workk8w4i,1,67.2,27.6,2025-03-03T18:24:18.676Z,2025-03-03T18:24:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556140655,141,7.4,5556140659,213,4.62,5556140657,212,13.8,5556140653,140,66.0,5556140651,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681385,308,1,1,22,18,9qsmopgutr7ut5g6workk8w4i,1,66.0,9.1,2025-03-03T18:24:20.884Z,2025-03-03T18:24:23Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556140727,140,42.3,5556140731,212,28.5,5556140733,213,2.63,5556140729,141,29.5,5556140725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681409,309,1,1,22,20,9qsmopgutr7ut5g6workk8w4i,1,41.0,29.2,2025-03-03T18:24:23.204Z,2025-03-03T18:24:27Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556140861,213,2.41,5556140857,212,24.0,5556140853,140,24.0,5556140855,141,52.8,5556140851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681447,310,1,1,22,24,9qsmopgutr7ut5g6workk8w4i,1,25.7,56.4,2025-03-03T18:24:26.980Z,2025-03-03T18:24:36Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5556141109,212,17.2,5556141107,141,31.3,5556141103,56,Back,5556141105,140,28.0,5556141111,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681471,311,1,1,22,33,9qsmopgutr7ut5g6workk8w4i,1,60.3,27.4,2025-03-03T18:24:36.293Z,2025-03-03T18:24:38Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556141251,213,5.68,5556141243,56,Right,5556141249,212,21.0,5556141247,141,10.0,5556141245,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681477,312,1,1,22,35,9qsmopgutr7ut5g6workk8w4i,0,76.8,10.0,2025-03-03T18:24:38.535Z,2025-03-03T18:24:40Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556141265,140,77.9,5556141277,213,1.07,5556141297,286,,5556141275,212,2.4,5556141261,56,Right,5556141291,233,176,5556141271,141,13.1,5556141289,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681463,176,74,1,22,35,anga7587r1zv4ey71ge9zxol3,1,22.4,87.4,2025-03-03T18:24:38.536Z,2025-03-03T18:24:39Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556141305,233,312,5556141199,285,,5556141197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681491,313,1,1,22,38,9qsmopgutr7ut5g6workk8w4i,1,72.8,6.8,2025-03-03T18:24:40.884Z,2025-03-03T18:24:42Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556141377,141,8.5,5556141381,213,3.04,5556141379,212,11.4,5556141375,140,62.0,5556141373,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681503,314,1,1,22,39,9qsmopgutr7ut5g6workk8w4i,1,62.4,8.5,2025-03-03T18:24:42.373Z,2025-03-03T18:24:44Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556141441,140,61.8,5556141445,212,15.0,5556141439,56,Center,5556141443,141,30.6,5556141447,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681517,315,1,1,22,41,9qsmopgutr7ut5g6workk8w4i,1,61.8,30.6,2025-03-03T18:24:43.893Z,2025-03-03T18:24:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556141547,213,0.53,5556141545,212,5.6,5556141543,141,34.8,5556141539,56,Center,5556141541,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681533,316,1,1,22,44,9qsmopgutr7ut5g6workk8w4i,1,64.8,42.2,2025-03-03T18:24:47.237Z,2025-03-03T18:24:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5556141637,212,16.0,5556141639,213,2.79,5556141631,56,Center,5556141633,140,50.5,5556141635,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681563,317,1,1,22,47,9qsmopgutr7ut5g6workk8w4i,1,53.0,49.1,2025-03-03T18:24:49.829Z,2025-03-03T18:24:53Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5556141841,213,5.85,5556141833,56,Center,5556141837,141,44.0,5556141839,212,8.2,5556141835,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681581,318,1,1,22,50,9qsmopgutr7ut5g6workk8w4i,1,63.8,42.8,2025-03-03T18:24:53.301Z,2025-03-03T18:24:54Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5556141945,140,65.1,5556141949,212,7.1,5556141947,141,32.5,5556141943,56,Center,5556141951,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681595,319,1,1,22,51,9qsmopgutr7ut5g6workk8w4i,1,65.2,32.4,2025-03-03T18:24:54.645Z,2025-03-03T18:24:57Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5556142027,56,Right,5556142035,213,5.66,5556142029,140,85.9,5556142033,212,26.7,5556142031,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681611,320,1,1,22,54,9qsmopgutr7ut5g6workk8w4i,1,85.9,9.7,2025-03-03T18:24:56.981Z,2025-03-03T18:24:58Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5556142101,212,12.2,5556142103,213,0.54,5556142095,56,Right,5556142099,141,18.9,5556142097,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681621,321,1,1,22,55,9qsmopgutr7ut5g6workk8w4i,0,92.7,17.6,2025-03-03T18:24:58.677Z,2025-03-03T22:10:24Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5556142169,141,32.1,5556847545,386,,5556142167,140,89.7,5556142157,2,,5556847547,20,,5556847543,225,,5556142171,212,10.4,5556142173,213,1.88,5556142161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681653,177,1,1,22,57,anga7587r1zv4ey71ge9zxol3,1,12.6,60.8,2025-03-03T18:25:00.057Z,2025-03-03T18:26:34Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5556142291,212,11.8,5556142285,56,Back,5556142293,213,1.90,5556142289,141,77.3,5556142287,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681661,179,1,1,22,58,anga7587r1zv4ey71ge9zxol3,1,9.0,77.3,2025-03-03T18:25:01.224Z,2025-03-03T18:25:02Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556142331,140,15.2,5556142335,212,7.5,5556142333,141,71.8,5556142329,56,Back,5556142337,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681673,180,1,1,22,59,anga7587r1zv4ey71ge9zxol3,1,16.9,71.5,2025-03-03T18:25:02.200Z,2025-03-03T18:25:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5556142407,141,92.7,5556142409,212,15.7,5556142411,213,1.98,5556142403,56,Back,5556142405,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681699,181,1,1,23,0,anga7587r1zv4ey71ge9zxol3,1,10.9,92.7,2025-03-03T18:25:02.920Z,2025-03-03T18:25:05Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556142573,56,Back,5556142575,140,12.6,5556142581,213,4.94,5556142579,212,7.9,5556142577,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681713,182,1,1,23,3,anga7587r1zv4ey71ge9zxol3,0,12.4,80.9,2025-03-03T18:25:05.769Z,2025-03-03T18:26:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5556142677,56,Back,5556142683,141,89.0,5556142681,140,43.2,5556142685,212,32.8,5556142687,213,0.17,5556142673,155,,5556142689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681733,322,44,1,23,5,9qsmopgutr7ut5g6workk8w4i,1,56.5,11.1,2025-03-03T18:25:07.944Z,2025-03-03T19:04:27Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556142729,56,Right,5556142731,286,,5556142741,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681719,183,44,1,23,5,anga7587r1zv4ey71ge9zxol3,0,43.5,88.9,2025-03-03T18:25:07.945Z,2025-03-03T19:04:27Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5556142695,56,Back,5556142697,285,,5556142749,233,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681735,323,1,1,23,5,9qsmopgutr7ut5g6workk8w4i,0,56.0,11.3,2025-03-03T18:25:08.271Z,2025-03-03T22:40:37Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556142769,212,16.1,5556142767,141,0.0,5556142757,3,,5556142759,56,Right,5556142771,213,5.73,5556142763,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681765,184,5,1,23,6,anga7587r1zv4ey71ge9zxol3,1,31.6,101.2,2025-03-03T18:25:09.433Z,2025-03-03T18:33:47Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5556142889,347,,5556142929,233,324,5556142885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681741,324,5,1,23,6,9qsmopgutr7ut5g6workk8w4i,0,68.4,-1.2,2025-03-03T18:25:09.433Z,2025-03-03T18:33:47Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5556142949,233,184,5556142787,56,Right,5556142789,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681891,185,1,1,23,32,anga7587r1zv4ey71ge9zxol3,1,34.9,100.0,2025-03-03T18:25:35.674Z,2025-03-03T18:25:38Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556143749,56,Back,5556143755,212,15.5,5556143757,213,5.52,5556143745,107,,5556143753,141,85.6,5556143751,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681905,186,1,1,23,35,anga7587r1zv4ey71ge9zxol3,1,46.5,84.4,2025-03-03T18:25:37.977Z,2025-03-03T18:25:40Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5556143817,56,Back,5556143819,140,41.2,5556143821,141,92.7,5556143823,212,7.9,5556143827,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783681919,187,1,1,23,38,anga7587r1zv4ey71ge9zxol3,1,39.4,94.4,2025-03-03T18:25:40.778Z,2025-03-03T18:25:42Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5556143961,213,5.87,5556143951,155,,5556143953,56,Left,5556143957,141,80.8,5556143959,212,23.1,5556143955,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
