id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2800730089,148,1,1,12,23,5rz9enoyknpg8ji78za5b82p0,1,33.3,45.8,2025-04-13T14:13:12.742Z,2025-04-13T14:13:17Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649713383,56,Back,5649713391,212,16.7,5649713389,141,62.9,5649713393,213,2.37,5649713387,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730177,149,1,1,12,28,5rz9enoyknpg8ji78za5b82p0,1,26.3,61.4,2025-04-13T14:13:17.835Z,2025-04-13T14:13:21Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649713823,213,5.07,5649713821,212,41.2,5649713815,140,39.9,5649713811,155,,5649713825,1,,5649713817,141,4.6,5649713813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730237,150,1,1,12,32,5rz9enoyknpg8ji78za5b82p0,1,39.9,4.6,2025-04-13T14:13:21.756Z,2025-04-13T14:13:24Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5649714181,140,58.8,5649714187,213,0.64,5649714179,56,Center,5649714183,141,26.2,5649714185,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730267,151,1,1,12,35,5rz9enoyknpg8ji78za5b82p0,1,58.8,26.2,2025-04-13T14:13:24.552Z,2025-04-13T14:13:25Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649714343,213,5.68,5649714335,140,71.6,5649714341,212,16.4,5649714331,56,Right,5649714339,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730331,152,1,1,12,36,5rz9enoyknpg8ji78za5b82p0,1,71.6,12.5,2025-04-13T14:13:25.615Z,2025-04-13T14:13:28Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5649714715,56,Center,5649714721,212,14.2,5649714723,213,1.55,5649714717,140,71.9,5649714719,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730303,93,83,1,12,37,59as3grjvj19voay31j3yfgni,0,24.8,63.6,2025-04-13T14:13:27.297Z,2025-04-13T14:13:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649715023,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730319,94,83,1,12,38,59as3grjvj19voay31j3yfgni,0,26.1,63.7,2025-04-13T14:13:28.145Z,2025-04-13T14:13:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649714995,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730367,153,1,1,12,39,5rz9enoyknpg8ji78za5b82p0,1,72.8,28.2,2025-04-13T14:13:28.552Z,2025-04-13T14:13:31Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649714929,213,5.37,5649714927,212,17.9,5649714913,56,Right,5649714919,140,83.2,5649714923,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730405,154,1,1,12,41,5rz9enoyknpg8ji78za5b82p0,1,83.2,7.3,2025-04-13T14:13:31.176Z,2025-04-13T14:13:33Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5649715103,56,Center,5649715105,140,74.0,5649715113,213,2.14,5649715107,141,29.4,5649715109,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730435,155,1,1,12,43,5rz9enoyknpg8ji78za5b82p0,1,74.0,29.4,2025-04-13T14:13:33.238Z,2025-04-13T14:13:36Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649715285,212,14.7,5649715281,140,75.0,5649715287,213,1.50,5649715283,141,51.0,5649715279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730449,156,1,1,12,45,5rz9enoyknpg8ji78za5b82p0,1,75.0,51.2,2025-04-13T14:13:34.894Z,2025-04-13T14:15:03Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649715375,212,4.4,5649715365,56,Center,5649715379,213,4.88,5649715367,140,75.7,5649715371,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730463,157,1,1,12,46,5rz9enoyknpg8ji78za5b82p0,0,75.7,44.8,2025-04-13T14:13:35.745Z,2025-04-13T14:13:39Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649715439,212,4.1,5649715489,286,,5649715477,236,,5649715435,140,76.5,5649715443,213,1.36,5649715437,141,50.7,5649715481,233,95,5649715433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730431,95,74,1,12,46,59as3grjvj19voay31j3yfgni,1,23.7,47.3,2025-04-13T14:13:35.746Z,2025-04-13T14:13:38Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649715241,285,,5649715239,56,Back,5649715507,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730501,158,1,1,12,46,5rz9enoyknpg8ji78za5b82p0,1,75.7,48.8,2025-04-13T14:13:36.300Z,2025-04-13T14:14:34Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649715621,56,Center,5649715629,213,1.44,5649715627,212,6.4,5649715623,140,76.5,5649715625,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730457,96,83,1,12,47,59as3grjvj19voay31j3yfgni,0,23.5,47.6,2025-04-13T14:13:36.722Z,2025-04-13T14:14:36Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5649722717,399,3uytpqx0e0jr6zgbfl1znsm7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730507,159,61,1,12,48,5rz9enoyknpg8ji78za5b82p0,0,76.5,58.1,2025-04-13T14:13:37.768Z,2025-04-13T14:43:23Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649715665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800766929,346,1,1,12,50,59as3grjvj19voay31j3yfgni,0,19.9,26.7,2025-04-13T14:13:40.299Z,2025-04-13T14:43:16Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649917005,212,3.6,5649917003,141,24.0,5649917011,213,5.74,5649916993,56,Back,5649916997,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730549,160,8,1,12,52,5rz9enoyknpg8ji78za5b82p0,1,80.2,74.1,2025-04-13T14:13:41.517Z,2025-04-13T17:20:23Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5650750971,383,,5649715963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730593,162,1,1,12,53,5rz9enoyknpg8ji78za5b82p0,0,79.2,71.8,2025-04-13T14:13:42.814Z,2025-04-13T17:20:28Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649716195,56,Center,5650751277,224,,5649716199,141,40.7,5649716203,213,5.54,5649716193,155,,5650751279,72,,5649716197,140,100.0,5649716191,2,,5649716201,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730605,98,43,1,12,54,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-13T14:13:43.537Z,2025-04-13T14:43:09Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649716265,141,36.0,5649716263,140,20.8,5649716267,212,2.7,5649716269,213,5.03,5649917721,144,1,5649716261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730685,100,5,1,12,54,59as3grjvj19voay31j3yfgni,1,-0.8,55.0,2025-04-13T14:13:43.704Z,2025-04-13T14:30:28Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649716691,346,,5649720521,233,163,5649716689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731345,163,5,1,12,54,5rz9enoyknpg8ji78za5b82p0,0,100.8,45.0,2025-04-13T14:13:43.704Z,2025-04-13T14:30:29Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649720469,346,,5649720573,233,100,5649720465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800730637,99,43,1,12,55,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-13T14:13:44.946Z,2025-04-13T14:15:03Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649726093,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731263,101,1,1,13,19,59as3grjvj19voay31j3yfgni,1,4.7,50.1,2025-04-13T14:14:09.058Z,2025-04-13T14:14:13Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5649719947,74,,5649719937,141,37.0,5649719939,212,66.2,5649719941,213,6.15,5649719931,124,,5649719935,140,67.2,5649719933,56,Center,5649719943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731293,102,1,1,13,23,59as3grjvj19voay31j3yfgni,0,58.9,49.3,2025-04-13T14:14:12.993Z,2025-04-13T14:14:15Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5649720163,213,1.11,5649720159,141,71.5,5649720157,140,66.1,5649720155,56,Center,5649720161,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731357,164,8,1,13,25,5rz9enoyknpg8ji78za5b82p0,1,41.8,18.2,2025-04-13T14:14:15.306Z,2025-04-13T17:20:53Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5650753415,385,,5649720553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731413,103,1,1,13,26,59as3grjvj19voay31j3yfgni,1,47.0,75.3,2025-04-13T14:14:16.242Z,2025-04-13T14:14:20Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5649720821,212,36.9,5649720813,56,Left,5649720823,213,0.24,5649720817,140,81.1,5649720819,141,88.4,5649720825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731457,104,1,1,13,30,59as3grjvj19voay31j3yfgni,0,83.0,90.3,2025-04-13T14:14:19.985Z,2025-04-13T14:14:22Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5649721071,141,80.3,5649721067,56,Left,5649721069,140,79.6,5649721075,213,4.23,5649721073,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731523,165,1,1,13,35,5rz9enoyknpg8ji78za5b82p0,1,28.1,19.1,2025-04-13T14:14:24.398Z,2025-04-13T14:14:25Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649721433,56,Back,5649721435,140,22.5,5649721441,213,4.00,5649721439,212,9.0,5649721437,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731595,167,1,1,13,36,5rz9enoyknpg8ji78za5b82p0,1,22.5,9.1,2025-04-13T14:14:25.991Z,2025-04-13T14:14:28Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5649721775,155,,5649721781,141,8.6,5649721779,140,45.7,5649721783,212,24.4,5649721777,56,Back,5649721785,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731617,168,4,1,13,37,5rz9enoyknpg8ji78za5b82p0,1,44.8,12.4,2025-04-13T14:14:27.056Z,2025-04-13T14:14:32Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649721999,152,,5649722041,233,105,5649721995,294,,5649721997,56,Back,5649722001,286,,5649721993,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731577,105,4,1,13,37,59as3grjvj19voay31j3yfgni,0,55.2,87.6,2025-04-13T14:14:27.057Z,2025-04-13T14:14:32Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649721921,152,,5649721915,13,,5649722067,233,168,5649721919,56,Left,5649721917,294,,5649721923,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731835,169,1,1,13,47,5rz9enoyknpg8ji78za5b82p0,0,36.5,8.0,2025-04-13T14:14:36.559Z,2025-04-13T17:21:46Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5649723083,152,,5649723079,155,,5649723081,196,,5649723085,56,Center,5650757747,189,,5649723077,5,,5649723091,212,52.1,5649723087,140,61.6,5649723093,213,1.04,5649723089,141,5649723095,1,,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731865,106,1,1,13,50,59as3grjvj19voay31j3yfgni,0,34.3,26.4,2025-04-13T14:14:40.305Z,2025-04-13T14:14:41Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5649723301,213,0.15,5649723299,212,20.8,5649723297,141,31.0,5649723291,3,,5649723295,140,53.9,5649723293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731959,170,1,1,13,54,5rz9enoyknpg8ji78za5b82p0,0,41.5,66.6,2025-04-13T14:14:43.412Z,2025-04-13T14:14:45Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649723843,157,,5649723851,212,12.8,5649723845,56,Center,5649723855,1,,5649723853,213,6.27,5649723849,141,66.4,5649723847,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800731951,107,1,1,13,54,59as3grjvj19voay31j3yfgni,0,40.9,35.5,2025-04-13T14:14:44.193Z,2025-04-13T14:14:45Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5649723805,56,Back,5649723817,212,11.2,5649723803,3,,5649723809,140,41.5,5649723821,213,4.77,5649723813,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732149,171,61,1,14,2,5rz9enoyknpg8ji78za5b82p0,0,87.6,96.5,2025-04-13T14:14:51.754Z,2025-04-13T14:14:51Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649724923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732163,108,12,1,14,3,59as3grjvj19voay31j3yfgni,1,23.3,7.1,2025-04-13T14:14:52.656Z,2025-04-13T14:14:53Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5649725003,212,12.8,5649725005,213,5.87,5649724997,56,Back,5649724999,140,34.5,5649725001,141,0.0,5649725093,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732173,109,5,1,14,3,59as3grjvj19voay31j3yfgni,0,32.2,-1.0,2025-04-13T14:14:52.753Z,2025-04-13T14:30:29Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5649726027,233,172,5649725041,347,,5649725037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732319,172,5,1,14,3,5rz9enoyknpg8ji78za5b82p0,1,67.8,101.0,2025-04-13T14:14:52.753Z,2025-04-13T14:30:29Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649725935,347,,5649726011,233,109,5649725931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732735,173,1,1,14,32,5rz9enoyknpg8ji78za5b82p0,1,75.4,100.0,2025-04-13T14:15:21.421Z,2025-04-13T14:15:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649728401,141,83.6,5649728397,56,Left,5649728399,140,67.8,5649728395,107,,5649728403,212,14.8,5649728405,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732793,174,1,1,14,35,5rz9enoyknpg8ji78za5b82p0,1,70.0,91.1,2025-04-13T14:15:24.670Z,2025-04-13T14:15:27Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649728687,213,6.22,5649728681,140,86.8,5649728683,141,89.4,5649728679,56,Left,5649728685,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732899,175,1,1,14,37,5rz9enoyknpg8ji78za5b82p0,1,86.8,89.4,2025-04-13T14:15:26.857Z,2025-04-13T14:15:30Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649729199,56,Center,5649729209,212,16.7,5649729201,140,73.5,5649729213,213,3.72,5649729203,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732919,176,1,1,14,40,5rz9enoyknpg8ji78za5b82p0,0,75.4,75.4,2025-04-13T14:15:29.856Z,2025-04-13T14:15:30Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649729283,56,Center,5649729313,213,5.59,5649729309,212,15.4,5649729293,141,60.9,5649729289,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732965,111,12,1,14,41,59as3grjvj19voay31j3yfgni,1,11.6,35.4,2025-04-13T14:15:30.353Z,2025-04-13T14:15:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5649729501,212,6.7,5649729497,140,12.0,5649729499,141,45.2,5649729503,213,1.51,5649729495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800732989,112,12,1,14,42,59as3grjvj19voay31j3yfgni,1,12.0,45.1,2025-04-13T14:15:31.345Z,2025-04-13T14:15:32Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5649729651,212,10.1,5649729645,56,Back,5649729647,140,20.2,5649729649,141,53.0,5649729653,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733101,113,12,1,14,42,59as3grjvj19voay31j3yfgni,1,19.9,52.7,2025-04-13T14:15:32.337Z,2025-04-13T14:15:36Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5649730227,141,24.1,5649730213,56,Center,5649730237,213,5.95,5649730235,212,59.5,5649730219,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733467,177,1,1,14,55,5rz9enoyknpg8ji78za5b82p0,1,35.8,79.9,2025-04-13T14:15:44.869Z,2025-04-13T14:15:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649732197,56,Back,5649732207,212,14.2,5649732201,140,29.6,5649732203,141,61.4,5649732211,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733567,178,1,1,15,2,5rz9enoyknpg8ji78za5b82p0,1,31.4,62.4,2025-04-13T14:15:51.540Z,2025-04-13T14:15:56Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649732801,141,48.8,5649732803,212,16.8,5649732799,140,18.0,5649732797,56,Back,5649732805,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733629,179,1,1,15,7,5rz9enoyknpg8ji78za5b82p0,1,18.0,48.8,2025-04-13T14:15:56.492Z,2025-04-13T14:15:59Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5649733155,141,69.7,5649733159,213,1.02,5649733153,140,26.4,5649733151,56,Back,5649733157,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733835,180,1,1,15,9,5rz9enoyknpg8ji78za5b82p0,1,26.4,69.7,2025-04-13T14:15:59.055Z,2025-04-13T14:16:07Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649734269,141,48.5,5649734265,56,Back,5649734267,140,27.8,5649734273,212,14.5,5649734277,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733857,181,1,1,15,17,5rz9enoyknpg8ji78za5b82p0,1,27.8,48.5,2025-04-13T14:16:07.240Z,2025-04-13T14:16:08Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649734359,141,60.0,5649734355,56,Back,5649734357,140,25.4,5649734363,212,8.2,5649734367,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733889,182,43,1,15,18,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-13T14:16:07.912Z,2025-04-13T14:29:32Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649734551,140,26.3,5649734557,213,4.79,5649734553,141,43.1,5649818473,144,1,5649734549,56,Back,5649734555,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733897,183,43,1,15,19,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-13T14:16:08.787Z,2025-04-13T14:29:30Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5649734597,56,Back,5649734605,213,1.55,5649818253,144,1,5649734599,140,26.5,5649734603,212,12.5,5649734601,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800733945,184,1,1,15,21,5rz9enoyknpg8ji78za5b82p0,1,26.3,60.9,2025-04-13T14:16:10.552Z,2025-04-13T14:16:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5649734923,212,22.5,5649734917,56,Back,5649734919,140,31.3,5649734925,213,1.33,5649734921,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734007,185,1,1,15,22,5rz9enoyknpg8ji78za5b82p0,1,37.7,93.6,2025-04-13T14:16:12.302Z,2025-04-13T17:23:01Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649735285,212,32.6,5649735289,1,,5649735279,140,68.7,5649735287,213,6.22,5649735275,56,Left,5649735281,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734087,186,1,1,15,25,5rz9enoyknpg8ji78za5b82p0,1,72.5,90.0,2025-04-13T14:16:14.989Z,2025-04-13T14:16:18Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5649735655,213,3.17,5649735653,212,8.9,5649735649,140,64.0,5649735647,56,Left,5649735651,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734101,187,61,1,15,28,5rz9enoyknpg8ji78za5b82p0,1,62.5,84.8,2025-04-13T14:16:18.115Z,2025-04-13T14:16:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649735715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734143,188,61,1,15,29,5rz9enoyknpg8ji78za5b82p0,1,60.1,82.4,2025-04-13T14:16:18.661Z,2025-04-13T17:24:51Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5649735887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800749365,313,61,1,15,29,5rz9enoyknpg8ji78za5b82p0,1,56.1,76.7,2025-04-13T14:16:18.753Z,2025-04-13T17:25:01Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649819879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800749565,314,83,1,15,30,5rz9enoyknpg8ji78za5b82p0,0,56.7,69.6,2025-04-13T14:16:19.601Z,2025-04-13T17:25:31Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5649821375,399,drlp4xtkta08jiu0px6m4ocq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800924857,745,3,1,15,30,59as3grjvj19voay31j3yfgni,0,47.6,30.3,2025-04-13T14:16:20.039Z,2025-04-13T17:25:29Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5650773587,286,,5650773589,465,,5650773585,56,Back,5650773591,467,cgkvw4q8ddcjl0po181upzwx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734193,116,4,1,15,32,59as3grjvj19voay31j3yfgni,1,48.2,27.0,2025-04-13T14:16:21.617Z,2025-04-13T14:29:33Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5649736307,56,Back,5649736313,286,,5649736311,265,,5649736309,152,,5649736305,13,,5649740835,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800734317,189,4,1,15,32,5rz9enoyknpg8ji78za5b82p0,0,51.8,73.0,2025-04-13T14:16:21.618Z,2025-04-13T14:29:34Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5649736947,13,,5649736949,56,Center,5649736953,265,,5649736955,285,,5649740879,233,116,5649736951,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
