id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2746974029,121,4,1,9,38,cftj6g399tknheudaxsdpfdgb,0,67.0,90.0,2024-11-10T15:10:02.370Z,2024-11-10T20:07:20Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356588539,13,,5356588675,233,84,5356588671,286,,5356588541,56,Left,5356588543,152,,5356588545,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746974817,85,1,1,10,8,59as3grjvj19voay31j3yfgni,1,35.8,7.4,2024-11-10T15:10:32.200Z,2024-11-10T15:10:34Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5356592853,213,1.85,5356592843,152,,5356592847,140,28.1,5356592849,141,48.5,5356592851,212,29.1,5356592845,56,Back,5356592841,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746974879,86,1,1,10,10,59as3grjvj19voay31j3yfgni,1,27.0,50.9,2024-11-10T15:10:34.168Z,2024-11-10T15:10:37Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356593249,56,Back,5356593257,213,1.50,5356593253,141,73.2,5356593251,140,28.0,5356593255,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975009,87,1,1,10,12,59as3grjvj19voay31j3yfgni,1,28.0,73.6,2024-11-10T15:10:37.128Z,2024-11-10T15:10:42Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356593903,140,36.7,5356593911,213,1.03,5356593907,141,96.0,5356593909,212,17.8,5356593901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975057,88,1,1,10,17,59as3grjvj19voay31j3yfgni,1,41.4,96.5,2024-11-10T15:10:42.009Z,2024-11-10T15:10:44Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5356594195,212,13.3,5356594191,140,30.6,5356594193,141,86.2,5356594197,213,3.69,5356594189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975153,89,1,1,10,19,59as3grjvj19voay31j3yfgni,1,30.8,84.2,2024-11-10T15:10:43.960Z,2024-11-10T15:10:47Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356594819,213,4.62,5356594817,212,20.7,5356594813,140,28.9,5356594815,141,53.9,5356594811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975213,90,1,1,10,22,59as3grjvj19voay31j3yfgni,1,31.1,50.0,2024-11-10T15:10:47.112Z,2024-11-10T15:10:50Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356595145,141,24.3,5356595153,213,4.56,5356595141,140,28.6,5356595139,56,Back,5356595149,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975279,91,1,1,10,25,59as3grjvj19voay31j3yfgni,1,29.4,27.0,2024-11-10T15:10:50.025Z,2024-11-10T15:10:52Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5356595497,212,13.8,5356595499,213,1.46,5356595495,141,47.2,5356595491,56,Back,5356595493,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975399,92,1,1,10,28,59as3grjvj19voay31j3yfgni,0,30.1,49.7,2024-11-10T15:10:52.793Z,2024-11-10T15:10:56Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356596179,140,66.2,5356596189,213,0.75,5356596181,141,100.0,5356596185,212,51.7,5356596191,1,,5356596171,155,,5356596175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975407,93,5,1,10,32,59as3grjvj19voay31j3yfgni,0,67.0,101.6,2024-11-10T15:10:56.323Z,2024-11-10T16:06:37Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356596247,56,Left,5356596249,347,,5356599273,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746975953,122,5,1,10,32,cftj6g399tknheudaxsdpfdgb,1,33.0,-1.6,2024-11-10T15:10:56.323Z,2024-11-10T16:06:37Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356599177,233,93,5356599055,56,Back,5356599057,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976045,123,1,1,10,49,cftj6g399tknheudaxsdpfdgb,1,44.4,0.0,2024-11-10T15:11:14.035Z,2024-11-10T15:11:17Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356599533,107,,5356599543,141,12.0,5356599537,56,Back,5356599549,213,2.78,5356599541,140,21.2,5356599551,1,,5356599545,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976181,124,1,1,10,53,cftj6g399tknheudaxsdpfdgb,1,18.2,9.0,2024-11-10T15:11:17.146Z,2024-11-10T20:08:28Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356600209,141,56.2,5358453575,1,,5356600211,212,32.2,5356600201,56,Back,5356600213,213,1.64,5356600205,140,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976229,125,1,1,10,56,cftj6g399tknheudaxsdpfdgb,1,19.5,61.1,2024-11-10T15:11:20.874Z,2024-11-10T20:08:37Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356600489,213,1.29,5356600487,212,16.8,5356600483,141,84.8,5356600481,140,23.9,5356600479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976339,126,1,1,10,58,cftj6g399tknheudaxsdpfdgb,1,24.2,84.2,2024-11-10T15:11:22.915Z,2024-11-10T20:08:40Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356601069,212,24.2,5356601067,141,66.7,5356601063,56,Back,5356601091,213,5.77,5356601065,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976357,127,50,1,11,2,cftj6g399tknheudaxsdpfdgb,1,37.2,69.2,2024-11-10T15:11:26.746Z,2024-11-10T16:05:37Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5356601135,286,,5356601131,56,Back,5356601477,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976395,94,7,1,11,2,59as3grjvj19voay31j3yfgni,1,62.8,30.8,2024-11-10T15:11:26.747Z,2024-11-10T20:08:47Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5358454755,384,,5356601403,233,127,5356601333,285,,5356601327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976453,96,1,1,11,4,59as3grjvj19voay31j3yfgni,0,67.2,30.5,2024-11-10T15:11:28.457Z,2024-11-10T20:08:52Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5356601553,212,13.9,5356601551,141,20.9,5356601555,213,5.79,5356601547,56,Right,5356601549,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976435,128,8,1,11,4,cftj6g399tknheudaxsdpfdgb,1,26.4,78.3,2024-11-10T15:11:29.139Z,2024-11-10T20:08:59Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5358455609,384,,5356601451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976545,129,12,1,11,6,cftj6g399tknheudaxsdpfdgb,1,2.0,72.8,2024-11-10T15:11:30.395Z,2024-11-10T20:09:06Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356602049,56,Back,5356602057,213,1.29,5356602185,167,,5356602053,141,100.0,5356602055,212,20.1,5356602051,140,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977425,98,5,1,11,9,59as3grjvj19voay31j3yfgni,1,96.2,-1.2,2024-11-10T15:11:33.160Z,2024-11-10T16:06:37Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5356606729,56,Right,5356606731,347,,5356606789,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746976567,130,5,1,11,9,cftj6g399tknheudaxsdpfdgb,0,3.8,101.2,2024-11-10T15:11:33.160Z,2024-11-10T16:06:38Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356602143,347,,5356602141,56,Back,5356606849,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977579,99,1,1,11,35,59as3grjvj19voay31j3yfgni,1,93.9,0.0,2024-11-10T15:11:59.704Z,2024-11-10T15:12:04Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356607565,140,95.6,5356607561,107,,5356607571,213,1.51,5356607563,56,Center,5356607569,212,28.6,5356607567,141,40.7,5356607573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977655,100,1,1,11,38,59as3grjvj19voay31j3yfgni,1,97.4,40.3,2024-11-10T15:12:02.330Z,2024-11-10T20:09:50Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,1.0,,5356607965,3,,5356610255,154,,5356607971,56,Center,5356607975,141,52.3,5356607979,213,1.80,5356607977,212,8.4,5356607969,168,,5356610253,210,15,5356607973,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977665,101,15,1,11,39,59as3grjvj19voay31j3yfgni,1,95.5,51.3,2024-11-10T15:12:04.072Z,2024-11-10T20:09:52Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5356610309,103,31.6,5356610307,102,50.7,5356610289,79,,5356610317,147,50.5,5356608577,15,,5356610601,233,131,5356608009,56,Center,5356608007,16,,5356610301,55,100,5356608575,160,,5356610293,29,,5356610297,154,5356610315,146,5356608581,328,,100,,,,,,,,,,,,,,,,,,,
2746977633,131,10,1,11,40,cftj6g399tknheudaxsdpfdgb,1,1.0,50.0,2024-11-10T15:12:04.172Z,2024-11-10T20:09:58Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5358459863,181,,5356607861,182,,5356610681,233,101,5358459865,378,,5356607863,56,Back,5356607857,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977687,102,6,1,11,43,59as3grjvj19voay31j3yfgni,1,77.2,38.3,2024-11-10T15:12:07.140Z,2024-11-10T16:00:52Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5356608141,73,,5356608139,56,Center,5357021385,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747053283,455,6,1,11,43,cftj6g399tknheudaxsdpfdgb,0,22.8,61.7,2024-11-10T15:12:07.140Z,2024-11-10T20:10:24Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5357021331,56,Back,5357021333,73,,5357021445,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746977695,132,43,1,11,43,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-10T15:12:07.144Z,2024-11-10T16:00:31Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5357019981,144,6,5356608157,73,0,5356611171,233,102,5356608155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746978863,103,1,1,12,17,59as3grjvj19voay31j3yfgni,0,99.5,99.5,2024-11-10T15:12:41.449Z,2024-11-10T20:10:22Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5356614285,140,94.1,5356614271,2,,5356614293,212,33.1,5356614277,223,,5356614273,6,,5356614299,213,4.54,5356614281,56,Center,5356614275,155,,5356614301,1,,5356614289,141,51.5,5358461423,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746978831,133,44,1,12,20,cftj6g399tknheudaxsdpfdgb,1,5.9,50.6,2024-11-10T15:12:44.691Z,2024-11-10T16:58:04Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5356614703,233,104,5356614135,285,,5356614133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746978883,104,44,1,12,20,59as3grjvj19voay31j3yfgni,0,94.1,49.4,2024-11-10T15:12:44.692Z,2024-11-10T16:58:04Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356614759,233,133,5356614407,286,,5356614401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746978849,134,12,1,12,21,cftj6g399tknheudaxsdpfdgb,1,6.3,47.4,2024-11-10T15:12:45.186Z,2024-11-10T20:10:39Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5356614217,212,24.4,5356614219,213,0.23,5356614213,140,28.9,5356614353,15,,5356614215,141,55.6,5356614211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979071,105,83,1,12,27,59as3grjvj19voay31j3yfgni,0,56.8,17.0,2024-11-10T15:12:51.927Z,2024-11-10T15:12:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5356616171,399,6d8194j12jdzgqk5uwcemecr8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979121,136,1,1,12,28,cftj6g399tknheudaxsdpfdgb,1,42.8,87.5,2024-11-10T15:12:52.658Z,2024-11-10T15:12:54Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5356615663,212,14.7,5356615661,141,77.5,5356615665,213,3.62,5356615659,140,30.4,5356615657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979203,137,1,1,12,30,cftj6g399tknheudaxsdpfdgb,1,30.4,77.5,2024-11-10T15:12:54.170Z,2024-11-10T15:12:57Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356616103,140,53.9,5356616111,212,25.1,5356616101,56,Center,5356616115,213,6.10,5356616107,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979327,138,1,1,12,33,cftj6g399tknheudaxsdpfdgb,1,53.0,73.6,2024-11-10T15:12:57.522Z,2024-11-10T20:10:56Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356616801,140,51.6,5356616803,141,51.3,5356616805,212,15.2,5356616799,56,Center,5356616807,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979437,139,1,1,12,36,cftj6g399tknheudaxsdpfdgb,1,67.7,25.0,2024-11-10T15:13:00.714Z,2024-11-10T20:11:02Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5356617359,56,Right,5356617375,213,4.07,5356617367,141,6.8,5356617371,212,15.5,5356617363,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979667,140,1,1,12,38,cftj6g399tknheudaxsdpfdgb,1,59.1,8.0,2024-11-10T15:13:02.978Z,2024-11-10T20:11:34Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5356618545,212,11.6,5356618541,140,58.0,5356618539,56,Center,5356618547,213,1.67,5356618543,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747315127,879,1,1,12,39,cftj6g399tknheudaxsdpfdgb,1,58.6,29.7,2024-11-10T15:13:03.286Z,2024-11-10T20:12:05Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5358468841,140,50.2,5358468845,212,12.1,5358468847,213,3.89,5358468839,56,Right,5358468843,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979735,141,1,1,12,49,cftj6g399tknheudaxsdpfdgb,1,44.6,27.2,2024-11-10T15:13:13.202Z,2024-11-10T20:12:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356618877,56,Back,5356618885,213,1.84,5356618883,212,22.2,5356618881,141,58.7,5356618879,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979757,142,1,1,12,49,cftj6g399tknheudaxsdpfdgb,1,40.0,60.7,2024-11-10T15:13:13.931Z,2024-11-10T20:12:13Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356619027,140,47.9,5356619033,213,1.00,5356619029,141,79.5,5356619025,56,Back,5356619031,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979853,143,1,1,12,50,cftj6g399tknheudaxsdpfdgb,1,51.1,80.1,2024-11-10T15:13:14.729Z,2024-11-10T20:12:19Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356619547,212,10.3,5356619543,140,59.1,5356619551,213,5.67,5356619545,141,71.4,5356619541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979935,144,1,1,12,53,cftj6g399tknheudaxsdpfdgb,0,62.1,47.0,2024-11-10T15:13:17.707Z,2024-11-10T20:12:26Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356619965,141,39.7,5356619961,140,91.5,5356619975,213,6.12,5356619971,212,31.3,5356619957,155,,5356619959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746979977,106,52,1,12,57,59as3grjvj19voay31j3yfgni,1,8.3,57.9,2024-11-10T15:13:21.608Z,2024-11-10T20:12:30Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5358470547,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980263,107,1,1,13,5,59as3grjvj19voay31j3yfgni,1,6.8,52.6,2024-11-10T15:13:29.879Z,2024-11-10T20:12:40Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5356621805,123,,5356621813,212,14.2,5356621815,213,1.31,5356621811,141,72.8,5356621809,140,10.3,5356621807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980329,108,1,1,13,7,59as3grjvj19voay31j3yfgni,1,10.9,67.8,2024-11-10T15:13:32.008Z,2024-11-10T15:13:34Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5356622153,56,Back,5356622159,212,13.9,5356622157,141,50.0,5356622155,140,4.3,5356622161,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980459,109,1,1,13,10,59as3grjvj19voay31j3yfgni,1,6.6,46.9,2024-11-10T15:13:34.856Z,2024-11-10T15:13:39Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5356622847,212,59.6,5356622849,213,6.17,5356622839,157,,5356622843,140,63.0,5356622841,56,Center,5356622851,1,,5356622845,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980465,110,61,1,13,15,59as3grjvj19voay31j3yfgni,0,67.1,34.2,2024-11-10T15:13:39.495Z,2024-11-10T20:12:50Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5356622881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980583,146,1,1,13,18,cftj6g399tknheudaxsdpfdgb,1,35.7,54.6,2024-11-10T15:13:42.578Z,2024-11-10T15:13:43Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5356623615,212,25.6,5356623611,140,58.4,5356623609,56,Center,5356623613,141,68.5,5356623617,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980687,147,1,1,13,19,cftj6g399tknheudaxsdpfdgb,1,58.4,68.5,2024-11-10T15:13:43.442Z,2024-11-10T15:13:46Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356624025,56,Back,5356624031,212,14.0,5356624027,140,45.1,5356624029,141,70.3,5356624033,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980709,148,1,1,13,21,cftj6g399tknheudaxsdpfdgb,1,45.1,70.3,2024-11-10T15:13:45.930Z,2024-11-10T15:13:46Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5356624149,213,1.79,5356624137,56,Back,5356624147,212,13.3,5356624141,140,42.3,5356624145,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980785,149,1,1,13,22,cftj6g399tknheudaxsdpfdgb,1,42.3,89.4,2024-11-10T15:13:46.602Z,2024-11-10T15:13:49Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356624529,212,22.5,5356624527,141,72.9,5356624523,56,Back,5356624531,213,3.66,5356624525,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980901,150,1,1,13,25,cftj6g399tknheudaxsdpfdgb,1,24.6,68.7,2024-11-10T15:13:49.402Z,2024-11-10T15:13:53Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356625039,212,24.1,5356625037,141,33.3,5356625033,56,Back,5356625041,213,4.75,5356625035,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746980957,151,1,1,13,29,cftj6g399tknheudaxsdpfdgb,1,28.5,34.5,2024-11-10T15:13:53.538Z,2024-11-10T15:13:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356625395,141,67.8,5356625391,140,22.8,5356625399,213,1.83,5356625397,212,23.4,5356625389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981053,152,1,1,13,32,cftj6g399tknheudaxsdpfdgb,1,23.9,69.0,2024-11-10T15:13:56.521Z,2024-11-10T15:13:59Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356625897,56,Back,5356625899,140,32.8,5356625901,141,91.2,5356625905,213,1.02,5356625903,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981131,153,1,1,13,35,cftj6g399tknheudaxsdpfdgb,1,32.6,92.9,2024-11-10T15:13:59.649Z,2024-11-10T15:14:02Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5356626285,140,26.7,5356626291,213,4.26,5356626287,141,74.1,5356626289,212,14.2,5356626283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981247,154,1,1,13,38,cftj6g399tknheudaxsdpfdgb,1,29.6,68.1,2024-11-10T15:14:02.633Z,2024-11-10T20:13:10Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5356626923,213,5.08,5356626921,212,34.1,5356626917,140,41.3,5356626925,1,,5356626919,141,21.3,5356626915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981289,155,1,1,13,42,cftj6g399tknheudaxsdpfdgb,1,45.1,23.4,2024-11-10T15:14:06.778Z,2024-11-10T15:14:08Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5356627187,213,6.23,5356627179,56,Center,5356627183,141,21.5,5356627181,140,66.4,5356627185,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981425,156,1,1,13,44,cftj6g399tknheudaxsdpfdgb,1,63.5,22.5,2024-11-10T15:14:08.249Z,2024-11-10T20:13:15Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5356627843,140,63.7,5356627855,213,1.52,5356627851,212,3.9,5356627847,141,28.2,5356627839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981411,111,45,1,13,48,59as3grjvj19voay31j3yfgni,0,19.2,50.0,2024-11-10T15:14:13.032Z,2024-11-10T21:17:20Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5356628047,233,157,5356627767,56,Back,5356627771,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981441,157,3,1,13,48,cftj6g399tknheudaxsdpfdgb,1,80.8,50.0,2024-11-10T15:14:13.032Z,2024-11-10T21:17:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5356627999,233,111,5358474345,464,,5356627929,56,Center,5356627931,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981525,158,1,1,13,49,cftj6g399tknheudaxsdpfdgb,1,84.2,53.0,2024-11-10T15:14:14.081Z,2024-11-10T20:13:31Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,1.0,,5356632095,210,15,5356628473,140,83.6,5356628479,213,1.65,5356628477,212,8.2,5356628475,141,65.0,5356628471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746981537,159,15,1,13,51,cftj6g399tknheudaxsdpfdgb,1,84.9,64.6,2024-11-10T15:14:15.987Z,2024-11-10T20:13:57Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5356632115,147,52.3,5356628535,22,,5356632165,233,112,5358476685,120,,5356632103,55,158,5356632111,215,,5356632107,102,47.4,5356632109,103,31.0,5356628539,56,Center,5356629499,20,,5356632113,146,99.3,5356632101,29,5356628537,64,5356632099,81,,,,,,,,,,,,,,,,,,,,,
2746981601,112,10,1,13,51,59as3grjvj19voay31j3yfgni,1,0.9,48.1,2024-11-10T15:14:16.087Z,2024-11-10T20:14:54Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5358480463,381,,5356628823,182,,5356629181,181,,5358477579,378,,5358480461,174,,5356628825,56,Back,5356629541,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
